Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/2011,48.103,48.103,-45.707,45.707,2.396,0.0,-6.47,6.47,,0.0,-4.074,0.01,-0.01,0.0,-0.01,,,0.0,-4.064,0.0,,,-4.064,0.0,0.0,0.0,-4.064,0.0,-4.064,0.0,0.0,-4.064,-4.064,0.0,8.391244,-0.48,-0.48,-0.48,8.391244,-0.48,-0.48,-0.48,
08/31/2011,50.284,50.284,-49.24,49.24,1.044,0.0,-7.896,7.896,,0.0,-6.852,0.007,-0.007,0.0,-0.007,,,0.0,-6.845,0.0,,,-6.845,0.0,0.0,0.0,-6.845,0.0,-6.845,0.0,0.0,-6.845,-6.845,0.0,8.391244,-0.82,-0.82,-0.82,8.391244,-0.82,-0.82,-0.82,
11/30/2011,45.296,45.296,-44.031,44.031,1.265,0.0,-4.691,7.191,,-2.5,-3.426,0.004,-0.004,0.0,-0.004,,,0.0,-3.422,0.0,,,-3.422,0.0,0.0,0.0,-3.422,0.0,-3.422,0.0,0.0,-3.422,-5.047,-1.625,8.391244,-0.4,-0.4,-0.60146,8.391244,-0.4,-0.4,-0.60146,
02/29/2012,36.805,36.805,-37.497,37.497,-0.692,0.0,-6.698,6.698,,0.0,-7.39,0.003,-0.003,0.0,-0.003,,,0.0,-7.387,0.0,,,-7.387,0.0,0.0,0.0,-7.387,0.0,-7.387,0.0,0.0,-7.387,-7.127,0.26,8.391244,-0.88,-0.88,-0.849338,8.391244,-0.88,-0.88,-0.849338,
05/31/2012,50.461,50.461,-47.194,47.194,3.267,0.0,-4.981,5.665,,-0.684,-1.714,0.003,-0.003,0.0,-0.003,,,0.0,-1.711,0.0,,,-1.711,0.0,0.0,0.0,-1.711,0.0,-1.711,0.0,0.0,-1.711,-1.711,0.03445,8.391244,-0.21,-0.21,-0.21,8.391244,-0.21,-0.21,-0.21,
08/31/2012,49.92,49.92,-46.861,46.861,3.059,0.0,-6.53,6.53,,0.0,-3.471,0.003,-0.003,0.0,-0.003,,,0.0,-3.468,0.0,,,-3.468,0.0,0.0,0.0,-3.468,0.0,-3.468,0.0,0.0,-3.468,-3.468,0.0,8.391244,-0.41,-0.41,-0.41,8.391244,-0.41,-0.41,-0.41,
11/30/2012,41.836,41.836,-39.162,39.162,2.674,0.0,-4.408,5.819,,-1.411,-1.734,0.009,-0.009,0.0,-0.009,,,0.0,-1.725,0.0,,,-1.725,0.0,0.0,0.0,-1.725,0.0,-1.725,0.0,0.0,-1.725,-2.64215,-0.91715,8.391244,-0.21,-0.21,-0.31487,8.391244,-0.21,-0.21,-0.319298,
02/28/2013,36.986,36.986,-36.515,36.515,0.471,0.0,-5.861,5.861,,0.0,-5.39,0.025,-0.025,0.0,-0.025,,,0.0,-5.365,0.0,,,-5.365,0.0,0.0,0.0,-5.365,0.0,-5.365,0.0,0.0,-5.365,-5.365,0.0,8.391244,-0.64,-0.64,-0.64,8.391244,-0.64,-0.64,-0.64,
05/31/2013,48.832,48.832,-43.573,43.573,5.259,0.0,-5.241,5.471,,-0.23,0.018,0.027,-0.027,0.0,-0.027,,,0.0,0.045,0.0,,,0.045,0.0,0.0,0.0,0.045,0.0,0.045,0.0,0.0,0.045,0.045,-0.1495,8.391244,0.005,0.005,-0.0128,8.391244,0.005,0.005,-0.0128,
08/31/2013,48.994,48.994,-44.665,44.665,4.329,0.0,-5.733,5.733,,0.0,-1.404,0.025,-0.025,0.0,-0.025,,,0.0,-1.379,0.0,,,-1.379,0.0,0.0,0.0,-1.379,0.0,-1.379,0.0,0.0,-1.379,-1.379,0.0,8.391244,-0.16,-0.16,-0.16,8.391244,-0.16,-0.16,-0.16,
11/30/2013,39.208,39.208,-35.401,35.401,3.807,0.0,-4.571,4.733,,-0.162,-0.764,0.025,-0.025,0.0,-0.025,,,0.0,-0.739,0.0,,,-0.739,1.474,1.474,0.0,-2.213,0.0,-2.213,0.0,0.0,-2.213,-0.8443,-0.1053,8.391244,-0.27,-0.09,-0.100617,8.391244,-0.27,-0.09,-0.102549,
02/28/2014,30.169,30.169,-29.39,29.39,0.779,0.0,-4.71,5.01,,-0.3,-3.931,0.025,-0.025,0.0,-0.025,,,0.0,-3.906,0.0,,,-3.906,1.806,1.806,0.0,-5.712,0.0,-5.712,0.0,0.0,-5.712,-4.101,-0.195,8.391244,-0.68,-0.47,-0.488724,8.391244,-0.68,-0.47,-0.493239,
05/31/2014,34.709,34.709,-32.555,32.555,2.154,0.0,-3.391,3.635,,-0.244,-1.237,-0.046,,0.071,-0.025,,,0.0,1.997,0.0,0.0,0.0,1.997,1.277,1.277,0.0,-2.56,0.0,-2.56,0.0,0.0,-2.56,-1.4416,-0.1586,8.391244,-0.305,0.2379,0.218,8.391244,-0.305,-0.15,-0.168,
08/31/2014,57.429,57.429,-54.984,54.984,2.445,0.0,-6.148,6.148,,0.0,-3.703,-0.07,0.07,0.094,-0.024,,,0.0,-3.773,0.0,,,-3.773,0.0,0.0,0.0,-3.773,0.0,-3.773,0.0,0.0,-3.773,-3.773,0.0,8.391244,-0.45,-0.45,-0.45,8.391244,-0.45,-0.45,-0.45,
11/30/2014,49.667,49.667,-44.509,44.509,5.158,0.0,-5.008,5.008,,0.0,0.15,-0.069,0.069,0.093,-0.024,,,0.0,0.081,0.0,,,0.081,3.525,3.525,0.0,-3.444,0.0,-3.444,0.0,0.0,-3.444,0.081,0.0,8.391244,-0.41,0.01,0.01,8.391244,-0.41,0.01,0.01,
02/28/2015,38.109,38.109,-35.771,35.771,2.338,0.0,-5.159,5.159,,0.0,-2.821,-0.09,0.09,0.092,-0.002,,,0.0,-2.911,0.0,,,-2.911,0.086,0.086,0.0,-2.997,0.0,-2.997,0.0,0.0,-2.997,-2.911,0.0,8.391244,-0.36,-0.35,-0.35,8.391244,-0.36,-0.35,-0.35,
05/31/2015,41.78,41.78,-34.627,34.627,7.153,0.0,-4.636,4.879,,-0.243,2.517,-0.102,0.102,0.102,0.0,,,0.0,2.415,0.0,0.0,0.0,2.415,2.615,2.615,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,-0.2,-0.15795,8.391244,-0.0238,0.29,0.2711,8.391244,-0.0238,0.29,0.2711,
08/31/2015,48.742,48.742,-44.099,44.099,4.643,0.0,-5.459,5.459,,0.0,-0.816,-0.079,0.079,0.079,0.0,,,0.0,-0.895,0.0,0.0,0.0,-0.895,-0.061,-0.061,0.0,-0.834,0.0,-0.834,0.0,0.0,-0.834,-0.895,0.0,8.391244,-0.1,-0.11,-0.11,8.391244,-0.1,-0.11,-0.11,
11/30/2015,58.684,58.684,-51.457,51.457,7.227,0.0,-5.4,5.4,,0.0,1.827,-0.079,0.079,0.079,0.0,,,0.0,1.748,0.0,0.0,0.0,1.748,0.042,0.042,0.0,1.706,0.0,1.706,0.0,0.0,1.706,1.748,0.0,8.391244,0.2,0.21,0.21,8.391244,0.2,0.21,0.21,
02/29/2016,47.697,47.697,-42.887,42.887,4.81,0.0,-5.246,5.246,,0.0,-0.436,-0.078,0.078,0.078,0.0,,,0.0,-0.514,0.0,0.0,0.0,-0.514,0.006,0.006,0.0,-0.52,0.0,-0.52,0.0,0.0,-0.52,-0.514,0.0,8.391244,-0.06,-0.06,-0.06,8.391244,-0.06,-0.06,-0.06,
05/31/2016,56.651,56.651,-50.018,50.018,6.633,0.0,-5.015,5.015,,0.0,1.618,-0.084,0.084,0.084,0.0,,0.0,0.0,1.534,0.0,0.0,0.0,1.534,0.208,0.208,0.0,1.326,0.0,1.326,0.0,0.0,1.326,1.534,0.0,8.391244,0.158022,0.18281,0.18281,8.391244,0.158022,0.18281,0.18281,
08/31/2016,61.176,61.176,-54.596,54.596,6.58,0.0,-5.75,5.75,,0.0,0.83,-0.086,0.086,0.086,0.0,,,0.0,0.744,0.0,0.0,0.0,0.744,0.0,0.0,0.0,0.744,0.0,0.744,0.0,0.0,0.744,0.744,0.0,8.391244,0.09,0.09,0.09,8.498192,0.09,0.09,0.09,
11/30/2016,64.226,64.226,-58.996,58.996,5.23,0.0,-5.739,5.739,,0.0,-0.509,-0.086,0.086,0.086,0.0,,,0.0,-0.595,0.0,0.0,0.0,-0.595,0.0,0.0,0.0,-0.595,0.0,-0.595,0.0,0.0,-0.595,-0.595,0.0,8.391244,-0.07,-0.07,-0.07,8.391244,-0.07,-0.07,-0.07,
02/28/2017,51.64,51.64,-48.421,48.421,3.219,0.0,-5.581,5.581,,0.0,-2.362,-0.085,0.085,0.085,0.0,,,0.0,-2.447,0.0,0.0,0.0,-2.447,0.0,0.0,0.0,-2.447,0.0,-2.447,0.0,0.0,-2.447,-2.447,0.0,8.391244,-0.29,-0.29,-0.29,8.391244,-0.29,-0.29,-0.29,
05/31/2017,59.462,59.462,-52.514,52.514,6.948,0.0,-4.558,5.838,,-1.28,2.39,-0.087,0.087,0.087,0.0,,0.0,0.0,2.303,0.0,0.0,0.0,2.303,0.0,0.0,0.0,2.303,0.0,2.303,0.0,0.0,2.303,1.471,-0.832,8.391244,0.27,0.27,0.175302,8.473521,0.27,0.27,0.171812,
09/03/2017,58.462,58.462,-50.536,50.536,7.926,0.0,-6.172,6.112,,0.06,1.754,-0.147,0.147,0.147,0.0,,,0.0,1.607,0.0,0.0,0.0,1.607,0.0,0.0,0.0,1.607,0.0,1.607,0.0,0.0,1.607,1.646,0.039,8.391244,0.19,0.19,0.196157,8.483935,0.19,0.19,0.194597,
12/03/2017,57.765,57.765,-49.394,49.394,8.371,0.0,-5.37,6.132,,-0.762,3.001,-0.037,0.037,0.037,0.0,,,0.0,2.964,0.0,0.0,0.0,2.964,0.0,0.0,0.0,2.964,0.0,2.964,0.0,0.0,2.964,2.4687,-0.4953,8.391244,0.35,0.35,0.2942,8.562899,0.35,0.35,0.292157,
03/04/2018,57.978,57.978,-49.832,49.832,8.146,0.0,-6.913,6.913,,0.0,1.233,-0.015,0.015,0.015,0.0,,,0.0,1.218,0.0,0.0,0.0,1.218,0.0,0.0,0.0,1.218,0.0,1.218,0.0,0.0,1.218,1.218,0.0,8.391244,0.15,0.15,0.15,8.627332,0.14,0.14,0.14,
06/30/2018,322.261,322.261,-267.101,267.101,55.16,0.0,-45.088,45.088,,0.0,10.072,-7.485,1.072,1.503,-0.431,,,6.413,2.587,-3.44,,,-0.853,0.0,0.0,0.0,-0.853,0.0,-0.853,0.0,0.0,-0.853,5.47411,6.32711,47.462,-0.02,-0.02,0.115337,47.462,-0.02,-0.02,0.113309,
09/29/2018,355.436,355.436,-296.436,296.436,59.0,0.0,-128.069,128.069,,0.0,-69.069,-2.134,0.827,1.197,-0.37,,,1.307,-71.203,-5.822,,,-77.025,0.0,0.0,0.0,-77.025,0.0,-77.025,0.0,0.0,-77.025,-74.25052,2.77448,54.105,-1.42,-1.42,-1.372341,54.105,-1.42,-1.42,-1.372341,
12/29/2018,354.671,354.671,-289.935,289.935,64.736,0.0,-48.848,48.848,4.577,-4.577,15.888,-0.938,0.813,0.813,0.0,,,0.125,14.95,-4.437,,,10.513,0.0,0.0,0.0,10.513,0.0,10.513,0.0,0.0,10.513,12.18859,1.67559,56.249,0.19,0.19,0.21669,56.249,0.19,0.19,0.21669,
03/30/2019,327.675,327.675,-261.212,261.212,66.463,0.0,-53.096,53.096,4.545,-4.545,13.367,-1.004,0.578,0.578,0.0,,,0.426,12.363,-3.206,,,9.157,0.0,0.0,0.0,9.157,0.0,9.157,0.0,0.0,9.157,11.77427,2.61727,57.23125,0.16,0.16,0.205731,57.23125,0.16,0.16,0.205731,
06/29/2019,371.888,371.888,-295.853,295.853,76.035,0.0,-51.715,51.715,4.472,-4.472,24.32,-0.309,0.309,1.271,-0.962,,,0.0,24.011,-6.631,,,17.38,0.0,0.0,0.0,17.38,0.0,17.38,0.0,0.0,17.38,18.3754,0.9954,56.368,0.31,0.31,0.32599,56.635,0.31,0.31,0.32599,
09/28/2019,354.458,354.458,-280.403,280.403,74.055,0.0,-48.402,48.402,4.907,-4.907,25.653,-0.382,0.382,1.195,-0.813,,,0.0,25.271,-7.526,,,17.745,0.0,0.0,0.0,17.745,0.0,17.745,0.0,0.0,17.745,18.01518,0.27018,56.481,0.31,0.31,0.31896,56.724,0.31,0.31,0.314763,
12/28/2019,342.239,342.239,-273.338,273.338,68.901,0.0,-45.237,45.237,4.516,-4.516,23.664,-0.328,0.328,1.111,-0.783,,,0.0,23.336,-6.299,,,17.037,0.0,0.0,0.0,17.037,0.0,17.037,0.0,0.0,17.037,17.64823,0.61123,56.521,0.3,0.3,0.312242,56.788,0.3,0.3,0.310763,
03/28/2020,301.145,301.145,-241.161,241.161,59.984,0.0,-47.166,47.166,4.652,-4.652,12.818,-0.382,0.382,0.382,0.0,,,0.0,12.436,-6.438,,,5.998,0.0,0.0,0.0,5.998,0.0,5.998,0.0,0.0,5.998,7.05627,1.05827,56.532,0.11,0.11,0.124819,56.785,0.11,0.11,0.124819,
06/27/2020,273.285,273.285,-219.282,219.282,54.003,0.0,-40.807,40.807,4.282,-4.282,13.196,3.272,0.942,1.087,-0.145,,,-4.214,16.468,-4.565,,,11.903,0.0,0.0,0.0,11.903,0.0,11.903,0.0,0.0,11.903,11.90695,0.00395,56.532,0.21,0.21,0.210623,56.761,0.21,0.21,0.21007,
09/30/2020,317.0,,,,61.815,,,,,,16.725,,,,,,,,15.84,,,,10.867,,,,,,10.867,,,10.867,11.98,,,0.22,0.22,0.225,,0.22,0.22,0.225,
12/31/2020,330.0,,,,64.4589,,,,,,20.025,,,,,,,,19.24,,,,14.067,,,,,,14.067,,,14.067,14.5,,,0.27,0.27,0.273,,0.27,0.27,0.273,
