Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1999,1218.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1193.0,1239.0,-46.0,0.0,,,25.0,0.0,,,,25.0,1218.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,967.0,,,,317.0,,,,317.0,1284.0,1284.0,0.0,,,,,,-66.0,-66.0,0.0,-66.0,1218.0,
12/31/1999,1521.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1146.0,1190.0,-44.0,350.0,,,25.0,0.0,,,,25.0,1521.0,,0.0,0.0,,,,332.0,,,,,0.0,,,0.0,332.0,638.0,,,,426.0,,,,426.0,1064.0,1396.0,0.0,,,,,,125.0,125.0,0.0,125.0,1521.0,
03/31/2000,1284.352,177.31,177.31,,0.0,0.0,,,,,,,14.642,,,,,,,191.952,991.042,991.754,-0.712,,,,101.358,,,,96.692,4.666,1092.4,,0.917,0.917,,,,6.135,,,,,60.026,,,60.026,67.078,642.832,,,,0.586,,,,0.586,643.418,710.496,,522.936,,,,50.717,0.203,573.856,,573.856,1284.352,
06/30/2000,1222.311,126.178,126.178,,,,,,,,,,19.008,,,,,,,145.186,987.837,988.582,-0.745,,,,89.288,,,,84.74,4.548,1077.125,,1.726,1.726,,,,6.141,,,,,30.463,,,30.463,38.33,628.031,,,,0.724,,,,0.724,628.755,667.085,,522.936,,,,32.272,0.018,555.226,,555.226,1222.311,
09/30/2000,1217.787,116.801,116.801,,,,,,,,,,35.573,,,,,,,152.374,983.108,983.885,-0.777,,,,82.305,,,,78.903,3.402,1065.413,,0.876,0.876,,,,6.147,,,,,38.401,,,38.401,45.424,645.914,,,,0.944,,,,0.944,646.858,692.282,,522.936,,,,2.332,0.237,525.505,,525.505,1217.787,
12/30/2000,1619.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1238.0,1281.0,-43.0,352.0,,,29.0,0.0,,,,29.0,1619.0,,0.0,0.0,,,,0.0,,,,,0.0,,,0.0,0.0,640.0,,,,834.0,,,,834.0,1474.0,1474.0,0.0,,,,,,145.0,145.0,0.0,145.0,1619.0,
03/31/2001,1628.0,0.0,0.0,0.0,0.0,23.966,,0.0,23.788,5.467,14.782,,0.0,,,,,,,0.0,1249.0,1294.0,-45.0,352.0,,,27.0,,,,,27.0,1628.0,,0.0,0.0,,,,27.427,,,,,-27.427,,,-27.427,0.0,621.0,,,,849.0,,,,849.0,1470.0,1470.0,0.0,,,,-330.0,11.602,476.398,158.0,0.0,158.0,1628.0,
06/30/2001,1632.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1251.0,1296.0,-45.0,353.0,,,28.0,0.0,0.0,0.0,,28.0,1632.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,606.0,606.0,0.0,0.0,840.0,,,,840.0,1446.0,1446.0,0.0,,,,-330.0,,516.0,186.0,0.0,186.0,1632.0,
09/30/2001,1371.425049,140.013,140.013,0.0,30.844,,,40.098,,,,40.098,40.153999,,,,,,,251.108994,1059.644043,1059.644043,,,,,60.672001,,,,,60.672001,1120.316044,,17.030001,17.030001,,,,150.449997,,,,,57.615004,,,57.615004,225.095001,660.049988,,,,12.402,,,,12.402,672.451988,897.546989,0.0,473.877991,,,,,0.0,473.877991,0.0,473.877991,1371.42498,
12/31/2001,4122.0,193.0,193.0,0.0,36.0,,,52.0,27.0,4.0,21.0,0.0,25.0,,,,,,,306.0,3796.0,3831.0,-35.0,0.0,,,20.0,0.0,0.0,0.0,,20.0,3816.0,,78.0,78.0,,,,34.0,34.0,0.0,0.0,,37.0,,,37.0,149.0,1667.0,1647.0,20.0,20.0,59.0,,,,59.0,1726.0,1875.0,0.0,2229.0,,,0.0,,18.0,2247.0,0.0,2247.0,4122.0,
03/31/2002,4237.0,285.0,285.0,0.0,47.0,,,53.0,18.0,4.0,21.0,0.0,55.0,,,,,,,440.0,3784.0,3826.0,-42.0,0.0,,,13.0,0.0,0.0,0.0,,13.0,3797.0,,17.0,17.0,,,,34.0,34.0,0.0,0.0,,126.0,,,126.0,177.0,1689.0,1669.0,20.0,20.0,55.0,,,,55.0,1744.0,1921.0,0.0,2243.0,,,0.0,,73.0,2316.0,0.0,2316.0,4237.0,
06/30/2002,4159.0,240.0,240.0,0.0,55.0,,,42.0,17.0,4.0,21.0,0.0,34.0,,,,,,,371.0,3779.0,3827.0,-48.0,0.0,,,9.0,0.0,0.0,0.0,,9.0,3788.0,,26.0,26.0,,,,34.0,,,,,101.0,,,101.0,161.0,1672.0,1652.0,20.0,20.0,59.0,,,,59.0,1731.0,1892.0,0.0,2243.0,,,0.0,,24.0,2267.0,0.0,2267.0,4159.0,
09/30/2002,4208.0,270.0,270.0,0.0,50.0,,,52.0,25.0,4.0,23.0,0.0,47.0,,,,,,,419.0,3784.0,3840.0,-56.0,,,,5.0,0.0,0.0,0.0,,5.0,3789.0,,25.0,25.0,,,,34.0,,,,,136.0,,,136.0,195.0,1698.0,,,,82.0,,,,82.0,1780.0,1975.0,0.0,2199.0,,,0.0,,34.0,2233.0,0.0,2233.0,4208.0,
12/31/2002,4289.0,246.0,246.0,0.0,33.0,,,58.0,27.0,4.0,27.0,0.0,41.0,,,,,,,378.0,3906.0,3966.0,-60.0,0.0,,,5.0,0.0,0.0,0.0,,5.0,3911.0,,25.0,25.0,,,,33.0,33.0,0.0,0.0,,97.0,,,97.0,155.0,1839.0,1839.0,0.0,0.0,73.0,,,,73.0,1912.0,2067.0,0.0,2199.0,,,0.0,,23.0,2222.0,0.0,2222.0,4289.0,
03/31/2003,4261.0,208.0,208.0,0.0,34.0,,,61.0,25.0,4.0,32.0,0.0,69.0,,,,,,,372.0,3882.0,3949.0,-67.0,0.0,,,7.0,0.0,0.0,0.0,,7.0,3889.0,,18.0,18.0,,,,33.0,33.0,0.0,0.0,,112.0,,,112.0,163.0,1880.0,1880.0,0.0,0.0,68.0,,,,68.0,1948.0,2111.0,0.0,2177.0,,,-43.0,,16.0,2150.0,0.0,2150.0,4261.0,
06/30/2003,4250.0,243.0,243.0,0.0,46.0,,,54.0,17.0,4.0,33.0,0.0,40.0,,,,,,,383.0,3860.0,3934.0,-74.0,0.0,,,7.0,0.0,0.0,0.0,,7.0,3867.0,,28.0,28.0,,,,33.0,33.0,0.0,0.0,,104.0,,,104.0,165.0,1873.0,1873.0,0.0,0.0,67.0,,,,67.0,1940.0,2105.0,0.0,2163.0,,,-43.0,25.0,0.0,2145.0,0.0,2145.0,4250.0,
09/30/2003,4317.0,281.0,281.0,0.0,37.0,,,47.0,14.0,3.0,30.0,0.0,59.0,,,,,,,424.0,3887.0,3969.0,-82.0,0.0,,,6.0,0.0,0.0,0.0,,6.0,3893.0,,29.0,29.0,,,,33.0,33.0,0.0,0.0,,133.0,,,133.0,195.0,1930.0,1930.0,0.0,0.0,65.0,,,,65.0,1995.0,2190.0,0.0,2154.0,,,-43.0,16.0,0.0,2127.0,0.0,2127.0,4317.0,
12/31/2003,4387.0,260.0,260.0,0.0,34.0,,,54.0,19.0,4.0,31.0,0.0,57.0,,,,,,,405.0,3977.0,4059.0,-82.0,0.0,,,5.0,0.0,0.0,0.0,,5.0,3982.0,,27.0,27.0,,,,33.0,33.0,0.0,0.0,,108.0,,,108.0,168.0,2031.0,2031.0,0.0,0.0,69.0,,,,69.0,2100.0,2268.0,0.0,2153.0,,,-43.0,9.0,0.0,2119.0,0.0,2119.0,4387.0,
03/31/2004,4368.0,280.0,280.0,0.0,46.0,40.0,,59.0,26.0,5.0,28.0,0.0,64.0,,,,,,,449.0,3912.0,4002.0,-90.0,0.0,,,7.0,0.0,0.0,0.0,,7.0,3919.0,,24.0,24.0,,,,32.0,32.0,0.0,0.0,,116.0,,,116.0,172.0,1915.0,1915.0,0.0,0.0,66.0,,,,66.0,1981.0,2153.0,0.0,2157.0,,,-43.0,100.0,1.0,2215.0,0.0,2215.0,4368.0,
06/30/2004,4339.0,328.0,328.0,0.0,44.0,,,54.0,22.0,3.0,29.0,0.0,45.0,,,,,,,471.0,3861.0,3957.0,-96.0,0.0,,,7.0,0.0,0.0,0.0,,7.0,3868.0,,26.0,26.0,,,,32.0,32.0,0.0,0.0,,125.0,,,125.0,183.0,1874.0,1874.0,0.0,0.0,72.0,,,,72.0,1946.0,2129.0,0.0,2159.0,,,-43.0,93.0,1.0,2210.0,0.0,2210.0,4339.0,
09/30/2004,4387.0,363.0,363.0,0.0,44.0,44.0,,61.0,27.0,4.0,30.0,0.0,69.0,,,,,,,537.0,3843.0,3946.0,-103.0,0.0,,,7.0,0.0,0.0,0.0,,7.0,3850.0,,26.0,26.0,,,,32.0,32.0,0.0,0.0,,154.0,,,154.0,212.0,1873.0,1873.0,0.0,0.0,75.0,,,,75.0,1948.0,2160.0,0.0,2165.0,,,-43.0,104.0,1.0,2227.0,0.0,2227.0,4387.0,
12/31/2004,4378.0,347.0,347.0,0.0,40.0,40.0,,71.0,35.0,4.0,32.0,0.0,41.0,,,,,,,499.0,3843.0,3952.0,-109.0,0.0,,,36.0,0.0,0.0,0.0,,36.0,3879.0,,41.0,41.0,,,,32.0,32.0,0.0,0.0,,111.0,,,111.0,184.0,1853.0,1853.0,0.0,0.0,101.0,,,,101.0,1954.0,2138.0,0.0,2170.0,,,-43.0,111.0,2.0,2240.0,0.0,2240.0,4378.0,
03/31/2005,4426.0,349.0,349.0,0.0,45.0,45.0,,70.0,33.0,4.0,33.0,0.0,98.0,,,,,,,562.0,3825.0,3940.0,-115.0,0.0,,,39.0,0.0,0.0,0.0,,39.0,3864.0,,29.0,29.0,,,,32.0,,,,,117.0,,,117.0,178.0,1852.0,,,,98.0,,,,98.0,1950.0,2128.0,0.0,2176.0,,,-43.0,163.0,2.0,2298.0,0.0,2298.0,4426.0,
06/30/2005,4489.0,384.0,384.0,0.0,49.0,49.0,,62.0,22.0,4.0,36.0,0.0,88.0,,,,,,,583.0,3868.0,3989.0,-121.0,0.0,,,38.0,0.0,0.0,0.0,,38.0,3906.0,,45.0,45.0,,,,81.0,,,,,112.0,,,112.0,238.0,1852.0,,,,101.0,,,,101.0,1953.0,2191.0,0.0,2176.0,,,-43.0,162.0,3.0,2298.0,0.0,2298.0,4489.0,
09/30/2005,4544.0,409.0,409.0,,45.0,45.0,,67.0,27.0,5.0,35.0,0.0,78.0,,,,,,,599.0,3912.0,4040.0,-128.0,24.0,,,9.0,,,,,9.0,3945.0,,44.0,44.0,,,,81.0,,,,,148.0,,,148.0,273.0,1857.0,,,,92.0,,,,92.0,1949.0,2222.0,0.0,2177.0,,,-44.0,189.0,0.0,2322.0,0.0,2322.0,4544.0,
12/31/2005,4812.0,369.0,369.0,0.0,44.0,44.0,,75.0,34.0,4.0,37.0,0.0,86.0,,,,,,,574.0,4195.0,4330.0,-135.0,0.0,,,43.0,0.0,0.0,0.0,,43.0,4238.0,,45.0,45.0,,,,211.0,,,,,119.0,,,119.0,375.0,2019.0,,,,93.0,,,,93.0,2112.0,2487.0,0.0,2183.0,,,-44.0,186.0,0.0,2325.0,0.0,2325.0,4812.0,
03/31/2006,4826.0,419.0,419.0,0.0,50.0,50.0,,78.0,26.0,4.0,36.0,12.0,66.0,,,,,,,613.0,4171.0,4314.0,-143.0,0.0,,,42.0,,,,26.0,16.0,4213.0,,36.0,36.0,,,,232.0,,,,,126.0,,,126.0,394.0,1997.0,,,,87.0,,,,87.0,2084.0,2478.0,0.0,2184.0,,,-44.0,206.0,2.0,2348.0,0.0,2348.0,4826.0,
06/30/2006,4797.0,421.0,396.0,25.0,56.0,56.0,,72.0,30.0,5.0,37.0,0.0,129.0,,,,,,,678.0,4071.0,4222.0,-151.0,0.0,,,48.0,0.0,0.0,0.0,,48.0,4119.0,,40.0,40.0,,,,231.0,,,,,125.0,,,125.0,396.0,2159.0,,,,86.0,,,,86.0,2245.0,2641.0,0.0,2186.0,,,-228.0,195.0,3.0,2156.0,0.0,2156.0,4797.0,
09/30/2006,4755.0,389.0,389.0,0.0,42.0,42.0,,75.0,33.0,4.0,38.0,0.0,162.0,,,,,,,668.0,4029.0,4189.0,-160.0,0.0,,,58.0,,,,,58.0,4087.0,,35.0,35.0,,,,255.0,,,,,139.0,,,139.0,429.0,2135.0,,,,89.0,,,,89.0,2224.0,2653.0,0.0,2190.0,,,-306.0,215.0,3.0,2102.0,0.0,2102.0,4755.0,
12/31/2006,4661.0,273.0,273.0,0.0,40.0,40.0,,83.0,38.0,4.0,41.0,0.0,117.0,,,,,,,513.0,4092.0,4259.0,-167.0,0.0,,,56.0,0.0,0.0,0.0,,56.0,4148.0,,42.0,42.0,,,,125.0,,,,,114.0,,,114.0,281.0,2198.0,,,,93.0,,,,93.0,2291.0,2572.0,0.0,2192.0,,,-307.0,214.0,-10.0,2089.0,0.0,2089.0,4661.0,
03/31/2007,4580.0,210.0,210.0,0.0,44.0,44.0,,86.0,24.0,4.0,44.0,14.0,126.0,,,,,,,466.0,4060.0,4234.0,-174.0,,,,54.0,,,,25.0,29.0,4114.0,,36.0,36.0,,,,100.0,100.0,0.0,0.0,,91.0,,,91.0,227.0,2223.0,2223.0,0.0,0.0,86.0,,,,86.0,2309.0,2536.0,0.0,2199.0,,,-329.0,184.0,-10.0,2044.0,0.0,2044.0,4580.0,
06/30/2007,4506.0,107.0,107.0,0.0,47.0,47.0,,75.0,29.0,4.0,42.0,0.0,175.0,,,,,,,404.0,4042.0,4042.0,,0.0,,,60.0,,,,,60.0,4102.0,,42.0,42.0,,,,72.0,,,,,96.0,,,96.0,210.0,2265.0,,,,88.0,,,,88.0,2353.0,2563.0,0.0,2201.0,,,-418.0,170.0,-10.0,1943.0,0.0,1943.0,4506.0,
09/30/2007,4583.0,168.0,168.0,0.0,,,,73.0,28.0,4.0,41.0,0.0,166.0,,,,,,,407.0,4120.0,4311.0,-191.0,0.0,,,56.0,,,,,56.0,4176.0,,48.0,48.0,,,,47.0,,,,,123.0,,,123.0,218.0,2433.0,,,,92.0,,,,92.0,2525.0,2743.0,0.0,2203.0,,,-509.0,156.0,-10.0,1840.0,0.0,1840.0,4583.0,
12/31/2007,4664.0,240.0,240.0,0.0,33.0,33.0,,82.0,34.0,5.0,43.0,0.0,101.0,,,,,,,456.0,4151.0,4349.0,-198.0,0.0,,,57.0,0.0,0.0,0.0,27.0,30.0,4208.0,,48.0,48.0,,,,147.0,,,,,108.0,,,108.0,303.0,2376.0,,,,84.0,,,,84.0,2460.0,2763.0,0.0,2206.0,,,-509.0,202.0,2.0,1901.0,0.0,1901.0,4664.0,
03/31/2008,4556.0,118.0,118.0,,39.0,39.0,,86.0,25.0,6.0,42.0,13.0,134.0,,,,,,,377.0,4120.0,4326.0,-206.0,24.0,,,35.0,,,,,35.0,4179.0,,37.0,37.0,,,,150.0,,,,,89.0,,,89.0,276.0,2389.0,,,,75.0,,,,75.0,2464.0,2740.0,,2208.0,,,-560.0,168.0,0.0,1816.0,,1816.0,4556.0,
06/30/2008,4548.0,125.0,125.0,,44.0,44.0,,71.0,13.0,5.0,40.0,13.0,157.0,,,,,,,397.0,4090.0,4304.0,-214.0,,,,61.0,,,,25.0,36.0,4151.0,,42.0,42.0,,,,150.0,,,,,101.0,,,101.0,293.0,2389.0,,,,88.0,,,,88.0,2477.0,2770.0,,2210.0,,,-560.0,127.0,1.0,1778.0,,1778.0,4548.0,
09/30/2008,4644.0,175.0,175.0,,48.0,48.0,,80.0,20.0,5.0,42.0,13.0,233.0,,,,,,,536.0,4042.0,4264.0,-222.0,,,,66.0,,,,25.0,41.0,4108.0,,48.0,48.0,,,,300.0,,,,,125.0,,,125.0,473.0,2302.0,,,,81.0,,,,81.0,2383.0,2856.0,0.0,2224.0,,,-560.0,124.0,0.0,1788.0,0.0,1788.0,4644.0,
12/31/2008,4780.0,369.0,369.0,0.0,22.0,22.0,,74.0,35.0,3.0,36.0,0.0,234.0,,,,,,,699.0,3815.0,4040.0,-225.0,0.0,,,266.0,0.0,0.0,0.0,,266.0,4081.0,,35.0,35.0,,,,158.0,,,,,114.0,,,114.0,307.0,2807.0,,,,94.0,,,,94.0,2901.0,3208.0,0.0,2227.0,,,-773.0,149.0,-31.0,1572.0,0.0,1572.0,4780.0,
03/31/2009,4624.0,355.0,355.0,0.0,29.0,29.0,0.0,66.0,18.0,3.0,32.0,13.0,139.0,,,79.0,11.0,24.0,23.0,589.0,3772.0,4003.0,-231.0,211.0,211.0,,52.0,,,,,41.0,4035.0,,96.0,32.0,17.0,35.0,12.0,110.0,0.0,,,110.0,27.0,,,16.0,233.0,2730.0,2730.0,,,87.0,,,,87.0,2817.0,3050.0,0.0,2230.0,2.0,2228.0,-860.0,237.0,-33.0,1574.0,0.0,1574.0,4624.0,
06/30/2009,4568.0,347.0,347.0,0.0,34.0,34.0,0.0,53.0,8.0,2.0,31.0,12.0,120.0,,,87.0,19.0,6.0,18.0,554.0,3725.0,3957.0,-232.0,229.0,229.0,,60.0,,,,,41.0,4014.0,,92.0,31.0,19.0,27.0,15.0,110.0,0.0,,,110.0,42.0,,,16.0,244.0,2692.0,2692.0,,,90.0,,,,90.0,2782.0,3026.0,0.0,2232.0,2.0,2230.0,-860.0,200.0,-30.0,1542.0,0.0,1542.0,4568.0,
09/30/2009,4520.0,351.0,351.0,0.0,32.0,32.0,0.0,48.0,8.0,1.0,26.0,13.0,65.0,,,35.0,21.0,6.0,16.0,496.0,3744.0,3980.0,-236.0,218.0,218.0,,62.0,,,,,41.0,4024.0,,110.0,35.0,22.0,37.0,16.0,51.0,0.0,,,51.0,37.0,,,15.0,198.0,2743.0,2743.0,,,83.0,,,,83.0,2826.0,3024.0,0.0,2234.0,2.0,2232.0,-860.0,150.0,-28.0,1496.0,0.0,1496.0,4520.0,
12/31/2009,4448.0,299.0,299.0,0.0,30.0,24.0,6.0,46.0,9.0,1.0,23.0,13.0,144.0,7.0,0.0,115.0,14.0,15.0,1.0,519.0,3643.0,3881.0,-238.0,234.0,234.0,,52.0,0.0,0.0,0.0,,38.0,3929.0,,91.0,32.0,14.0,25.0,20.0,375.0,320.0,0.0,0.0,55.0,37.0,11.0,0.0,21.0,503.0,2408.0,2408.0,0.0,0.0,71.0,0.0,31.0,6.0,23.0,2479.0,2982.0,0.0,2235.0,2.0,2233.0,-860.0,110.0,-19.0,1466.0,0.0,1466.0,4448.0,
03/31/2010,4414.0,304.0,304.0,0.0,32.0,32.0,0.0,49.0,9.0,1.0,26.0,13.0,131.0,,,87.0,12.0,15.0,22.0,516.0,3630.0,3873.0,-243.0,220.0,220.0,,48.0,,,,,36.0,3898.0,,91.0,35.0,13.0,34.0,9.0,51.0,0.0,,,51.0,27.0,,,12.0,169.0,2680.0,2680.0,,,79.0,,,,79.0,2759.0,2928.0,0.0,2238.0,2.0,2236.0,-861.0,129.0,-20.0,1486.0,0.0,1486.0,4414.0,
06/30/2010,4343.0,250.0,250.0,0.0,35.0,35.0,0.0,45.0,5.0,1.0,26.0,13.0,127.0,,,98.0,12.0,1.0,21.0,457.0,3604.0,3844.0,-240.0,234.0,234.0,,48.0,,,,,36.0,3886.0,,84.0,30.0,16.0,24.0,14.0,371.0,320.0,,,51.0,43.0,,,12.0,498.0,2360.0,2360.0,,,79.0,,,,79.0,2439.0,2937.0,0.0,2241.0,2.0,2239.0,-911.0,96.0,-20.0,1406.0,0.0,1406.0,4343.0,
09/30/2010,4321.0,267.0,267.0,0.0,31.0,31.0,0.0,46.0,9.0,1.0,23.0,13.0,125.0,,,99.0,12.0,1.0,18.0,469.0,3584.0,3828.0,-244.0,221.0,221.0,,47.0,,,,,35.0,3852.0,,102.0,32.0,20.0,34.0,16.0,371.0,320.0,,,51.0,38.0,,,10.0,511.0,2360.0,2360.0,,,79.0,,,,79.0,2439.0,2950.0,0.0,2243.0,2.0,2241.0,-911.0,59.0,-20.0,1371.0,0.0,1371.0,4321.0,
12/31/2010,4251.0,252.0,252.0,0.0,21.0,21.0,0.0,49.0,12.0,1.0,24.0,12.0,88.0,6.0,0.0,57.0,10.0,2.0,16.0,410.0,3551.0,3798.0,-247.0,236.0,236.0,,54.0,0.0,0.0,0.0,,44.0,3841.0,,83.0,25.0,12.0,23.0,23.0,260.0,165.0,1.0,1.0,94.0,32.0,10.0,0.0,7.0,375.0,2426.0,2425.0,1.0,1.0,76.0,0.0,26.0,6.0,34.0,2502.0,2877.0,0.0,2245.0,2.0,2243.0,-911.0,51.0,-11.0,1374.0,0.0,1374.0,4251.0,
03/31/2011,4217.0,254.0,254.0,0.0,32.0,32.0,0.0,52.0,11.0,2.0,28.0,11.0,65.0,,,38.0,6.0,4.0,15.0,403.0,3542.0,3794.0,-252.0,37.0,37.0,,235.0,,,,187.0,42.0,3814.0,,74.0,30.0,10.0,26.0,8.0,260.0,215.0,,,45.0,29.0,,,9.0,363.0,2426.0,2426.0,,,75.0,,,,75.0,2501.0,2864.0,0.0,2254.0,2.0,2252.0,-912.0,21.0,-10.0,1353.0,0.0,1353.0,4217.0,
