Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2015,10413.399,350.32,350.32,0,427.137,427.137,0,0.0,0.0,0.0,0.0,0.0,381.006,,,,38.808,4.094,338.104,1158.463,820.093,971.338,-151.245,18.858,15.868,2.99,8415.985,6550.381,3945.265,2605.116,1645.979,219.625,9254.936,,201.773,55.626,62.152,,83.995,26.488,0,,,,26.488,387.21,,,347.156,615.471,3459.158,3459.158,,,,2036.307,,468.005,1060.479,507.823,5495.465,6110.936,0,4611.513,0.1,4611.413,-333.023,82.359,-59.71,4301.139,1.324,4302.463,10413.399,
12/31/2015,9708.863,247.82,247.82,0,416.877,416.877,0,0.0,0.0,0.0,0.0,0.0,357.248,57.235,0.0,72.698,,42.683,184.632,1021.945,615.57,758.247,-142.677,24.384,20.868,3.516,8046.964,5421.648,3228.224,2193.424,1668.316,957.0,8686.918,,163.076,53.872,2.373,33.828,73.003,19.862,0,0.0,0.0,,19.862,357.862,0.0,0.0,343.113,540.8,3409.489,3409.489,0.0,0.0,,1926.852,0.0,469.323,890.706,566.823,5336.341,5877.141,0,4619.718,0.1,4619.618,-400.153,-322.351,-71.016,3826.198,5.524,3831.722,9708.863,
03/31/2016,9573.522,324.636,324.636,0,433.883,433.883,0,0.0,0.0,0.0,0.0,0.0,274.265,42.822,,,,29.153,202.29,1032.784,535.765,700.313,-164.548,23.842,20.898,2.944,7981.131,5942.668,3563.657,2379.011,1617.449,421.014,8540.738,,155.988,67.698,4.198,13.901,70.191,19.894,0,,,,19.894,294.17,,,253.466,470.052,3404.562,3404.562,,,,1884.07,,465.934,985.966,432.17,5288.632,5758.684,0,4600.843,0.1,4600.743,-412.892,-311.258,-67.379,3809.314,5.524,3814.838,9573.522,
06/30/2016,9466.668,366.64,366.64,0,447.964,447.964,0,0.0,0.0,0.0,0.0,0.0,224.714,35.489,,,,21.985,167.24,1039.318,515.023,698.019,-182.996,30.408,24.247,6.161,7881.919,5867.513,3562.586,2304.927,1622.546,391.86,8427.35,,296.347,61.603,134.111,30.057,70.576,19.904,0,,,,19.904,276.975,,,237.678,593.226,3400.106,3400.106,,,,1889.406,,453.46,1043.818,392.128,5289.512,5882.738,0,4587.062,0.157,4586.905,-469.38,-472.821,-66.568,3578.293,5.637,3583.93,9466.668,
09/30/2016,9497.676,643.698,643.698,0,425.264,425.264,0,0.0,0.0,0.0,0.0,0.0,270.174,53.645,,,,2.764,213.765,1339.136,550.275,752.838,-202.563,31.343,24.248,7.095,7576.922,5830.559,3563.522,2267.037,1636.068,110.295,8158.54,,219.416,65.418,64.269,13.899,75.83,19.914,0,,,,19.914,339.743,,,294.711,579.073,3395.845,3395.845,,,,1891.763,,446.963,1026.745,418.055,5287.608,5866.681,0,4573.954,0.1,4573.854,-557.688,-327.056,-63.884,3625.326,5.669,3630.995,9497.676,
12/31/2016,9401.051,577.658,577.658,0,429.112,429.112,0,0.0,0.0,0.0,0.0,0.0,289.53,35.862,0.0,62.605,,9.056,182.007,1296.3,523.92,711.068,-187.148,32.766,26.748,6.018,7548.065,5200.521,3227.93,1972.591,1642.117,705.427,8104.751,,189.147,60.553,21.166,30.305,77.123,19.924,0,0.0,0.0,,19.924,341.782,0.0,0.0,328.092,550.853,3391.627,3391.627,0.0,0.0,,1912.888,0.0,455.786,984.248,472.854,5304.515,5855.368,0,4561.86,0.1,4561.76,-632.207,-308.105,-81.782,3539.766,5.917,3545.683,9401.051,
03/31/2017,8151.981,346.221,346.221,0,384.567,384.567,0,0.0,0.0,0.0,0.0,0.0,206.266,32.084,,0.0,,7.897,166.285,937.054,488.412,686.537,-198.125,27.609,26.748,0.861,6698.906,5154.239,3228.047,1926.192,1445.901,98.766,7214.927,,212.451,49.539,97.134,13.873,51.905,17.876,0,,,,17.876,266.994,,,254.964,497.321,3014.397,3014.397,,,,1682.695,,449.966,861.49,371.239,4697.092,5194.413,0,4051.937,0.101,4051.836,-632.194,-393.953,-74.139,2951.651,5.917,2957.568,8151.981,
06/30/2017,8045.275,380.567,380.567,0,397.571,397.571,0,0.0,0.0,0.0,0.0,0.0,167.989,22.13,,0.0,,15.515,130.344,946.127,433.622,644.422,-210.8,26.803,25.943,0.86,6638.723,5109.521,3228.585,1880.936,1396.379,132.823,7099.148,,196.93,46.305,52.307,30.042,68.276,17.878,0,,,,17.878,260.398,,,248.765,475.206,3010.784,3010.784,,,,1636.205,,444.93,836.354,354.921,4646.989,5122.195,0,4044.581,0.101,4044.48,-632.194,-424.355,-71.872,2916.16,6.92,2923.08,8045.275,
09/30/2017,8174.081,602.739,602.739,0,390.472,390.472,0,0.0,0.0,0.0,0.0,0.0,212.83,22.617,,0.0,,14.994,175.219,1206.041,430.566,654.872,-224.306,25.943,25.943,0.0,6511.531,5028.639,3228.869,1799.77,1247.914,234.978,6968.04,,188.458,42.215,71.741,14.095,60.407,0.0,0,,,,0.0,498.35,,,485.785,686.808,2917.454,2917.454,,,,1680.442,,438.673,759.167,482.602,4597.896,5284.704,0,4028.625,0.101,4028.524,-632.194,-443.042,-71.247,2882.142,7.235,2889.377,8174.081,
12/31/2017,8169.328,673.685,673.685,0,420.095,420.095,0,0.0,0.0,0.0,0.0,0.0,199.211,20.158,,0.0,,18.274,160.779,1292.991,440.295,673.682,-233.387,27.593,27.593,0.0,6408.449,4976.336,3228.988,1747.348,1254.198,177.915,6876.337,,186.855,48.319,36.252,30.525,71.759,0.0,0,0.0,0.0,,0.0,467.412,0.0,,455.47,654.267,2919.185,2919.185,0.0,0.0,,1378.696,0.0,406.203,508.174,464.319,4297.881,4952.148,0,4011.631,0.101,4011.53,-632.194,-114.24,-48.061,3217.136,0.044,3217.18,8169.328,
03/31/2018,8047.704,795.438,795.438,0,383.12,383.12,0,0.0,0.0,0.0,0.0,0.0,171.346,21.796,,,,18.067,131.483,1349.904,433.57,677.247,-243.677,27.593,27.593,,6236.637,4906.449,3229.238,1677.211,1178.192,151.996,6697.8,,180.627,43.068,76.189,14.412,46.958,0.0,0,,,,,259.554,,,245.913,440.181,2920.882,2920.882,,,,1341.506,,399.264,527.719,414.523,4262.388,4702.569,0,4012.154,0.102,4012.052,-632.194,4.706,-39.569,3345.097,0.038,3345.135,8047.704,
06/30/2018,8059.318,828.85,828.85,0,405.952,405.952,0,0.0,0.0,0.0,0.0,0.0,167.452,29.268,,,,17.916,120.268,1402.254,403.639,653.426,-249.787,25.98,25.98,,6227.445,4856.605,3228.774,1627.831,1187.26,183.58,6657.064,,178.095,46.526,43.155,30.339,58.075,0.0,0,,,,,254.558,,,239.819,432.653,2922.6,2922.6,,,,1292.683,,372.949,528.15,391.584,4215.283,4647.936,0,4017.624,0.102,4017.522,-632.194,66.92,-41.0,3411.35,0.032,3411.382,8059.318,
09/30/2018,8161.493,887.751,887.751,0,393.174,393.174,0,0.0,0.0,0.0,0.0,0.0,219.144,27.936,,,,57.197,134.011,1500.069,407.619,667.92,-260.301,25.98,25.98,,6227.825,4829.412,3228.716,1600.696,1205.893,192.52,6661.424,,130.482,41.955,8.452,14.473,65.602,0.0,0,,,,,316.894,,,302.901,447.376,2924.34,2924.34,,,,1331.219,,334.774,581.079,415.366,4255.559,4702.935,0,4023.871,0.102,4023.769,-632.194,98.795,-37.111,3453.361,5.197,3458.558,8161.493,
12/31/2018,8251.391,1063.041,1063.041,0,416.938,416.938,0,0.0,0.0,0.0,0.0,0.0,165.751,19.444,,,,23.922,122.385,1645.73,421.299,687.377,-266.078,25.98,25.98,,6158.382,4766.933,3228.601,1538.332,1238.457,152.992,6605.661,,164.438,44.897,9.973,30.086,79.482,0.0,0,0.0,0.0,,,287.355,0.0,,274.847,451.793,2926.083,2926.083,0.0,0.0,,1350.418,0.0,388.62,573.924,387.874,4276.501,4728.294,0,4031.335,0.102,4031.233,-632.194,223.734,-104.967,3517.908,5.189,3523.097,8251.391,
03/31/2019,8420.134,1294.249,1294.249,0,405.007,405.007,0,0.0,0.0,0.0,0.0,0.0,155.548,26.112,,,,17.625,111.811,1854.804,510.474,788.393,-277.919,5.503,5.503,,6049.353,4716.127,3228.436,1487.691,1131.05,202.176,6565.33,,205.58,43.605,101.856,14.509,45.61,24.23,0,24.23,,24.23,,273.027,,,260.348,502.837,3071.589,2927.791,143.798,,143.798,1219.943,,384.041,515.764,320.138,4291.532,4794.369,0,4035.762,0.102,4035.66,-632.194,327.401,-110.579,3620.39,5.375,3625.765,8420.134,
06/30/2019,8462.78,1314.108,1314.108,0,421.309,421.309,0,0.0,0.0,0.0,0.0,0.0,142.686,27.009,,,,17.607,98.07,1878.103,557.889,843.151,-285.262,5.503,5.503,,6021.285,4669.188,3228.547,1440.641,1149.197,202.9,6584.677,,186.023,42.502,55.509,30.652,57.36,19.904,0,19.904,,19.904,,279.789,,,265.922,485.716,3121.9,2929.522,192.378,,192.378,1188.647,,383.416,516.216,289.015,4310.547,4796.263,0,4045.632,0.102,4045.53,-632.194,368.621,-120.965,3661.094,5.423,3666.517,8462.78,
