Date,Market Capitalization,Cash & Equivalents,Preferred & Other,Total Debt,Enterprise Value,"Revenue, Comparable","Growth %, YoY",Gross Profit,Margin %,EBITDA,"Net Inc, Comparable","EPS, Comparable",Cash from Operations,Capital Expenditures,Free Cash Flow,Source: Bloomberg
12/31/2001,71607.55,-592.0,0.0,20125.0,91140.55,6213.0,10.526316,,19.2177691936263,3095.0,1194.0,0.63,1637.0,-1273.0,364.0,
03/31/2002,69259.94,-2061.0,0.0,19076.0,86274.94,5534.0,5.769231,3617.0,18.756776292013,2530.0,1038.0,0.55,2065.0,-1005.0,1060.0,
06/30/2002,58999.5,-1842.0,0.0,18041.0,75198.5,5780.0,-43.103448,3858.0,10.7266435986159,2726.0,620.0,0.33,2128.0,-1023.0,1105.0,
09/30/2002,34186.32,-2050.0,0.0,17674.0,49810.32,5434.0,-11.864407,3555.0,17.6297386823703,2531.0,958.0,0.52,2340.0,-835.0,1505.0,
12/31/2002,48118.2,-2482.0,0.0,17397.0,63033.2,5692.0,-28.571429,3837.0,14.8629655657063,2599.0,846.0,0.45,1713.0,-922.0,791.0,
03/31/2003,40024.49,-2442.0,0.0,16644.0,54226.49,5014.0,-3.636364,3339.0,18.4284004786598,2420.0,924.0,0.53,1902.0,-588.0,1314.0,
06/30/2003,49185.61,-4122.0,0.0,15412.0,60475.61,5079.0,72.727273,3314.0,19.5510927347903,2325.0,993.0,0.57,2385.0,-677.0,1708.0,
09/30/2003,43760.64,-5025.0,0.0,14993.0,53728.64,5141.0,1.923077,3352.0,18.0120599105232,2463.0,926.0,0.53,2433.0,-713.0,1720.0,
12/31/2003,51789.0,-4556.0,0.0,14980.0,62213.0,5742.0,13.333333,3733.0,16.5273423894114,2597.0,949.0,0.51,1634.0,-1076.0,558.0,
03/31/2004,50894.22,-5368.0,0.0,13124.0,58650.22,4976.0,-9.433962,3178.0,17.8456591639871,2256.0,888.0,0.48,1719.0,-635.0,1084.0,
06/30/2004,48008.82,-6216.0,0.0,13603.0,55395.82,5083.0,-10.526316,3294.0,18.5756445406256,2364.0,944.200012,0.51,1893.0,-731.0,1162.0,
09/30/2004,49656.72,-9200.0,0.0,16190.0,56646.72,5095.0,-13.207547,3214.0,16.7222767419038,2309.0,852.0,0.46,1775.0,-768.0,1007.0,
12/31/2004,50883.49,-696.0,0.0,20583.0,70770.49,5641.0,-35.294118,3589.0,19.1065422620103,2530.0,1077.800049,0.33,835.0,-1059.0,-224.0,
03/31/2005,48136.99,-516.0,0.0,18818.0,66438.99,346.686005,-58.333333,3171.0,6.8364455611642,2277.0,23.701,0.2,1718.0,-750.0,968.0,
06/30/2005,48676.24,-485.0,0.0,17692.0,65883.24,388.809998,-29.411765,3217.0,10.7816152402542,2266.0,41.919998,0.36,2102.0,-829.0,1273.0,
09/30/2005,48155.3,-2030.0,0.0,16956.0,63081.3,372.299988,-56.521739,3055.0,5.947086143876,1893.0,22.141001,0.2,1999.0,-886.0,1113.0,
12/31/2005,48725.8,-427.0,0.0,17188.0,65486.8,410.748993,9.090909,3037.0,9.72029138973446,2171.0,39.925999,0.36,899.0,-992.0,-93.0,
03/31/2006,62612.55,-301.0,0.0,17470.0,79781.55,371.722992,-20.0,3062.0,4.65400294636604,2131.0,17.299999,0.16,1632.0,-1081.0,551.0,
06/30/2006,65594.4,-742.0,0.0,17372.0,82224.4,403.557007,-8.333333,3246.0,8.69468263253325,2276.0,35.088001,0.33,1930.0,-950.0,980.0,
09/30/2006,77890.5,-2058.0,0.0,18204.0,94036.5,376.394989,40.0,3313.0,6.49796110861614,2346.0,24.458,0.28,1706.0,-730.0,976.0,
12/31/2006,,,,,,7591.667,69.4444444444444,,14.0878149687019,3253.667,1069.5,0.61,,,,
03/31/2007,,,,,,8566.0,276.875,,12.613822087322,3352.0,1080.5,0.603,,,,
