Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1998,871.5,,-195.100006,,676.399994,,-595.599976,,,80.800003,-3.1,,,,0.0,,3.1,77.700003,-31.1,,,46.599998,0.0,,,46.600003,-0.9,45.700001,-5.9,,39.800001,39.800001,,473.600006,0.085,0.085,0.085,479.600006,0.085,0.085,0.085,
06/30/1998,845.0,,-190.699997,,654.300003,,-576.900024,,,77.400002,-4.1,,,,0.0,,4.1,73.300002,-29.299999,,,44.0,0.0,,,44.000002,0.0,44.0,-5.8,,38.2,38.2,,473.600006,0.08,0.08,0.08,480.799988,0.08,0.08,0.08,
09/30/1998,997.0,,-229.600006,,767.399994,,-645.799988,,,121.599998,-6.0,,,,0.0,,6.0,115.599998,-43.900002,,,71.699997,0.0,,,71.699997,0.0,71.699997,-5.9,,65.799997,65.799997,,474.0,0.14,0.14,0.14,480.399994,0.135,0.135,0.135,
12/31/1998,1091.0,,-249.800003,,841.199997,,-679.400024,,,161.800003,-4.8,4.8,,,0.0,,0.0,157.000003,-59.700001,,,97.300003,0.0,,,97.300002,0.0,97.300003,-5.8,,91.500003,91.500003,,473.0,0.195,0.195,0.195,480.600006,0.19,0.19,0.19,
03/31/1999,964.799988,,-216.100006,,748.699982,,-658.400024,,,90.300003,-3.4,3.4,,,0.0,,0.0,86.900003,-33.299999,,,53.599998,0.0,,,53.600004,0.0,53.599998,-5.9,,47.699998,47.699998,,474.0,0.1,0.1,0.1,483.600006,0.1,0.1,0.1,
06/30/1999,908.7,,-204.4,,704.3,,-621.1,,,83.2,-2.4,,,,0.0,,2.4,80.8,-30.4,,,50.4,0.0,,,50.4,0.0,50.4,-5.8,,44.6,44.6,,475.0,0.095,0.095,0.095,484.8,0.09,0.09,0.09,
09/30/1999,1093.699951,,-251.800003,,841.899948,,-705.400024,,,136.5,-5.4,5.4,,,0.0,,0.0,131.1,-48.5,,,82.599998,0.0,,,82.6,0.0,82.599998,-5.9,,76.699998,76.699998,,475.0,0.16,0.16,0.16,485.200012,0.16,0.16,0.16,
12/31/1999,1235.099976,,-283.100006,,951.999969,,-765.900024,,,186.100006,-5.2,5.2,,,0.0,,0.0,180.900006,-67.0,,,113.900002,0.0,,,113.900006,0.0,113.900002,-5.8,,108.100001,108.100001,,475.0,0.23,0.23,0.23,484.399994,0.225,0.225,0.225,
03/31/2000,1039.099976,,-230.699997,,808.399979,,-709.0,,,99.400002,-3.3,3.3,,,0.0,,0.0,96.100002,-35.700001,,,60.400002,0.0,,,60.400001,0.0,60.400002,-5.9,,54.500001,54.500001,,476.0,0.115,0.115,0.115,485.600006,0.11,0.11,0.11,
06/30/2000,998.9,,-206.5,,792.4,,-698.6,,,93.8,-3.2,,,,0.0,,3.2,90.6,-33.4,,,57.2,0.0,,,57.2,0.0,57.2,-5.8,,51.4,51.4,,476.0,0.11,0.11,0.11,485.0,0.105,0.105,0.105,
09/30/2000,1177.7,,-271.5,,906.2,0.0,-752.9,752.9,0.0,153.3,-5.1,5.1,5.1,0.0,,,0.0,148.2,-53.4,,,94.8,2.2,,,92.6,-0.2,92.4,-5.9,0.0,86.5,86.5,,476.2,0.18,0.185,0.185,484.4,0.18,0.185,0.185,
12/31/2000,1332.0,,-339.0,,993.0,,-789.5,,,203.5,-4.3,4.3,,,0.0,,0.0,199.2,-71.699997,,,127.5,0.0,,,127.500003,-0.2,127.300003,-5.8,0.0,121.500003,121.500003,,476.399994,0.255,0.255,0.255,484.399994,0.25,0.25,0.25,
03/31/2001,1103.5,,-297.7,,805.8,,-700.5,,,105.3,-2.0,2.0,,,0.0,,0.0,103.3,-37.2,,,66.1,0.0,,,66.1,-1.0,65.1,-5.9,0.0,59.2,59.2,,476.8,0.125,0.125,0.125,484.0,0.12,0.12,0.12,
06/30/2001,1047.2,,-240.1,,807.1,,-719.7,,,87.4,-54.8,,,,0.0,,54.8,32.6,-11.7,,,20.9,0.0,,,20.9,-0.5,20.4,-5.8,0.0,14.6,14.6,40.3,477.4,0.03,0.03,0.115,484.6,0.03,0.03,0.115,
09/30/2001,1187.7,,-258.5,,929.2,,-776.3,,,152.9,-3.8,3.8,,,,,0.0,149.1,-51.4,,,97.7,,,,97.7,-0.6,97.1,-5.9,,91.2,91.2,,477.8,0.19,0.19,0.19,484.6,0.19,0.19,0.19,
12/31/2001,1257.4,,-281.2,,976.2,,-832.7,,,143.5,-1.9,1.9,,,0.0,,0.0,141.6,-48.9,,,92.7,0.0,,,92.7,-2.6,90.1,-5.8,,84.3,84.3,,476.2,0.175,0.175,0.175,481.4,0.175,0.175,0.175,
03/31/2002,1121.7,,-318.3,,803.4,,-722.3,,,81.1,-2.6,2.6,,,0.0,,0.0,78.5,-27.1,,,51.4,0.0,,,51.4,-0.7,50.7,-5.9,0.0,44.8,44.8,,475.8,0.095,0.095,0.095,480.8,0.095,0.095,0.095,
06/30/2002,1129.0,,-266.5,,862.5,,-771.7,,,90.8,-128.4,,,,0.0,,128.4,-37.6,13.0,,,-24.6,0.0,,,-24.6,-0.8,-25.4,-5.8,0.0,-31.2,-31.2,76.9,475.6,-0.065,-0.065,0.095,475.6,-0.065,-0.065,0.095,
09/30/2002,1242.5,,-361.7,,880.8,,-766.4,,,114.4,-2.9,2.9,,,0.0,,0.0,111.5,-37.4,,,74.1,0.0,,,74.1,-0.7,73.4,-5.9,0.0,67.5,67.5,,470.4,0.145,0.145,0.145,474.8,0.14,0.14,0.14,
12/31/2002,1407.4,,-374.7,,1032.7,,-861.5,,,171.2,-2.2,2.2,,,,,0.0,169.0,-56.7,,,112.3,0.6,,,111.7,-2.1,109.6,-5.8,,103.8,103.8,,466.2,0.225,0.225,0.225,470.0,0.22,0.22,0.22,
03/31/2003,1233.5,,-318.2,,915.3,,-786.0,,,129.3,-1.9,1.9,,,,,0.0,127.4,-41.3,,,86.1,1.2,,,84.9,-1.1,83.8,-5.9,,77.9,77.9,,464.2,0.17,0.17,0.17,468.0,0.165,0.17,0.17,
06/30/2003,1223.0,,-296.1,,926.9,,-844.0,,,82.9,-1.1,1.1,,,0.0,,0.0,81.8,-26.0,,,55.8,0.0,,,55.8,-2.8,53.0,-5.8,0.0,47.2,47.2,,459.6,0.105,0.105,0.105,464.4,0.1,0.1,0.1,
09/30/2003,1346.6,,-368.4,,978.2,,-848.5,,,129.7,-7.7,7.7,,,0.0,,0.0,122.0,-44.1,,,77.9,0.7,,,77.2,-0.2,77.0,0.0,0.0,77.0,77.0,,456.2,0.17,0.17,0.17,461.2,0.165,0.17,0.17,
12/31/2003,1619.1,,-419.8,,1199.3,,-980.3,,,219.0,-7.2,7.2,,,,,0.0,211.8,-80.7,,,131.1,30.6,,,100.5,-4.8,95.7,,,95.7,95.7,,457.2,0.21,0.275,0.275,463.2,0.205,0.27,0.27,
03/31/2004,1421.6,,-358.6,,1063.0,,-893.4,,,169.6,-6.9,6.9,,,0.0,,0.0,162.7,-60.9,,,101.8,1.8,,,100.0,-1.7,98.3,0.0,0.0,98.3,98.3,,456.6,0.215,0.22,0.22,463.8,0.21,0.215,0.215,
06/30/2004,1403.1,,-340.9,,1062.2,,-936.5,934.6,1.9,125.7,-5.3,5.3,,,0.0,,0.0,120.4,-46.9,,,73.5,0.2,,,73.3,-2.2,71.1,0.0,0.0,71.1,71.1,,455.8,0.155,0.155,0.155,464.4,0.155,0.155,0.155,
09/30/2004,1490.3,,-407.7,,1082.6,,-926.3,,,156.3,-4.1,4.1,,,0.0,,0.0,152.2,-56.3,,,95.9,0.7,,,95.2,-0.2,95.0,0.0,0.0,95.0,95.0,,454.2,0.21,0.21,0.21,467.8,0.205,0.205,0.205,
12/31/2004,1736.3,,-443.9,,1292.4,,-1059.7,,,232.7,-3.3,3.3,,,0.0,,0.0,229.4,-86.3,,,143.1,1.4,,,141.7,-3.4,138.3,0.0,0.0,138.3,138.3,,451.2,0.305,0.31,0.31,458.4,0.3,0.305,0.305,
03/31/2005,1525.3,,-383.7,,1141.6,,-962.8,,,178.8,-3.3,3.3,,,,,0.0,175.5,-65.7,,,109.8,1.4,,,108.4,-2.2,106.2,,,106.2,106.2,,451.0,0.235,0.24,0.24,457.4,0.23,0.235,0.235,
06/30/2005,1543.7,,-371.6,,1172.1,,-1013.7,,,158.4,-3.2,,,,0.0,,3.2,155.2,-85.1,,,70.1,0.0,,,70.1,-3.5,66.6,0.0,0.0,66.6,66.6,,446.2,0.15,0.15,0.21,450.6,0.15,0.15,0.21,
09/30/2005,1497.1,,-419.5,,1077.6,,-972.5,,,105.1,-5.6,5.6,,,0.0,,0.0,99.5,-35.8,,,63.7,3.3,,,60.4,-1.9,58.5,0.0,0.0,58.5,58.5,,441.2,0.13,0.14,0.14,447.2,0.13,0.14,0.14,
12/31/2005,1783.9,,-458.5,,1325.4,,-1074.7,1073.1,1.6,250.7,-6.9,6.9,,,0.0,,0.0,243.8,-90.2,,,153.6,68.7,,,84.9,-3.2,81.7,0.0,0.0,81.7,81.7,,429.4,0.19,0.35,0.35,433.2,0.19,0.35,0.35,
03/31/2006,1578.2,,-411.5,,1166.7,,-1050.4,,,116.3,-6.6,6.6,,,,,0.0,109.7,-43.4,,,66.3,3.7,,,62.6,-3.1,59.5,,,59.5,59.5,,424.8,0.14,0.15,0.225,429.8,0.14,0.145,0.215,
06/30/2006,1604.6,,-397.1,,1207.5,,-967.9,,,239.6,-96.8,,,,0.0,,96.8,142.8,-90.3,,,52.5,4.6,,,47.9,-3.4,44.5,0.0,0.0,44.5,44.5,,424.0,0.115,0.205,0.21,428.0,0.105,0.105,0.195,
09/30/2006,1593.5,,-428.1,,1165.4,,-1065.0,,,100.4,-7.2,6.7,,,,,0.5,93.2,-33.4,,,59.8,-0.3,,,60.1,-1.8,58.3,,,58.3,58.3,,422.2,0.14,0.14,0.14,427.2,0.135,0.135,0.135,
12/31/2006,1991.1,,-499.0,,1492.1,,-1159.7,1159.7,0.0,332.4,-7.7,7.7,,,,,0.0,324.7,-113.3,,,211.4,0.1,,,211.3,-2.9,208.4,0.0,0.0,208.4,208.4,,416.6,0.5,0.5,0.5,422.8,0.495,0.495,0.495,
03/31/2007,1690.5,,-426.0,,1264.5,,-1107.9,,,156.6,-8.7,8.8,,,0.0,,-0.1,147.9,-52.4,,,95.5,-0.1,,,95.6,-1.7,93.9,0.0,0.0,93.9,93.9,,407.6,0.23,0.23,0.23,416.0,0.225,0.225,0.225,
06/30/2007,1762.4,,-421.7,,1340.7,,-1179.1,1179.1,0.0,161.6,-16.4,15.7,,,0.0,,0.7,145.2,-56.1,,,89.1,-0.2,,,89.3,-0.7,88.6,0.0,0.0,88.6,88.6,,387.6,0.23,0.23,0.23,396.4,0.225,0.225,0.225,
09/30/2007,1710.1,,-455.8,,1254.3,,-1176.1,,,78.2,-18.7,18.4,,,0.0,,0.3,59.5,-21.1,,,38.4,0.0,,,38.4,0.7,39.1,0.0,0.0,39.1,39.1,,388.0,0.1,0.1,0.1,394.4,0.1,0.1,0.1,
12/31/2007,2308.8,,-578.5,,1730.3,,-1359.9,,,370.4,-18.2,18.3,,,0.0,,-0.1,352.2,-122.9,,,229.3,0.0,,,229.3,-4.9,224.4,0.0,0.0,224.4,224.4,-0.1,386.6,0.58,0.58,0.58,393.0,0.57,0.57,0.57,
03/31/2008,1879.8,,-471.9,,1407.9,,-1247.4,,,160.5,-15.4,16.1,,,0.0,,-0.7,145.1,-53.7,,,91.4,0.0,,,91.4,-1.3,90.1,0.0,0.0,90.1,90.1,-0.441,387.8,0.235,0.235,0.235,393.2,0.23,0.23,0.23,
06/30/2008,2012.1,,-490.6,,1521.5,,-1319.5,1319.5,0.0,202.0,-14.9,14.0,,,0.0,,0.9,187.1,-62.2,,,124.9,0.0,,,124.9,-4.7,120.2,0.0,0.0,120.2,120.2,,388.8,0.31,0.31,0.31,395.8,0.305,0.305,0.305,
09/30/2008,1903.5,1903.5,-500.1,500.1,1403.4,0.0,-1310.9,1310.8,0.1,92.5,-15.3,15.3,,,,,0.0,77.2,-27.6,,,49.6,0.0,0.0,0.0,49.6,1.5,51.1,0.0,0.0,51.1,53.765,2.665,390.6,0.13,0.13,0.137647,397.6,0.13,0.13,0.136703,
12/31/2008,2041.0,2041.0,-508.0,508.0,1533.0,0.0,-1262.7,1262.4,0.3,270.3,-19.6,19.6,,,,,0.0,250.7,-89.4,,,161.3,0.0,0.0,0.0,161.3,-3.3,158.0,0.0,0.0,158.0,164.045,6.045,393.2,0.4,0.4,0.417205,395.0,0.4,0.4,0.415304,
03/31/2009,1696.5,1696.5,-446.4,446.4,1250.1,0.0,-1179.8,1159.0,20.8,70.3,-20.6,20.6,,,,,0.0,49.7,-21.4,,,28.3,0.0,0.0,0.0,28.3,-1.1,27.2,0.0,0.0,27.2,43.555,16.355,393.4,0.07,0.07,0.110714,394.4,0.07,0.07,0.110714,
06/30/2009,1682.8,1682.8,-427.1,427.1,1255.7,0.0,-1270.4,1151.7,118.7,-14.7,-20.2,20.2,20.2,0.0,,,0.0,-34.9,22.5,,,-12.4,0.0,0.0,0.0,-12.4,-5.5,-17.9,0.0,0.0,-17.9,77.975,95.875,393.4,-0.045,-0.045,0.198208,393.4,-0.045,-0.045,0.198208,
09/30/2009,1833.4,1833.4,-445.1,445.1,1388.3,0.0,-1167.9,1149.7,18.2,220.4,-19.6,19.6,,,,,0.0,200.8,-63.0,,,137.8,0.0,0.0,0.0,137.8,2.9,140.7,0.0,0.0,140.7,171.51,30.81,393.4,0.36,0.36,0.435968,396.4,0.355,0.355,0.432725,
12/31/2009,2262.3,2262.3,-525.4,525.4,1736.9,0.0,-1337.3,1282.4,54.9,399.6,-19.9,19.9,,,,,0.0,379.7,-118.0,,,261.7,0.0,0.0,0.0,261.7,-5.5,256.2,0.0,0.0,256.2,313.36,57.16,394.6,0.65,0.65,0.794121,400.8,0.64,0.64,0.782615,
03/31/2010,1860.0,1860.0,-444.6,444.6,1415.4,0.0,-1289.1,1276.6,12.5,126.3,-18.2,18.2,,,,,0.0,108.1,-50.2,,,57.9,0.0,0.0,0.0,57.9,-0.4,57.5,0.0,0.0,57.5,68.575,11.075,396.0,0.145,0.145,0.173169,403.6,0.14,0.14,0.16744,
06/30/2010,1840.1,1840.1,-414.3,414.3,1425.8,0.0,-1382.2,1358.3,23.9,43.6,-43.9,16.6,,,,,27.3,-0.3,25.3,,,25.0,0.0,0.0,0.0,25.0,-1.1,23.9,,0.0,23.9,25.35,1.45,397.4,0.06,0.06,0.063789,405.0,0.06,0.06,0.06358,
09/30/2010,2091.7,2091.7,-488.1,488.1,1603.6,0.0,-1305.6,1301.8,3.8,298.0,-16.1,16.1,,,,,0.0,281.9,-92.3,,,189.6,0.0,0.0,0.0,189.6,1.5,191.1,0.0,0.0,191.1,194.66,3.56,393.4,0.485,0.485,0.494814,400.8,0.475,0.475,0.483882,
12/31/2010,2492.0,2492.0,-541.1,541.1,1950.9,0.0,-1433.2,1419.2,14.0,517.7,-16.1,16.1,,,,,0.0,501.6,-155.7,,,345.9,0.0,0.0,0.0,345.9,-2.0,343.9,,0.0,343.9,355.8,11.9,393.4,0.875,0.875,0.904423,401.8,0.855,0.855,0.884617,
03/31/2011,2165.7,2165.7,-482.6,482.6,1683.1,0.0,-1474.0,1415.9,58.1,209.1,-15.8,15.8,,,,,0.0,193.3,-68.2,,,125.1,0.0,0.0,0.0,125.1,-0.4,124.7,0.0,0.0,124.7,180.72,56.02,395.3,0.32,0.32,0.457172,404.1,0.31,0.31,0.448629,
06/30/2011,2060.6,2060.6,-425.1,425.1,1635.5,0.0,-1570.9,1559.8,11.1,64.6,-15.9,15.9,,,,,0.0,48.7,-5.5,,,43.2,0.0,0.0,0.0,43.2,-2.1,41.1,0.0,0.0,41.1,52.62,11.52,394.0,0.105,0.105,0.133553,403.0,0.1,0.1,0.128585,
09/30/2011,2476.7,2476.7,-534.3,534.3,1942.4,0.0,-1512.4,1507.7,4.7,430.0,-16.0,16.0,,,,,0.0,414.0,-135.4,,,278.6,0.0,0.0,0.0,278.6,0.0,278.6,0.0,0.0,278.6,283.45,4.85,390.5,0.71,0.71,0.725865,399.3,0.7,0.7,0.712147,
12/31/2011,2737.5,2737.5,-551.0,551.0,2186.5,0.0,-1589.5,1576.7,12.8,597.0,-6.1,16.6,,,,,-10.5,590.9,-192.5,,,398.4,0.0,0.0,0.0,398.4,-1.7,396.7,,0.0,396.7,404.935,8.235,386.8,1.03,1.03,1.046884,395.2,1.0,1.0,1.020838,
03/31/2012,2248.2,2248.2,-469.3,469.3,1778.9,0.0,-1567.4,1539.0,28.4,211.5,-14.5,14.5,,,,,0.0,197.0,-65.7,,,131.3,0.0,0.0,0.0,131.3,-0.9,130.4,,0.0,130.4,167.98,37.58,388.2,0.34,0.34,0.432715,396.3,0.33,0.33,0.424827,
06/30/2012,2251.2,2251.2,-441.2,441.2,1810.0,0.0,-1736.8,1701.4,35.4,73.2,-14.0,14.0,,,0.0,,0.0,59.2,-7.0,,,52.2,0.0,0.0,0.0,52.2,-1.0,51.2,0.0,0.0,51.2,82.395,31.195,389.0,0.13,0.13,0.211812,397.1,0.13,0.13,0.208557,
09/30/2012,2549.5,2549.5,-539.2,539.2,2010.3,0.0,-1528.3,1527.9,0.4,482.0,-33.1,15.8,,,0.0,,17.3,448.9,-149.3,,,299.6,0.0,0.0,0.0,299.6,-0.1,299.5,0.0,0.0,299.5,315.025,15.525,387.8,0.77,0.77,0.812339,395.5,0.76,0.76,0.799254,
12/31/2012,2933.0,2933.0,-568.0,568.0,2365.0,0.0,-1711.9,1698.6,13.3,653.1,7.9,13.4,,,0.0,,-21.3,661.0,-211.6,,,449.4,0.0,0.0,0.0,449.4,-1.9,447.5,0.0,0.0,447.5,458.95,11.45,387.4,1.16,1.16,1.184693,394.7,1.13,1.13,1.159009,
03/31/2013,2291.8,2291.8,-443.1,443.1,1848.7,0.0,-1603.6,1605.3,-1.7,245.1,-12.6,12.6,,,0.0,,0.0,232.5,-53.6,,,178.9,0.0,0.0,0.0,178.9,-0.1,178.8,0.0,0.0,178.8,242.08,63.28,387.2,0.46,0.46,0.625207,394.0,0.45,0.45,0.610609,
06/30/2013,2407.4,2407.4,-475.6,475.6,1931.8,0.0,-1786.0,1765.2,20.8,145.8,-13.0,13.0,,,,,0.0,132.8,-36.9,,,95.9,0.0,0.0,0.0,95.9,-1.9,94.0,0.0,0.0,94.0,115.24,21.24,388.2,0.24,0.24,0.296857,395.5,0.24,0.24,0.293704,
09/30/2013,2675.0,2675.0,-544.1,544.1,2130.9,0.0,-1681.4,1680.2,1.2,449.5,-13.5,13.5,,,,,0.0,436.0,-134.2,,,301.8,0.0,0.0,0.0,301.8,-1.1,300.7,0.0,0.0,300.7,302.975,2.275,387.8,0.78,0.78,0.781266,394.9,0.76,0.76,0.765761,
12/31/2013,3018.7,3018.7,-581.6,581.6,2437.1,0.0,-1780.8,1784.2,-3.4,656.3,-12.4,,14.6,,,,-2.2,643.9,-208.7,,,435.2,0.0,0.0,0.0,435.2,-2.7,432.5,0.0,0.0,432.5,432.475,-0.025,388.3,1.11,1.11,1.113765,395.4,1.09,1.09,1.089937,
03/31/2014,2549.8,2549.8,-498.7,498.7,2051.1,0.0,-1709.5,1709.5,0.0,341.6,-12.3,,15.0,,,,-2.7,329.3,-115.6,,,213.7,0.0,0.0,0.0,213.7,-0.5,213.2,0.0,0.0,213.2,252.67,39.47,385.8,0.55,0.55,0.654925,392.1,0.54,0.54,0.640663,
06/30/2014,2725.3,2725.3,-533.8,533.8,2191.5,0.0,-1811.3,1812.0,-0.7,380.2,-12.6,12.6,,,,,0.0,367.6,-109.2,,,258.4,0.0,0.0,0.0,258.4,-0.7,257.7,0.0,0.0,257.7,261.08,3.38,383.0,0.67,0.67,0.681671,389.8,0.66,0.66,0.668671,
09/30/2014,2631.0,2631.0,-536.6,536.6,2094.4,0.0,-1746.4,1746.4,0.0,348.0,-13.2,14.8,14.8,0.0,,,-1.6,334.8,-105.6,,,229.2,0.0,0.0,0.0,229.2,-1.1,228.1,0.0,0.0,228.1,231.35,3.25,381.8,0.6,0.6,0.605946,388.2,0.59,0.59,0.598372,
12/31/2014,3044.5,3044.5,-573.1,573.1,2471.4,0.0,-1838.6,1838.6,0.0,632.8,-11.2,,15.0,,,,-3.8,621.6,-183.9,,,437.7,0.0,0.0,0.0,437.7,-2.0,435.7,0.0,0.0,435.7,436.675,0.975,380.0,1.15,1.15,1.149145,386.1,1.13,1.13,1.132525,
03/31/2015,2580.5,2580.5,-502.9,502.9,2077.6,0.0,-1680.4,1680.4,0.0,397.2,-12.1,,15.2,,0.0,,-3.1,385.1,-112.4,,,272.7,0.0,0.0,0.0,272.7,-0.6,272.1,0.0,0.0,272.1,280.13,8.03,378.5,0.72,0.72,0.740106,384.7,0.71,0.71,0.730873,
06/30/2015,2524.4,2524.4,-488.0,488.0,2036.4,0.0,-1808.1,1808.1,0.0,228.3,-9.2,,15.0,,,,-5.8,219.1,-65.3,,,153.8,0.0,0.0,0.0,153.8,-0.8,153.0,0.0,0.0,153.0,158.98,5.98,377.0,0.41,0.41,0.421698,383.7,0.4,0.4,0.415585,
09/30/2015,2835.0,2835.0,-577.0,577.0,2258.0,0.0,-1805.0,1805.0,0.0,453.0,-14.0,,17.0,,,,-3.0,439.0,-128.0,,,311.0,0.0,0.0,0.0,311.0,-2.0,309.0,0.0,0.0,309.0,313.485,4.485,372.5,0.83,0.83,0.84157,379.0,0.82,0.82,0.831834,
12/31/2015,3124.0,3124.0,-589.0,589.0,2535.0,0.0,-1905.0,1886.0,19.0,630.0,-14.0,17.0,17.0,0.0,,,-3.0,616.0,-167.0,,,449.0,0.0,0.0,0.0,449.0,-2.0,447.0,0.0,0.0,447.0,463.55,16.55,369.6,1.21,1.21,1.254194,376.0,1.19,1.19,1.234016,
03/31/2016,2657.0,2657.0,-504.0,504.0,2153.0,0.0,-1769.0,1754.0,15.0,384.0,-14.0,,18.0,,,,-4.0,370.0,-104.0,,,266.0,0.0,0.0,0.0,266.0,-1.0,265.0,0.0,0.0,265.0,282.55,17.55,369.1,0.72,0.72,0.765511,375.6,0.71,0.71,0.756725,
06/30/2016,2646.0,2646.0,-511.0,511.0,2135.0,0.0,-1992.0,1893.0,99.0,143.0,-13.0,,19.0,,,,-6.0,130.0,-35.0,,,95.0,0.0,0.0,0.0,95.0,-1.0,94.0,0.0,0.0,94.0,146.0,52.0,368.8,0.25,0.25,0.395879,375.8,0.25,0.25,0.388371,
09/30/2016,2865.0,2865.0,-596.0,596.0,2269.0,0.0,-1851.0,1825.0,26.0,418.0,-15.0,15.0,21.0,-6.0,,,0.0,403.0,-107.0,,,296.0,0.0,0.0,0.0,296.0,-2.0,294.0,0.0,0.0,294.0,316.35,22.35,366.4,0.8,0.8,0.863401,373.3,0.79,0.79,0.849871,
