Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/26/2010,430.138,421.99,8.148,-199.177,199.177,230.961,0.0,-174.991,176.039,117.314,58.725,-1.048,55.97,-4.427,6.045,6.221,-0.176,-0.908,-0.71,51.543,-19.38,32.163,0.0,0.0,0.0,32.163,0.0,32.163,0.0,0.0,32.163,31.94785,-0.21515,40.071916,0.8,0.8,0.797263,40.985909,0.78,0.78,0.774751,
02/28/2011,424.589,414.065,10.524,-179.465,179.465,245.124,0.0,-205.228,205.855,132.329,73.526,-0.627,39.896,-3.462,5.981,6.248,-0.267,0.744,-3.263,36.434,-20.95,15.484,0.0,0.0,0.0,15.484,0.0,15.484,0.0,0.0,15.484,16.9073,1.4233,40.194003,0.39,0.39,0.420642,41.479079,0.37,0.37,0.404314,
05/27/2011,403.696,398.124,5.572,-157.929,157.929,245.767,0.0,-189.015,189.938,124.64,65.298,-0.923,56.752,-5.962,5.803,6.124,-0.321,0.717,-0.558,50.79,-18.197,32.593,0.0,0.0,0.0,32.593,0.0,32.593,0.0,0.0,32.593,32.6489,0.0559,40.500357,0.8,0.8,0.806139,41.799366,0.78,0.78,0.781337,
08/26/2011,370.194,361.141,9.053,-158.198,158.198,211.996,0.0,-182.293,187.415,126.489,60.926,-5.122,29.703,-4.75,5.453,5.763,-0.31,0.152,-0.855,24.953,-10.477,14.476,0.0,0.0,0.0,14.476,0.0,14.476,0.0,0.0,14.476,11.1805,-3.2955,40.696961,0.36,0.36,0.274726,41.688787,0.35,0.35,0.27095,
11/25/2011,465.007,458.535,6.472,-230.572,230.572,234.435,0.0,-201.198,202.011,141.501,60.51,-0.813,33.237,-3.537,5.614,5.821,-0.207,-1.5,-0.577,29.7,-9.454,20.246,0.0,0.0,0.0,20.246,0.0,20.246,0.0,0.0,20.246,20.03605,-0.20995,39.480798,0.51,0.51,0.507488,40.436865,0.5,0.5,0.494808,
02/29/2012,456.247,445.481,10.766,-194.946,194.946,261.301,0.0,-231.428,205.154,141.197,63.957,26.274,29.873,-37.501,35.221,35.365,-0.144,1.945,0.335,-7.628,-2.489,-10.117,0.0,0.0,0.0,-10.117,0.0,-10.117,0.0,0.0,-10.117,30.4079,40.5249,37.820659,-0.27,-0.27,0.804002,37.820659,-0.27,-0.27,0.801502,
05/25/2012,393.106,389.253,3.853,-163.864,163.864,229.242,0.0,-216.855,207.331,127.163,80.168,9.524,12.387,-1.967,4.238,4.376,-0.138,-1.456,-0.815,10.42,-3.17,7.25,0.0,0.0,0.0,7.25,0.0,7.25,0.0,0.0,7.25,16.4514,9.2014,35.505749,0.2,0.2,0.463345,36.154078,0.2,0.2,0.454505,
08/24/2012,393.836,386.518,7.318,-176.732,176.732,217.104,0.0,-221.335,219.865,148.995,70.87,1.47,-4.231,-1.84,4.34,4.434,-0.094,1.06,-3.56,-6.071,1.817,-4.254,0.0,0.0,0.0,-4.254,0.0,-4.254,0.0,0.0,-4.254,-4.9041,-0.6501,,,,,,,,,
11/23/2012,506.814,499.368,7.446,-244.071,244.071,262.743,0.0,-262.547,264.524,190.041,74.483,-1.977,0.196,-2.295,4.439,4.504,-0.065,-0.552,-1.592,-2.099,1.29,-0.809,0.0,0.0,0.0,-0.809,0.0,-0.809,0.0,0.0,-0.809,-1.39465,-0.58565,,,,,,,,,
02/28/2013,574.983,567.405,7.578,-233.073,233.073,341.91,0.0,-266.535,260.784,187.736,73.048,5.751,75.375,8.289,4.408,4.582,-0.174,-1.835,-10.862,83.664,-35.933,47.731,0.0,0.0,0.0,47.731,0.0,47.731,0.0,0.0,47.731,46.95395,-0.77705,31.765197,1.502619,1.502619,1.478157,34.30328,1.391441,1.391441,1.368789,
05/31/2013,497.303,490.545,6.758,-203.837,203.837,293.466,0.0,-238.101,241.419,170.339,71.08,-3.318,55.365,-2.819,4.192,4.312,-0.12,-0.915,-0.458,52.546,-19.153,33.393,0.0,0.0,0.0,33.393,0.0,33.393,0.0,0.0,33.393,31.94025,-1.45275,32.115319,1.04,1.04,0.994549,32.701678,1.02,1.02,0.975576,
08/30/2013,420.421,413.667,6.754,-176.674,176.674,243.747,0.0,-236.73,237.691,155.007,82.684,-0.961,7.017,-1.335,5.36,5.433,-0.073,-0.36,-3.665,5.682,-10.903,-5.221,0.0,0.0,0.0,-5.221,0.0,-5.221,0.0,0.0,-5.221,-7.5402,-2.3192,,,,,,,,,
11/29/2013,507.516,502.107,5.409,-244.829,244.829,262.687,0.0,-249.6,251.968,177.154,74.814,-2.368,13.087,-9.472,8.425,8.454,-0.029,-0.454,1.501,3.615,-0.31,3.305,0.0,0.0,0.0,3.305,0.0,3.305,0.0,0.0,3.305,3.82695,0.52195,,,,,,,,,
02/28/2014,544.426,535.49,8.936,-231.887,231.887,312.539,0.0,-251.115,251.453,182.588,68.865,-0.338,61.424,-10.041,8.986,9.164,-0.178,1.449,-0.394,51.383,-32.338,19.045,0.0,0.0,0.0,19.045,0.0,19.045,0.0,0.0,19.045,23.5599,4.5149,,,,,,,,,
05/30/2014,503.584,497.274,6.31,-200.786,200.786,302.798,0.0,-239.586,241.554,172.259,69.295,-1.968,63.212,-7.776,8.883,8.994,-0.111,-0.46,-0.647,55.436,-11.697,43.739,0.0,0.0,0.0,43.739,0.0,43.739,0.0,0.0,43.739,41.55045,-2.18855,,,,,,,,,
08/29/2014,432.425,427.09,5.335,-180.109,180.109,252.316,0.0,-208.856,232.684,165.834,66.85,-23.828,43.46,-8.953,9.225,9.255,-0.03,-0.063,-0.209,34.507,-11.667,22.84,0.0,0.0,0.0,22.84,0.0,22.84,0.0,0.0,22.84,7.82955,-15.01045,,,,,,,,,
11/28/2014,514.058,508.006,6.052,-249.518,249.518,264.54,0.0,-239.169,239.868,175.039,64.829,-0.699,25.371,-7.849,7.016,9.533,-2.517,0.955,-0.122,17.522,-6.261,11.261,0.0,0.0,0.0,11.261,0.0,11.261,0.0,0.0,11.261,11.40985,0.14885,,,,,,,,,
02/28/2015,560.902,553.982,6.92,-251.924,251.924,308.978,0.0,-296.615,271.87,183.411,88.459,24.745,12.363,-9.122,8.257,8.257,0.0,1.09,-0.225,3.241,-15.974,-12.733,0.0,0.0,0.0,-12.733,0.0,-12.733,0.0,0.0,-12.733,10.1223,22.8553,,,,,,,,,
05/29/2015,473.443,471.892,1.551,-195.474,195.474,277.969,0.0,-159.56,221.98,163.759,58.221,-62.42,118.409,-7.076,8.014,8.113,-0.099,-0.784,-0.154,111.333,-38.569,72.764,0.0,0.0,0.0,72.764,0.0,72.764,0.0,0.0,72.764,32.68695,-40.07705,,,,,,,,,
08/28/2015,421.028,418.611,2.417,-177.985,177.985,243.043,0.0,-205.697,213.006,153.641,59.365,-7.309,37.346,-6.348,6.402,6.486,-0.084,0.111,-0.165,30.998,-6.518,24.48,0.0,0.0,0.0,24.48,0.0,24.48,0.0,0.0,24.48,28.74205,4.26205,,,,,,,,,
11/27/2015,484.031,480.7,3.331,-238.496,238.496,245.535,0.0,-227.963,228.444,169.001,59.443,-0.481,17.572,-8.012,6.403,6.467,-0.064,1.758,-0.149,9.56,-3.01,6.55,0.0,0.0,0.0,6.55,0.0,6.55,0.0,0.0,6.55,7.6537,1.1037,,,,,,,,,
02/29/2016,268.839,274.065,-5.226,-160.699,160.699,108.14,0.0,-99.425,99.425,,99.425,0.0,8.715,-6.922,5.99,6.089,-0.099,-1.085,2.017,1.793,-5.221,-3.428,0.0,0.0,0.0,-3.428,0.0,-3.428,0.0,0.0,-3.428,34.82515,38.25315,,,,,,,,,
05/27/2016,439.308,437.187,2.121,-178.9,178.9,260.408,0.0,-215.656,217.546,153.528,64.018,-1.89,44.752,-5.504,5.492,5.597,-0.105,0.16,-0.148,39.248,-12.778,26.47,0.0,0.0,0.0,26.47,0.0,26.47,0.0,0.0,26.47,25.78555,-0.68445,,,,,,,,,
08/26/2016,377.013,374.748,2.265,-159.214,159.214,217.799,0.0,-196.117,197.858,142.061,55.797,-1.741,21.682,-6.408,5.71,5.94,-0.23,0.842,-0.144,15.274,-4.97,10.304,0.0,0.0,0.0,10.304,0.0,10.304,0.0,0.0,10.304,9.64165,-0.66235,,,,,,,,,
11/25/2016,445.892,442.699,3.193,-218.887,218.887,227.005,0.0,-207.906,211.966,154.496,57.47,-4.06,19.099,-10.888,8.467,8.524,-0.057,2.639,-0.218,8.211,-2.136,6.075,0.0,0.0,0.0,6.075,0.0,6.075,0.0,0.0,6.075,2.70775,-3.36725,,,,,,,,,
02/28/2017,303.755,308.694,-4.939,-166.214,166.214,137.541,0.0,-52.706,54.402,8.075,46.327,-1.696,84.835,-22.632,21.922,21.968,-0.046,-3.641,4.351,62.203,-22.26,39.943,0.0,0.0,0.0,39.943,0.0,39.943,0.0,0.0,39.943,46.58105,6.63805,,,,,,,,,
