Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2014,947.9,947.9,-798.4,798.4,149.5,0.0,-152.8,154.1,-1.3,-3.3,-36.4,27.9,,8.5,-39.7,4.9,,-34.8,0.0,0.0,0.0,-34.8,0.1,-34.7,0.0,0.0,-34.7,-35.545,-0.845,27.5,-1.26,-1.26,-1.292545,27.5,-1.26,-1.26,-1.292545,
12/31/2014,868.4,868.4,-726.2,726.2,142.2,0.0,-116.6,117.1,-0.5,25.6,-22.3,,-2.4,24.7,3.3,1.4,,4.7,0.0,0.0,0.0,4.7,0.1,4.8,0.0,0.0,4.8,6.62,1.82,32.0,0.15,0.15,0.206875,32.0,0.15,0.15,0.206875,
03/31/2015,868.0,868.0,-718.0,718.0,150.0,0.0,-116.4,116.4,0.0,33.6,-36.6,,-1.6,38.2,-3.0,0.2,,-2.8,0.0,0.0,0.0,-2.8,0.3,-2.5,0.0,0.0,-2.5,-1.305,1.495,32.0,-0.08,-0.08,-0.031406,32.0,-0.08,-0.08,-0.033281,
06/30/2015,840.4,840.4,-674.6,674.6,165.8,0.0,-115.6,114.2,1.4,50.2,-24.4,,0.5,23.9,25.8,-10.2,,15.6,0.0,0.0,0.0,15.6,0.2,15.8,0.0,0.0,15.8,-4.875,-20.475,32.0,0.49,0.49,-0.146094,32.0,0.49,0.49,-0.149844,
09/30/2015,790.0,790.0,-639.7,639.7,150.3,0.0,-113.3,112.8,0.5,37.0,-24.2,,-0.1,24.3,12.8,-6.1,,6.7,0.0,0.0,0.0,6.7,0.0,6.7,0.0,0.0,6.7,-6.225,-12.925,32.055708,0.21,0.21,-0.194193,32.075282,0.21,0.21,-0.194193,
12/31/2015,668.8,668.8,-567.2,567.2,101.6,0.0,-113.8,107.4,6.4,-12.2,-21.5,,-0.3,21.8,-33.7,12.4,,-21.3,0.0,0.0,0.0,-21.3,0.8,-20.5,0.0,0.0,-20.5,-15.255,5.245,32.1,-0.64,-0.64,-0.475234,32.1,-0.64,-0.64,-0.476604,
03/31/2016,702.6,702.6,-555.0,555.0,147.6,0.0,-109.3,109.3,0.0,38.3,-16.7,,2.9,13.8,21.6,-8.1,,13.5,0.0,0.0,0.0,13.5,0.0,13.5,0.0,0.0,13.5,0.4,-13.1,32.0997,0.42,0.42,0.012461,32.0997,0.42,0.42,0.011896,
06/30/2016,739.8,739.8,-576.8,576.8,163.0,0.0,-113.1,113.1,0.0,49.9,-40.2,,0.3,39.9,9.7,-4.3,,5.4,0.0,0.0,0.0,5.4,0.2,5.6,0.0,0.0,5.6,13.78,8.18,32.0997,0.17,0.17,0.429288,32.236523,0.17,0.17,0.423749,
09/30/2016,735.1,735.1,-589.7,589.7,145.4,0.0,-111.6,109.1,2.5,33.8,-23.8,,0.0,23.8,10.0,-1.6,,8.4,0.0,0.0,0.0,8.4,-0.2,8.2,0.0,0.0,8.2,11.475,3.275,35.804069,0.23,0.23,0.320494,35.965684,0.23,0.23,0.320494,
12/31/2016,682.2,682.2,-567.6,567.6,114.6,0.0,-103.4,104.9,-1.5,11.2,-26.4,,0.7,25.7,-15.2,6.8,,-8.4,0.0,0.0,0.0,-8.4,-0.2,-8.6,0.0,0.0,-8.6,3.545,12.145,37.1,-0.23,-0.23,0.095553,37.1,-0.23,-0.23,0.095553,
03/31/2017,814.5,814.5,-653.9,653.9,160.6,0.0,-119.4,119.4,0.0,41.2,-19.4,,-0.3,19.7,21.8,-6.8,,15.0,0.0,0.0,0.0,15.0,-0.2,14.8,0.0,0.0,14.8,15.125,0.325,37.132617,0.4,0.4,0.407324,37.28626,0.4,0.4,0.407324,
06/30/2017,875.4,875.4,-735.0,735.0,140.4,0.0,-116.7,116.7,0.0,23.7,-23.7,,0.7,23.0,0.0,0.8,,0.8,0.0,0.0,0.0,0.8,-0.2,0.6,0.0,0.0,0.6,11.425,10.825,37.172472,0.02,0.02,0.307351,37.29317,0.02,0.02,0.307351,
09/30/2017,864.2,864.2,-719.2,719.2,145.0,0.0,-121.7,121.7,0.0,23.3,-22.1,,1.4,20.7,1.2,0.7,,1.9,0.0,0.0,0.0,1.9,-0.2,1.7,0.0,0.0,1.7,1.83,0.13,37.190927,0.05,0.05,0.049206,37.294708,0.05,0.05,0.049206,
12/31/2017,810.6,810.6,-674.1,674.1,136.5,0.0,-121.7,121.7,0.0,14.8,-21.1,,0.2,20.9,-6.3,6.6,,0.3,0.0,0.0,0.0,0.3,-0.3,0.0,0.0,0.0,0.0,3.555,3.555,37.2,0.0,0.0,0.095565,37.2,0.0,0.0,0.095565,
03/31/2018,941.3,941.3,-776.4,776.4,164.9,0.0,-130.5,130.5,0.0,34.4,-19.7,,-2.0,21.7,14.7,-4.1,,10.6,0.0,0.0,0.0,10.6,-0.2,10.4,0.0,0.0,10.4,22.645,12.245,37.208581,0.28,0.28,0.608596,37.53856,0.28,0.28,0.606198,
06/30/2018,1057.1,1057.1,-871.8,871.8,185.3,0.0,-138.9,138.9,0.0,46.4,-22.8,,0.6,22.2,23.6,-6.2,,17.4,0.0,0.0,0.0,17.4,0.1,17.5,0.0,0.0,17.5,19.791,2.291,37.294982,0.47,0.47,0.530661,37.625751,0.46,0.46,0.520889,
09/30/2018,1250.0,1250.0,-1041.8,1041.8,208.2,0.0,-176.7,174.0,2.7,31.5,48.2,,0.5,-48.7,79.7,-2.0,,77.7,0.0,0.0,0.0,77.7,-0.2,77.5,0.0,0.0,77.5,110.522,33.022,37.367746,2.08,2.08,2.957684,37.689174,2.06,2.06,2.936167,
12/31/2018,1160.0,1160.0,-960.3,960.3,199.7,0.0,-172.8,171.3,1.5,26.9,-28.2,,-1.6,29.8,-1.3,2.0,,0.7,0.0,0.0,0.0,0.7,-0.1,0.6,0.0,0.0,0.6,10.213,9.613,37.4,0.01,0.01,0.273075,37.7,0.01,0.01,0.264987,
03/31/2019,1230.8,1230.8,-999.5,999.5,231.3,0.0,-164.0,163.7,0.3,67.3,-24.7,,0.6,24.1,42.6,-13.0,,29.6,0.0,0.0,0.0,29.6,-0.1,29.5,0.0,0.0,29.5,31.322,1.822,37.44945,0.79,0.79,0.833711,37.840463,0.78,0.78,0.82815,
06/30/2019,1204.9,1204.9,-993.1,993.1,211.8,0.0,-165.7,164.6,1.1,46.1,-24.1,,0.2,23.9,22.0,-5.5,,16.5,0.0,0.0,0.0,16.5,-0.1,16.4,0.0,0.0,16.4,9.72,-6.68,37.769001,0.43,0.43,0.257354,37.918339,0.43,0.43,0.253832,
09/30/2019,1104.4,1104.4,-900.0,900.0,204.4,0.0,-164.4,165.6,-1.2,40.0,-23.5,,0.0,23.5,16.5,-6.3,,10.2,0.0,0.0,0.0,10.2,-0.1,10.1,0.0,0.0,10.1,-9.694,-19.794,37.783761,0.27,0.27,-0.256565,37.965851,0.27,0.27,-0.256565,
12/31/2019,961.5,961.5,-781.1,781.1,180.4,0.0,-123.0,142.9,-19.9,57.4,-23.3,,-0.1,23.4,34.1,-7.7,,26.4,0.0,0.0,0.0,26.4,0.0,26.4,0.0,0.0,26.4,14.88,-11.52,37.8,0.7,0.7,0.393651,38.1,0.69,0.69,0.387638,
03/31/2020,1010.3,1010.3,-814.5,814.5,195.8,0.0,-155.7,155.7,0.0,40.1,-20.8,,-0.1,20.9,19.3,-2.9,,16.4,0.0,0.0,0.0,16.4,0.0,16.4,0.0,0.0,16.4,18.881,2.481,37.783761,0.43,0.43,0.499712,38.225329,0.43,0.43,0.494905,
06/30/2020,771.8,771.8,-656.3,656.3,115.5,0.0,-126.1,124.1,2.0,-10.6,-19.4,,0.1,19.3,-30.0,4.5,,-25.5,0.0,0.0,0.0,-25.5,-0.1,-25.6,0.0,0.0,-25.6,-21.198,4.402,38.1,-0.67,-0.67,-0.556378,38.1,-0.67,-0.67,-0.556378,
09/30/2020,829.667,,,,128.598385,,,,,4.65,,,,,-10.6,,,-16.8,,,,,,-16.8,,,-16.8,-9.0,,,-0.12,-0.12,-0.197,,-0.12,-0.12,-0.197,
12/31/2020,799.0,,,,127.84,,,,,6.3,,,,,-8.95,,,-9.9,,,,,,-9.9,,,-9.9,-7.35,,,-0.02,-0.02,-0.137,,-0.02,-0.02,-0.137,
