Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Net Income,Source: Bloomberg
12/31/2007,,,94.313004,,-2000.588,-2000.588,,,,,,,
03/30/2008,,,64.342003,,-13.628,-13.628,,,,,,,
06/29/2008,,,83.389,,-13.647,-13.647,,,,,,,
09/28/2008,,,94.025002,,11.371,11.371,,,,,,,
12/31/2008,,,41.292999,,-606.349,-606.349,,,,,,,
04/05/2009,,,-17.619,,-103.547,-76.692,,,,,,,
07/05/2009,,,7.069,,-61.483,-55.473,,,,,,,
10/04/2009,,,118.884,,52.485,58.88,,,,,,,
12/31/2009,,,123.918,,64.826,67.112,,,,,,,
04/04/2010,,,92.407,,22.52,27.568,,,,,,,
07/04/2010,,,71.23,,7.432,7.768,,,,,,,
10/03/2010,,,79.487,,23.421,16.357,,,,,,,
12/31/2010,,,89.977,,-13.401,3.87705,,,,,,,
04/03/2011,,,65.156,,10.154,23.35691,,,,,,,
07/03/2011,,,59.756,,293.784,22.53265,,,,,,,
10/02/2011,,,82.902,,29.339,38.86175,,,,,,,
12/31/2011,,,72.952,,-1.786,25.07945,,,,,,,
04/01/2012,,,117.045,,75.197,85.2473,,,,,,,
07/01/2012,,,120.537,,58.713,70.27165,,,,,,,
09/30/2012,,,98.737,,39.665,40.59565,,,,,,,
12/31/2012,,,101.15,,22.653,36.096051,,,,,,,
03/31/2013,,,94.059,,18.432,31.7271,,,,,,,
06/30/2013,,,83.921,,24.62,38.44715,,,,,,,
09/29/2013,,,0.093,,36.559,43.28295,,,,,,,
12/31/2013,,,112.665,,45.043,56.56415,,,,,,,
03/30/2014,,,99.756,,33.233,43.2885,,,,,,,
