Date,P/E,P/Book,P/Sales,EV/Sales,Average,High,Low,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
03/31/2004,,,,1.637519,13229.113191,13515.524584,13009.425731,7.116979,11.623979,17.81,13361.787119,
06/30/2004,,,,1.630324,12960.966217,13408.411955,12514.554208,6.800293,11.436923,16.71,13362.317458,
09/30/2004,,,,1.692843,13558.848225,13745.258939,13244.749088,7.256297,12.024715,17.32,13734.581635,
12/31/2004,,,,1.740326,13944.678478,14399.996419,13613.05085,7.728494,13.475508,18.2,14402.218654,
03/31/2005,,,,,14228.940154,14484.067754,13756.745143,,,17.18,,
06/30/2005,,,,1.722844,14919.924025,14919.924025,14919.924025,8.036243,14.453072,19.52,14921.857677,
09/30/2005,,,,1.65302,14855.322838,15082.491162,14587.113091,7.82159,14.000878,19.61,14831.494538,
12/31/2005,,,,1.554852,14398.064284,14953.043546,14146.707384,7.793096,13.695008,18.46,14962.261955,
03/31/2006,,,,1.433607,15039.556226,15351.902455,14485.739677,7.362544,12.836692,18.15,14508.850637,
06/30/2006,,,,1.471954,14707.285243,15083.720406,14380.748015,7.419491,12.9362,19.18,14911.389603,
09/30/2006,,,,1.527769,15338.710108,15656.988959,14869.372062,7.493578,13.065763,20.65,15668.501825,
12/31/2006,,,,1.714754,16325.179422,16864.138804,15685.406678,8.105909,14.336265,23.06,16873.697675,
03/31/2007,,,,1.807254,17122.103841,17630.371037,16782.247482,8.524022,15.370659,24.69,17559.026031,
06/30/2007,,,,1.633297,16963.957998,17653.970116,15736.61541,7.581587,13.410537,20.47,16184.801038,
09/30/2007,,,,1.694299,16290.060425,16843.057588,15861.623191,7.623138,12.994924,21.54,16769.637907,
12/31/2007,,,,1.773913,17075.226008,17599.93769,16550.183992,7.874518,13.174522,22.57,17799.740539,
03/31/2008,,,,1.629021,16927.383947,17675.52511,16554.873401,7.238427,11.957494,19.95,16777.117026,
06/30/2008,,,,1.618854,17164.241219,17456.132924,16702.133023,7.495511,12.546847,20.07,17236.13072,
09/30/2008,,,,1.570731,17433.310409,18299.958789,17105.679594,7.659191,13.13841,19.99,17433.237663,
12/31/2008,,,,1.519155,16478.37828,17423.421877,15780.418393,7.278238,12.237158,18.55,17019.329334,
03/31/2009,,,,1.549971,16705.714182,17146.894684,15955.296033,7.083366,11.770184,18.63,16848.664584,
06/30/2009,,,,1.655054,16553.998237,16997.87903,16072.508944,7.126476,11.715257,18.41,16998.860889,
09/30/2009,,,,1.789338,17471.607673,17819.324541,16852.066745,7.269073,11.863169,19.24,17416.983262,
12/31/2009,,,,1.927472,17819.140797,18579.882698,17173.414252,7.79656,12.657965,21.22,18589.120561,
03/31/2010,,,,1.909969,18476.972316,18768.121745,18031.951811,7.717948,12.410816,21.2,18634.083109,
06/30/2010,,,,1.850771,18607.023174,19055.108577,18145.169691,7.550324,12.018008,20.61,18596.365126,
09/30/2010,,,,1.908809,19408.324305,19842.109142,18599.676238,7.6396,11.981249,22.97,19779.328238,
12/31/2010,,,,2.050293,20120.034966,20617.161149,19939.30506,8.138697,13.049918,23.55,21140.461813,
03/31/2011,,,,2.076325,20908.683152,21665.246461,20571.149858,8.120165,13.042093,23.89,21427.72785,
06/30/2011,,,,2.081364,21634.720357,22091.324735,21189.680854,8.085866,12.969525,24.3,21751.2549,
09/30/2011,,,,2.041317,21655.113234,22221.615563,20549.893889,7.776377,12.356314,24.69,21746.75512,
12/31/2011,,,,2.197904,22286.313108,23375.639229,21373.683744,8.389525,13.144439,27.64,23418.15816,
03/31/2012,,,,2.21071,22896.607029,23278.648092,22687.002152,8.376098,13.271529,26.47,23027.442841,
06/30/2012,,,,2.36804,23497.398232,24269.338861,22795.787771,8.676499,13.629521,28.41,24278.93426,
09/30/2012,,,,2.368922,24296.020697,24838.919057,23755.108884,8.398715,12.989276,27.71,24033.888933,
12/31/2012,,,,2.365188,23790.956182,24305.281996,23209.995568,8.349546,13.142795,26.71,23955.1486,
03/31/2013,,,,2.482843,24627.459806,25463.012698,24043.577929,8.652895,13.523059,29.7,25655.203312,
06/30/2013,,,,2.396023,25723.267085,26483.526251,24739.47868,8.543232,13.458936,28.34,25487.06664,
09/30/2013,,,,2.341302,25617.163622,26499.951218,24877.870009,8.622467,13.672124,27.61,25134.422825,
12/31/2013,,,,2.35977,25458.435503,25896.191909,24913.978974,8.738532,13.940971,27.94,25756.71068,
03/31/2014,,,,2.411635,26365.660915,27248.168069,25453.813211,9.15585,14.486602,30.36,27335.102153,
06/30/2014,,,,2.510136,27664.252058,28617.044287,27178.407724,9.58848,15.26021,32.23,28718.112263,
09/30/2014,,,,2.409685,28210.961579,28852.982397,27417.731178,9.14451,14.705874,30.4,27683.249637,
12/31/2014,,,,2.641008,29300.00361,31155.158262,27671.503087,9.958477,15.842465,35.92,30863.18136,
03/31/2015,,,,2.641137,30781.975666,31968.942148,29723.641622,10.135083,16.747964,34.81,30229.790834,
06/30/2015,,,,2.592532,29645.80313,30351.257059,28773.535513,9.688824,15.968818,32.18,29232.838331,
09/30/2015,,,,2.721266,30160.426503,31340.800659,29393.605917,9.725657,15.773481,35.41,30770.149818,
12/31/2015,,,,2.915343,30941.83808,32138.777507,30275.862009,9.890766,16.065968,35.91,32140.161631,
03/31/2016,,,,3.240706,33698.754012,35112.314915,32032.203142,10.230058,16.41082,41.82,35111.555572,
06/30/2016,,,,3.413482,34910.469048,36931.335905,33498.477195,10.551804,17.191175,44.78,36931.33616,
09/30/2016,,,,3.194423,35905.199861,37210.709939,34808.093246,9.759646,15.987457,41.14,35004.776416,
12/31/2016,,,,3.187266,34447.913148,35430.678525,33686.026916,9.630296,15.804003,40.7,35400.967757,
03/31/2017,,,,3.328951,36270.969799,37546.520801,35222.417881,10.071554,16.748801,44.45,37552.98935,
06/30/2017,,,,3.379693,38364.648723,39518.026285,37503.616712,10.162238,16.962498,45.88,38615.95698,
09/30/2017,,,,3.442323,39680.988838,40966.899119,38438.239972,10.22627,17.264995,47.32,39251.880529,
12/31/2017,,,,3.527313,40432.609878,41526.658236,39180.793726,10.497254,18.095132,48.11,40225.47793,
03/31/2018,,,,3.420278,38431.758727,40073.143341,37346.45667,10.167261,17.649004,45.48,39021.94776,
06/30/2018,,,,3.481306,38684.863209,39855.162345,37326.143304,10.35777,18.115481,45.68,39763.479826,
09/30/2018,,,,3.538011,40544.745202,41609.903504,39496.979862,10.7198,19.603698,47.21,40520.843524,
12/31/2018,,,,3.684806,42267.243937,44383.170829,40276.184482,11.348533,21.634404,49.27,42511.60299,
03/31/2019,,,,4.091796,44837.075385,47958.820995,42323.05989,11.868535,24.34525,56.21,47984.48828,
06/30/2019,,,,4.32263,48654.552273,50727.988174,47196.990794,12.405458,26.070092,59.49,50341.347167,
09/30/2019,,,,4.619781,51794.130101,53610.003155,50299.027741,12.96703,26.91434,64.89,53640.279707,
12/31/2019,,,,4.647669,52260.890124,53573.400215,51112.992927,12.584073,25.467196,63.49,53582.98111,
03/31/2020,,,,4.696718,54473.357702,57595.456911,46513.4512,12.532416,25.373155,60.3,52598.5502,
06/30/2020,,,,4.857986,54041.370376,56194.726359,51296.349729,13.001029,26.114298,62.5,54448.311125,
09/19/2020,25.0561803467711,2.6250439917519,3.12820804268638,5.06498930563883,,,,13.5550143595033,27.2270504257074,66.9,56768.4001376,
09/30/2020,24.9813293502614,,2.9010421180792,4.68589117708578,,,,12.7646693502013,24.909346264853,,,
12/31/2020,24.3007628042136,,2.83059699989933,4.57210511528038,,,,12.4538599640934,23.7028810595407,,,
