Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/1994,121.982002,2.023,2.023,0.0,32.443001,,,,17.452,,,,,1.293,,,,,,,53.210999,19.465,41.970001,-22.504999,0.0,49.306,,,,49.306,68.771,,7.253,7.253,,,,0.524,,,,,,13.028001,,,,13.028001,20.805,16.683001,,,,,1.63,,,1.63,18.313001,39.118001,0.0,40.345001,,,0.0,,42.519001,82.864002,0.0,82.864002,121.982003,
01/31/1995,122.526001,2.133,2.133,0.0,30.666,,,,20.989,,,,,1.055,,,,,,,54.842999,19.197001,41.912998,-22.716,0.0,48.486,,,,48.486,67.683001,,6.95,6.95,,,,0.0,,,,,,10.181001,,,,10.181001,17.131001,18.797001,,,,,1.609,,,1.609,20.406001,37.537002,0.0,40.418999,,,0.0,,44.57,84.988999,0.0,84.988999,122.526001,
04/30/1995,139.876999,4.567,4.567,0.0,32.792,,,,23.250999,,,,,1.644,,,,,,,62.254002,19.73,43.132999,-23.403,0.0,57.893002,,,,57.893002,77.623001,,7.161,7.161,,,,,,,,,,11.406,,,,11.406,18.566999,28.351,,,,,1.686,,,1.686,30.037,48.603999,0.0,42.341999,,,0.0,,48.931,91.272999,0.0,91.272999,139.876998,
07/31/1995,141.218002,1.758,1.758,0.0,37.823002,,,,23.407,,,,,1.352,,,,,,,64.339996,19.440001,,,0.0,57.438,,,,57.438,76.878001,,7.597,7.597,,,,0.0,,,,,,11.707001,,,,11.707001,19.304001,22.495001,,,,,1.838,,,1.838,24.333001,43.637002,0.0,42.533001,,,,,55.048,97.581001,0.0,97.581001,141.218003,
10/31/1995,155.544998,2.322,2.322,0.0,38.853001,,,,23.33,,,,,2.063,,,,,,,66.568001,20.749001,45.583,-24.834,0.0,68.227997,,,,68.227997,88.976998,,7.69,7.69,,,,0.643,,,,,,19.367001,,,,19.367001,27.700001,20.15,,,,,2.1,,,2.1,22.25,49.950001,0.0,42.893002,,,0.0,,62.702,105.595002,,105.595002,155.545003,
01/31/1996,154.080994,1.518,1.518,0.0,38.224998,,,,23.974001,,,,,1.744,,,,,,,65.460999,21.333,46.918999,-25.586,0.0,67.287003,,,,67.287003,88.620003,,8.046,8.046,,,,0.0,,,,,,15.826,,,,15.826,23.872,14.071,,,,,2.357,,,2.357,16.428,40.3,0.0,44.028999,,,0.0,,69.751999,113.780998,,113.780998,154.080998,
04/30/1996,154.876007,1.955,1.955,0.0,37.278999,,,,25.462,,,,,1.357,,,,,,,66.053001,21.874001,48.316002,-26.441999,0.0,66.948997,,,,66.948997,88.822998,,8.15,8.15,,,,0.0,,,,,,12.781,,,,12.781,20.931,12.652,,,,,2.436,,,2.436,15.088,36.019,0.0,44.931,,,0.0,,73.926003,118.857003,0.0,118.857003,154.876003,
07/31/1996,245.128006,0.569,0.569,0.0,49.687,,,,32.945,,,,,3.121,,,,,,,86.321999,24.417,51.935001,-27.518,0.0,134.389008,,,,134.389008,158.806008,,10.608,10.608,,,,0.0,,,,,,17.461,,,,17.461,28.069,82.597,,,,,3.252,,,3.252,85.849,113.918,0.0,51.077999,,,0.0,,80.132004,131.210003,,131.210003,245.128003,
10/31/1996,242.953003,0.423,0.423,0.0,50.659,,,,31.132999,,,,,2.298,,,,,,,84.513,23.959,50.646,-26.687,0.0,134.481003,,,,134.481003,158.440003,,11.004,11.004,,,,6.814,,,,,,21.688001,,,,21.688001,39.506001,63.373001,,,,,2.678,,,2.678,66.051001,105.557002,0.0,51.044998,,,0.0,,86.350998,137.395996,,137.395996,242.952998,
01/31/1997,242.468994,1.087,1.087,0.0,51.716,,,,32.293999,,,,,1.485,,,,,,,86.582001,23.427999,51.146999,-27.719,0.0,132.459,,,,132.459,155.886999,,9.251,9.251,,,,0.0,,,,,,30.333999,,,,30.333999,39.584999,58.233002,,,,,3.184,,,3.184,61.417002,101.002001,0.0,51.401001,,,0.0,,90.066002,141.467003,,141.467003,242.469004,
04/30/1997,243.667007,1.752,1.752,0.0,54.077999,,,,32.374001,,,,,1.713,,,,,,,89.917,22.957001,51.771999,-28.815001,0.0,130.792999,,,,130.792999,153.75,,11.377,11.377,,,,12.433,,,,,,18.822999,,,,18.822999,42.632999,47.23,,,,,3.624,,,3.624,50.854,93.486999,0.0,51.970001,,,0.0,,98.209999,150.18,,150.18,243.666999,
07/31/1997,317.367004,0.58,0.58,0.0,73.119003,,,,51.053001,,,,,2.423,,,,,,,127.175003,29.987,60.138,-30.150999,0.0,160.205002,,,,160.205002,190.192002,,15.036,15.036,,,,2.282,,,,,,24.556001,,,,24.556001,41.874001,101.666,,,,,4.911,,,4.911,106.577,148.451001,0.0,61.013,,,0.0,,107.903,168.916,,168.916,317.367001,
10/31/1997,329.320007,0.649,0.649,0.0,78.751999,,,,50.199001,,,,,2.29,,,,,,,131.889999,31.395,63.001999,-31.607,0.0,166.035004,,,,166.035004,197.430004,,15.654,15.654,,,,2.487,,,,,,26.795001,,,,26.795001,44.936001,99.638,,,,,6.877,,,6.877,106.515,151.451001,0.0,62.258999,,,0.0,,115.610001,177.869,,177.869,329.320001,
01/31/1998,338.221008,13.864,13.864,0.0,67.004997,,,,50.666,,,,,1.561,,,,,,,133.095993,31.528,64.578003,-33.049999,0.0,173.597,,,,173.597,205.125,,14.58,14.58,,,,4.164,,,,,,32.888999,,,,32.888999,51.632999,92.098999,,,,,7.257,,,7.257,99.355999,150.988998,0.0,63.452999,,,0.0,,123.778999,187.231998,,187.231998,338.220997,
04/30/1998,387.953003,10.744,10.744,0.0,71.054001,,,,55.292,,,,,3.293,,,,,,,140.382996,32.236,66.862999,-34.626999,0.0,215.334,,,,215.334,247.57,,15.127,15.127,,,,3.875,,,,,,31.874999,,,,31.874999,50.876999,130.268005,,,,,7.646,,,7.646,137.914005,188.791004,0.0,66.444,,,0.0,,132.718002,199.162003,,199.162003,387.953007,
07/31/1998,394.027008,4.374,4.374,0.0,84.986,,,,55.577,28.309999,16.855,10.464,,3.72,,,,,,,148.656998,31.759001,67.917999,-36.159,0.0,213.610992,198.673004,,,14.937988,245.369993,,16.410999,16.410999,,,,4.901,,,,,,29.493001,,,,29.493001,50.805,126.267998,,,,,8.199,,,8.199,134.466998,185.271998,0.0,67.182999,,,0.0,,141.572006,208.755005,,208.755005,394.027003,
10/31/1998,381.53299,9.35,9.35,0.0,76.999001,,,,51.444,27.462,10.7,13.282,,2.059,,,,,,,139.852005,31.905001,69.606003,-37.701,0.0,209.776001,197.179001,,,12.597,241.681002,,21.051001,21.051001,,,,5.749,,,,,,30.777998,,,,30.777998,57.577999,120.306999,,,,,6.615,,,6.615,126.921999,184.499998,0.0,67.458,,,-17.950001,,147.524998,197.032997,,197.032997,381.532995,
01/31/1999,371.36,1.536,1.536,0.0,72.862,72.862,,,56.082,26.309,17.262,12.511,-1.696,2.313,,,,,,,132.793,31.253,70.503,-39.25,0.0,207.314,194.731,,,12.583,238.567,,13.975,13.975,,,,8.908,,,,,,30.002,,,,30.002,52.885,110.265,,,,,6.905,,,6.905,117.17,170.055,0.0,67.861,,,-19.502,154.301,-1.355,201.305,,201.305,371.36,
04/30/1999,370.156006,5.81,5.81,0.0,75.224998,,,,51.640999,26.618999,12.118,12.904,,2.966,,,,,,,135.641998,30.934,71.607002,-40.673,0.0,203.580002,192.886993,,,10.693008,234.514002,,15.222,15.222,,,,4.791,,,,,,30.637002,,,,30.637002,50.650002,105.181999,,,,,6.928,,,6.928,112.109999,162.760001,0.0,68.662003,,,-23.504,,162.237993,207.395996,,207.395996,370.155997,
07/31/1999,416.183014,3.502,3.502,0.0,77.308998,,,,58.924,28.4,13.433,17.091,,6.48,,,,,,,146.214996,34.118999,76.431999,-42.313,0.0,235.848999,223.800995,,,12.048004,269.967999,,17.415001,17.415001,,,,4.292,,,,,,38.397999,,,,38.397999,60.105,125.888,,,,,10.324,,,10.324,136.212001,196.317,0.0,70.032997,,,-23.504,,173.336992,219.86599,,219.86599,416.18299,
10/31/1999,420.162994,13.49,13.49,0.0,89.153999,,,,56.401001,27.811001,14.556,15.724,-1.69,2.774,,,,,,,161.819,34.797001,80.839996,-46.042999,0.0,223.546997,215.020004,,,8.526993,258.343998,,18.457001,18.457001,,,,20.857,,,,,,32.928995,,,,32.928995,72.242996,109.658997,,,,,6.293,,,6.293,115.951997,188.194993,0.0,71.400002,,,-25.171,,185.738993,231.967995,,231.967995,420.162988,
01/31/2000,474.648987,3.198,3.198,0.0,93.191002,,,,73.794998,34.076,20.811001,20.587999,-1.68,2.541,,,,,,,172.725006,39.311001,86.621002,-47.310001,0.0,262.613007,254.289993,,,8.323013,301.924007,,19.662001,19.662001,,,,20.871,,,,,,34.691998,,,,34.691998,75.224998,153.641998,,,,,6.35,,,6.35,159.991998,235.216997,0.0,72.711998,,,-25.171,,191.891001,239.431999,,239.431999,474.648996,
04/30/2000,506.55899,21.115,21.115,0.0,97.980003,,,,71.303001,36.93,15.554,20.509001,-1.69,4.117,,,,,,,194.514999,41.216999,90.163002,-48.945999,0.0,270.826996,260.90799,,,9.919006,312.043995,,20.584999,20.584999,,,,32.070999,,,,,,36.467003,,,,36.467003,89.123001,159.584,,,,,7.084,,,7.084,166.668,255.791001,0.0,73.931,,,-25.093,,201.930006,250.768005,,250.768005,506.559006,
07/31/2000,534.546997,7.241,7.241,0.0,103.390999,,,,79.508003,43.176998,14.405,23.615999,-1.69,4.52,,,,,,,194.660004,44.056999,95.32,-51.263,0.0,295.829987,284.804993,,,11.024994,339.886986,,24.204,24.204,,,,5.757,,,,,,41.566,,,,41.566,71.527,194.158997,,,,,8.291,,,8.291,202.449997,273.976997,0.0,74.443001,,,-25.028999,,211.155998,260.57,,260.57,534.546997,
10/31/2000,596.901978,11.372,11.372,0.0,115.191002,,,,83.626999,44.493,16.704,24.187,-1.757,3.765,,,,,,,213.955002,48.907001,101.829002,-52.922001,0.0,334.040009,323.195007,,,10.845001,382.94701,,26.486,26.486,,,,6.706,,,,,,51.299997,,,,51.299997,84.491997,234.602997,,,,,7.616,,,7.616,242.218997,326.710994,0.0,75.435997,,,-24.983999,,219.739004,270.191002,,270.191002,596.901996,
01/31/2001,600.809021,15.325,15.325,0.0,112.001999,,,,87.759003,45.84,18.341999,25.351999,-1.775,2.947,,,,,,,218.033005,48.456001,,,0.0,334.320007,322.957001,,,11.363007,382.776009,,28.514999,28.514999,,,,7.487,,,,,,54.903999,,,,54.903999,90.905998,218.419006,,,,,8.135,,,8.135,226.554007,317.460005,0.0,76.237999,,,-24.940001,,232.050993,283.348991,,283.348991,600.808996,
04/30/2001,585.478027,11.477,11.477,0.0,104.158997,,,,88.801003,48.123001,17.547001,24.697001,-1.566,5.03,,,,,,,209.466995,47.500999,,,0.0,328.51001,318.160004,,,10.350006,376.011009,,27.054001,27.054001,,,,7.936,,,,,,52.107999,,,,52.107999,87.098,194.164001,,,,,7.888,,,7.888,202.052001,289.150001,0.0,78.492996,,,-24.896,,242.731007,296.328003,,296.328003,585.478004,
07/31/2001,616.203003,28.319,28.319,0.0,102.153,,,,88.365997,47.544998,18.205,24.171,-1.555,4.539,,,,,,,223.376999,46.391998,,,0.0,346.43399,335.838013,,,10.595978,392.825989,,25.691999,25.691999,,,,6.999,,,,,,56.063998,,,,56.063998,88.754997,212.147995,,,,,8.045,,,8.045,220.192995,308.947992,0.0,79.735001,,,-24.868,,252.388004,307.255005,,307.255005,616.202997,
10/31/2001,762.122009,16.190001,16.190001,0.0,121.271004,,,,90.347,47.339001,13.047,31.284,-1.323,5.245,,,,,,,233.052994,51.887001,111.481003,-59.594002,0.0,477.182007,453.016998,421.915985,31.101013,24.165009,529.069008,,34.233002,34.233002,,,,3.01,,,,,,66.636996,,,,66.636996,103.879997,323.829987,,,,,10.906,,,10.906,334.735987,438.615984,0.0,80.831001,,,-24.827,,267.502003,323.506004,,323.506004,762.121988,
01/31/2002,760.58197,19.961,19.961,0.0,111.785004,,,,89.720001,46.273998,11.633,33.136002,-1.323,3.554,,,,,,,225.020004,49.921001,,,0.0,485.640991,454.184998,423.520996,30.664001,31.455994,535.561993,,31.629999,31.629999,,,,8.367,,,,,,59.469005,,,,59.469005,99.466003,315.360992,,,,,11.345,,,11.345,326.705993,426.171996,0.0,85.589996,,,-24.582001,,273.402008,334.410004,,334.410004,760.582,
04/30/2002,773.302979,17.441999,17.441999,0.0,123.741997,,,,86.495003,44.088001,12.309,31.421,-1.323,6.275,,,,,,,233.953995,48.881001,,,0.0,490.467987,459.112,429.540985,29.571014,31.355988,539.348988,,37.223,37.223,,,,11.507,,,,,,64.284,,,,64.284,113.014,292.753998,,,,,10.25,,,10.25,303.003998,416.017998,0.0,87.708,,,-24.495001,,294.071997,357.284996,,357.284996,773.302994,
07/31/2002,848.598022,15.647,15.647,0.0,133.578995,,,,85.668999,42.618999,12.727,31.646,-1.323,5.764,,,,,,,240.658997,49.695,,,0.0,558.244019,476.835999,446.188995,30.647003,81.40802,607.939018,,33.889,33.889,,,,15.518,,,,,,65.448004,,,,65.448004,114.855003,338.606995,,,,,10.994,,,10.994,349.600995,464.455998,0.0,88.291,,,-24.448,,320.299013,384.142014,,384.142014,848.598012,
10/31/2002,828.973022,12.362,12.362,0.0,140.897003,,,,88.990997,45.835999,11.852,32.456001,-1.153,5.372,,,,,,,247.621994,51.339001,121.998001,-70.658997,0.0,530.012024,497.220001,460.187988,37.032013,32.792023,581.351025,,35.963001,35.963001,,,,20.514999,,,,,,73.759,,,,73.759,130.237,311.589996,,,,,11.134,,,11.134,322.723996,452.960996,0.0,89.478996,,,-24.402,,310.93499,376.011986,,376.011986,828.972982,
01/31/2003,837.590027,14.756,14.756,0.0,122.335999,,,,95.299004,64.366997,13.277,39.793999,-22.139,9.026,,,,,,,241.417007,51.700001,,,0.0,544.473022,509.489014,471.480988,38.008026,34.984008,596.173023,,29.066999,29.066999,,,,17.002001,,,,,,63.494004,,,,63.494004,109.563004,318.122986,,,,,12.521,,,12.521,330.643986,440.20699,0.0,90.510002,,,-24.379999,,331.252985,397.382988,,397.382988,837.589978,
04/30/2003,855.684998,22.972,22.972,0.0,130.016006,,,,95.487999,67.678001,12.832,39.219002,-24.240999,10.407,,,,,,,258.882996,50.722,,,0.0,546.080017,510.760986,473.25,37.510986,35.319031,596.802017,,38.048,38.048,,,,10.866,,,,,,69.057001,,,,69.057001,117.971001,313.911011,,,,,12.734,,,12.734,326.645011,444.616012,0.0,91.084,,,-24.292999,,344.277984,411.068985,,411.068985,855.684997,
09/30/2003,835.677002,14.51,14.51,0.0,120.344002,120.344002,,,95.233002,68.114998,13.026,38.456001,-24.364,5.238,,,,,,,235.324997,51.908001,,,0.0,548.44397,519.317017,482.464996,36.852021,29.126953,600.351971,,33.791,33.791,,,,1.017,,,,,,57.825003,,,,57.825003,92.633003,287.470001,,,,,13.846,,,13.846,301.316001,393.949004,0.0,95.252998,,,-24.205999,338.158997,32.522008,441.728004,,441.728004,835.677008,
12/31/2003,1514.994995,70.234001,70.234001,0.0,150.856003,150.856003,,,107.082001,48.407001,17.158001,42.841,-1.324,53.02,,,,,,,381.191986,78.460999,154.048996,-75.587997,0.0,1055.342041,1013.827026,715.15802,298.669006,41.515015,1133.80304,,45.411999,45.411999,,,,20.923,,,,,,95.161995,,,,95.161995,161.496994,630.185974,,,,,67.530998,,,67.530998,697.716972,859.213966,0.0,293.773987,,,-23.502001,336.519989,48.989,655.780975,0.0,655.780975,1514.994942,
03/31/2004,1522.944946,82.357002,82.357002,0.0,157.179993,157.179993,,,109.5,74.904999,16.893,42.346001,-24.643999,49.804001,,,,,,,398.841003,76.339996,,,0.0,1047.764038,1005.817993,295.153992,710.664001,41.946045,1124.104034,,46.834,46.834,,,,20.149,,,,,,82.796007,,,,82.796007,149.779007,604.159973,,,,,69.758003,,,69.758003,673.917976,823.696983,0.0,325.376007,,,-23.389,351.112,46.14901,699.248016,,699.248016,1522.945,
06/30/2004,1545.255005,74.733002,74.733002,0.0,161.832993,161.832993,,,108.995003,74.269997,16.896999,43.118,-25.290001,44.994999,,,,,,,390.556,75.839996,,,0.0,1078.859009,1037.072998,736.013977,301.059021,41.786011,1154.699005,,51.369999,51.369999,,,,20.184,,,,,,79.630999,,,,79.630999,151.184998,599.263977,,,,,72.425003,,,72.425003,671.68898,822.873978,0.0,328.933014,,,-23.306999,371.100006,45.654991,722.381012,,722.381012,1545.25499,
09/30/2004,1573.137939,102.416,102.416,0.0,169.591995,169.591995,,,109.316002,76.264,17.419001,41.757999,-26.125,29.690001,,,,,,,411.014008,74.189003,,,0.0,1087.935059,1036.432983,739.41803,297.014954,51.502075,1162.124062,,46.165001,46.165001,,,,20.951,,,,,,81.652004,,,,81.652004,148.768005,594.745972,,,,,74.117996,,,74.117996,668.863968,817.631973,0.0,333.898987,,,-23.232,394.90799,49.931005,755.505981,,755.505981,1573.137955,
12/31/2004,2366.404,129.419,129.419,0.0,242.014,242.014,,,132.282,84.231,24.853,50.125,-26.927,52.445,,,,,,,556.16,97.949,187.674,-89.725,0.0,1712.295,1631.208,1144.035,487.173,81.087,1810.244,,65.801,65.801,,,,36.527,,,,,,151.222,,,,151.222,253.55,855.364,,,,,143.404,,,143.404,998.768,1252.318,0.0,645.809,,,-23.16,415.188,76.249,1114.086,,1114.086,2366.404,
03/31/2005,2356.074,98.225,98.225,,245.668,245.668,,,136.601,86.564,26.577,50.918,-27.458,53.495,,,,,,,533.989,97.312,,,,1724.773,1650.986,1153.237,497.749,73.787,1822.085,,59.939,59.939,,,,36.338,,,,,,136.298,,,,136.298,232.575,844.539,,,,,145.977,,,145.977,990.516,1223.091,0.0,658.217,,,-23.06,438.674,59.152,1132.983,,1132.983,2356.074,
06/30/2005,2449.650879,68.399002,68.399002,0.0,249.061996,249.061996,,,138.363007,85.209999,26.636,54.797001,-28.280001,71.373001,,,,,,,527.197021,100.0,,,0.0,1822.453979,1755.996948,1270.483032,485.513916,66.457031,1922.453979,,62.709,62.709,,,,35.98,,,,,,145.451,,,,145.451,244.139999,883.258972,,,,,160.772995,,,160.772995,1044.031967,1288.171967,0.0,669.575989,,,-22.947001,469.690002,45.160013,1161.479004,,1161.479004,2449.65097,
09/30/2005,2424.114014,79.096001,79.096001,0.0,254.973007,254.973007,,,134.350006,82.091003,26.386,51.543999,-25.671,67.668999,,,,,,,536.088013,94.478996,,,0.0,1793.546997,1742.197021,1286.151001,456.046021,51.349976,1888.025993,,60.084999,60.084999,,,,266.006012,,,,,,142.294975,,,,142.294975,468.385986,597.723999,,,,,156.417007,,,156.417007,754.141006,1222.526993,0.0,675.700012,,,-22.85,504.311005,44.42602,1201.587036,,1201.587036,2424.114029,
12/31/2005,2522.306,53.116,53.116,0.0,257.21,257.21,,,131.838,80.93,26.066,50.262,-25.42,56.043,,,,,,,498.207,97.462,205.971,-108.509,0.0,1926.637,1855.077,1353.712,501.365,71.56,2024.099,,71.693,71.693,,,,273.313,,,,,,160.619,,,,160.619,505.625,620.958,,,,,145.935,,,145.935,766.893,1272.518,0.0,671.205,,,-22.751,549.603,51.731,1249.788,0.0,1249.788,2522.306,
03/31/2006,2533.505,67.157,67.157,,250.853,250.853,,,140.93,95.48,24.568,46.154,-25.272,56.536,,,,,,,515.476,100.621,,,,1917.408,1846.762,1356.225,490.537,70.646,2018.029,,79.995,79.995,,,,277.467,,,,,,140.831,,,,140.831,498.293,587.308,,,,,148.933,,,148.933,736.241,1234.534,,684.079,,,-22.64,582.187,55.345,1298.971,,1298.971,2533.505,
06/30/2006,2626.744,53.383,53.383,,277.041,277.041,,,147.332,96.587,28.074,47.954,-25.283,67.663,,,,,,,545.419,102.231,,,,1979.094,1909.797,1407.958,501.839,69.297,2081.325,,84.183,84.183,,,,284.676,,,,,,159.952,,,,159.952,528.811,584.436,,,,,152.044,,,152.044,736.48,1265.291,,691.12,,,-22.557,625.18,67.71,1361.453,,1361.453,2626.744,
09/30/2006,2679.878,40.878,40.878,,304.385,304.385,,,161.616,106.329,29.973,51.066,-25.752,68.375,,,,,,,575.254,103.234,,,,2001.39,1932.77,1436.161,496.609,68.62,2104.624,,91.076,91.076,,,,291.458,,,,,,164.372,,,,164.372,546.906,564.072,,,,,149.421,,,149.421,713.493,1260.399,,700.115,,,-22.467,670.873,70.958,1419.479,,1419.479,2679.878,
12/31/2006,2995.359,69.478,69.478,0.0,324.514,324.514,,,168.319,114.131,27.617,53.919,-27.348,65.184,,,,,,,627.495,107.003,236.063,-129.06,,2260.861,2195.344,1651.208,544.136,65.517,2367.864,,96.139,96.139,,,,299.911,,,,,,191.599,,,,191.599,587.649,726.881,,,,,193.99,,,193.99,920.871,1508.52,0.0,718.651,,,-22.377,721.899,68.666,1486.839,0.0,1486.839,2995.359,
