Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/28/1998,26.971001,17.135,19.459,3.343,,,3.343,-12.966,,,-12.966,,-14.402,-14.427,0.0,,,-14.427,,,0.0,0.0,0.0,,,,,0.025,-12.689,0.0,-14.171,1.824,1.824,0.0,-0.342,,-0.12,5.43,9.757,
06/27/1998,57.256001,35.946999,20.200001,4.66,,,4.66,-3.551,,,-3.551,,-23.983999,-23.983999,0.0,,,-23.983999,,,0.0,0.0,0.0,,,,,0.0,-33.207001,0.0,-34.506001,0.957,0.957,0.0,0.342,,0.065,20.233,6.008,
09/26/1998,30.485001,37.060001,19.539,4.595,,,4.595,-30.709,,,-30.709,,-61.992001,-61.991001,0.0,,,-61.991001,,,0.0,0.0,0.0,,,,,-0.000999,31.434001,0.0,50.206001,0.745,0.745,0.0,-19.517,,-0.073,24.049999,9.691,
12/31/1998,57.495998,25.112,13.393,-10.271,,,-10.271,29.261999,,,29.261999,,-19.377001,17.222,17.222,,,0.0,,,0.0,0.0,0.0,,,,,-36.599001,-35.828003,-0.024,37.089001,-1.538,0.0,-1.538,-71.355003,,2.291,25.927,5.396,
04/03/1999,7.362,27.892,23.473,2.977,,,2.977,-46.98,,,-46.98,,-189.235001,-30.448999,0.0,,,-30.448999,,,0.0,0.0,0.0,,,,,-158.786001,179.488999,0.0,198.600999,6.756,6.756,0.0,-25.868,,-2.384,16.087999,10.621,
07/03/1999,32.341999,44.092999,27.780001,3.087,,,3.087,-42.618,,,-42.618,,-44.02,-44.02,0.0,,,-44.02,,,0.0,0.0,0.0,,,,,0.0,11.678,0.0,5.834,0.893,0.893,0.0,4.951,,0.0,38.167,8.077,
10/02/1999,41.237,45.078999,24.846001,3.203,,,3.203,-31.891001,,,-31.891001,,-44.424,-40.747002,0.0,,,-40.747002,,,0.0,0.0,0.0,,,,,-3.676998,3.187003,0.0,16.744003,-13.557,0.305,-13.862,0.0,,0.0,38.303001,10.831,
12/31/1999,90.427002,40.174999,29.198,2.458,,,2.458,18.596001,,,18.596001,,-30.405001,-30.405001,0.0,,,-30.405001,,,0.0,0.0,0.0,,,,,0.0,-60.022002,0.0,17.600998,-69.844001,0.28,-70.124001,-7.779,,0.0,27.813,8.211,
04/01/2000,62.838001,33.997002,20.875,4.264,,,4.264,3.702,,,3.702,,-18.059,-18.059,0.0,,,-18.059,,,0.0,0.0,0.0,,,,,0.0,-44.778999,0.0,0.433,-45.211999,0.637,-45.848999,0.0,,0.0,9.825,7.983,
07/01/2000,18.669001,47.202999,20.944,4.551,,,4.551,-54.028999,,,-54.028999,,-16.783001,-16.783001,0.0,,,-16.783001,,,0.0,0.0,0.0,,,,,0.0,-1.886001,0.0,33.201,-37.020001,0.569,-37.589001,1.933,,0.0,27.261,10.822,
09/30/2000,34.478001,42.137001,19.591999,3.965,,,3.965,-31.216,,,-31.216,,-18.695999,-18.695999,0.0,,,-18.695999,,,0.0,0.0,0.0,,,,,0.0,-15.782,0.0,-10.521,-3.328,1.052,-4.38,-1.933,,0.0,34.813,9.453,
12/31/2000,104.341,39.262,20.935,17.288,,,17.288,26.856,,,26.856,,-56.781,-19.937,0.0,,,-19.937,,,0.0,0.0,0.0,,,,,-36.844,-47.56,0.0,-219.932,-18.732,0.139,-18.871,191.104,,0.0,2.693,11.608,
03/31/2001,32.200001,27.205999,20.943001,5.6,,,5.6,-21.549,,,-21.549,,-11.697,-11.697,0.0,,,-11.697,,,0.0,0.0,0.0,,,,,0.0,-20.503,0.0,-7.557,-3.312,1.656,-4.968,-9.634,,0.0,1.939,10.681,
06/30/2001,45.514,46.466,21.076,5.287,,,5.287,-27.315001,,,-27.315001,,-14.95,-14.95,0.0,,,-14.95,,,0.0,0.0,0.0,,,,,0.0,-30.564001,0.0,-40.536001,-1.412,1.634,-3.046,11.384,,0.0,30.382999,7.953,
09/29/2001,105.459,55.727001,20.677,-6.351,,,-6.351,35.405998,,,35.405998,,-14.306,-14.306,0.0,,,-14.306,,,0.0,0.0,0.0,,,,,0.0,-91.153004,0.0,-96.927004,3.619,3.762,-0.143,2.155,,0.0,25.219,8.45,
12/31/2001,151.446,59.193,21.471,11.446,,,11.446,59.336,,,59.336,,-11.96,-11.96,0.0,,,-11.96,,,0.0,0.0,0.0,,,,,0.0,-139.486,0.0,-59.081,-1.323,0.0,-1.323,-79.082,,0.0,15.955,4.705,
03/30/2002,61.709999,43.209999,21.608,3.746,,,3.746,-6.854,,,-6.854,,-733.666016,-16.028,0.0,,,-16.028,,,0.0,0.0,0.0,,,,,-717.638016,671.956009,0.0,748.182007,41.376999,41.376999,0.0,-117.602997,,0.0,10.83,4.866,
06/29/2002,130.212997,75.517998,28.868,13.277,,,13.277,12.55,,,12.55,,-31.214001,-31.214001,0.0,,,-31.214001,,,0.0,0.0,0.0,,,,,0.0,-98.999,0.0,14.842003,1.849,1.849,0.0,-115.690002,,0.0,9.316,5.545,
09/28/2002,163.065002,81.559998,25.024,-10.019,,,-10.019,66.5,,,66.5,,-26.83,-26.83,0.0,,,-26.83,,,0.0,0.0,0.0,,,,,0.0,-136.234998,0.0,-8.983999,-51.455002,0.445,-51.900002,-75.795998,,0.0,5.836,5.488,
12/31/2002,194.522,84.201,26.442,31.169,,,31.169,52.71,,,52.71,,-37.862,-37.862,0.0,,,-37.862,,,0.0,0.0,0.0,,,,,0.0,-156.66,0.0,-115.739,-5.62,6.514,-12.134,-35.301,,0.0,33.949,27.967,
03/29/2003,26.728001,41.639999,25.049,3.306,,,3.306,-43.266998,,,-43.266998,,-24.664,-24.664,0.0,,,-24.664,,,0.0,0.0,0.0,,,,,0.0,-2.064,0.0,-3.401,-21.687,1.274,-22.961,23.024,,0.0,40.779999,3.48,
06/28/2003,24.403999,74.985001,26.389,10.778,,,10.778,-87.748001,,,-87.748001,,-44.969002,-44.969002,0.0,,,-44.969002,,,0.0,0.0,0.0,,,,,0.0,20.564999,0.0,28.302999,-1.833,3.044,-4.877,-5.905,,0.0,24.320999,26.868999,
09/28/2003,101.310997,91.382004,26.006001,4.082,,,4.082,-20.159,,,-20.159,,-39.998001,-10.69,0.0,,,-10.69,,,0.0,0.0,0.0,,,,,-29.308002,-44.953,0.0,-55.798,11.691,11.691,0.0,-0.846,,16.360001,39.632999,3.902,
12/31/2003,156.947,102.142,29.171,29.636,,,29.636,-4.002,,,-4.002,,-389.121,-34.308,0.0,,,-34.308,,,0.0,0.0,0.0,,,,,-354.813,215.814,0.0,41.703,2.28,2.281,-0.001,171.831,,-16.36,35.18,27.173,
04/03/2004,3.261,66.307,31.01,3.849,3.662,,0.187,-97.905,-90.54,-65.055,57.69,,-13.167,-13.167,0.0,,,-13.167,,,0.0,0.0,0.0,,,,,0.0,9.906,0.0,2.653,7.253,7.253,0.0,0.0,,0.0,44.065,1.001,
07/03/2004,54.421001,87.157997,30.1,0.605,,,0.605,-63.442001,-123.619003,-88.178001,148.355003,,-40.505001,-25.507,0.0,,,-25.507,,,0.0,0.0,0.0,,,,,-14.998001,-13.916,0.0,-7.933,-5.983,1.199,-7.182,0.0,,0.0,60.588001,29.739,
10/02/2004,138.356003,112.686996,31.964001,2.865,,,2.865,-9.16,,,-9.16,,-31.708,-31.708,0.0,,,-31.708,,,0.0,0.0,0.0,,,,,0.0,-106.647995,0.0,-29.828,13.145,13.145,0.0,-89.964996,,0.0,51.856998,3.484,
12/31/2004,46.799,102.47,30.014,40.829,,,40.829,-126.514,,,-126.514,,-36.219,-36.219,0.0,,,-36.219,,,0.0,0.0,0.0,,,,,0.0,-10.58,0.0,-15.983,4.148,4.148,0.0,1.255,,0.0,69.717,26.52,
04/02/2005,50.701,70.02,32.265,3.929,1.899,,2.03,-55.513,-69.705,-113.866,128.058,,-85.127,-34.521,0.0,,,-34.521,,,0.0,0.0,0.0,,,,,-50.606,34.426,0.0,27.16,4.559,4.559,0.0,2.707,,0.0,1.803,2.887,
07/02/2005,104.079002,98.080002,31.497,9.411,,4.412,4.999,-34.909,-36.202999,8.279,-6.985002,,-64.832001,-64.832001,0.0,,,-64.832001,,,0.0,0.0,0.0,,,,,0.0,-39.247002,0.0,-23.941002,-12.599,1.922,-14.521,-2.707,,,50.320999,26.812,
10/01/2005,173.253,115.763,31.138,3.505,,3.975,-0.47,22.847,-35.636,24.089,34.394,,-51.448,-51.448,0.0,,,-51.448,,,0.0,0.0,0.0,,,,,0.0,-121.805,0.0,-125.881,1.57,2.497,-0.927,2.506,,0.0,96.567,2.107,
12/31/2005,233.511,103.275,55.757,7.145,,0.917,6.228,67.334,145.118,47.928,-125.712,,-2659.428,-96.505,0.0,,,-96.505,,,0.0,0.0,0.0,,,,,-2562.923,2560.502,0.0,2506.671,49.458,49.458,,4.373,,134.585,42.91,29.662,
04/01/2006,104.526001,79.121002,64.852997,5.972,,4.085,1.887,-45.419998,-91.240997,-31.582001,77.403,,-45.632,-45.632,0.0,,,-45.632,,,0.0,0.0,0.0,,,,,0.0,-111.305084,0.0,-120.695084,8.032,8.032,0.0,1.358,,-52.410999,5.99,28.086,
07/01/2006,238.181,119.513,69.780998,-2.161,,-14.255,12.094,51.048,-1.091,-37.507,89.646,,-110.268997,-37.027,0.0,,,-37.027,,,0.0,0.0,0.0,,,,,-73.241997,-136.687939,0.0,-179.501938,0.0,0.0,0.0,42.813999,,-8.776,95.346001,39.714001,
09/30/2006,203.534,127.708,68.04,-37.852,,-48.522,10.67,45.638,21.052,7.749,16.837,,-39.054,-41.389,0.0,,,-41.389,,,0.0,0.0,0.0,,,,,2.335,-168.148,0.0,-149.823,-0.685,4.495,-5.18,-17.64,,-3.668,64.772,11.826,
12/31/2006,235.804,129.491,72.278,1.216,,-4.93,6.146,32.819,82.903,52.829,-102.913,,-41.721,-41.721,0.0,,,-41.721,,,0.0,0.0,0.0,,,,,0.0,-200.321,0.0,-340.928,3.72,3.72,0.0,136.887,,-6.238,100.967,33.8,
03/31/2007,88.766998,90.377998,73.846001,-1.006,,-5.228,4.222,-74.450996,-70.211998,-18.1,13.861002,,-24.955999,-24.955999,0.0,,,-24.955999,,,0.0,0.0,0.0,,,,,0.0,-73.705,0.0,-92.890999,18.011999,18.011999,0.0,1.174,,-9.894,53.282001,50.650002,
06/30/2007,225.684998,115.267998,75.382004,-11.643,,-6.712,-4.931,46.678001,-17.264999,17.004999,46.938002,,-35.428001,-35.428001,0.0,,,-35.428001,,,0.0,0.0,0.0,,,,,0.0,-186.092008,0.0,-204.180008,13.254,13.254,0.0,4.834,,4.165,53.761002,32.756001,
09/29/2007,287.385,122.054,75.636,40.127,,31.41,8.717,49.568,37.748,-2.531,14.351,,-180.22,-37.448,0.0,,,-37.448,,,0.0,0.0,0.0,,,,,-142.772,-3.264,0.0,-81.955,3.614,3.614,0.0,75.077,,23.901,47.993,51.467,
12/31/2007,273.24,379.114,81.573,-255.327,,-309.372,54.045,67.88,177.204,24.602,-133.926,,-69.569,-65.244,0.0,,,-65.244,,,0.0,0.0,0.0,,,,,-4.325,-275.731,0.0,-155.175,2.823,2.823,0.0,-123.379,,7.94,46.815,22.423,
03/29/2008,-80.179,65.39,73.256,-1.437,,2.618,-4.055,-217.388,-121.704,-11.017,-84.667,,-55.971,-55.971,0.0,,,-55.971,,,0.0,0.0,0.0,,,,,0.0,119.835,0.0,77.356,0.992,0.992,0.0,41.487,,-16.315,28.808,47.621,
06/28/2008,266.871,88.778,75.052,16.015,,3.043,12.972,87.026,-26.941,45.392,68.575,,-49.839,-49.839,0.0,,,-49.839,,,0.0,0.0,0.0,,,,,0.0,-226.283,0.0,-103.052,0.301,0.301,0.0,-123.532,,-9.251,40.878,19.336,
09/27/2008,190.287,-1484.781,77.712,1547.322,,119.124,1428.198,50.034,37.08,9.772,3.182,,-57.858,-49.512,0.0,,,-49.512,,,0.0,0.0,0.0,,,,,-8.346,-134.442,0.0,-207.65,0.681,0.681,0.0,72.527,,-2.013,18.637,45.111,
12/31/2008,193.055,-127.615,69.034,98.208,11.657,-54.943,141.494,153.428,229.764,59.146,-135.482,,-62.432,-62.502,0.0,,,-62.502,,,0.0,0.0,0.0,,,,,0.07,-99.129,0.0,-99.766,0.275,0.275,0.0,0.362,,31.494,19.315,17.397,
03/28/2009,37.919,-105.887,67.68,-45.391,2.516,-55.026,7.119,121.517,-95.522,173.122,43.917,0.0,-27.093,-27.093,0.0,0.0,0.0,-27.093,-27.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.978,0.0,26.843,0.012,0.012,0.0,7.123,-1.771,43.033,9.085,43.429,
06/27/2009,231.627,46.261,77.062,4.551,2.115,-0.392,2.828,103.753,58.04,54.423,-8.71,0.0,-25.83,-25.83,0.0,0.0,0.0,-25.83,-25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.991,0.0,-122.102,0.068,0.068,0.0,1.043,5.185,89.991,19.071,17.222,
09/26/2009,143.174,34.348,76.435,52.158,2.109,33.316,16.733,-19.767,19.361,5.424,-44.552,0.0,-24.282,-18.358,0.0,0.0,0.0,-18.358,-18.358,0.0,0.0,0.0,0.0,-5.924,0.0,-5.924,0.0,0.0,-45.926,0.0,-7.509,0.259,0.259,0.0,-38.676,6.636,79.602,,,
12/31/2009,259.485,19.779,81.827,28.099,3.255,1.523,23.321,129.78,120.92,43.2,-34.34,0.0,-37.644,-37.644,0.0,0.0,0.0,-37.644,-37.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.095,0.0,-0.79,0.203,0.203,0.0,7.682,-3.623,225.313,,,
04/03/2010,-46.192,20.538,76.798,-0.222,1.83,-5.675,3.623,-143.306,-116.01,-44.096,16.8,0.0,-23.309,-23.309,0.0,0.0,0.0,-23.309,-23.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.042,0.0,0.496,0.422,0.422,0.0,-2.96,-7.58,-79.123,,,
07/03/2010,135.169,68.081,72.497,-5.913,1.492,-12.663,5.258,0.504,-1.119,-38.805,40.428,0.0,-23.83,-23.83,0.0,0.0,0.0,-23.83,-23.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-209.998,0.0,-200.3,0.753,0.753,0.0,-10.451,-11.003,-109.662,,,
10/02/2010,121.417,51.094,72.956,6.332,1.902,5.852,-1.422,-8.965,20.934,-21.043,-8.856,0.0,-114.404,-39.101,0.0,0.0,0.0,-39.101,-39.101,0.0,0.0,0.0,0.0,-79.917,0.0,-79.917,0.0,4.614,0.737,0.0,0.01,-0.049,,,0.776,15.412,23.162,,,
12/31/2010,109.318,45.758,74.522,-1.555,1.664,-8.793,5.574,-9.407,83.922,-14.959,-78.37,0.0,-69.939,-69.94,0.0,0.0,0.0,-69.94,-69.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-43.896,0.0,-1.01,1.319,1.319,0.0,-44.205,-7.101,-11.618,,,
04/02/2011,-67.413,23.442,74.253,10.208,3.861,-1.82,8.167,-175.316,-131.826,-60.3,16.81,0.0,-52.811,-52.811,0.0,0.0,0.0,-52.811,-52.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.392,0.0,-23.784,1.067,1.067,0.0,31.109,13.846,-97.986,,,
07/02/2011,96.003,60.903,74.344,10.994,2.177,2.151,6.666,-50.238,-32.281,-24.476,6.519,0.0,-59.708,-59.708,0.0,0.0,0.0,-59.708,-59.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.805,0.0,-21.589,1.579,1.579,0.0,8.205,4.701,29.191,,,
10/01/2011,109.598,46.646,74.207,7.8,2.091,-1.063,6.772,-19.055,2.709,-29.906,8.142,0.0,-93.838,-69.741,0.0,0.0,0.0,-69.741,-69.741,0.0,0.0,0.0,0.0,-24.097,0.0,-24.097,0.0,0.0,-4.556,0.0,2.573,0.057,0.057,0.0,-7.186,-20.47,-9.266,,,
12/31/2011,162.805,42.931,74.93,7.858,2.03,-3.884,9.712,37.086,76.007,14.477,-53.398,0.0,-93.313,-93.313,0.0,0.0,0.0,-93.313,-93.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.155,0.0,-24.872,1.084,1.084,0.0,-1.367,-8.548,35.789,,,
03/31/2012,-44.47,40.377,73.286,-35.696,-26.249,-4.978,-4.469,-122.437,-91.485,-46.331,15.379,0.0,-43.251,-43.251,0.0,0.0,0.0,-43.251,-43.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.959,0.0,113.116,5.539,5.539,0.0,-46.696,8.592,-7.17,,,
06/30/2012,140.046,73.188,71.831,15.292,2.828,6.695,5.769,-20.265,-8.418,-6.155,-5.692,0.0,-51.443,-44.436,0.0,0.0,0.0,-44.436,-44.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.007,-58.776,0.0,-71.843,1.073,1.073,0.0,11.994,-15.139,14.688,,,
09/29/2012,202.971,70.304,71.298,13.501,2.811,5.618,5.072,47.868,2.623,27.763,17.482,0.0,-47.311,-47.311,0.0,0.0,0.0,-47.311,-47.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.875,0.0,-102.909,2.744,2.744,0.0,-0.71,6.594,61.379,,,
12/31/2012,289.043,66.389,63.878,40.816,34.692,1.702,4.422,117.96,108.168,7.644,2.148,0.0,-73.296,-73.296,0.0,0.0,0.0,-73.296,-73.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-129.139,0.0,-422.018,6.797,6.797,0.0,286.082,10.222,96.83,,,
03/30/2013,-38.944,50.495,60.349,-5.523,5.504,-5.985,-5.042,-144.265,-120.814,-50.134,26.683,0.0,-211.051,-63.282,0.0,0.0,0.0,-63.282,-63.282,0.0,0.0,0.0,0.0,-147.769,0.0,-147.769,0.0,0.0,937.975,0.0,923.595,27.619,27.619,0.0,-13.239,-45.485,642.495,,,
06/29/2013,152.858,84.572,80.643,13.864,3.994,-10.268,20.138,-26.221,-51.643,9.579,15.843,0.0,-384.51,-82.815,0.0,0.0,0.0,-82.815,-82.815,0.0,0.0,0.0,0.0,-301.695,0.0,-301.695,0.0,0.0,-730.329,0.0,-728.57,2.24,2.24,0.0,-3.999,10.559,-951.422,,,
09/28/2013,213.059,119.068,81.55,-7.538,4.336,-23.546,11.672,19.979,5.865,-5.369,19.483,0.0,-109.428,-109.426,0.0,0.0,0.0,-109.426,-109.426,0.0,0.0,0.0,0.0,-0.002,0.0,-0.002,0.0,0.0,-211.529,0.0,-222.885,8.774,8.774,0.0,2.582,2.733,-105.165,,,
12/31/2013,198.19,94.651,86.329,13.702,4.477,-22.726,31.951,3.508,70.279,25.713,-92.484,,-105.027,-111.027,0.0,,,-111.027,-111.027,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,-102.89,0.0,-110.552,8.143,8.143,0.0,-0.481,0.213,-9.514,,,
03/29/2014,-71.006,81.081,80.984,-18.164,7.614,-9.814,-15.964,-214.907,-114.755,-65.645,-34.507,0.0,-122.062,-122.081,0.0,0.0,0.0,-122.081,-122.081,0.0,0.0,0.0,0.0,0.019,0.0,0.019,0.0,0.0,213.043,0.0,197.711,6.276,6.276,0.0,9.056,-1.396,18.579,,,
06/28/2014,168.88,152.75,83.754,8.018,6.583,-12.17,13.605,-75.642,-85.929,-8.955,19.242,0.0,-127.616,-127.616,0.0,0.0,0.0,-127.616,-127.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.68,0.0,-39.108,0.546,0.546,0.0,-6.118,0.815,-2.601,,,
09/27/2014,225.549,151.266,85.167,2.04,7.3,-22.858,17.598,-12.924,13.441,-34.275,7.91,0.0,-141.883,-141.883,0.0,0.0,0.0,-141.883,-141.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.776,0.0,-233.443,4.728,4.728,0.0,186.939,-6.365,35.525,,,
12/31/2014,338.765,146.868,95.665,47.06,6.464,20.816,19.78,49.172,79.538,41.859,-72.225,0.0,-174.091,-170.224,0.0,0.0,0.0,-170.224,-170.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.867,-152.137,0.0,-141.61,1.278,1.278,0.0,-11.805,-20.229,-7.692,,,
04/04/2015,-49.646,22.346,85.656,-0.915,8.436,0.308,-9.659,-156.733,-108.228,7.758,-56.263,0.0,-109.122,-105.794,0.0,0.0,0.0,-105.794,-105.794,0.0,0.0,0.0,0.0,-3.328,0.0,-3.328,0.0,0.0,175.304,0.0,159.878,8.225,8.225,0.0,7.201,-7.372,9.164,,,
07/04/2015,317.165,186.492,88.011,5.942,7.76,-13.008,11.19,36.72,-72.708,29.688,79.74,0.0,-1310.583,-122.628,0.0,0.0,0.0,-122.628,-122.628,0.0,0.0,0.0,0.0,-1187.955,0.0,-1187.955,0.0,0.0,1053.836,0.0,1060.883,1.284,1.284,0.0,-8.331,3.628,64.046,,,
10/03/2015,389.433,214.905,94.955,-9.159,8.292,-22.471,5.02,88.732,40.461,-40.665,88.936,0.0,-144.08,-123.648,0.0,0.0,0.0,-123.648,-123.648,0.0,0.0,0.0,0.0,-20.432,0.0,-20.432,0.0,0.0,-298.634,0.0,-294.903,0.289,0.289,0.0,-4.02,-7.09,-60.371,,,
