Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Maintenance Expense,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A from Disc Ops,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Income Taxes,Deficit/Distributions to Partners,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/1996,63.485001,63.083,,0.0,0.0,0.402,-41.451,21.089001,,,,1.26,12.702,,,6.4,22.033999,-12.191,13.53,,-1.339,9.843,0.0,,,,0.0,,,9.843,,9.818,,,7.39,7.39,,63.49028,0.120282,0.120282,0.120282,63.49028,0.120282,0.120282,0.120282,,,,,,,,,,,18.422001,,18.422001,,,,18.422001,0.290155,0.290155,0.222059,76.531098,76.531098,76.533489,
12/31/1996,67.502998,66.992996,,0.0,0.0,0.51,-43.741,16.496,,,,1.226,14.082,0.0,,11.937,23.762,-13.259,15.43,,-2.171,10.503,0.0,,,,0.023,,,10.48,,10.448,,,8.019,8.019,,63.748592,0.120282,0.120282,0.120282,63.748592,0.120282,0.120282,0.120282,,,,,,,,,,,19.601999,,19.601999,,,,19.601999,0.307489,0.307489,0.222059,72.216716,72.216716,72.217124,
03/31/1997,90.235001,89.984001,,0.0,0.0,0.251,-56.061001,37.616001,,,,1.833,16.612,0.0,,0.0,34.174,-17.03,19.15,0.0,-2.12,17.144,0.0,,,,0.0,,,17.144,,17.113001,,,14.685001,14.685001,,91.917374,0.157291,0.157291,0.157291,92.16272,0.157291,0.157291,0.157291,,,,,,,,,,,28.726999,,28.726999,,,,28.726999,0.311699,0.311699,0.233624,74.951904,74.951904,75.883316,
06/30/1997,95.477997,95.341003,,,,0.137,-62.258,30.957001,,,,1.82,19.521999,,,9.959,33.219999,-18.514999,19.768999,,-1.254,14.705,,,,,,,,,,14.677,,,11.066,11.066,,93.896313,0.120282,0.120282,0.120282,94.068164,0.120282,0.120282,0.120282,,,,,,,,,,,,,,,,,,,,0.233624,,,,
09/30/1997,99.294998,98.816002,,0.0,0.0,0.479,-65.896001,42.643002,,,,1.619,20.233999,1.4,,0.0,33.399001,-10.037001,19.346001,0.0,-9.309,23.362,0.0,,,,0.0,,,23.362,,23.309,,,17.656,17.656,,94.951168,0.185049,0.185049,0.185049,95.117618,0.185049,0.185049,0.185049,,,,,,,,,,,29.051001,,29.051001,,,,29.051001,0.305422,0.305422,0.233624,76.492265,76.492265,76.627308,
12/31/1997,102.746002,102.489998,,0.0,0.0,0.256,-66.721999,42.514999,,,,1.803,22.403999,0.0,,0.0,36.024,-20.758,20.739,0.0,0.019,15.266,0.0,,,,0.05,,,15.216,,15.05,,,9.397,9.397,,95.927126,0.101777,0.101777,0.101777,96.26974,0.101777,0.101777,0.101777,,,,,,,,,,,31.124001,,31.124001,,,,31.124001,0.3233,0.3233,0.233624,72.262342,72.262342,72.259348,
03/31/1998,105.439003,104.427002,,,,1.012,-65.036,30.864,,,,2.163,21.674,,,10.335,40.403,-23.085001,22.825001,,0.26,17.317999,,,,,,,,,,17.183001,,,11.533,11.533,,98.208687,0.120282,0.120282,0.120282,98.335145,0.120282,0.120282,0.120282,,,,,,,,,,,,,,,,,,,,0.242877,,,,
06/30/1998,119.322998,118.176003,,,,1.147,-78.199998,36.801998,,,,2.539,26.343,,,12.516,41.123,-5.014999,25.736,,-20.721001,36.108001,,,,,0.116,,,,,35.005001,,,29.352001,29.352001,,109.7678,0.268321,0.268321,0.268321,113.640292,0.268321,0.268321,0.268321,,,,,,,,,,,34.738998,,34.738998,,,,34.738998,0.305693,0.305693,0.242877,79.451227,79.451227,153.21397,
09/30/1998,124.046997,123.471001,,,,0.576,-82.951002,39.018002,,,,2.534,27.794001,,,13.605,41.096001,-27.211001,27.224001,,-0.013,13.885,,,,,,,,,,13.807,,,8.157,8.157,,111.434387,0.07402,0.07402,0.07402,111.4787,0.07402,0.07402,0.07402,,,,,,,,,,,35.081001,,35.081001,,,,35.081001,0.314688,0.314688,0.242877,77.180124,77.180124,77.149452,
12/31/1998,133.194,132.547,,0.0,0.0,0.647,-44.766,36.217,,,,8.549,26.211,,,25.024,37.193,-24.256,30.454,0.0,-6.198,6.739,0.0,,,,0.022,,,6.717,,6.376,,0.0,-0.263,-0.263,,111.826723,-0.002352,-0.002155,,120.125068,-0.002352,-0.002169,,,,,,,,,,,,35.362999,,35.362999,,,,35.362999,0.294385,0.294385,0.242877,82.503075,82.503075,76.80369,
03/31/1999,154.238,153.791,,,,0.447,-95.218,44.631,,,,3.476,30.483,,,16.628,59.02,-37.888,38.079,,-0.191,21.132,,,,,,,,,,20.082,,,10.643,10.643,,112.32929,0.092524,0.092524,0.092524,112.332532,0.092524,0.092524,0.092524,,,,,,,,,,,44.256,,44.256,,,,44.256,0.393973,0.393973,0.24519,62.235121,62.235121,62.280821,
06/30/1999,154.913,154.43,,,,0.483,-97.506,45.569,,,,2.75,32.495,,,16.692,57.407,-13.804,38.918,,-25.114,43.603,,,,,-0.509,,,,,40.8,,,31.36,31.36,,112.752962,0.277573,0.277573,0.34234,112.768093,0.277573,0.277573,0.34234,,,,,,,,,,,43.738,,43.738,,,,43.738,0.387858,0.387858,0.24519,63.216356,63.216356,121.818556,
09/30/1999,156.224,155.523,,,,0.701,-96.689,44.715,,,,3.065,31.063,,,17.846,59.535,-38.966,39.014,,-0.048,20.569,,,,,0.166,,,,,19.876,,,10.435,10.435,,111.796457,0.092524,0.092524,0.092524,111.851578,0.092524,0.092524,0.092524,,,,,,,,,,,44.383,,44.383,,,,44.383,0.396803,0.396803,0.24519,61.791339,61.791339,178.606674,
12/31/1999,155.315994,155.005005,0.0,0.0,0.0,0.311,-110.050999,34.231998,,,,29.969,32.111,0.0,,13.739,45.264999,-32.195,37.737,0.0,-5.542,13.07,0.0,,,,-0.578,,,13.648,,12.864,,,3.47,3.47,,111.035578,0.027757,0.027757,0.027757,111.113394,0.027757,0.027757,0.027757,,,,,,,,,,,44.220001,,44.220001,,,,44.220001,0.397972,0.397972,0.24519,61.609798,61.609798,65.40253,
03/31/2000,155.127,154.057,,,,1.07,-98.932,43.115,,,,3.87,35.107,,,16.84,56.195,-36.542,39.075,,-2.533,19.653,,,,,0.228,,,,,18.58,,,9.172,9.172,,111.342523,0.083272,0.083272,0.083272,111.370624,0.083272,0.083272,0.083272,,,,,,,,,,,44.979,,44.979,,,,44.979,0.403868,0.403868,0.247503,61.283127,61.283127,59.803464,
06/30/2000,157.124,155.144,,,,1.98,-109.755,43.836,,,,3.698,45.304,,,16.917,47.369,-33.824,39.752,,-5.928,13.545,,,,,-0.586,,,,,13.277,,2.177,6.233,6.233,,111.614884,0.055515,0.055515,0.055515,111.829962,0.055515,0.055515,0.055515,,,,,,,,,,,45.635,,45.635,,,,45.635,0.408075,0.408075,0.247503,60.651309,60.651309,121.12852,
09/30/2000,158.424,157.041,,,,1.383,-109.125,46.878,,,,6.246,38.333,,,17.668,49.299,-27.839,39.1,,-11.261,21.46,,,,,0.091,,,,,20.183,,-0.157,10.847,10.847,,111.600833,0.101777,0.101777,0.101777,111.877517,0.101777,0.101777,0.101777,,,,,,,,,,,42.376,,42.376,,,,42.376,0.378771,0.378771,0.247503,65.343579,65.343579,65.181978,
12/31/2000,156.643005,155.75,0.0,0.0,0.0,0.893,-111.974998,69.838997,,,,2.424,38.617001,0.0,,1.095,51.896999,-26.384999,38.112999,0.0,-11.728,25.512,0.0,,,,-0.564,,,26.076,,24.575001,,0.0,18.421001,18.421001,,111.008556,0.148039,0.148039,0.148039,111.111233,0.148039,0.148039,0.148039,,,,,,,,,,,45.558998,,45.558998,,,,45.558998,0.410031,0.410031,0.247503,60.362036,60.362036,59.985956,
03/31/2001,157.537,156.401,,,,1.136,-114.551,46.883,,,,4.505,41.279,,,21.884,42.986,-36.307,37.221,,-0.914,6.679,,,,,0.187,,,,,5.732,,0.023,-3.308,-3.308,,109.534351,-0.027757,-0.027757,0.0,109.534351,-0.027757,-0.027757,0.0,,,,,,,,,,,37.254,,37.254,,,,37.254,0.340112,0.340112,0.249816,73.450958,73.450958,73.450958,
06/30/2001,141.006,140.337,,,,0.669,-95.07,40.515,,,,5.642,34.948,,,13.965,45.936,-13.827,34.474,,-20.647,32.109,,,,,-1.766,,,,,32.245,,-3.519,20.136,20.136,,109.006923,0.185049,0.166544,0.166544,109.798066,0.185049,0.166544,0.166544,,,,,,,,,,,46.574,,46.574,,,,46.574,0.424179,0.424179,0.249816,58.894018,58.894018,58.469661,
09/30/2001,140.137,139.774,,,,0.363,-93.444,40.719,,,,4.546,33.201,,,14.978,46.693,-35.311,35.311,,,11.382,,,,,-2.817,,,,,13.547,,,6.778,6.778,,107.67214,0.064767,0.03701,0.03701,108.583251,0.064767,0.03701,0.03701,,,,,,,,,,,47.237,,47.237,,,,47.237,0.43503,0.43503,0.249816,57.424942,57.424942,56.943095,
12/31/2001,144.761993,142.337006,0.0,0.0,0.0,2.425,-99.093999,56.376999,,,,7.037,35.68,0.0,,0.0,54.641003,-36.939002,34.691002,0.0,2.248,17.702001,0.0,,,,-0.6,,,18.302001,,10.304,,0.0,7.032,7.032,,107.465707,0.03701,0.03701,0.055515,108.388711,0.03701,0.03701,0.055515,,,,,,,,,,,47.745998,,47.745998,,,,47.745998,0.440507,0.440507,0.249816,56.710975,56.710975,56.283249,
03/31/2002,146.023,145.676,,,,0.347,-102.537,43.397,,,,7.621,36.692,,,14.827,43.486,-30.412,31.613,,-1.201,13.074,,,,,14.923,,,,,-1.663,,,-8.538,-8.538,,112.028829,-0.07402,-0.083272,-0.083272,112.028829,-0.07402,-0.083272,-0.083272,,,,,,,,,,,51.116,,51.116,,,,51.116,0.456275,0.456275,0.256755,56.271979,56.271979,56.271979,
06/30/2002,144.753,144.353,,,,0.4,-98.944,41.779,,,,4.884,37.718,,,14.563,45.809,-32.569,32.569,,,13.24,,,,,-14.783,,,,,27.388,,,20.513,20.513,,115.662465,0.175796,0.046262,0.046262,116.987521,0.175796,0.046262,0.046262,,,,,,,,,,,54.378,,54.378,,,,54.378,0.464819,0.464819,0.256755,55.237697,55.237697,54.612049,
09/30/2002,146.995,146.857,,,,0.138,-101.997,43.906,,,,2.974,39.287,,,15.83,44.998,-34.136,34.136,,,10.862,,,,,-9.408,,,,,20.399,,,13.602,13.602,,115.80513,0.120282,-0.064767,-0.064767,115.80513,0.120282,-0.064767,-0.064767,,,,,,,,,,,51.041,,51.041,,,,51.041,0.440749,0.440749,0.256755,58.254286,58.254286,58.254286,
12/31/2002,149.949997,149.029007,0.0,0.0,0.0,0.921,-104.293001,59.858002,,,,3.863,40.571999,0.0,,0.0,45.656999,-39.705999,32.570999,0.0,7.135,5.951,0.0,,,,-1.393,,,7.344,,7.102,,0.0,0.227,0.227,,115.005338,0.0,-0.009252,0.055515,115.890509,0.0,-0.009252,0.055515,,,,,,,,,,,43.903999,,43.903999,,,,43.903999,0.37884,0.37884,0.257218,67.896105,67.896105,67.255832,
03/31/2003,145.002,144.8,,,,0.202,-102.853,44.087,,,,5.449,38.395,,,14.922,42.149,-31.33,31.33,,,10.819,,,,,-3.248,,,,,13.441,,,6.494,6.494,,116.399568,0.055515,0.027757,0.027757,117.363638,0.055515,0.027757,0.027757,,,,,,,,,,,49.087,,49.087,,,,49.087,0.418247,0.418247,0.263695,63.047548,63.047548,62.529651,
06/30/2003,144.134,143.94,,,,0.194,-101.106,43.447,,,,5.157,38.117,,,14.385,43.028,-29.595,29.595,,,13.433,,,,,-2.276,,,,,15.484,,-6.25,2.702,2.702,,121.553884,0.018505,0.018505,0.018505,122.604417,0.018505,0.018505,0.018505,,,,,,,,,,,52.422,,52.422,,,,52.422,0.42757,0.42757,0.263695,61.6728,61.6728,61.144357,
09/30/2003,142.17,141.863,,,,0.307,-103.186,43.336,,,,5.526,39.015,,,15.309,38.984,-29.236,27.844,,1.392,9.748,,,,,-10.841,,,,,20.444,,-12.1,1.242,1.242,,125.750615,0.009252,-0.07402,-0.064767,125.750615,0.009252,-0.07402,-0.064767,,,,,,,,,,,52.293,,52.293,,,,52.293,0.415847,0.415847,0.263695,63.411451,63.411451,63.411451,
12/31/2003,151.039,150.674,,,,0.365,-110.316,46.395,,,,4.507,43.431,,,15.983,40.723,-28.255,28.255,,0.0,12.468,,,,,-8.175,,,,,21.035,,-0.921,14.369,14.369,,132.04409,0.120282,0.092524,0.092524,134.248914,0.111029,0.092524,0.092524,,,,,,,,,,,53.816,,53.816,,,,53.816,0.400867,0.400867,0.243982,60.863585,60.863585,59.863238,
03/31/2004,155.269,154.874,,,,0.395,-112.62,48.405,,,,4.754,42.867,,,16.594,42.649,-28.905,28.905,,,13.744,,,,,-2.092,,,,,15.312,,1.562,11.789,11.789,,137.243799,0.064767,0.046262,0.046262,138.291091,0.064767,0.046262,0.046262,,,,,,,,,,,54.77,,54.77,,,,54.77,0.396049,0.396049,0.270634,68.33349,68.33349,68.36772,
06/30/2004,157.816,156.754,,,,1.062,-113.505,48.481,,,,4.627,43.974,,,16.423,44.311,-29.295,29.295,,,15.016,,,,,-14.067,,,,,28.511,,-1.562,21.855,21.855,,137.423211,0.157291,0.055515,0.055515,138.41214,0.157291,0.055515,0.055515,,,,,,,,,,,56.577,,56.577,,,,56.577,0.408757,0.408757,0.270634,66.208906,66.208906,132.320554,
09/30/2004,143.397,142.59,,,,0.807,-104.751,54.22,,,,8.863,41.379,,,0.289,38.646,-35.283,29.78,,5.503,3.363,,,,,-24.282,,,,,27.816,,-1.562,21.16,21.16,,137.457797,0.157291,-0.018505,-0.018505,137.457797,0.157291,-0.018505,-0.018505,,,,,,,,,,,50.67,,50.67,,,,50.67,0.368622,0.368622,0.270634,73.417673,73.417673,73.417673,
12/31/2004,118.534,118.19,0.0,0.0,0.0,0.344,-96.422,37.08,,,,21.085,38.257,0.0,,0.0,22.112,-29.687,35.19,0.0,-5.503,-7.575,0.0,,,,-32.29,,,24.715,,25.513,,-2.605,20.212,20.212,,142.850969,0.138787,-0.092524,-0.092524,142.850969,0.138787,-0.092524,-0.092524,,,,,,,,,,,56.336,,56.336,,,,56.336,0.394369,0.394369,0.270634,68.624521,68.624521,68.05374,
03/31/2005,159.254,158.636,0.0,0.0,0.0,0.618,-71.93,64.93,,,,7.0,49.218,0.0,,0.29,37.816,-32.91,38.572,0.0,-5.662,4.906,0.0,,,,-10.152,,,15.058,,14.941,,0.0,11.099,11.099,,147.060669,0.07402,0.009252,0.009252,148.14795,0.07402,0.009252,0.009252,,,,,,,,,,,57.479,,57.479,,,0.652,58.131,0.387984,0.392385,0.277573,71.542476,70.740053,71.671393,
06/30/2005,157.43,157.391,,,,0.039,-67.489,62.58,,,,4.909,49.089,,,0.29,40.562,-38.852,38.834,,0.018,1.71,,,,,-50.667,,,,,52.441,,0.0,48.599,48.599,,147.150375,0.333088,-0.009252,-0.009252,147.150375,0.333088,-0.009252,-0.009252,,,,,,,,,,,57.557,,57.557,,,0.659,58.216,0.391144,0.395623,0.277573,70.964435,70.161124,70.964435,
09/30/2005,160.034,157.715,0.0,0.0,0.0,2.319,-70.095,48.74,,,,21.355,49.423,0.0,,0.291,40.225,-41.586,41.586,0.0,0.0,-1.361,0.0,,,,-16.158,,,14.797,,15.135,,0.0,11.293,11.293,,147.411928,0.07402,-0.009252,-0.009252,147.411928,0.07402,-0.009252,-0.009252,,,,,,,,,,,,,,,,0.681,,,,0.277573,,,,
12/31/2005,162.027,148.162,0.0,0.0,0.0,13.865,-115.099,17.581,,,,48.769,48.442,0.0,,0.307,46.928,-52.264,43.781,-3.823,12.306,-5.336,0.0,,,,-77.46,,,72.124,,72.649,,0.0,68.805,68.805,,146.853157,0.471874,-0.064767,-0.064767,146.853157,0.471874,-0.064767,-0.064767,,,,,,,,,,,68.454,,68.454,,,,68.454,0.466139,0.466139,0.277573,59.547287,59.547287,60.050983,
03/31/2006,167.61,166.432,0.0,0.0,0.0,1.178,-75.009,68.245,,,,6.764,55.026,0.0,,0.298,37.277,-44.47,44.47,0.0,0.0,-7.193,0.0,,,12.007,-18.54,,,11.347,0.533,12.007,-3.842,0.0,8.165,8.165,,144.382457,0.055515,-0.07402,-0.07402,144.382457,0.055515,-0.07402,-0.07402,,57.397,0.0,1.326,0.0,0.0,-6.866,0.0,0.931,0.0,61.486,0.0,61.486,,-4.715,0.689,57.46,0.384906,0.359703,0.289139,75.119234,80.382549,68.295222,
06/30/2006,165.921,165.197,0.0,0.0,0.0,0.724,-70.777,63.94,,,,6.837,55.399,0.0,,0.301,39.444,-46.43,46.43,0.0,0.0,-6.986,0.0,,,32.186,-38.545,,,31.559,1.844,32.184,-3.843,0.0,28.342,28.342,,144.476486,0.194301,-0.07402,-0.07402,144.476486,0.194301,-0.07402,-0.07402,,49.871,0.0,9.12,-33.482,0.0,-26.958,0.0,0.0,0.0,28.738,0.0,28.738,,-7.08,0.712,22.37,0.179733,0.139906,0.289139,160.871494,206.666294,145.360672,
09/30/2006,171.64,170.393,0.0,0.0,0.0,1.247,-73.632,44.75,,,,28.882,58.287,0.0,,0.308,39.413,-47.068,47.068,,0.0,-7.655,0.0,,,59.352,-66.245,,,58.59,3.508,59.352,-3.842,0.0,55.51,55.51,,144.515395,0.388602,-0.07402,-0.07402,144.515395,0.388602,-0.07402,-0.07402,,57.47,0.0,4.378,,0.0,-61.564,0.0,,0.0,59.302,0.0,59.302,,-9.938,0.816,50.18,0.370475,0.313487,0.289139,78.045428,92.232961,70.461367,
12/31/2006,181.194,180.757,0.0,0.0,0.0,0.437,-80.636,52.665,,,,27.971,64.54,0.0,,0.331,35.687,-44.316,44.316,0.0,0.0,-8.629,0.0,,,25.709,-33.654,,,25.025,1.475,25.709,-3.842,0.0,21.867,21.867,,144.752089,0.148039,-0.083272,-0.083272,144.752089,0.148039,-0.083272,-0.083272,,63.782,0.0,,,0.0,-24.624,0.0,0.931,0.0,63.431,,63.431,,-2.996,0.758,61.193,0.393845,0.379949,0.289139,73.414419,76.09939,65.982623,
03/31/2007,126.418,121.406,0.0,0.0,0.0,5.012,-55.434,45.542,,,,9.892,45.192,0.0,,0.311,25.481,-39.726,39.726,0.0,0.0,-14.245,0.0,,,31.832,-45.073,,,30.828,1.696,31.832,-3.842,0.0,27.99,27.99,,145.378951,0.194301,-0.120282,-0.120282,145.378951,0.194301,-0.120282,-0.120282,,44.47,0.153,19.69,0.0,0.0,-32.707,-4.35,,0.0,56.942,0.0,56.942,,-7.562,0.853,50.233,0.353054,0.311457,0.289139,81.896381,92.834267,78.745039,
06/30/2007,127.235,123.689,0.0,0.0,0.0,3.546,-53.802,44.132,,,,9.67,48.532,0.0,,0.314,24.587,-38.23,38.23,0.0,0.0,-13.643,0.0,,,6.697,-19.273,,,5.63,0.001,6.696,-3.624,0.0,0.811,0.811,,145.612403,0.009252,-0.120282,-0.120282,145.612403,0.009252,-0.120282,-0.120282,,84.007,0.682,8.677,-2.762,0.0,-32.707,4.35,0.0,0.0,65.321,0.0,65.321,,-10.842,0.802,55.281,0.40805,0.345331,0.305331,74.826809,88.416671,68.063731,
09/30/2007,134.487,128.192,0.0,0.0,0.0,6.295,-56.155,44.002,,,,12.153,48.94,0.0,,0.321,29.071,-42.505,42.17,0.335,0.0,-13.434,0.0,,,78.829,-91.359,,,77.925,-0.587,78.829,-3.259,0.0,75.569,75.569,,144.668868,0.518137,-0.111029,-0.111029,144.668868,0.518137,-0.111029,-0.111029,,65.762,,,,0.0,-72.059,0.0,0.0,0.003,68.689,0.0,68.689,,-13.63,0.712,55.771,0.43381,0.352226,0.305331,70.383409,86.68602,64.306978,
12/31/2007,127.693,125.128,0.0,0.0,0.0,2.565,-55.214,43.304,,,,11.91,51.755,0.0,,0.496,20.228,71.271,41.65,0.72,-113.641,91.499,0.0,,,103.99,-17.321,,,108.82,5.783,103.99,-3.184,0.0,100.805,100.805,,155.614089,0.647671,0.536642,0.564399,155.614089,0.647671,0.536642,0.564399,,64.183,0.807,-64.79,-32.516,0.0,-40.201,0.0,2.793,0.0,57.397,,57.397,,-21.324,0.841,36.914,0.333236,0.214316,0.305331,91.625782,142.467492,82.78086,
03/31/2008,131.083,125.565,0.0,0.0,0.0,5.518,-55.276,45.507,,,,9.769,53.364,0.0,,1.004,21.439,-35.791,35.791,0.0,0.0,-14.352,0.0,,,725.259,-738.544,,,724.192,-1.126,725.259,-3.209,0.0,722.05,722.05,,142.303005,5.070337,-0.120282,-0.120282,142.303005,5.070337,-0.120282,-0.120282,,102.344,,,-767.146,,,-1.265,,1.194,56.051,0.0,56.051,,-5.81,,50.241,0.36011,0.322782,0.305331,84.788175,94.5933,76.021837,
