Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,2072.6,2072.6,,,,0.0,-1687.3,548.8,548.8,,1138.5,385.3,-14.9,28.8,38.9,-10.1,,1.6,-13.9,370.4,-93.7,278.3,0.0,0.0,0.0,278.3,-16.4,261.9,-2.9,0.0,259.0,259.0,0.0,448.3,0.58,0.58,0.58,523.2,0.5,0.5,0.5,
03/31/2012,1506.8,1506.8,,,,0.0,-1546.2,441.3,441.3,,1104.9,-39.4,-25.9,24.6,32.6,-8.0,,0.4,1.3,-65.3,19.2,-45.7,0.0,0.0,0.0,-45.7,2.7,-43.0,-2.9,0.0,-45.9,-43.69,2.21,437.6,-0.1,-0.1,-0.09984,437.6,-0.1,-0.1,-0.09984,
06/30/2012,1715.7,1715.7,,,,0.0,-1539.3,450.4,450.4,,1088.9,176.4,-21.3,26.0,32.7,-6.7,,0.5,-4.7,155.1,-50.1,105.5,0.0,0.0,0.0,105.5,-3.6,101.9,-2.9,0.0,99.0,97.96,-1.04,437.4,0.23,0.23,0.22396,477.7,0.22,0.22,0.217823,
09/30/2012,1670.4,1670.4,,,,0.0,-1539.0,474.7,474.7,,1064.3,131.4,-23.2,24.9,31.6,-6.7,,1.4,-1.7,108.2,-41.9,67.7,0.0,0.0,0.0,67.7,3.9,71.6,-2.9,0.0,68.7,70.91,2.21,431.3,0.16,0.16,0.16441,456.1,0.15,0.15,0.154845,
12/31/2012,2063.3,2063.3,,,,0.0,-1653.4,519.6,519.6,,1133.8,409.9,66.9,28.5,36.6,-8.1,,0.8,-95.4,476.8,-140.5,337.1,0.0,0.0,0.0,337.1,-20.9,316.2,-2.9,0.0,313.3,252.46,-60.84,423.7,0.74,0.74,0.595846,466.0,0.68,0.68,0.549442,
03/31/2013,1543.0,1543.0,,,,0.0,-1585.4,453.3,453.3,,1132.1,-42.4,-28.6,30.4,36.8,-6.4,,0.1,-1.8,-71.0,12.4,-58.5,0.0,0.0,0.0,-58.5,2.2,-56.3,-2.9,0.0,-59.2,-60.63,-1.43,414.2,-0.14,-0.14,-0.146379,414.2,-0.14,-0.14,-0.146379,
06/30/2013,1756.2,1756.2,,,,0.0,-1581.4,461.2,461.2,,1120.2,174.8,-26.9,31.7,37.5,-5.8,,0.2,-4.8,147.9,-62.0,86.1,0.0,0.0,0.0,86.1,-3.3,82.8,-2.9,0.0,79.9,79.575,-0.325,425.1,0.19,0.19,0.187191,448.3,0.18,0.18,0.179275,
09/30/2013,1700.4,1700.4,,,,0.0,-1558.9,465.3,465.3,,1093.6,141.5,-64.5,17.9,23.7,-5.8,,0.6,46.6,77.0,-28.4,49.2,0.0,0.0,0.0,49.2,-0.9,48.3,-2.9,0.0,45.4,74.22,28.82,419.7,0.11,0.11,0.176841,426.1,0.11,0.11,0.176841,
12/31/2013,2122.7,2122.7,,,,0.0,-1798.3,538.1,538.1,,1260.2,324.4,-10.3,18.0,24.7,-6.7,,1.2,-7.7,314.1,-103.2,212.1,0.0,0.0,0.0,212.1,-19.0,193.1,0.0,0.0,193.1,244.26,51.16,425.1,0.45,0.45,0.574594,435.2,0.44,0.44,0.557555,
03/31/2014,1637.5,1637.5,,,,0.0,-1649.2,460.6,460.6,,1188.6,-11.7,-12.3,14.0,20.2,-6.2,,-0.1,-1.7,-24.0,1.7,-22.4,0.0,0.0,0.0,-22.4,1.5,-20.9,0.0,0.0,-20.9,-21.42,-0.52,422.8,-0.05,-0.05,-0.050662,422.8,-0.05,-0.05,-0.05123,
06/30/2014,1851.4,1851.4,,,,0.0,-1655.6,485.4,485.4,,1170.2,195.8,-27.2,16.0,22.6,-6.6,,0.4,11.2,168.6,-65.3,103.7,0.0,0.0,0.0,103.7,-4.3,99.4,0.0,0.0,99.4,105.805,6.405,421.1,0.24,0.24,0.251259,428.1,0.23,0.23,0.244961,
09/30/2014,1841.1,1841.1,,,,0.0,-1669.8,474.6,474.6,,1195.2,171.3,-13.8,13.2,20.7,-7.5,,0.3,0.6,157.5,-65.0,92.8,0.0,0.0,0.0,92.8,-3.1,89.7,0.0,0.0,89.7,89.635,-0.065,419.2,0.21,0.21,0.213824,426.4,0.21,0.21,0.209848,
12/31/2014,2207.1,2207.1,,,,0.0,-1774.1,507.6,507.6,,1266.5,433.0,-14.4,14.3,21.4,-7.1,,0.6,0.1,418.6,-87.9,331.3,0.0,0.0,0.0,331.3,-22.4,308.9,0.0,0.0,308.9,241.69,-67.21,413.7,0.75,0.75,0.584216,421.2,0.73,0.73,0.570432,
03/31/2015,1676.0,1676.0,,,,0.0,-1668.2,453.0,453.0,,1215.2,7.8,-13.4,13.7,20.9,-7.2,,0.0,-0.3,-5.6,1.4,-4.2,0.0,0.0,0.0,-4.2,2.4,-1.8,0.0,0.0,-1.8,-1.735,0.065,411.1,0.0,0.0,-0.00422,411.1,0.0,0.0,-0.00422,
06/30/2015,1876.1,1876.1,,,,0.0,-1660.3,455.1,455.1,,1205.2,215.8,-14.8,15.3,20.3,-5.0,,0.5,-0.5,201.0,-77.7,123.8,0.0,0.0,0.0,123.8,-2.6,121.2,0.0,0.0,121.2,121.265,0.065,410.5,0.3,0.3,0.295408,417.6,0.29,0.29,0.290156,
09/30/2015,1865.5,1865.5,,,,0.0,-1673.6,471.4,471.4,,1202.2,191.9,-52.9,15.7,21.3,-5.6,,0.1,37.2,139.0,-61.1,78.0,0.0,0.0,0.0,78.0,-3.1,74.9,0.0,0.0,74.9,110.2,35.3,407.6,0.18,0.18,0.270363,415.5,0.18,0.18,0.264958,
12/31/2015,2196.2,2196.2,,,,0.0,-1739.8,504.7,504.7,,1235.1,456.4,-28.6,18.3,23.3,-5.0,,0.5,10.3,427.8,-145.4,282.9,0.0,0.0,0.0,282.9,-22.6,260.3,0.0,0.0,260.3,272.1,11.8,403.4,0.65,0.65,0.674517,412.3,0.63,0.63,0.65862,
03/31/2016,1742.0,1742.0,,,,0.0,-1719.0,450.2,450.2,,1268.8,23.0,-36.0,16.8,22.6,-5.8,,0.1,19.2,-13.0,15.6,2.7,0.0,0.0,0.0,2.7,2.7,5.4,0.0,0.0,5.4,1.6,-3.8,400.6,0.01,0.01,0.003994,409.3,0.01,0.01,0.000716,
06/30/2016,1917.9,1917.9,,,,0.0,-1693.6,464.1,464.1,,1229.5,224.3,-18.5,18.9,24.5,-5.6,,-1.9,-0.4,205.8,-43.7,160.2,0.0,0.0,0.0,160.2,-3.3,156.9,0.0,0.0,156.9,137.2,-19.7,400.1,0.39,0.39,0.342914,409.8,0.38,0.38,0.331928,
09/30/2016,1922.2,1922.2,,,,0.0,-1714.2,486.2,486.2,,1228.0,208.0,-11.7,17.0,21.7,-4.7,,0.2,-5.3,196.3,-63.8,132.7,0.0,0.0,0.0,132.7,-4.1,128.6,0.0,0.0,128.6,124.4,-4.2,397.7,0.32,0.32,0.312799,407.9,0.32,0.32,0.309703,
12/31/2016,2264.5,2264.5,,,,0.0,-1779.4,470.0,470.0,,1309.4,485.1,-44.0,17.8,21.8,-4.0,,1.9,26.2,441.1,-106.1,336.9,0.0,0.0,0.0,336.9,-19.3,317.6,0.0,0.0,317.6,303.6,-14.0,393.5,0.81,0.81,0.771537,405.2,0.78,0.78,0.745449,
03/31/2017,2063.8,1675.3,388.5,,,0.0,-2029.1,35.2,35.2,41.0,1952.9,34.7,-14.9,15.7,20.9,-5.2,,1.2,-0.8,19.8,0.3,21.3,0.0,0.0,0.0,21.3,3.4,24.7,0.0,0.0,24.7,24.115,-0.585,391.7,0.06,0.06,0.061565,399.3,0.06,0.06,0.058535,
06/30/2017,2185.8,1834.6,351.2,,,0.0,-1960.1,20.3,20.3,41.3,1898.5,225.7,-36.4,21.0,25.7,-4.7,,-0.1,15.4,189.3,-81.6,107.6,0.0,0.0,0.0,107.6,0.1,107.7,0.0,0.0,107.7,120.8,13.1,392.3,0.27,0.27,0.307928,400.3,0.27,0.27,0.302725,
09/30/2017,2208.2,1832.5,375.7,,,0.0,-1953.2,13.6,13.6,42.2,1897.4,255.0,-26.8,16.9,21.0,-4.1,,-1.0,9.9,228.2,-54.9,172.3,0.0,0.0,0.0,172.3,-2.6,169.7,0.0,0.0,169.7,145.5,-24.2,389.5,0.44,0.44,0.373556,397.2,0.43,0.43,0.369074,
12/31/2017,2589.8,2131.1,458.7,,,0.0,-2166.8,49.4,49.4,32.6,2084.8,423.0,-19.5,17.8,23.2,-5.4,,0.8,1.7,403.5,-135.1,269.2,0.0,0.0,0.0,269.2,-16.9,252.3,0.0,0.0,252.3,245.0,-7.3,385.1,0.66,0.66,0.636198,393.2,0.64,0.64,0.621434,
03/31/2018,2169.1,1774.0,395.1,,,0.0,-2130.3,35.1,35.1,46.0,2049.2,38.8,-40.3,15.9,19.9,-4.0,,-1.9,24.4,-1.5,-12.7,-16.1,0.0,0.0,0.0,-16.1,2.0,-14.1,0.0,0.0,-14.1,9.9,24.0,383.4,-0.04,-0.04,0.025822,383.4,-0.04,-0.04,0.022598,
06/30/2018,2391.8,1948.2,443.6,,,0.0,-2142.6,28.8,28.8,44.0,2069.8,249.2,-37.7,21.4,26.1,-4.7,,-0.1,16.3,211.5,-63.6,147.8,0.0,0.0,0.0,147.8,-2.0,145.8,0.0,0.0,145.8,165.6,19.8,383.6,0.38,0.38,0.4317,389.5,0.37,0.37,0.420834,
09/30/2018,2297.5,1895.7,401.8,,,0.0,-2035.8,21.6,21.6,44.0,1970.2,261.7,-37.6,22.3,27.6,-5.3,,0.1,15.3,224.1,-60.7,163.5,0.0,0.0,0.0,163.5,-2.5,161.0,0.0,0.0,161.0,184.5,23.5,382.6,0.42,0.42,0.482227,388.4,0.41,0.41,0.470505,
12/31/2018,2856.0,2413.7,442.3,,,0.0,-2396.9,81.0,81.0,68.9,2247.0,459.1,-55.2,41.6,49.4,-7.8,,0.8,13.6,403.9,-62.2,342.5,0.0,0.0,0.0,342.5,-16.3,326.2,0.0,0.0,326.2,330.6,4.4,383.4,0.85,0.85,0.862285,390.3,0.84,0.84,0.851273,
03/31/2019,2361.2,2004.8,356.4,,,0.0,-2311.0,41.4,41.4,71.1,2198.5,50.2,-48.9,42.0,49.8,-7.8,,-0.3,6.9,1.3,-10.5,-9.5,0.0,0.0,0.0,-9.5,1.5,-8.0,0.0,0.0,-8.0,24.8,32.8,384.5,-0.02,-0.02,0.064499,384.5,-0.02,-0.02,0.064499,
06/30/2019,2520.2,2125.9,394.3,,,0.0,-2256.0,18.1,18.1,73.0,2164.9,264.2,-47.7,43.9,51.6,-7.7,,-0.1,3.8,216.5,-43.6,172.8,0.0,0.0,0.0,172.8,-3.3,169.5,0.0,0.0,169.5,163.359,-6.141,386.2,0.44,0.44,0.422991,391.2,0.43,0.43,0.414302,
09/30/2019,2438.1,2061.4,376.7,,,0.0,-2157.8,9.8,9.8,69.0,2079.0,280.3,-47.6,40.2,49.7,-9.5,,0.3,7.4,232.7,-64.6,168.4,0.0,0.0,0.0,168.4,-2.8,165.6,0.0,0.0,165.6,173.3,7.7,386.7,0.43,0.43,0.448151,391.8,0.42,0.42,0.439653,
12/31/2019,2901.8,2433.0,468.8,,,0.0,-2410.5,24.5,24.5,65.4,2320.6,491.3,-63.5,38.7,48.2,-9.5,,0.5,24.8,427.8,-86.1,342.2,0.0,0.0,0.0,342.2,-13.3,328.9,0.0,0.0,328.9,327.2,-1.7,386.9,0.85,0.85,0.845697,393.3,0.84,0.84,0.835678,
03/31/2020,2359.8,1972.1,387.7,,,0.0,-2283.9,22.4,22.4,72.8,2188.7,75.9,-55.9,34.1,44.8,-10.7,,-0.2,21.8,20.0,-17.2,2.6,0.0,0.0,0.0,2.6,2.1,4.7,0.0,0.0,4.7,27.1,22.4,387.7,0.01,0.01,0.069899,391.7,0.01,0.01,0.067187,
06/30/2020,2025.7,1853.4,172.3,,,0.0,-1985.2,4.1,4.1,73.1,1908.0,40.5,-65.4,43.9,49.8,-5.9,,0.0,21.5,-24.9,-19.0,-43.9,0.0,0.0,0.0,-43.9,-1.7,-45.6,0.0,0.0,-45.6,71.5,117.1,389.4,-0.12,-0.12,0.183616,389.4,-0.12,-0.12,0.180719,
09/30/2020,1885.833,,,,,,,,,,,206.5,,,,,,,,158.0,,85.0,,,,,,85.0,,,85.0,133.2,,,0.27,0.27,0.316,,0.27,0.27,0.316,
12/31/2020,2253.833,,,,,,,,,,,422.75,,,,,,,,376.667,,230.0,,,,,,230.0,,,230.0,287.4,,,0.655,0.655,0.715,,0.655,0.655,0.715,
