Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2001,-54.863998,19.854,139.962997,-4.869,,,-4.869,-209.811996,,,,-209.811996,,-106.737,-122.826992,56.532001,,,-179.358994,,,0.0,0.0,0.0,,,,,16.089993,161.013993,-9.058,167.415993,2.656,2.656,0.0,0.0,,-0.587,,,
09/30/2001,266.015015,-5.506,185.485992,-5.29,,,-5.29,91.324997,,,,91.324997,,-58.805,-72.933998,39.433998,,,-112.367996,,,0.0,0.0,0.0,,,,,14.128998,-162.298998,-9.081,-155.968998,2.751,2.751,0.0,0.0,,44.910999,,,
12/31/2001,122.501999,0.211,72.650002,88.264,,,88.264,-38.623001,,,,-38.623001,,-60.173,330.695,445.362,,,-114.667,,,0.0,0.0,0.0,,,,,-390.868,-76.209003,-9.101,-69.766003,2.658,2.658,0.0,0.0,,-13.88,,,
03/31/2002,225.190994,-2.046,132.951996,34.209,,,34.209,60.076,,,,60.076,,-74.458,-87.839005,37.529999,,,-125.369003,,,0.0,0.0,0.0,,,,,13.381004,-186.720999,-9.149,-198.681999,21.110001,21.110001,0.0,0.0,,-35.987999,,,
06/30/2002,103.823997,29.511999,139.432999,15.502,,,15.502,-80.623001,,,,-80.623001,,-99.844002,-115.036991,39.615002,,,-154.651993,,,0.0,0.0,0.0,,,,,15.192989,5.416998,-9.305,4.822998,9.899,9.899,0.0,0.0,,9.397,,,
09/30/2002,147.350998,33.785,140.052002,7.304,,,7.304,-33.790001,,,,-33.790001,,-115.206001,-132.819994,30.315001,,,-163.134995,,,0.0,0.0,0.0,,,,,17.613993,-27.163999,-9.327,-21.359999,3.523,3.523,0.0,0.0,,4.981,,,
12/31/2002,156.421005,32.415001,148.766998,-38.993,,,-38.993,14.232,,,,14.232,,-87.400002,-111.920006,45.224998,,,-157.145004,,,0.0,0.0,0.0,,,,,24.520004,-61.040001,-9.356,-52.324001,0.64,0.64,0.0,0.0,,7.981,,,
03/31/2003,144.947998,19.771,140.343002,6.734,,,6.734,-21.9,,,,-21.9,,-80.043999,-96.439003,39.984001,,,-136.423004,,,0.0,0.0,0.0,,,,,16.395004,-57.588,-9.385,-51.17,2.967,2.967,0.0,0.0,,7.316,,,
06/30/2003,234.713,34.682,143.478,8.268,,13.267,-4.999,48.285,-3.546,4.379,,47.452,,-174.431,-193.373,55.156,,,-248.529,,,,,,,,,,18.942,-54.589,-9.43,-57.012,11.853,11.853,,,,5.693,,,
09/30/2003,225.084,37.553001,171.014999,16.58,,,16.58,-0.064,,,,-0.064,,-91.473,-105.283993,57.034,,,-162.317993,,,0.0,0.0,0.0,,,,,13.810993,-153.471997,-9.536,-159.900997,15.965,15.965,0.0,0.0,,-19.861,,,
12/31/2003,170.156998,39.43,169.977005,7.107,,,7.107,-46.356998,,,,-46.356998,,-159.768005,-79.193001,70.713997,,,-149.906998,,,0.0,0.0,0.0,,,,,-80.575005,32.852999,-9.633,30.264999,12.221,15.791,-3.57,0.0,,43.242001,,,
03/31/2004,196.066,35.041,175.082,10.818,,17.509,-6.691,-24.875,-14.946,-0.334,,-9.595,,-199.466,-65.579,78.12,,,-143.699,,,0.0,0.0,0.0,,,,,-133.887,-20.792,-9.794,-15.764,4.766,42.442,-37.676,0.0,,-24.192,,,
06/30/2004,199.183,63.645,153.221,22.483,,33.129,-10.646,-40.166,15.607,0.537,,-56.31,,-234.025,-250.301,115.771,,,-366.072,,,,,,,,,,16.276,0.13,-9.619,49.653,-39.904,8.999,-48.903,,,-34.712,,,
09/30/2004,261.281006,54.282001,178.063004,25.353001,,31.879999,-6.526998,3.583,-67.927002,-1.919,,73.429002,,-61.207001,-76.516983,183.451004,,,-259.967987,,,0.0,0.0,0.0,,,,,15.309982,-203.402998,-9.673,-179.617996,-14.112002,23.844999,-37.957001,0.0,,-3.329,,,
12/31/2004,210.319,62.641,159.958,-39.833,,-72.703,32.87,27.55,-3.766,-2.421,,33.737,,-225.415,-249.715,72.704,,,-322.419,,,0.0,0.0,0.0,,,,,24.3,37.673,-9.645,49.983,-12.033,12.457,-24.49,9.368,,22.577,,,
03/31/2005,-22.603,41.489,182.819,-8.589,,1.237,-9.826,-238.322,31.876,-3.434,-29.068,-237.696,,-359.219,-364.018,78.389,,,-442.407,,,0.0,0.0,0.0,,,,,4.799,365.078,-10.286,385.553,-9.275,12.156,-21.431,-0.914,,-16.744,238.781,12.685,
06/30/2005,187.444,63.298,188.684,-16.565,,-4.795,-11.77,-47.973,-28.337,1.476,,-21.112,,-226.358,-244.797,92.199,,,-336.996,,,0.0,0.0,0.0,,,,,18.439,41.997,-10.265,60.054,-7.014,3.934,-10.948,-0.778,,3.083,46.419,40.54,
09/30/2005,306.002,63.341,188.631,0.074,,10.876,-10.802,53.956,-80.452,0.616,,133.792,,-228.507,-244.435,81.985,,,-326.42,,,0.0,0.0,0.0,,,,,15.928,-24.268,-10.263,-6.861,-3.675,4.555,-8.23,-3.469,,53.227,-1.714,8.494,
12/31/2005,309.984,58.801,198.479,-42.66,,-32.228,-10.432,95.364,-5.637,0.584,,100.417,,-171.375,-213.605,80.143,,,-293.748,,,0.0,0.0,0.0,,,,,42.23,-150.419,-10.115,-32.284,-104.064,7.653,-111.717,-3.956,,-11.81,6.13,53.518,
03/31/2006,117.239,47.582,178.554,6.504,,14.835,-8.331,-115.401,15.519,-1.689,15.912,-145.143,,-225.063,-221.006,89.008,,,-310.014,,,0.0,0.0,0.0,,,,,-4.057,54.718,-10.973,112.301,-47.403,18.458,-65.861,0.793,,-53.106,99.897,12.435,
06/30/2006,181.105,70.279,186.301,19.318,,28.294,-8.976,-94.793,-61.4,-2.033,,-31.36,,-381.265,-375.467,90.647,,,-466.114,,,0.0,0.0,0.0,,,,,-5.798,207.184,-11.115,181.394,35.529,35.529,0.0,1.376,,7.024,14.809,51.414,
09/30/2006,313.26,65.277,196.545,19.224,,26.012,-6.788,32.214,-49.42,1.535,,80.099,,-187.237,-318.219,77.214,,,-395.433,,,0.0,0.0,0.0,,,,,130.982,63.001,-10.992,141.252,-67.882,7.788,-75.67,0.623,,189.024,12.038,11.785,
12/31/2006,241.983,65.821,195.994,-0.529,,7.094,-7.623,-19.303,36.995,2.7,,-58.998,,-545.985,-447.718,75.785,,,-523.503,,,0.0,0.0,0.0,,,,,-98.267,160.972,-10.877,185.743,-8.775,8.744,-17.519,-5.119,,-143.03,18.652,62.803,
03/31/2007,253.193,51.259,202.838,8.635,,19.258,-10.623,-9.539,-31.569,1.639,46.322,-25.931,,-338.48,-393.058,94.323,,,-487.381,,,0.0,0.0,0.0,,,,,54.578,50.251,-12.783,51.152,11.712,20.748,-9.036,0.17,,-35.036,10.816,11.899,
06/30/2007,252.022,65.123,198.474,16.586,,23.804,-7.218,-28.161,8.796,1.147,,-38.104,,-150.832,-146.766,251.145,,,-397.911,,,0.0,0.0,0.0,,,,,-4.066,-84.824,-12.837,0.485,-75.058,12.321,-87.379,2.586,,16.366,8.628,63.178,
09/30/2007,332.111,65.533,200.799,6.525,,10.492,-3.967,59.254,19.985,-0.962,,40.231,,-127.051,-106.804,101.449,,,-208.253,,,0.0,0.0,0.0,,,,,-20.247,-208.798,-12.347,-97.964,-101.584,11.019,-112.603,3.097,,-3.738,27.287,19.482,
12/31/2007,265.613,71.946,211.9,6.768,,10.842,-4.074,-25.001,60.757,-0.415,,-85.343,,-206.856,-223.691,0.0,,,-223.691,,,0.0,0.0,0.0,,,,,16.835,-48.529,-12.185,-39.423,1.629,1.629,0.0,1.45,,10.228,11.26,59.702,
03/31/2008,300.252,56.082,210.359,19.933,,28.132,-8.199,13.878,74.183,-0.13,-41.826,-18.349,,-249.703,-198.83,74.983,,,-273.813,,,0.0,0.0,0.0,,,,,-50.873,-52.387,-13.414,13.547,-56.178,37.573,-93.751,3.658,,-1.838,7.498,18.026,
06/30/2008,222.218,62.946,204.851,39.903,,38.054,1.849,-85.482,-45.712,-2.679,,-37.091,,-336.265,-267.331,67.902,,,-335.233,,,0.0,0.0,0.0,,,,,-68.934,106.855,-13.124,201.805,-81.964,17.037,-99.001,0.138,,-7.192,10.322,51.222,
09/30/2008,359.575,70.207,219.563,28.207,13.994,33.666,-19.453,41.598,39.677,4.424,-48.063,45.56,,-219.861,-209.947,69.343,,0.0,-279.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.736,-12.901,0.0,-57.835,5.545,-63.38,0.0,,2.975,4.096,23.626,
12/31/2008,258.045,10.6,212.326,-12.434,18.227,29.377,-60.038,47.553,114.288,8.92,-67.317,-8.338,,-296.961,-290.075,49.167,,0.0,-339.242,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.886,294.617,-12.799,0.0,307.416,307.416,0.0,0.0,,-105.541,4.226,48.532,
03/31/2009,253.795,6.838,230.582,6.447,4.771,5.079,-3.403,20.356,59.399,0.501,-6.803,-32.741,-2.748,-257.619,-206.056,45.936,45.936,0.0,-251.992,-251.992,0.0,0.0,0.0,0.0,-85.454,0.0,-85.454,0.0,32.676,-23.419,-12.858,-9.212,1.399,1.399,0.0,0.0,-1.488,-28.731,4.007,35.311,
06/30/2009,238.636,22.888,233.252,11.686,3.297,10.752,-2.363,-28.023,-16.636,0.351,-18.012,6.274,-0.525,-66.292,-85.81,53.444,53.444,0.0,-139.254,-139.254,0.0,0.0,0.0,0.0,-0.045,0.0,-0.045,0.0,16.995,-162.466,-12.875,-140.408,1.846,1.846,0.0,-10.504,3.073,12.951,0.045,41.414,
09/30/2009,255.578,23.971,232.169,23.191,4.463,22.054,-3.326,-27.371,-54.445,0.036,10.493,16.545,-4.227,-40.257,-65.95,51.39,51.39,0.0,-117.34,-117.34,0.0,0.0,0.0,0.0,-0.199,0.0,-0.199,0.0,16.048,-208.498,-14.019,-192.912,2.679,2.679,0.0,-0.019,-0.334,6.489,3.917,30.8,
12/31/2009,211.21,8.248,226.514,55.471,3.873,54.798,-3.2,-89.435,31.16,-1.975,29.892,-148.512,-1.336,-67.773,-78.501,64.866,64.866,0.0,-143.367,-143.367,0.0,0.0,0.0,0.0,-3.175,0.0,-3.175,0.0,10.861,-156.469,-13.582,-26.908,-113.988,2.293,-116.281,-0.655,0.543,-12.489,-23.421,37.473,
03/31/2010,266.296,12.373,221.271,-11.647,3.941,-11.07,-4.518,48.999,-0.41,-0.423,0.311,49.521,0.949,-134.052,-151.142,48.959,48.959,0.0,-200.101,-200.101,0.0,0.0,0.0,0.0,-2.409,0.0,-2.409,0.0,18.367,-113.946,-13.384,-78.671,-22.782,2.292,-25.074,-0.058,-1.696,16.602,-11.119,26.686,
06/30/2010,259.223,29.841,216.062,-14.435,4.076,-11.924,-6.587,27.473,-30.33,-0.746,17.63,40.919,-3.918,-272.962,-289.806,54.482,54.482,0.0,-344.288,-344.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.432,8.953,-13.17,53.548,-27.409,5.182,-32.591,-0.098,-1.927,-6.713,2.058,37.202,
09/30/2010,272.633,38.835,217.926,41.844,4.186,44.562,-6.904,-26.477,1.373,-1.963,-8.607,-17.28,0.028,-255.759,-258.121,58.392,58.392,0.0,-316.513,-316.513,0.0,0.0,0.0,0.0,-4.38,0.0,-4.38,0.0,6.662,6.044,-14.049,52.074,-29.97,4.291,-34.261,-2.039,3.364,26.282,2.459,25.129,
12/31/2010,220.606,37.121,219.482,13.151,4.34,19.529,-10.718,-50.223,11.347,-4.376,-2.428,-54.766,-0.391,-318.014,-136.336,72.854,72.854,0.0,-209.19,-209.19,0.0,0.0,0.0,0.0,-205.108,0.0,-205.108,0.0,23.377,173.783,-13.871,213.489,-25.357,6.017,-31.374,-0.087,1.982,78.357,11.508,31.167,
03/31/2011,216.516,25.125,213.661,4.537,4.105,12.781,-12.349,-26.491,-51.09,-3.75,31.408,-3.059,0.011,-311.267,-242.038,71.18,71.18,0.0,-313.218,-313.218,0.0,0.0,0.0,0.0,-83.776,0.0,-83.776,0.0,14.547,36.983,-13.945,58.915,-6.266,5.77,-12.036,-1.732,0.355,-57.413,5.11,31.429,
06/30/2011,254.674,40.033,225.9,15.919,4.235,27.342,-15.658,-27.504,-33.318,-0.967,-9.887,16.668,0.016,-679.228,-432.581,71.578,71.578,0.0,-504.159,-504.159,0.0,0.0,0.0,0.0,-264.808,0.0,-264.808,0.0,18.161,396.533,-13.88,429.572,-14.126,15.885,-30.011,-5.049,2.537,-25.484,2.192,30.073,
09/30/2011,310.203,56.524,233.671,14.058,4.297,28.031,-18.27,4.848,-20.112,-0.152,-1.234,26.346,-0.17,-263.943,-266.592,81.166,81.166,0.0,-347.758,-347.758,0.0,0.0,0.0,0.0,-13.6,0.0,-13.6,0.0,16.249,-61.521,-14.864,-42.007,-3.245,6.133,-9.378,-1.235,0.891,-14.37,10.373,37.545,
12/31/2011,260.063,48.095,238.958,10.046,4.786,21.862,-16.602,-37.015,12.5,-1.285,4.37,-52.6,0.003,-402.734,-457.137,76.317,76.317,0.0,-533.454,-533.454,0.0,0.0,0.0,0.0,0.263,0.0,0.263,0.0,54.14,132.067,-14.815,147.384,-0.983,7.281,-8.264,0.478,-0.61,-11.214,3.866,27.869,
03/31/2012,185.343,34.321,235.709,-3.198,4.437,14.356,-21.991,-81.111,-26.52,-1.166,9.448,-62.873,0.0,-365.769,-376.73,94.239,94.239,0.0,-470.969,-470.969,0.0,0.0,0.0,0.0,-2.076,0.0,-2.076,0.0,13.037,187.799,-14.853,202.838,2.025,13.945,-11.92,-2.211,1.676,9.049,4.183,37.325,
06/30/2012,284.404,46.723,249.245,5.188,4.648,23.086,-22.546,-15.455,-2.599,3.308,-20.609,4.445,0.0,-459.278,-627.967,105.049,105.049,0.0,-733.016,-733.016,0.0,0.0,0.0,0.0,-0.35,0.0,-0.35,0.0,169.039,134.247,-14.803,157.773,-8.576,2.794,-11.37,-0.147,-0.435,-41.062,,,
09/30/2012,295.086,75.091,250.587,11.703,5.101,29.749,-23.147,-31.097,16.808,-2.978,9.334,-54.261,,-363.029,-380.18,110.657,110.657,0.0,-490.837,-490.837,0.0,0.0,0.0,0.0,-1.354,0.0,-1.354,0.0,18.505,90.78,-15.802,109.617,-0.88,2.75,-3.63,-2.155,0.291,23.128,,,
12/31/2012,369.291,53.844,253.345,3.165,4.678,19.911,-21.424,55.144,19.418,1.565,-20.976,55.137,-3.18,-316.197,-205.384,233.029,233.029,0.0,-438.413,-438.413,0.0,0.0,0.0,0.0,-1.333,0.0,-1.333,0.0,-109.48,-82.201,-15.808,-73.139,10.28,,,-0.354,-0.188,-29.295,1.371,21.589,
03/31/2013,248.202,39.924,244.973,0.196,4.609,18.593,-23.006,-37.043,-8.677,0.902,36.405,-65.673,,-295.934,-306.713,113.341,113.341,0.0,-420.054,-420.054,0.0,0.0,0.0,0.0,-1.42,0.0,-1.42,0.0,12.199,51.57,-15.98,45.317,24.0,24.104,-0.104,-1.767,6.259,10.097,3.721,45.425,
06/30/2013,314.544,62.194,248.295,11.379,4.993,29.583,-23.197,-7.4,-7.914,1.187,-12.697,12.024,,-391.67,-412.356,115.704,115.704,0.0,-528.06,-528.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.686,73.37,-16.075,68.969,20.717,,,-0.241,0.696,-3.06,4.726,22.12,
09/30/2013,327.289,71.067,257.603,15.947,4.662,33.773,-22.488,-21.167,-18.276,-2.55,18.956,-19.297,-4.258,-425.207,-440.142,107.568,107.568,0.0,-547.71,-547.71,0.0,0.0,0.0,0.0,-0.438,0.0,-0.438,0.0,15.373,97.193,-17.8,104.572,14.815,14.815,0.0,-0.136,2.232,1.507,0.453,42.154,
12/31/2013,337.41,64.607,262.659,9.194,5.046,31.632,-27.484,-4.75,20.595,-0.38,-8.233,-16.732,-5.451,-508.843,-528.882,115.758,115.758,0.0,-644.64,-644.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.039,161.793,-17.865,151.889,36.265,36.265,0.0,-3.045,-3.734,-13.374,4.163,23.277,
03/31/2014,237.66,48.232,262.912,-2.307,4.858,21.653,-28.818,-72.043,-41.526,-0.629,14.423,-44.311,-1.127,-441.847,-451.045,127.677,127.677,0.0,-578.722,-578.722,0.0,0.0,0.0,0.0,-1.649,0.0,-1.649,0.0,10.847,214.042,-18.005,256.601,-21.618,18.819,-40.437,-1.809,1.369,11.224,1.534,41.18,
06/30/2014,305.228,75.413,274.924,9.1,5.131,38.334,-34.365,-54.545,0.947,-0.549,-12.652,-42.291,-0.23,-497.971,-527.003,149.497,149.497,0.0,-676.5,-676.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.032,208.166,-17.91,252.853,-23.33,15.721,-39.051,-3.217,-1.321,14.102,5.798,28.654,
09/30/2014,438.156,83.617,279.381,11.197,5.457,39.431,-33.691,63.683,3.171,0.447,43.205,16.86,-0.257,-357.463,-367.462,118.489,118.489,0.0,-485.951,-485.951,0.0,0.0,0.0,0.0,-8.136,0.0,-8.136,0.0,18.135,-91.321,-19.493,-63.476,-7.891,4.964,-12.855,-0.204,-1.258,-11.886,2.546,40.358,
