Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,38.637001,6.183,5.183,1.0,8.291,,,8.692,,,,,0.706,,,23.872,13.893,,,0.0,0.872,,,,0.872,14.765,,3.236,3.236,,,,4.689,,,,,2.421,,,2.421,10.346,7.598,,,,0.111,,,,,0.111,7.709,18.055,0.0,80.349998,,,0.0,,-59.768002,20.581997,0.0,20.581997,38.636997,
06/30/1994,38.321999,5.125,5.125,0.0,10.54,,,8.766,,,,,0.481,,,24.912001,12.54,,,0.0,0.87,,,,0.87,13.41,,3.425,3.425,,,,4.271,,,,,2.972,,,2.972,10.668,6.694,,,,0.111,,,,,0.111,6.805,17.473,0.0,80.488998,,,0.0,,-59.639999,20.848999,0.0,20.848999,38.321999,
09/30/1994,39.495998,5.171,4.171,1.0,11.894,,,8.958,,,,,0.571,,,26.594,11.94,33.445,-21.504999,0.0,0.962,,,,0.962,12.902,,3.459,3.459,,,,6.638,,,,,1.853,,,1.853,11.95,5.918,,,,0.111,,,,,0.111,6.029,17.979,0.0,80.983002,,,0.0,,-59.466,21.517002,0.0,21.517002,39.496002,
12/31/1994,39.028,5.18,5.18,0.0,11.883,,,9.162,,,,,0.822,,,27.047001,11.028,,,0.0,0.953,,,,0.953,11.981,,3.319,3.319,,,,7.122,,,,,1.47,,,1.47,11.911,4.858,,,,0.111,,,,,0.111,4.969,16.88,0.0,81.052002,,,0.0,,-58.903999,22.148003,0.0,22.148003,39.028003,
03/31/1995,40.063,5.258,5.258,0.0,11.691,,,9.084,,,,,1.086,,,27.118999,12.0,,,0.0,0.944,,,,0.944,12.944,,3.516,3.516,,,,6.215,,,,,1.647,,,1.647,11.378,6.773,,,,0.111,,,,,0.111,6.884,18.262,0.0,81.752998,,,0.0,,-59.952,21.800999,0.0,21.800999,40.062999,
06/30/1995,40.235001,5.179,5.179,0.0,12.511,,,9.621,,,,,0.869,,,28.18,11.285,,,0.0,0.77,,,,0.77,12.055,,3.473,3.473,,,,6.143,,,,,1.460999,,,1.460999,11.077,5.983,,,,0.111,,,,,0.111,6.094,17.170999,0.0,82.253998,,,0.0,,-59.189999,23.063999,0.0,23.063999,40.234999,
09/30/1995,42.111,6.315,6.315,0.0,12.61,,,9.895,,,,,0.662,,,29.482,11.862,33.549999,-21.688,0.0,0.767,,,,0.767,12.629,,3.553,3.553,,,,6.156,,,,,1.773,,,1.773,11.482,5.518,,,,0.111,,,,,0.111,5.629,17.111,,82.959,,,0.0,,-57.959,25.0,0.0,25.0,42.111,
12/31/1995,43.945,9.246,9.246,0.0,11.472,,,9.724,,,,,0.747,,,31.188999,11.992,,,0.0,0.764,,,,0.764,12.756,,3.864,3.864,,,,5.015,,,,,2.859,,,2.859,11.738,5.022,,,,0.111,,,,,0.111,5.133,16.871,0.0,83.254997,,,0.0,,-56.181,27.073997,0.0,27.073997,43.944997,
03/31/1996,83.087997,45.841,45.841,0.0,13.008,,,9.701,,,,,0.963,,,69.513,12.812,,,0.0,0.763,,,,0.763,13.575,,4.53,4.53,,,,2.618,,,,,2.846,,,2.846,9.994,2.175,,,,0.111,,,,,0.111,2.286,12.28,0.0,124.427002,,,0.0,,-53.618999,70.808002,0.0,70.808002,83.088003,
06/30/1996,90.332001,50.193001,50.193001,0.0,15.236,,,9.861,,,,,0.974,,,76.264,13.42,36.418999,-22.999001,0.0,0.648,,,,0.648,14.068,,3.883,3.883,,,,1.108,,,,,3.043,,,3.043,8.034,0.681,,,,0.111,,,,,0.111,0.792,8.826,0.0,131.337006,,,0.0,,-49.831001,81.506004,0.0,81.506004,90.332005,
09/30/1996,100.416,52.436001,52.436001,0.0,18.423,,,9.959,,,,,1.037,,,81.855003,17.892,41.390999,-23.499001,0.0,0.669,,,,0.669,18.561,,6.731,6.731,,,,0.931,,,,,3.978,,,3.978,11.64,0.406,,,,0.0,,,,,0.0,0.406,12.046,,133.684006,,,0.0,,-45.313999,88.370007,0.0,88.370007,100.416007,
12/31/1996,227.354996,173.097,108.213997,64.883003,17.249001,,,10.125,,,,,4.038,,,204.509003,20.316,44.313,-23.997,1.764,0.766,,,,0.766,22.846,,5.63,5.63,,,,0.789,,,,,5.91,,,5.91,12.329,0.271,,,,0.0,,,,,0.0,0.271,12.6,0.0,254.065994,,,0.0,,-39.311001,214.754993,0.0,214.754993,227.354994,
03/31/1997,242.190002,177.603004,112.232002,65.371002,18.639,,,10.234,,,,,5.21,,,211.686005,23.457001,47.692001,-24.235001,6.3,0.747,,,,0.747,30.504001,,6.917,6.917,,,,0.6,,,,,7.696,,,7.696,15.213,0.226,,,,0.0,,,,,0.0,0.226,15.439,0.0,258.279999,,,0.0,,-31.528999,226.750999,0.0,226.750999,242.19,
06/30/1997,259.109009,175.578003,127.801003,47.777,19.566999,,,10.987,,,,,5.086,,,211.218002,30.464001,56.244999,-25.781,16.799999,0.627,,,,0.627,47.891,,11.821,11.821,,,,0.435,,,,,9.21,,,9.21,21.466,0.184,,,,0.0,,,,,0.0,0.184,21.65,0.0,260.03299,,,0.0,,-22.573999,237.45899,0.0,237.45899,259.10899,
09/30/1997,292.279999,155.844002,97.358002,58.486,20.903,,,11.809,,,,,16.09,,,204.645996,41.683998,69.628998,-27.945,0.0,45.950001,,,,45.950001,87.633999,,19.757999,19.757999,,,,0.256,,,,,7.017001,,,7.017001,27.031,0.147,,,,0.0,,,,,0.0,0.147,27.178,,277.528015,,,0.0,,-12.426,265.102015,0.0,265.102015,292.280015,
12/31/1997,306.85199,151.309003,141.078003,10.231,23.768,,,12.591,,,,,16.731001,,,204.399002,43.603001,73.644997,-30.042,0.0,58.849998,,,,58.849998,102.452999,,20.802,20.802,,,,0.163,,,,,9.997,,,9.997,30.962,0.109,,,,0.0,,,,,0.0,0.109,31.071,0.0,277.828003,,,0.0,,-2.047,275.781003,0.0,275.781003,306.852003,
03/31/1998,318.29599,144.295998,92.242996,52.053001,28.778999,,,13.49,,,,,17.073999,,,203.639008,55.366001,87.446999,-32.081001,0.0,59.291,,,,59.291,114.657001,,14.882,14.882,,,,0.153,,,,,12.988001,,,12.988001,28.023001,0.071,,,,0.0,,,,,0.0,0.071,28.094001,0.0,280.192993,,,0.0,,10.009,290.201993,0.0,290.201993,318.295994,
06/30/1998,341.592987,150.220001,64.434998,85.785004,34.724998,,,14.983,,,,,20.482,,,220.410004,55.227001,89.287003,-34.060001,0.0,65.956001,,,,65.956001,121.183002,,15.003,15.003,,,,0.148,,,,,12.297,,,12.297,27.448,0.033,,,,0.0,,,,,0.0,0.033,27.481,0.0,290.175995,,,0.0,,23.936001,314.111996,0.0,314.111996,341.592996,
09/30/1998,381.007996,168.572998,76.962997,91.610001,40.104,,,17.208,2.961,10.561,3.686,0.0,28.158001,,,254.042999,57.949001,97.278,-39.328999,0.0,69.015999,0.0,,,69.015999,126.965,,14.256,14.256,,,,0.517,,,,,14.245,,,14.245,29.018,0.701,,,,0.0,,,,,0.0,0.701,29.719,0.0,316.911011,,,0.0,,34.377998,351.289009,0.0,351.289009,381.008009,
12/31/1998,398.135986,165.194,82.414001,82.779999,45.507,,,17.993,,,,0.0,24.301001,,,252.994995,60.964001,101.166,-40.202,0.0,84.177002,0.0,,,84.177002,145.141003,,12.789,12.789,,,,0.102,0.0,0.102,0.102,,23.141002,,,23.141002,36.032001,0.0,,,,2.73,,,,,2.73,2.73,38.762002,0.0,303.489014,,,0.0,,55.884998,359.374012,0.0,359.374012,398.136014,
03/31/1999,440.002014,185.439003,97.569,87.870003,48.124001,,,20.493,3.65,16.843,,0.0,32.219002,,,286.274994,65.649002,104.848,-39.199001,0.0,88.078003,15.321,,,72.757003,153.727005,,13.421,13.421,,,,0.069,0.0,0.069,0.069,,13.052,,,13.052,26.542,0.0,,,,2.725,,,,,2.725,2.725,29.267,0.0,337.838013,,,0.0,,72.897003,410.735016,0.0,410.735016,440.002016,
06/30/1999,477.549988,198.989006,72.216003,126.773003,64.991997,,,22.715,4.1,18.615,,0.0,33.737999,,,320.43399,74.933998,119.039001,-44.105,0.0,82.181999,14.961,,,67.220999,157.115997,,10.833,10.833,,,,0.029,0.0,0.029,0.029,,16.227001,,,16.227001,27.089001,0.0,,,,2.725,,,,,2.725,2.725,29.814001,0.0,355.434998,,,0.0,,92.301003,447.736,0.0,447.736,477.550001,
09/30/1999,543.069,200.186,89.941,110.245,69.08,69.08,,26.931,5.168,17.372,4.391,0.0,38.318,,,334.515,81.849,134.465,-52.616,38.063,88.642,14.609,,,74.033,208.554,,16.387,16.387,,,,3.307,,,,,19.358,,,19.358,39.052,1.636,,,,,,,,,,1.636,40.688,0.0,407.812,,,-0.1,94.669,0.0,502.381,,502.381,543.069,
12/31/1999,560.291016,201.276993,62.737,138.539993,75.621002,,,29.402,5.88,23.521999,,0.0,33.202,,,339.502014,85.983002,140.882004,-54.898998,37.98,96.825996,14.249,,,82.576997,220.788998,,11.977,11.977,,,,0.73,,,,,17.012,,,17.012,29.719,0.0,,,,0.0,,,,,0.0,0.0,29.719,0.0,401.843994,,,0.0,,128.727997,530.571991,0.0,530.571991,560.290991,
03/31/2000,1793.072998,649.275017,33.359001,615.916016,88.293999,,,33.508999,6.258,27.250999,,0.0,65.286003,,,836.364014,100.043999,162.087006,-62.042999,295.712006,560.953003,460.587006,,,100.365997,956.709007,,8.616,8.616,,,,1.852,,,,,29.581999,,,29.581999,40.049999,721.370972,,,,0.0,,,,,0.0,721.370972,761.420971,0.0,920.838989,,,0.0,,110.115997,1030.954987,0.697,1031.651987,1793.072958,
06/30/2000,1834.973022,456.649002,322.408997,134.240005,100.535004,,,37.532001,5.915,31.617001,,0.0,59.153999,,,653.869995,118.037003,190.921997,-72.885002,510.747986,552.317993,452.242004,,,100.075989,1181.102982,,10.689,10.689,,,,3.287,,,,,24.032999,,,24.032999,38.008999,724.252014,,,,0.0,,,,,0.0,724.252014,762.261013,0.0,980.129028,,,0.0,,91.077003,1071.206032,1.506,1072.712032,1834.973045,
09/30/2000,1901.066,699.556,257.081,442.475,113.172,113.172,,43.715,4.184,28.591,10.94,0.0,20.699,,,877.142,141.874,216.509,-74.635,292.698,589.352,452.895,,,136.457,1023.924,,21.813,21.813,,,,4.227,,,,,44.531,,,44.531,70.571,723.587,,,,,,,,,,723.587,794.158,0.0,1000.338,,,0.0,124.022,-18.958,1105.402,1.506,1106.908,1901.066,
12/31/2000,1964.422974,750.561005,392.882996,357.678009,152.988007,,,50.558998,5.237,,45.321999,,9.231,,,963.338989,193.447998,,,222.363998,585.271973,444.776001,,,140.495972,1001.083969,,17.164,17.164,,,,0.458,,,,,66.973002,,,66.973002,84.595001,720.0,,,,0.0,,,,,0.0,720.0,804.595001,0.0,1037.30896,,,0.0,,120.063004,1157.371964,2.456,1159.827964,1964.422965,
03/31/2001,2002.526001,464.352989,117.504997,346.847992,131.796005,,,64.421997,6.803,57.618999,,,37.696999,,,698.268005,230.785995,,,459.121002,614.351013,434.816986,,,179.534027,1304.258011,,40.797001,40.797001,,,,26.330999,,,,,24.525999,,,24.525999,91.653999,694.0,,,,0.0,,,,,0.0,694.0,785.653999,0.0,1104.973999,,,0.0,,106.202003,1211.176003,5.696,1216.872003,2002.526002,
06/30/2001,1977.948975,454.005989,83.883003,370.122986,113.160004,,,43.021999,4.67,,38.352001,,52.07,,,662.257996,239.425003,,,353.792999,722.473022,470.783997,,,251.689026,1315.691025,,33.740002,33.740002,,,,0.0,,,,,57.278996,,,57.278996,91.018997,656.536011,,,,0.0,,,,,0.0,656.536011,747.555008,0.0,1226.842041,,,0.0,,-2.743,1224.099041,6.295,1230.394041,1977.949049,
09/30/2001,1932.781982,219.785004,92.847,126.938004,53.73,,,44.833,3.978,27.193001,13.662,,35.356998,,,353.704987,248.332001,374.537994,-126.206001,454.848999,875.895996,595.122986,546.669983,48.453003,280.77301,1579.076996,,21.462999,21.462999,,,,70.662003,,,,,36.324995,,,36.324995,128.449997,469.031006,,,,0.0,,,,,0.0,469.031006,597.481003,0.0,1398.439941,,,0.0,,-69.434998,1329.004944,6.296,1335.300944,1932.781947,
12/31/2001,1755.432983,185.819,100.356003,85.462997,46.639,,,39.198002,5.175,,34.022999,0.0,37.512001,,,309.167999,202.477997,,,369.04599,874.741028,591.97699,553.065979,38.911011,282.764038,1446.265015,,14.788,14.788,,,,0.902,,,,,47.381998,,,47.381998,63.071999,455.313995,,,,0.0,,,,,0.0,455.313995,518.385994,0.0,1397.421997,,,0.0,,-166.733002,1230.688995,6.358,1237.046995,1755.432989,
03/31/2002,1711.323975,238.904999,100.121002,138.783997,49.542,,,42.537998,5.678,,36.860001,0.0,38.827,,,369.812012,202.130997,,,270.446014,868.934998,587.713013,551.948975,35.764038,281.221985,1341.512009,,19.714001,19.714001,,,,1.359,,,,,30.758001,,,30.758001,51.831001,439.826996,,,,15.247,,,,,15.247,455.073996,506.904997,0.0,1400.868042,,,0.0,,-202.826004,1198.042038,6.377,1204.419038,1711.324035,
06/30/2002,1007.914001,291.462997,208.470001,82.992996,47.213001,,,26.870001,4.209,,22.660999,0.0,18.017,,,383.562988,116.43,,,180.772003,327.148987,181.710999,155.992996,25.718003,145.437988,624.35099,,16.933001,16.933001,,,,1.271,,,,,46.468996,,,46.468996,64.672997,453.718994,,,,14.699,,,,,14.699,468.417994,533.090991,0.0,1401.057007,,,0.0,,-932.148987,468.90802,5.915,474.82302,1007.914011,
09/30/2002,827.258972,312.161003,111.889,200.272003,37.153,,,28.961,3.916,13.192,11.853,0.0,8.272,,,386.546997,127.780998,202.429993,-74.649002,0.0,312.931,179.578003,156.005005,23.572998,133.352997,440.711998,,10.477,10.477,,,,69.649002,,,,,36.895001,,,36.895001,117.021004,195.914993,,,,26.964001,,,,,26.964001,222.878994,339.899998,0.0,1402.262939,,,0.0,,-919.557983,482.704956,4.654,487.358956,827.258954,
12/31/2002,749.547974,247.278,35.139999,212.138,34.994999,,,29.129,3.786,,25.343,0.0,8.434,,,319.835999,147.522995,,,0.0,282.188995,177.432007,156.005005,21.427002,104.756989,429.71199,,5.717,5.717,,,,0.96,,,,,39.581999,,,39.581999,46.258999,196.884003,,,,23.681999,,,,,23.681999,220.566002,266.825001,0.0,1402.291992,,,0.0,,-924.223022,478.06897,4.654,482.72297,749.54797,
03/31/2003,741.97998,233.531994,49.173,184.358994,34.957001,,,32.247002,4.591,,27.656,0.0,7.318,,,308.053986,147.113007,,,0.0,286.812988,190.276001,19.281,170.995001,96.536987,433.925995,,13.741,13.741,,,,1.02,,,,,37.996999,,,37.996999,52.757999,195.371002,,,,24.445999,,,,,24.445999,219.817001,272.575001,0.0,1406.76001,,,0.0,,-941.986023,464.773987,4.631,469.404987,741.979988,
06/30/2003,660.150024,223.011005,47.073002,175.938004,36.202999,,,23.396999,3.277,0.0,20.120001,0.0,16.309999,,,298.92099,95.884003,,,0.0,265.345001,178.149002,170.994995,7.154007,87.195999,361.229004,,16.82,16.82,,,,0.0,,,,,43.673,,,43.673,60.493,195.145004,,,,21.820999,,,,,21.820999,216.966003,277.459003,0.0,1408.687988,,,0.0,-1002.567017,-28.061035,378.059937,4.631,382.690937,660.14994,
09/30/2003,665.744019,234.574001,48.118999,186.455002,35.171001,,,24.851,0.468,13.01,11.373,0.0,4.457,,,299.053009,92.541,194.751999,-102.210999,0.0,274.149994,194.057999,175.539001,18.518997,80.091995,366.690994,,11.553,11.553,,,,3.175,,,,,45.661,,,45.661,60.389,197.578995,,,,20.677999,,,,,20.677999,218.256994,278.645994,0.0,1445.514038,,,0.0,-1038.567993,-21.437988,385.508057,1.59,387.098057,665.744051,
12/31/2003,654.344971,226.972996,48.672001,178.300995,36.619999,,,27.978001,0.561,,27.417,0.0,6.377,,,297.947998,92.152,,,0.0,264.244995,193.126999,175.699005,17.427994,71.117996,356.396996,,7.513,7.513,,,,3.297,,,,,42.183,,,42.183,52.993,197.363998,,,,15.476,,,,,15.476,212.839998,265.832998,0.0,1448.243042,,,0.0,-1046.517944,-14.876099,386.848999,1.663,388.511999,654.344997,
03/31/2004,656.719971,164.512997,43.369999,121.142998,39.237999,,,30.652,0.784,,29.868,0.0,7.381,,,241.783997,87.736,,,0.0,327.200012,251.871002,236.179993,15.69101,75.32901,414.936012,,13.355,13.355,,,,199.335999,,,,,36.913006,,,36.913006,249.604004,0.461,,,,13.005,,,,,13.005,13.466,263.070004,0.0,1465.019043,,,0.0,-1063.968994,-9.026978,392.023071,1.627,393.650071,656.720075,
06/30/2004,662.679993,173.238998,40.164001,133.074997,41.588001,,,35.778999,2.257,33.521999,,0.0,23.662001,,,274.268005,70.100998,,,0.0,318.311005,245.199997,218.580002,26.619995,73.111008,388.412003,,18.357,18.357,,,,199.563004,,,,,43.75001,,,43.75001,261.670013,0.0,,,,6.683,,,,,6.683,6.683,268.353014,0.0,1464.671021,,,0.0,-1068.529053,-3.295898,392.846069,1.481,394.327069,662.680083,
09/30/2004,659.018005,183.124994,20.865,162.259995,36.446999,,,41.161999,9.049,15.367,16.746,0.0,64.341003,,,325.075012,74.403,200.389008,-125.986,0.0,259.540009,243.091995,218.880005,24.21199,16.448013,333.943008,,17.789,17.789,,,,134.748993,,,,,38.054003,,,38.054003,190.591995,90.0,,,,6.707,,,,,6.707,96.707,287.298995,0.0,1443.635986,,,0.0,-1071.633057,-1.764893,370.238037,1.481,371.719037,659.018032,
12/31/2004,517.244019,42.159,17.768,24.391001,39.061001,39.061001,,41.061001,5.319,35.742001,0.0,0.0,45.803001,,,168.084,92.799004,,,0.0,256.360992,240.716003,218.880005,21.835999,15.644989,349.159996,,21.240999,21.240999,,,,1.132,,,,,34.508001,,,34.508001,56.881001,96.699997,,,,6.325,,,,,6.325,103.024997,159.905997,0.0,1445.902954,,,0.0,-1088.848022,-1.228027,355.826904,1.511,357.337904,517.243902,
03/31/2005,491.468994,34.063,31.940001,2.123,38.977001,38.977001,,40.845001,3.864,36.980999,0.0,0.0,9.767,,,123.652,113.869003,,,0.0,253.947998,243.082001,223.580994,19.501007,10.865997,367.817001,,18.319,18.319,,,,5.919,5.919,0.0,0.0,,26.929999,,,26.929999,51.167999,102.246002,102.246002,0.0,0.0,5.628,,,,,5.628,107.874002,159.042001,0.0,1449.734009,,,0.0,-1117.745972,-0.341064,331.646973,0.78,332.426973,491.468974,
06/30/2005,478.095001,34.104,31.739,2.365,33.375,33.375,,40.764,3.037,37.727001,0.0,0.0,8.5,,,116.742996,109.824997,,,0.0,251.526993,240.944,223.417007,17.526993,10.582993,361.35199,,17.881001,17.881001,,,,5.649,5.649,0.0,0.0,,27.073999,,,27.073999,50.604,100.774002,100.774002,0.0,0.0,5.559,,,,,5.559,106.333002,156.937002,0.0,1450.064941,,,0.0,-1129.582031,-0.096924,320.385986,0.772,321.157986,478.094989,
09/30/2005,411.336,32.0,23.138,8.862,30.403,30.403,,35.158,2.141,17.952,15.065,0.0,7.493,,,105.054,58.074,159.471,-101.397,0.0,248.208,238.916,223.691,15.225,9.292,306.282,,20.188,20.188,,,,7.355,7.355,0.0,0.0,,23.559,,,23.559,51.102,99.47,99.47,0.0,0.0,5.465,,,,,5.465,104.935,156.037,0.0,1453.104,,,0.0,-1198.512,-0.065,254.527,0.772,255.299,411.336,
12/31/2005,407.169,29.051,27.367,1.684,32.962,32.962,,35.14,2.59,32.55,0.0,0.0,6.994,,,104.147,54.912,,,0.0,248.11,238.329,223.691,14.638,9.781,303.022,,23.354,23.354,,,,6.768,6.768,0.0,0.0,,25.142,,,25.142,55.264,98.143,98.143,0.0,0.0,8.106,,,,,8.106,106.249,161.513,0.0,1457.492,,,0.0,-1212.568,-0.049,244.875,0.781,245.656,407.169,
12/31/2006,306.652,48.239,41.548,6.691,6.158,6.158,,37.192,6.613,10.717,19.862,0.0,7.744,,,99.333,9.515,147.576,-138.061,0.0,197.804,193.547,191.418,2.129,4.257,207.319,,20.961,20.961,,,,0.0,,,,,47.88,,,47.88,68.841,125.982,,,,1.692,,,,,1.692,127.674,196.515,0.0,1744.624,,,0.0,-1639.326,3.625,108.923,1.214,110.137,306.652,
09/30/2007,327.348,33.576,25.976,7.6,7.146,7.146,,33.728,4.567,11.773,17.388,0.0,43.807,,,118.257,9.286,146.551,-137.265,0.0,199.805,194.713,191.418,3.295,5.092,209.091,,14.988,14.988,,,,0.0,,,,,47.982,,,47.982,62.97,155.118,,,,1.728,,,,,1.728,156.846,219.816,0.0,1743.288,,,0.0,-1640.784,3.739,106.243,1.289,107.532,327.348,
12/31/2007,306.652,48.239,41.548,6.691,6.158,6.158,,37.192,6.613,10.717,19.862,0.0,7.744,,,99.333,9.515,147.576,-138.061,0.0,197.804,193.518,191.418,2.1,4.286,207.319,,20.961,20.961,,,,0.0,,,,,47.88,,,47.88,68.841,125.982,,,,1.692,,,,,1.692,127.674,196.515,0.0,1744.624,,,0.0,-1639.326,3.625,108.923,1.214,110.137,306.652,
03/31/2008,303.173,41.182,36.007,5.175,6.205,6.205,,44.086,7.589,14.318,22.179,0.0,4.057,,,95.53,10.75,143.124,-132.374,0.0,196.893,192.95,191.417,1.533,3.943,207.643,,18.194,18.194,,,,0.0,,,,,43.984,,,43.984,62.178,126.029,,,,1.648,,,,,1.648,127.677,189.855,0.0,1745.535,,,0.0,-1635.539,2.356,112.352,0.966,113.318,303.173,
06/30/2008,292.324,33.71,33.71,0.0,5.611,5.611,,40.534,4.007,14.53,21.997,0.0,4.739,,,84.594,11.323,110.443,-99.12,0.0,196.407,192.641,191.418,1.223,3.766,207.73,,19.407,19.407,,,,,,,,,32.166,,,32.166,51.573,126.076,,,,1.607,,,,,1.607,127.683,179.256,0.0,1746.38,,,0.0,-1634.429,0.0,111.951,1.117,113.068,292.324,
