Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1991,2743.699951,,-2477.600098,,266.099854,,-222.300003,,,43.799999,-14.1,,14.1,0.0,,0.0,29.699999,-12.4,17.299999,-7.3,,,24.599999,-0.3,24.299999,,,24.299999,24.299999,,77.800003,0.29,0.195,,77.800003,0.29,0.195,0.195,
03/31/1992,2775.699951,,-2494.199951,,281.5,,-214.100006,,,67.400002,-97.000003,,14.2,0.0,,82.800003,-29.600001,5.6,-24.0,14.599998,,,-38.599999,-1.2,-39.799999,-10.5,,-50.299999,-50.299999,,77.746002,-0.54,-0.35,-0.35,77.746002,-0.54,-0.35,-0.35,
06/30/1992,2836.899902,,-2563.5,,273.399902,,-213.399994,,,60.0,-13.0,,13.0,0.0,,0.0,47.0,-18.799999,28.200001,0.0,,,28.200001,-0.7,27.5,,,27.5,27.5,,78.199996,0.33,0.33,0.33,78.199996,0.33,0.33,0.33,
09/30/1992,2869.300049,,-2595.199951,,274.100098,,-217.899994,,,56.200001,-12.5,,12.5,0.0,,0.0,43.700001,-17.4,26.299999,0.0,,,26.300001,-0.7,25.6,,,25.6,25.6,,89.800003,0.28,0.28,,89.800003,0.28,0.28,0.28,
12/31/1992,3011.399902,,-2737.600098,,273.799805,,-215.100006,,,58.700001,-11.5,,11.5,0.0,,0.0,47.200001,-18.9,28.299999,0.0,,,28.300001,-0.5,27.799999,,,27.799999,27.799999,,81.400002,0.32,0.32,,81.400002,0.32,0.32,0.32,
03/31/1993,2951.800049,,,,,,-2929.800049,,,22.0,-12.5,,12.5,0.0,,0.0,9.5,25.799999,35.299999,0.0,,,35.299999,-1.5,33.799999,,,33.799999,33.799999,,81.800004,0.395,0.395,0.395,81.800004,0.395,0.395,0.395,
06/30/1993,2931.699951,,-2665.0,,266.699951,,-213.399994,,,53.299999,-11.0,,11.0,0.0,,0.0,42.299999,-29.6,12.7,-23.200001,,,35.9,-1.5,34.400002,,,34.400002,34.400002,,81.0,0.405,0.58,,81.0,0.405,0.58,0.58,
09/30/1993,2988.800049,,-2733.0,,255.800049,,-204.699997,,,51.099998,-9.4,,9.4,0.0,,0.0,41.699999,-17.4,24.299999,0.0,,,24.299999,-1.8,22.5,,,22.5,22.5,,81.0,0.345,0.345,,81.0,0.345,0.345,0.345,
12/31/1993,3206.399902,,-2947.800049,,258.599853,,-205.0,,,53.599998,-10.3,,10.3,0.0,,0.0,43.299998,-17.5,25.799999,-7.5,,,33.299998,-1.6,31.700001,,,31.700001,31.700001,,81.800004,0.365,0.275,,81.800004,0.365,0.275,0.275,
03/31/1994,3301.300049,,-2924.100098,,377.199951,,-255.899994,,,121.300003,26.700002,,10.7,0.0,,-37.400002,148.000005,-44.700001,103.300003,51.6,,,51.700004,-4.1,47.599998,-9.6,,37.999998,37.999998,,88.199996,0.47,0.47,0.47,88.199996,0.47,0.47,0.47,
06/30/1994,3235.199951,,-2960.699951,,274.5,,-214.300003,,,60.200001,-11.1,,11.1,0.0,,0.0,49.1,-19.9,29.200001,-9.6,,,38.800001,-2.8,36.0,,,36.0,36.0,,83.0,0.415,0.3,,83.0,0.415,0.3,0.3,
09/30/1994,3255.800049,,-2986.0,,269.800049,,-227.199997,,,42.599998,-12.0,,11.2,0.0,,0.8,30.599999,-11.6,19.0,-8.4,,,27.399998,-1.9,25.5,,,25.5,25.5,,84.0,0.28,0.18,,84.0,0.28,0.18,0.18,
12/30/1994,3350.0,,-3113.699951,,236.300049,,-452.5,,,-216.199997,-8.2,,11.3,0.0,,-3.1,-224.399997,-50.0,-274.399994,-579.700012,,,305.300015,-1.9,303.399994,,,303.399994,303.399994,,88.400002,3.43,-3.13,,88.400002,3.43,-3.13,-3.13,
03/31/1995,3348.100098,,-3034.800049,,313.300049,,-230.0,,,83.300003,-9.3,,12.4,0.0,,-3.1,74.000003,-30.0,44.0,0.0,,,44.000003,-4.4,39.599998,0.0,,39.599998,39.599998,,92.800004,0.43,0.43,0.43,92.800004,0.43,0.43,0.43,
06/30/1995,2388.300049,,-2167.100098,,221.199951,,,,,,,,,,,,,,28.0,-4.8,,,,0.0,32.799999,0.0,,32.799999,32.799999,,93.599998,0.35,0.3,0.3,93.599998,0.35,0.3,0.3,
09/30/1995,2402.600098,,-2173.300049,,229.300049,,,,,,,,,,,,,,28.200001,-3.5,,,,0.0,31.700001,0.0,,31.700001,31.700001,,93.400002,0.34,0.305,0.305,93.400002,0.34,0.305,0.305,
12/31/1995,2581.100098,,-2354.899902,,226.200195,,,,,,,,,,,,,,28.700001,-4.2,,,,0.0,32.900002,0.0,,32.900002,32.900002,,93.199997,0.35,0.305,0.305,93.199997,0.35,0.305,0.305,
03/31/1996,2581.699951,,-2342.899902,,238.800049,,,,,238.800049,,,,,,,,,35.799999,-2.2,,,,0.0,38.0,0.0,,38.0,38.0,,93.0,0.41,0.385,0.385,93.0,0.41,0.385,0.385,
06/30/1996,3326.699951,,,,,,,,,,,,,,,,,,,,,,,,-18.1,0.0,,-18.1,-18.1,,87.599998,-0.21,-0.25,-0.25,87.599998,-0.21,-0.25,-0.25,
09/30/1996,3410.600098,,,,,,,,,,,,,,,,,,,,,,,,28.1,0.0,,28.1,28.1,,85.152,0.33,0.3,0.3,87.811996,0.32,0.29,0.29,
12/31/1996,4211.5,,,,,,,,,,,,,,,,,,,,,,,,86.199997,0.0,,86.199997,86.199997,,83.699997,1.03,-0.43,0.87,83.699997,1.03,-0.43,0.84,
03/31/1997,4762.0,,-4431.399902,,330.600098,,-248.399994,,,82.199997,-65.499998,,21.9,0.0,,43.599998,16.699999,-22.799999,-6.1,-43.799999,,,37.699999,0.0,37.700001,0.0,,37.700001,37.700001,,93.199996,0.415,0.405,0.44,93.199996,0.415,0.435,0.435,
06/30/1997,4975.5,,-4610.700195,,364.799805,,-278.5,,,86.300003,-24.7,,23.1,0.0,,1.6,61.600003,-24.0,37.599998,0.0,,,37.600003,0.0,37.599998,0.0,,37.599998,37.599998,,91.0,0.41,0.41,0.41,100.199997,0.39,0.39,0.39,
09/30/1997,5147.100098,,-4779.399902,,367.700195,,-276.399994,,,91.300003,-26.5,,25.0,0.0,,1.5,64.800003,-25.200001,39.599998,0.0,,,39.600002,0.0,39.599998,0.0,,39.599998,39.599998,,91.400002,0.44,0.44,0.44,101.099998,0.41,0.41,0.41,
12/31/1997,5373.5,,-4996.5,,377.0,,-281.600006,,,95.400002,-28.300001,,26.700001,0.0,,1.6,67.100001,-25.1,42.0,0.0,,,42.0,0.0,42.0,0.0,,42.0,42.0,,91.599998,0.45,0.45,0.45,101.800003,0.43,0.43,0.43,
03/31/1998,5361.200195,,-4949.399902,,411.800293,,-322.600006,,,89.199997,-29.200001,,27.700001,0.0,,1.5,59.999996,-24.299999,35.700001,0.0,,,35.699997,0.0,35.700001,0.0,,35.700001,35.700001,,91.900002,0.39,0.39,0.62,101.900002,0.36,0.36,0.57,
06/30/1998,6283.299805,,-5670.399902,,612.899902,,-465.200012,,,147.699997,-32.5,,30.9,0.0,,1.6,115.199997,-46.099998,69.099998,0.0,,,69.099999,0.0,69.099998,0.0,,69.099998,69.099998,,272.399994,0.25,0.25,0.29,288.399994,0.25,0.25,0.28,
09/30/1998,7337.299805,,-6704.399902,,632.899902,,-555.700012,,,77.199997,-31.4,,29.9,0.0,,1.5,45.799997,-19.5,26.299999,0.0,,,26.299997,0.0,26.299999,0.0,,26.299999,26.299999,,274.600006,0.1,0.1,0.1,289.899994,0.1,0.1,0.1,
12/31/1998,8287.5,,-7677.0,,610.5,,-499.5,,,111.0,-32.9,,31.4,0.0,,1.5,78.1,-33.0,45.099998,-5.6,,,50.7,0.0,50.700001,0.0,,50.700001,50.700001,,275.200012,0.18,0.16,0.31,289.700012,0.18,0.16,0.3,
03/31/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.1,0.22,0.22,0.22,291.4,0.22,0.22,0.22,
06/30/1999,8598.8,,-8022.5,,576.3,,-440.8,440.8,0.0,135.5,-32.7,31.2,31.2,,,1.5,102.8,-39.9,62.9,-7.2,,,70.1,,70.1,,,70.1,70.1,,280.6,0.25,0.22,0.22,290.2,0.25,0.22,0.22,
09/30/1999,8939.4,,-8369.9,,569.5,,-460.5,460.5,0.0,109.0,-28.6,27.0,27.0,0.0,,1.6,80.4,-31.1,49.3,-10.0,,,59.3,0.0,59.3,0.0,0.0,59.3,59.3,14.6,281.1,0.21,0.18,0.23,289.4,0.21,0.18,0.23,
12/31/1999,9890.9,,-9325.8,,565.1,0.0,-538.8,538.8,0.0,26.3,232.8,,28.9,,,-261.7,259.1,-98.5,160.6,-6.2,,,166.8,0.0,166.8,0.0,0.0,166.8,166.8,,281.4,0.59,0.57,0.57,288.8,0.58,0.56,0.56,
03/31/2000,9291.400391,,-8707.599609,,583.800781,,-495.700012,,,88.099998,-223.499994,,27.1,0.0,,196.399994,-135.399996,47.200001,-88.199997,-515.700012,,,427.500017,0.0,427.5,0.0,0.0,427.5,427.5,,282.100006,1.52,-0.31,0.22,282.100006,1.52,-0.31,0.22,
06/30/2000,9717.6,,-9150.7,,566.9,0.0,-443.6,443.6,0.0,123.3,-18.0,,27.4,0.0,,-9.4,105.3,-41.7,63.6,0.0,,,63.6,0.0,63.6,0.0,0.0,63.6,63.6,,282.6,0.23,0.23,0.23,289.7,0.22,0.22,0.22,
09/30/2000,9865.5,,-9294.1,,571.4,0.0,-454.4,454.4,0.0,117.0,-11.6,,28.7,,,-17.1,105.4,-41.9,63.5,1.6,,,61.9,,61.9,0.0,0.0,61.9,61.9,,283.0,0.22,0.22,0.22,292.0,0.22,0.22,0.22,
12/31/2000,11017.799805,,-10416.299805,,601.5,0.0,-471.200012,471.2,1.2e-05,130.300003,-117.399997,,28.299999,0.0,,89.099998,12.900006,-5.6,7.3,5.6,,,1.700006,0.0,1.7,0.0,0.0,1.7,1.7,,283.399994,0.01,0.03,0.24,295.100006,0.01,0.03,0.03,
03/31/2001,11411.3,,-10721.0,,690.3,,-524.6,,,165.7,-283.5,27.2,27.2,,,256.3,-117.8,-57.7,-175.5,,,,-175.5,,-175.5,,,-175.5,-175.5,264.2,283.2,-0.62,-0.62,-0.62,294.1,-0.62,-0.62,-0.62,
06/30/2001,11656.3,,-10995.6,,660.7,,-501.9,,,158.8,-39.2,27.0,27.0,,,12.2,119.6,-14.2,105.4,,,,105.4,,105.4,,,105.4,105.4,,283.9,0.37,0.37,0.37,295.5,0.36,0.36,0.36,
09/30/2001,12156.299805,,-11494.400391,,661.899414,,-513.299988,,,148.600006,-21.9,,27.0,0.0,,-5.1,126.700006,-46.900002,79.800003,0.8,,,79.000005,0.0,79.0,0.0,0.0,79.0,79.0,,285.0,0.28,0.28,0.33,299.0,0.27,0.27,0.32,
12/31/2001,13194.799805,,-12508.299805,,686.5,,-497.0,,,189.5,-19.400001,,27.200001,0.0,,-7.8,170.099999,-59.5,108.800003,0.0,,,110.599999,0.0,108.800003,0.0,0.0,108.800003,108.800003,,285.600006,0.38,0.38,0.39,299.200012,0.37,0.37,0.38,
03/31/2002,12991.2,,-12203.6,,787.6,0.0,-543.8,543.8,0.0,243.8,-37.5,,31.7,,,5.8,206.3,-80.9,125.4,,,,125.4,,125.4,,0.0,125.4,125.4,,286.3,0.44,0.44,0.44,298.9,0.42,0.42,0.42,
06/30/2002,13623.2,,-12872.4,,750.8,0.0,-546.3,,,204.5,-22.4,,30.9,,,-8.5,182.1,-64.3,117.8,0.5,,,117.3,0.0,117.3,0.0,0.0,117.3,117.3,,288.4,0.41,0.40846,0.42,301.0,0.39,0.391661,0.4,
09/30/2002,13690.3,,-12951.0,,739.3,0.0,-519.3,,,220.0,-25.6,,29.7,0.0,,-4.1,194.4,-64.4,130.0,2.9,,,127.1,0.0,124.8,0.0,0.0,124.8,124.8,,289.2,0.43,0.44,0.44,299.0,0.42,0.43,0.43,
12/31/2002,14921.0,,-14193.4,,727.6,0.0,-517.8,,,209.8,-5.3,,27.9,0.0,,-22.6,204.5,-70.2,134.3,0.0,,,134.3,0.0,134.3,0.0,0.0,134.3,134.3,,289.7,0.46,0.46,0.46,298.0,0.46,0.46,0.46,
03/31/2003,14886.3,,-14001.5,,884.8,0.0,-589.2,,,295.6,-19.6,,27.9,,,-8.3,276.0,-94.4,181.6,2.6,,,179.0,,179.0,,,179.0,179.0,,297.8,0.61,0.62,,290.1,0.61,0.62,0.62,
06/30/2003,16524.2,,-15737.7,,786.5,0.0,-535.7,,,250.8,-16.1,,26.5,,,-10.4,234.7,-79.1,155.6,,,,155.6,0.0,155.6,0.0,0.0,155.6,155.6,,289.8,0.54,0.54,0.54,298.1,0.53,0.53,0.53,
09/30/2003,16810.1,,-15998.4,,811.7,0.0,-585.3,,,226.4,-11.6,,26.7,,,-15.1,214.8,-56.7,158.1,1.6,,,156.5,0.0,156.5,0.0,0.0,156.5,156.5,,289.9,0.54,0.54,0.54,300.3,0.53,0.53,0.53,
12/31/2003,18231.9,,-17498.1,,733.8,0.0,-571.8,,,162.0,2.0,,29.4,0.0,,-31.4,0.0,-43.8,-43.8,0.0,,,-43.8,0.0,120.2,0.0,0.0,120.2,120.2,,290.2,0.41,0.41,0.42,298.7,0.41,0.41,0.42,
03/31/2004,17939.900391,,-17045.400391,,894.5,0.0,-574.299988,,,320.200012,-18.700001,,30.200001,0.0,,-11.5,301.500011,-87.300003,214.199997,0.0,,,214.200008,0.0,214.199997,0.0,0.0,214.199997,214.199997,,290.100006,0.74,0.74,0.71,297.399994,0.73,0.73,0.7,
06/30/2004,19186.6,,-18334.6,,852.0,,-591.2,,,260.8,-14.7,,29.6,0.0,,-14.9,246.1,-82.5,163.6,-1.0,,,164.6,0.0,163.6,0.0,0.0,163.6,163.6,,291.4,0.56,0.56,0.56,300.1,0.55,0.55,0.55,
09/30/2004,19934.300781,,-19199.300781,,735.0,,-606.200012,,,128.800003,-15.200001,,30.200001,0.0,,-15.0,113.600002,-27.5,86.099998,0.0,,,86.100002,0.0,86.099998,0.0,0.0,86.099998,86.099998,,292.799988,0.29,0.29,0.29,300.0,0.29,0.29,0.29,
12/31/2004,20769.0,,-19933.0,,836.0,,-603.0,,,233.0,-1214.0,,30.0,0.0,,1184.0,-981.0,314.0,-667.0,-1.0,,,-666.0,0.0,-666.0,0.0,0.0,-666.0,-666.0,,294.0,-2.26,-2.26,0.49,294.0,-2.26,-2.26,0.49,
03/31/2005,20507.0,,-19473.0,,1034.0,,-650.0,,,384.0,-6.0,,28.0,0.0,,-22.0,378.0,-120.0,258.0,-1.0,,,259.0,0.0,259.0,0.0,0.0,259.0,259.0,,296.0,0.87,0.87,0.87,305.0,0.85,0.85,0.85,
06/30/2005,20968.0,,-20043.0,,925.0,,-612.0,,,313.0,-49.0,,25.0,0.0,,24.0,264.0,-94.0,170.0,-1.0,,,171.0,0.0,171.0,0.0,0.0,171.0,171.0,,302.0,0.57,0.562914,0.69,313.0,0.55,0.546805,0.66,
09/30/2005,21605.0,,-20711.0,,894.0,,-665.0,,,229.0,13.0,,22.0,0.0,,-35.0,242.0,-88.0,154.0,-13.0,,,167.0,0.0,167.0,0.0,0.0,167.0,167.0,,308.0,0.54,0.5,0.5,316.0,0.53,0.49,0.49,
12/31/2005,22240.0,,-21266.0,,974.0,,-665.0,,,309.0,12.0,,22.0,0.0,,-34.0,321.0,-117.0,204.0,11.0,,,193.0,0.0,193.0,0.0,0.0,193.0,193.0,,307.0,0.63,0.66,0.66,316.0,0.61,0.64,0.61,
03/31/2006,22790.0,,-21751.0,,1039.0,,-709.0,,,330.0,25.0,,25.0,0.0,,-50.0,355.0,-132.0,223.0,3.0,,,220.0,0.0,220.0,0.0,0.0,220.0,220.0,,305.0,0.72,0.73,0.71,314.0,0.7,0.71,0.69,
06/30/2006,23315.0,,-22319.0,,996.0,,-724.0,,,272.0,13.0,,22.0,0.0,,-35.0,285.0,-101.0,184.0,0.0,,,184.0,0.0,184.0,0.0,0.0,184.0,184.0,,302.0,0.61,0.61,0.61,309.0,0.6,0.6,0.6,
09/30/2006,22386.0,,-21362.0,,1024.0,,-724.0,,,300.0,16.0,,22.0,0.0,,-38.0,316.0,-29.0,287.0,58.0,,,229.0,0.0,229.0,0.0,0.0,229.0,229.0,,298.0,0.77,0.96,0.668,305.0,0.75,0.94,0.655,
12/31/2006,23111.0,,-22050.0,,1061.0,,-743.0,,,318.0,16.0,,23.0,0.0,,-39.0,334.0,-94.0,240.0,-3.0,,,243.0,0.0,243.0,0.0,0.0,243.0,243.0,,296.0,0.82,0.81,0.81,302.0,0.8,0.79,0.79,
03/31/2007,24165.0,,-22914.0,,1251.0,,-883.0,,,368.0,-5.0,,31.0,0.0,,-26.0,363.0,-106.0,257.0,0.0,,,257.0,0.0,257.0,0.0,0.0,257.0,257.0,,296.0,0.87,0.87,0.87,304.0,0.85,0.85,0.85,
06/30/2007,24528.0,,-23351.0,,1177.0,,-821.0,,,356.0,1.0,,36.0,0.0,,-37.0,357.0,-121.0,236.0,1.0,,,235.0,0.0,235.0,0.0,0.0,235.0,235.0,,297.0,0.79,0.794613,0.79,304.0,0.77,0.773289,0.77,
09/30/2007,24450.0,,-23269.0,,1181.0,,-827.0,,,354.0,5.0,,36.0,0.0,,-41.0,359.0,-112.0,247.0,0.0,,,247.0,0.0,247.0,0.0,0.0,247.0,247.0,,293.0,0.85,0.85,0.84,299.0,0.83,0.83,0.82,
12/31/2007,26494.0,,-25290.0,,1204.0,,-922.0,,,282.0,-5.0,,36.0,0.0,,-31.0,277.0,-76.0,201.0,0.0,,,201.0,0.0,201.0,0.0,0.0,201.0,201.0,,290.0,0.69,0.69,0.82,297.0,0.68,0.68,0.81,
03/31/2008,26231.0,,-24784.0,,1447.0,,-966.0,,,481.0,-17.0,,34.0,0.0,,-17.0,464.0,-159.0,305.0,-2.0,,,307.0,0.0,307.0,0.0,0.0,307.0,307.0,,285.0,1.08,1.07,1.07,291.0,1.05,1.04,1.04,
06/30/2008,26704.0,26704.0,-25436.0,25436.0,1268.0,0.0,-897.0,,897.0,371.0,-13.0,,34.0,,,-21.0,358.0,-123.0,235.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,0.0,235.0,235.0,0.0,277.0,0.85,0.85,0.85,282.0,0.83,0.83,0.83,
09/30/2008,26574.0,26574.0,-25272.0,25272.0,1302.0,0.0,-921.0,,921.0,381.0,-2.0,,35.0,,,-33.0,379.0,-52.0,327.0,0.0,0.0,0.0,327.0,0.0,327.0,0.0,0.0,327.0,389.0,62.0,275.0,1.19,1.19,1.414545,280.0,1.17,1.17,1.391429,
12/31/2008,27130.0,27130.0,-25787.0,25787.0,1343.0,0.0,-1397.0,,1397.0,-54.0,-16.0,,33.0,,,-17.0,-70.0,50.0,-20.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,0.0,-20.0,289.7,309.7,274.0,-0.07,-0.07,1.057299,274.0,-0.07,-0.07,1.057299,
03/31/2009,26224.0,26224.0,-24759.0,24759.0,1465.0,0.0,-967.0,,967.0,498.0,-101.0,,42.0,,,59.0,397.0,-116.0,281.0,0.0,0.0,0.0,281.0,0.0,281.0,0.0,0.0,281.0,394.95,83.95,273.0,1.03,1.03,1.336813,277.0,1.01,1.01,1.313069,
06/30/2009,26657.0,26657.0,-25354.0,25354.0,1303.0,0.0,-844.0,,844.0,459.0,-38.0,,48.0,,,-10.0,421.0,-133.0,288.0,0.0,0.0,0.0,288.0,0.0,288.0,0.0,0.0,288.0,287.0,-1.0,270.0,1.07,1.07,1.062963,272.0,1.06,1.06,1.056324,
09/30/2009,27130.0,27130.0,-25795.0,25795.0,1335.0,0.0,-868.0,,868.0,467.0,-43.0,,47.0,,,-4.0,424.0,-123.0,301.0,0.0,0.0,0.0,301.0,0.0,301.0,0.0,0.0,301.0,276.0,-25.0,267.0,1.13,1.13,1.033708,271.0,1.11,1.11,1.017749,
12/31/2009,28272.0,28272.0,-26817.0,26817.0,1455.0,0.0,-946.0,,946.0,509.0,-22.0,,47.0,,,-25.0,487.0,-161.0,326.0,0.0,0.0,0.0,326.0,0.0,326.0,0.0,0.0,326.0,323.0,-3.0,269.0,1.21,1.21,1.200743,274.0,1.19,1.19,1.179051,
03/31/2010,26643.0,26643.0,-25060.0,25060.0,1583.0,0.0,-1010.0,,1010.0,573.0,-41.0,,45.0,,,-4.0,532.0,-184.0,348.0,0.0,0.0,0.0,348.0,0.0,348.0,0.0,0.0,348.0,346.3,-1.7,269.0,1.29368,1.29368,1.287361,276.0,1.26087,1.26087,1.25471,
06/30/2010,27450.0,27450.0,-26058.0,26058.0,1392.0,0.0,-918.0,,918.0,474.0,-34.0,,43.0,,,-9.0,440.0,-142.0,298.0,0.0,0.0,0.0,298.0,0.0,298.0,0.0,0.0,298.0,264.85,-33.15,266.0,1.12,1.12,0.995677,272.0,1.1,1.1,0.978125,
09/30/2010,27534.0,27534.0,-26168.0,26168.0,1366.0,0.0,-949.0,,949.0,417.0,-41.0,,44.0,,,-3.0,376.0,-121.0,255.0,-72.0,-72.0,0.0,327.0,0.0,327.0,0.0,0.0,327.0,317.8,62.8,258.0,1.27,0.99,1.231783,262.0,1.25,0.97,1.209695,
12/31/2010,28247.0,28247.0,-26786.0,26786.0,1461.0,0.0,-1154.0,,1154.0,307.0,-46.0,,53.0,,,-7.0,261.0,-106.0,155.0,0.0,0.0,0.0,155.0,0.0,155.0,0.0,0.0,155.0,331.0,176.0,254.0,0.61,0.61,1.30315,258.0,0.6,0.6,1.282171,
03/31/2011,28853.0,28853.0,-27102.0,27102.0,1751.0,0.0,-1128.0,,1128.0,623.0,-65.0,,82.0,,,-17.0,558.0,-136.0,422.0,0.0,0.0,0.0,422.0,0.0,422.0,0.0,0.0,422.0,417.0,-5.0,255.0,1.65,1.65,1.635294,260.0,1.62,1.62,1.600769,
06/30/2011,29980.0,29980.0,-28471.0,28471.0,1509.0,0.0,-1037.0,,1037.0,472.0,-56.0,,64.0,,,-8.0,416.0,-130.0,286.0,0.0,0.0,0.0,286.0,0.0,286.0,0.0,0.0,286.0,293.0,7.0,249.0,1.15,1.15,1.176707,254.0,1.13,1.13,1.157559,
09/30/2011,30216.0,30216.0,-28569.0,28569.0,1647.0,0.0,-1169.0,,1169.0,478.0,-58.0,,64.0,,,-6.0,420.0,-124.0,296.0,0.0,0.0,0.0,296.0,0.0,296.0,0.0,0.0,296.0,378.0,82.0,246.0,1.2,1.2,1.536585,250.0,1.18,1.18,1.508,
12/31/2011,30839.0,30839.0,-29273.0,29273.0,1566.0,0.0,-1074.0,,1074.0,492.0,-66.0,,64.0,,,2.0,426.0,-126.0,300.0,0.0,0.0,0.0,300.0,,300.0,0.0,0.0,300.0,342.3,42.3,246.0,1.22,1.22,1.391463,251.0,1.2,1.2,1.368526,
03/31/2012,31699.0,31699.0,-29854.0,29854.0,1845.0,0.0,-1138.0,,1138.0,707.0,-50.0,,59.0,,,-9.0,657.0,-136.0,521.0,0.0,0.0,0.0,521.0,,521.0,0.0,0.0,521.0,471.75,-49.25,244.0,2.14,2.14,1.933402,249.0,2.09,2.09,1.892209,
