Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2008,77.9,181.9,17.1,-112.2,,1.7,-113.9,-8.9,-17.6,,8.7,,-28.1,-16.2,0.1,,,-16.3,,,12.4,12.4,0.0,,,,,-24.3,-42.6,-6.5,-59.4,,,,0.0,0.0,0.0,23.3,,7.2,,,
03/31/2009,183.1,44.9,17.6,113.2,3.7,1.5,108.0,4.8,-13.5,-1.6,19.9,-1.2,-30.2,-16.4,0.8,0.8,0.0,-17.2,-17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,-94.4,-6.5,-78.7,4.1,10.0,-92.8,0.0,0.0,0.0,-8.0,,58.5,,,
06/30/2009,46.1,-5.5,17.7,60.4,2.9,0.4,57.1,-18.3,-12.7,3.8,-9.4,3.0,-47.6,-17.6,0.0,0.0,0.0,-17.6,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.2,-39.4,-6.5,-28.8,-4.1,0.0,-24.7,0.0,0.0,0.0,-7.1,,-40.9,,,
09/30/2009,132.9,16.8,18.1,72.5,3.3,0.5,68.7,22.7,20.3,2.8,-0.4,-0.4,-46.6,-20.2,0.1,0.1,0.0,-20.3,-19.9,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.7,-18.8,-6.5,-5.3,0.0,0.0,-5.3,0.0,0.0,0.0,-6.6,,67.5,,,
12/31/2009,44.0,38.6,17.5,20.5,3.5,1.7,15.3,-19.8,-11.9,-0.2,-7.7,-0.1,-8.6,-14.5,3.0,3.0,0.0,-17.5,-17.5,0.0,5.6,5.6,0.0,0.0,0.0,0.0,0.0,1.0,-71.7,-6.5,-334.3,15.5,0.0,-349.8,279.4,279.4,0.0,-10.2,,-36.3,,,
03/31/2010,84.8,40.7,18.3,40.9,3.8,0.4,36.7,-16.0,-21.3,-2.9,8.2,,-26.2,-14.0,0.0,,0.0,-14.0,-14.0,0.0,3.2,3.2,0.0,0.0,0.0,0.0,0.0,-23.3,-22.7,-6.5,-5.4,,,-5.4,0.0,0.0,0.0,-10.8,,35.9,,,
06/30/2010,108.3,47.3,17.0,15.9,4.0,1.7,10.2,6.3,4.2,0.7,1.4,,-27.2,-15.1,0.0,,0.0,-15.1,-15.1,0.0,-16.5,0.0,-16.5,-9.9,0.0,-9.9,0.0,14.6,-18.7,-6.5,-5.6,,,-5.6,0.0,0.0,0.0,-6.6,,62.4,,,
09/30/2010,75.9,31.8,18.4,31.8,3.4,0.3,28.1,14.0,5.5,1.8,6.7,-0.1,-37.4,-19.7,0.0,0.0,0.0,-19.7,-19.7,0.0,13.3,13.3,0.0,-24.2,0.0,-24.2,0.0,-6.3,-22.2,-6.5,-7.8,,,-7.8,0.0,0.0,0.0,-7.8,,16.3,,,
12/31/2010,62.0,779.2,19.4,-723.4,5.2,-746.1,17.5,-14.7,-9.9,-0.4,-4.4,0.1,-35.1,-20.5,0.0,0.0,0.0,-20.5,-20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.4,-174.1,-6.5,-163.7,603.0,0.0,-766.7,0.0,0.0,0.0,-4.0,0.0,-147.2,,,
03/31/2011,89.5,79.8,19.5,13.4,4.2,-5.3,14.5,-7.8,-18.5,2.5,8.2,,-23.4,-15.0,0.0,,0.0,-15.0,-15.0,0.0,-7.6,0.0,-7.6,0.0,0.0,0.0,0.0,-0.5,26.5,-6.5,-70.7,-67.0,0.0,-3.7,120.0,120.0,0.0,-16.3,,92.6,,,
06/30/2011,66.0,21.9,19.6,20.1,5.3,10.5,4.3,0.9,2.6,-1.7,0.0,,-33.1,-20.5,0.0,,0.0,-20.5,-20.5,0.0,-0.3,0.0,-0.3,0.0,0.0,0.0,0.0,-12.3,-123.5,-6.5,-110.0,129.0,100.0,-339.0,0.0,0.0,0.0,-7.0,,-90.6,,,
09/30/2011,40.8,57.0,19.5,26.9,4.9,18.2,3.8,-30.1,-11.5,0.0,-18.6,,81.9,-26.4,0.0,,0.0,-26.4,-26.4,0.0,-0.1,0.0,-0.1,0.0,0.0,0.0,0.0,0.9,-149.6,-6.5,-132.4,38.0,0.0,-170.4,0.0,0.0,0.0,-10.7,,-26.9,,,
12/31/2011,169.7,50.0,20.2,87.1,5.9,13.1,68.1,7.7,-9.7,0.0,17.4,,-50.0,-47.2,0.0,,0.0,-47.2,-47.2,0.0,8.0,8.0,0.0,-4.9,0.0,-4.9,0.0,-5.9,-89.7,-6.5,47.0,-68.0,120.0,-5.0,-120.0,0.0,-120.0,-10.2,,30.0,,,
03/31/2012,81.0,44.2,19.5,58.1,6.1,27.0,25.0,-41.6,-27.5,6.0,-20.1,,-32.9,-34.1,0.0,,0.0,-34.1,-34.1,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,1.4,-33.9,-6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.3,,14.2,,,
06/30/2012,114.0,46.7,20.0,33.3,5.9,24.7,2.7,16.2,-8.2,4.3,20.1,,-55.4,-60.3,0.0,,0.0,-60.3,-60.3,0.0,0.2,0.2,0.0,-2.1,0.0,-2.1,0.0,-0.9,-61.8,-6.3,0.0,0.0,,,0.0,0.0,0.0,-22.9,,-3.2,,,
09/30/2012,107.2,47.1,21.3,35.6,6.1,28.7,0.8,2.9,-6.6,-8.9,18.4,,-36.0,-33.8,0.0,,0.0,-33.8,-33.8,0.0,-4.2,0.0,-4.2,0.0,0.0,0.0,0.0,2.0,50.8,-5.8,0.0,,0.0,,275.0,275.0,0.0,-18.6,,122.0,,,
12/31/2012,109.3,47.0,21.7,83.0,6.0,22.3,54.7,-41.0,-9.0,-5.8,-26.2,,-54.5,-31.5,0.0,,0.0,-31.5,-31.5,0.0,4.2,4.4,-0.2,-1.0,0.0,-1.0,0.0,-26.2,-85.1,-5.7,0.0,0.0,0.0,0.0,-321.0,0.0,-321.0,34.7,,-30.3,,-88.1,
03/31/2013,121.4,51.3,22.1,60.5,6.3,31.7,22.5,-12.2,-24.3,12.1,0.0,,-47.9,-38.2,0.0,,0.0,-38.2,-38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.7,-126.2,-5.7,0.0,0.0,0.0,0.0,-232.6,0.0,-232.6,-9.9,,-52.7,,,
06/30/2013,105.4,165.2,23.1,-66.2,6.5,-85.2,12.5,-17.1,-14.5,-2.6,0.0,,-53.5,-42.7,0.0,,0.0,-42.7,-42.7,0.0,0.0,0.0,0.0,-28.9,0.0,-28.9,0.0,18.1,-63.3,-5.8,0.0,0.0,0.0,0.0,-1.5,0.0,-1.5,-7.0,,-11.4,,,
09/30/2013,142.6,58.2,24.3,41.8,6.2,32.7,2.9,18.6,12.3,0.4,5.9,,-95.8,-101.5,0.0,,0.0,-101.5,-101.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1,-50.5,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9,,-3.7,,,
12/31/2013,100.9,48.9,25.2,70.2,5.8,27.2,37.2,-42.8,-28.6,-3.5,-10.7,,-29.0,-34.1,0.0,,0.0,-34.1,-34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,-72.4,-21.5,-51.5,,,,12.5,15.3,-2.8,-11.9,,-0.5,,,
03/31/2014,107.1,46.7,26.4,56.2,7.3,29.2,19.7,-22.1,-24.7,2.6,0.0,,-67.8,-63.6,0.0,,0.0,-63.6,-63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,-50.7,-17.4,-2.0,,,,-20.0,6.3,-26.3,-11.3,0.0,-11.4,,,
06/30/2014,128.0,83.1,26.4,34.1,7.0,33.5,-6.4,-10.8,-10.9,0.1,0.0,,-39.2,-36.9,0.0,,0.0,-36.9,-36.9,0.0,0.0,0.0,0.0,-15.9,,-15.9,0.0,13.6,-76.1,-17.3,-28.0,,,,-43.1,0.0,-43.1,-7.7,,12.7,,,
09/30/2014,139.6,50.1,27.4,73.1,5.0,18.9,49.2,-12.1,-13.1,1.0,0.0,,-55.3,-46.0,0.0,0.0,0.0,-46.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3,122.2,-17.4,-15.0,,,,175.0,175.0,0.0,-20.4,,206.5,,,
12/31/2014,70.2,42.1,27.5,38.2,4.6,15.8,17.8,-34.7,-42.9,1.7,6.5,,-714.6,-41.4,0.0,,0.0,-41.4,-41.4,0.0,0.0,0.0,0.0,-678.9,0.0,-678.9,0.0,5.7,438.8,-20.0,466.3,,,,6.3,6.3,0.0,-13.8,0.0,-205.6,,,
03/31/2015,102.0,42.5,31.9,85.9,9.4,26.8,49.7,-58.5,-37.3,2.1,-23.3,,-45.7,-26.6,0.0,0.0,0.0,-26.6,-26.6,0.0,0.0,0.0,0.0,-7.3,0.0,-7.3,0.0,-11.8,85.3,-20.2,132.1,0.0,735.0,-602.9,0.0,0.0,0.0,-26.6,0.0,141.6,,,
06/30/2015,102.9,42.9,32.7,51.4,6.2,28.8,16.4,-25.5,-24.8,-0.4,-0.3,,-81.0,-34.9,0.0,0.0,0.0,-34.9,-34.9,0.0,0.0,0.0,0.0,-70.4,0.0,-70.4,0.0,24.3,-184.7,-20.0,-150.2,0.0,235.0,-385.2,0.0,0.0,0.0,-14.5,0.0,-162.8,,,
09/30/2015,163.3,50.7,33.7,91.6,6.2,32.4,53.0,-11.9,-21.6,2.7,7.0,,-52.7,-44.4,0.0,0.0,0.0,-44.4,-44.4,0.0,0.0,0.0,0.0,-9.4,0.0,-9.4,0.0,1.1,645.5,-19.2,696.8,0.0,870.0,-173.2,0.0,0.0,0.0,-32.1,0.0,756.1,,,
12/31/2015,116.6,47.0,41.4,75.7,4.4,39.1,32.2,-46.9,-50.4,-3.5,7.0,,-950.4,-50.6,0.0,0.0,0.0,-50.6,-50.6,0.0,0.0,0.0,0.0,-898.0,0.0,-898.0,0.0,-2.3,93.8,-20.9,-1232.1,,,,1354.7,1400.0,-45.3,-7.9,0.0,-740.0,,,
03/31/2016,169.6,58.0,42.4,83.6,4.5,34.7,44.4,-14.3,-45.7,0.6,30.8,,-39.5,-39.1,0.0,0.0,0.0,-39.1,-39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-118.5,-21.3,-56.3,0.0,60.0,-116.3,-12.9,0.0,-12.9,-28.0,0.0,11.6,,,
06/30/2016,152.2,62.6,42.9,71.7,8.6,38.5,24.6,-24.8,-13.8,0.6,-11.6,,-66.0,-47.5,0.0,0.0,0.0,-47.5,-47.5,0.0,0.0,0.0,0.0,-9.4,0.0,-9.4,0.0,-9.1,-89.1,-20.6,-36.5,0.0,105.0,-141.5,-11.2,0.0,-11.2,-20.8,0.0,-2.9,,,
09/30/2016,177.6,61.7,43.5,92.4,4.3,37.4,50.7,-20.0,-16.2,0.7,-4.5,,-50.8,-44.8,0.0,0.0,0.0,-44.8,-44.8,0.0,0.0,0.0,0.0,-10.2,0.0,-10.2,0.0,4.2,-120.7,-20.5,-82.4,0.0,95.0,-177.4,-9.9,,,-7.9,0.0,6.1,,,
12/31/2016,135.0,65.3,43.8,70.3,10.0,22.3,38.0,-44.0,-51.8,4.4,3.4,,-88.7,-47.6,23.9,23.9,0.0,-71.5,-71.5,0.0,0.0,0.0,0.0,-28.5,0.0,-28.5,0.0,-12.7,-82.2,-21.4,-18.2,0.0,75.0,-93.2,-31.6,,,-11.0,0.0,-35.9,,,
03/31/2017,180.8,66.8,45.2,77.2,8.0,49.0,20.2,-8.3,-3.6,-1.7,-3.0,,-49.1,-41.2,0.0,0.0,0.0,-41.2,-41.2,0.0,0.0,0.0,0.0,-16.4,0.0,-16.4,0.0,8.5,-106.3,-22.2,-67.0,,55.0,-122.0,8.5,26.6,-18.1,-25.6,0.0,25.4,,,
06/30/2017,151.2,63.0,45.8,31.8,20.7,-4.8,15.9,11.0,7.2,1.3,2.5,,-70.4,-58.7,0.0,0.0,0.0,-58.7,-58.7,0.0,0.0,0.0,0.0,-4.5,0.0,-4.5,0.0,-7.2,-63.5,-21.3,-15.0,,,,0.0,0.0,0.0,-27.2,0.0,17.3,,,
09/30/2017,174.9,65.9,46.2,60.5,9.2,7.1,44.2,2.3,-15.1,6.5,10.9,,-79.8,-70.4,0.0,0.0,0.0,-70.4,-55.8,-14.6,0.0,0.0,0.0,-15.7,0.0,-15.7,0.0,6.3,-100.8,-23.5,68.0,,,,-20.0,0.0,-20.0,-125.3,0.0,-5.7,,,
12/31/2017,150.3,60.6,46.6,112.4,9.8,24.3,78.3,-69.6,-72.4,1.4,1.4,,-85.2,-62.4,12.3,12.3,0.0,-74.7,,,0.0,0.0,0.0,-2.2,0.0,-2.2,0.0,-20.6,-88.2,-24.5,-188.2,,,,-19.8,,,144.3,0.0,-23.1,,,
03/31/2018,216.3,83.8,45.9,86.7,26.1,-3.0,63.6,0.1,8.3,1.3,-9.5,,-60.6,-59.9,0.0,0.0,0.0,-59.9,-59.9,0.0,0.0,0.0,0.0,-0.6,0.0,-0.6,0.0,-0.1,-116.7,-25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.3,0.0,39.0,,,
06/30/2018,169.2,91.8,49.7,29.0,21.4,-0.6,8.2,-1.2,1.6,-1.7,-1.1,,-200.4,-48.9,0.0,0.0,0.0,-48.9,-48.9,0.0,0.0,0.0,0.0,-135.2,0.0,-135.2,0.0,-16.3,0.2,-24.5,55.0,0.0,245.0,-190.0,0.0,0.0,0.0,-30.3,0.0,-31.0,,,
09/30/2018,198.5,88.6,51.2,43.8,18.1,-4.4,30.1,14.9,2.4,0.4,12.1,,-65.3,-75.9,0.0,0.0,0.0,-75.9,-62.7,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,-137.0,-24.5,-85.0,0.0,40.0,-125.0,0.0,0.0,0.0,-27.5,0.0,-3.8,,,
12/31/2018,178.4,28.1,52.9,82.8,20.3,-1.1,63.6,14.6,-5.3,6.6,13.3,,-98.2,-69.4,0.4,0.4,0.0,-69.8,-69.8,0.0,0.0,0.0,0.0,-8.1,0.0,-8.1,0.0,-20.7,-67.7,-26.4,-21.8,0.0,53.2,-75.0,0.0,0.0,0.0,-19.5,0.0,12.5,,,
03/31/2019,159.9,102.3,52.5,52.0,19.4,2.6,30.0,-44.4,-29.6,,-14.8,,-91.5,-72.3,0.0,0.0,0.0,-72.3,-72.3,0.0,0.0,0.0,0.0,-13.7,0.0,-13.7,0.0,-5.5,-81.7,-28.3,-5.0,0.0,25.0,-30.0,0.0,0.0,0.0,-48.4,0.0,-13.3,,,
06/30/2019,145.4,91.2,52.7,-6.7,45.9,-2.1,-50.5,9.6,7.0,,2.6,,-100.1,-83.5,0.0,0.0,0.0,-83.5,-83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.6,122.2,-26.6,310.0,0.0,375.0,-65.0,-43.8,0.0,-43.8,-117.4,0.0,167.5,,,
09/30/2019,114.4,97.6,55.1,-17.4,21.7,20.3,-59.4,-20.8,-15.2,,-5.6,,-320.1,-104.1,0.0,0.0,0.0,-104.1,-104.1,0.0,0.0,0.0,0.0,-217.5,0.0,-217.5,0.0,1.5,431.8,-26.4,-335.0,0.0,125.0,-460.0,997.9,1000.0,-2.1,-204.7,0.0,226.1,,,
12/31/2019,215.6,67.6,58.4,49.6,27.4,19.2,3.0,39.8,14.9,,24.9,0.0,-145.7,-144.2,0.0,0.0,0.0,-144.2,-125.5,-18.7,0.0,0.0,0.0,-0.3,0.0,-0.3,0.0,-1.2,-424.1,-27.4,-494.0,0.0,110.0,-604.0,0.0,0.0,0.0,97.3,0.0,-354.2,,,
03/31/2020,29.3,87.0,58.8,-55.9,7.1,1.4,-64.4,-60.6,-36.6,,-24.0,,-83.0,-83.5,0.0,0.0,0.0,-83.5,-83.5,0.0,0.0,0.0,0.0,-1.1,0.0,-1.1,0.0,1.6,71.1,-29.0,305.0,0.0,330.0,-25.0,0.0,0.0,0.0,-204.9,0.0,17.4,,,
06/30/2020,222.3,33.5,60.7,48.1,9.9,-10.5,48.7,80.4,-1.9,,82.3,,-92.1,-83.1,0.0,0.0,0.0,-83.1,-83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,182.8,-27.7,-350.0,0.0,0.0,-350.0,587.6,592.5,-4.9,-27.1,0.0,313.0,,,
