Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2012,4052.0,2670.0,,,,0.0,1382.0,,-1699.0,1699.0,636.0,1063.0,,0.0,2353.0,-1451.0,,333.0,257.0,861.0,902.0,-173.0,212.0,,,212.0,230.0,-18.0,,-39.0,729.0,-307.0,422.0,-3.0,-3.0,0.0,425.0,,425.0,0.0,0.0,425.0,462.71,40.71,417.0,1.02,1.01,1.109616,419.0,1.01,1.0,1.09716,
12/31/2012,3493.0,2267.0,2084.0,183.0,,0.0,1226.0,,-1517.0,1517.0,638.0,879.0,,0.0,1976.0,-2015.0,,346.0,224.0,1445.0,-39.0,-219.0,233.0,,,233.0,251.0,-18.0,,-14.0,-258.0,105.0,-153.0,-5.0,-5.0,0.0,-148.0,,-148.0,0.0,0.0,-148.0,337.33,490.33,418.0,-0.35,-0.36,0.80701,419.0,-0.35,-0.36,0.80701,
03/31/2013,3723.0,2388.0,,,,0.0,1335.0,,-1576.0,1576.0,630.0,946.0,,0.0,2147.0,-1499.0,,352.0,265.0,882.0,648.0,-342.0,243.0,,,243.0,258.0,-15.0,,99.0,306.0,-114.0,192.0,-4.0,-4.0,0.0,196.0,,196.0,0.0,0.0,196.0,313.51,121.51,418.0,0.47,0.45933,0.750024,419.0,0.47,0.45933,0.74933,
06/30/2013,3507.0,2217.0,,,,0.0,1290.0,,-1494.0,1494.0,628.0,866.0,,0.0,2013.0,-1971.0,,372.0,240.0,1359.0,42.0,-272.0,233.0,,,233.0,256.0,-23.0,,39.0,-230.0,62.0,-168.0,-4.0,-4.0,0.0,-164.0,,-164.0,0.0,0.0,-164.0,390.08,558.08,418.0,-0.39,-0.4,0.933206,418.0,-0.39,-0.4,0.933206,
09/30/2013,4032.0,2526.0,2337.0,189.0,,0.0,1506.0,,-1777.0,1777.0,657.0,1120.0,,0.0,2255.0,-1747.0,,628.0,242.0,877.0,508.0,-222.0,236.0,,,236.0,257.0,-21.0,,-14.0,286.0,-77.0,209.0,-9.0,-9.0,0.0,218.0,,218.0,0.0,0.0,218.0,384.98,175.98,418.0,0.52,0.5,0.921005,419.0,0.52,0.5,0.92,
12/31/2013,3633.0,2323.0,2323.0,,,0.0,1310.0,,-1612.0,1612.0,581.0,1031.0,,0.0,2021.0,-1634.0,,389.0,231.0,1014.0,387.0,-179.0,204.0,,,204.0,245.0,-41.0,,-25.0,208.0,-66.0,142.0,0.0,0.0,0.0,142.0,,142.0,0.0,0.0,142.0,635.79,493.79,418.0,0.34,0.34,1.521029,419.0,0.34,0.34,1.518496,
03/31/2014,4182.0,2732.0,,,,0.0,1450.0,,-2072.0,2072.0,617.0,1455.0,,0.0,2110.0,-1719.0,,266.0,271.0,1182.0,391.0,-221.0,236.0,,,236.0,265.0,-29.0,,-15.0,170.0,-48.0,122.0,-86.0,-86.0,0.0,208.0,,208.0,0.0,0.0,208.0,62.8,-59.2,419.0,0.5,0.29,0.149881,420.0,0.49,0.29,0.149048,
06/30/2014,3496.0,2256.0,,,,0.0,1240.0,,-1633.0,1633.0,550.0,1083.0,,0.0,1863.0,-1571.0,,322.0,228.0,1021.0,292.0,-202.0,230.0,,,230.0,262.0,-32.0,,-28.0,90.0,-26.0,64.0,0.0,0.0,0.0,64.0,,64.0,0.0,0.0,64.0,204.93,140.93,420.0,0.16,0.16,0.487929,421.0,0.15,0.15,0.484751,
09/30/2014,3888.0,2554.0,,,,0.0,1334.0,,-1732.0,1732.0,544.0,1188.0,,0.0,2156.0,-1440.0,,343.0,239.0,858.0,716.0,-231.0,247.0,,,247.0,275.0,-28.0,,-16.0,485.0,-152.0,333.0,0.0,0.0,0.0,333.0,,333.0,0.0,0.0,333.0,375.1,42.1,420.0,0.79,0.79,0.893095,421.0,0.79,0.79,0.89,
12/31/2014,3483.0,2329.0,2329.0,,,0.0,1154.0,,-1559.0,1559.0,569.0,990.0,,0.0,1924.0,-2261.0,,301.0,224.0,1736.0,-337.0,-237.0,242.0,,,242.0,271.0,-29.0,,-5.0,-574.0,268.0,-306.0,0.0,0.0,0.0,-306.0,,-306.0,0.0,0.0,-306.0,338.13,644.13,421.0,-0.73,-0.73,0.803159,421.0,-0.73,-0.73,0.8,
03/31/2015,3897.0,2800.0,,,,0.0,1097.0,,-1626.0,1626.0,513.0,1113.0,,0.0,2271.0,-1677.0,,351.0,269.0,1057.0,594.0,-228.0,245.0,,,245.0,279.0,-34.0,,-17.0,366.0,-144.0,222.0,0.0,0.0,0.0,222.0,,222.0,0.0,0.0,222.0,262.07,40.07,421.0,0.53,0.53,0.622494,423.0,0.53,0.53,0.622494,
06/30/2015,3465.0,2508.0,,,,0.0,957.0,,-1372.0,1372.0,383.0,989.0,,0.0,2093.0,-1539.0,,381.0,242.0,916.0,554.0,-252.0,235.0,-14.0,14.0,249.0,282.0,-33.0,,17.0,302.0,-115.0,187.0,0.0,0.0,0.0,187.0,,187.0,0.0,0.0,187.0,225.07,38.07,422.0,0.44,0.44,0.533341,423.0,0.44,0.44,0.53,
09/30/2015,4123.0,2872.0,2872.0,,,0.0,1251.0,,-1691.0,1691.0,482.0,1209.0,,0.0,2432.0,-1524.0,,438.0,236.0,850.0,908.0,-287.0,249.0,-10.0,10.0,259.0,285.0,-26.0,,38.0,621.0,-226.0,395.0,0.0,0.0,0.0,395.0,,395.0,0.0,0.0,395.0,426.0,31.0,423.0,0.94,0.94,1.007092,424.0,0.93,0.93,1.003113,
12/31/2015,3541.0,2456.0,2456.0,,,0.0,1085.0,,-1484.0,1484.0,477.0,1007.0,,0.0,2057.0,-1821.0,,380.0,231.0,1210.0,236.0,-632.0,247.0,-15.0,15.0,262.0,286.0,-24.0,,385.0,-396.0,170.0,-226.0,0.0,0.0,0.0,-226.0,,-226.0,0.0,0.0,-226.0,244.64,470.64,423.0,-0.53,-0.53,0.578345,424.0,-0.53,-0.53,0.578345,
03/31/2016,3869.0,2796.0,2796.0,,,0.0,1073.0,,-1505.0,1505.0,381.0,1124.0,,0.0,2364.0,-1588.0,,390.0,280.0,918.0,776.0,-235.0,263.0,,,263.0,288.0,-25.0,,-28.0,541.0,-213.0,328.0,0.0,0.0,0.0,328.0,,328.0,0.0,0.0,328.0,336.52,8.52,424.0,0.78,0.78,0.793679,426.0,0.77,0.77,0.79,
06/30/2016,3401.0,2464.0,2464.0,,,0.0,937.0,,-1327.0,1327.0,438.0,889.0,,0.0,2074.0,-3049.0,,397.0,241.0,2411.0,-975.0,-244.0,254.0,-9.0,9.0,263.0,289.0,-26.0,,-10.0,-1219.0,130.0,-1089.0,0.0,0.0,0.0,-1089.0,0.0,-1089.0,0.0,0.0,-1089.0,238.3,1327.3,425.0,-2.56,-2.56,0.560706,425.0,-2.56,-2.56,0.560706,
09/30/2016,3917.0,2987.0,2987.0,,,0.0,930.0,,-1429.0,1429.0,450.0,979.0,,0.0,2488.0,-1627.0,,409.0,265.0,953.0,861.0,-230.0,247.0,-11.0,11.0,258.0,286.0,-28.0,,-17.0,631.0,-251.0,380.0,0.0,0.0,0.0,380.0,0.0,380.0,0.0,0.0,380.0,384.27,4.27,425.0,0.89,0.89,0.904165,427.0,0.89,0.89,0.9,
12/31/2016,3375.0,2533.0,2533.0,,,0.0,842.0,,-1218.0,1218.0,397.0,821.0,,0.0,2157.0,-11081.0,,437.0,256.0,10388.0,-8924.0,-261.0,261.0,-9.0,9.0,270.0,294.0,-24.0,,0.0,-9185.0,3389.0,-5796.0,0.0,0.0,0.0,-5796.0,0.0,-5796.0,0.0,0.0,-5796.0,162.7535,5958.7535,431.0,-13.44,-13.44,0.377618,431.0,-13.44,-13.44,0.377618,
03/31/2017,2855.0,2813.0,2813.0,,,0.0,42.0,,-995.0,995.0,204.0,791.0,,0.0,1860.0,-1232.0,,333.0,242.0,657.0,628.0,-219.0,225.0,-8.0,8.0,233.0,249.0,-16.0,,-6.0,409.0,-152.0,257.0,52.0,52.0,0.0,205.0,0.0,205.0,0.0,0.0,205.0,315.28,58.28,443.0,0.46,0.58,0.711693,444.0,0.46,0.58,0.711261,
06/30/2017,2624.0,2598.0,2598.0,,,0.0,26.0,,-813.0,813.0,163.0,650.0,,0.0,1811.0,-1237.0,,332.0,230.0,675.0,574.0,-223.0,225.0,-9.0,9.0,234.0,248.0,-14.0,,-2.0,351.0,-132.0,219.0,45.0,45.0,0.0,174.0,0.0,174.0,0.0,0.0,174.0,238.4,19.4,444.0,0.39,0.49,0.536937,445.0,0.39,0.49,0.533596,
09/30/2017,2910.0,2671.0,2671.0,,,0.0,239.0,,-900.0,900.0,126.0,774.0,,0.0,2010.0,-1277.0,,374.0,238.0,665.0,733.0,-230.0,249.0,,,249.0,262.0,-13.0,,-19.0,503.0,-202.0,301.0,-95.0,-95.0,0.0,396.0,0.0,396.0,0.0,0.0,396.0,282.8,-18.2,444.0,0.89,0.68,0.636937,446.0,0.89,0.68,0.636937,
12/31/2017,2681.0,2466.0,2466.0,,,0.0,215.0,,-812.0,812.0,101.0,711.0,,0.0,1869.0,-1364.0,,296.0,237.0,831.0,505.0,-334.0,241.0,,,241.0,254.0,-13.0,,93.0,171.0,-1232.0,-1061.0,1438.0,1438.0,0.0,-2499.0,0.0,-2499.0,0.0,0.0,-2499.0,-64.65,996.35,445.0,-5.62,-2.39,-0.145281,445.0,-5.62,-2.39,-0.151011,
03/31/2018,2862.0,2614.0,2614.0,,,0.0,248.0,,-959.0,959.0,139.0,820.0,,0.0,1903.0,-1323.0,,277.0,254.0,792.0,580.0,-166.0,222.0,-11.0,11.0,233.0,252.0,-19.0,,-56.0,414.0,-233.0,181.0,-1188.0,-1188.0,0.0,1369.0,0.0,1369.0,-156.0,0.0,1213.0,198.0,173.0,476.0,2.55,0.05,0.415966,478.0,2.54,0.05,0.411925,
06/30/2018,2625.0,2385.0,2385.0,,,0.0,240.0,,-825.0,825.0,128.0,697.0,,0.0,1800.0,-1100.0,,176.0,240.0,684.0,700.0,-291.0,327.0,-12.0,12.0,339.0,359.0,-20.0,,-36.0,409.0,-101.0,308.0,9.0,9.0,0.0,299.0,0.0,299.0,-165.0,0.0,134.0,187.0,44.0,477.0,0.28,0.3,0.392034,479.0,0.28,0.3,0.391858,
09/30/2018,3064.0,2804.0,2804.0,,,0.0,260.0,,-1013.0,1013.0,137.0,876.0,,0.0,2051.0,-1341.0,,350.0,252.0,739.0,710.0,-190.0,228.0,-11.0,11.0,239.0,260.0,-21.0,,-38.0,520.0,-121.0,399.0,857.0,857.0,0.0,-458.0,0.0,-458.0,-54.0,0.0,-512.0,386.0,41.0,503.0,-1.02,0.68,0.767396,505.0,-1.02,0.68,0.761188,
12/31/2018,2710.0,2664.0,2664.0,,,0.0,46.0,,-850.0,850.0,134.0,716.0,,0.0,1860.0,-1348.0,,331.0,247.0,770.0,512.0,-343.0,228.0,-12.0,12.0,240.0,258.0,-18.0,,115.0,169.0,13.0,182.0,44.0,44.0,0.0,138.0,0.0,138.0,-10.0,0.0,128.0,299.22,127.22,512.0,0.25,0.34,0.584414,514.0,0.25,0.34,0.584414,
03/31/2019,2883.0,2661.0,2661.0,,,0.0,222.0,,-912.0,912.0,131.0,781.0,,0.0,1971.0,-1342.0,,297.0,261.0,784.0,629.0,-181.0,222.0,-13.0,13.0,235.0,258.0,-23.0,,-41.0,448.0,-93.0,355.0,35.0,35.0,0.0,320.0,0.0,320.0,-5.0,0.0,315.0,426.0,76.0,530.0,0.59,0.66,0.803774,533.0,0.59,0.66,0.802589,
06/30/2019,2516.0,2298.0,2298.0,,,0.0,218.0,,-740.0,740.0,129.0,611.0,,0.0,1776.0,-1191.0,,346.0,239.0,606.0,585.0,-163.0,234.0,-9.0,9.0,243.0,266.0,-23.0,,-71.0,422.0,-81.0,341.0,29.0,29.0,0.0,312.0,0.0,312.0,-4.0,0.0,308.0,322.0,-15.0,532.0,0.58,0.63,0.605263,533.0,0.58,0.63,0.601857,
09/30/2019,2963.0,2782.0,2782.0,,,0.0,181.0,,-920.0,920.0,122.0,798.0,,0.0,2043.0,-1362.0,,347.0,257.0,758.0,681.0,-185.0,230.0,-12.0,12.0,242.0,268.0,-26.0,,-45.0,496.0,-107.0,389.0,-2.0,-2.0,0.0,391.0,0.0,391.0,0.0,0.0,391.0,410.0,21.0,538.0,0.73,0.72,0.762082,542.0,0.72,0.72,0.758745,
12/31/2019,2673.0,2626.0,2626.0,,,0.0,47.0,,-852.0,852.0,115.0,737.0,,0.0,1821.0,-1206.0,,146.0,251.0,809.0,615.0,-864.0,231.0,-11.0,11.0,242.0,260.0,-18.0,,633.0,-249.0,68.0,-181.0,-70.0,-70.0,0.0,-111.0,0.0,-111.0,0.0,0.0,-111.0,224.0,405.0,540.0,-0.2,-0.335185,0.414815,540.0,-0.2,-0.335185,0.414815,
03/31/2020,2709.0,2521.0,2521.0,,,0.0,188.0,,-792.0,792.0,98.0,694.0,,0.0,1917.0,-1385.0,,317.0,267.0,801.0,532.0,-568.0,238.0,-7.0,7.0,245.0,274.0,-29.0,,330.0,-36.0,60.0,24.0,-50.0,-50.0,0.0,74.0,0.0,74.0,0.0,0.0,74.0,290.57,266.57,541.0,0.14,0.05,0.537098,543.0,0.14,0.05,0.537098,
06/30/2020,2522.0,2410.0,2410.0,,,0.0,112.0,,-690.0,690.0,77.0,613.0,,0.0,1832.0,-1317.0,,321.0,253.0,743.0,515.0,-142.0,233.0,-12.0,12.0,245.0,269.0,-24.0,,-91.0,373.0,-66.0,307.0,-2.0,-2.0,0.0,309.0,0.0,309.0,0.0,0.0,309.0,46.36,-260.64,542.0,0.57,0.57,0.085535,543.0,0.57,0.57,0.085535,
09/30/2020,2907.4,,,,,,,,,,,,,,,,,,,,753.5,,,,,,,,,,530.0,,426.25,,,,,,426.25,,,426.25,426.833,,,0.783,0.783,0.761,,0.783,0.783,0.761,
12/31/2020,2767.8,,,,,,,,,,,,,,,,,,,,587.0,,,,,,,,,,364.0,,374.75,,,,,,374.75,,,374.75,265.0,,,0.69,0.69,0.515,,0.69,0.69,0.515,
