Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/2002,2547.906006,640.734985,640.734985,0.0,446.878998,,,,395.917999,284.317993,67.023003,44.577,0.0,104.811996,,,,,,1588.343994,740.867981,1206.057007,-465.188995,0.0,218.694,194.447006,146.328003,48.119003,24.246994,959.561981,,431.588013,431.588013,,,,8.692,8.692,0.0,0.0,,,153.097001,,,,153.097001,593.377014,354.667999,354.667999,0.0,0.0,,92.889999,,,92.889999,447.557999,1040.935013,0.0,926.547974,,,0.0,580.046021,0.376953,1506.970947,0.0,1506.970947,2547.90596,
11/30/2002,2877.846924,538.258972,538.258972,0.0,583.565002,,,,444.18399,291.989014,78.269997,73.925003,0.0,160.716003,,,,,,1726.723999,793.731995,,,0.0,357.390991,320.585999,242.498993,78.087006,36.804992,1151.122986,,588.825012,588.825012,,,,8.692,8.692,0.0,0.0,,,167.412004,,,,167.412004,764.929016,504.585999,504.585999,0.0,0.0,,96.311996,,,96.311996,600.897995,1365.827011,0.0,926.89502,,,0.0,,585.125,1512.02002,0.0,1512.02002,2877.847031,
02/28/2003,2954.48999,497.351013,497.351013,0.0,676.463013,,,,527.190002,361.346985,97.112,68.731003,0.0,92.026001,,,,,,1793.030029,801.515015,,,0.0,359.945007,336.842987,249.341003,87.501984,23.10202,1161.460022,,660.739014,660.739014,,,,8.764,8.764,0.0,0.0,,,192.945961,,,,192.945961,862.448975,454.544006,454.544006,0.0,0.0,,84.373001,,,84.373001,538.917007,1401.365982,0.0,933.661011,,,0.0,,619.463013,1553.124024,0.0,1553.124024,2954.490006,
05/31/2003,2999.003906,514.424988,514.424988,0.0,723.747009,,,,487.174011,342.378998,78.867996,65.927002,0.0,122.375,,,,,,1847.720947,765.559021,,,0.0,385.723999,362.656006,283.644989,79.011017,23.067993,1151.28302,,640.867981,640.867981,,,,353.803986,353.803986,0.0,0.0,,,229.923004,,,,229.923004,1224.594971,101.203003,101.203003,0.0,0.0,,79.787003,,,79.787003,180.990006,1405.584977,0.0,935.127014,,,0.0,602.981018,55.310974,1593.419006,0.0,1593.419006,2999.003983,
08/31/2003,3244.745,699.748,699.748,0.0,759.696,759.696,,,510.218,347.627,104.741,57.85,0.0,124.285,,,,,,2093.947,746.204,1170.777,-424.573,0.0,404.594,381.319,295.52,85.799,23.275,1150.798,,712.697,712.697,,,,347.237,347.237,0.0,0.0,,,203.284,,,,203.284,1263.218,297.018,295.568,1.45,1.45,,96.033,,,96.033,393.051,1656.269,0.0,944.344,,,0.0,623.053,21.079,1588.476,0.0,1588.476,3244.745,
11/30/2003,3517.225098,748.679993,748.679993,0.0,865.450012,865.450012,,,588.776001,399.389008,116.989998,72.397003,0.0,171.481003,,,,,,2374.386963,737.909973,,,0.0,404.928009,380.529999,299.908997,80.621002,24.39801,1142.837982,,872.869019,872.869019,,,,348.352997,348.352997,0.0,0.0,,,217.746002,,,,217.746002,1438.968018,302.973999,302.973999,0.0,0.0,,111.630997,,,111.630997,414.604996,1853.573013,0.0,951.742981,,,0.0,665.549011,46.359985,1663.651978,0.0,1663.651978,3517.224991,
02/29/2004,3601.709961,900.687012,900.687012,0.0,687.914978,687.914978,,,675.72998,442.160004,144.016998,89.553001,0.0,202.701996,,,,,,2467.030029,738.127991,,,0.0,396.552002,376.911987,296.890015,80.021973,19.640015,1134.679993,,902.952026,902.952026,,,,349.346008,349.346008,0.0,0.0,,,211.08197,,,,211.08197,1463.380005,309.795013,309.795013,0.0,0.0,,100.221001,,,100.221001,410.016014,1873.396019,0.0,962.565979,,,0.0,705.564026,60.187988,1728.317993,0.0,1728.317993,3601.714012,
05/31/2004,3251.010986,596.164001,596.164001,0.0,720.48999,720.48999,,,656.994019,431.962006,134.496002,90.536003,0.0,159.319,,,,,,2132.967041,742.987,,,0.0,375.057007,361.67099,293.270996,68.399994,13.386017,1118.044006,,892.484009,892.484009,,,,4.332,4.332,0.0,0.0,,,213.220002,,,,213.220002,1110.036011,295.191986,295.191986,0.0,0.0,,87.762001,,,87.762001,382.953987,1492.989998,0.0,969.601013,,,0.0,745.695007,42.724976,1758.020996,0.0,1758.020996,3251.010994,
11/30/2004,3775.176025,619.835999,619.835999,0.0,1066.416016,1066.416016,,,751.127014,490.820007,157.097,103.209999,0.0,142.091995,,,,,,2579.470947,807.296997,1420.81897,-613.521973,0.0,388.40799,360.506012,310.583008,49.923004,27.901978,1195.704987,,1213.067993,1213.067993,,,,1.966,1.966,0.0,0.0,,,265.189029,,,,265.189029,1480.223022,294.993011,294.993011,0.0,0.0,,51.771,,,51.771,346.764011,1826.987034,0.0,989.351013,,,0.0,845.867981,112.970032,1948.189026,0.0,1948.189026,3775.17606,
02/28/2005,3578.737,779.776,779.776,0.0,795.432,795.432,,,677.087,444.255,148.967,83.865,0.0,132.533,,,,,,2384.828,803.734,1458.963,-655.229,0.0,390.175,352.94,310.606,42.334,37.235,1193.909,,1009.467,1009.467,,,,0.644,0.644,0.0,0.0,,,206.234,,,,206.234,1216.345,289.888,289.888,0.0,0.0,,51.785,,,51.785,341.673,1558.018,0.0,1001.274,,,0.0,891.915,127.53,2020.719,0.0,2020.719,3578.737,
05/31/2005,3782.824,681.042,681.042,0.0,899.427,899.427,,,739.111,494.662,150.408,94.041,0.0,129.219,,,,,,2448.799,831.269,1515.401,-684.132,0.0,502.756,457.896,381.579,76.317,44.86,1334.025,,1165.72,1165.72,,,,0.637,0.637,0.0,0.0,,,214.802,,,,214.802,1381.159,311.881,311.881,0.0,0.0,,43.69,,,43.69,355.571,1736.73,0.0,1013.064,,,0.0,951.268,81.762,2046.094,0.0,2046.094,3782.824,
08/31/2005,4087.986084,796.070984,796.070984,0.0,955.353027,955.353027,,,818.434998,573.755981,148.455002,96.223999,0.0,116.075996,,,,,,2685.935059,880.736023,1594.88501,-714.148987,0.0,521.315002,453.300995,384.239014,69.061981,68.014008,1402.051025,,1339.865967,1339.865967,,,,0.674,0.674,0.0,0.0,,,227.589061,,,,227.589061,1568.129028,326.579987,326.579987,0.0,0.0,,47.335999,,,47.335999,373.915985,1942.045013,0.0,1093.944946,,,0.0,980.666992,71.328979,2145.940918,0.0,2145.940918,4087.985931,
11/30/2005,4441.716797,875.619995,875.619995,0.0,1085.573975,1085.573975,,,941.432983,660.497986,163.957001,116.977997,0.0,140.511993,,,,,,3043.138916,899.669983,1638.930054,-739.26001,0.0,498.90799,441.516998,376.78299,64.734009,57.390991,1398.577972,,1573.385986,1573.385986,,,,1.955,1.955,0.0,0.0,,,271.910967,,,,271.910967,1847.251953,324.217987,324.217987,0.0,0.0,,45.313,,,45.313,369.530987,2216.78294,0.0,1061.531006,,,0.0,1098.689941,64.713013,2224.93396,0.0,2224.93396,4441.7169,
02/28/2006,4553.419922,918.622009,918.622009,0.0,1069.300049,1069.300049,,,990.710999,703.45697,170.832001,116.421997,0.0,174.718002,,,,,,3153.351074,917.312988,1695.28894,-777.976013,0.0,482.756012,439.940002,380.389008,59.550995,42.81601,1400.069,,1532.401001,1532.401001,,,,3.873,3.873,0.0,0.0,,,234.630052,,,,234.630052,1770.904053,325.834991,325.834991,0.0,0.0,,46.726002,,,46.726002,372.560993,2143.465046,0.0,1159.180054,,,0.0,1167.71106,83.063965,2409.955078,0.0,2409.955078,4553.420124,
05/31/2006,5043.595215,854.879028,854.879028,0.0,1139.332031,1139.332031,,,1229.703979,897.674011,180.326996,151.703003,0.0,143.658997,,,,,,3367.573975,963.265015,1770.764038,-807.499023,0.0,712.755981,648.219971,507.424988,140.794983,64.536011,1676.020996,,1790.879028,1790.879028,,,,25.149,25.149,0.0,0.0,,,301.875048,,,,301.875048,2117.903076,331.066986,331.066986,0.0,0.0,,60.360001,,,60.360001,391.426987,2509.330063,0.0,1202.656982,,,0.0,1217.082031,114.526001,2534.265015,0.0,2534.265015,5043.595078,
08/31/2006,5411.72998,773.562988,773.562988,0.0,1288.024048,1288.024048,,,1452.737061,1011.450012,244.179993,197.106995,0.0,164.641006,,,,,,3678.965088,985.262024,1815.501953,-830.23999,0.0,747.502991,688.773987,608.067017,80.70697,58.729004,1732.765015,,2231.864014,2231.864014,,,,63.813,63.813,0.0,0.0,,,405.656971,,,,405.656971,2701.333984,329.519989,329.519989,0.0,0.0,,86.394997,,,86.394997,415.914986,3117.24897,0.0,1265.593018,,,-200.251007,1116.035034,113.103912,2294.480957,0.0,2294.480957,5411.729927,
11/30/2006,5686.083008,651.291992,651.291992,0.0,1512.777954,1512.777954,,,1545.688965,1075.386963,271.075012,199.227005,0.0,212.201004,,,,,,3921.959961,1011.364014,1882.062988,-870.698975,0.0,752.758972,689.223022,614.093994,75.129028,63.53595,1764.122986,,2204.687012,2204.687012,,,,266.475006,266.475006,0.0,0.0,,,428.824066,,,,428.824066,2899.986084,329.040009,329.040009,0.0,0.0,,89.466003,,,89.466003,418.506012,3318.492096,0.0,1281.766968,,,-200.251007,1143.035034,143.039948,2367.590942,0.0,2367.590942,5686.083038,
02/28/2007,6252.529785,554.687012,554.687012,0.0,1341.052002,1341.052002,,,1532.728027,1012.366028,265.450012,254.912003,0.0,252.949005,,,,,,3681.416016,1231.543945,2107.141113,-875.596985,0.0,1339.569946,1263.36499,1015.588013,247.776978,76.204956,2571.113892,,1910.047974,1910.047974,,,,1006.77301,1006.77301,0.0,0.0,,,445.669983,,,,445.669983,3362.490967,400.992004,400.992004,0.0,0.0,,89.603996,,,89.603996,490.596001,3853.086967,0.0,1302.394043,,,-200.251007,1142.520996,139.307037,2383.971069,15.472,2399.443069,6252.530037,
05/31/2007,6219.667969,558.357971,558.357971,0.0,1336.784058,1336.784058,,,1446.505005,975.005005,267.78299,203.716995,0.0,251.830994,,,,,,3593.478027,1260.677002,2161.343018,-900.666016,0.0,1365.512939,1278.45105,1123.166992,155.284058,87.06189,2626.189941,,1901.197021,1901.197021,,,,939.570984,939.570984,0.0,0.0,,,468.450989,,,,468.450989,3309.218994,384.463013,384.463013,0.0,0.0,,85.713997,,,85.713997,470.17701,3779.396004,0.0,1317.748047,,,-200.251007,1134.238037,180.388947,2432.124023,8.148,2440.272023,6219.668027,
