Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,EV/Sales,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
03/31/1995,5.869932,513.486091,526.472134,489.781635,0.670488,,0.191526,,0.512237,9.836843,17.375,530.933756,
06/30/1995,7.666667,563.934469,628.505016,514.672246,0.86218,,0.250431,,0.596022,11.487729,23.0,628.619997,
09/30/1995,8.278146,637.816576,656.677495,603.368248,0.907165,,0.2676,,0.600372,11.549326,25.0,651.739996,
12/31/1995,9.334936,666.154673,696.675997,638.839106,1.020066,,0.310369,,0.62203,11.666701,29.125,689.175372,
03/31/1996,8.279743,660.711012,690.317503,631.554998,0.87632,,0.275033,,0.596719,10.981437,25.75,666.836748,
06/30/1996,7.719436,656.62828,671.056623,637.066367,0.815585,,0.257254,,0.586654,10.547098,24.625,675.509989,
09/30/1996,6.230887,642.921306,670.708121,615.407989,0.651781,,0.206655,,0.530566,9.343009,20.375,627.355013,
12/31/1996,7.602339,661.792888,697.757993,620.200013,0.803193,,0.256339,,0.576077,10.133999,26.0,697.887994,
03/31/1997,7.291667,703.131127,740.836746,677.221865,0.765018,,0.238499,,0.542186,9.678364,25.375,680.292247,
06/30/1997,7.482394,684.762469,730.862395,651.452614,0.785743,,0.238269,,0.56149,10.157062,26.5625,731.07488,
09/30/1997,10.789106,808.164941,885.390748,735.202646,1.130921,,0.339232,,0.679105,12.206327,38.625,897.519003,
12/31/1997,11.182336,869.623925,925.712997,831.823999,1.099862,1.099862,0.344139,,0.697474,12.289623,39.25,920.492751,
03/31/1998,10.779412,946.485644,1043.276417,892.255498,1.232882,1.232882,0.39867,,0.781594,12.000819,45.8125,1045.979355,
06/30/1998,9.290541,994.137752,1063.861666,941.797984,1.154523,1.154523,0.355919,,0.80564,12.09023,41.25,1099.884484,
09/30/1998,6.527778,989.034827,1054.522223,910.157737,0.7987,0.7987,0.256537,,0.700758,10.663383,29.375,988.026369,
12/31/1998,8.031401,1015.039002,1060.536683,940.901734,0.873018,0.873018,0.283595,,0.663138,10.0859,33.25,993.148507,
03/31/1999,8.793801,1010.856149,1068.840456,957.705758,0.808334,0.808334,0.274337,,0.651966,9.814706,32.625,1019.512365,
06/30/1999,8.919598,1043.074947,1157.257498,999.192472,0.881766,0.881766,0.289114,,0.708948,9.601976,35.5,1174.119978,
09/30/1999,6.30669,1122.577315,1166.150311,1049.239354,0.666268,0.666268,0.21368,,0.638631,8.507654,27.8125,1116.093634,
12/31/1999,4.804981,1097.402817,1142.913634,1041.97311,0.587061,0.587061,0.187474,,0.56942,6.439806,25.5625,1038.882307,
03/31/2000,6.56304,1107.344872,1250.255788,1020.18186,0.841505,,0.266794,,0.656188,7.253533,38.0,1247.41188,
