Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2017,22012.0,563.0,563.0,0.0,1830.0,1830.0,0.0,126.0,0.0,0.0,9.0,117.0,47.0,,0.0,11.0,,36.0,2566.0,17665.0,39229.0,-21564.0,0.0,1781.0,115.0,115.0,0.0,71.0,847.0,748.0,19446.0,,1680.0,1395.0,177.0,,108.0,0.0,0.0,0.0,0.0,,0.0,288.0,0.0,2.0,833.0,150.0,1968.0,5494.0,5494.0,0.0,0.0,,2842.0,0.0,362.0,1645.0,8336.0,10304.0,0.0,8316.0,937.0,7379.0,-3325.0,6779.0,-62.0,11708.0,0.0,11708.0,22012.0,
03/31/2018,21634.0,1613.0,1613.0,0.0,1100.0,1100.0,0.0,110.0,0.0,0.0,10.0,100.0,79.0,,,13.0,,63.0,2902.0,16931.0,38803.0,-21872.0,0.0,1801.0,98.0,98.0,0.0,,806.0,897.0,18732.0,,1548.0,1335.0,128.0,,85.0,0.0,0.0,,,,0.0,361.0,,,221.0,174.0,1909.0,5495.0,5495.0,,,,2196.0,,331.0,1644.0,7691.0,9600.0,0.0,8174.0,937.0,7237.0,-3175.0,7093.0,-58.0,12034.0,0.0,12034.0,21634.0,
06/30/2018,21871.0,1667.0,1667.0,0.0,1176.0,1176.0,0.0,117.0,0.0,0.0,11.0,106.0,127.0,,9.0,35.0,,92.0,3087.0,16881.0,39217.0,-22336.0,0.0,1903.0,98.0,98.0,0.0,,788.0,1008.0,18784.0,,1636.0,1428.0,99.0,,109.0,0.0,0.0,,,,0.0,408.0,,,237.0,171.0,2044.0,5497.0,5497.0,,,,2198.0,,311.0,1650.0,7695.0,9739.0,0.0,8164.0,937.0,7227.0,-3137.0,7146.0,-41.0,12132.0,0.0,12132.0,21871.0,
09/30/2018,21778.0,1564.0,1564.0,0.0,1335.0,1335.0,0.0,110.0,0.0,0.0,11.0,99.0,56.0,,,25.0,,31.0,3065.0,16899.0,39257.0,-22358.0,0.0,1814.0,97.0,97.0,0.0,,757.0,960.0,18713.0,,1734.0,1479.0,128.0,,127.0,0.0,0.0,,,,0.0,408.0,,,215.0,198.0,2142.0,5498.0,5498.0,,,,2094.0,,286.0,1593.0,7592.0,9734.0,0.0,8163.0,937.0,7226.0,-3455.0,7357.0,-21.0,12044.0,0.0,12044.0,21778.0,
12/31/2018,21321.0,1462.0,1462.0,0.0,1079.0,1079.0,0.0,96.0,0.0,0.0,11.0,85.0,284.0,,0.0,27.0,,126.0,2921.0,16804.0,38634.0,-21830.0,0.0,1596.0,97.0,97.0,0.0,83.0,745.0,671.0,18400.0,,1655.0,1320.0,181.0,,154.0,0.0,0.0,0.0,0.0,,0.0,177.0,0.0,4.0,199.0,177.0,1832.0,5499.0,5499.0,0.0,0.0,,1862.0,0.0,195.0,1464.0,7361.0,9193.0,0.0,8175.0,937.0,7238.0,-3816.0,7706.0,63.0,12128.0,0.0,12128.0,21321.0,
03/31/2019,21410.0,1019.0,1019.0,0.0,1086.0,1086.0,0.0,83.0,0.0,0.0,12.0,71.0,588.0,,,428.0,,141.0,2776.0,16961.0,34630.0,-17669.0,0.0,1673.0,97.0,97.0,0.0,,719.0,857.0,18634.0,,1535.0,1310.0,149.0,,76.0,92.0,0.0,92.0,,92.0,,231.0,,4.0,192.0,230.0,1858.0,5663.0,5501.0,162.0,,162.0,1681.0,,179.0,1306.0,7344.0,9202.0,0.0,8086.0,937.0,7149.0,-3745.0,7808.0,59.0,12208.0,0.0,12208.0,21410.0,
06/30/2019,21282.0,961.0,961.0,0.0,1144.0,1144.0,0.0,72.0,0.0,0.0,9.0,63.0,511.0,,,410.0,,68.0,2688.0,16978.0,34238.0,-17260.0,0.0,1616.0,95.0,95.0,0.0,,684.0,837.0,18594.0,,1566.0,1401.0,77.0,,88.0,704.0,0.0,104.0,,104.0,600.0,201.0,,,184.0,193.0,2471.0,5053.0,4902.0,151.0,,151.0,1657.0,,179.0,1294.0,6710.0,9181.0,0.0,8107.0,937.0,7170.0,-3984.0,7928.0,50.0,12101.0,0.0,12101.0,21282.0,
09/30/2019,20373.0,1165.0,1165.0,0.0,1148.0,1148.0,0.0,71.0,0.0,0.0,9.0,62.0,136.0,,,0.0,,72.0,2520.0,16943.0,34309.0,-17366.0,0.0,910.0,95.0,95.0,0.0,,667.0,148.0,17853.0,,1552.0,1374.0,86.0,,92.0,704.0,0.0,104.0,,104.0,600.0,123.0,,,183.0,117.0,2379.0,5030.0,4903.0,127.0,,127.0,693.0,,174.0,336.0,5723.0,8102.0,0.0,8134.0,937.0,7197.0,-4028.0,8053.0,112.0,12271.0,0.0,12271.0,20373.0,
12/31/2019,20245.0,858.0,858.0,0.0,1122.0,1122.0,0.0,72.0,0.0,0.0,10.0,62.0,83.0,,1.0,0.0,,73.0,2135.0,17199.0,35202.0,-18003.0,0.0,911.0,95.0,95.0,0.0,0.0,663.0,152.0,18110.0,,1537.0,1307.0,118.0,,112.0,101.0,0.0,101.0,,101.0,,107.0,0.0,,186.0,102.0,1745.0,5608.0,5501.0,107.0,,107.0,739.0,0.0,183.0,370.0,6347.0,8092.0,0.0,8144.0,937.0,7207.0,-4089.0,7993.0,105.0,12153.0,0.0,12153.0,20245.0,
03/31/2020,19715.0,817.0,817.0,0.0,703.0,703.0,0.0,78.0,0.0,0.0,12.0,66.0,311.0,,,,,118.0,1909.0,17065.0,35706.0,-18641.0,0.0,741.0,0.0,0.0,0.0,,628.0,113.0,17806.0,,1244.0,1104.0,72.0,,68.0,83.0,0.0,83.0,,83.0,,115.0,,,185.0,114.0,1442.0,5588.0,5502.0,86.0,,86.0,727.0,,172.0,370.0,6315.0,7757.0,0.0,8039.0,937.0,7102.0,-4059.0,7895.0,83.0,11958.0,0.0,11958.0,19715.0,
06/30/2020,18567.0,522.0,522.0,0.0,620.0,620.0,0.0,77.0,0.0,0.0,9.0,68.0,186.0,,,,,107.0,1405.0,16577.0,35793.0,-19216.0,0.0,585.0,0.0,0.0,0.0,,476.0,109.0,17162.0,,849.0,696.0,77.0,,76.0,83.0,0.0,83.0,,83.0,,133.0,,,171.0,112.0,1065.0,5577.0,5503.0,74.0,,74.0,750.0,,194.0,385.0,6327.0,7392.0,0.0,8080.0,937.0,7143.0,-4087.0,7145.0,37.0,11175.0,0.0,11175.0,18567.0,
