Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1996,10103.0,51.0,51.0,0.0,603.0,,,1321.0,,,,,116.0,,,,,,2091.0,7309.0,16395.0,-9086.0,,703.0,,,,,,703.0,8012.0,,1191.0,1191.0,,,,381.0,,,,,,470.0,,,,470.0,2042.0,2883.0,,,,,1764.0,,,1764.0,4647.0,6689.0,182.0,,,,0.0,,3232.0,3414.0,0.0,3414.0,10103.0,
12/31/1996,10151.0,32.0,32.0,0.0,613.0,,,1282.0,,,,,119.0,,,,,,2046.0,7298.0,16329.0,-9031.0,176.0,631.0,,,,,,631.0,8105.0,,1385.0,1385.0,,,,323.0,,,,,,434.0,,,,434.0,2142.0,2642.0,,,,,1845.0,,,1845.0,4487.0,6629.0,182.0,,,,0.0,,3340.0,3522.0,0.0,3522.0,10151.0,
03/31/1997,9975.0,62.0,62.0,0.0,494.0,,,1182.0,,,,,124.0,,,,,,1862.0,7232.0,16414.0,-9182.0,,881.0,,,,,,881.0,8113.0,,1087.0,1087.0,,,,476.0,,,,,,401.0,,,,401.0,1964.0,2522.0,,,,,1910.0,,,1910.0,4432.0,6396.0,182.0,,,,0.0,,3397.0,3579.0,0.0,3579.0,9975.0,
06/30/1997,10108.0,90.0,90.0,0.0,522.0,,,1175.0,,,,,122.0,,,,,,1909.0,7318.0,16721.0,-9403.0,,881.0,,,,,,881.0,8199.0,,1126.0,1126.0,,,,244.0,,,,,,375.0,,,,375.0,1745.0,2764.0,,,,,1948.0,,,1948.0,4712.0,6457.0,182.0,,,,0.0,,3469.0,3651.0,0.0,3651.0,10108.0,
09/30/1997,10248.0,50.0,50.0,0.0,513.0,,,1203.0,,,,,140.0,,,,,,1906.0,7388.0,16930.0,-9542.0,,954.0,,,,,,954.0,8342.0,,1247.0,1247.0,,,,471.0,,,,,,391.0,,,,391.0,2109.0,2365.0,,,,,1975.0,,,1975.0,4340.0,6449.0,182.0,,,,0.0,,3617.0,3799.0,0.0,3799.0,10248.0,
12/31/1997,10565.0,36.0,36.0,0.0,856.0,,,980.0,,,,,146.0,,,,,,2018.0,7566.0,17233.0,-9667.0,89.0,892.0,,,,,,892.0,8547.0,,1348.0,1348.0,,,,525.0,,,,,,389.0,,,,389.0,2262.0,2476.0,,,,,2025.0,,,2025.0,4501.0,6763.0,184.0,,,,0.0,,3618.0,3802.0,0.0,3802.0,10565.0,
03/31/1998,13758.0,475.0,475.0,0.0,1321.0,,,1641.0,,,,,223.0,,,,,,3660.0,9026.0,18876.0,-9850.0,,1072.0,,,,,,1072.0,10098.0,,2204.0,2204.0,,,,462.0,,,,,,412.0,,,,412.0,3078.0,2837.0,,,,,2231.0,,,2231.0,5068.0,8146.0,1866.0,,,,0.0,,3746.0,5612.0,0.0,5612.0,13758.0,
06/30/1998,14401.0,550.0,550.0,0.0,1327.0,,,1750.0,,,,,546.0,,,,,,4173.0,9097.0,19023.0,-9926.0,,1131.0,,,,,,1131.0,10228.0,,2222.0,2222.0,,,,788.0,,,,,,419.0,,,,419.0,3429.0,2879.0,,,,,2279.0,,,2279.0,5158.0,8587.0,184.0,,,,0.0,,3893.0,4077.0,1737.0,5814.0,14401.0,
09/30/1998,15123.0,465.0,465.0,0.0,1507.0,,,1624.0,,,1624.0,,169.0,,,,,,3765.0,10223.0,20318.0,-10095.0,,1135.0,,,,,,1135.0,11358.0,,2223.0,2223.0,,,,299.0,,,,,,350.0,,,,350.0,2872.0,4055.0,,,,,2349.0,,,2349.0,6404.0,9276.0,184.0,,,,0.0,,3937.0,4121.0,1726.0,5847.0,15123.0,
12/31/1998,14544.0,137.0,137.0,0.0,1277.0,,,1310.0,107.0,731.0,1023.0,-551.0,252.0,,,,,,2976.0,10429.0,20728.0,-10299.0,84.0,1055.0,,,,,,1055.0,11568.0,,1980.0,1980.0,,,,191.0,,,,,,439.0,,,,439.0,2610.0,3456.0,,,,,2392.0,,,2392.0,5848.0,8458.0,184.0,,,,0.0,,4312.0,4496.0,1590.0,6086.0,14544.0,
03/31/1999,14670.0,59.0,59.0,0.0,1140.0,,,1714.0,107.0,707.0,1102.0,,452.0,,,,,,3365.0,10216.0,20631.0,-10415.0,,1089.0,,,,,,1089.0,11305.0,,1853.0,1853.0,,,,129.0,,,,,,315.0,,,,315.0,2297.0,3706.0,,,,,2380.0,,,2380.0,6086.0,8383.0,184.0,,,,0.0,,4368.0,4552.0,1735.0,6287.0,14670.0,
06/30/1999,14905.0,79.0,79.0,0.0,1296.0,,,1839.0,110.0,712.0,1153.0,,311.0,,,,,,3525.0,10224.0,20781.0,-10557.0,,1156.0,,,,,,1156.0,11380.0,,1940.0,1940.0,,,,199.0,,,,,,395.0,,,,395.0,2534.0,3568.0,,,,,2435.0,,,2435.0,6003.0,8537.0,184.0,,,,0.0,,4440.0,4624.0,1744.0,6368.0,14905.0,
09/30/1999,15413.0,87.0,87.0,0.0,1686.0,,,1919.0,108.0,692.0,1119.0,0.0,310.0,,,,,,4002.0,10196.0,20820.0,-10624.0,,1215.0,,,,,,1215.0,11411.0,,2313.0,2313.0,,,,110.0,,,,,,380.0,,,,380.0,2803.0,3497.0,,,,,2507.0,,,2507.0,6004.0,8807.0,184.0,,,,0.0,,4649.0,4833.0,1773.0,6606.0,15413.0,
12/31/1999,15674.0,111.0,111.0,0.0,1887.0,,,1884.0,109.0,729.0,1046.0,0.0,199.0,,,,,,4081.0,10293.0,20860.0,-10567.0,78.0,1222.0,0.0,,,,,1222.0,11593.0,,2654.0,2654.0,,,,48.0,,,,,,442.0,,,,442.0,3144.0,3320.0,,,,,2473.0,,,2473.0,5793.0,8937.0,184.0,,,,0.0,,4800.0,4984.0,1753.0,6737.0,15674.0,
03/31/2000,15772.0,102.0,102.0,0.0,1837.0,,,1918.0,105.0,682.0,1131.0,0.0,195.0,,,,,,4052.0,10343.0,21128.0,-10785.0,,1377.0,0.0,,,,,1377.0,11720.0,,2551.0,2551.0,,,,39.0,,,,,,420.0,,,,420.0,3010.0,3256.0,,,,,2524.0,,,2524.0,5780.0,8790.0,184.0,,,,0.0,,4987.0,5171.0,1811.0,6982.0,15772.0,
06/30/2000,16421.0,162.0,162.0,0.0,2167.0,,,2120.0,104.0,794.0,1222.0,0.0,307.0,,,,,,4756.0,10302.0,21118.0,-10816.0,,1363.0,0.0,,,,,1363.0,11665.0,,2843.0,2843.0,,,,134.0,,,,,,589.0,,,,589.0,3566.0,2911.0,,,,,2528.0,,,2528.0,5439.0,9005.0,184.0,,,,0.0,,5289.0,5473.0,1943.0,7416.0,16421.0,
09/30/2000,16376.0,165.0,165.0,0.0,2212.0,,,2030.0,105.0,789.0,1136.0,0.0,291.0,,,,,,4698.0,10305.0,21142.0,-10837.0,,1373.0,0.0,,,,,1373.0,11678.0,,2888.0,2888.0,,,,339.0,,,,,,494.0,,,,494.0,3721.0,2445.0,,,,,2804.0,,,2804.0,5249.0,8970.0,184.0,,,,-37.0,,5337.0,5484.0,1922.0,7406.0,16376.0,
12/31/2000,17151.0,340.0,340.0,0.0,2262.0,,,1867.0,97.0,701.0,1069.0,0.0,516.0,,,,,,4985.0,9375.0,19066.0,-9691.0,84.0,2707.0,0.0,0.0,0.0,,,2707.0,12166.0,,3021.0,3021.0,,,,148.0,,,,,,843.0,,,,843.0,4012.0,1937.0,,,,,2414.0,,,2414.0,4351.0,8363.0,186.0,5077.0,,,-104.0,,1789.0,6948.0,1840.0,8788.0,17151.0,
03/31/2001,15932.0,411.0,411.0,0.0,2149.0,,,2040.0,98.0,850.0,1092.0,0.0,159.0,,,,,,4759.0,9900.0,19814.0,-9914.0,,1273.0,0.0,0.0,0.0,,,1273.0,11173.0,,2800.0,2800.0,,,,404.0,,,,,,798.0,,,,798.0,4002.0,2073.0,,,,,2425.0,,,2425.0,4498.0,8500.0,184.0,,,,-95.0,,5405.0,5494.0,1938.0,7432.0,15932.0,
06/30/2001,16004.0,469.0,469.0,0.0,2187.0,,,2010.0,95.0,763.0,1152.0,0.0,169.0,,,,,,4835.0,9879.0,19981.0,-10102.0,,1290.0,0.0,0.0,0.0,,,1290.0,11169.0,,2774.0,2774.0,,,,339.0,,,,,,892.0,,,,892.0,4005.0,1588.0,,,,,2383.0,,,2383.0,3971.0,7976.0,184.0,,,,-87.0,,5921.0,6018.0,2010.0,8028.0,16004.0,
09/30/2001,15841.0,512.0,512.0,0.0,2132.0,,,1957.0,90.0,708.0,1159.0,0.0,196.0,,,,,,4797.0,9382.0,19582.0,-10200.0,,1662.0,0.0,0.0,0.0,,,1662.0,11044.0,,2672.0,2672.0,,,,91.0,,,,,,970.0,,,,970.0,3733.0,1518.0,,,,,2401.0,,,2401.0,3919.0,7652.0,184.0,,,,-77.0,,6053.0,6160.0,2029.0,8189.0,15841.0,
12/31/2001,16129.0,657.0,657.0,0.0,1708.0,1672.0,,1851.0,87.0,693.0,1143.0,-72.0,195.0,,,,,,4411.0,9526.0,,,52.0,2140.0,0.0,0.0,0.0,,,2140.0,11718.0,,2431.0,2431.0,,,,215.0,,,,,,822.0,,,,822.0,3468.0,3432.0,,,,,2326.0,,,2326.0,5758.0,9226.0,0.0,3347.0,,,-74.0,1643.0,24.0,4940.0,1963.0,6903.0,16129.0,
03/31/2002,17016.0,237.0,237.0,0.0,1819.0,1819.0,,1991.0,96.0,699.0,1197.0,-1.0,203.0,,,,,,4250.0,10026.0,,,1530.0,1210.0,312.0,256.0,56.0,,,898.0,12766.0,,2540.0,2540.0,,,,239.0,,,,,,564.0,,,,564.0,3343.0,4341.0,,,,,2451.0,,,2451.0,6792.0,10135.0,,3346.0,,,-71.0,1640.0,-10.0,4905.0,1976.0,6881.0,17016.0,
06/30/2002,17643.0,295.0,295.0,0.0,2074.0,2074.0,,2077.0,99.0,670.0,1308.0,0.0,204.0,,,,,,4650.0,10152.0,20742.0,-10590.0,1546.0,1295.0,0.0,0.0,0.0,,551.0,744.0,12993.0,,2620.0,2620.0,,,,119.0,,,,,,620.0,,,,620.0,3359.0,4731.0,,,,,2492.0,,,2492.0,7223.0,10582.0,,3347.0,,,-62.0,1736.0,-22.0,4999.0,2062.0,7061.0,17643.0,
09/30/2002,17541.0,375.0,375.0,0.0,1843.0,1829.0,,2075.0,110.0,634.0,1331.0,0.0,164.0,,,,,,4457.0,10192.0,21008.0,-10816.0,,2892.0,372.0,275.0,97.0,,,2520.0,13084.0,,2587.0,2587.0,,,,161.0,,,,,,627.0,,,,627.0,3375.0,4579.0,,,,,2546.0,,,2546.0,7125.0,10500.0,0.0,3345.0,,,-61.0,1751.0,-22.0,5013.0,2028.0,7041.0,17541.0,
12/31/2002,17812.0,488.0,488.0,0.0,1854.0,,,1984.0,109.0,689.0,1186.0,0.0,153.0,,,,,,4479.0,10390.0,21467.0,-11077.0,67.0,2876.0,393.0,274.0,119.0,,,2483.0,13333.0,,2847.0,2847.0,,,,161.0,,,,,,651.0,,,,651.0,3659.0,4410.0,4323.0,87.0,87.0,,2690.0,,,2690.0,7100.0,10759.0,0.0,3344.0,,,-60.0,,1798.0,5082.0,1971.0,7053.0,17812.0,
03/31/2003,18737.0,565.0,565.0,0.0,2494.0,2421.0,,2053.0,107.0,752.0,1194.0,0.0,268.0,,,,,,5380.0,10389.0,21675.0,-11286.0,547.0,2421.0,390.0,273.0,117.0,,,2031.0,13357.0,,3426.0,3426.0,,,,435.0,,,,,,703.0,,,,703.0,4564.0,4014.0,,,,,2848.0,,,2848.0,6862.0,11426.0,0.0,3344.0,,,-60.0,2109.0,-74.0,5319.0,1992.0,7311.0,18737.0,
06/30/2003,18864.0,501.0,501.0,0.0,2321.0,2255.0,,2134.0,111.0,726.0,1297.0,0.0,128.0,,,,,,5084.0,11051.0,22453.0,-11402.0,542.0,2187.0,386.0,271.0,115.0,,542.0,1259.0,13780.0,,3103.0,3103.0,,,,434.0,,,,,,653.0,,,,653.0,4190.0,4101.0,,,,,3003.0,,,3003.0,7104.0,11294.0,0.0,3344.0,,,-53.0,2286.0,-95.0,5482.0,2088.0,7570.0,18864.0,
09/30/2003,19056.0,441.0,441.0,0.0,2350.0,2276.0,,2163.0,111.0,839.0,1213.0,0.0,211.0,,,,,,5165.0,10749.0,21985.0,-11236.0,541.0,2601.0,256.0,114.0,142.0,,,2345.0,13891.0,,3063.0,3063.0,,,,286.0,,,,,,717.0,,,,717.0,4066.0,4100.0,,,,,3050.0,,,3050.0,7150.0,11216.0,0.0,3344.0,,,-53.0,2489.0,-74.0,5706.0,2134.0,7840.0,19056.0,
12/31/2003,19482.0,1396.0,1396.0,0.0,2530.0,,,1953.0,128.0,674.0,1151.0,0.0,161.0,,,,,,6040.0,10830.0,22193.0,-11363.0,602.0,2010.0,274.0,256.0,18.0,,,1736.0,13442.0,,3373.0,3373.0,,,,272.0,,,,,,562.0,,,,562.0,4207.0,4085.0,3904.0,181.0,181.0,,3104.0,,,3104.0,7189.0,11396.0,0.0,3345.0,,,-46.0,2897.0,-121.0,6075.0,2011.0,8086.0,19482.0,
03/31/2004,20491.0,2080.0,2080.0,0.0,2509.0,2509.0,,2202.0,110.0,852.0,1240.0,0.0,147.0,,,,,,6938.0,10877.0,22477.0,-11600.0,593.0,2083.0,367.0,252.0,115.0,,,1716.0,13553.0,,3308.0,3308.0,,,,22.0,,,,,,651.0,,,,651.0,3981.0,4106.0,,,,,3103.0,,,3103.0,7209.0,11190.0,0.0,4357.0,,,-33.0,3077.0,-129.0,7272.0,2029.0,9301.0,20491.0,
06/30/2004,21476.0,2214.0,2214.0,0.0,3073.0,2817.0,,2146.0,115.0,760.0,1271.0,0.0,182.0,,,,,,7615.0,11061.0,22929.0,-11868.0,587.0,2213.0,364.0,252.0,112.0,,587.0,1262.0,13861.0,,3711.0,3711.0,,,,22.0,,,,,,619.0,,,,619.0,4352.0,4050.0,,,,,3193.0,,,3193.0,7243.0,11595.0,0.0,4364.0,,,-19.0,3343.0,-146.0,7542.0,2339.0,9881.0,21476.0,
09/30/2004,22070.0,2492.0,2492.0,0.0,2973.0,2828.0,,2327.0,116.0,1071.0,1140.0,0.0,223.0,,,,,,8015.0,11285.0,23413.0,-12128.0,2123.0,647.0,362.0,252.0,110.0,,,285.0,14055.0,,4071.0,4071.0,,,,16.0,,,,,,544.0,,,,544.0,4631.0,4067.0,,,,,3188.0,,,3188.0,7255.0,11886.0,0.0,4367.0,,,-12.0,3478.0,-144.0,7689.0,2495.0,10184.0,22070.0,
12/31/2004,23423.0,3369.0,3369.0,0.0,3235.0,3146.0,,1995.0,127.0,676.0,1192.0,0.0,268.0,,,,,,8867.0,11810.0,24236.0,-12426.0,590.0,2156.0,360.0,252.0,108.0,,,1796.0,14556.0,,4474.0,4474.0,,,,16.0,,,,,,763.0,,,,763.0,5253.0,4057.0,,,,,3312.0,,,3312.0,7369.0,12622.0,0.0,4375.0,,,-1.0,3810.0,-73.0,8111.0,2690.0,10801.0,23423.0,
03/31/2005,23714.0,3191.0,3191.0,0.0,3109.0,3109.0,,2273.0,122.0,958.0,1193.0,0.0,409.0,,,,,,8982.0,12019.0,24743.0,-12724.0,2121.0,592.0,358.0,252.0,106.0,,,234.0,14732.0,,4416.0,4416.0,,,,17.0,,,,,,777.0,,,,777.0,5210.0,4032.0,,,,,3292.0,,,3292.0,7324.0,12534.0,0.0,4429.0,,,-3.0,4036.0,-85.0,8377.0,2803.0,11180.0,23714.0,
06/30/2005,27096.0,3462.0,3462.0,0.0,2638.0,2638.0,,3523.0,131.0,1642.0,1750.0,0.0,313.0,,,,,,9936.0,13280.0,25044.0,-11764.0,2411.0,1469.0,1231.0,1047.0,184.0,,,238.0,17160.0,,5136.0,5136.0,,,,2823.0,,,,,,1347.0,,,,1347.0,9306.0,3743.0,,,,,3854.0,,,3854.0,7597.0,16903.0,0.0,5423.0,,,-8.0,4613.0,-71.0,9957.0,236.0,10193.0,27096.0,
