Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1998,293.631012,221.783997,119.015999,102.767998,20.655001,,,2.275,,,,,21.618999,,,,,266.333008,10.45,13.326,-2.876,0.0,,16.848,,,,16.848,27.298,,0.942,0.942,,,,0.019,,,,,42.447001,,,,42.447001,43.408001,0.025,,,,,46.625,,,,,46.625,46.65,90.058001,0.0,154.716003,,,0.0,,48.856998,203.573001,0.0,203.573001,293.631002,
06/30/1998,353.77301,232.400993,152.811996,79.588997,26.200001,,,3.373,,,,,29.209,,,,,291.183014,12.864,16.789,-3.925,0.0,,49.726002,,,,49.726002,62.590002,,2.061,2.061,,,,0.018,,,,,107.118998,,,,107.118998,109.197998,0.187,,,,,42.875,,,,,42.875,43.062,152.259998,0.0,157.065994,,,0.0,,44.446999,201.512993,0.0,201.512993,353.772991,
09/30/1998,338.402008,218.059998,133.117996,84.942001,33.150002,,,4.347,,,,,34.566002,,,,,290.122986,14.131,20.801001,-6.67,0.0,,34.147999,8.872,,,25.275999,48.278998,,2.949,2.949,,,,0.009,,,,,63.987,,,,63.987,66.945,0.179,,,,,39.125,,,,,39.125,39.304,106.249,0.0,172.003998,,,0.0,,60.148998,232.152996,0.0,232.152996,338.401996,
12/31/1998,431.380005,184.479996,127.545998,56.933998,32.798,,,4.071,,,,,22.667,,,,,244.016006,14.183,21.233999,-7.051,97.108002,,76.072998,,,,76.072998,187.363999,,1.609,1.609,,,,0.0,,,,,83.506997,,,,83.506997,85.115997,0.0,,,,,48.810001,,,,,48.810001,48.810001,133.925999,0.0,188.292999,,,0.0,,109.161003,297.454002,0.0,297.454002,431.380001,
03/31/1999,805.244995,456.479004,413.104004,43.375,43.773998,,,4.761,,,4.761,0.0,31.645,,,,,536.658997,15.252,23.924999,-8.673,162.770996,,90.563004,43.021,,,47.542004,268.586,,44.333,44.333,,,,0.0,0.0,0.0,0.0,,77.310997,,,,77.310997,121.643997,301.894012,301.894012,0.0,0.0,,38.869999,,,,,38.869999,340.764011,462.408008,0.0,207.908005,,,0.0,,134.929001,342.837006,0.0,342.837006,805.245014,
06/30/1999,847.416992,322.195,234.852997,87.342003,44.039001,,,7.544,,,7.544,0.0,34.303001,,,,,408.080994,16.700001,27.278,-10.578,334.944,,87.692001,39.258999,,,48.433002,439.336002,,44.042,44.042,,,,0.0,0.0,0.0,0.0,,74.973,,,,74.973,119.014999,305.851013,305.851013,0.0,0.0,,43.929001,,,,,43.929001,349.780014,468.795013,0.0,217.404999,,,0.0,,161.216995,378.621994,0.0,378.621994,847.417007,
09/30/1999,924.075012,317.189011,179.938004,137.251007,47.426998,,,8.473,,0.0,0.0,0.0,39.199001,,,,,412.287994,21.483,34.321999,-12.839,376.721008,,113.583,65.210999,,,48.372002,511.787008,,50.217999,50.217999,,,,0.0,0.0,0.0,0.0,,65.855,,,,65.855,116.072998,309.819,309.819,0.0,0.0,,48.921001,,,,,48.921001,358.740002,474.813,0.0,258.799988,,,0.0,,190.462006,449.261993,0.0,449.261993,924.074993,
12/31/1999,1037.857,438.094,216.116,221.978,55.327,55.327,,7.731,7.731,0.0,0.0,0.0,69.092,,,,,570.244,31.53,47.453,-15.923,325.755,,110.328,63.396,,,46.932,467.613,,59.561,59.561,,,,0.0,0.0,0.0,0.0,,77.434,,,,77.434,136.995,313.88,313.88,0.0,0.0,,53.912,,,,,53.912,367.792,504.787,0.0,309.502,,,0.0,226.105,-2.537,533.07,0.0,533.07,1037.857,
03/31/2000,1205.80896,503.522995,265.141998,238.380997,82.973999,,,10.489,,,,,125.567001,,,,,722.552979,36.438,55.527,-19.089001,321.920013,,124.898003,84.107002,,,40.791,483.256016,,77.424004,77.424004,,,,0.0,0.0,0.0,0.0,,82.568993,,,,82.568993,159.992996,0.0,0.0,0.0,0.0,,361.923004,,,,,361.923004,361.923004,521.916,0.0,411.640015,,,0.0,,272.252991,683.893005,0.0,683.893005,1205.809006,
06/30/2000,1221.342041,627.024994,350.959991,276.065002,57.282001,,,8.84,,,,,101.108002,,,,,794.255005,42.595001,66.542,-23.947001,261.22699,,123.264999,75.431999,,,47.833,427.08699,,71.018997,71.018997,,,,0.0,0.0,0.0,0.0,,80.081009,,,,80.081009,151.100006,0.0,0.0,0.0,0.0,,356.143005,,,,,356.143005,356.143005,507.243011,0.0,432.101013,,,0.0,,281.997986,714.098999,0.0,714.098999,1221.34201,
09/30/2000,1119.584961,608.884003,322.40799,286.476013,53.111,,,5.107,,,,,105.550003,,,,,772.651978,49.154999,78.538002,-29.382999,193.744003,,104.033997,69.300003,,,34.733994,346.932999,,71.973,71.973,,,,0.0,0.0,0.0,0.0,,81.060997,,,,81.060997,153.033997,326.221008,326.221008,0.0,0.0,,24.091,,,,,24.091,350.312008,503.346004,0.0,344.928009,,,-27.573999,,298.885004,616.239014,0.0,616.239014,1119.585018,
12/31/2000,1112.573,466.637,375.025,91.612,37.299,37.299,,4.622,,0.0,0.0,0.0,78.173,,,,,586.731,55.559,90.928,-35.369,382.524,,87.759,52.339,,,35.42,525.842,,78.739,78.739,,,,0.0,0.0,0.0,0.0,,80.648,,,,80.648,159.387,330.497,330.497,0.0,0.0,,14.082,,,,,14.082,344.579,503.966,,351.241,,,-76.04,320.617,12.789,608.607,,608.607,1112.573,
03/31/2001,1159.891968,412.103989,328.122986,83.981003,43.056999,,,4.593,4.593,0.0,0.0,0.0,79.587997,,,,,539.34198,73.327003,,,465.496002,,81.726997,46.034,,,35.692997,620.550003,,78.999001,78.999001,,,,0.0,0.0,0.0,0.0,,88.849998,,,,88.849998,167.848999,334.782013,334.782013,0.0,0.0,,14.274,,,,,14.274,349.056013,516.905012,0.0,410.850006,,,-118.218002,,350.354996,642.987,0.0,642.987,1159.892012,
06/30/2001,1185.430054,262.178001,215.261002,46.917,55.596001,,,4.136,4.136,0.0,0.0,0.0,54.07,,,,,375.980011,79.406998,,,478.794006,,251.248993,203.205994,,,48.042999,809.449997,,89.736,89.736,,,,0.0,0.0,0.0,0.0,,93.241997,,,,93.241997,182.977997,339.17099,339.17099,0.0,0.0,,10.848,,,,,10.848,350.01899,532.996986,0.0,437.924011,,,-159.722,,374.231003,652.433014,0.0,652.433014,1185.43,
09/30/2001,1211.93396,215.905006,162.225006,53.68,79.203003,,,3.733,3.733,0.0,0.0,0.0,54.290001,,,,,353.131012,79.681999,,,534.200989,,244.919998,196.389999,,,48.529999,858.802986,,98.988998,98.988998,,,,0.0,0.0,0.0,0.0,,88.820007,,,,88.820007,187.809006,343.570007,343.570007,0.0,0.0,,24.514,,,,,24.514,368.084007,555.893013,0.0,471.520996,,,-214.975998,,399.496002,656.041,0.0,656.041,1211.934013,
12/31/2001,1208.22998,216.770996,139.692993,77.078003,65.031998,,,3.568,3.568,0.0,0.0,0.0,60.683998,,,,,346.054993,90.110001,154.865005,-64.754997,529.893982,,242.171005,188.977005,152.363998,36.613007,53.194,862.174988,,10.635,10.635,,,,0.0,0.0,0.0,0.0,,181.866007,,,,181.866007,192.501007,346.213989,346.213989,0.0,0.0,,22.184999,,,,,22.184999,368.398989,560.899996,0.0,508.053986,,,-286.516998,,425.792999,647.329987,0.0,647.329987,1208.229982,
03/31/2002,1177.488037,185.038002,84.57,100.468002,79.503998,,,3.014,3.014,0.0,0.0,0.0,66.398003,,,,,333.95401,89.464996,,,515.900024,,238.169006,185.845001,152.363998,33.481003,52.324005,843.534027,,17.253,17.253,,,,0.0,0.0,0.0,0.0,,162.131002,,,,162.131002,179.384003,345.497986,345.497986,0.0,0.0,,11.328,,,,,11.328,356.825986,536.209989,0.0,545.710022,,,-356.661011,,452.229012,641.278023,0.0,641.278023,1177.488011,
06/30/2002,1201.468994,197.840004,93.301003,104.539001,69.665001,,,2.438,2.438,0.0,0.0,0.0,87.499001,,,,,357.441986,85.266998,,,521.499023,,237.261002,183.416,152.363998,31.052002,53.845002,844.027023,,94.122002,94.122002,,,,0.0,0.0,0.0,0.0,,81.025993,,,,81.025993,175.147995,350.027008,350.027008,0.0,0.0,,6.738,,,,,6.738,356.765008,531.913003,0.0,632.278992,,,-432.744995,,470.021995,669.555992,0.0,669.555992,1201.468995,
09/30/2002,1108.858032,246.809998,117.559998,129.25,51.895,,,2.538,2.538,0.0,0.0,0.0,62.807999,,,,,364.050995,81.986,,,425.697998,,237.123001,181.013,152.363998,28.649002,56.110001,744.806999,,82.950996,82.950996,,,,0.0,0.0,0.0,0.0,,85.998009,,,,85.998009,168.949005,329.346985,329.346985,0.0,0.0,,11.378,,,,,11.378,340.724985,509.67399,0.0,586.521973,,,-472.0,,484.662,599.183972,0.0,599.183972,1108.857963,
12/31/2002,1161.531006,219.912994,142.699997,77.212997,69.471001,,,1.774,1.774,0.0,0.0,0.0,84.140999,,,,,375.299011,76.533997,167.014008,-90.480003,499.490997,,210.207001,183.212997,152.363998,30.848999,26.994004,786.231995,,92.926003,92.926003,,,,0.0,0.0,0.0,0.0,,95.963005,,,,95.963005,188.889008,333.549011,333.549011,0.0,0.0,,24.503,,,,,24.503,358.052011,546.941019,0.0,596.156006,,,-505.196014,,523.630014,614.590006,0.0,614.590006,1161.531025,
03/31/2003,1153.772949,402.460006,151.819,250.641006,68.733002,,,0.0,0.0,0.0,0.0,0.0,90.537003,,,,,561.72998,73.053001,,,320.177002,,198.813004,180.942993,152.363998,28.578995,17.870011,592.043007,,95.327003,95.327003,,,,338.003998,338.003998,0.0,0.0,,102.767998,,,,102.767998,536.098999,0.0,0.0,0.0,0.0,,7.931,,,,,7.931,7.931,544.029999,0.0,611.942993,,,-556.869995,,554.669995,609.742993,0.0,609.742993,1153.772992,
06/30/2003,1230.414,470.002,248.222,221.78,84.246,84.246,,0.0,0.0,0.0,0.0,0.0,93.441,,,,,647.689,69.541,,,319.369,,193.815,177.013,152.364,24.649,16.802,582.725,,102.817,102.817,,,,342.434,342.434,0.0,0.0,,119.554,,,,119.554,564.805,0.0,0.0,0.0,0.0,,8.597,,,,,8.597,8.597,573.402,0.0,665.68,,,-594.024,579.471,5.885,657.012,0.0,657.012,1230.414,
09/30/2003,1243.81604,515.076996,264.468994,250.608002,85.563004,,,0.0,0.0,0.0,0.0,0.0,90.690002,,,,,691.330017,66.927002,,,295.606995,,189.951996,174.768005,152.363998,22.404007,15.18399,552.485992,,102.638,102.638,,,,346.876007,346.876007,0.0,0.0,,133.767975,,,,133.767975,583.281982,0.0,0.0,0.0,0.0,,10.797,,,,,10.797,10.797,594.078982,0.0,667.244019,,,-632.455994,610.466003,4.48299,649.737019,0.0,649.737019,1243.816001,
12/31/2003,1344.938965,612.31398,359.342987,252.970993,87.463997,,,0.0,,,,,109.707001,,,,,809.484985,65.836998,163.061996,-97.224998,285.957001,,183.660004,173.664001,152.363998,21.300003,9.996003,535.454003,,121.642998,121.642998,,,,351.423004,351.423004,0.0,0.0,,152.938026,,,,152.938026,626.004028,0.0,0.0,0.0,0.0,,12.137,,,,,12.137,12.137,638.141028,0.0,700.314026,,,-648.065979,646.73999,7.809989,706.798026,0.0,706.798026,1344.939054,
03/31/2004,1151.549,251.193,201.102,50.091,67.646,67.646,,0.0,0.0,0.0,0.0,0.0,91.412,,,,,410.251,67.026,,,284.955,,389.317,381.987,313.584,68.403,7.33,741.298,,106.742,106.742,,,,0.0,,,,,172.707,,,,172.707,279.449,0.0,,,,,26.273,,,,,26.273,26.273,305.722,0.0,847.359,,,-662.944,656.065,5.347,845.827,,845.827,1151.549,
06/30/2004,1158.099976,240.364994,183.957993,56.407001,86.478996,,,0.0,0.0,0.0,0.0,0.0,83.491997,,,,,410.335999,68.931999,,,281.490997,,397.343994,388.582001,313.584015,74.997986,8.761993,747.76699,,107.681999,107.681999,,,,0.0,0.0,0.0,0.0,,184.001991,,,,184.001991,291.68399,0.0,0.0,0.0,0.0,,19.224001,,,,,19.224001,19.224001,310.907991,0.0,828.916016,,,-669.885986,687.541016,0.623969,847.195015,0.0,847.195015,1158.103006,
09/30/2004,1173.829956,265.994995,197.654999,68.339996,90.114998,,,0.0,,,,,77.745003,,,,,433.855011,70.418999,,,274.927002,,394.628998,387.432007,313.584015,73.847992,7.196991,739.974998,,102.661003,102.661003,,,,0.0,0.0,0.0,0.0,,190.89399,,,,190.89399,293.554993,0.0,0.0,0.0,0.0,,20.756001,,,,,20.756001,20.756001,314.310993,0.0,854.773987,,,-722.312012,725.987976,1.069036,859.518987,0.0,859.518987,1173.82998,
12/31/2004,1286.084,233.141,73.485,159.656,108.399,108.399,,0.0,0.0,0.0,0.0,0.0,85.04,,,,,426.58,69.281,186.172,-116.891,183.974,,606.249,448.624,361.452,87.172,157.625,859.504,,131.287,131.287,,,,0.0,0.0,0.0,0.0,,210.872,,,,210.872,342.159,0.0,0.0,0.0,0.0,,19.02,,,,,19.02,19.02,361.179,0.0,872.872,,,-732.679,778.286,6.426,924.905,0.0,924.905,1286.084,
03/31/2005,1290.225,310.638,120.947,189.691,85.459,85.459,,0.0,0.0,0.0,0.0,0.0,76.218,,,,,472.315,68.235,,,147.385,,602.29,443.796,361.783,82.013,158.494,817.91,,15.196,15.196,,,,0.0,,,,,321.263,,,,321.263,336.459,0.0,,,,,18.101,,,,,18.101,18.101,354.56,0.0,907.747,,,-790.763,816.846,1.835,935.665,,935.665,1290.225,
06/30/2005,1383.735,390.951,207.673,183.278,98.861,98.861,,0.0,0.0,0.0,0.0,0.0,75.643,,,,,565.455,69.389,,,148.265,,600.626,439.153,361.783,77.37,161.473,818.28,,17.389,17.389,,,,0.0,,,,,360.421,,,,360.421,377.81,0.0,,,,,16.658,,,,,16.658,16.658,394.468,0.0,950.714,,,-802.44,844.732,-3.739,989.267,0.0,989.267,1383.735,
09/30/2005,1612.937,508.231,508.231,0.0,111.13,111.13,,0.0,0.0,0.0,0.0,0.0,76.293,,,,,695.654,70.061,,,51.347,,795.875,712.458,572.089,140.369,83.417,917.283,,17.791,17.791,,,,0.0,0.0,0.0,0.0,,381.535,,,,381.535,399.326,75.0,75.0,0.0,0.0,,17.551,,,,,17.551,92.551,491.877,0.0,1144.875,,,-884.966,885.685,-24.534,1121.06,0.0,1121.06,1612.937,
12/31/2005,1698.982,502.935,484.035,18.9,142.015,142.015,,3.933,0.0,0.0,0.0,3.933,78.526,,,,,727.409,73.727,205.392,-131.665,51.286,,846.56,729.327,591.994,137.333,117.233,971.573,,33.495,33.495,,,,0.0,0.0,0.0,0.0,,398.859,,,,398.859,432.354,31.0,31.0,0.0,0.0,,21.1,,,,,21.1,52.1,484.454,0.0,1324.195,,,-907.496,823.709,-25.88,1214.528,0.0,1214.528,1698.982,
03/31/2006,1776.859,580.265,423.192,157.073,116.418,116.418,,3.954,0.0,0.0,0.0,,80.825,,,,,781.462,76.293,,,95.439,,823.665,720.788,591.593,129.195,102.877,995.397,,35.297,35.297,,,,0.0,,,,,393.873,,,,393.873,429.17,0.0,,,,,19.612,,,,,19.612,19.612,448.782,0.0,1287.937,,,-946.528,989.305,-2.637,1328.077,0.0,1328.077,1776.859,
06/30/2006,1991.933,620.833,344.589,276.244,136.175,136.175,,4.817,0.0,0.0,0.0,,100.906,,,,,862.731,81.314,,,214.892,,832.996,727.059,598.892,128.167,105.937,1129.202,,38.252,38.252,,,,0.0,,,,,412.208,,,,412.208,450.46,0.0,,,,,22.007,,,,,22.007,22.007,472.467,0.0,1448.898,,,-967.499,2.312,1035.755,1519.466,0.0,1519.466,1991.933,
09/30/2006,1956.847,457.137,216.539,240.598,149.343,149.343,,5.415,,,,,89.704,,,,,701.599,86.821,,,279.198,,889.229,773.764,636.962,136.802,115.465,1255.248,,38.917,38.917,,,,0.0,,,,,414.939,,,,414.939,453.856,0.0,,,,,28.484,,,,,28.484,28.484,482.34,,1488.195,,,-1097.206,1082.373,1.145,1474.507,,1474.507,1956.847,
12/31/2006,2024.473,501.706,349.054,152.652,204.974,204.974,,6.619,0.0,0.0,0.0,,98.438,,,,,811.737,92.58,249.014,-156.434,241.675,,878.481,762.152,631.69,130.462,116.329,1212.736,,45.217,45.217,,,,0.0,0.0,0.0,0.0,,490.326,,,,490.326,535.543,0.0,0.0,0.0,0.0,,24.641,,,,,24.641,24.641,560.184,0.0,1655.768,,,-1202.365,1006.706,4.18,1464.289,0.0,1464.289,2024.473,
03/31/2007,2187.38,649.756,449.571,200.185,168.047,168.047,,9.709,0.0,0.0,0.0,,112.116,,,,,939.628,99.732,,,195.713,,952.307,830.632,675.774,154.858,121.675,1247.752,,46.821,46.821,,,,0.0,,,,,538.377,,,,538.377,585.198,0.0,,,,,36.209,,,,,36.209,36.209,621.407,0.0,1732.987,,,-1202.365,1031.941,3.41,1565.973,0.0,1565.973,2187.38,
06/30/2007,2282.922,729.597,495.446,234.151,177.418,177.418,,6.791,,,,,117.037,,,,,1030.843,105.132,,,198.11,,948.837,823.773,675.427,148.346,125.064,1252.079,,43.884,43.884,,,,0.0,,,,,571.224,,,,571.224,615.108,0.0,,,,,36.818,,,,,36.818,36.818,651.926,,1744.774,,,-1202.365,1085.331,3.256,1630.996,,1630.996,2282.922,
09/30/2007,2312.876,710.987,363.457,347.53,190.536,190.536,,6.809,,,,,127.798,,,,,1036.13,114.909,,,217.764,,944.073,819.312,675.337,143.975,124.761,1276.746,,41.489,41.489,,,,0.0,0.0,0.0,0.0,,579.789,,,,579.789,621.278,0.0,0.0,0.0,0.0,,39.223,,,,,39.223,39.223,660.501,0.0,1700.65,,,-1202.365,1146.026,8.064,1652.375,0.0,1652.375,2312.876,
12/31/2007,2534.693,579.834,223.749,356.085,225.861,225.861,,9.629,0.0,0.0,0.0,,119.021,,,,,934.345,134.907,324.992,-190.085,218.676,,1246.765,1164.831,888.516,276.315,81.934,1600.348,,55.586,55.586,,,,0.0,0.0,0.0,0.0,,598.688,,,,598.688,654.274,0.0,0.0,0.0,0.0,,42.094,,,,,42.094,42.094,696.368,0.0,2038.262,,,-1414.479,1208.791,5.751,1838.325,0.0,1838.325,2534.693,
03/31/2008,2547.543,430.71,192.133,238.577,186.6,186.6,,13.805,,0.0,0.0,0.0,143.857,,,,,774.972,151.405,,,353.08,,1268.086,1184.603,890.184,294.419,83.483,1772.571,,46.934,46.934,,,,0.0,0.0,0.0,0.0,,612.784,,,,612.784,659.718,0.0,0.0,0.0,0.0,,38.382,,,,,38.382,38.382,698.1,0.0,2157.751,,,-1563.643,1243.169,12.166,1849.443,0.0,1849.443,2547.543,
06/30/2008,2569.846,388.835,147.381,241.454,225.277,225.277,,12.821,,,,,198.945,,,,,825.878,166.933,,,380.371,,1196.664,1171.679,889.155,282.524,24.985,1743.968,,44.225,44.225,,,,0.0,0.0,0.0,0.0,,625.737,,,,625.737,669.962,0.0,0.0,0.0,0.0,,40.713,,,,,40.713,40.713,710.675,0.0,2208.346,,,-1633.838,1277.818,6.845,1859.171,0.0,1859.171,2569.846,
09/30/2008,2562.905,461.064,218.078,242.986,220.772,220.772,,12.654,,,,,198.585,,,,,893.075,176.475,,,305.467,,1187.888,1155.628,888.24,267.388,32.26,1669.83,,41.996,41.996,,,,0.0,,,,,645.92,,,,645.92,687.916,0.0,,,,,40.502,,,,,40.502,40.502,728.418,,2244.645,,,-1702.43,1326.967,-34.695,1834.487,,1834.487,2562.905,
12/31/2008,2694.306,575.296,326.121,249.175,231.296,231.296,,11.226,,,,,122.322,,,,,940.14,254.334,487.345,-233.011,275.585,,1224.247,1174.726,904.504,270.222,49.521,1754.166,,46.672,46.672,,,,0.0,0.0,0.0,0.0,,684.245,,,,684.245,730.917,0.0,0.0,0.0,0.0,,45.524,,,,,45.524,45.524,776.441,0.0,2305.443,,,-1758.793,1387.067,-15.852,1917.865,0.0,1917.865,2694.306,
03/31/2009,3091.147,599.611,261.443,338.168,304.912,304.912,0.0,8.664,,,,,126.108,,37.944,,71.519,1039.295,247.703,,,607.646,607.646,1196.503,1113.014,899.819,213.195,45.545,2051.852,,278.85,57.352,,,221.498,0.0,0.0,,,,555.514,63.336,,,0.0,834.364,0.0,0.0,,,,68.276,,,,,4.94,68.276,902.64,,2587.992,0.265,2587.727,-1975.509,1578.084,-2.06,2188.507,0.0,2188.507,3091.147,
06/30/2009,2816.268,579.675,294.21,285.465,224.184,224.184,0.0,9.864,,,,,138.666,,,,89.096,952.389,254.025,,,407.669,407.669,1202.185,1141.821,899.618,242.203,60.364,1863.879,,221.878,42.586,,,179.292,0.0,0.0,,,,497.652,47.774,,,0.0,719.53,0.0,0.0,,,,48.9,,,,,1.126,48.9,768.43,0.0,2440.704,0.26,2440.444,-1823.787,1436.513,-5.592,2047.838,0.0,2047.838,2816.268,
09/30/2009,2913.974,578.667,300.368,278.299,237.897,237.897,0.0,8.793,,,,,135.908,,,,85.535,961.265,251.174,,,511.701,511.701,1189.834,1128.83,900.294,228.536,61.004,1952.709,,227.794,47.22,,,180.574,0.0,0.0,,,,497.74,60.741,,,0.0,725.534,0.0,0.0,,,,61.576,,,,,0.835,61.576,787.11,0.0,2528.285,0.263,2528.022,-1898.877,1489.936,7.52,2126.864,0.0,2126.864,2913.974,
