Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1992,91.914978,,-70.191002,,21.723976,,-17.666,,,,,4.057977,0.413,,0.02,,,,-0.433,4.470977,-1.375,3.095977,0.0,,,3.095977,0.0,3.095977,0.0,,3.095977,3.095977,,194.272,0.015938,0.015938,0.015938,194.272,0.015938,0.015938,0.015938,
03/31/1993,73.762001,,-53.522999,,20.239002,,-17.294001,,,,,2.945,0.232,,,,,,-0.232,3.177,-1.328,1.849,0.0,,,1.849,0.0,1.849,0.0,,1.849,1.849,,193.279999,0.009688,0.009688,,193.279999,0.009688,0.009688,0.009688,
06/30/1993,81.903999,,-59.841,,22.063,,-18.176001,,,,,3.887,0.302,,,,,,-0.302,4.189,-1.701,2.488,0.0,,,2.488,0.0,2.488,0.0,,2.488,2.488,,191.296005,0.013125,0.013125,,191.296005,0.013125,0.013125,0.013125,
09/30/1993,99.036003,,-73.499001,,25.537003,,-20.752001,,,,,4.785,0.151,,,,,,-0.151,4.936,-2.026,2.91,0.0,,,2.91,0.0,2.91,0.0,,2.91,2.91,,191.712006,0.015,0.015,,191.712006,0.015,0.015,0.015,
12/31/1993,106.785004,,-81.196999,,25.588005,,-20.888,,,,,4.7,0.067,,0.249,,0.0,,-0.316,4.767,-1.847,2.92,0.0,,,2.92,0.0,2.92,0.0,,2.92,2.92,,193.376,0.015,0.015,0.015,193.376,0.015,0.015,0.015,
03/31/1994,93.087997,,-68.132004,,24.955994,,-21.356001,,,,,3.6,0.242,,0.0,,0.0,,-0.242,3.842,-1.56,2.282,0.0,,,2.282,0.0,2.282,0.0,,2.282,2.282,,195.184006,0.011875,0.011875,,195.184006,0.011875,0.011875,0.011875,
06/30/1994,106.065002,,-77.861,,28.204002,,-23.195999,,,,,5.008,0.25,,,,,,-0.25,5.258,-2.105,3.153,0.0,,,3.153,0.0,3.153,0.0,,3.153,3.153,,195.488007,0.01625,0.01625,,195.488007,0.01625,0.01625,0.01625,
09/30/1994,123.846001,,-91.813004,,32.032997,,-25.802999,,,,,6.23,0.305,,,,,,-0.305,6.535,-2.633,3.902,0.0,,,3.902,0.0,3.902,0.0,,3.902,3.902,,196.895996,0.02,0.02,,196.895996,0.02,0.02,0.02,
12/31/1994,127.608002,,-93.661003,,33.946999,,-27.431,,,,,6.516,0.237,,0.199,,0.0,,-0.436,6.753,-2.873,3.88,0.0,,,3.88,0.0,3.88,0.0,,3.88,3.88,,198.016,0.019375,0.019375,0.019375,198.016,0.019375,0.019375,0.019375,
03/31/1995,122.877998,,-89.592003,,33.285995,,-28.444,,,,,4.842,0.469,,0.0,,0.0,,-0.469,5.311,-2.093,3.218,0.0,,,3.218,0.0,3.218,0.0,,3.218,3.218,,199.167999,0.01625,0.01625,,199.167999,0.01625,0.01625,0.01625,
06/30/1995,141.520004,,-104.788002,,36.732002,,-30.375999,,,,,6.356,0.41,,0.0,,0.0,,-0.41,6.766,-2.679,4.087,0.0,,,4.087,0.0,4.087,0.0,,4.087,4.087,,200.880005,0.020625,0.020625,,200.880005,0.020625,0.020625,0.020625,
09/30/1995,159.167999,,-117.896004,,41.271996,,-33.511002,,,,,7.761,0.327,,,,,,-0.327,8.088,-3.073,5.015,0.0,,,5.015,0.0,5.015,0.0,,5.015,5.015,,202.016006,0.025,0.025,,202.016006,0.025,0.025,0.025,
12/31/1995,161.125,,-118.342003,,42.782997,,-34.890999,,,,,7.892,0.654,,,,,,-0.654,8.546,-3.159,5.075,0.0,,,5.387,0.0,5.075,0.0,,5.075,5.075,,203.232,0.025,0.025,0.025,203.232,0.025,0.025,0.025,
03/31/1996,137.669998,,-123.682999,,13.987,,-8.437,,,,,5.55,0.603,,0.0,,0.0,,-0.603,6.153,-2.364,3.789,0.0,,,3.789,0.0,3.789,0.0,,3.789,3.789,,203.455994,0.01875,0.01875,0.01875,203.455994,0.01875,0.01875,0.01875,
06/30/1996,166.205994,,-146.753006,,19.452988,,-11.072,,,,,8.381,0.549,,0.0,,0.0,,-0.549,8.93,-3.559,5.371,0.0,,,5.371,0.0,5.371,0.0,,5.371,5.371,,204.0,0.02625,0.02625,0.02625,204.0,0.02625,0.02625,0.02625,
09/30/1996,204.891998,,-180.233994,,24.658005,,-12.576,,,,,12.082,0.459,,0.0,,0.0,,-0.459,12.541,-4.861,7.68,0.0,,,7.68,0.0,7.68,0.0,,7.68,7.68,,205.520004,0.0375,0.0375,0.0375,205.520004,0.0375,0.0375,0.0375,
12/31/1996,221.320007,,-202.306,,19.014007,,-7.602,,,,,11.412,0.548,,0.163,,0.0,,-0.711,11.96,-4.537,7.423,0.0,,,7.423,0.0,7.423,0.0,,7.423,7.423,,206.904008,0.03625,0.03625,0.03625,206.904008,0.03625,0.03625,0.03625,
03/31/1997,195.968994,,-175.774002,,20.194992,,-11.614,,,,,8.580992,0.461,,0.0,,0.0,,-0.461,9.041992,-3.444,5.597992,0.0,,,5.597992,0.0,5.597992,0.0,,5.597992,5.597992,,194.024002,0.02875,0.02875,0.02875,207.968002,0.0275,0.0275,0.0275,
06/30/1997,225.574997,,-196.929001,,28.645996,,-15.83,,,,,12.815996,0.568,,0.0,,0.0,,-0.568,13.383996,-5.21,8.173996,0.0,,,8.173996,0.0,8.173996,0.0,,8.173996,8.173996,,194.559998,0.0425,0.0425,0.0425,209.432007,0.03875,0.03875,0.03875,
09/30/1997,262.30899,,-226.740005,,35.568985,,-16.611,,,,,18.957985,0.095,,0.146,,0.0,,-0.241,19.052985,-7.276,11.776985,0.0,,,11.776985,0.0,11.776985,0.0,,11.776985,11.776985,,195.503998,0.06,0.06,0.06,212.440002,0.055,0.055,0.055,
12/31/1997,270.148987,,-239.595993,,30.552994,,-10.993,,,,,19.559994,1.533,,0.212,,0.0,,-1.745,21.092994,-8.231,12.861994,0.0,,,12.861994,0.0,12.861994,0.0,,12.861994,12.861994,,212.504,0.065,0.065,0.065,212.504,0.06,0.06,0.06,
03/31/1998,223.348999,,-196.766998,,26.582001,,-13.883,,,,,12.699,0.325,,0.0,,0.0,,-0.325,13.024,-4.99,8.034,0.0,,,8.034,0.0,8.034,0.0,,8.034,8.034,,196.488008,0.04125,0.04125,0.04125,212.455992,0.0375,0.0375,0.0375,
06/30/1998,241.970001,,-208.307999,,33.662002,,-17.343,,,,,16.319,1.289,,0.0,,0.0,,-1.289,17.608,-6.528,11.08,0.0,,,11.08,0.0,11.08,0.0,,11.08,11.08,,196.735992,0.05625,0.05625,0.0525,212.951992,0.0525,0.0525,0.05,
09/30/1998,289.674988,,-250.735992,,38.938996,,-16.666,,,,,22.273001,0.311,,0.0,,0.0,,-0.311,22.584001,-8.367,14.217,0.0,,,14.217001,0.0,14.217,0.0,,14.217,14.217,,199.399992,0.07125,0.07125,0.07125,211.768008,0.0675,0.0675,0.0675,
12/31/1998,308.713013,,-275.73999,,32.973022,,-10.892,,,,,22.080999,0.28,,0.487,,0.0,,-0.767,22.360999,-8.418,13.943,0.0,,,13.942999,0.0,13.943,0.0,,13.943,13.943,,197.255997,0.07,0.07,0.07,211.751999,0.065,0.065,0.065,
03/31/1999,283.712,,-252.858,,30.854,,-16.135,,,,,14.719,0.397,,0.0,,0.0,,-0.397,15.116,-5.595,9.521,0.0,,,9.521,0.0,9.521,0.0,0.0,9.521,9.521,,198.424,0.0475,0.0475,0.0475,213.32,0.045,0.045,0.045,
06/30/1999,331.98,,-294.747,,37.233,,-16.537,,,,,20.696,0.588,,0.0,,0.0,,-0.588,21.284,-8.055,13.229,0.0,,,13.229,0.0,13.229,0.0,0.0,13.229,13.229,,200.192,0.065,0.065,0.065,215.184,0.0625,0.0625,0.0625,
09/30/1999,406.139,,-360.358,,45.781,,-17.384,,,,,28.397,0.145,,0.0,,0.0,,-0.145,28.542,-10.703,17.839,0.0,,,17.839,0.0,17.839,0.0,0.0,17.839,17.839,,201.528,0.0875,0.0875,0.0875,216.38,0.0825,0.0825,0.0825,
12/31/1999,422.744,,-373.453,,49.291,,-19.78,,,,,29.511,0.193,1.07,1.07,,0.0,,-1.263,29.704,-11.117,18.587,0.0,,,18.587,0.0,18.587,0.0,0.0,18.587,18.587,,202.0,0.0925,0.0925,0.0925,217.704,0.085,0.085,0.085,
03/31/2000,349.044,,-312.079,,36.965,,-16.055,,,,,20.91,0.515,-0.64,0.106,-0.746,0.0,,0.125,21.425,-8.069,13.356,0.0,,,13.356,0.0,13.356,0.0,0.0,13.356,13.356,,202.84,0.065,0.065,0.065,217.924,0.0625,0.0625,0.0625,
06/30/2000,404.496,,-358.667,,45.829,,-18.1,,,,,27.729,1.269,-1.368,0.006,-1.374,0.0,,0.099,28.998,-10.899,18.099,0.0,,,18.099,0.0,18.099,0.0,0.0,18.099,18.099,,204.276,0.0875,0.0875,0.0875,218.392,0.0825,0.0825,0.0825,
09/30/2000,475.363,,-414.236,,61.127,,-21.46,,,,,39.667,1.599,-1.655,0.164,-1.819,0.0,,0.056,41.266,-15.624,25.642,0.0,,,25.642,0.0,25.642,0.0,0.0,25.642,25.642,,205.588,0.125,0.125,0.125,219.38,0.1175,0.1175,0.1175,
12/31/2000,466.278,,-404.159,,62.119,,-22.901,,,,,39.218,2.441,0.156,0.156,,0.0,,-2.597,41.659,-15.721,25.938,0.0,,,25.938,0.0,25.938,0.0,0.0,25.938,25.938,,205.716,0.125,0.125,0.125,220.244,0.1175,0.1175,0.1175,
03/31/2001,457.62,,-397.413,,60.207,,-29.207,,,,,31.0,2.959,-2.489,0.145,-2.634,0.0,,-0.47,33.959,-12.801,21.158,0.0,,,21.158,0.0,21.158,0.0,0.0,21.158,21.158,,206.978364,0.1025,0.1025,0.1025,220.585976,0.095,0.095,0.095,
06/30/2001,445.513,,-297.746,,147.767,0.0,-115.554,5.527,,,110.027,32.213,2.358,-2.336,0.156,-2.492,0.0,,-0.022,34.571,-12.972,21.599,0.0,,,21.599,0.0,21.599,0.0,0.0,21.599,21.599,,418.449288,0.0525,0.0525,0.0525,442.292048,0.05,0.05,0.05,
09/30/2001,489.279,,-420.01,,69.269,,-27.135,,,,,42.134,1.729,-2.271,0.107,-2.378,0.0,,0.542,43.863,-16.494,27.369,0.0,,,27.369,0.0,27.369,0.0,0.0,27.369,27.369,,421.026872,0.0625,0.0625,0.0625,441.70196,0.065,0.065,0.065,
12/31/2001,490.658,,-434.033,,56.625,,-15.955,,,,,40.67,1.231,-1.584,0.113,-1.697,0.0,,0.353,41.901,-14.784,27.117,0.0,,,27.117,0.0,27.117,0.0,0.0,27.117,27.117,,206.54,0.13,0.13,0.13,216.656,0.125,0.125,0.125,
03/31/2002,449.54,,-399.049,,50.491,,-17.845,,,,,32.646,2.635,-1.378,0.066,-1.444,0.0,,-1.257,35.281,-13.051,22.23,0.0,,,22.23,0.0,22.23,0.0,0.0,22.23,22.23,,206.764,0.1075,0.1075,0.1075,217.68,0.1,0.1,0.1,
06/30/2002,535.756,,-379.612,,156.144,0.0,-120.059,4.858,,,115.201,36.085,1.555,-1.463,0.066,-1.529,,,-0.092,37.64,-13.956,23.684,,,,23.684,,23.684,,0.0,23.684,23.684,,207.610606,0.115,0.115,0.115,217.968518,0.11,0.11,0.11,
09/30/2002,620.394,,-550.572,,69.822,,-22.501,,,,,47.321,1.38,-1.547,0.01,-1.557,0.0,,0.167,48.701,-18.082,30.619,0.0,,,30.619,0.0,30.619,0.0,0.0,30.619,30.619,,208.466,0.145,0.145,0.145,217.132,0.14,0.14,0.14,
12/31/2002,691.213,,-489.611,,201.602,0.0,-146.645,5.642,,,141.003,54.957,1.411,-1.733,0.036,-1.769,0.0,,0.322,56.368,-20.372,35.996,0.0,,,35.996,0.0,35.996,0.0,0.0,35.996,35.996,,208.279266,0.175,0.175,0.175,218.87522,0.165,0.165,0.165,
03/31/2003,556.346,,-496.634,,59.712,0.0,-22.183,5.307,,,16.876,37.529,1.722,-0.932,0.048,-0.98,0.0,,-0.79,39.251,-14.132,25.119,0.0,,,25.119,0.0,25.119,0.0,0.0,25.119,25.119,,208.636,0.12,0.12,0.12,217.448,0.115,0.115,0.115,
06/30/2003,625.713,,-562.851,,62.862,0.0,-21.557,5.332,,,16.225,41.305,2.303,-1.197,0.077,-1.274,0.0,,-1.106,43.608,-15.698,27.91,0.0,,,27.91,0.0,27.91,0.0,0.0,27.91,27.91,,209.082,0.135,0.135,0.135,217.956,0.13,0.13,0.13,
09/30/2003,711.469,,-636.504,,74.965,0.0,-25.585,5.784,,,19.801,49.38,1.489,-1.09,0.016,-1.106,0.0,,-0.399,50.869,-18.311,32.558,0.0,,,32.558,0.0,32.558,0.0,0.0,32.558,32.558,,210.084,0.155,0.155,0.155,218.382,0.15,0.15,0.15,
12/31/2003,731.413,,-648.409,,83.004,,-24.456,,,,,58.548,3.366,-1.117,0.045,-1.162,0.0,,-2.249,61.914,-23.001,38.913,0.0,,,38.913,-2.548,36.365,0.0,0.0,36.365,36.365,,210.042,0.175,0.175,0.175,219.202,0.165,0.165,0.165,
03/31/2004,686.85,,-614.405,,72.445,,-23.637,,,,,48.808,2.158,-1.001,0.005,-1.006,0.0,,-1.157,50.966,-18.16,32.806,0.0,,,32.806,-0.962,31.844,0.0,0.0,31.844,31.844,,210.262,0.15,0.15,0.15,219.226,0.145,0.145,0.145,
06/30/2004,798.666,,-713.482,,85.184,,-26.938,,,,,58.246,1.879,-1.235,0.023,-1.258,0.0,,-0.644,60.125,-21.372,38.753,0.0,,,38.753,-1.141,37.612,0.0,0.0,37.612,37.612,,211.194,0.18,0.18,0.18,221.312,0.17,0.17,0.17,
09/30/2004,897.188,,-801.091,,96.097,,-28.677,,,,,67.42,1.954,-1.43,0.006,-1.436,0.0,,-0.524,69.374,-24.688,44.686,0.0,,,44.686,-1.579,43.107,0.0,0.0,43.107,43.107,,212.51,0.205,0.205,0.205,222.412,0.195,0.195,0.195,
12/31/2004,934.795,,-839.971,,94.824,,-28.253,,,,,66.571,2.544,,0.008,-1.967,0.0,,-0.585,69.115,-24.195,44.92,0.0,,,44.92,-1.357,43.563,0.0,0.0,43.563,43.563,,217.815,0.2,0.2,0.2,223.4,0.195,0.195,0.195,
03/31/2005,825.164,,-734.71,,90.454,,-40.005,,,,,50.449,3.314,-2.118,0.029,-2.147,0.0,,-1.196,53.763,-21.839,31.924,0.0,,,31.924,-1.054,30.87,0.0,0.0,30.87,30.87,,213.456836,0.145,0.145,0.145,222.715998,0.14,0.14,0.14,
06/30/2005,927.999,,-830.566,,97.433,,-38.704,,,,,58.729,3.38,-2.506,0.219,-2.725,,,-0.874,62.109,-24.083,38.026,,,,38.026,-1.328,36.698,,,36.698,36.698,,213.552092,0.17,0.17,0.17,220.901114,0.17,0.17,0.17,
09/30/2005,1046.442,,-927.807,,118.635,,-41.199,,,,,77.436,4.372,-3.017,0.014,-3.031,0.0,,-1.355,81.808,-31.344,50.464,0.0,,,50.464,-2.06,48.404,0.0,0.0,48.404,48.404,,213.737374,0.23,0.23,0.23,221.334628,0.22,0.22,0.22,
12/31/2005,1102.176,,-976.781,,125.395,,-40.956,,,,,84.439,4.401,-3.461,0.051,-3.512,0.0,,-0.94,88.84,-12.099,76.741,0.0,,,76.741,-2.454,74.287,0.0,0.0,74.287,74.287,,213.474106,0.35,0.35,0.25,215.968964,0.345,0.345,0.245,
03/31/2006,1024.592,,-897.422,,127.17,,-41.769,,,,,85.401,5.914,-4.247,0.027,-4.274,0.0,,-1.667,91.315,-37.052,54.263,0.0,,,54.263,-1.911,52.352,0.0,0.0,52.352,52.352,,213.422478,0.245,0.245,0.245,222.560098,0.235,0.235,0.235,
06/30/2006,1129.324,,-996.833,,132.491,,-43.688,,,,,88.803,4.845,-4.38,0.01,-4.39,,,-0.465,93.648,-35.503,58.145,,,,58.145,-1.816,56.329,,,56.329,56.329,,213.725395,0.26,0.26,0.26,224.37472,0.25,0.25,0.25,
09/30/2006,1231.66,,-1083.721,,147.939,,-46.682,,,,,101.257,4.975,-4.232,0.004,-4.236,0.0,,-0.743,106.232,-47.133,59.099,0.0,,,59.099,4.704,63.803,0.0,0.0,63.803,63.803,,213.52468,0.3,0.3,0.3,221.417053,0.29,0.29,0.29,
12/31/2006,1242.327,,-908.493,,333.834,0.0,-234.179,9.652,,,224.527,99.655,4.814,-4.963,0.157,-5.12,,,0.149,104.469,-40.973,63.496,,,,63.496,-0.886,62.61,0.0,0.0,62.61,62.61,,213.148011,0.29,0.29,0.29,221.141835,0.28,0.28,0.28,
03/31/2007,1118.946,,-977.146,,141.8,,-47.275,,,,,94.525,5.96,-5.205,0.014,-5.219,0.0,,-0.755,100.485,-41.16,59.325,0.0,,,59.325,-0.037,59.288,0.0,0.0,59.288,59.288,,213.428221,0.28,0.28,0.28,222.842546,0.27,0.27,0.27,
06/30/2007,1258.618,,-1111.712,,146.906,,-45.168,,,,,101.738,7.324,-5.531,,-5.531,,,-1.793,109.062,-43.315,65.747,,,,65.747,-0.258,65.489,0.0,0.0,65.489,65.489,,213.25171,0.31,0.31,0.31,221.716414,0.3,0.3,0.3,
09/30/2007,1411.025,,-1241.111,,169.914,,-50.393,,,,,119.521,6.602,-5.564,0.022,-5.586,0.0,,-1.038,126.123,-51.75,74.373,0.0,,,74.373,-0.053,74.32,0.0,0.0,74.32,74.32,,213.485465,0.35,0.35,0.35,221.649693,0.34,0.34,0.34,
12/31/2007,1446.582,,-1283.423,,163.159,,-55.543,11.168,,,44.375,107.616,6.387,-5.968,0.037,-6.005,,,-0.419,114.003,-43.59,70.413,,,,70.413,-0.356,70.057,,0.0,70.057,70.057,,213.095428,0.33,0.33,0.33,221.192441,0.32,0.32,0.32,
03/31/2008,1307.321,,-1148.58,,158.741,,-53.177,,,,,105.564,6.167,-4.893,0.071,-4.964,0.0,,-1.274,111.731,-45.21,66.521,0.0,,,66.521,-0.049,66.472,0.0,0.0,66.472,66.472,,213.062231,0.31,0.31,0.31,220.437979,0.3,0.3,0.3,
06/30/2008,1454.255,,-1282.521,,171.734,,-58.763,,,,,112.971,4.678,-4.84,0.075,-4.915,0.0,,0.162,117.649,-46.043,71.606,0.0,,,71.606,-0.357,71.249,0.0,0.0,71.249,71.249,,213.275229,0.33,0.33,0.33,220.515987,0.32,0.32,0.32,
09/30/2008,1564.913,,-1370.817,,194.096,,-58.7,,,,,135.396,7.207,-4.982,0.023,-5.005,0.0,,-2.225,142.603,-56.457,86.146,0.0,,,86.146,-0.581,85.565,0.0,0.0,85.565,85.565,,212.747871,0.4,0.4,0.4,218.72979,0.39,0.39,0.39,
12/31/2008,1307.389,,-1132.548,,174.841,,-55.636,,9.649,,45.987,119.205,8.384,-6.179,0.014,-6.193,,,-2.205,127.589,-48.883,78.706,,,,78.706,-0.978,77.728,,0.0,77.728,77.728,,211.952384,0.37,0.37,0.37,216.925452,0.36,0.36,0.36,
03/31/2009,912.685,912.685,-576.17,576.17,336.515,0.0,-245.041,6.222,,9.958,228.861,91.474,8.144,-3.591,0.015,-3.606,,,-4.553,99.618,-40.249,59.369,0.0,0.0,0.0,59.369,-0.109,59.26,0.0,0.0,59.26,59.26,0.0,212.100504,0.28,0.28,0.28,216.319959,0.27,0.27,0.27,
06/30/2009,895.36,895.36,-565.313,565.313,330.047,0.0,-243.12,5.547,,10.244,227.329,86.927,4.45,-2.369,0.064,-2.433,,,-2.081,91.377,-37.563,53.814,0.0,0.0,0.0,53.814,0.256,54.07,0.0,0.0,54.07,54.07,0.0,212.116679,0.25,0.25,0.25,216.653968,0.25,0.25,0.25,
09/30/2009,1037.327,1037.327,-690.815,690.815,346.512,0.0,-250.266,6.541,,9.923,233.802,96.246,3.081,-1.889,0.325,-2.214,,,-1.192,99.327,-41.763,57.564,0.0,0.0,0.0,57.564,0.188,57.752,0.0,0.0,57.752,57.895,0.143,212.24148,0.27,0.27,0.272779,216.684079,0.27,0.27,0.27066,
12/31/2009,1246.911,1246.911,-877.199,877.199,369.712,0.0,-259.358,7.985,,9.91,241.463,110.354,2.196,-1.829,0.095,-1.924,0.0,0.0,-0.367,112.55,-42.9,69.65,0.0,0.0,0.0,69.65,-0.515,69.135,0.0,0.0,69.135,69.135,0.0,211.992092,0.33,0.33,0.33,216.378536,0.32,0.32,0.32,
03/31/2010,1201.109,1201.109,-839.286,839.286,361.823,0.0,-261.282,7.035,,9.395,244.852,100.541,2.297,-1.688,0.087,-1.775,,,-0.609,102.838,-41.528,61.31,0.0,0.0,0.0,61.31,-0.063,61.247,0.0,0.0,61.247,61.637,0.39,212.19271,0.29,0.29,0.290477,216.630436,0.28,0.28,0.2818,
06/30/2010,1516.77,1516.77,-1097.912,1097.912,418.858,0.0,-280.362,7.55,,9.11,263.702,138.496,11.621,-1.333,0.151,-1.484,,,-10.288,150.117,-59.708,90.409,0.0,0.0,0.0,90.409,-0.091,90.318,0.0,0.0,90.318,90.318,0.0,212.332375,0.43,0.43,0.43,216.460977,0.42,0.42,0.42,
09/30/2010,1667.559,1667.559,-1208.816,1208.816,458.743,0.0,-299.122,7.877,,9.085,282.16,159.621,-0.127,-1.539,0.14,-1.679,,,1.666,159.494,-63.456,96.038,0.0,0.0,0.0,96.038,0.067,96.105,0.0,0.0,96.105,96.105,0.0,212.392286,0.45,0.45,0.45,216.34238,0.44,0.44,0.44,
12/31/2010,1582.135,1582.135,-1128.773,1128.773,453.362,0.0,-304.79,9.593,,9.31,285.887,148.572,3.047,-1.866,0.198,-2.064,,,-1.181,151.619,-55.171,96.448,0.0,0.0,0.0,96.448,0.054,96.502,0.0,0.0,96.502,96.502,0.0,212.217035,0.45,0.45,0.45,216.587468,0.45,0.45,0.45,
03/31/2011,1460.848,1460.848,-1006.933,1006.933,453.915,0.0,-306.685,9.163,,9.174,288.348,147.23,3.223,-2.106,0.214,-2.32,,,-1.117,150.453,-59.246,91.207,0.0,0.0,0.0,91.207,0.025,91.232,0.0,0.0,91.232,91.232,0.0,212.08886,0.43,0.43,0.43,215.863386,0.42,0.42,0.42,
06/30/2011,1581.368,1581.368,-1108.807,1108.807,472.561,0.0,-320.286,10.022,,9.257,301.007,152.275,2.94,-2.083,0.229,-2.312,,,-0.857,155.215,-60.195,95.02,0.0,0.0,0.0,95.02,-0.02,95.0,0.0,0.0,95.0,95.0,0.0,212.136164,0.45,0.45,0.45,215.659043,0.44,0.44,0.44,
09/30/2011,1606.368,1606.368,-1112.522,1112.522,493.846,0.0,-330.088,9.342,,9.199,311.547,163.758,13.401,-2.609,0.279,-2.888,,,-10.792,177.159,-70.283,106.876,0.0,0.0,0.0,106.876,-0.272,106.604,0.0,0.0,106.604,106.604,0.0,212.256119,0.5,0.5,0.5,214.717451,0.5,0.5,0.5,
