Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Other Cost (NL),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2014,1518.433,1362.33,1362.33,0.0,131.831,24.272,0.0,24.272,-713.671,713.671,,,-383.613,383.613,68.235,315.378,-4.619,416.53,-9.563,0.0,406.967,-49.704,357.263,0.0,0.0,0.0,357.263,-17.14,340.123,0.0,-3.516,336.607,355.38055,18.77355,44.642838,7.54,7.54,7.960528,45.531861,7.47,7.47,7.882317,
03/31/2015,1435.588,1272.488,1272.488,0.0,111.819,51.281,0.0,51.281,-715.155,715.155,,,-341.835,341.835,58.741,283.094,-5.463,373.135,-8.99,0.0,364.145,-41.167,322.978,0.0,0.0,0.0,322.978,,322.978,0.0,-3.407,319.571,312.8323,-6.7387,44.028,7.26,7.26,7.105303,44.444,7.19,7.19,7.038378,
06/30/2015,1390.448,1285.255,1285.255,0.0,107.257,-2.064,0.0,-2.064,-778.184,778.184,,,-352.422,352.422,61.902,290.52,-5.925,253.917,-9.026,0.0,244.891,-35.834,209.057,0.0,0.0,0.0,209.057,,209.057,0.0,-4.52412,204.53288,184.89563,-19.63725,43.333237,4.72,4.72,4.266832,44.197,4.68,4.68,4.235688,
09/30/2015,1332.119,1362.864,1362.864,0.0,-55.996,25.251,0.0,25.251,-871.612,871.612,,,-363.173,363.173,67.98,295.193,-5.924,91.41,-8.99,0.0,82.42,6.133,88.553,0.0,0.0,0.0,88.553,,88.553,0.0,-0.896,87.657,-16.5948,-104.2518,43.394554,2.02,2.02,-0.382417,44.2765,2.0,2.0,-0.382417,
12/31/2015,1518.61,1372.235,1372.235,0.0,132.563,13.812,0.0,13.812,-699.764,699.764,,,-383.285,383.285,68.446,314.839,-5.942,429.619,-9.185,0.0,420.434,-63.153,357.281,0.0,0.0,0.0,357.281,0.0,357.281,0.0,-3.677,353.604,349.9327,-3.6713,42.500481,8.32,8.32,8.233617,42.809,8.26,8.26,8.17424,
03/31/2016,1242.046,1218.867,1218.867,0.0,25.245,-2.066,0.0,-2.066,-700.749,700.749,,,-347.116,347.116,72.11,275.006,-7.886,186.295,-9.228,0.0,177.067,-5.381,171.686,0.0,0.0,0.0,171.686,0.0,171.686,0.0,0.0,171.686,122.67,-49.016,42.601985,4.03,4.03,2.879443,42.9215,4.0,4.0,2.858008,
06/30/2016,1427.884,1288.86,1288.86,0.0,167.391,-28.367,0.0,-28.367,-857.816,857.816,,,-367.579,367.579,72.077,295.502,-7.117,195.372,-9.073,0.0,186.299,-30.607,155.692,0.0,0.0,0.0,155.692,0.0,155.692,0.0,-3.2179,152.4741,172.6387,20.1646,41.209216,3.7,3.7,4.189323,41.949,3.67,3.67,4.150693,
09/30/2016,1510.456,1371.474,1371.474,0.0,129.547,9.435,0.0,9.435,-786.168,786.168,,,-388.108,388.108,78.563,309.545,-6.4,329.78,-8.893,0.0,320.887,-25.493,295.394,0.0,0.0,0.0,295.394,0.0,295.394,0.0,0.0,295.394,268.9475,-26.4465,41.546273,7.11,7.11,6.473445,41.840509,7.06,7.06,6.427921,
12/31/2016,1613.96,1441.265,1441.265,0.0,162.333,10.362,0.0,10.362,-794.896,794.896,,,-388.611,388.611,79.972,308.639,-5.828,424.625,-9.034,0.0,415.591,-42.019,373.572,0.0,0.0,0.0,373.572,0.0,373.572,0.0,-3.954,369.618,371.24335,1.62535,40.44,9.14,9.14,9.180103,40.597,9.08,9.08,9.120036,
03/31/2017,1484.778,1312.097,1312.097,0.0,177.647,-4.966,0.0,-4.966,-770.788,770.788,,,-358.156,358.156,75.887,282.269,-8.457,347.377,-8.964,0.0,338.413,-46.77,291.643,0.0,0.0,0.0,291.643,0.0,291.643,0.0,0.0,291.643,322.0435,30.4005,40.961096,7.12,7.12,7.86218,41.250778,7.07,7.07,7.806968,
06/30/2017,1530.611,1369.681,1369.681,0.0,160.542,0.388,0.0,0.388,-861.275,861.275,,,-378.825,378.825,78.869,299.956,-6.919,283.592,-8.059,0.0,275.533,-29.859,245.674,0.0,0.0,0.0,245.674,0.0,245.674,0.0,-2.606,243.068,230.6131,-12.4549,40.624,5.98,5.98,5.67677,40.874,5.95,5.95,5.645286,
09/30/2017,1725.471,1598.875,1598.875,0.0,181.164,-54.568,0.0,-54.568,-2210.082,2210.082,,,-406.258,406.258,73.145,333.113,-5.932,-896.801,-7.266,0.0,-904.067,264.693,-639.374,0.0,0.0,0.0,-639.374,0.0,-639.374,0.0,0.0,-639.374,-669.3464,-29.9724,40.638,-15.73,-15.73,-16.470948,40.883,-15.73,-15.73,-16.470948,
12/31/2017,1902.653,1657.187,1657.187,0.0,186.32,59.146,0.0,59.146,-680.436,680.436,,,-479.541,479.541,90.916,388.625,-25.83,716.846,-7.314,0.0,709.532,-124.724,584.808,0.0,0.0,0.0,584.808,0.0,584.808,0.0,-4.98,579.828,562.55415,-17.27385,40.589,14.285348,14.285348,13.859769,41.564,13.950245,13.950245,13.534649,
03/31/2018,1745.157,1619.427,1619.427,0.0,113.666,12.064,0.0,12.064,-1057.177,1057.177,,,-453.923,453.923,96.284,357.639,-8.996,225.061,-7.418,0.0,217.643,-7.325,210.318,0.0,0.0,0.0,210.318,0.0,210.318,0.0,0.0,210.318,219.52433,9.20633,40.917899,5.14,5.14,5.364995,41.158121,5.11,5.11,5.333682,
06/30/2018,1892.939,1729.818,1729.818,0.0,160.085,3.036,0.0,3.036,-1341.314,1341.314,,,-476.501,476.501,93.099,383.402,-6.633,68.491,-7.728,0.0,60.763,9.132,69.895,0.0,0.0,0.0,69.895,0.0,69.895,0.0,0.0,69.895,37.99027,-31.90473,40.504,1.71,1.71,0.937939,40.71,1.7,1.7,0.916293,
09/30/2018,1936.463,1731.479,1731.479,0.0,218.392,-13.408,0.0,-13.408,-1251.858,1251.858,,,-479.343,479.343,97.942,381.401,-7.89,197.372,-7.901,0.0,189.471,8.91,198.381,0.0,0.0,0.0,198.381,0.0,198.381,0.0,0.0,198.381,165.73625,-32.64475,40.35,4.916506,4.916506,4.107466,40.769,4.816871,4.816871,4.016146,
12/31/2018,1813.399,1850.975,1850.975,0.0,-37.576,0.0,0.0,0.0,-2001.054,2001.054,,,-480.804,480.804,84.216,396.588,-25.855,-694.314,-7.984,0.0,-702.298,320.024,-382.274,0.0,0.0,0.0,-382.274,0.0,-382.274,0.0,0.0,-382.274,-235.18465,147.08935,40.239368,-9.5,-9.5,-5.844641,40.239368,-9.5,-9.5,-5.844641,
03/31/2019,1965.836,1732.697,1732.697,0.0,236.439,-3.3,0.0,-3.3,-1048.55,1048.55,,,-488.459,488.459,98.985,389.474,-6.652,422.175,-7.631,0.0,414.544,-59.993,354.551,0.0,0.0,0.0,354.551,0.0,354.551,0.0,0.0,354.551,285.46651,-69.08449,40.304,8.796918,8.796918,7.082833,40.731,8.613317,8.613317,6.917201,
06/30/2019,2026.952,1817.299,1817.299,0.0,209.653,0.0,0.0,0.0,-1094.63,1094.63,,,-525.783,525.783,104.833,420.95,-25.76,380.779,-8.434,0.0,372.345,-39.477,332.868,0.0,0.0,0.0,332.868,0.0,332.868,0.0,0.0,332.868,320.58313,-12.28487,40.742717,8.17,8.17,7.868477,40.86471,8.15,8.15,7.849377,
09/30/2019,2042.52,1905.619,1905.619,0.0,167.926,-31.025,0.0,-31.025,-1371.924,1371.924,,,-561.234,561.234,118.158,443.076,-8.435,100.927,-7.907,0.0,93.02,11.378,104.398,0.0,0.0,0.0,104.398,0.0,104.398,0.0,0.0,104.398,138.51131,34.11331,40.287,2.591357,2.591357,3.438114,40.746,2.56,2.56,3.397219,
12/31/2019,2172.57,1948.071,1948.071,0.0,224.499,0.0,0.0,0.0,-1407.794,1407.794,,,-569.149,569.149,118.923,450.226,31.172,226.799,-7.721,0.0,219.078,-1.434,217.644,0.0,0.0,0.0,217.644,0.0,217.644,0.0,0.0,217.644,128.47559,-89.16841,40.757303,5.34,5.34,3.15221,40.910526,5.32,5.32,3.140404,
03/31/2020,1982.016,2036.814,2036.814,0.0,-78.161,23.363,0.0,23.363,-1430.84,1430.84,,,-577.382,577.382,128.86,448.522,-9.833,-36.039,-7.583,0.0,-43.622,60.234,16.612,0.0,0.0,0.0,16.612,0.0,16.612,0.0,0.0,16.612,176.51667,159.90467,40.204,0.41,0.41,4.390525,40.713,0.41,0.41,4.337607,
06/30/2020,2277.005,2042.405,2042.405,0.0,234.6,0.0,0.0,0.0,-1407.016,1407.016,,,-584.446,584.446,118.13,466.316,-41.223,244.32,-7.253,0.0,237.067,-46.187,190.88,0.0,0.0,0.0,190.88,0.0,190.88,0.0,0.0,190.88,73.51249,-117.36751,39.933054,4.78,4.78,1.840893,39.983,4.77,4.77,1.834565,
09/30/2020,2301.167,,,,,,,,,,,,,,,,,,,,145.0,,49.3,,,,,,49.3,,,49.3,63.05,,,1.554,1.554,1.889,,1.554,1.554,1.889,
12/31/2020,2346.833,,,,,,,,,,,,,,,,,,,,228.333,,223.333,,,,,,223.333,,,223.333,201.167,,,5.002,5.002,5.284,,5.002,5.002,5.284,
