Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Zakat Expenses,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2012,1145.978,1145.978,-790.527,790.527,355.451,0.0,-134.231,132.231,2.0,221.22,-12.947,12.583,15.599,-3.016,0.0,0.364,208.273,-66.706,,141.567,0.0,0.0,0.0,141.567,-1.205,140.362,0.0,0.0,140.362,131.062,-9.3,320.759728,0.44,0.44,0.408598,325.579716,0.43,0.43,0.401436,
03/31/2013,1079.805,1079.805,-741.913,741.913,337.892,0.0,-130.935,130.935,0.0,206.957,-12.672,12.362,15.457,-3.095,,0.31,194.285,-40.672,,153.613,0.0,0.0,0.0,153.613,-0.606,153.007,0.0,0.0,153.007,141.707,-11.3,319.476336,0.48,0.48,0.44356,325.426004,0.47,0.47,0.435277,
06/30/2013,1136.067,1136.067,-776.279,776.279,359.788,0.0,-135.775,135.775,0.0,224.013,-12.588,12.23,15.621,-3.391,,0.358,211.425,-56.557,,154.868,0.0,0.0,0.0,154.868,-0.88,153.988,0.0,0.0,153.988,153.988,0.0,319.410042,0.48,0.48,0.48,325.870856,0.475,0.475,0.475,
09/30/2013,1153.062,1153.062,-789.214,789.214,363.848,0.0,-139.365,136.828,2.537,224.483,-12.423,11.906,16.048,-4.142,,0.517,212.06,-50.671,,161.389,0.0,0.0,0.0,161.389,-0.591,160.798,0.0,0.0,160.798,162.898,2.1,317.33104,0.51,0.51,0.513338,323.585572,0.5,0.5,0.50649,
12/31/2013,1245.7,1245.7,-856.4,856.4,389.3,0.0,-147.9,144.5,3.4,241.4,-12.5,12.128,16.5,-4.372,,0.372,228.9,-60.0,,168.9,0.0,0.0,0.0,168.9,-1.0,167.9,0.0,0.0,167.9,170.3,2.4,316.566252,0.53,0.53,0.53796,323.346992,0.52,0.52,0.527423,
03/31/2014,1246.1,1246.1,-857.2,857.2,388.9,0.0,-156.8,154.8,2.0,232.1,-15.0,14.7,19.1,-4.4,,0.3,217.1,-57.3,,159.8,0.0,0.0,0.0,159.8,-1.3,158.5,0.0,0.0,158.5,159.8,1.3,315.056964,0.5,0.5,0.50721,322.354312,0.49,0.49,0.494033,
06/30/2014,1314.2,1314.2,-897.4,897.4,416.8,0.0,-161.0,161.0,0.0,255.8,-15.8,15.4,20.1,-4.7,,0.4,240.0,-63.6,,176.4,0.0,0.0,0.0,176.4,-1.5,174.9,0.0,0.0,174.9,174.9,0.0,314.22937,0.56,0.56,0.56,321.58227,0.54,0.54,0.54,
09/30/2014,1358.7,1358.7,-927.1,927.1,431.6,0.0,-163.8,161.3,2.5,267.8,-16.3,15.8,21.1,-5.3,,0.5,251.5,-67.3,,184.2,0.0,0.0,0.0,184.2,-2.0,182.2,0.0,0.0,182.2,184.7,2.5,313.284242,0.58,0.58,0.589561,320.636405,0.57,0.57,0.577797,
12/31/2014,1426.5,1426.5,-969.8,969.8,456.7,0.0,-177.8,168.2,9.6,278.9,-15.0,14.6,20.2,-5.6,,0.4,263.9,-69.1,,194.8,0.0,0.0,0.0,194.8,-1.3,193.5,0.0,0.0,193.5,199.9,6.4,310.030206,0.62,0.62,0.644776,317.201925,0.61,0.61,0.630176,
03/31/2015,1327.1,1327.1,-902.5,902.5,424.6,0.0,-164.4,164.4,0.0,260.2,-12.9,12.5,17.0,-4.5,,0.4,247.3,-65.5,,181.8,0.0,0.0,0.0,181.8,-2.0,179.8,0.0,0.0,179.8,179.8,0.0,310.0,0.58,0.58,0.58,318.0,0.57,0.57,0.57,
06/30/2015,1351.5,1351.5,-919.0,919.0,432.5,0.0,-171.8,166.1,5.7,260.7,-12.9,12.3,17.1,-4.8,,0.6,247.8,-67.2,,180.6,0.0,0.0,0.0,180.6,-1.6,179.0,0.0,0.0,179.0,184.7,5.7,308.9,0.58,0.58,0.597928,316.9,0.56,0.56,0.577987,
09/30/2015,1459.6,1459.6,-995.6,995.6,464.0,0.0,-169.2,169.2,0.0,294.8,-12.8,12.1,17.0,-4.9,,0.7,282.0,-74.7,,207.3,0.0,0.0,0.0,207.3,-2.8,204.5,0.0,0.0,204.5,204.5,0.0,308.9,0.66,0.66,0.66,315.9,0.65,0.65,0.65,
12/31/2015,1430.5,1430.5,-972.0,972.0,458.5,0.0,-169.5,169.5,0.0,289.0,-13.4,13.1,17.2,-4.1,,0.3,275.6,-73.0,,202.6,0.0,0.0,0.0,202.6,-2.5,200.1,0.0,0.0,200.1,200.1,0.0,308.5,0.65,0.65,0.65,315.4,0.63,0.63,0.63,
03/31/2016,1451.2,1451.2,-992.0,992.0,459.2,0.0,-219.8,189.5,30.3,239.4,-17.1,15.2,18.1,-2.9,,1.9,222.3,-63.9,,158.4,0.0,0.0,0.0,158.4,-1.8,156.6,0.0,0.0,156.6,183.9,27.3,307.6,0.51,0.51,0.597854,314.2,0.5,0.5,0.586887,
06/30/2016,1548.2,1548.2,-1050.9,1050.9,497.3,0.0,-197.0,197.0,0.0,300.3,-16.3,15.1,18.0,-2.9,,1.2,284.0,-75.3,,208.7,0.0,0.0,0.0,208.7,-2.2,206.5,0.0,0.0,206.5,206.5,0.0,308.2,0.67,0.67,0.67,315.4,0.65,0.65,0.65,
09/30/2016,1635.9,1635.9,-1098.6,1098.6,537.3,0.0,-211.0,204.7,6.3,326.3,-15.8,15.2,18.1,-2.9,,0.6,310.5,-83.4,,227.1,0.0,0.0,0.0,227.1,-2.8,224.3,0.0,0.0,224.3,228.395,4.095,308.9,0.73,0.73,0.739382,315.7,0.71,0.71,0.722971,
12/31/2016,1651.1,1651.1,-1105.0,1105.0,546.1,0.0,-207.0,207.0,0.0,339.1,-14.9,15.6,18.4,-2.8,,-0.7,324.2,-85.9,,238.3,0.0,0.0,0.0,238.3,-2.9,235.4,0.0,0.0,235.4,235.4,0.0,308.5,0.76,0.76,0.76,315.7,0.75,0.75,0.75,
03/31/2017,1560.1,1560.1,-1044.2,1044.2,515.9,0.0,-201.8,201.8,0.0,314.1,-15.7,19.3,19.3,0.0,,-3.6,298.4,-71.1,,227.3,0.0,0.0,0.0,227.3,-2.4,224.9,0.0,0.0,224.9,224.9,0.0,306.6,0.73,0.73,0.73,316.4,0.71,0.71,0.71,
06/30/2017,1666.5,1666.5,-1113.9,1113.9,552.6,0.0,-216.4,212.4,4.0,336.2,-19.0,23.4,23.4,0.0,,-4.4,317.2,-63.6,,253.6,0.0,0.0,0.0,253.6,-2.1,251.5,0.0,0.0,251.5,255.2,3.7,305.8,0.82,0.82,0.834532,316.1,0.8,0.8,0.811705,
09/30/2017,1840.8,1840.8,-1234.7,1234.7,606.1,0.0,-228.2,228.2,0.0,377.9,-19.5,24.6,24.6,0.0,,-5.1,358.4,-78.1,,280.3,0.0,0.0,0.0,280.3,-2.8,277.5,0.0,0.0,277.5,277.5,0.0,305.0,0.91,0.91,0.91,315.7,0.88,0.88,0.88,
12/31/2017,1943.9,1943.9,-1308.6,1308.6,635.3,0.0,-235.9,235.9,0.0,399.4,-20.8,25.0,25.0,0.0,,-4.2,378.6,-479.0,,-100.4,0.0,0.0,0.0,-100.4,-3.0,-103.4,0.0,0.0,-103.4,295.1,398.5,305.4,-0.338572,-0.338572,0.969876,317.7,-0.338572,-0.338572,0.919218,
03/31/2018,1866.9,1866.9,-1260.0,1260.0,606.9,0.0,-230.0,230.0,0.0,376.9,-22.2,24.5,24.5,0.0,,-2.3,354.7,-86.4,,268.3,0.0,0.0,0.0,268.3,-2.7,265.6,0.0,0.0,265.6,265.6,0.0,303.7,0.87,0.87,0.87,316.0,0.84,0.84,0.84,
06/30/2018,1981.4,1981.4,-1336.6,1336.6,644.8,0.0,-236.6,236.6,0.0,408.2,-25.9,26.0,26.0,0.0,,-0.1,382.3,-94.5,,287.8,0.0,0.0,0.0,287.8,-3.0,284.8,0.0,0.0,284.8,230.8,-54.0,300.8,0.95,0.95,0.767287,312.3,0.91,0.91,0.737089,
09/30/2018,2129.0,2129.0,-1440.8,1440.8,688.2,0.0,-244.0,244.0,0.0,444.2,-24.6,24.8,24.8,0.0,,-0.2,419.6,-100.0,,319.6,0.0,0.0,0.0,319.6,-3.0,316.6,0.0,0.0,316.6,316.6,0.0,300.5,1.05,1.05,1.05,312.4,1.01,1.01,1.01,
12/31/2018,2224.7,2224.7,-1509.7,1509.7,715.0,0.0,-257.4,248.9,8.5,457.6,-25.7,26.4,26.4,0.0,,-0.7,431.9,-90.7,,341.2,0.0,0.0,0.0,341.2,-3.1,338.1,0.0,0.0,338.1,330.8,-7.3,299.8,1.13,1.13,1.103402,309.7,1.09,1.09,1.066429,
03/31/2019,1958.5,1958.5,-1330.7,1330.7,627.8,0.0,-251.6,235.1,16.5,376.2,-26.7,29.7,29.7,0.0,,-3.0,349.5,-79.6,,269.9,0.0,0.0,0.0,269.9,-2.4,267.5,0.0,0.0,267.5,267.5,0.0,298.1,0.9,0.9,0.9,308.6,0.87,0.87,0.87,
06/30/2019,2015.3,2015.3,-1367.7,1367.7,647.6,0.0,-248.1,239.2,8.9,399.5,-29.9,30.0,30.0,0.0,,-0.1,369.6,-78.7,,290.9,0.0,0.0,0.0,290.9,-2.5,288.4,0.0,0.0,288.4,296.2,7.8,298.0,0.97,0.97,0.99396,308.7,0.93,0.93,0.955267,
09/30/2019,2100.6,2100.6,-1438.7,1438.7,661.9,0.0,-248.3,248.3,0.0,413.6,-39.5,29.7,29.7,0.0,,9.8,374.1,-91.8,,282.3,0.0,0.0,0.0,282.3,-2.0,280.3,0.0,0.0,280.3,292.8,12.5,296.6,0.95,0.95,0.987188,306.2,0.92,0.92,0.960823,
12/31/2019,2151.0,2151.0,-1472.3,1472.3,678.7,0.0,-248.9,248.9,0.0,429.8,-27.2,28.1,28.1,0.0,,-0.9,402.6,-81.8,,320.8,0.0,0.0,0.0,320.8,-2.1,318.7,0.0,0.0,318.7,318.7,0.0,297.2,1.07,1.07,1.07,308.2,1.03,1.03,1.03,
03/31/2020,1862.0,1862.0,-1302.2,1302.2,559.8,0.0,-242.9,242.9,0.0,316.9,-27.7,28.8,28.8,0.0,,-1.1,289.2,-46.0,,243.2,0.0,0.0,0.0,243.2,-1.1,242.1,0.0,0.0,242.1,222.2,-19.9,297.4,0.81,0.81,0.747142,306.5,0.79,0.79,0.725073,
06/30/2020,1987.5,1987.5,-1383.7,1383.7,603.8,0.0,-246.4,246.4,0.0,357.4,-28.9,30.2,30.2,0.0,,-1.3,328.5,-68.0,,260.5,0.0,0.0,0.0,260.5,-2.8,257.7,0.0,0.0,257.7,245.3,-12.4,296.6,0.87,0.87,0.82704,304.0,0.85,0.85,0.809211,
09/30/2020,2005.643,,,,619.92419487,,,,,377.167,,,,,,,348.091,,,261.818,,,,,,261.818,,,261.818,261.833,,,0.863,0.863,0.858,,0.863,0.863,0.858,
12/31/2020,2095.643,,,,655.24469681,,,,,403.5,,,,,,,372.091,,,281.091,,,,,,281.091,,,281.091,281.167,,,0.93,0.93,0.933,,0.93,0.93,0.933,
