Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
01/31/2015,135.0,-260.0,121.0,458.0,12.0,-28.0,474.0,-184.0,-33.0,134.0,-280.0,-5.0,0.0,-168.0,-158.0,2.0,2.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,-74.0,-77.0,-1.0,,,4.0,30.0,-26.0,0.0,-35.0,-142.0,,,
05/02/2015,300.0,59.0,118.0,53.0,16.0,0.0,37.0,70.0,69.0,-53.0,155.0,-101.0,0.0,-63.0,-54.0,6.0,6.0,0.0,-60.0,-60.0,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,0.0,0.0,-78.0,-76.0,-4.0,,,2.0,3.0,-1.0,0.0,9.0,168.0,,,
08/01/2015,0.0,36.0,114.0,6.0,14.0,1.0,-9.0,-156.0,-18.0,-178.0,122.0,-82.0,0.0,-88.0,-76.0,2.0,2.0,0.0,-78.0,-78.0,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0,0.0,-80.0,-77.0,-7.0,,,4.0,24.0,-20.0,0.0,-16.0,-184.0,,,
10/31/2015,403.0,198.0,111.0,1.0,14.0,42.0,-55.0,93.0,-117.0,195.0,-102.0,117.0,0.0,-76.0,-76.0,1.0,1.0,0.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,-152.0,-78.0,-74.0,,,0.0,2.0,-2.0,0.0,-4.0,171.0,,,
01/30/2016,275.0,86.0,112.0,-47.0,14.0,-15.0,-46.0,124.0,47.0,54.0,-112.0,135.0,0.0,-147.0,-148.0,18.0,18.0,0.0,-166.0,-166.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-68.0,-77.0,-7.0,3.0,-10.0,16.0,17.0,-1.0,0.0,-17.0,43.0,,,
04/30/2016,276.0,41.0,113.0,86.0,17.0,6.0,63.0,36.0,48.0,-17.0,117.0,-112.0,0.0,-99.0,-44.0,0.0,0.0,0.0,-44.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.0,-86.0,-78.0,-5.0,,,-3.0,0.0,-3.0,0.0,30.0,121.0,,20.0,
07/30/2016,-287.0,-766.0,110.0,739.0,16.0,12.0,711.0,-370.0,9.0,-179.0,38.0,-238.0,,14.0,-58.0,0.0,0.0,0.0,-58.0,-58.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,-11.0,115.0,-77.0,185.0,,,7.0,16.0,-9.0,0.0,-13.0,-171.0,,,
10/29/2016,641.0,179.0,109.0,90.0,14.0,60.0,16.0,263.0,-69.0,203.0,-14.0,143.0,0.0,-56.0,-56.0,0.0,0.0,0.0,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-273.0,-78.0,-193.0,0.0,-193.0,-2.0,0.0,-2.0,0.0,-11.0,301.0,,0.0,
01/28/2017,304.0,-952.0,104.0,1099.0,14.0,-21.0,1106.0,53.0,33.0,56.0,-137.0,101.0,,-170.0,-83.0,14.0,14.0,0.0,-97.0,-97.0,0.0,0.0,0.0,0.0,-72.0,-28.0,-44.0,0.0,-15.0,-74.0,-78.0,-11.0,0.0,-11.0,15.0,15.0,0.0,0.0,1.0,61.0,,105.0,
04/29/2017,258.0,-815.0,91.0,930.0,11.0,4.0,915.0,52.0,0.0,2.0,110.0,-60.0,0.0,-15.0,-21.0,16.0,16.0,0.0,-37.0,-37.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,-80.0,-78.0,-2.0,,,0.0,0.0,0.0,0.0,-10.0,153.0,,,
07/29/2017,21.0,55.0,85.0,34.0,13.0,10.0,11.0,-153.0,-17.0,-217.0,84.0,-3.0,,-52.0,-45.0,7.0,7.0,0.0,-52.0,-52.0,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,0.0,0.0,-68.0,-79.0,1.0,,,10.0,13.0,-3.0,0.0,8.0,-91.0,,,
