Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2005,2153.0,1783.0,,,0.0,0.0,370.0,,-748.0,748.0,550.0,198.0,0.0,,,,1405.0,-1157.0,,240.0,117.0,800.0,248.0,-153.0,,,,4.0,162.0,165.0,-3.0,,-5.0,95.0,1.0,96.0,11.0,,,85.0,8.0,93.0,,,93.0,93.0,,244.0,0.38,0.43,0.52,245.0,0.38,0.43,0.52,
06/30/2005,2265.0,1768.0,,,0.0,0.0,497.0,,-746.0,746.0,529.0,217.0,0.0,,,,1519.0,-1383.0,,239.0,108.0,1036.0,136.0,-161.0,,,,4.0,159.0,163.0,-4.0,,6.0,-25.0,23.0,-2.0,7.0,,,-9.0,8.0,-1.0,,,-1.0,-1.0,,246.0,-0.01,0.02,0.63,247.0,-0.01,0.02,0.63,
09/30/2005,2954.0,2412.0,,,0.0,0.0,542.0,,-1057.0,1057.0,633.0,424.0,0.0,,,,1897.0,-1387.0,,253.0,131.0,1003.0,510.0,-149.0,,,,3.0,156.0,159.0,-3.0,,-4.0,361.0,65.0,426.0,-17.0,,,443.0,7.0,450.0,,,450.0,450.0,,248.0,1.82,1.75,1.37,496.0,1.81,1.74,1.36,
12/31/2005,2295.0,1982.0,,,0.0,0.0,313.0,,-856.0,856.0,647.0,209.0,0.0,,,,1439.0,-1140.0,0.0,285.0,104.0,751.0,299.0,-99.0,,,0.0,5.0,135.0,138.0,-3.0,0.0,-31.0,200.0,-36.0,164.0,4.0,,,160.0,-5.0,155.0,0.0,0.0,155.0,155.0,,248.0,0.62,0.64,0.72,248.0,0.62,0.64,0.72,
03/31/2006,2223.0,1985.0,,,0.0,0.0,238.0,0.0,-919.0,919.0,690.0,229.0,0.0,,,,1304.0,-1040.0,,237.0,119.0,684.0,264.0,-144.0,,,0.0,17.0,163.0,165.0,-2.0,0.0,-2.0,120.0,-29.0,91.0,40.0,,,51.0,-6.0,45.0,0.0,0.0,45.0,45.0,,249.0,0.18,0.34,0.46,249.0,0.18,0.34,0.46,
06/30/2006,2298.0,2083.0,,,0.0,0.0,215.0,0.0,-969.0,969.0,709.0,260.0,0.0,,,,1329.0,-1028.0,,244.0,120.0,664.0,301.0,-232.0,,,0.0,7.0,158.0,160.0,-2.0,0.0,81.0,69.0,-43.0,26.0,66.0,,,-40.0,-7.0,-47.0,0.0,0.0,-47.0,-47.0,,250.0,-0.19,0.08,0.47,251.0,-0.19,0.08,0.47,
09/30/2006,2776.0,2599.0,,,0.0,0.0,177.0,0.0,-1251.0,1251.0,860.0,391.0,0.0,,,,1525.0,-968.0,,245.0,141.0,582.0,557.0,-144.0,,,0.0,13.0,148.0,148.0,0.0,0.0,9.0,413.0,-133.0,280.0,-36.0,,,316.0,3.0,319.0,0.0,0.0,319.0,319.0,,251.0,1.27,1.13,1.06,251.0,1.27,1.13,1.06,
12/31/2006,2273.0,2056.0,,,0.0,0.0,217.0,0.0,-969.0,969.0,749.0,220.0,0.0,,,,1304.0,-798.0,,304.0,120.0,374.0,290.0,-150.0,,,0.0,22.0,157.0,160.0,-3.0,0.0,15.0,140.0,-34.0,106.0,-148.0,,,254.0,0.0,254.0,0.0,0.0,254.0,254.0,,252.0,1.01,0.42,0.59,252.0,1.01,0.42,0.59,
03/31/2007,2072.0,2069.0,,,0.0,0.0,3.0,,-957.0,957.0,736.0,221.0,0.0,,,,1115.0,-764.0,,219.0,124.0,421.0,351.0,-123.0,,,0.0,8.0,142.0,145.0,-3.0,0.0,-11.0,228.0,-72.0,156.0,-126.0,,,282.0,-7.0,275.0,0.0,0.0,275.0,275.0,,254.0,1.08,0.59,0.59,255.0,1.08,0.59,0.59,
06/30/2007,2129.0,2125.0,,,0.0,0.0,4.0,0.0,-999.0,999.0,716.0,283.0,0.0,,,,1130.0,-829.0,,223.0,125.0,481.0,301.0,-121.0,,,10.0,6.0,135.0,139.0,-4.0,0.0,2.0,180.0,-41.0,139.0,331.0,,,-192.0,-1.0,-193.0,0.0,0.0,-193.0,-193.0,,256.0,-0.75,0.54,0.56,257.0,-0.75,0.54,0.56,
09/30/2007,2750.0,2742.0,,,0.0,0.0,8.0,0.0,-1319.0,1319.0,929.0,390.0,0.0,,,,1431.0,-821.0,,223.0,135.0,463.0,610.0,-139.0,,,14.0,6.0,154.0,159.0,-5.0,0.0,5.0,471.0,-160.0,311.0,-8.0,,,319.0,0.0,319.0,0.0,0.0,319.0,319.0,,257.0,1.24,1.21,1.17,257.0,1.24,1.21,1.17,
12/31/2007,2202.0,2197.0,,,0.0,0.0,5.0,0.0,-1054.0,1054.0,764.0,290.0,0.0,,,,1148.0,-864.0,,240.0,117.0,507.0,284.0,-127.0,,,-24.0,14.0,157.0,162.0,-5.0,0.0,-40.0,157.0,-61.0,96.0,-8.0,,,104.0,-1.0,103.0,0.0,0.0,103.0,103.0,,256.0,0.4,0.37,0.5,256.0,0.39,0.36,0.49,
03/31/2008,2066.0,2064.0,,,0.0,0.0,2.0,,-929.0,929.0,697.0,232.0,0.0,,,,1137.0,-772.0,,206.0,121.0,445.0,365.0,-128.0,,,0.0,7.0,153.0,161.0,-8.0,0.0,-18.0,237.0,-84.0,153.0,-60.0,,,213.0,-4.0,209.0,0.0,0.0,209.0,209.0,,259.0,0.81,0.58,0.57,259.0,0.81,0.58,0.57,
06/30/2008,2244.0,2242.0,,,0.0,0.0,2.0,0.0,-1026.0,1026.0,696.0,330.0,0.0,,,,1218.0,-812.0,,208.0,125.0,479.0,406.0,-111.0,,,27.0,5.0,146.0,154.0,-8.0,0.0,-3.0,295.0,-95.0,200.0,-5.0,,,205.0,0.0,205.0,0.0,0.0,205.0,205.0,,260.0,0.79,0.77,0.77,260.0,0.79,0.77,0.77,
09/30/2008,2696.0,2694.0,,,0.0,0.0,2.0,0.0,-1319.0,1319.0,869.0,450.0,0.0,,,,1377.0,-786.0,,205.0,141.0,440.0,591.0,-132.0,,,34.0,8.0,167.0,178.0,-11.0,0.0,7.0,459.0,-150.0,309.0,-1.0,,,310.0,-1.0,309.0,0.0,0.0,309.0,309.0,,261.0,1.19,1.18,1.17,261.0,1.18,1.18,1.17,
12/31/2008,2161.0,2161.0,,,0.0,0.0,,0.0,-1046.0,1046.0,759.0,287.0,0.0,,,,1115.0,-794.0,,220.0,121.0,453.0,321.0,-139.0,,,38.0,4.0,173.0,186.0,-13.0,0.0,8.0,182.0,-66.0,116.0,9.0,,,107.0,,107.0,0.0,0.0,107.0,107.0,0.0,262.0,0.41,0.44,0.44,262.0,0.41,0.44,0.44,
03/31/2009,2442.0,2442.0,,,0.0,0.0,0.0,,-1171.0,1171.0,954.0,217.0,0.0,0.0,0.0,0.0,1271.0,-878.0,,280.0,143.0,455.0,393.0,-125.0,124.0,-43.0,39.0,4.0,167.0,179.0,-12.0,,1.0,268.0,-85.0,183.0,0.0,0.0,0.0,183.0,-1.0,182.0,0.0,0.0,182.0,176.46,-5.54,277.0,0.66,0.66,0.63704,277.0,0.66,0.66,0.63704,
06/30/2009,2312.0,2312.0,,,0.0,0.0,0.0,,-1083.0,1083.0,826.0,257.0,0.0,0.0,0.0,0.0,1229.0,-850.0,,226.0,130.0,494.0,379.0,-118.0,131.0,-38.0,36.0,2.0,169.0,181.0,-12.0,,-13.0,261.0,-86.0,175.0,1.0,1.0,0.0,174.0,,174.0,0.0,0.0,174.0,175.0,0.0,280.0,0.62,0.62,0.62,280.0,0.62,0.62,0.62,
09/30/2009,2824.0,2824.0,,,0.0,0.0,0.0,,-1200.0,1200.0,1075.0,125.0,0.0,0.0,0.0,0.0,1624.0,-948.0,,371.0,152.0,425.0,676.0,-145.0,146.0,-22.0,20.0,2.0,168.0,174.0,-6.0,,-1.0,531.0,-181.0,350.0,102.0,102.0,0.0,248.0,-1.0,247.0,0.0,0.0,247.0,349.0,0.0,280.0,0.88,1.24,1.24,280.0,0.88,1.24,1.24,
12/31/2009,2307.0,2307.0,,,0.0,0.0,0.0,,-1209.0,1209.0,897.0,312.0,0.0,0.0,0.0,0.0,1098.0,-774.0,,109.0,132.0,533.0,324.0,-130.0,140.0,-35.0,29.0,6.0,175.0,184.0,-9.0,,-10.0,194.0,-52.0,142.0,-24.0,-24.0,0.0,166.0,-2.0,164.0,0.0,0.0,164.0,145.62,5.62,281.0,0.59,0.5,0.518221,281.0,0.59,0.5,0.518221,
03/31/2010,2535.0,2535.0,,,,0.0,0.0,,-1159.0,1159.0,896.0,263.0,,,,0.0,1376.0,-882.0,,246.0,154.0,482.0,494.0,-164.0,159.0,-23.0,21.0,2.0,182.0,191.0,-9.0,,5.0,330.0,-139.0,191.0,1.0,-1.0,2.0,190.0,,190.0,0.0,0.0,190.0,213.72,22.72,284.0,0.67,0.67,0.752535,284.0,0.67,0.67,0.75,
06/30/2010,2372.0,2372.0,,,,,,,-1058.0,1058.0,743.0,315.0,,,,,1314.0,-874.0,,233.0,133.0,508.0,440.0,-161.0,166.0,-26.0,25.0,1.0,192.0,199.0,-7.0,,-5.0,279.0,-98.0,181.0,1.0,1.0,0.0,180.0,,180.0,0.0,0.0,180.0,183.9,2.9,290.0,0.62,0.62,0.634138,290.0,0.62,0.62,0.63,
09/30/2010,2962.0,2962.0,,,0.0,0.0,0.0,,-1353.0,1353.0,935.0,418.0,0.0,0.0,0.0,0.0,1609.0,-856.0,,201.0,161.0,494.0,753.0,-169.0,164.0,-25.0,22.0,3.0,189.0,197.0,-8.0,,5.0,584.0,-219.0,365.0,0.0,2.0,-2.0,365.0,-4.0,361.0,0.0,0.0,361.0,363.94,2.94,294.0,1.23,1.23,1.237891,294.0,1.23,1.23,1.237891,
12/31/2010,2321.0,2321.0,,,0.0,0.0,0.0,,-1009.0,1009.0,726.0,283.0,0.0,0.0,0.0,0.0,1312.0,-945.0,,240.0,132.0,573.0,367.0,-154.0,159.0,-25.0,24.0,1.0,184.0,192.0,-8.0,,-5.0,213.0,-83.0,130.0,2.0,2.0,0.0,128.0,-3.0,125.0,0.0,0.0,125.0,129.94,2.94,294.0,0.42,0.43,0.441973,294.0,0.42,0.43,0.44,
03/31/2011,2167.0,2167.0,,,0.0,0.0,0.0,,-938.0,938.0,718.0,220.0,0.0,0.0,0.0,0.0,1229.0,-778.0,,154.0,140.0,484.0,451.0,-157.0,160.0,-30.0,29.0,1.0,190.0,199.0,-9.0,,-3.0,294.0,-107.0,187.0,2.0,2.0,0.0,185.0,-1.0,184.0,0.0,0.0,184.0,188.0,2.0,295.0,0.62,0.63,0.637288,295.0,0.62,0.63,0.63678,
06/30/2011,2256.0,2256.0,,,0.0,0.0,0.0,,-1003.0,1003.0,674.0,329.0,0.0,0.0,0.0,0.0,1253.0,-825.0,,179.0,134.0,512.0,428.0,-147.0,154.0,-26.0,26.0,,180.0,189.0,-9.0,,-7.0,281.0,-101.0,180.0,2.0,2.0,0.0,178.0,-2.0,176.0,0.0,0.0,176.0,181.0,3.0,296.0,0.6,0.6,0.611486,296.0,0.6,0.6,0.610135,
09/30/2011,2753.0,2753.0,2743.0,10.0,0.0,0.0,0.0,,-1234.0,1234.0,1234.0,,0.0,0.0,0.0,0.0,1519.0,-832.0,,175.0,164.0,493.0,687.0,-216.0,172.0,,,,172.0,172.0,,,44.0,471.0,-178.0,293.0,0.0,0.0,0.0,293.0,-2.0,291.0,0.0,0.0,291.0,343.0,52.0,296.0,0.98,0.98,1.158784,296.0,0.98,0.98,1.155676,
12/31/2011,1778.0,1778.0,,,0.0,0.0,0.0,,-909.0,1807.0,1807.0,,0.0,0.0,0.0,0.0,869.0,-855.0,,193.0,125.0,537.0,14.0,-150.0,262.0,,,,183.0,157.0,,,-112.0,-136.0,63.0,-73.0,1.0,1.0,0.0,-74.0,-2.0,-76.0,0.0,0.0,-76.0,-66.25,8.4,292.0,-0.260274,-0.256849,-0.228082,292.0,-0.260274,-0.256849,-0.228082,
03/31/2012,2102.0,2102.0,,,0.0,0.0,0.0,,-901.0,901.0,901.0,,0.0,0.0,0.0,0.0,1201.0,-838.0,,166.0,138.0,534.0,363.0,-146.0,185.0,,,,185.0,185.0,,,-39.0,217.0,-76.0,141.0,-11.0,-11.0,0.0,152.0,-2.0,150.0,0.0,0.0,150.0,138.0,-1.0,297.0,0.51,0.47,0.464646,297.0,0.51,0.47,0.464646,
09/30/2012,2788.0,2788.0,2775.0,13.0,0.0,0.0,0.0,,-1396.0,1396.0,1396.0,,0.0,0.0,0.0,0.0,1392.0,-1013.0,,174.0,160.0,679.0,379.0,-150.0,182.0,,,,182.0,182.0,,,-32.0,229.0,-75.0,154.0,-3.0,-3.0,0.0,157.0,-2.0,155.0,0.0,0.0,155.0,205.0,53.0,295.0,0.525424,0.515254,0.694915,295.0,0.525424,0.515254,0.694915,
12/31/2012,2227.0,2227.0,,,0.0,0.0,0.0,,-1005.0,1005.0,1005.0,,0.0,0.0,0.0,0.0,1222.0,-1104.0,,176.0,130.0,798.0,118.0,-147.0,180.0,,,,180.0,180.0,,,-33.0,-29.0,21.0,-8.0,-42.0,-42.0,0.0,34.0,-2.0,32.0,0.0,0.0,32.0,98.15,108.15,295.0,0.108475,-0.033898,0.332712,295.0,0.108475,-0.033898,0.332712,
03/31/2013,2186.0,2186.0,,,0.0,0.0,0.0,,-860.0,860.0,860.0,,0.0,0.0,0.0,0.0,1326.0,-896.0,,194.0,141.0,561.0,430.0,-175.0,198.0,,,,198.0,198.0,,,-23.0,255.0,-101.0,154.0,0.0,0.0,0.0,154.0,-1.0,153.0,0.0,0.0,153.0,153.0,0.0,,,,,,,,,
06/30/2013,2281.0,2281.0,,,0.0,0.0,0.0,,-918.0,918.0,918.0,,0.0,0.0,0.0,0.0,1363.0,-1249.0,,210.0,141.0,898.0,114.0,-146.0,160.0,,,,160.0,160.0,,,-14.0,-32.0,19.0,-13.0,4.0,4.0,0.0,-17.0,,-17.0,0.0,0.0,-17.0,352.0,365.0,,,,,,,,,
09/30/2013,2766.0,2766.0,,,0.0,0.0,0.0,,-1154.0,1154.0,1154.0,,0.0,0.0,0.0,0.0,1612.0,-941.0,,240.0,141.0,560.0,671.0,-136.0,162.0,,,,162.0,162.0,,,-26.0,535.0,-207.0,328.0,-14.0,-14.0,0.0,342.0,-1.0,341.0,0.0,0.0,341.0,328.0,1.0,,,,,,,,,
12/31/2013,2300.0,2300.0,,,0.0,0.0,0.0,,-919.0,919.0,919.0,,0.0,0.0,0.0,0.0,1381.0,-978.0,,239.0,134.0,605.0,403.0,-129.0,110.0,,,,160.0,160.0,,,19.0,274.0,-84.0,190.0,-6.0,-6.0,0.0,196.0,-1.0,195.0,0.0,0.0,195.0,196.15,7.15,,,,,,,,,
03/31/2014,2541.0,2541.0,,,0.0,0.0,0.0,,-1043.0,1043.0,1043.0,,0.0,0.0,0.0,0.0,1498.0,-1021.0,,276.0,151.0,594.0,477.0,-154.0,169.0,,,,169.0,169.0,,,-15.0,323.0,-119.0,204.0,1.0,1.0,0.0,203.0,-1.0,202.0,0.0,0.0,202.0,202.0,-1.0,,,,,,,,,
06/30/2014,2421.0,2421.0,,,0.0,0.0,0.0,,-977.0,977.0,977.0,,0.0,0.0,0.0,0.0,1444.0,-956.0,,281.0,137.0,538.0,488.0,-154.0,167.0,,,,167.0,167.0,,,-13.0,334.0,-127.0,207.0,5.0,5.0,0.0,202.0,,202.0,0.0,0.0,202.0,190.0,-17.0,,,,,,,,,
09/30/2014,2863.0,2863.0,,,0.0,0.0,0.0,,-1214.0,1214.0,1214.0,,0.0,0.0,0.0,0.0,1649.0,-984.0,,294.0,127.0,563.0,665.0,-140.0,166.0,,,,166.0,166.0,,,-26.0,525.0,-195.0,330.0,0.0,0.0,0.0,330.0,-1.0,329.0,0.0,0.0,329.0,328.0,-1.0,,,,,,,,,
12/31/2014,2341.0,2341.0,,,0.0,0.0,0.0,,-961.0,961.0,961.0,,0.0,0.0,0.0,0.0,1380.0,-992.0,,277.0,102.0,613.0,388.0,-150.0,147.0,,,,173.0,173.0,,,3.0,238.0,-99.0,139.0,0.0,0.0,0.0,139.0,-3.0,136.0,0.0,0.0,136.0,130.8,-5.2,,,,,,,,,
03/31/2015,2536.0,2536.0,,,0.0,0.0,0.0,,-1032.0,1032.0,1032.0,,0.0,0.0,0.0,0.0,1504.0,-955.0,,287.0,111.0,557.0,549.0,-141.0,168.0,,,,168.0,168.0,,,-27.0,408.0,-144.0,264.0,1.0,1.0,0.0,263.0,-3.0,260.0,0.0,0.0,260.0,253.0,-8.0,,,,,,,,,
06/30/2015,2476.0,2476.0,,,0.0,0.0,0.0,,-1003.0,1003.0,1003.0,,0.0,0.0,0.0,0.0,1473.0,-969.0,,283.0,124.0,562.0,504.0,-147.0,166.0,,,,166.0,166.0,,,-19.0,357.0,-140.0,217.0,0.0,0.0,0.0,217.0,-2.0,215.0,0.0,0.0,215.0,209.0,-6.0,,,,,,,,,
09/30/2015,2929.0,2929.0,,,,0.0,0.0,,-1238.0,1238.0,1238.0,,0.0,0.0,0.0,0.0,1691.0,-935.0,,261.0,132.0,542.0,756.0,-153.0,170.0,,,,170.0,170.0,,,-17.0,603.0,-151.0,452.0,1.0,1.0,0.0,451.0,-3.0,448.0,0.0,0.0,448.0,448.0,-1.0,,,,,,,,,
12/31/2015,2336.0,2336.0,,,0.0,0.0,0.0,,-951.0,951.0,951.0,,0.0,0.0,0.0,0.0,1385.0,-1034.0,,285.0,125.0,624.0,351.0,-132.0,112.0,,,,166.0,166.0,,,20.0,219.0,-87.0,132.0,1.0,1.0,0.0,131.0,-3.0,128.0,0.0,0.0,128.0,111.45,-17.55,,,,,,,,,
03/31/2016,2332.0,2332.0,,,0.0,0.0,0.0,,-860.0,860.0,860.0,,0.0,0.0,0.0,0.0,1472.0,-997.0,,290.0,119.0,588.0,475.0,-140.0,160.0,,,,160.0,160.0,,,-20.0,335.0,-123.0,212.0,0.0,0.0,0.0,212.0,-3.0,209.0,0.0,0.0,209.0,205.0,-4.0,,,,,,,,,
06/30/2016,2348.0,2348.0,,,0.0,0.0,0.0,,-852.0,852.0,852.0,,0.0,0.0,0.0,0.0,1496.0,-936.0,,296.0,120.0,520.0,560.0,-132.0,160.0,,,,160.0,160.0,,,-28.0,428.0,-154.0,274.0,0.0,0.0,0.0,274.0,-2.0,272.0,0.0,0.0,272.0,267.0,-5.0,,,,,,,,,
09/30/2016,2965.0,2965.0,,,0.0,0.0,0.0,,-1120.0,1120.0,1120.0,,0.0,0.0,0.0,0.0,1845.0,-1031.0,,318.0,136.0,577.0,814.0,-146.0,177.0,,,,177.0,177.0,,,-31.0,668.0,-219.0,449.0,0.0,0.0,0.0,449.0,-3.0,446.0,0.0,0.0,446.0,441.0,-5.0,,,,,,,,,
12/31/2016,2208.0,2208.0,,,,0.0,0.0,,-812.0,812.0,812.0,,0.0,0.0,0.0,0.0,1396.0,-1104.0,,309.0,112.0,683.0,292.0,-157.0,116.0,,,,192.0,192.0,,,41.0,135.0,-31.0,104.0,-2.0,-2.0,0.0,106.0,-2.0,104.0,0.0,0.0,104.0,94.85,-7.15,,,,,,,,,
03/31/2017,2179.0,2179.0,,,0.0,0.0,0.0,,-726.0,726.0,726.0,,0.0,0.0,0.0,0.0,1453.0,-982.0,,313.0,117.0,552.0,471.0,-166.0,206.0,,,,206.0,206.0,,,-40.0,305.0,-104.0,201.0,0.0,0.0,0.0,201.0,-2.0,199.0,0.0,0.0,199.0,193.8,-5.2,,,,,,,,,
06/30/2017,2392.0,2392.0,,,0.0,0.0,0.0,,-831.0,831.0,831.0,,,,,0.0,1561.0,-985.0,,311.0,129.0,545.0,576.0,-160.0,196.0,,,,196.0,196.0,,,-36.0,416.0,-139.0,277.0,0.0,0.0,0.0,277.0,-3.0,274.0,0.0,0.0,274.0,271.4,-2.6,,,,,,,,,
09/30/2017,2864.0,2864.0,,,,0.0,0.0,,-1031.0,1031.0,1031.0,,,,,0.0,1833.0,-1192.0,,334.0,140.0,718.0,641.0,-157.0,193.0,,,,193.0,193.0,,,-36.0,484.0,-141.0,343.0,0.0,0.0,0.0,343.0,-2.0,341.0,0.0,0.0,341.0,425.5,84.5,,,,,,,,,
12/31/2017,2348.0,2348.0,,,,0.0,0.0,,-829.0,829.0,829.0,,,,,0.0,1519.0,-1060.0,,327.0,117.0,616.0,459.0,-132.0,131.0,,,,229.0,229.0,,,1.0,327.0,120.0,447.0,0.0,0.0,0.0,447.0,-3.0,444.0,0.0,0.0,444.0,208.6,-235.4,,,,,,,,,
03/31/2018,2576.0,2576.0,,,0.0,0.0,0.0,,-976.0,976.0,976.0,,0.0,0.0,0.0,0.0,1600.0,-1153.0,,384.0,123.0,646.0,447.0,-174.0,209.0,,,,209.0,209.0,,,-35.0,273.0,-36.0,237.0,0.0,0.0,0.0,237.0,-2.0,235.0,0.0,0.0,235.0,253.17,18.17,,,,,,,,,
06/30/2018,2498.0,2498.0,,,0.0,0.0,0.0,,-895.0,895.0,895.0,,,,,0.0,1603.0,-1119.0,,380.0,131.0,608.0,484.0,-161.0,203.0,,,,203.0,203.0,,,-42.0,323.0,-56.0,267.0,0.0,0.0,0.0,267.0,-2.0,265.0,0.0,0.0,265.0,263.42,-1.58,,,,,,,,,
09/30/2018,3045.0,3045.0,,,,0.0,0.0,,-1148.0,1148.0,1148.0,,,,,0.0,1897.0,-1234.0,,419.0,145.0,670.0,663.0,-163.0,214.0,,,,214.0,214.0,,,-51.0,500.0,-94.0,406.0,0.0,0.0,0.0,406.0,-2.0,404.0,0.0,0.0,404.0,396.1,-7.9,,,,,,,,,
12/31/2018,2609.0,2609.0,,,,0.0,0.0,,-957.0,957.0,957.0,,,,,0.0,1652.0,-1318.0,,436.0,130.0,752.0,334.0,-179.0,94.0,,,,216.0,216.0,,,85.0,155.0,-32.0,123.0,0.0,0.0,0.0,123.0,,123.0,0.0,0.0,123.0,189.08,66.08,,,,,,,,,
03/31/2019,2572.0,2572.0,,,,0.0,0.0,,-925.0,925.0,925.0,,,,,0.0,1647.0,-1159.0,,455.0,137.0,567.0,488.0,-188.0,219.0,,,,219.0,219.0,,,-31.0,300.0,-52.0,248.0,0.0,0.0,0.0,248.0,1.0,249.0,0.0,0.0,249.0,249.0,0.0,,,,,,,,,
06/30/2019,2744.0,2744.0,,,,0.0,0.0,,-988.0,988.0,988.0,,,,,0.0,1756.0,-1176.0,,426.0,143.0,607.0,580.0,-185.0,219.0,,,,219.0,219.0,,,-34.0,395.0,-66.0,329.0,0.0,0.0,0.0,329.0,-1.0,328.0,0.0,0.0,328.0,328.79,0.79,,,,,,,,,
09/30/2019,3242.0,3242.0,,,,0.0,0.0,,-1187.0,1187.0,1187.0,,,,,0.0,2055.0,-1269.0,,496.0,159.0,614.0,786.0,-171.0,212.0,,,,212.0,212.0,,,-41.0,615.0,-94.0,521.0,0.0,0.0,0.0,521.0,0.0,521.0,0.0,0.0,521.0,500.46,-20.54,,,,,,,,,
