Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
09/30/2009,944,1082,-34,956,-1060,-1587.0,0.0,0.0,-29201.0,27981.0,-367.0,-877.0,-2.0,-1217.0,2283.0,-741.0,17.0,0.0,-1986.0,769.0,-1520.0,
12/31/2009,1137,1865,17,-1774,1029,3825.0,0.0,0.0,-31439.0,30748.0,4516.0,-3769.0,-308.0,-1666.0,163.0,-895.0,27.0,0.0,-977.0,-113.0,1193.0,
03/31/2010,-51,697,-31,249,-966,-3670.0,0.0,0.0,-31179.0,27372.0,137.0,183.0,-34.0,253.0,1407.0,-1020.0,35.0,0.0,-557.0,99.0,-3538.0,
06/30/2010,2602,1077,-8,-554,2087,-288.0,0.0,0.0,-29986.0,29474.0,224.0,-588.0,-6.0,-273.0,1031.0,-1435.0,36.0,0.0,226.0,-167.0,1726.0,
09/30/2010,2053,1244,-17,205,621,-2172.0,0.0,0.0,-21084.0,18859.0,53.0,740.0,-2.0,59.0,185.0,-89.0,18.0,0.0,227.0,342.0,621.0,
12/31/2010,1938,177,-48,640,1169,-2392.0,0.0,0.0,-25421.0,23021.0,8.0,1396.0,-533.0,-218.0,1938.0,-1194.0,991.0,0.0,199.0,213.0,942.0,
03/31/2011,2231,561,-19,211,1478,-3932.0,0.0,0.0,-18916.0,17587.0,-2603.0,-219.0,-41.0,531.0,144.0,-334.0,53.0,0.0,-36.0,-536.0,-1920.0,
06/30/2011,2943,789,186,167,1801,-2375.0,0.0,0.0,-29286.0,26830.0,81.0,2346.0,-8.0,1070.0,892.0,-231.0,25.0,0.0,166.0,432.0,2914.0,
09/30/2011,5647,1594,35,-534,4552,-4677.0,0.0,0.0,-37493.0,32496.0,320.0,647.0,-2.0,-152.0,193.0,-326.0,24.0,-695.0,1455.0,150.0,1617.0,
12/31/2011,1556,586,88,445,437,-2311.0,0.0,0.0,-30661.0,28287.0,63.0,-520.0,-653.0,-355.0,1037.0,-848.0,40.0,-304.0,187.0,376.0,-1275.0,
03/31/2012,767,-939,105,988,613,-2224.0,0.0,0.0,-28244.0,26004.0,16.0,1407.0,-44.0,1066.0,1130.0,-191.0,107.0,-225.0,-670.0,234.0,-50.0,
06/30/2012,5269,2224,98,-519,3466,-3285.0,0.0,0.0,-26192.0,22741.0,166.0,-1943.0,-6.0,-949.0,181.0,-411.0,38.0,-275.0,-240.0,-281.0,41.0,
09/30/2012,5713,-584,27,1399,4871,-5903.0,0.0,0.0,-26613.0,20725.0,-15.0,-146.0,-3.0,301.0,1085.0,-1782.0,25.0,-150.0,70.0,308.0,-336.0,
12/31/2012,9160,-93,72,384,8797,-4008.0,0.0,0.0,-30434.0,26450.0,-24.0,-958.0,-715.0,-2147.0,2266.0,-1007.0,31.0,0.0,-352.0,966.0,4194.0,
03/31/2013,187,-720,109,649,149,-3652.0,0.0,0.0,-33196.0,30260.0,-716.0,-158.0,-211.0,935.0,1233.0,-1240.0,54.0,0.0,-557.0,-372.0,-3623.0,
06/30/2013,2199,-514,52,617,2044,-4201.0,0.0,0.0,-42364.0,38156.0,7.0,570.0,-196.0,2475.0,858.0,-1608.0,75.0,-237.0,-155.0,-642.0,-1432.0,
09/30/2013,3097,1027,177,1447,446,-4423.0,0.0,0.0,-43697.0,39344.0,-70.0,931.0,-192.0,230.0,1528.0,-580.0,118.0,-250.0,209.0,-132.0,-395.0,
12/31/2013,2962,-482,73,1423,1948,-4058.0,0.0,0.0,-51609.0,47792.0,-241.0,-115.0,-248.0,-344.0,,-1317.0,133.0,-251.0,264.0,1648.0,-1211.0,
03/31/2014,1979,1238,41,78,622,-2969.0,0.0,0.0,-38865.0,35717.0,179.0,2023.0,-252.0,1163.0,1146.0,-225.0,91.0,-250.0,383.0,-33.0,1033.0,
06/30/2014,3576,1090,138,-129,2477,-4556.0,0.0,0.0,-42625.0,37999.0,70.0,668.0,-253.0,-103.0,1671.0,-746.0,63.0,-250.0,226.0,60.0,-312.0,
09/30/2014,5867,512,275,2,5078,-2152.0,0.0,0.0,-38173.0,36065.0,-44.0,1347.0,-250.0,-39.0,2456.0,-1619.0,100.0,-250.0,1138.0,-189.0,5062.0,
12/31/2014,7974,-1459,177,-144,9400,-7411.0,0.0,0.0,-46764.0,39269.0,84.0,-2867.0,-272.0,-338.0,2682.0,-4794.0,41.0,-250.0,227.0,-163.0,-2304.0,
03/31/2015,5528,2036,170,-1552,4874,1648.0,0.0,0.0,-35984.0,38093.0,-461.0,-2975.0,-268.0,-1310.0,1152.0,-1293.0,53.0,-903.0,-296.0,-110.0,4201.0,
06/30/2015,-2053,1406,-218,-113,-3128,-934.0,0.0,0.0,-42969.0,41462.0,573.0,906.0,-269.0,-175.0,2196.0,-873.0,86.0,-250.0,348.0,-157.0,-2081.0,
09/30/2015,8355,1465,174,-1208,7924,-5877.0,0.0,0.0,-39067.0,33657.0,-467.0,691.0,-264.0,419.0,1229.0,-1756.0,37.0,-242.0,1369.0,-101.0,3169.0,
12/31/2015,2112,735,-13,-19,1409,-2583.0,0.0,0.0,-42050.0,38953.0,514.0,-2124.0,-316.0,-1136.0,589.0,-1035.0,52.0,-269.0,-178.0,169.0,-2595.0,
03/31/2016,6327,1336,167,-674,5498,-2748.0,0.0,0.0,-40194.0,37810.0,-364.0,1301.0,-318.0,1053.0,53.0,-340.0,25.0,-476.0,1464.0,-160.0,4880.0,
06/30/2016,7197,921,257,-926,6945,-5041.0,0.0,0.0,-40012.0,34693.0,278.0,-506.0,-313.0,-413.0,144.0,-1042.0,32.0,-376.0,1360.0,102.0,1650.0,
09/30/2016,17074,1827,402,-468,15313,-13084.0,0.0,0.0,-120075.0,106577.0,414.0,3126.0,-939.0,1004.0,1449.0,-1452.0,116.0,-1458.0,4693.0,-287.0,7116.0,
12/31/2016,-2198,284,-84,1468,-3866,-8610.0,0.0,0.0,-42129.0,34507.0,-988.0,125.0,-361.0,-151.0,1293.0,-1301.0,331.0,-661.0,806.0,169.0,-10683.0,
03/31/2017,1648,1369,-50,-311,640,-3019.0,0.0,0.0,-34684.0,31780.0,-115.0,546.0,-329.0,816.0,145.0,-14.0,116.0,-291.0,356.0,-253.0,-825.0,
06/30/2017,3063,491,157,651,1764,372.0,0.0,0.0,-39301.0,39675.0,-2.0,16.0,-324.0,144.0,176.0,-202.0,45.0,-321.0,586.0,-88.0,3451.0,
09/30/2017,4075,2238,164,-1196,2869,-5575.0,0.0,0.0,-37805.0,32890.0,-660.0,-720.0,-323.0,-26.0,868.0,-644.0,47.0,-315.0,-341.0,14.0,-2220.0,
12/31/2017,4674,3765,-49,641,317,-3735.0,0.0,0.0,-41708.0,38374.0,-401.0,-990.0,-320.0,-81.0,36.0,-967.0,38.0,-323.0,204.0,423.0,-51.0,
03/31/2018,2301,1363,-22,-565,1525,-2273.0,0.0,0.0,-33522.0,31654.0,-405.0,1193.0,-388.0,101.0,1071.0,-19.0,45.0,-363.0,376.0,370.0,1221.0,
06/30/2018,4374,197,70,-358,4465,-4216.0,0.0,0.0,-38088.0,33872.0,0.0,-855.0,-381.0,890.0,123.0,-829.0,29.0,-376.0,374.0,-685.0,-697.0,
09/30/2018,3593,112,-3,1708,1776,-6452.0,0.0,0.0,-39993.0,33604.0,-63.0,403.0,-378.0,276.0,1596.0,-857.0,33.0,-373.0,115.0,-9.0,-2456.0,
12/31/2018,11396,842,116,-837,11275,-8687.0,0.0,0.0,-45587.0,36594.0,306.0,182.0,-374.0,57.0,144.0,-105.0,25.0,-388.0,639.0,184.0,2891.0,
03/31/2019,3085,932,20,1189,944,-5299.0,0.0,0.0,-33596.0,28053.0,244.0,1564.0,-420.0,445.0,1120.0,-55.0,36.0,-484.0,594.0,328.0,-650.0,
06/30/2019,5239,708,-109,830,3810,-2738.0,0.0,0.0,-32596.0,29686.0,172.0,-1776.0,-407.0,743.0,319.0,-1507.0,39.0,-499.0,-359.0,-105.0,725.0,
09/30/2019,7316,1418,441,-530,5987,-5079.0,0.0,0.0,-35146.0,29652.0,415.0,626.0,-410.0,-207.0,1484.0,-414.0,32.0,-957.0,1171.0,-73.0,2863.0,
12/31/2019,3985,1128,108,652,2097,-3912.0,0.0,0.0,-33985.0,32049.0,-1976.0,-2032.0,-404.0,-175.0,70.0,-91.0,26.0,-560.0,-583.0,-315.0,-1959.0,
03/31/2020,14766,-271,329,-1758,16466,-5780.0,0.0,0.0,-36179.0,29311.0,1088.0,6337.0,-448.0,673.0,1550.0,-1.0,45.0,-485.0,5090.0,-87.0,15323.0,
06/30/2020,-1287,-2409,54,4586,-3518,-7569.0,0.0,0.0,-40167.0,32952.0,-354.0,-1644.0,-438.0,-326.0,13.0,-808.0,28.0,-15.0,56.0,-154.0,-10500.0,
