Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2017,5030.85,3560.22,1070.193,2490.027,286.855,286.855,0.0,215.397,16.699,152.252,46.446,0.0,109.758,,,109.758,4172.23,304.118,855.019,-550.901,99.862,99.862,,454.64,163.648,161.287,2.361,,290.992,858.62,,372.255,88.341,6.766,,277.148,0.0,0.0,,,,0.0,50.966,,,359.323,0.0,423.221,1738.666,1738.666,,,,382.88,,,,,23.557,2121.546,2544.767,0.0,826.444,2.486,823.958,0.0,1675.858,-16.219,2486.083,0.0,2486.083,5030.85,
12/30/2017,5119.619,3541.576,911.461,2630.115,348.464,348.464,0.0,226.533,16.807,164.609,45.117,0.0,81.31,,,81.31,4197.883,303.984,862.147,-558.163,102.375,102.375,,515.377,167.129,162.421,4.708,,348.248,921.736,,429.421,94.588,37.281,,297.552,0.0,0.0,,,,0.0,32.974,,,0.11,0.0,462.395,1730.211,1730.211,,,,562.379,,,,,562.269,2292.59,2754.985,0.0,857.744,2.547,855.197,0.0,1528.393,-21.503,2364.634,0.0,2364.634,5119.619,
03/31/2018,5060.547,3447.57,2179.328,1268.242,382.246,382.246,0.0,236.077,14.674,167.039,54.364,0.0,88.695,0.0,96.8,85.773,4154.588,304.117,855.023,-550.906,97.896,97.896,,503.946,166.544,162.421,4.123,,240.602,905.959,,412.747,98.999,47.713,,266.035,499.186,0.0,0.0,0.0,,499.186,0.012,0.0,0.0,0.0,0.0,911.945,1214.44,1214.44,0.0,0.0,,573.809,0.0,,,,573.809,1788.249,2700.194,0.0,881.206,2.534,878.672,0.0,1513.656,-34.509,2360.353,0.0,2360.353,5060.547,
06/30/2018,5055.192,3364.198,1677.389,1686.809,456.898,456.898,0.0,247.001,17.405,169.926,59.67,0.0,57.448,,,57.281,4125.545,312.084,871.411,-559.327,91.7,91.7,,525.863,166.184,162.421,3.763,,359.679,929.647,,438.152,105.484,82.41,,250.258,499.407,0.0,0.0,0.0,,499.407,5.04,,,,0.0,942.599,1207.387,1207.387,0.0,0.0,,586.568,,,,,586.568,1793.955,2736.554,0.0,897.103,2.515,894.588,0.0,1457.467,-35.932,2318.638,0.0,2318.638,5055.192,
09/29/2018,5147.536,3280.56,1974.638,1305.922,372.983,372.983,0.0,243.642,21.296,175.213,47.133,0.0,68.098,,,68.098,3965.283,312.81,867.175,-554.365,91.627,91.627,,777.816,426.911,342.456,84.455,,350.905,1182.253,,431.909,107.099,31.435,,293.375,499.629,0.0,0.0,0.0,,499.629,0.0,,,,0.0,931.538,1201.884,1201.884,0.0,0.0,,569.228,,,,,569.228,1771.112,2702.65,0.0,909.148,2.53,906.618,0.0,1576.476,-40.738,2444.886,0.0,2444.886,5147.536,
12/29/2018,5354.764,3469.652,1929.521,1540.131,359.367,359.367,0.0,283.329,30.777,197.791,54.761,0.0,60.004,,,60.004,4172.352,317.26,880.281,-563.021,83.803,83.803,,781.349,423.251,340.719,82.532,,358.098,1182.412,,453.018,111.916,41.839,,299.263,499.851,0.0,,,,499.851,0.0,,,0.0,0.0,952.869,1221.438,1221.438,,,,543.262,,,,,543.262,1764.7,2717.569,0.0,945.275,2.531,942.744,0.0,1723.713,-31.793,2637.195,0.0,2637.195,5354.764,
03/30/2019,5151.348,3175.684,1544.49,1631.194,335.165,335.165,0.0,315.358,39.727,213.784,61.847,0.0,65.771,0.0,126.7,62.969,3891.978,328.929,902.993,-574.064,128.071,74.638,53.433,802.37,421.441,340.718,80.723,,254.229,1259.37,,435.531,117.491,28.718,16.583,272.739,0.0,0.0,0.0,0.0,,0.0,39.505,0.0,0.0,0.0,37.783,475.036,1234.807,1234.807,0.0,0.0,,579.996,0.0,,,,579.996,1814.803,2289.839,0.0,1007.95,2.539,1005.411,0.0,1876.969,-23.41,2861.509,0.0,2861.509,5151.348,
06/29/2019,4967.898,2883.137,1590.026,1293.111,305.955,305.955,0.0,336.758,40.593,233.149,63.016,0.0,63.718,,,63.718,3589.568,406.728,993.64,-586.912,54.849,54.849,,916.753,449.493,354.248,95.245,,467.26,1378.33,,488.312,121.375,49.443,,317.494,8.798,0.0,8.798,,8.798,,0.0,,,,0.0,497.11,1293.565,1245.263,48.302,,48.302,564.639,,,,,564.639,1858.204,2355.314,0.0,882.815,2.51,880.305,0.0,1743.241,-13.472,2612.584,0.0,2612.584,4967.898,
09/28/2019,5019.898,2515.843,1603.813,912.03,335.499,335.499,0.0,335.258,42.186,244.757,48.315,0.0,71.4,,,71.4,3258.0,419.488,1017.429,-597.941,0.0,0.0,,1342.41,840.909,620.852,220.057,,501.501,1761.898,,495.61,107.105,17.176,,371.329,10.218,0.0,10.218,0.0,10.218,,0.0,,,,0.0,505.828,1294.42,1245.631,48.789,0.0,48.789,523.745,,,,,523.745,1818.165,2323.993,0.0,980.737,2.515,978.222,0.0,1732.304,-17.136,2695.905,0.0,2695.905,5019.898,
12/28/2019,4951.222,2425.165,1292.088,1133.077,253.548,253.548,0.0,328.209,34.518,232.075,61.616,0.0,121.099,,,121.099,3128.021,434.484,1040.072,-605.588,0.0,0.0,,1388.717,829.637,619.196,210.441,,559.08,1823.201,,505.292,102.691,24.222,,378.379,10.588,0.0,10.588,0.0,10.588,,0.0,,,,0.0,515.88,1294.41,1246.0,48.41,0.0,48.41,499.77,,,,,499.77,1794.18,2310.06,0.0,1108.057,2.489,1105.568,0.0,1545.21,-12.105,2641.162,0.0,2641.162,4951.222,
03/28/2020,4693.334,2267.216,1777.703,489.513,273.028,273.028,0.0,304.34,35.562,204.501,64.277,0.0,64.557,0.0,149.4,64.527,2909.141,430.393,1047.134,-616.741,101.026,101.026,0.0,1252.774,819.54,619.196,200.344,,283.834,1784.193,,565.346,102.131,36.217,9.48,417.518,510.369,0.0,11.109,0.0,11.109,499.26,9.966,0.0,0.0,0.0,0.826,1085.681,796.074,747.11,48.964,0.0,48.964,496.53,0.0,,,,496.53,1292.604,2378.285,0.0,1147.521,2.438,1145.083,0.0,1187.805,-20.277,2315.049,0.0,2315.049,4693.334,
06/27/2020,5444.763,2999.335,1227.376,1771.959,305.18,305.18,0.0,292.213,33.968,188.322,69.923,0.0,67.935,,,67.935,3664.663,414.787,1046.29,-631.503,0.0,,,1365.313,809.981,619.196,190.785,,555.332,1780.1,,536.774,102.518,54.246,,380.01,510.462,0.0,11.001,0.0,11.001,499.461,0.0,,,,0.0,1047.236,1536.284,1491.752,44.532,0.0,44.532,541.59,,,,,541.59,2077.874,3125.11,0.0,1197.18,2.432,1194.748,0.0,1136.71,-14.237,2319.653,0.0,2319.653,5444.763,
