Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/02/1994,238.740005,76.087002,34.213001,41.874001,37.905998,,,31.698,,,,,13.24,,,,158.931,25.139999,48.783001,-23.643,0.0,,,54.668999,,,,,54.668999,79.808998,,30.815001,30.815001,,,,1.341,,,,,,16.962999,,,,16.962999,49.118999,1.893,,,,,0.0,,,,,0.0,1.893,51.011999,0.0,83.623001,,,-14.681,,118.786003,187.728004,0.0,187.728004,238.740004,
10/01/1994,249.850006,85.190998,47.473999,37.716999,39.787998,,,29.207001,,,,,30.249001,,,,184.434998,27.694,53.487,-25.792999,0.0,,,37.721001,,,,,37.721001,65.415001,,26.157,26.157,,,,1.328,,,,,,19.727002,,,,19.727002,47.212002,1.561,,,,,0.0,,,,,0.0,1.561,48.773002,0.0,83.968002,,,-13.496,,130.605001,201.077003,0.0,201.077003,249.850005,
12/31/1994,279.257996,111.106003,51.671001,59.435001,36.569,,,26.836,,,,,44.652,,,,219.162994,30.35,58.817001,-28.466999,0.0,,,29.745001,,,,,29.745001,60.095001,,34.553001,34.553001,,,,1.432,,,,,,20.609,,,,20.609,56.594002,1.096,,,,,0.0,,,,,0.0,1.096,57.690002,0.0,85.877998,,,-10.488,,146.178002,221.568001,0.0,221.568001,279.258003,
04/01/1995,320.940002,122.883999,56.702999,66.181,43.901001,,,25.586,,,,,63.794998,,,,256.165985,39.240002,70.575996,-31.336,0.0,,,25.534,,,,,25.534,64.774002,,22.483999,22.483999,,,,1.324,,,,,,52.293998,,,,52.293998,76.101997,0.867,,,,,0.0,,,,,0.0,0.867,76.968997,0.0,86.472,,,-8.223,,165.721993,243.970993,0.0,243.970993,320.93999,
07/01/1995,344.937988,91.320999,61.91,29.410999,54.257999,,,23.816,,,,,61.877998,,,,231.272995,51.401001,84.877998,-33.477001,0.0,,,62.264,,,,,62.264,113.665001,,54.563999,54.563999,,,,1.31,,,,,,30.836999,,,,30.836999,86.710999,0.738,,,,,0.0,,,,,0.0,0.738,87.448999,0.0,90.459999,,,-4.97,,171.999007,257.489006,0.0,257.489006,344.938005,
09/30/1995,383.217987,111.657997,67.436996,44.221001,68.941002,,,24.278,,,,,57.331001,,,,262.208008,57.709999,94.768997,-37.058998,0.0,,,63.299999,,,,,63.299999,121.009998,,60.222,60.222,,,,1.056,,,,,,30.856003,,,,30.856003,92.134003,0.0,,,,,0.473,,,,,0.473,0.473,92.607003,0.0,93.120003,,,-3.806,,201.296997,290.611,0.0,290.611,383.218003,
12/30/1995,671.039001,385.738983,120.296997,265.441986,70.927002,,,28.66,,,,,47.359001,,,,532.684998,70.351997,111.112999,-40.761002,0.0,,,68.001999,,,,,68.001999,138.353996,,58.589001,58.589001,,,,1.017,,,,,,32.425997,,,,32.425997,92.031998,250.190002,,,,,0.0,,,,,0.0,250.190002,342.222,0.0,96.262001,,,-0.854,,233.408993,328.816994,0.0,328.816994,671.038994,
03/30/1996,720.880005,377.960991,110.892998,267.067993,79.528,,,39.237999,,,,,41.979,,,,538.705994,82.638,128.283005,-45.645,0.0,,,99.536003,,,,,99.536003,182.174003,,30.673,30.673,,,,0.986,,,,,,70.977002,,,,70.977002,102.636002,250.0,,,,,0.0,,,,,0.0,250.0,352.636002,0.0,100.306999,,,0.0,,267.937012,368.244011,0.0,368.244011,720.880013,
06/29/1996,767.929016,398.772995,129.826004,268.946991,72.003998,,,49.324001,,,,,32.578999,,,,552.679993,87.505997,138.386993,-50.881001,0.0,,,127.742996,,,,,127.742996,215.248993,,72.100998,72.100998,,,,0.703,,,,,,34.178004,,,,34.178004,106.982002,250.0,,,,,0.0,,,,,0.0,250.0,356.982002,0.0,110.949997,,,0.0,,299.997009,410.947006,0.0,410.947006,767.929008,
09/28/1996,809.713013,423.484016,114.081001,309.403015,67.375,,,63.407001,,,,,36.949001,,,,591.215027,89.524002,145.417999,-55.894001,0.0,,,128.973999,,,,,128.973999,218.498001,,80.849998,80.849998,,,,0.508,,,,,,39.187999,,,,39.187999,120.545998,250.0,,,,,0.0,,,,,0.0,250.0,370.545998,0.0,117.952003,,,0.0,,321.214996,439.167,0.0,439.167,809.712997,
12/28/1996,810.810974,390.102005,155.003006,235.098999,68.549004,,,70.181,,,,,35.058998,,,,563.890991,88.495003,150.337997,-61.842999,0.0,,,158.425003,,,,,158.425003,246.920006,,71.333,71.333,,,,0.0,,,,,,29.347,,,,29.347,100.68,250.0,,,,,0.0,,,,,0.0,250.0,350.68,0.0,112.911003,,,-0.218,,347.438001,460.131004,0.0,460.131004,810.811004,
03/29/1997,847.693,425.847,215.903,209.944,72.248,72.248,,62.367,4.477,43.553,14.337,0.0,41.093,,,,601.555,86.58,154.443,-67.863,36.257,,,123.301,,,,35.286,88.015,246.138,,16.758,16.758,,,,0.0,,,,,,80.495,,,,80.495,97.253,250.0,,,,,9.76,,,,,9.76,259.76,357.013,0.0,115.18,,,-1.847,377.881,-0.534,490.68,0.0,490.68,847.693,
06/28/1997,908.223,465.485,130.531,334.954,72.704,72.704,,51.232,5.668,22.479,23.085,0.0,61.581,,,,651.002,85.446,158.777,-73.331,0.0,,,171.775,,,,35.522,136.253,257.221,,24.082,24.082,,,,0.0,,,,,,90.95,,,,90.95,115.032,250.0,,,,,11.943,,,,,11.943,261.943,376.975,0.0,120.693,,,,411.325,-0.77,531.248,0.0,531.248,908.223,
09/27/1997,936.287,434.613,260.372,174.241,65.985,65.985,,54.313,5.915,23.754,24.644,0.0,81.641,,,,636.552,83.715,163.096,-79.381,0.0,,,216.02,,,,101.116,114.904,299.735,,27.391,27.391,,,,0.0,,,,,,86.082,,,,86.082,113.473,250.0,,,,,10.753,,,,,10.753,260.753,374.226,0.0,124.013,,,,442.275,-4.227,562.061,0.0,562.061,936.287,
12/27/1997,966.847,417.558991,244.078995,173.479996,63.801998,63.802,,54.605,5.88,25.713,23.012,,103.754997,,,,639.721008,83.231003,165.518005,-82.287003,36.744999,,,207.149994,,,,91.85,115.299994,327.125996,,25.042,25.042,,,,0.0,,,,,,96.322,,,,96.322,121.364,250.0,,,,,11.228,,,,,11.228,261.228,382.592,0.0,130.539001,,,-4.054,473.875,-16.104997,584.255004,0.0,584.255004,966.847004,
03/28/1998,941.238,362.187,166.861,195.326,60.912,60.912,,55.289,5.976,24.845,24.468,,121.836,,,,600.224,88.276,163.632,-75.356,,,,252.738,,,,90.872,161.866,341.014,,20.332,20.332,,,,0.0,,,,,,105.325,,,,105.325,125.657,250.0,,,,,15.406,,,,,15.406,265.406,391.063,0.0,119.799,,,-56.973,504.468,-17.119,550.175,0.0,550.175,941.238,
06/27/1998,943.818,361.634,134.233,227.401,77.87,77.87,,56.458,4.095,25.411,26.952,0.0,125.026,,,,620.988,89.062,167.347,-78.285,0.0,,,233.768,,,,86.146,147.622,322.83,,19.275,19.275,,,,0.0,,,,,,113.776,,,,113.776,133.051,250.0,,,,,17.802,,,,,17.802,267.802,400.853,0.0,112.754,,,-81.93,531.497,-19.356,542.965,0.0,542.965,943.818,
10/03/1998,931.342,358.138,69.894,288.244,74.071,74.071,,58.709,4.242,27.067,27.4,0.0,108.421,,,,599.339,92.692,176.493,-83.801,0.0,,,239.311,,,,87.064,152.247,332.003,,21.215,21.215,,,,0.0,,,,,,120.307,,,,120.307,141.522,250.0,,,,,17.383,,,,,17.383,267.383,408.905,0.0,100.198,,,-115.373,559.328,-21.716,522.437,0.0,522.437,931.342,
01/02/1999,1000.624,335.723,111.683,224.04,80.735,80.735,,48.704,3.113,24.994,20.597,,110.658,,,,575.82,95.432,183.795,-88.363,128.468,,,200.904,,,,92.3,108.604,424.804,,19.01,19.01,,,,0.0,,,,,,119.786,,,,119.786,138.796,250.0,,,,,24.009,,,,,24.009,274.009,412.805,0.0,90.289,,,-80.222,593.247,-15.495,587.819,,587.819,1000.624,
04/03/1999,1070.248,402.472,53.584,348.888,73.408997,,,52.035999,5.139,27.823999,19.073,0.0,129.792007,,,,657.708984,101.705002,187.481995,-85.777,128.360001,,,182.473999,0.0,0.0,0.0,,182.473999,412.539002,,23.326,23.326,,,,0.0,0.0,0.0,0.0,,,143.871,,,,143.871,167.197,0.0,0.0,0.0,0.0,,23.733,,,,,23.733,23.733,190.93,0.0,294.792999,,,-5.112,,589.637024,879.318023,0.0,879.318023,1070.248023,
07/03/1999,1168.273,480.764,110.897,369.867,85.911,85.911,,66.081,5.965,37.245,22.871,0.0,148.668,,,,781.424,132.866,225.61,-92.744,97.555,,,156.428,,,,93.253,63.175,386.849,,33.682,33.682,,,,0.0,,,,,,160.197,,,,160.197,193.879,0.0,,,,,37.415,,,,,37.415,37.415,231.294,0.0,295.636,,,,658.675,-17.332,936.979,0.0,936.979,1168.273,
10/02/1999,1277.644,428.247,75.904,352.343,94.809,94.809,,82.909,7.258,49.846,25.805,0.0,175.502,,,,781.467,145.144,244.841,-99.697,173.517,,,177.516,,,,97.96,79.556,496.177,,32.04,32.04,,,,0.0,0.0,0.0,0.0,,,158.413,,,,158.413,190.453,0.0,0.0,0.0,0.0,,69.116,,,,,69.116,69.116,259.569,0.0,317.627,,,0.0,714.649,-14.201,1018.075,0.0,1018.075,1277.644,
01/01/2000,1390.937,497.541,80.548,416.993,96.266,96.266,,97.58,6.675,55.953,34.952,,166.038,,,,857.425,198.197,305.421,-107.224,196.71,,,138.605,,,,103.21,35.395,533.512,,43.806,43.806,,,,0.0,,,,,,129.104,,,,129.104,172.91,0.0,,,,,23.956,,,,,23.956,23.956,196.866,0.0,425.359,,,0.0,783.153,-14.441,1194.071,,1194.071,1390.937,
04/01/2000,2348.639,607.750023,85.547997,522.202026,135.048004,,,131.307007,6.602,78.696999,46.007999,0.0,166.820007,,,,1040.925049,240.373993,336.941986,-96.568001,185.072998,,,882.267029,0.0,0.0,0.0,,882.267029,1307.71402,,56.361,56.361,,,,0.0,0.0,0.0,0.0,,,188.351,,,,188.351,244.712,0.0,0.0,0.0,0.0,,327.272003,,,,,327.272003,327.272003,571.984003,0.0,490.889008,,,0.0,1259.51001,26.255981,1776.654999,0.0,1776.654999,2348.639002,
07/01/2000,2378.261,687.901,149.341,538.56,218.309,218.309,,160.187,6.126,107.697,46.364,0.0,133.904,,,,1200.301,252.339,358.02,-105.681,176.07,,,749.551,,,,705.704,43.847,1177.96,,77.192,77.192,,,,0.0,,,,,,238.91,,,,238.91,316.102,0.0,,,,,264.94,,,,,264.94,264.94,581.042,0.0,495.964,,,,1353.336,-52.081,1797.219,0.0,1797.219,2378.261,
09/30/2000,2510.618,666.127,162.509,503.618,243.858,243.858,,190.097,11.252,120.488,58.357,0.0,142.253,,,,1242.335,364.865,479.005,-114.14,187.55,,,715.868,,,,651.571,64.297,1268.283,,100.641,100.641,,,,0.0,0.0,0.0,0.0,,,244.938,,,,244.938,345.579,0.0,0.0,0.0,0.0,,244.757,,,,,244.757,244.757,590.336,0.0,559.584,,,-23.585,1467.392,-83.109,1920.282,0.0,1920.282,2510.618,
12/30/2000,2503.954,402.118012,97.957001,304.161011,222.266998,,,267.915009,23.198,176.192993,68.524002,0.0,129.722,,,,1022.021973,385.18399,509.653992,-124.470001,288.460999,,,808.286987,0.0,0.0,0.0,,808.286987,1481.931976,,124.983002,124.983002,,,,0.0,0.0,0.0,0.0,,,235.453998,,,,235.453998,360.437,0.0,0.0,0.0,0.0,,234.639999,,,,,234.639999,234.639999,595.076999,0.0,778.539001,,,-186.186996,,1316.525009,1908.877014,0.0,1908.877014,2503.954013,
03/31/2001,2502.196,370.783996,208.692993,162.091003,172.768005,,,342.453003,26.245001,249.348007,66.860001,0.0,215.873993,,,,1101.879028,417.175995,554.624023,-137.447998,288.971985,,,694.169006,0.0,0.0,0.0,,694.169006,1400.316986,,104.674004,104.674004,,,,0.0,0.0,0.0,0.0,,,245.735996,,,,245.735996,350.41,0.0,0.0,0.0,0.0,,233.470001,,,,,233.470001,233.470001,583.880001,0.0,728.937012,,,-70.584,1257.083008,2.88002,1918.31604,0.0,1918.31604,2502.196041,
06/30/2001,2329.141,307.804,160.525,147.279,121.93,121.93,,320.792,27.807,232.329,60.656,0.0,205.208,,,,955.734,438.381,589.127,-150.746,296.126,,,638.9,,,,386.013,252.887,1373.407,,42.343,42.343,,,,0.0,,,,,,153.331,,,,153.331,195.674,0.0,,,,,210.876,,,,,210.876,210.876,406.55,0.0,680.383,,,-8.587,1275.565,-24.77,1922.591,0.0,1922.591,2329.141,
09/29/2001,2098.555,376.726,201.517,175.209,90.218,90.218,,182.571,25.598,118.419,38.554,0.0,249.49,,,,899.005,434.879,608.034,-173.155,276.498,,,488.173,,,,239.042,249.131,1199.55,,28.91,28.91,,,,0.0,0.0,0.0,0.0,,,153.877,,,,153.877,182.787,0.0,0.0,0.0,0.0,,145.306,,,,,145.306,145.306,328.093,0.0,701.475,,,-14.958,1083.04,0.905,1770.462,0.0,1770.462,2098.555,
12/29/2001,2228.07,417.365006,204.438004,212.927002,89.857002,,,146.718994,24.535,78.778,43.405998,0.0,205.602997,,,,859.544006,434.350006,619.739014,-185.389008,309.125,,,625.051025,0.0,0.0,0.0,,625.051025,1368.526031,,31.334999,31.334999,,,,0.0,0.0,0.0,0.0,,,162.052001,,,,162.052001,193.387,0.0,0.0,0.0,0.0,,173.953003,,,,,173.953003,173.953003,367.340003,0.0,719.187012,,,-7.199,,1148.741969,1860.729981,0.0,1860.729981,2228.069984,
03/30/2002,2335.36,509.717011,230.335999,279.381012,148.432007,,,79.289001,10.962,46.837002,21.49,0.0,261.315002,,,,998.752991,449.769989,646.786987,-197.016998,289.72699,,,597.109985,134.673996,100.723999,33.949997,,462.435989,1336.606964,,36.730999,36.730999,,,,0.0,0.0,0.0,0.0,,,159.109001,,,,159.109001,195.84,0.0,0.0,0.0,0.0,,235.779999,,,,,235.779999,235.779999,431.619999,0.0,723.107971,,,-8.197,1107.281006,81.547952,1903.739929,0.0,1903.739929,2335.359928,
06/29/2002,2373.69,560.401,215.327,345.074,167.821,167.821,,94.871,10.435,57.192,27.244,0.0,277.753,,,,1100.846,447.466,651.851,-204.385,290.074,,,535.304,130.426,100.724,29.702,321.323,83.555,1272.844,,78.731,78.731,,,,0.0,0.0,0.0,0.0,,,179.791,,,,179.791,258.522,0.0,0.0,0.0,0.0,,210.211,,,,,210.211,210.211,468.733,0.0,726.704,,,-14.528,1142.722,50.059,1904.957,0.0,1904.957,2373.69,
09/28/2002,2352.088,596.959,145.947,451.012,175.245,175.245,,128.173,11.029,78.801,38.343,0.0,228.41,,,,1128.787,447.687,664.197,-216.51,309.372,,,466.242,126.621,100.724,25.897,240.707,98.914,1223.301,,62.805,62.805,,,,0.0,0.0,0.0,0.0,,,206.372,,,,206.372,269.177,0.0,0.0,0.0,0.0,,178.879,,,,,178.879,178.879,448.056,0.0,731.5,,,-7.433,1175.534,4.431,1904.032,0.0,1904.032,2352.088,
12/28/2002,2284.173,684.085,227.553,456.532,124.597,124.597,,137.161,2.288,91.273,43.6,0.0,162.988,,,,1108.831,391.112,617.608,-226.496,337.733,,,446.497,122.986,100.724,22.262,229.497,94.014,1175.342,,39.99,39.99,,,,0.0,0.0,0.0,0.0,,,188.117,,,,188.117,228.107,0.0,0.0,0.0,0.0,,161.813,,,,,161.813,161.813,389.92,0.0,732.034,,,-8.205,1173.431,-3.007,1894.253,0.0,1894.253,2284.173,
03/29/2003,2421.676,675.595001,213.994995,461.600006,197.690002,,,111.503998,7.339,65.851997,38.313,0.0,190.492996,,,,1175.281982,382.983002,612.150024,-229.167007,434.368988,,,429.042017,119.414001,100.723999,18.690002,,309.628016,1246.394007,,41.738998,41.738998,,,,0.0,0.0,0.0,0.0,,,272.095002,,,,272.095002,313.834,0.0,0.0,0.0,0.0,,157.102997,,,,,157.102997,157.102997,470.936997,0.0,747.55603,,,-0.541,1218.578979,-14.854996,1950.739013,0.0,1950.739013,2421.67601,
06/28/2003,2523.196,829.162,343.357,485.805,137.01,137.01,,115.338,6.818,69.005,39.515,0.0,207.083,,,,1288.593,377.698,610.31,-232.612,413.099,,,443.806,115.841,100.724,15.117,231.159,96.806,1234.603,,50.121,50.121,,,,0.0,0.0,0.0,0.0,,,310.229,,,,310.229,360.35,0.0,0.0,0.0,0.0,,135.076,,,,,135.076,135.076,495.426,0.0,763.508,,,-1.289,1265.013,0.538,2027.77,0.0,2027.77,2523.196,
09/27/2003,2637.373,745.145,359.106,386.039,168.023,168.023,,109.937,5.65,55.404,48.883,0.0,192.377,,,,1215.482,372.745,598.35,-225.605,552.629,,,496.517,112.268,100.724,11.544,287.604,96.645,1421.891,,47.813,47.813,,,,0.0,0.0,0.0,0.0,,,292.651,,,,292.651,340.464,0.0,0.0,0.0,0.0,,160.115,,,,,160.115,160.115,500.579,0.0,787.144,,,-2.506,1322.161,29.995,2136.794,0.0,2136.794,2637.373,
01/03/2004,2796.995,704.502991,312.759003,391.743988,168.479996,,,92.482002,6.195,48.999001,37.287998,0.0,195.123001,,,,1160.588013,336.001007,571.583008,-235.582001,746.286011,,,554.119995,110.541,100.723999,9.817001,,443.578995,1636.407013,,50.979,50.979,,,,0.0,0.0,0.0,0.0,,,308.132,,,,308.132,359.111,0.0,0.0,0.0,0.0,,200.522003,,,,,200.522003,200.522003,559.633003,0.0,802.379028,,,-3.685,1390.678955,47.989077,2237.36206,0.0,2237.36206,2796.995063,
04/03/2004,2937.473,798.959991,337.342987,461.617004,248.955994,,,102.454002,8.651,54.632999,39.169998,0.0,151.182007,,,,1301.552002,335.114014,581.734985,-246.621002,767.671021,,,533.135986,128.440002,111.626999,16.813003,,404.695984,1635.921021,,77.935997,77.935997,,,,0.0,0.0,0.0,0.0,,,303.194003,,,,303.194003,381.13,0.0,0.0,0.0,0.0,,73.280998,,,,,73.280998,73.280998,454.410998,0.0,907.460999,,,-1.031,1521.567993,55.063959,2483.061951,0.0,2483.061951,2937.472949,
07/03/2004,2957.004,646.017,256.356,389.661,208.317,208.317,,142.832,10.013,78.625,54.194,0.0,145.719,,,,1142.885,339.254,596.833,-257.579,983.304,,,491.561,144.324,119.009,25.315,267.968,79.269,1814.119,,85.494,85.494,,,,0.0,0.0,0.0,0.0,,,305.513,,,,305.513,391.007,0.0,0.0,0.0,0.0,,61.056,,,,,61.056,61.056,452.063,0.0,897.241,,,-4.713,1599.465,12.948,2504.941,0.0,2504.941,2957.004,
