Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1994,18439.400391,1119.400024,2540.100098,,,4894.10022,,,,,4060.300049,,,3730.5,,,781.599976,8572.400391,-144.899994,8427.5,273.0,,,,,,,70.0,1115.300049,,3121.5,8170.799805,3218.0,4952.799805,0.0,11292.299805,4180.0,,,,,,,1130.400024,,,,,,,,,,,,170.0,393.299988,,,-7.2,,668.7,1224.799988,0.0,1224.799988,,
09/30/1994,18669.699219,1309.900024,2314.100098,,,5602.899902,,,,,3502.199951,,,3867.399902,,,1083.0,8452.599609,-144.899994,8307.700195,271.799988,,,,,,,64.900002,798.39901,,2853.5,8417.599854,3142.800049,5274.799805,0.0,11271.099609,4531.600098,,,,,,,1055.300049,,,,,,,,,,,,170.0,392.799988,,,-4.8,,702.899976,1260.899963,0.0,1260.899963,,
12/31/1994,18561.599609,1192.5,2641.699951,,,5062.599793,,,,,3827.399902,,,3961.199951,,,802.0,8590.599609,-144.800003,8445.799606,274.700012,,,,,,,56.299999,888.000248,,2830.100098,8904.300049,3176.300049,5728.0,0.0,11734.400391,4680.100098,,,,,,,258.0,,,,,,,,,,,,170.0,392.799988,,,-8.1,,726.000024,1280.700012,0.0,1280.700012,,
03/31/1995,18736.099609,1180.800049,1958.300049,,,5495.099792,,,,,4043.300049,,,4063.0,,,769.400024,8875.700195,-145.800003,8729.900391,280.799988,,,,,,,52.599998,1038.599342,,2739.600098,8870.300293,3050.100098,5820.200195,0.0,11609.900391,4512.399902,,,,,,,636.799988,,,,,,,,,,,,170.0,400.0,,,-0.5,,778.599976,1348.099976,0.0,1348.099976,,
06/30/1995,19301.099609,1092.800049,2058.5,,,5637.200012,,,,,4300.700195,,,4284.399902,,,836.700012,9421.799805,-145.899994,9275.900391,278.200012,,,,,,,47.099998,911.399147,,2871.300049,8375.999756,3008.199951,5367.799805,0.0,11247.299805,5693.399902,,,,,,,558.099976,,,,,,,,,,,,170.0,400.600006,,,-6.6,,826.300012,1390.300018,0.0,1390.300018,,
09/30/1995,20179.699219,1444.699951,1863.599976,,,5867.30011,,,,,4397.799805,,,4522.600098,,,887.900024,9808.299805,-147.300003,9661.0,280.0,,,,,,,50.0,1013.099182,,2952.399902,8404.600098,3102.100098,5302.5,0.0,11357.0,6428.100098,,,,,,,458.100006,,,,,,,,,,,,170.0,401.799988,,,-28.799999,,867.599987,1410.599976,0.0,1410.599976,,
12/31/1995,19933.5,1308.900024,1729.699951,,,5814.800171,,,,,4422.899902,,,4655.299805,,,827.799988,9906.0,-147.100006,9758.899994,281.5,,,,,,,35.799999,1003.899861,,3312.899902,9175.300049,3385.300049,5790.0,0.0,12488.200195,5193.399902,,,,,,,339.600006,,,,,,,,,,,,170.0,399.700012,,,-23.799999,,906.700023,1452.600036,0.0,1452.600036,,
03/31/1996,20301.699219,1125.699951,1947.699951,,,6141.699799,,,,,4469.799805,,,4796.200195,,,759.599976,10025.599609,-147.199997,9878.400391,287.899994,,,,,,,28.9,891.399134,,2919.0,9181.399902,3598.399902,5583.0,0.0,12100.400391,5685.799805,,,,,,,641.099976,,,,,,,,,,,,120.0,427.700012,,,-17.9,,938.800024,1468.600037,0.0,1468.600037,,
06/30/1996,21751.199219,1232.900024,2266.699951,,,6381.800201,,,,,4623.700195,,,5104.200195,,,677.299988,10405.200195,-147.399994,10257.799805,289.200012,,,,,,,34.0,1288.799225,,3275.0,9992.800293,3689.600098,6303.200195,0.0,13267.799805,6016.399902,,,,,,,537.099976,,,,,,,,,,,,120.0,424.5,,,-38.799999,,988.000011,1493.700012,0.0,1493.700012,,
09/30/1996,21360.099609,1068.599976,2339.100098,,,5867.100006,,,,,4812.399902,,,5313.899902,,,782.900024,10909.200195,-147.399994,10761.799805,288.799988,,,,,,,38.5,996.199738,,3543.5,9895.100098,3711.0,6184.100098,0.0,13438.599609,5297.899902,,,,,,,637.0,,,,,,,,,,,,120.0,422.799988,,,-63.200001,,1037.200001,1516.799988,0.0,1516.799988,,
12/31/1996,21608.300781,1292.5,3082.600098,,,4929.199799,,,,,4490.200195,,,5547.299805,,,899.900024,10937.400391,-148.300003,10789.099609,291.5,,,,,,,44.700001,1178.701274,,3887.399902,9908.800293,3880.100098,6028.700195,0.0,13796.200195,5211.5,,,,,,,431.5,,,,,,,,,,,,120.0,421.600006,,,-84.199997,,1086.699997,1544.100006,0.0,1544.100006,,
03/31/1997,23231.800781,948.599976,3615.399902,,,5824.200012,,,,,4766.799805,,,5638.899902,,,1011.599976,11417.299805,-148.300003,11269.0,291.700012,,,,,,,45.700001,1237.200878,,4367.399902,10846.5,3597.899902,7248.600098,0.0,15213.900391,4971.399902,,,,,,,781.299988,,,,,,,,,,,,120.0,418.200012,,,-80.300003,,1135.300003,1593.200012,0.0,1593.200012,,
06/30/1997,26051.0,1791.599976,3941.300049,,,7035.899902,,,,,5054.5,,,5965.100098,,,938.5,11958.099609,-148.399994,11809.700195,312.0,,,,,,,41.299999,1119.199879,,4352.899902,11538.200195,3918.100098,7620.100098,0.0,15891.099609,6484.100098,,,,,,,1365.800049,,,,,,,,,,,,120.0,414.399994,,,-78.099998,,1192.599998,1648.899994,0.0,1648.899994,,
09/30/1997,26919.199219,2293.600098,5064.700195,,,5924.69989,,,,,5166.700195,,,6129.700195,,,927.299988,12223.700195,-148.0,12075.700195,312.399994,,,,,,,47.0,1201.098846,,3715.899902,12127.500244,3712.300049,8415.200195,0.0,15843.400391,7817.899902,,,,,,,868.0,,,,,,,,,,,,120.0,415.200012,,,-88.300003,,1250.600052,1697.500061,0.0,1697.500061,,
12/31/1997,25315.400391,1738.900024,5309.399902,,,4198.200104,,,,,4957.200195,,,6393.899902,,,1237.099976,12588.200195,-147.600006,12440.599609,316.399994,,,,,,,31.4,1280.500757,,3961.100098,12398.899902,4278.899902,8120.0,0.0,16360.0,5851.799805,,,,,,,624.400024,,,,,,,,,,,,120.0,415.399994,,,-103.5,,1307.099976,1738.999969,0.0,1738.999969,,
03/31/1998,24251.8,1124.0,3534.0,,,5151.5,,,,,5225.8,,,6434.1,,,1145.2,12805.1,,12805.1,327.8,,,,,,,24.8,1284.6,,3626.9,12539.3,4305.2,8234.1,0.0,16166.2,4226.0,875.8,,,,,,1364.2,,,,,,,,,,694.9,22451.3,120.0,415.8,,,-109.1,1391.2,-17.4,1800.5,,1800.5,24251.8,
06/30/1998,29777.0,1389.4,5234.7,,,8158.6,,,,,8149.8,,,5467.9,,,,13617.7,-146.7,13471.0,329.5,,,,,,,25.2,1168.6,,3453.7,13670.6,2379.9,11290.7,,17124.3,8820.5,876.0,,,,,,1309.8,,,,,,,,,,681.3,27935.9,120.0,413.0,,,-130.2,1453.8,-15.5,1841.1,,1841.1,29777.0,
09/30/1998,28078.800781,1105.199951,5341.899902,,,6472.599915,,,,,5409.799805,,,7041.0,,,1150.0,13600.799805,-146.600006,13454.200195,334.399994,,,,,,,27.700001,1342.800823,,3817.0,13224.599609,4391.0,8833.599609,0.0,17041.599609,7641.411133,,,,,,,733.989014,,,,,,,,,,,,120.0,407.700012,,,-153.600006,,1504.600006,1878.700012,0.0,1878.700012,,
12/31/1998,27870.0,2366.0,4450.899902,,,5856.799805,,,,,5260.399902,,,7348.600098,,,1037.900024,13646.900391,-146.800003,13500.099609,340.200012,,14.1,,,,,33.299999,1308.600672,,4340.899902,13861.799805,4614.700195,9247.099609,0.0,18202.699219,6087.299805,,,,,,,725.599976,,,,,,,,,,,,120.0,402.799988,,,-150.899994,,1568.399994,1940.299988,0.0,1940.299988,,
03/31/1999,30968.4,1195.1,3423.3,,,7223.2,,,,,9315.8,,,7053.5,,,1091.0,17460.3,-147.2,17313.1,346.2,,,,,,,42.1,1425.4,,3919.5,12672.7,4638.7,8034.0,,16592.2,6625.6,,,,,,,1526.0,,,,,,,,,,779.8,25523.6,120.0,392.4,,,-135.8,1650.0,4.4,2031.0,,2031.0,27554.6,
06/30/1999,30190.789062,1274.300049,3461.800049,,,8810.494812,,,,,6115.299805,,,7472.600098,,,1418.099976,15006.0,-151.899994,14854.099609,350.0,,,,,,,30.4,1409.694544,,4911.299805,13369.0,4626.299805,8742.700195,0.0,18280.300781,7650.700195,,,,,,,1326.300049,,,,,,,,,,1683.800024,28941.101049,120.0,387.100006,,,-158.0,1721.800049,5.5,2076.400055,0.0,2076.400055,31017.501104,
09/30/1999,33684.898438,1775.199951,5714.100098,,,9487.900024,,,,,5947.399902,,,7690.799805,,,1410.900024,15049.099609,-144.899994,14904.200195,356.899994,,,,,,,35.299999,1411.298176,,4472.600098,14588.599609,5239.799805,9348.799805,0.0,19061.199219,10126.799805,,,,,,,926.599976,,,,,,,,,,2859.299999,32973.898998,120.0,381.0,,,-179.0,1798.300049,2.699951,2123.0,0.0,2123.0,35096.898998,
12/31/1999,28708.2,1977.9,3439.2,,,6243.7,,,,,6198.9,,,7917.6,,,1258.0,15374.5,-150.9,15223.6,380.4,,128.2,,,,,34.7,1280.5,,4944.8,16426.2,5299.7,11126.5,0.0,21371.0,2668.4,,,,,,,1426.9,11.0,11.0,,1415.9,,,,,,1067.2,26533.5,120.0,379.8,,,-204.2,1870.7,8.4,2174.7,0.0,2174.7,28708.2,
03/31/2000,33219.398438,1592.699951,4385.0,,,8792.399902,,,,,5741.899902,,,9055.099609,,,1681.800049,16478.800781,-154.699997,16324.099609,384.899994,,,,,,,33.099998,1707.198982,,5221.899902,16232.800293,5304.600098,10928.200195,0.0,21454.699219,2964.899902,,,,,,,5554.600098,,,,,,,,,,1954.099998,31928.299217,120.0,379.799988,,,-215.0,1945.300049,21.5,2251.600037,0.0,2251.600037,34179.899254,
06/30/2000,36848.101562,1932.599976,4281.899902,,,11199.0,,,,,7003.600098,,,8500.900391,,,1776.199951,17280.699219,-159.296997,17121.400391,394.5,,,,,,,33.099998,1885.601295,,5299.899902,17012.299805,7512.799805,9499.5,0.0,22312.199219,9744.200195,,,,,,,1405.900024,,,,,,,,,,2128.700096,35590.999535,120.0,379.799988,,,-255.699997,2034.800049,25.999924,2304.899963,0.0,2304.899963,37895.899498,
09/30/2000,34793.699219,1361.800049,3300.300049,,,10049.999634,,,,,6990.799805,,,8869.0,,,1870.300049,17730.099609,-158.0,17572.099609,409.799988,,,,,,,20.200001,2079.499889,,5059.0,16095.599609,5379.799805,10715.799805,0.0,21154.599609,7377.954102,,,,,,,2768.446045,,,,,,,,,,2244.200001,33545.199757,120.0,379.799988,,,-289.5,2116.800049,33.399902,2360.499939,0.0,2360.499939,35905.699696,
12/31/2000,36022.3,2290.0,5864.9,,,7269.6,,,,,6791.0,,,9112.1,,,2241.5,18144.6,-162.9,17981.7,448.1,,139.8,98.0,41.8,,,9.3,2018.9,,5375.2,17452.7,7852.9,9599.8,0.0,22827.9,5409.5,,,,,,,3960.2,13.1,13.1,,3947.1,,,,,,,,120.0,379.8,,,-276.7,,2239.1,2462.2,0.0,2462.2,,
03/31/2001,38197.800781,1545.300049,3855.600098,,,12657.900208,,,,,7076.0,,,8966.5,,,1826.099976,17868.599609,-167.899994,17700.699219,466.399994,,,,,,,16.5,1955.401215,,5196.899902,18395.000488,8000.600098,10394.400391,0.0,23591.900391,5529.5,,,,,,,5192.700195,,,,,,,,,,2605.699951,36919.800537,120.0,379.799988,,,-268.200012,2287.699951,53.30011,2572.600037,0.0,2572.600037,39492.400574,
06/30/2001,36183.8,2224.3,3977.4,,,9518.8,,,,,6989.0,,,9229.0,,,1976.9,18194.9,-159.7,18035.2,480.4,,,,,,,24.0,1923.7,,5726.1,17120.1,7660.1,9460.0,0.0,22846.2,7749.6,,,,,,,1534.9,,,,,,,,,,,,120.0,379.8,,,-276.2,2376.6,60.9,2661.1,0.0,2661.1,,
09/30/2001,35124.398438,1685.599976,6140.5,,,6016.799805,,,,,7028.299805,,,9452.400391,,,2274.699951,18755.400391,-158.100006,18597.300781,484.600006,,,,,,,21.200001,2178.397869,,4379.899902,18408.600586,8308.700195,10099.900391,0.0,22788.5,6753.600098,,,,,,,1484.699951,,,,,,,,,,2722.399952,33749.200001,120.0,379.799988,,,-307.299988,2462.699951,70.600037,2725.799988,0.0,2725.799988,36474.999989,
12/31/2001,39671.8,2592.3,10546.0,,,6331.1,,,,,6372.0,,,9636.7,,,1971.2,17979.9,-154.3,17825.6,488.7,,125.3,90.1,35.2,,,9.7,1753.1,,7110.1,17909.2,8832.9,9076.3,0.0,25019.3,9301.8,,,,,,,1384.5,16.8,16.8,,1367.7,,,,,,,,120.0,379.8,,,-333.5,,2607.2,2773.5,0.0,2773.5,,
03/31/2002,37961.601562,1534.800049,7662.600098,,,8990.699829,,,,,6306.899902,,,9581.599609,,,1957.0,17845.5,-160.300003,17685.199219,493.700012,,,,,,,0.0,1594.602356,,4702.600098,17244.199707,7841.399902,9402.799805,0.0,21946.800781,10500.799805,,,,,,,1484.300049,,,,,,,,,,2392.400024,36324.300659,120.0,379.799988,,,-333.200012,2600.699951,64.399963,2831.69989,0.0,2831.69989,39156.000549,
06/30/2002,37801.4,2369.9,7732.6,,,6505.9,,,,,6196.2,,,9952.2,,,2125.4,18273.8,-153.3,18120.5,497.3,,,,,,,16.4,2558.8,,4475.9,18447.6,8005.2,10442.4,0.0,22923.5,8806.5,,,,,,,1484.1,,,,,,,,,,,,120.0,379.8,,,-334.9,2672.9,75.5,2913.3,0.0,2913.3,,
09/30/2002,39670.5,1951.900024,8875.0,,,8138.80011,,,,,5697.299805,,,10127.599609,,,2099.699951,17924.599609,-160.300003,17764.300781,506.799988,,,,,,,4.7,2428.999097,,5894.399902,18478.700195,8637.900391,9840.799805,0.0,24373.099609,9349.200195,,,,,,,1483.800049,,,,,,,,,,3033.899951,38239.999804,120.0,379.799988,,,-359.299988,2721.0,83.600037,2945.100037,0.0,2945.100037,41185.099841,
12/31/2002,39478.2,2672.2,9332.3,,,6593.9,,,,,5539.5,,,10288.9,,,2235.3,18063.7,-161.1,17902.6,515.0,,118.6,90.1,28.5,,,22.5,2321.1,,6602.1,19460.0,8929.0,10531.0,0.0,26062.1,7221.1,,,,,,,1383.6,15.8,15.8,,1367.8,,,,,,,,120.0,379.8,,,-360.4,2775.3,85.1,2999.8,0.0,2999.8,,
03/31/2003,36449.699219,1355.699951,7417.200195,,,7554.500122,,,,,5989.600098,,,10182.700195,,,1804.400024,17976.699219,-162.399994,17814.300781,521.599976,,108.300003,,,,,1.1,1676.99819,,5739.5,18742.900391,8722.0,10020.900391,0.0,24482.400391,5922.399902,,,,,,,1683.400024,,,,,,,,,,2669.700098,34757.900415,120.0,379.799988,,,-360.5,2825.100098,61.699951,3026.100037,0.0,3026.100037,37784.000452,
06/30/2003,39071.0,2340.100098,8568.099609,,,7800.099915,,,,,5718.100098,,,10293.400391,,,1944.699951,17956.199219,-165.199997,17791.0,508.899994,,123.400002,,,,,1.3,1938.100383,,6121.700195,19177.599609,8569.0,10608.599609,0.0,25299.300781,7702.399902,,,,,,,1583.199951,,,,,,,,,,3078.699902,37663.600537,0.0,379.799988,,,-342.5,2843.399902,65.400146,2946.100037,0.0,2946.100037,40609.700574,
09/30/2003,40744.199219,1425.400024,9186.700195,,,9102.400085,,,,,5672.899902,,,10300.0,,,1945.199951,17918.099609,-164.899994,17753.199219,503.899994,,123.400002,,,,,15.1,2634.099699,,5714.899902,19939.099609,9156.5,10782.599609,0.0,25654.0,8575.099609,,,,,,,1582.900024,,,,,,,,,,3848.700098,39660.699732,0.0,3291.600098,,,-358.600006,2911.800049,-2553.200043,3291.600098,0.0,3291.600098,42952.299829,
12/31/2003,41450.2,1595.9,9565.1,,,9471.3,,,,,5166.7,,,10675.2,,,1971.9,17813.8,-149.2,17664.6,498.3,,241.5,196.8,44.7,,,11.2,2402.3,,5084.1,21185.9,7102.6,14083.3,0.0,26270.0,8276.5,1827.8,,,,,,1490.9,29.4,29.4,,1461.5,,,,,,2357.5,38394.9,,379.8,,,-368.5,2990.7,53.3,3055.3,0.0,3055.3,41450.2,
03/31/2004,40178.9,1417.4,10428.3,,,8636.0,,,,,5002.5,,,10395.8,,,1675.3,17073.6,-143.4,16930.2,491.4,,239.1,196.8,42.3,,,1.3,2035.2,,5266.5,23181.1,9189.2,13991.9,0.0,28447.6,5304.9,,,,,,,1490.7,,,,,,,,,,,,0.0,379.8,,,-356.9,3069.1,26.4,3118.4,0.0,3118.4,,
06/30/2004,43279.3,1972.8,12607.2,,,8823.7,,,,,5144.6,,,10546.9,,,1881.3,17572.8,-141.9,17430.9,480.2,,240.3,199.6,40.7,,,1.7,1722.5,,5876.1,22003.0,7317.0,14686.0,0.0,27879.1,9018.3,,,,,,,1490.4,,,,,,,,,,,,0.0,379.8,,,-379.5,3152.5,25.3,3178.1,0.0,3178.1,,
09/30/2004,41110.0,2278.199951,11896.099609,,,6742.5,,,,,5194.200195,,,10735.099609,,,1770.099976,17699.400391,-140.399994,17559.0,469.799988,,238.399994,200.0,38.399994,,,1.0,1925.000458,,6031.899902,22585.900391,8833.700195,13752.200195,0.0,28617.800781,6129.100098,,,,,,,1490.099976,,,,,,,,,,,,0.0,379.799988,,,-402.899994,3218.300049,30.299896,3225.499939,0.0,3225.499939,,
12/31/2004,45276.699219,2052.5,13167.5,,,9041.699951,,,,,5088.700195,,,11022.5,,,1831.5,17942.699219,-130.699997,17812.0,465.100006,,235.899994,200.0,35.899994,,,,2501.999268,,6377.0,24680.600098,7950.600098,16730.0,0.0,31057.599609,7288.6,2847.9,,,,,,1239.9,13.6,13.6,,1226.3,,,,,,,,0.0,379.799988,,,-408.100006,3300.600098,23.299957,3295.600037,0.0,3295.600037,,
03/31/2005,47761.3,2277.7,14473.4,,,8821.3,,,,,6060.0,,,10924.3,,,1953.4,18937.7,-131.1,18806.6,480.7,,565.4,389.7,175.7,,,1.0,2335.2,,6937.0,28159.7,7789.3,20370.4,0.0,35096.7,5544.3,,,,,,,1708.9,,,,,,,,,,,,0.0,379.8,,,-426.0,3389.2,18.4,3361.4,0.0,3361.4,,
06/30/2005,46255.6,1929.3,12625.8,,,8331.6,,,,,6580.8,,,11107.0,,,2281.0,19968.8,-129.9,19838.9,476.5,,542.8,380.0,162.8,,,1.0,2509.7,,6650.7,26406.4,7295.0,19111.4,0.0,33057.1,5604.2,,,,,,,1686.2,,,,,,,,,,,,0.0,379.8,,,-438.4,3482.5,22.4,3446.3,0.0,3446.3,,
