Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/28/1992,211.697998,37.743999,24.872,12.872,32.421001,,,76.948997,,,,,7.36,,,,,,154.473999,54.285999,164.141998,-109.856003,0.0,,2.938,,,,2.938,57.223999,,32.678001,32.678001,,,,0.0,,,,,,3.171997,,,3.171997,35.849998,0.0,,,,,12.435,,,,12.435,12.435,48.284999,0.0,31.224001,,,-9.779,,141.967996,163.412996,0.0,163.412996,211.697995,
06/27/1992,225.106003,37.399,31.906,5.493,56.882,,,64.860001,,,,,8.641,,,,,,167.781998,53.504002,159.630005,-106.125999,0.0,,3.82,,,,3.82,57.324002,,18.437,18.437,,,,0.0,,,,,,25.321999,,,25.321999,43.758999,0.0,,,,,15.766,,,,15.766,15.766,59.524999,0.0,31.224001,,,-9.779,,144.135995,165.580996,0.0,165.580996,225.105994,
09/26/1992,208.858002,46.839001,39.623001,7.216,35.153,,,61.523998,,,,,8.799,,,,,,152.315002,52.887001,161.475998,-108.588997,0.0,,3.656,,,,3.656,56.543001,,31.719999,31.719999,,,,0.0,,,,,,4.320002,,,4.320002,36.040001,0.0,,,,,27.014999,,,,27.014999,27.014999,63.055,0.0,31.224001,,,-20.194,,134.773003,145.803003,0.0,145.803003,208.858004,
12/26/1992,199.345993,44.692999,37.904999,6.788,29.548,,,59.960999,,,,,8.503,,,,,,142.705002,53.141998,162.906006,-109.764,0.0,,3.499,,,,3.499,56.640998,,33.905998,33.905998,,,,0.0,,,,,,0.434002,,,0.434002,34.34,0.0,,,,,28.006001,,,,28.006001,28.006001,62.346001,0.0,31.224001,,,-24.841999,,130.618,137.000002,0.0,137.000002,199.346003,
03/27/1993,202.297119,38.819795,28.944107,9.875688,38.458977,,,54.563053,,,,,11.175,,,,,,143.01683,55.924717,166.866455,-110.941734,0.0,,3.355581,,,,3.355581,59.280298,,44.688999,44.688999,,,,0.0,,,,,,3.247719,,,3.247719,47.936718,0.0,,,,,27.691471,,,,27.691471,27.691471,75.628189,0.0,31.224209,,,-26.82955,,122.273848,126.668507,0.0,126.668507,202.296696,
07/03/1993,208.011002,48.836,37.348,11.488,49.623001,,,34.200001,,,,,15.342,,,,,,148.001007,56.98,168.095001,-111.114998,0.0,,3.03,,,,3.03,60.01,,22.889999,22.889999,,,,0.0,,,,,,35.515,,,35.515,58.404999,0.0,,,,,30.17,,,,30.17,30.17,88.574999,0.0,31.224001,,,-40.297001,,128.508999,119.435999,0.0,119.435999,208.010998,
10/02/1993,200.494003,56.301001,26.556,29.745001,40.118999,,,31.725,,,,,13.178,,,,,,141.322998,56.34,168.639008,-112.299004,0.0,,2.831,,,,2.831,59.171,,44.181999,44.181999,,,,0.0,,,,,,7.605,,,7.605,51.786999,0.0,,,,,30.038,,,,30.038,30.038,81.824999,0.0,31.224001,,,-42.855,,130.299999,118.669001,0.0,118.669001,200.493999,
01/01/1994,189.160995,55.684999,27.674999,28.01,34.505001,,,29.443001,,,,,10.868,,,,,,130.501007,55.980999,169.468994,-113.487999,0.0,,2.679,,,,2.679,58.659999,,41.643002,41.643002,,,,0.0,,,,,,4.521,,,4.521,46.164001,0.0,,,,,30.565001,,,,30.565001,30.565001,76.729002,0.0,31.224001,,,-49.776001,,130.984001,112.432001,0.0,112.432001,189.161003,
04/02/1994,182.326996,29.344,6.685,22.659,33.946999,,,41.424999,,,,,10.529,,,,,,115.245003,63.082001,178.110992,-115.028999,0.0,,4.0,,,,4.0,67.082001,,47.265999,47.265999,,,,0.0,,,,,,4.336002,,,4.336002,51.602001,0.0,,,,,30.621,,,,30.621,30.621,82.223001,0.0,31.224001,,,-61.543999,,130.423996,100.103998,0.0,100.103998,182.327,
07/02/1994,185.848007,30.102,15.094,15.008,42.589001,,,31.24,,,,,13.726,,,,,,117.656998,63.332001,179.011002,-115.679001,0.0,,4.859,,,,4.859,68.191001,,17.305,17.305,,,,0.0,,,,,,46.305001,,,46.305001,63.610001,0.0,,,,,28.379,,,,28.379,28.379,91.989001,0.0,31.224001,,,-71.388,,134.022998,93.858999,0.0,93.858999,185.848,
03/31/1995,183.705002,18.602,6.641,11.961,44.581001,,,41.918999,,,,,13.861,,,,,,118.962997,53.333,154.656006,-101.322998,0.0,,11.409,,,,11.409,64.742001,,46.629002,46.629002,,,,26.299999,,,,,,5.042,,,5.042,77.971001,0.0,,,,,30.704,,,,30.704,30.704,108.675001,0.0,31.224001,,,-81.501999,,125.307999,75.030001,0.0,75.030001,183.705002,
06/30/1995,187.570007,16.857,6.977,9.88,41.848999,,,43.849998,,,,,12.378,,,,,,114.933998,61.240002,162.074997,-100.834999,0.0,,11.396,,,,11.396,72.636002,,51.612,51.612,,,,19.4,,,,,,8.239,,,8.239,79.250999,0.0,,,,,29.959999,,,,29.959999,29.959999,109.210999,0.0,31.224001,,,-81.501999,,128.636997,78.358999,0.0,78.358999,187.569998,
09/30/1995,182.018997,14.122,10.943,3.179,42.212002,,,38.778,,,,,12.33,,,,,,107.442001,61.310001,161.582001,-100.272003,0.0,,13.267,,,,13.267,74.577002,,50.563999,50.563999,,,,13.7,,,,,,8.064004,,,8.064004,72.328003,0.0,,,,,29.764999,,,,29.764999,29.764999,102.093002,0.0,31.224001,,,-81.501999,,130.203999,79.926001,0.0,79.926001,182.019003,
12/31/1995,324.915009,16.635,15.077,1.558,51.011002,,,52.928001,,,,,14.571,,,,,,135.145004,87.674004,188.755005,-101.081001,0.0,,102.096001,,,,102.096001,189.770005,,29.221001,29.221001,,,,36.896,,,,,,44.805996,,,44.805996,110.922997,101.18,,,,,31.150999,,,,31.150999,132.330999,243.253996,0.0,31.224001,,,-81.501999,,131.938999,81.661001,0.0,81.661001,324.914997,
03/31/1996,331.95401,14.152,12.578,1.574,57.766998,,,57.889,,,,,14.669,,,,,,144.477005,86.653,189.330994,-102.678001,0.0,,100.823997,,,,100.823997,187.476997,,62.566002,62.566002,,,,31.289,,,,,,10.094995,,,10.094995,103.949997,113.68,,,,,30.612,,,,30.612,144.292,248.241997,0.0,31.224001,,,-81.501999,,133.989998,83.712,0.0,83.712,331.953997,
06/30/1996,324.493011,20.153,18.546,1.607,55.759998,,,48.933998,,,,,12.801,,,,,,137.647995,85.971001,189.843002,-103.872002,0.0,,100.874001,,,,100.874001,186.845001,,70.830002,70.830002,,,,12.589,,,,,,12.041997,,,12.041997,95.460999,108.634003,,,,,29.671,,,,29.671,138.305002,233.766001,0.0,31.224001,,,-81.501999,,141.004997,90.726999,0.0,90.726999,324.493,
09/30/1996,330.980011,29.452,27.812,1.64,55.294998,,,44.265999,,,,,12.171,,,,,,141.184006,85.759003,189.042999,-103.283997,0.0,,104.037003,,,,104.037003,189.796005,,76.578003,76.578003,,,,31.955,,,,,,15.741999,,,15.741999,124.275002,79.264999,,,,,30.024,,,,30.024,109.289,233.564001,0.0,31.224001,,,-81.501999,,147.694,97.416002,0.0,97.416002,330.980003,
12/31/1996,317.709991,16.021,14.364,1.657,53.875999,,,43.978001,,,,,14.0,,,,,,127.875,84.703003,189.382996,-104.68,0.0,,105.132004,,,,105.132004,189.835007,,31.215,31.215,,,,11.064,,,,,,68.023002,,,68.023002,110.302002,76.500999,,,,,30.577999,,,,30.577999,107.078998,217.381,0.0,31.224001,,,-81.501999,,150.607002,100.329004,0.0,100.329004,317.710004,
03/31/1997,323.744995,10.16,8.492,1.668,56.279999,,,53.348999,,,,,13.815,,,,,,133.604004,85.853996,192.516998,-106.663002,0.0,,104.287003,,,,104.287003,190.140999,,83.804001,83.804001,,,,23.548,,,,,,9.171001,,,9.171001,116.523003,72.758003,,,,,29.792999,,,,29.792999,102.551003,219.074005,0.0,31.224001,,,-81.501999,,154.948997,104.671,0.0,104.671,323.745005,
06/30/1997,326.283997,9.313,7.627,1.686,60.330002,,,53.056,,,,,13.886,,,,,,136.585007,86.500999,195.042007,-108.541,0.0,,103.197998,,,,103.197998,189.698997,,83.250999,83.250999,,,,15.232,,,,,,14.327997,,,14.327997,112.810997,69.014,,,,,29.704,,,,29.704,98.718,211.528997,0.0,31.224001,,,-81.501999,,165.032997,114.754999,0.0,114.754999,326.283997,
09/30/1997,330.804993,14.955,13.144,1.811,55.293999,,,56.617001,,,,,13.163,,,,,,140.029007,87.5,198.003006,-110.502998,0.0,,103.276001,,,,103.276001,190.776001,,89.523003,89.523003,,,,14.016,,,,,,10.427001,,,10.427001,113.966003,65.248001,,,,,29.399,,,,29.399,94.647001,208.613005,0.0,31.224001,,,-81.501999,,172.470001,122.192003,0.0,122.192003,330.805008,
12/31/1997,396.368011,13.629,11.888,1.741,59.237,,,54.701,,,,,17.948999,,,,,,145.516006,91.191002,202.830994,-111.639999,0.0,,159.660995,,,,159.660995,250.851997,,34.277,34.277,,,,64.5,,,,,,72.034996,,,72.034996,170.811996,66.359001,,,,,30.579,,,,30.579,96.938001,267.749997,0.0,31.225,,,-81.502998,,178.895996,128.617998,0.0,128.617998,396.367995,
03/31/1998,436.664001,12.477,10.722,1.755,82.098,,,72.987,,,,,17.004,,,,,,184.565994,92.910004,206.619995,-113.709999,0.0,,159.188004,,,,159.188004,252.098007,,102.455002,102.455002,,,,35.383999,,,,,,10.642002,,,10.642002,148.481003,121.376999,,,,,30.392,,,,30.392,151.768999,300.250002,0.0,31.23,,,-81.405998,,186.589996,136.413998,0.0,136.413998,436.664,
06/30/1998,436.933014,17.366,15.579,1.787,84.931999,,,64.303001,23.278999,28.468,12.556,,16.971001,,,,,,183.572006,94.971001,209.923004,-114.952003,0.0,,158.389999,144.917999,,,13.472,253.361,,108.563004,108.563004,,,,29.368,,,,,,11.980999,,,11.980999,149.912003,106.556999,,,,,30.593,,,,30.593,137.149999,287.062002,0.0,31.259001,,,-81.302002,,199.914002,149.871001,0.0,149.871001,436.933003,
09/30/1998,430.509003,11.593,9.787,1.806,80.521004,,,70.449997,28.804001,23.587999,18.058001,,16.797001,,,,,,179.360992,91.407997,206.757004,-115.348999,0.0,,159.740005,145.856003,,,13.884002,251.148002,,116.477997,116.477997,,,,17.796,,,,,,12.12,,,12.12,146.393997,91.292999,,,,,29.746,,,,29.746,121.038999,267.432996,0.0,31.266001,,,-81.290001,,213.099999,163.075999,0.0,163.075999,430.508995,
12/31/1998,481.014008,12.416,10.582,1.834,69.503998,,,81.977997,32.563999,27.882,42.304001,-20.771999,26.979,,,,,,190.876999,93.583,211.360001,-117.777,0.0,,196.554001,184.925995,,,11.628006,290.137001,,43.603001,43.603001,,,,59.467999,,,,,,95.041,,,95.041,198.112,79.834,,,,,30.516001,,,,30.516001,110.350001,308.462001,0.0,31.274,,,-81.196999,,222.474999,172.552,0.0,172.552,481.014001,
03/31/1999,536.254028,16.108,14.25,1.858,86.205002,,,85.271004,38.233002,25.672001,21.375999,,23.165001,,,,,,210.748993,94.417999,213.679001,-119.260002,0.0,,231.087006,215.296997,,,15.790009,325.505005,,131.707993,131.707993,,,,66.255997,,,,,,15.142014,,,15.142014,213.106003,109.823997,,,,,30.464001,,,,30.464001,140.287998,353.394001,0.0,31.285999,,,-81.209999,,232.784996,182.860996,0.0,182.860996,536.254997,
06/30/1999,548.906982,13.33,11.439,1.891,81.362,81.362,,85.532997,43.056,24.003,18.474001,-21.218,23.486,,,,,,203.710999,94.092003,217.309998,-123.218002,0.0,,251.104004,235.214005,,,15.889999,345.196007,,152.070007,152.070007,,,,42.789001,,,,,,14.872986,,,14.872986,209.731995,106.667999,,,,,30.646999,,,,30.646999,137.314999,347.046993,0.0,31.379999,,,-81.225998,252.205994,-0.5,201.859995,0.0,201.859995,548.906988,
09/30/1999,529.505005,12.302,10.387,1.915,73.311996,73.311996,,80.386002,37.029999,24.948999,39.152,0.0,23.232,,,,,,189.231995,90.093002,210.160995,-120.068001,0.0,,250.179993,234.326004,,,15.853989,340.272995,,148.427002,148.427002,,,,36.789001,,,,,,15.125,,,15.125,200.341003,79.805,,,,,29.846001,,,,29.846001,109.651001,309.992004,0.0,31.356001,,,-81.217003,269.634003,-0.260002,219.512999,0.0,219.512999,529.505003,
12/31/1999,530.24,12.02,10.097,1.923,62.802,62.802,,91.437,39.134,30.218,42.352,-20.267,24.739,,,,,,190.998,92.023,214.352,-122.329,0.0,,247.219,232.729,,,14.49,339.242,,141.909,141.909,,,,32.789,,,,,,14.61,,,14.61,189.308,79.223,,,,,29.533,,,,29.533,108.756,298.064,0.0,31.843,,,-80.525,281.672,-0.814,232.176,0.0,232.176,530.24,
03/31/2000,595.612,20.192,18.239,1.953,86.688,86.688,,99.623,47.9,30.021,42.329,-20.627,26.308,,,,,,232.811,95.791,220.61,-124.819,0.0,,267.01,252.9,252.9,0.0,14.11,362.801,,147.723,147.723,,,,100.251,,,,,,14.893,,,14.893,262.867,78.951,,,,,31.484,,,,31.484,110.435,373.302,0.0,31.864,,,-103.184,294.628,-0.998,222.31,0.0,222.31,595.612,
06/30/2000,617.167,12.366,10.383,1.983,102.446,102.446,,98.306,38.39,29.885,52.43,-22.399,25.355,,,,,,238.473,99.449,232.204,-132.755,0.0,,279.245,264.713,264.713,0.0,14.532,378.694,,159.048,159.048,,,,109.085,,,,,,14.738,,,14.738,282.871,78.941,,,,,31.381,,,,31.381,110.322,393.193,0.0,31.953,,,-121.832,315.421,-1.568,223.974,0.0,223.974,617.167,
09/30/2000,591.7,15.303,13.286,2.017,77.029,77.029,,97.909,38.713,31.512,49.888,-22.204,25.251,,,,,,215.492,95.579,224.256,-128.677,0.0,,280.629,265.315,265.315,0.0,15.314,376.208,,162.807,162.807,,,,71.367,,,,,,13.612,,,13.612,247.786,78.93,,,,,30.972,,,,30.972,109.902,357.688,0.0,31.997,,,-121.813,325.872,-2.044,234.012,0.0,234.012,591.7,
12/31/2000,642.53,16.027,13.983,2.044,88.231,,,91.178,33.935,32.914,45.88,-21.551,28.071,,,,,,223.507,99.94,237.871,-137.931,0.0,,319.083,308.751,308.751,0.0,10.332,419.023,,64.269,64.269,,,,81.27,,,,,,93.951,,,93.951,239.49,137.668,,,,,31.603,,,,31.603,169.271,408.761,0.0,31.969,,,-130.064,,331.864,233.769,0.0,233.769,642.53,
03/31/2001,641.781982,10.257,8.186,2.071,71.730003,71.730003,,101.818001,34.881001,38.316002,50.487,0.0,33.583,,,,,,217.388,102.296997,,,0.0,,322.096985,307.515991,307.515991,0.0,14.580994,424.393982,,145.996002,145.996002,,,,68.941002,,,,,,12.536995,,,12.536995,227.473999,140.337006,,,,,32.005001,,,,32.005001,172.342007,399.816006,0.0,31.952999,,,-130.048996,342.513,-2.451004,241.966,0.0,241.966,641.782005,
06/30/2001,1118.089,32.338,30.24,2.098,169.097,,,152.326004,60.016998,51.417,62.605999,-21.714001,38.952999,,,,,,392.713989,171.740005,,,0.0,,553.63501,521.875977,521.875977,0.0,31.759033,725.375015,,251.667999,251.667999,,,,37.895,,,,,,15.864001,,,15.864001,305.427,494.411987,,,,,67.434998,,,,67.434998,561.846985,867.273985,0.0,31.993,,,-129.988998,,348.811004,250.815006,0.0,250.815006,1118.088991,
09/30/2001,1139.005,41.459,39.334,2.125,166.503006,,,150.992004,52.265999,52.026001,68.210999,-21.511,36.557999,,,,,,395.511993,176.257996,,,0.0,,567.234985,524.48999,524.48999,0.0,42.744995,743.492981,,287.440002,287.440002,,,,44.022999,,,,,,16.351999,,,16.351999,347.815,462.686005,,,,,62.908001,,,,62.908001,525.594006,873.409006,0.0,32.023998,,,-129.970001,,363.542007,265.596004,0.0,265.596004,1139.00501,
12/31/2001,1080.812,25.732,23.581,2.151,141.211,141.211,,123.056,44.302,35.517,62.798,-19.561,41.091,,,,,,331.09,175.384003,420.946,-245.562,0.0,,574.338,525.695,525.695,0.0,48.643,749.722003,,236.131,236.131,,,,42.048,,,,,,17.982,,,17.982,296.161,446.522,446.5147,0.0073,0.0073,,74.334,,,,74.334,520.856,817.017,0.0,32.037,,,-136.928,372.623,-3.937,263.795,0.0,263.795,1080.812,
03/31/2002,1122.527954,29.594999,27.417999,2.177,171.988007,,,135.557999,48.617001,41.845001,64.350998,-19.254999,44.110001,,,,,,381.251007,170.559006,,,0.0,,570.718018,528.453003,528.453003,0.0,42.265015,741.277024,,259.552002,259.552002,,,,58.991001,,,,,,18.092007,,,18.092007,336.63501,444.386993,,,,,63.433998,,,,63.433998,507.820991,844.456001,0.0,32.164001,,,-129.843994,,375.751999,278.072006,0.0,278.072006,1122.528007,
06/30/2002,1179.972,26.434,24.236,2.198,222.449005,,,145.856995,51.768002,48.210999,65.208,-19.33,53.301998,,,,,,448.041992,201.050003,,,0.0,,530.880005,453.018005,369.769989,83.248016,77.862,731.930008,,315.299011,315.299011,,,,66.509003,,,,,,18.154986,,,18.154986,399.963,451.917999,,,,,75.896004,,,,75.896004,527.814003,927.777003,0.0,33.43,,,-129.195007,,347.960006,252.194999,0.0,252.194999,1179.972002,
12/31/2002,1577.123047,30.406,28.035,2.371,226.091003,,,255.218002,77.028999,87.252998,109.559998,-18.624001,135.449005,,,,,,647.164001,319.300995,599.66803,-280.367004,0.0,,610.65802,507.636993,127.299004,380.337989,103.021027,929.959015,,386.48999,386.48999,,,,42.632,,,,,,31.27602,,,31.27602,460.39801,623.546997,,,,,198.063004,,,,198.063004,821.610001,1282.008011,0.0,81.597,,,-106.987999,,320.506004,295.115005,0.0,295.115005,1577.123016,
03/31/2003,1583.484,35.527,33.275,2.252,223.888,223.888,,272.391,90.791,79.545,120.838,-18.783,144.049,,,,,,675.855,316.97,,,,,590.659,509.973,383.378,126.595,80.686,907.629,,392.246,392.246,,,,39.955,,,,,,67.42,,,67.42,499.621,610.988,,,,,182.44,,,,182.44,793.428,1293.049,0.0,81.597,,,-106.988,345.224,-29.398,290.435,0.0,290.435,1583.484,
06/30/2003,1651.982,26.574001,24.322001,2.252,269.326996,,,282.419006,90.653,81.472,129.335999,-19.042,152.923996,,,,,,731.244019,314.292999,,,0.0,,606.445007,520.770996,394.910004,125.860992,85.674011,920.738006,,427.36499,427.36499,,,,40.015999,,,,,,67.166011,,,67.166011,534.547,622.895996,,,,,188.979004,,,,188.979004,811.875,1346.422,0.0,81.635002,,,-106.948997,346.537994,-15.663994,305.560005,0.0,305.560005,1651.982005,
09/30/2003,1605.744,57.731,55.513,2.218,224.404,224.404,,276.018,98.797,88.178,145.661,-56.618,133.838,,,,,,691.991,305.138,,,0.0,,608.615,542.432,417.316,125.116,66.183,913.753,,394.407,394.407,,,,13.033,13.033,0.0,0.0,,,66.901,,,66.901,474.341,615.661,615.661,0.0,0.0,,203.344,,,,203.344,819.005,1293.346,0.0,81.656,,,-106.952,353.736,-16.042,312.398,0.0,312.398,1605.744,
12/31/2003,1602.581055,47.187999,44.967999,2.22,245.009995,245.009995,,232.876999,89.850998,81.377998,80.265999,-18.618,121.014,,,,,,646.088989,334.618011,662.385986,-327.768005,0.0,,621.874023,418.613007,406.233002,12.380005,203.261016,956.492034,,454.394012,454.394012,,,,25.216,,,,,,65.613987,,,65.613987,545.223999,567.083984,,,,,191.848999,,,,191.848999,758.932983,1304.156982,0.0,81.664001,,,-106.935997,340.791992,-17.096,298.423996,0.0,298.423996,1602.580978,
03/31/2004,1673.363,35.298,33.069,2.229,251.432007,,,297.01001,96.740997,96.278,162.598999,-58.608002,124.810997,,,,,,708.551025,336.718994,,,0.0,,628.093018,529.934021,406.343994,123.590027,98.158997,964.812012,,505.30899,505.30899,,,,23.652,,,,,,60.78101,,,60.78101,589.742,574.804993,,,,,202.852997,,,,202.852997,777.65799,1367.39999,0.0,83.045998,,,-105.429001,346.559998,-18.21399,305.963005,0.0,305.963005,1673.362995,
06/30/2004,1714.016968,49.176,46.951,2.225,276.660004,,,307.506012,101.315002,99.613998,162.123001,-55.546001,116.541,,,,,,749.882996,334.013,,,0.0,,630.120972,529.255005,406.432007,122.822998,100.865967,964.133972,,519.794006,519.794006,,,,21.990999,,,,,,61.712004,,,61.712004,603.497009,562.731995,,,,,227.983002,,,,227.983002,790.714997,1394.212006,0.0,83.292,,,-105.195999,361.812988,-20.103989,319.805,0.0,319.805,1714.017006,
09/30/2004,1708.298,54.879001,52.637001,2.242,220.016998,220.016998,,330.213989,108.516998,100.627998,175.095993,-54.027,121.386002,,,,,,726.495972,331.608002,,,0.0,,650.19397,528.632996,406.585999,122.046997,121.560974,981.801972,,503.14801,503.14801,,,,21.087999,,,,,,61.759991,,,61.759991,585.996,562.820007,,,,,223.559998,,,,223.559998,786.380005,1372.376005,0.0,84.366997,,,-103.983002,374.518005,-18.98001,335.92199,0.0,335.92199,1708.297995,
12/31/2004,1928.136,178.663,176.415,2.248,244.335,244.335,,287.036,111.4,87.825,144.48,-56.669,135.927,,,,,,845.961,357.568,706.521,-348.953,0.0,,724.607,451.868,451.868,0.0,272.739,1082.175,,513.504,513.504,,,,71.605,71.605,0.0,0.0,,,67.571,,,67.571,652.68,512.236,512.236,0.0,0.0,,244.291,,,,244.291,756.527,1409.207,0.0,189.143,,,-103.579,372.398,60.967,518.929,0.0,518.929,1928.136,
