Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,6496.0,6496.0,-2372.0,2372.0,4124.0,0.0,-1409.0,,1389.0,,,20.0,2715.0,-223.0,223.0,,,,0.0,2492.0,-738.0,,1754.0,0.0,0.0,0.0,1754.0,-51.0,1703.0,,0.0,1703.0,1703.0,0.0,1874.0,0.9,0.9,0.9,1878.0,0.9,0.9,0.9,
06/30/2010,7061.0,7061.0,-2550.0,2550.0,4511.0,0.0,-1605.0,,1582.0,,,23.0,2906.0,-223.0,223.0,,,,0.0,2683.0,-641.0,,2042.0,0.0,0.0,0.0,2042.0,-60.0,1982.0,,0.0,1982.0,1861.0,-121.0,1846.0,1.07,1.07,1.008126,1849.0,1.07,1.07,1.004559,
09/30/2010,6614.0,6614.0,-2290.0,2290.0,4324.0,0.0,-1488.0,1466.0,1446.0,20.0,,22.0,2836.0,-214.0,214.0,,,,0.0,2622.0,-730.0,,1892.0,0.0,0.0,0.0,1892.0,-70.0,1822.0,,0.0,1822.0,1848.0,26.0,1828.0,0.99,0.99,1.010941,1830.0,0.99,0.99,1.004208,
12/31/2010,7037.0,7037.0,-2501.0,2501.0,4536.0,0.0,-1793.0,1743.0,1694.0,49.0,,50.0,2743.0,-216.0,216.0,,,,0.0,2527.0,-717.0,,1810.0,0.0,0.0,0.0,1810.0,-58.0,1752.0,,0.0,1752.0,1642.0,-110.0,1809.0,0.96,0.96,0.907684,1811.0,0.96,0.96,0.89926,
03/31/2011,6791.0,6791.0,-2295.0,2295.0,4496.0,0.0,-1489.0,,1449.0,,,40.0,3007.0,-213.0,213.0,,,,0.0,2794.0,-807.0,,1987.0,0.0,0.0,0.0,1987.0,-68.0,1919.0,0.0,0.0,1919.0,1918.0,-1.0,1793.0,1.06,1.06,1.069716,1794.0,1.06,1.06,1.059443,
06/30/2011,8273.0,8273.0,-2844.0,2844.0,5429.0,0.0,-1717.0,,1692.0,,,25.0,3712.0,-208.0,208.0,,,,0.0,3504.0,-1019.0,,2485.0,0.0,0.0,0.0,2485.0,-76.0,2409.0,0.0,-14.0,2395.0,2380.65,-14.35,1772.0,1.35,1.35,1.343482,1772.0,1.35,1.35,1.341902,
09/30/2011,8362.0,8362.0,-2847.0,2847.0,5515.0,0.0,-1838.0,,1770.0,,,68.0,3677.0,-192.0,192.0,,,,0.0,3485.0,-1024.0,,2461.0,0.0,0.0,0.0,2461.0,-84.0,2377.0,,0.0,2377.0,2408.0,31.0,1749.0,1.35,1.35,1.376787,1749.0,1.35,1.35,1.367724,
12/31/2011,7671.0,7671.0,-2692.0,2692.0,4979.0,0.0,-2043.0,1969.0,1921.0,48.0,,74.0,2936.0,-187.0,187.0,,,,0.0,2749.0,-803.0,,1946.0,0.0,0.0,0.0,1946.0,-60.0,1886.0,,0.0,1886.0,1927.0,41.0,1733.0,1.08,1.08,1.111945,1733.0,1.08,1.08,1.103658,
03/31/2012,7448.0,7448.0,-2442.0,2442.0,5006.0,0.0,-1603.0,,1571.0,,,32.0,3403.0,-213.0,213.0,,,,0.0,3190.0,-958.0,,2232.0,0.0,0.0,0.0,2232.0,-71.0,2161.0,,0.0,2161.0,2166.2,5.2,1719.0,1.25,1.25,1.260151,1719.0,1.25,1.25,1.253025,
06/30/2012,8120.0,8120.0,-2666.0,2666.0,5454.0,0.0,-1850.0,,1817.0,,,33.0,3604.0,-209.0,209.0,,,,0.0,3395.0,-988.0,,2407.0,0.0,0.0,0.0,2407.0,-90.0,2317.0,,0.0,2317.0,2322.2,5.2,1701.0,1.36,1.36,1.365197,1701.0,1.36,1.36,1.363057,
09/30/2012,7920.0,7920.0,-2584.0,2584.0,5336.0,0.0,-1713.0,,1655.0,,,58.0,3623.0,-211.0,211.0,,,,0.0,3412.0,-1088.0,,2324.0,0.0,0.0,0.0,2324.0,-97.0,2227.0,,0.0,2227.0,2328.1,101.1,1683.0,1.32,1.32,1.383304,1683.0,1.32,1.32,1.380071,
12/31/2012,7889.0,7889.0,-2681.0,2681.0,5208.0,0.0,-1986.0,,1929.0,,,57.0,3222.0,-226.0,226.0,,,,0.0,2996.0,-799.0,-6.0,2191.0,0.0,0.0,0.0,2191.0,-96.0,2095.0,0.0,0.0,2095.0,2076.45,-18.55,1664.0,1.25,1.25,1.247867,1664.0,1.25,1.25,1.238852,
03/31/2013,7584.0,7584.0,-2489.0,2489.0,5095.0,0.0,-1704.0,,1677.0,,,27.0,3391.0,-236.0,236.0,,,,0.0,3155.0,-933.0,-4.0,2218.0,0.0,0.0,0.0,2218.0,-93.0,2125.0,,0.0,2125.0,2143.95,18.95,1646.0,1.28,1.28,1.302521,1646.0,1.28,1.28,1.291513,
06/30/2013,7917.0,7917.0,-2701.0,2701.0,5216.0,0.0,-1879.0,,1850.0,,,29.0,3337.0,-246.0,246.0,,,,0.0,3091.0,-892.0,-5.0,2194.0,0.0,0.0,0.0,2194.0,-70.0,2124.0,,0.0,2124.0,2127.25,3.25,1631.0,1.3,1.3,1.304261,1631.0,1.3,1.3,1.301993,
09/30/2013,7927.0,7927.0,-2618.0,2618.0,5309.0,0.0,-1716.0,,1693.0,,,23.0,3593.0,-239.0,239.0,,,,0.0,3354.0,-952.0,,2402.0,0.0,0.0,0.0,2402.0,-62.0,2340.0,,0.0,2340.0,2340.0,0.0,1614.0,1.44,1.44,1.44,1614.0,1.44,1.44,1.44,
12/31/2013,7789.0,7789.0,-2602.0,2602.0,5187.0,0.0,-1999.0,,1676.0,,,323.0,3188.0,-252.0,252.0,,,,0.0,2936.0,-893.0,-7.0,2036.0,0.0,0.0,0.0,2036.0,-49.0,1987.0,,0.0,1987.0,2356.45,369.45,1598.0,1.24,1.24,1.474625,1598.0,1.24,1.24,1.471195,
03/31/2014,6917.0,6917.0,-2374.0,2374.0,4543.0,0.0,-1592.0,,1547.0,,,45.0,2951.0,-268.0,268.0,,,,0.0,2683.0,-776.0,9.0,1916.0,0.0,0.0,0.0,1916.0,-41.0,1875.0,,0.0,1875.0,1891.0,16.0,1583.0,1.18,1.18,1.194567,1583.0,1.18,1.18,1.190107,
06/30/2014,7797.0,7797.0,-2696.0,2696.0,5101.0,0.0,-2227.0,,1716.0,,,511.0,2874.0,-254.0,254.0,,,,0.0,2620.0,-752.0,27.0,1895.0,0.0,0.0,0.0,1895.0,-44.0,1851.0,0.0,0.0,1851.0,2552.85,701.85,1571.0,1.17,1.17,1.624984,1571.0,1.17,1.17,1.616754,
09/30/2014,7856.0,7856.0,-2734.0,2734.0,5122.0,0.0,-1777.0,,1763.0,,,14.0,3345.0,-267.0,267.0,,,,0.0,3078.0,-918.0,38.0,2198.0,0.0,0.0,0.0,2198.0,-43.0,2155.0,0.0,0.0,2155.0,2149.15,-5.85,1560.0,1.38,1.38,1.37766,1560.0,1.38,1.38,1.37625,
12/31/2014,7197.0,7197.0,-2632.0,2632.0,4565.0,0.0,-2033.0,,1975.0,,,58.0,2532.0,-263.0,263.0,,,,0.0,2269.0,-651.0,31.0,1649.0,0.0,0.0,0.0,1649.0,-37.0,1612.0,0.0,-8.0,1604.0,1624.8,20.8,1552.0,1.03,1.03,1.046907,1552.0,1.03,1.03,1.043402,
03/31/2015,6616.0,6616.0,-2229.0,2229.0,4387.0,0.0,-1516.0,,1494.0,,,22.0,2871.0,-275.0,275.0,,,,0.0,2596.0,-785.0,23.0,1834.0,0.0,0.0,0.0,1834.0,-39.0,1795.0,0.0,0.0,1795.0,1795.0,0.0,1548.0,1.16,1.16,1.16,1548.0,1.16,1.16,1.16,
06/30/2015,6859.0,6859.0,-2378.0,2378.0,4481.0,0.0,-1589.0,,1568.0,,,21.0,2892.0,-259.0,259.0,,,,0.0,2633.0,-743.0,26.0,1916.0,0.0,0.0,0.0,1916.0,-29.0,1887.0,0.0,0.0,1887.0,1887.0,0.0,1549.0,1.21,1.21,1.21,1549.0,1.21,1.21,1.21,
09/30/2015,6927.0,6927.0,-2383.0,2383.0,4544.0,0.0,-1585.0,,1566.0,,,19.0,2959.0,-247.0,247.0,,,,0.0,2712.0,-748.0,20.0,1984.0,0.0,0.0,0.0,1984.0,-42.0,1942.0,0.0,0.0,1942.0,1942.0,0.0,1549.0,1.25,1.25,1.25,1549.0,1.25,1.25,1.25,
12/31/2015,6392.0,6392.0,-2375.0,2375.0,4017.0,0.0,-2116.0,,2028.0,,,88.0,1901.0,-227.0,227.0,,,,0.0,1674.0,-412.0,36.0,1298.0,0.0,0.0,0.0,1298.0,-49.0,1249.0,0.0,-4.0,1245.0,1327.98,82.98,1549.0,0.8,0.8,0.857314,1549.0,0.8,0.8,0.85357,
03/31/2016,6083.0,6083.0,-2096.0,2096.0,3987.0,0.0,-1514.0,,1496.0,,,18.0,2473.0,-247.0,247.0,,,,0.0,2226.0,-630.0,9.0,1605.0,0.0,0.0,0.0,1605.0,-75.0,1530.0,0.0,0.0,1530.0,1530.0,0.0,1550.0,0.98,0.98,0.98,1550.0,0.98,0.98,0.98,
06/30/2016,6649.0,6649.0,-2364.0,2364.0,4285.0,0.0,-1532.0,,1513.0,,,19.0,2753.0,-223.0,223.0,,,,0.0,2530.0,-716.0,28.0,1842.0,0.0,0.0,0.0,1842.0,-54.0,1788.0,0.0,0.0,1788.0,1788.0,0.0,1551.0,1.15,1.15,1.15,1551.0,1.15,1.15,1.15,
09/30/2016,6982.0,6982.0,-2432.0,2432.0,4550.0,0.0,-1573.0,,1554.0,,,19.0,2977.0,-220.0,220.0,,,,0.0,2757.0,-764.0,35.0,2028.0,0.0,0.0,0.0,2028.0,-90.0,1938.0,0.0,0.0,1938.0,1938.0,0.0,1551.0,1.25,1.25,1.25,1551.0,1.25,1.25,1.25,
12/31/2016,6971.0,6971.0,-2499.0,2499.0,4472.0,0.0,-1860.0,,1842.0,,,18.0,2612.0,-201.0,201.0,,,,0.0,2411.0,-658.0,22.0,1775.0,0.0,0.0,0.0,1775.0,-64.0,1711.0,0.0,0.0,1711.0,1711.0,0.0,1552.0,1.1,1.1,1.1,1552.0,1.1,1.1,1.1,
03/31/2017,6064.0,6064.0,-2177.0,2177.0,3887.0,0.0,-1491.0,,1469.0,,,22.0,2396.0,-219.0,219.0,,,,0.0,2177.0,-541.0,22.0,1658.0,0.0,0.0,0.0,1658.0,-68.0,1590.0,0.0,-3.0,1587.0,1587.0,0.0,1552.0,1.02,1.02,1.02,1553.0,1.02,1.02,1.02,
06/30/2017,6917.0,6917.0,-2519.0,2519.0,4398.0,0.0,-1661.0,,1639.0,,,22.0,2737.0,-229.0,213.0,,,,16.0,2508.0,-689.0,23.0,1842.0,0.0,0.0,0.0,1842.0,-61.0,1781.0,0.0,-5.0,1776.0,1776.0,0.0,1553.0,1.14,1.14,1.14,1554.0,1.14,1.14,1.14,
09/30/2017,7473.0,7473.0,-2735.0,2735.0,4738.0,0.0,-1650.0,,1629.0,,,21.0,3088.0,-243.0,223.0,,,,20.0,2845.0,-812.0,12.0,2045.0,0.0,0.0,0.0,2045.0,-75.0,1970.0,0.0,0.0,1970.0,1970.0,0.0,1553.0,1.27,1.27,1.27,1554.0,1.27,1.27,1.27,
12/31/2017,8294.0,8294.0,-3001.0,3001.0,5293.0,0.0,-1953.0,,1930.0,,,23.0,3340.0,-281.0,259.0,,,,22.0,3059.0,-2265.0,2.0,796.0,0.0,0.0,0.0,796.0,-102.0,694.0,0.0,0.0,694.0,2294.0,1600.0,1553.0,0.44,0.44,1.477141,1554.0,0.44,0.44,1.469601,
03/31/2018,6896.0,6896.0,-2615.0,2615.0,4281.0,0.0,-1855.0,,1833.0,,,22.0,2426.0,-233.0,227.0,,,,6.0,2193.0,-559.0,13.0,1647.0,0.0,0.0,0.0,1647.0,-91.0,1556.0,0.0,-3.0,1553.0,1553.0,0.0,1553.0,1.0,1.0,1.0,1554.0,1.0,1.0,1.0,
06/30/2018,7726.0,7726.0,-2744.0,2744.0,4982.0,0.0,-1889.0,,1868.0,,,21.0,3093.0,-174.0,168.0,,,,6.0,2919.0,-644.0,20.0,2295.0,0.0,0.0,0.0,2295.0,-97.0,2198.0,0.0,-5.0,2193.0,2193.0,0.0,1555.0,1.41,1.41,1.41,1555.0,1.41,1.41,1.41,
09/30/2018,7504.0,7504.0,-2618.0,2618.0,4886.0,0.0,-1730.0,,1710.0,,,20.0,3156.0,-152.0,145.0,,,,7.0,3004.0,-691.0,28.0,2341.0,0.0,0.0,0.0,2341.0,-94.0,2247.0,0.0,-5.0,2242.0,2242.0,0.0,1555.0,1.44,1.44,1.44,1555.0,1.44,1.44,1.44,
12/31/2018,7499.0,7499.0,-2781.0,2781.0,4718.0,0.0,-2016.0,,1997.0,,0.0,19.0,2702.0,-147.0,125.0,,,,22.0,2555.0,-551.0,-1.0,2003.0,0.0,0.0,0.0,2003.0,-93.0,1910.0,0.0,-3.0,1907.0,1907.0,0.0,1555.0,1.23,1.23,1.23,1555.0,1.23,1.23,1.23,
03/31/2019,6751.0,6751.0,-2465.0,2465.0,4286.0,0.0,-2236.0,,2217.0,,,19.0,2050.0,-173.0,152.0,,,,21.0,1877.0,-424.0,11.0,1464.0,0.0,0.0,0.0,1464.0,-110.0,1354.0,0.0,-4.0,1350.0,1692.32,342.32,1555.0,0.87,0.87,1.088309,1556.0,0.87,0.87,1.088309,
06/30/2019,7699.0,7699.0,-2665.0,2665.0,5034.0,0.0,-1847.0,,1831.0,,,16.0,3187.0,-170.0,150.0,,,,20.0,3017.0,-611.0,30.0,2436.0,0.0,0.0,0.0,2436.0,-117.0,2319.0,0.0,-5.0,2314.0,2332.17,18.17,1556.0,1.49,1.49,1.498824,1556.0,1.49,1.49,1.498824,
09/30/2019,7642.0,7642.0,-2605.0,2605.0,5037.0,0.0,-2249.0,,2234.0,,,15.0,2788.0,-152.0,132.0,,,,20.0,2636.0,-635.0,45.0,2046.0,0.0,0.0,0.0,2046.0,-150.0,1896.0,0.0,-5.0,1891.0,1908.38,17.38,1556.0,1.22,1.22,1.226465,1556.0,1.22,1.22,1.226465,
12/31/2019,7713.0,7713.0,-2778.0,2778.0,4935.0,0.0,-2429.0,,2413.0,,,16.0,2506.0,-164.0,136.0,,,,28.0,2342.0,-623.0,63.0,1782.0,0.0,0.0,0.0,1782.0,-166.0,1616.0,0.0,-4.0,1612.0,1894.03,282.03,1556.0,1.04,1.04,1.217243,1557.0,1.04,1.04,1.217243,
03/31/2020,7153.0,7153.0,-2402.0,2402.0,4751.0,0.0,-1962.0,,1944.0,,,18.0,2789.0,-152.0,129.0,,,,23.0,2637.0,-596.0,-54.0,1987.0,0.0,0.0,0.0,1987.0,-161.0,1826.0,0.0,-5.0,1821.0,1821.0,0.0,1557.0,1.17,1.17,1.17,1558.0,1.17,1.17,1.17,
06/30/2020,6651.0,6651.0,-2179.0,2179.0,4472.0,0.0,-1741.0,,1722.0,,,19.0,2731.0,-184.0,162.0,,,,22.0,2547.0,-528.0,30.0,2049.0,0.0,0.0,0.0,2049.0,-102.0,1947.0,0.0,-5.0,1942.0,2110.97,168.97,1558.0,1.25,1.25,1.354923,1558.0,1.25,1.25,1.354923,
09/30/2020,7321.417,,,,4790.91564229,,,,,,,,2997.0,,,,,,,2852.1,,,2083.222,,,,,,2083.222,,,2083.222,2097.455,,,1.33,1.33,1.339,,1.33,1.33,1.339,
12/31/2020,7490.083,,,,4826.01027856,,,,,,,,2870.2,,,,,,,2694.9,,,1956.111,,,,,,1956.111,,,1956.111,1919.091,,,1.247,1.247,1.249,,1.247,1.247,1.249,
