Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2012,1632.732,156.609,156.609,0.0,231.034,231.034,0.0,160.537,55.957,28.499,105.701,-29.62,57.506,,28.403,28.623,605.686,413.763,954.769,-541.006,0.0,613.283,584.328,,,28.955,1027.046,,205.075,70.575,,,134.5,0.0,0.0,,,,,26.633,,,26.446,231.708,434.34,434.34,,,,85.058,,27.941,7.817,20.124,36.799,20.318,519.398,751.106,0.0,241.601,,,-333.212,963.954,8.018,880.361,1.265,881.626,1632.732,
12/31/2012,1765.072,155.887,155.887,0.0,248.021,248.021,0.0,163.577,59.416,26.375,105.389,-27.603,54.648,,16.235,38.413,622.133,425.55,964.105,-538.555,0.0,717.389,709.95,,,7.439,1142.939,,221.901,78.169,,,143.732,0.0,0.0,,,,,5.907,,,5.549,227.808,520.89,520.89,,,,96.18,,26.315,6.643,19.672,37.917,31.948,617.07,844.878,0.0,240.85,,,-332.782,1000.952,10.1,919.12,1.074,920.194,1765.072,
03/31/2013,1761.109,142.008,142.008,0.0,275.937,275.937,0.0,144.443,54.456,24.3,96.616,-30.929,51.552,0.0,21.195,30.196,613.94,431.952,981.308,-549.356,0.0,715.217,704.424,489.466,214.958,10.793,1147.169,,218.456,79.374,0.0,0.0,139.082,0.0,0.0,0.0,0.0,,,0.381,0.0,0.0,0.253,218.837,492.29,492.29,0.0,0.0,,103.002,0.0,28.168,6.89,21.278,44.924,29.91,595.292,814.129,0.0,239.648,,,-321.801,1031.183,-4.088,944.942,2.038,946.98,1761.109,
06/30/2013,1774.16,165.838,165.838,0.0,262.846,262.846,0.0,155.148,56.141,27.547,100.06,-28.6,44.236,,20.382,23.805,628.068,436.395,997.471,-561.076,0.0,709.697,699.031,,,10.666,1146.092,,196.18,78.464,,,117.716,0.0,0.0,,,,,0.73,,,0.0,196.91,513.7,513.7,,,,92.284,,27.198,6.539,20.659,44.653,20.433,605.984,802.894,0.0,237.522,,,-311.63,1052.257,-8.945,969.204,2.062,971.266,1774.16,
09/30/2013,1788.502,163.794,163.794,0.0,260.379,260.379,0.0,155.661,57.324,27.925,100.512,-30.1,50.864,,20.404,30.271,630.698,448.199,1023.375,-575.176,0.0,709.605,698.996,,,10.609,1157.804,,196.969,82.148,,,114.821,0.0,0.0,,,,,0.514,,,0.0,197.483,508.52,508.52,,,,91.218,,26.137,6.192,19.945,44.615,20.466,599.738,797.221,0.0,241.206,,,-324.506,1069.599,3.027,989.326,1.955,991.281,1788.502,
12/31/2013,1777.806,157.337,157.337,0.0,267.721,267.721,0.0,159.899,59.401,28.603,102.87,-30.975,35.956,,17.681,18.275,620.913,444.946,1029.677,-584.731,0.0,711.947,700.487,,,11.46,1156.893,,200.997,80.322,2.721,,117.954,0.0,0.0,,,,,0.388,,,0.0,201.385,474.74,474.74,,,,91.936,,25.093,5.846,19.247,45.881,20.962,566.676,768.061,0.0,243.559,,,-325.517,1085.74,3.989,1007.771,1.974,1009.745,1777.806,
03/31/2014,1887.162,152.802,152.802,0.0,313.686,313.686,0.0,155.146,60.328,24.449,102.928,-32.559,53.111,0.0,16.084,36.86,674.745,454.41,1045.369,-590.959,0.0,758.007,747.715,517.011,230.704,10.292,1212.417,,254.439,102.43,0.0,0.0,152.009,0.0,0.0,0.0,0.0,,,0.067,0.0,0.0,0.0,254.506,493.48,493.48,0.0,0.0,,97.93,0.0,19.084,0.691,18.393,59.053,19.793,591.41,845.916,0.0,246.186,,,-324.202,1112.24,4.481,1038.705,2.541,1041.246,1887.162,
06/30/2014,2052.466,157.936,157.936,0.0,284.194,284.194,0.0,179.593,67.655,28.076,115.371,-31.509,55.174,,16.12,38.091,676.897,475.222,1075.376,-600.154,0.0,900.347,890.089,,,10.258,1375.569,,231.183,88.046,,,143.137,0.0,0.0,,,,,0.167,,,0.0,231.35,658.74,658.74,,,,96.372,,18.051,0.442,17.609,59.1,19.221,755.112,986.462,0.0,246.121,,,-316.086,1124.317,9.033,1063.385,2.619,1066.004,2052.466,
09/30/2014,2027.407,147.413,147.413,0.0,288.587,288.587,0.0,184.447,70.108,29.901,116.598,-32.16,53.088,,16.039,36.981,673.535,474.967,1084.969,-610.002,0.0,878.905,869.022,,,9.883,1353.872,,244.604,90.436,,,154.168,0.0,0.0,,,,,0.276,,,0.0,244.88,619.95,619.95,,,,94.717,,17.073,0.099,16.974,58.649,18.995,714.667,959.547,0.0,250.277,,,-313.465,1141.663,-12.594,1065.881,1.979,1067.86,2027.407,
12/31/2014,2027.808,144.512,144.512,0.0,297.015,297.015,0.0,183.456,74.502,27.584,116.881,-35.511,46.568,,15.477,31.082,671.551,475.485,1094.633,-619.148,0.0,880.772,861.438,,,19.334,1356.257,,244.353,78.942,,,165.411,0.0,0.0,,,,,0.088,,,0.0,244.441,610.68,610.68,,,,96.589,,16.228,-0.154,16.382,59.737,20.624,707.269,951.71,0.0,257.76,,,-317.52,1166.116,-32.191,1074.165,1.933,1076.098,2027.808,
03/31/2015,2097.291,167.689,167.689,0.0,325.289,325.289,0.0,160.818,67.095,22.696,107.695,-36.668,66.636,0.0,31.629,34.995,720.432,493.053,1120.747,-627.694,0.0,883.806,860.645,592.641,268.004,23.161,1376.859,,282.715,99.34,7.154,0.0,176.221,0.0,0.0,0.0,0.0,,,0.616,0.0,0.0,0.0,283.331,621.075,621.075,0.0,0.0,,119.239,0.0,25.242,0.119,25.123,71.905,22.092,740.314,1023.645,0.0,264.853,,,-320.343,1193.791,-66.669,1071.632,2.014,1073.646,2097.291,
06/30/2015,2181.434,196.193,196.193,0.0,291.392,291.392,0.0,183.753,74.284,25.434,120.481,-36.446,66.405,,31.65,34.726,737.743,503.085,1147.701,-644.616,0.0,940.606,921.0,,,19.606,1443.691,,263.815,96.754,6.637,,160.424,0.0,0.0,,,,,0.648,,,0.0,264.463,686.166,686.166,,,,131.204,,17.841,0.0,17.841,77.739,35.624,817.37,1081.833,0.0,267.913,,,-320.798,1204.324,-53.872,1097.567,2.034,1099.601,2181.434,
09/30/2015,2309.078,162.187,162.187,0.0,301.39,301.39,0.0,183.951,76.165,23.885,121.201,-37.3,65.48,,29.14,36.34,713.008,505.355,1160.355,-655.0,0.0,1090.715,1075.028,,,15.687,1596.07,,256.764,84.083,0.349,,172.332,0.0,0.0,,,,,0.723,,,0.0,257.487,829.818,829.818,,,,129.982,,17.535,0.177,17.358,77.146,35.301,959.8,1217.287,0.0,272.2,,,-319.802,1198.03,-59.463,1090.965,0.826,1091.791,2309.078,
12/31/2015,5350.283,231.36,231.36,0.0,440.858,440.858,0.0,208.306,63.662,20.742,160.873,-36.971,85.184,,30.362,54.822,965.708,1053.132,1729.714,-676.582,0.0,3331.443,3309.177,,,22.266,4384.575,,359.211,116.336,0.0,,242.875,0.0,0.0,,,,,0.759,,,0.0,359.97,1639.461,1639.461,,,,361.029,,40.405,23.709,16.696,276.336,44.288,2000.49,2360.46,0.015,1846.7,12.88275,1833.81725,,1203.086,-74.422,2975.379,14.444,2989.823,5350.283,
03/31/2016,5346.416,248.841,248.841,0.0,471.523,471.523,0.0,192.792,62.673,19.614,146.82,-36.315,59.369,0.0,0.0,59.224,972.525,1064.319,1748.267,-683.948,0.0,3309.572,3279.942,2156.603,1123.339,29.63,4373.891,,400.484,139.572,13.683,,247.229,0.0,0.0,0.0,0.0,,,0.122,0.0,0.0,0.0,400.606,1567.796,1567.796,0.0,0.0,,339.122,0.0,45.599,25.301,20.298,254.824,38.699,1906.918,2307.524,0.015,2151.719,12.888,2138.831,0.0,939.459,-68.159,3023.034,15.858,3038.892,5346.416,
06/30/2016,5293.171,242.423,242.423,0.0,439.845,439.845,0.0,209.645,67.374,22.192,156.236,-36.157,53.972,,,53.621,945.885,1055.706,1754.224,-698.518,0.0,3291.58,3258.546,,,33.034,4347.286,,359.167,123.253,14.882,,221.032,0.0,0.0,,,,,0.293,,,0.0,359.46,1551.838,1551.838,,,,333.388,,43.028,23.221,19.807,250.932,39.428,1885.226,2244.686,0.015,2161.05,8.6151,2152.4349,,961.924,-85.718,3037.271,11.214,3048.485,5293.171,
09/30/2016,5210.625,254.351,254.351,0.0,441.294,441.294,0.0,209.935,68.476,23.481,153.902,-35.924,50.616,,,50.211,956.196,1039.783,1738.236,-698.453,0.0,3214.646,3181.463,,,33.183,4254.429,,370.322,116.35,16.278,,237.694,0.0,0.0,,,,,0.024,,,0.0,370.346,1504.192,1504.192,,,,326.524,,41.093,21.927,19.166,247.713,37.718,1830.716,2201.062,0.015,2112.834,8.538,2104.296,,979.711,-94.028,2998.532,11.031,3009.563,5210.625,
12/31/2016,4886.946,264.857,264.857,0.0,443.661,443.661,0.0,209.714,67.105,27.071,151.151,-35.613,52.109,,,51.937,970.341,939.59,1646.176,-706.586,0.0,2977.015,2941.933,,,35.082,3916.605,,349.98,122.469,0.0,,227.511,0.0,0.0,,,,,0.073,,,0.0,350.053,1507.039,1507.039,,,,259.744,,38.521,20.097,18.424,186.536,34.687,1766.783,2116.836,0.015,2082.921,12.7392,2070.1818,,950.3,-274.558,2758.678,11.432,2770.11,4886.946,
03/31/2017,4924.455,282.918,282.918,0.0,483.451,483.451,0.0,197.837,65.3,26.538,140.559,-34.56,53.596,0.0,,53.436,1017.802,915.908,1582.915,-667.007,0.0,2990.745,2956.19,2231.303,724.887,34.555,3906.653,,381.548,133.479,14.64,,233.429,0.0,0.0,0.0,0.0,,,0.035,0.0,0.0,0.0,381.583,1478.361,1478.361,0.0,0.0,,254.478,0.0,44.716,27.234,17.482,171.805,37.957,1732.839,2114.422,0.015,2085.134,12.7422,2072.3918,0.0,954.155,-240.702,2798.602,11.431,2810.033,4924.455,
06/30/2017,5056.147,294.84,294.84,0.0,455.627,455.627,0.0,217.434,70.765,26.284,157.248,-36.863,62.082,,,61.667,1029.983,942.023,1636.033,-694.01,0.0,3084.141,3048.431,,,35.71,4026.164,,352.218,125.553,22.347,,204.318,0.0,0.0,,,,,1.405,,,0.0,353.623,1496.467,1496.467,,,,266.602,,44.858,27.664,17.194,175.518,46.226,1763.069,2116.692,0.015,2086.647,8.522,2078.125,,988.581,-147.577,2927.666,11.789,2939.455,5056.147,
09/30/2017,5120.276,295.628,295.628,0.0,449.371,449.371,0.0,224.795,73.961,30.933,158.265,-38.364,57.441,,,56.939,1027.235,962.515,1686.321,-723.806,0.0,3130.526,3091.095,,,39.431,4093.041,,366.223,129.208,10.856,,226.159,0.0,0.0,,,,,1.247,,,0.0,367.47,1445.297,1445.297,,,,266.704,,44.703,27.539,17.164,178.726,43.275,1712.001,2079.471,0.015,2081.494,8.5123,2072.9817,0.0,1028.543,-80.059,3029.993,10.812,3040.805,5120.276,
12/31/2017,5157.004,283.844,283.844,0.0,472.06,472.06,0.0,219.495,85.446,32.67,140.003,-38.624,57.528,,,57.026,1032.927,983.841,1732.579,-748.738,0.0,3140.236,3102.361,,,37.875,4124.077,,365.777,122.107,6.298,,237.372,0.0,0.0,,,,,0.839,,,0.0,366.616,1420.049,1420.049,,,,252.551,,43.534,26.809,16.725,156.112,52.905,1672.6,2039.216,0.015,2063.87,8.4908,2055.3792,0.0,1097.726,-54.983,3106.628,11.16,3117.788,5157.004,
03/31/2018,5200.334,201.534,201.534,0.0,528.066,528.066,0.0,205.731,83.741,34.904,124.005,-36.919,54.326,0.0,,54.139,989.657,1010.524,1790.389,-779.865,0.0,3200.153,3160.764,2433.784,726.98,39.389,4210.677,,398.462,135.866,0.379,,262.217,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,398.462,1316.001,1316.001,0.0,0.0,,268.571,0.0,44.822,29.407,15.415,159.971,63.778,1584.572,1983.034,0.01,2048.042,8.4747,2039.5673,0.0,1146.223,11.685,3205.96,11.34,3217.3,5200.334,
06/30/2018,5051.814,218.524,218.524,0.0,481.482,481.482,0.0,233.876,86.249,35.648,149.461,-37.482,55.007,,,54.222,988.889,984.235,1779.833,-795.598,0.0,3078.69,3032.408,,,46.282,4062.925,,373.616,130.738,7.415,,235.463,0.0,0.0,,,,,0.226,,,0.0,373.842,1320.064,1320.064,,,,258.72,,41.563,26.762,14.801,154.849,62.308,1578.784,1952.626,0.015,2027.004,8.4651,2018.5389,0.0,1181.517,-121.096,3087.44,11.748,3099.188,5051.814,
09/30/2018,5021.29,209.921,209.921,0.0,490.952,490.952,0.0,230.828,87.296,30.995,149.111,-36.574,47.819,,,47.585,979.52,986.213,1822.742,-836.529,0.0,3055.557,3008.866,,,46.691,4041.77,,372.505,125.549,0.0,,246.956,0.0,0.0,,,,,0.087,,,0.0,372.592,1267.723,1267.723,,,,255.998,,39.465,25.697,13.768,154.098,62.435,1523.721,1896.313,0.015,2012.566,8.4495,2004.1165,,1232.062,-126.78,3117.863,7.114,3124.977,5021.29,
12/31/2018,5006.39,224.906,224.906,0.0,509.859,509.859,0.0,227.626,88.413,31.238,146.121,-38.146,58.132,,,57.865,1020.523,989.044,1857.476,-868.432,0.0,2996.823,2945.214,,,51.609,3985.867,,398.019,136.723,0.0,,261.296,0.0,0.0,,,,,0.0,,,0.0,398.019,1246.308,1246.308,,,,249.756,,37.047,24.146,12.901,153.158,59.551,1496.064,1894.083,0.015,2018.045,8.457,2009.588,0.0,1253.501,-167.025,3104.536,7.771,3112.307,5006.39,
03/31/2019,5073.071,220.633,220.633,0.0,564.83,564.83,0.0,208.243,83.009,30.694,131.051,-36.511,60.029,0.0,,59.477,1053.735,1031.582,1987.317,-955.735,0.0,2987.754,2927.542,2322.928,604.614,60.212,4019.336,,342.009,152.913,15.46,,173.636,0.0,0.0,0.0,0.0,,,123.187,0.0,0.0,67.854,465.196,1183.227,1183.227,0.0,0.0,,238.85,0.0,31.797,16.168,15.629,151.038,56.015,1422.077,1887.273,0.01,1998.554,8.4517,1990.1023,,1339.024,-159.778,3177.81,7.988,3185.798,5073.071,
06/30/2019,5229.723,238.067,238.067,0.0,509.655,509.655,0.0,233.587,86.57,33.815,150.897,-37.695,62.973,,,62.376,1044.282,1176.738,2154.813,-978.075,0.0,3008.703,2949.508,2347.329,602.179,59.195,4185.441,,412.635,135.487,25.041,,252.107,20.139,0.0,20.139,,20.139,,0.0,,,0.0,432.774,1312.491,1210.003,102.488,,102.488,239.456,,29.383,16.693,12.69,154.385,55.688,1551.947,1984.721,0.0,1996.354,0.084754,1996.269246,,1397.39,-156.844,3236.9,8.102,3245.002,5229.723,
09/30/2019,5185.717,225.536,225.536,0.0,513.353,513.353,0.0,236.837,87.884,34.273,153.153,-38.473,56.228,,,54.969,1031.954,1182.148,2179.298,-997.15,0.0,2971.615,2895.441,2319.062,576.379,76.174,4153.763,,409.524,133.802,6.186,,269.536,18.461,0.0,18.461,,18.461,,0.038,,,0.0,428.023,1285.105,1187.195,97.91,,97.91,234.944,,27.281,15.224,12.057,152.748,54.915,1520.049,1948.072,0.0,1981.66,0.084797,1981.575203,,1472.725,-225.717,3228.668,8.977,3237.645,5185.717,
12/31/2019,5335.581,199.23,199.23,0.0,544.405,544.405,0.0,252.046,93.687,35.936,158.889,-36.466,57.19,,,56.767,1052.871,1225.684,2248.364,-1022.68,0.0,3057.026,2997.67,2403.503,594.167,59.356,4282.71,,431.548,139.808,12.916,,278.824,19.189,0.0,19.189,,19.189,,0.069,,,0.0,450.806,1241.028,1136.964,104.064,,104.064,247.681,,26.386,15.001,11.385,156.333,64.962,1488.709,1939.515,0.0,1987.107,0.084791,1987.022209,,1544.495,-148.922,3382.68,13.386,3396.066,5335.581,
03/31/2020,5425.582,319.581,319.581,0.0,586.481,586.481,0.0,248.259,94.321,35.643,151.381,-33.086,54.43,0.0,,54.306,1208.751,1243.692,2261.022,-1017.33,0.0,2973.139,2921.558,2356.085,565.473,51.581,4216.831,,362.328,149.341,14.013,,198.974,19.809,0.0,19.809,0.0,19.809,,121.47,0.0,0.0,68.171,503.607,1264.635,1150.521,114.114,0.0,114.114,250.616,0.0,23.2,10.987,12.213,160.27,67.146,1515.251,2018.858,0.0,1982.164,0.084924,1982.079076,,1647.175,-235.463,3393.876,12.848,3406.724,5425.582,
06/30/2020,5363.927,255.627,255.627,0.0,503.172,503.172,0.0,276.97,104.557,40.833,167.277,-35.697,61.359,,,60.908,1097.128,1291.515,2339.47,-1047.955,0.0,2975.284,2923.315,2371.789,551.526,51.969,4266.799,,314.265,133.532,28.205,,152.528,20.575,0.0,20.575,,20.575,,144.709,,,103.957,479.549,1147.307,1022.156,125.151,,125.151,247.358,,23.015,11.632,11.383,160.972,63.371,1394.665,1874.214,0.0,1983.047,0.08506,1982.96194,,1699.971,-208.354,3474.664,15.049,3489.713,5363.927,
