Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1992,16040.0,,,-9951.0,,,6089.0,,-4314.0,,,,1775.0,-30.0,,191.0,,,-161.0,1745.0,-516.0,1229.0,-126.0,,,1355.0,-14.0,1341.0,0.0,,1341.0,1341.0,,10256.75976,0.130833,0.1175,0.1175,10256.75976,0.130833,0.1175,0.1175,
03/31/1993,11678.0,,,-6779.0,,,4899.0,,-3342.0,,,,1557.0,9.0,,147.0,,,-156.0,1566.0,-518.0,1048.0,730.0,,,318.0,-20.0,298.0,0.0,,298.0,298.0,,10255.283936,0.028333,0.1,0.1,10255.283936,0.028333,0.1,0.1,
06/30/1993,13469.0,,,-8691.0,,,4778.0,,-3880.0,,,,898.0,51.0,,144.0,,,-195.0,949.0,-322.0,627.0,-736.0,,,1363.0,-29.0,1334.0,0.0,,1334.0,1334.0,,10247.592041,0.13,0.058333,0.058333,10247.592041,0.13,0.058333,0.058333,
09/30/1993,13119.0,,,-7466.0,,,5653.0,,-3821.0,,,,1832.0,69.0,,120.0,,,-189.0,1901.0,-704.0,1197.0,-71.0,,,1268.0,-62.0,1206.0,0.0,,1206.0,1206.0,,10242.492188,0.118333,0.111667,0.111667,10242.492188,0.118333,0.111667,0.111667,
12/31/1993,16832.0,,,-9516.0,,,7316.0,,-5535.0,,,,1781.0,90.0,,105.0,,,-195.0,1871.0,-408.0,1463.0,-54.0,,,1517.0,-40.0,1477.0,0.0,,1477.0,1477.0,,10239.51636,0.145,0.14,0.14,10239.51636,0.145,0.14,0.14,
03/31/1994,12621.0,,,-6980.0,,,5641.0,,-3916.0,,,,1725.0,73.0,,91.0,,,-164.0,1798.0,-548.0,1250.0,151.0,,,1099.0,-31.0,1068.0,0.0,,1068.0,1068.0,,10247.088135,0.103333,0.118333,0.118333,10247.088135,0.103333,0.118333,0.118333,
06/30/1994,14725.0,,,-8360.0,,,6365.0,,-4098.0,,,,2267.0,78.0,,104.0,,,-182.0,2345.0,-735.0,1610.0,32.0,,,1578.0,-56.0,1522.0,0.0,,1522.0,1522.0,,10262.280029,0.148333,0.151667,0.151667,10262.280029,0.148333,0.151667,0.151667,
09/30/1994,14481.0,,,-8079.0,,,6402.0,,-4413.0,,,,1989.0,71.0,,121.0,,,-192.0,2060.0,-570.0,1490.0,89.0,,,1401.0,-33.0,1368.0,0.0,,1368.0,1368.0,,10266.084229,0.133333,0.141667,0.141667,10266.084229,0.133333,0.141667,0.141667,
12/31/1994,17489.0,,,-10088.0,,,7401.0,,-4940.0,,,,2461.0,167.0,,94.0,,,-261.0,2628.0,-893.0,1735.0,917.0,,,818.0,-50.0,768.0,0.0,,768.0,768.0,,10246.883789,0.075,0.165,0.165,10246.883789,0.075,0.165,0.165,
03/31/1995,14948.0,,,-8232.0,,,6716.0,,-4654.0,,,,2062.0,59.0,,126.0,,,-185.0,2121.0,-710.0,1411.0,0.0,,,1411.0,-39.0,1372.0,0.0,,1372.0,1372.0,,10199.531982,0.135,0.135,0.135,10199.531982,0.135,0.135,0.135,
06/30/1995,17630.0,,,-9662.0,,,7968.0,,-5358.0,,,,2610.0,26.0,,158.0,,,-184.0,2636.0,-864.0,1772.0,0.0,,,1772.0,-46.0,1726.0,0.0,,1726.0,1726.0,,10128.917725,0.17,0.17,0.17,10128.917725,0.17,0.17,0.17,
09/30/1995,17151.0,,,-9008.0,,,8143.0,,-5715.0,,,,2428.0,5.0,,190.0,,,-195.0,2433.0,-783.0,1650.0,0.0,,,1650.0,-40.0,1610.0,0.0,,1610.0,1610.0,,10058.105713,0.16,0.16,0.16,10058.105713,0.16,0.16,0.16,
12/31/1995,19547.0,,,-11144.0,,,8403.0,,-5689.0,,,,2714.0,37.0,,175.0,,,-212.0,2751.0,-807.0,1944.0,0.0,,,1944.0,-79.0,1865.0,0.0,,1865.0,1865.0,,10020.0,0.186667,0.186667,0.186667,10020.0,0.186667,0.186667,0.186667,
03/31/1996,16931.0,,,-8668.0,,,8263.0,,-5912.0,,,,2351.0,27.0,,143.0,,,-170.0,2378.0,-801.0,1577.0,0.0,,,1577.0,-60.0,1517.0,0.0,,1517.0,1517.0,,9978.804199,0.153333,0.153333,0.153333,10162.212158,0.15,0.15,0.15,
06/30/1996,18901.0,,,-9793.0,,,9108.0,,-6246.0,,,,2862.0,34.0,,137.0,,,-171.0,2896.0,-927.0,1969.0,0.0,,,1969.0,-61.0,1908.0,0.0,,1908.0,1908.0,,9933.030029,0.193333,0.193333,0.193333,10130.97583,0.19,0.19,0.19,
09/30/1996,19861.0,,,-10143.0,,,9718.0,,-6944.0,,,,2774.0,-9.0,,175.0,,,-166.0,2765.0,-910.0,1855.0,0.0,,,1855.0,-67.0,1788.0,0.0,,1788.0,1788.0,,9893.028076,0.18,0.18,0.18,10092.857666,0.176667,0.176667,0.176667,
12/31/1996,22848.0,,,-13313.0,,,9535.0,,-6507.0,,,,3028.0,8.0,,140.0,,,-148.0,3036.0,-888.0,2148.0,0.0,,,2148.0,-81.0,2067.0,0.0,,2067.0,2067.0,,9872.885742,0.21,0.21,0.21,10098.0,0.206667,0.206667,0.206667,
03/31/1997,19998.0,,,-10110.0,,,9888.0,,-7285.0,,,,2603.0,11.0,,158.0,,,-169.0,2614.0,-882.0,1732.0,0.0,,,1732.0,-55.0,1677.0,0.0,,1677.0,1677.0,,9855.0,0.17,0.17,0.17,10062.0,0.166667,0.166667,0.166667,
06/30/1997,21860.0,,,-11486.0,,,10374.0,,-7069.0,,,,3305.0,-22.0,,165.0,,,-143.0,3283.0,-1069.0,2214.0,0.0,,,2214.0,-52.0,2162.0,0.0,,2162.0,2162.0,,9822.0,0.22,0.22,0.22,10029.0,0.216667,0.216667,0.216667,
09/30/1997,21806.0,,,-11279.0,,,10527.0,,-7580.0,,,,2947.0,-16.0,,215.0,,,-199.0,2931.0,-850.0,2081.0,0.0,,,2081.0,-67.0,2014.0,0.0,,2014.0,2014.0,,9807.0,0.206667,0.206667,0.206667,10023.0,0.2,0.2,0.2,
12/31/1997,24876.0,,,-14862.0,,,10014.0,,-9015.0,,,,999.0,1592.0,,259.0,,,-1851.0,2591.0,-175.0,2416.0,0.0,,,2416.0,-66.0,2350.0,0.0,,2350.0,2350.0,,9807.0,0.24,0.24,0.24,10032.0,0.233333,0.233333,0.233333,
03/31/1998,22459.0,,,-11490.0,,,10969.0,,-7978.0,,,,2991.0,-20.0,,207.0,,,-187.0,2971.0,-1024.0,1947.0,0.0,,,1947.0,-56.0,1891.0,0.0,,1891.0,1891.0,,9807.0,0.193333,0.193333,0.193333,10005.0,0.19,0.19,0.19,
06/30/1998,24928.0,,,-12871.0,,,12057.0,,-8425.0,,,,3632.0,-37.0,,204.0,,,-167.0,3595.0,-1084.0,2511.0,0.0,,,2511.0,-61.0,2450.0,0.0,,2450.0,2450.0,,9810.0,0.25,0.25,0.25,9987.0,0.246667,0.246667,0.246667,
09/30/1998,23978.0,,,-12247.0,,,11731.0,,-8249.0,,,,3482.0,-15.0,,199.0,,,-184.0,3467.0,-1115.0,2352.0,0.0,,,2352.0,-68.0,2284.0,0.0,,2284.0,2284.0,,9804.0,0.233333,0.233333,0.233333,9975.0,0.23,0.23,0.23,
12/31/1998,28455.0,,,-14638.0,,,13817.0,,-10042.0,,,,3775.0,-66.0,,273.0,,,-207.0,3709.0,-958.0,2751.0,0.0,,,2751.0,-80.0,2671.0,0.0,,2671.0,2671.0,,9771.0,0.273333,0.273333,0.273333,10017.0,0.266667,0.266667,0.266667,
03/31/1999,24062.0,,,-11680.0,,,12382.0,,-9037.0,,,,3345.0,-47.0,184.0,184.0,,,-137.0,3298.0,-1089.0,2209.0,0.0,,,2209.0,-54.0,2155.0,0.0,,2155.0,2155.0,,9816.999023,0.22,0.22,0.22,9981.999023,0.22,0.22,0.22,
06/30/1999,27205.0,,,-13394.0,,,13811.0,,-9641.0,,,,4170.0,38.0,220.0,220.0,,,-258.0,4208.0,-1280.0,2928.0,0.0,,,2928.0,-108.0,2820.0,0.0,,2820.0,2820.0,,9830.000977,0.29,0.29,0.29,9992.000977,0.28,0.28,0.28,
09/30/1999,27112.0,,,-13488.0,,,13624.0,,-9638.0,,,,3986.0,-76.0,191.0,191.0,,,-115.0,3910.0,-1165.0,2745.0,0.0,,,2745.0,-92.0,2653.0,0.0,,2653.0,2653.0,,9840.0,0.27,0.27,0.27,9999.0,0.266667,0.266667,0.266667,
12/31/1999,32453.0,,,-16755.0,,,15698.0,,-11401.0,,,,4297.0,229.0,215.0,215.0,,,-444.0,4526.0,-1326.0,3200.0,0.0,,,3200.0,-111.0,3089.0,0.0,,3089.0,3089.0,,9858.0,0.313333,0.313333,0.313333,9966.0,0.31,0.31,0.31,
03/31/2000,29925.0,,,-14430.0,,,15495.0,,-11247.0,,521.0,,4248.0,-141.0,253.0,253.0,,,-112.0,4107.0,-1417.0,2690.0,0.0,,,2690.0,-98.0,2592.0,0.0,0.0,2592.0,2592.0,,9870.0,0.26,0.26,0.26,10032.0,0.26,0.26,0.26,
06/30/2000,32727.0,,,-16018.0,,,16709.0,,-11645.0,,,,5064.0,-68.0,259.0,259.0,,,-191.0,4996.0,-1521.0,3475.0,0.0,,,3475.0,-97.0,3378.0,0.0,0.0,3378.0,3378.0,,9892.0,0.34,0.34,0.34,10056.0,0.34,0.34,0.34,
09/30/2000,31901.0,,,-15824.0,,,16077.0,,-11456.0,,,,4621.0,19.0,148.0,148.0,,,-167.0,4640.0,-1350.0,3290.0,0.0,,,3290.0,-110.0,3180.0,0.0,0.0,3180.0,3180.0,,9906.0,0.32,0.32,0.32,10068.0,0.32,0.32,0.32,
12/31/2000,34864.0,,,-16662.0,,,18202.0,,-13089.0,,,,5113.0,17.0,151.0,151.0,,,-168.0,5130.0,-1423.0,3707.0,0.0,,,3707.0,-122.0,3585.0,0.0,0.0,3585.0,3585.0,,9920.0,0.36,0.36,0.36,10073.0,0.36,0.36,0.36,
03/31/2001,30434.0,,,-14691.0,,,15743.0,,-11068.0,,,,4675.0,-119.0,255.0,255.0,,,-136.0,4556.0,-1437.0,3119.0,444.0,,,2675.0,-102.0,2573.0,0.0,0.0,2573.0,2573.0,,9934.0,0.26,0.3,0.3,10067.0,0.26,0.3,0.3,
06/30/2001,31821.0,,,-15380.0,,,16441.0,,-10964.0,,,,5477.0,120.0,115.0,115.0,,,-235.0,5597.0,-1599.0,3998.0,0.0,,,3998.0,-101.0,3897.0,0.0,0.0,3897.0,3897.0,,9936.0,0.39,0.39,0.39,10065.0,0.39,0.39,0.39,
09/30/2001,29454.0,,,-14244.0,,,15210.0,,-10624.0,,567.0,,4586.0,-123.0,244.0,244.0,,,-121.0,4463.0,-1123.0,3340.0,0.0,,,3340.0,-59.0,3281.0,0.0,0.0,3281.0,3281.0,,9933.0,0.33,0.33,0.33,10045.0,0.33,0.33,0.33,
12/31/2001,33970.0,,,-15380.0,,,18590.0,,-13049.0,,,,5541.0,-108.0,203.0,203.0,,,-95.0,5433.0,-1414.0,4019.0,0.0,,,4019.0,-86.0,3933.0,0.0,0.0,3933.0,3933.0,,9832.5,0.4,0.4,0.4,9832.5,0.39,0.39,0.39,
03/31/2002,30466.0,,,-18184.0,,,12282.0,,-7168.0,,662.0,,5114.0,-31.0,157.0,157.0,,,-126.0,5083.0,-1489.0,6097.0,1015.0,,,2579.0,-76.0,2503.0,,,2503.0,2503.0,,9931.0,0.25,0.35,0.35,10033.0,0.25,0.35,0.35,
06/30/2002,33246.0,,,-19983.0,,,13263.0,,-7638.0,,785.0,,5625.0,72.0,75.0,75.0,,,-147.0,5697.0,-1181.0,4516.0,0.0,,,4516.0,-90.0,4426.0,0.0,0.0,4426.0,4426.0,,9942.0,0.45,0.45,0.45,10029.0,0.44,0.44,0.44,
09/30/2002,32262.0,,,-19112.0,,,13150.0,,-8131.0,,640.0,,5019.0,329.0,212.0,212.0,,,-541.0,5348.0,-1177.0,4171.0,0.0,,,4171.0,-84.0,4087.0,0.0,0.0,4087.0,4087.0,,9951.0,0.41,0.41,0.41,10017.0,0.41,0.41,0.41,
12/31/2002,35223.0,,,-23120.0,,,12103.0,,-9376.0,,,,2727.0,362.0,2626.0,125.0,,,-2988.0,3089.0,89.0,675.0,0.0,,,3178.0,-76.0,3102.0,0.0,0.0,3102.0,3102.0,,9964.0,0.31,0.31,0.31,10006.5,0.31,0.31,0.31,
03/31/2003,30401.0,,,-17729.0,,,12672.0,,-8275.0,,760.0,,4397.0,-78.0,208.0,208.0,,,-130.0,4319.0,-1035.0,3284.0,215.0,,,3069.0,-70.0,2999.0,,0.0,2999.0,2999.0,,9983.0,0.3,0.32,0.32,10044.0,0.3,0.32,0.32,
06/30/2003,33225.0,,,-14958.0,,,18267.0,,-13183.0,,978.0,,5084.0,-2.0,215.0,215.0,,,-213.0,5082.0,-1216.0,3866.0,0.0,,,3866.0,-72.0,3794.0,0.0,0.0,3794.0,3794.0,,10008.0,0.38,0.38,0.38,10066.0,0.38,0.38,0.38,
09/30/2003,33188.0,,,-14847.0,,,18341.0,,-13185.0,,,,5156.0,41.0,,282.0,,,-323.0,5197.0,-1099.0,4098.0,372.0,,,3726.0,-77.0,3649.0,0.0,0.0,3649.0,3649.0,,10031.0,0.36,0.4,0.4,10085.0,0.36,0.4,0.4,
12/31/2003,36771.0,,,-17919.0,,,18852.0,,-13314.0,,,,5538.0,78.0,236.0,236.0,,,-314.0,5616.0,-965.0,4651.0,0.0,,,4651.0,-91.0,4560.0,0.0,0.0,4560.0,4560.0,,10054.0,0.45,0.45,0.45,10105.0,0.45,0.45,0.45,
03/31/2004,33213.0,,,-15289.0,,,17924.0,,-13617.0,,955.0,,4307.0,-2.0,239.0,239.0,,,-237.0,4305.0,-982.0,3323.0,0.0,,,3323.0,-83.0,3240.0,0.0,0.0,3240.0,3240.0,,10139.0,0.32,0.32,0.32,10186.0,0.32,0.32,0.32,
06/30/2004,36711.0,,,-17943.0,,,18768.0,,-14233.0,,1004.0,,4535.0,392.0,49.0,49.0,,,-441.0,4927.0,-816.0,4111.0,0.0,,,4111.0,-187.0,3924.0,0.0,0.0,3924.0,3924.0,,10387.0,0.38,0.38,0.38,10431.0,0.38,0.38,0.38,
09/30/2004,38083.0,,,-22488.0,,,15595.0,,-10186.0,,785.0,,5409.0,-51.0,355.0,355.0,,,-304.0,5358.0,-1038.0,4320.0,,,,4320.0,-269.0,4051.0,0.0,0.0,4051.0,4051.0,,10566.0,0.38,0.38,0.38,10610.0,0.38,0.38,0.38,
12/31/2004,43744.0,,,-21301.0,,,22443.0,,-15769.0,,,,6674.0,190.0,336.0,336.0,,,-526.0,6908.0,-843.0,6021.0,0.0,,,6065.0,-390.0,5631.0,0.0,0.0,5631.0,5631.0,,10580.0,0.53,0.53,0.53,10626.0,0.53,0.53,0.53,
03/31/2005,34033.0,,,-19783.0,,,14250.0,,-9750.0,,902.0,,4500.0,60.0,381.0,381.0,,,-441.0,4560.0,-784.0,3776.0,-405.0,,,4181.0,-216.0,3965.0,0.0,0.0,3965.0,3965.0,,10597.0,0.37,0.34,0.34,10641.0,0.37,0.33,0.33,
06/30/2005,35943.0,,,-20998.0,,,14945.0,,-9699.0,,958.0,,5246.0,413.0,336.0,336.0,,,-749.0,5659.0,-993.0,4666.0,-271.0,,,4937.0,-290.0,4647.0,0.0,0.0,4647.0,4647.0,,10604.0,0.44,0.41,0.41,10650.0,0.44,0.41,0.41,
09/30/2005,36021.0,,,-20383.0,,,15638.0,,-9844.0,,1095.0,,5794.0,140.0,339.0,339.0,,,-479.0,5934.0,-1112.0,4822.0,-85.0,,,4907.0,-230.0,4677.0,0.0,0.0,4677.0,4677.0,,10585.0,0.44,0.43,0.43,10623.0,0.44,0.43,0.43,
12/31/2005,40276.0,,,-23247.0,,,17029.0,,-9691.0,,,,7338.0,191.0,376.0,376.0,,,-567.0,6946.0,-1146.0,6383.0,2711.0,,,3089.0,-250.0,3422.0,0.0,0.0,3422.0,3422.0,,10526.0,0.33,0.58,0.58,10563.0,0.32,0.58,0.58,
03/31/2006,35119.0,,,-20298.0,,,14821.0,,-9859.0,,822.0,,4962.0,165.0,349.0,349.0,,,-514.0,5127.0,-981.0,4146.0,-513.0,,,4659.0,-219.0,4440.0,0.0,0.0,4440.0,4440.0,,10442.0,0.43,0.38,0.38,10480.0,0.43,0.38,0.38,
06/30/2006,37101.0,,,-21311.0,,,15790.0,,-10070.0,,896.0,,5720.0,360.0,439.0,439.0,,,-799.0,6080.0,-1063.0,5017.0,-145.0,,,5162.0,-216.0,4946.0,0.0,0.0,4946.0,4946.0,,10362.0,0.48,0.46,0.46,10400.0,0.48,0.46,0.46,
09/30/2006,37307.0,,,-22167.0,,,15140.0,,-9584.0,,793.0,,5556.0,266.0,467.0,467.0,,,-733.0,5822.0,-875.0,4947.0,-117.0,,,5064.0,-198.0,4866.0,0.0,0.0,4866.0,4866.0,,10317.0,0.47,0.46,0.46,10348.0,0.47,0.46,0.46,
12/31/2006,40785.0,,,-24554.0,,,16231.0,,-9256.0,,,,6975.0,257.0,268.0,413.0,,,-525.0,1056.0,-1060.0,6172.0,-496.0,,,492.0,-227.0,6441.0,0.0,0.0,6441.0,6441.0,,10294.0,0.63,0.58,0.58,10326.0,0.62,0.58,0.58,
03/31/2007,38689.0,,,-21951.0,,,16738.0,,-10533.0,,936.0,,6205.0,178.0,533.0,533.0,,,-711.0,6383.0,-1232.0,5151.0,357.0,,,4794.0,-223.0,4571.0,0.0,0.0,4571.0,4571.0,,10284.0,0.44,0.48,0.48,10317.0,0.44,0.48,0.48,
06/30/2007,40960.0,,,-23867.0,,,17093.0,,-11052.0,,1057.0,,6041.0,1246.0,422.0,422.0,,,-1668.0,7287.0,-1453.0,5834.0,231.0,,,5603.0,-221.0,5382.0,0.0,0.0,5382.0,5382.0,,10268.0,0.52,0.55,0.55,10303.0,0.52,0.54,0.54,
09/30/2007,42128.0,,,-24887.0,,,17241.0,,-11394.0,,1190.0,,5847.0,94.0,473.0,473.0,,,-567.0,5941.0,-640.0,5301.0,-448.0,,,5749.0,-190.0,5559.0,0.0,0.0,5559.0,5559.0,,10177.0,0.55,0.5,0.56,10215.0,0.54,0.5,0.56,
12/31/2007,47692.0,,,-28595.0,,,19097.0,,-11625.0,,,,7472.0,445.0,236.0,565.0,,,-681.0,7917.0,-830.0,7087.0,109.0,,,6978.0,-282.0,6696.0,0.0,0.0,6696.0,6696.0,,10048.0,0.67,0.68,0.68,10083.0,0.67,0.68,0.68,
03/31/2008,41653.0,,,-24973.0,,,16680.0,575.0,-11550.0,,1343.0,,5705.0,-351.0,,602.0,,,-251.0,5354.0,-841.0,4513.0,47.0,,,4466.0,-162.0,4304.0,0.0,0.0,4304.0,4304.0,,9978.0,0.43,0.44,0.44,10006.0,0.43,0.44,0.44,
06/30/2008,46840.0,,,-27893.0,,,18947.0,0.0,-12037.0,,1469.0,,6910.0,-278.0,,554.0,,,-276.0,6632.0,-1054.0,5578.0,322.0,,,5256.0,-184.0,5072.0,0.0,0.0,5072.0,5072.0,,9958.0,0.51,0.54,0.56,9982.0,0.51,0.54,0.56,
09/30/2008,46690.0,,,-29647.0,,,17043.0,,-12183.0,,1641.0,,4860.0,312.0,525.0,525.0,,,-837.0,5172.0,-539.0,4633.0,165.0,,,4468.0,-156.0,4312.0,0.0,0.0,4312.0,4312.0,,9953.0,0.43,0.45,0.45,9970.0,0.43,0.45,0.45,
12/31/2008,46320.0,,,-29652.0,,,16668.0,0.0,-13705.0,,3065.0,,2963.0,-339.0,202.0,472.0,-371.0,,238.0,2624.0,1382.0,4006.0,145.0,,,3861.0,-139.0,3722.0,-75.0,0.0,3647.0,3647.0,,10461.0,0.35,0.36,0.51,10466.0,0.35,0.36,0.5,
03/31/2009,38010.0,24127.0,13883.0,-23933.0,18812.0,5121.0,14077.0,428.0,-11673.0,,2336.0,9337.0,2832.0,-206.0,,376.0,,,-170.0,2626.0,309.0,2935.0,21.0,21.0,0.0,2914.0,-85.0,2829.0,-75.0,0.0,2754.0,2683.9,-91.1,10564.0,0.26,0.26,0.254061,10564.0,0.26,0.26,0.251376,
06/30/2009,39074.0,26078.0,12996.0,-24051.0,19583.0,4468.0,15023.0,34.0,-11750.0,,2817.0,8933.0,3307.0,-185.0,,348.0,,,-163.0,3122.0,-227.0,2895.0,194.0,194.0,0.0,2701.0,-12.0,2689.0,-75.0,0.0,2614.0,2585.7,-222.3,10609.0,0.25,0.26,0.243727,10609.0,0.25,0.26,0.239046,
09/30/2009,37361.0,25143.0,12218.0,-23408.0,19280.0,4128.0,13953.0,438.0,-12222.0,,2868.0,9354.0,2169.0,-194.0,,352.0,,,-158.0,1975.0,484.0,2459.0,-40.0,-40.0,0.0,2499.0,-5.0,2494.0,-75.0,0.0,2419.0,2484.25,105.25,10638.0,0.23,0.22,0.233526,10638.0,0.23,0.22,0.229894,
12/31/2009,40940.0,28429.0,12511.0,-25605.0,21506.0,4099.0,15335.0,106.0,-12625.0,,2840.0,9785.0,2816.0,-242.0,,402.0,,0.0,-160.0,2574.0,521.0,3095.0,-20.0,-20.0,0.0,3115.0,-102.0,3013.0,-75.0,0.0,2938.0,2888.1,-29.9,10656.0,0.28,0.27,0.27103,10661.0,0.28,0.27,0.267195,
03/31/2010,35854.0,23673.0,12181.0,-22059.0,18259.0,3800.0,13795.0,350.0,-11115.0,,2187.0,8928.0,3030.0,-223.0,,343.0,,,-120.0,2807.0,-443.0,2364.0,366.0,366.0,0.0,1998.0,-53.0,1945.0,-75.0,0.0,1870.0,2277.6,41.6,10671.0,0.17,0.21,0.213438,10687.0,0.17,0.21,0.213438,
06/30/2010,36650.0,24504.0,12146.0,-21562.0,17917.0,3645.0,15088.0,278.0,-10893.0,,2007.0,8886.0,4473.0,-301.0,,430.0,,,-129.0,4172.0,-866.0,3306.0,101.0,101.0,0.0,3205.0,-96.0,3109.0,-75.0,0.0,3034.0,3168.8,33.8,10685.0,0.28,0.29,0.296565,10702.0,0.28,0.29,0.293158,
09/30/2010,35186.0,23601.0,11585.0,-20941.0,17368.0,3573.0,14245.0,187.0,-10600.0,,1637.0,8963.0,3832.0,-249.0,,393.0,,,-144.0,3583.0,-319.0,3264.0,1052.0,1052.0,0.0,2212.0,-157.0,2055.0,-75.0,0.0,1980.0,3010.55,-21.45,10674.0,0.18,0.28,0.282045,10691.0,0.18,0.28,0.277994,
