Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,1712.48999,18.295,18.295,0.0,411.958008,411.958008,,,15.569,,65.525002,,,88.283997,,,,534.106018,317.415985,426.838013,-109.421997,0.0,860.968018,846.22998,846.22998,0.0,,14.738037,1178.384003,,202.270004,202.270004,,,,11.395,,,,,,28.303989,,,28.303989,241.968994,401.131989,,,,,45.946999,,,,,,,45.946999,447.078987,689.047981,0.0,850.98999,,,0.0,172.451996,0.0,1023.441986,0.0,1023.441986,1712.489967,
12/31/2000,1871.896973,17.306,17.306,0.0,466.868988,,,,91.716003,0.0,0.0,91.716003,0.0,24.319,,,,600.210022,341.028992,422.807007,-81.778,0.0,930.65802,906.031006,906.031006,0.0,,24.627014,1271.687012,,106.327003,106.327003,,,,8.772,,,,,,131.381999,,,131.381999,246.481003,491.10199,,,,,65.358002,,,,,,,65.358002,556.459991,802.940994,0.0,882.343994,,,0.0,,186.612,1068.955994,0.0,1068.955994,1871.896988,
03/31/2001,1983.919,6.562,6.562,0.0,465.359,465.359,,,101.386,0.0,0.0,101.386,0.0,27.476,,,,600.783,359.912,,,0.0,1023.224,1003.548,1003.548,0.0,,19.676,1383.136,,230.009,230.009,,,,8.916,,,,,,30.792,,,30.792,269.717,516.807,,,,,66.63,,,,,,,66.63,583.437,853.154,0.0,915.082,,,0.0,215.683,0.0,1130.765,0.0,1130.765,1983.919,
06/30/2001,2025.582,2.772,2.772,0.0,485.913,485.913,,,102.798,0.0,0.0,102.798,0.0,36.077,,,,627.56,375.081,,,0.0,1022.941,1002.024,1002.024,0.0,,20.917,1398.022,,243.935,243.935,,,,7.825,,,,,,34.131,,,34.131,285.891,513.288,,,,,71.859,,,,,,,71.859,585.147,871.038,0.0,922.41,,,0.0,232.134,0.0,1154.544,0.0,1154.544,2025.582,
09/30/2001,2106.795898,2.779,2.779,0.0,522.109985,522.109985,,,97.796997,0.0,0.0,97.796997,0.0,41.744999,,,,664.43103,387.391998,,,0.0,1054.973022,1034.563965,1034.563965,0.0,,20.409058,1442.365021,,225.729004,225.729004,,,,8.309,,,,,,28.026999,,,28.026999,262.065002,578.947998,,,,,78.232002,,,,,,,78.232002,657.18,919.245003,0.0,944.63501,,,-15.307,258.222992,9e-06,1187.55101,0.0,1187.55101,2106.796013,
12/31/2001,2042.901,6.287,6.287,0.0,451.87,,,,82.486,0.0,0.0,82.486,0.0,36.477,,,,577.12,385.48,517.924,-132.444,0.0,1080.301,1036.982,1036.982,0.0,,43.319,1465.781,,79.775,79.775,,,,8.063,7.311,0.752,0.752,,,153.692,,,153.692,241.53,500.274,499.944,0.33,0.33,,94.346,,,,,,,94.346,594.62,836.15,0.0,952.38,,,-15.307,,269.678,1206.751,0.0,1206.751,2042.901,
03/31/2002,2019.33,6.309,6.309,0.0,414.321,414.321,,,94.072,0.0,0.0,94.072,0.0,34.396,,,,549.098,387.524,,,0.0,1082.708,1037.646,1037.646,0.0,,45.062,1470.232,,202.062,202.062,,,,7.252,,,,,,23.174,,,23.174,232.488,462.63,-7.296,469.926,469.926,,101.681,,,,,,,101.681,564.311,796.799,0.0,1074.571,,,0.0,281.482,-133.522,1222.531,0.0,1222.531,2019.33,
06/30/2002,1406.629,4.577,4.577,0.0,419.098,419.098,,,91.078,0.0,0.0,91.078,0.0,40.914,,,,555.667,389.761,,,0.0,461.201,395.725,395.725,0.0,,65.476,850.962,,214.582,214.582,,,,7.59,,,,,,20.693,,,20.693,242.865,511.193,-7.611,518.804,518.804,,60.466,,,,,,,60.466,571.659,814.524,0.0,946.92,,,-11.802,-341.369,-1.644,592.105,0.0,592.105,1406.629,
09/30/2002,1397.42,15.365,15.365,0.0,391.871,391.871,,,88.56,0.0,0.0,88.56,0.0,53.606,,,,549.402,379.12,,,52.579,416.319,395.662,395.662,0.0,,20.657,848.018,,192.401,192.401,,,,6.874,,,,,,16.447,,,16.447,215.722,518.048,,,,,76.718,,,,,,,76.718,594.766,810.488,0.0,950.127,,,-11.693,-349.919,-1.583,586.932,0.0,586.932,1397.42,
12/31/2002,1364.812,27.901,27.901,0.0,367.057,367.057,,,80.395,0.0,0.0,80.395,0.0,54.144,,,,529.497,369.568,551.815,-182.247,50.9,414.847,395.597,395.597,0.0,,19.25,835.315,,82.498,82.498,,,,6.652,,,,,,122.991,,,122.991,212.141,385.667,0.0,385.667,385.667,,82.411,,,,,,,82.411,468.078,680.219,0.0,684.593,,,-11.725,-356.605,368.33,684.593,0.0,684.593,1364.812,
03/31/2003,1344.949,61.433,61.433,0.0,322.438,322.438,,,80.283,0.0,0.0,80.283,0.0,56.723,,,,520.877,358.966,,,0.0,465.106,395.597,395.531,0.066,,69.509,824.072,,163.307,163.307,,,,6.26,6.019,0.241,0.241,,,17.264,,,17.264,186.831,385.008,384.909,0.099,0.099,,88.974,,,,,,,88.974,473.982,660.813,0.0,1064.212,,,-11.725,-359.339,-9.012,684.136,0.0,684.136,1344.949,
06/30/2003,1360.674,86.115,86.115,,352.021,352.021,,,82.33,,,,,30.064,,,,550.53,350.707,,,35.477,423.96,395.465,395.465,0.0,,28.495,810.144,,178.401,178.401,,,,6.261,,,,,,15.295,,,15.295,199.957,384.447,-6.264,390.711,390.711,,97.45,,,,,,,97.45,481.897,681.854,,1068.837,,,-11.725,-369.174,-9.118,678.82,,678.82,1360.674,
09/30/2003,1387.265991,77.827003,77.827003,0.0,388.630005,388.630005,,,79.125,0.0,0.0,79.125,0.0,40.145,,,,585.72699,346.022003,,,35.688999,419.828003,395.399994,395.399994,0.0,,24.428009,801.539005,,188.772003,188.772003,,,,5.144,,,,,,19.994,,,19.994,213.910004,384.035004,-5.145996,389.181,389.181,,102.516998,,,,,,,102.516998,486.552002,700.462006,0.0,1070.446045,,,-11.725,0.0,-371.916998,686.804047,0.0,686.804047,1387.266052,
12/31/2003,1466.435,179.626,179.626,0.0,364.844,,,,69.282,0.0,0.0,69.282,0.0,62.341,,,,676.093,341.542,574.562,-233.02,34.327,414.473,388.882,388.882,0.0,,25.591,790.342,,76.437,76.437,,,,5.034,,,,,,117.919,,,117.919,199.39,500.551,,,,,103.362,,,,,,,103.362,603.913,803.303,0.0,1071.701,,,-11.725,-389.485,-7.359,663.132,0.0,663.132,1466.435,
03/31/2004,1440.359009,195.679993,195.679993,0.0,319.062988,319.062988,,,81.727997,0.0,0.0,81.727997,0.0,57.855999,,,,654.327026,337.786011,,,34.358002,413.888,388.816986,388.816986,0.0,,25.071014,786.032013,,184.222,184.222,,,,3.612,,,,,,17.608993,,,17.608993,205.442993,489.462006,,,,,91.406998,,,,,,,91.406998,580.869003,786.311996,0.0,1081.199951,,,-14.605,0.0,-412.548016,654.046936,0.0,654.046936,1440.358932,
06/30/2004,1444.67395,197.317001,197.317001,0.0,322.031006,322.031006,,,88.468002,0.0,0.0,88.468002,0.0,52.360001,,,,660.176025,329.703003,,,41.896,412.898987,388.751007,388.751007,0.0,,24.14798,784.49799,,183.848999,183.848999,,,,2.923,,,,,,17.175007,,,17.175007,203.947006,489.148987,,,,,99.473999,,,,,,,99.473999,588.622986,792.569992,0.0,1081.404053,,,-14.616,0.0,-414.683988,652.104065,0.0,652.104065,1444.674057,
09/30/2004,1474.147949,217.738007,217.738007,0.0,394.222992,394.222992,,,77.666,0.0,0.0,77.666,0.0,27.714001,,,,717.341003,324.773987,,,19.419001,412.614014,388.684998,388.684998,0.0,,23.929016,756.807001,,216.593994,216.593994,,,,4.084,,,,,,16.498001,,,16.498001,237.175995,470.307007,,,,,107.272003,,,,,,,107.272003,577.57901,814.755005,0.0,1083.097046,,,-14.631,0.0,-409.07301,659.393036,0.0,659.393036,1474.148041,
12/31/2004,1459.997,265.56,265.56,0.0,348.828,348.828,,,60.941,0.0,0.0,60.941,0.0,24.707,,,,700.036,314.983,592.458,-277.475,19.92,425.058,388.62,388.62,0.0,,36.438,759.961,,84.147,84.147,,,,6.236,,,,,,130.675,,,130.675,221.058,464.363,,,,,111.329,,,,,,,111.329,575.692,796.75,0.0,1083.796,,,-14.653,-398.679,-7.217,663.247,0.0,663.247,1459.997,
03/31/2005,1444.732056,254.001999,254.001999,,330.980011,330.980011,,,22.992001,,,,,78.892998,,,,686.867004,312.35199,,,20.431,425.082001,388.553986,388.553986,0.0,,36.528015,757.86499,,206.473999,206.473999,,,,5.363,,,,,,11.222007,,,11.222007,223.059006,453.835999,,,,,107.845001,,,,,,,107.845001,561.681,784.740005,,1091.748047,,,-17.343,-403.807007,-10.606005,659.992035,,659.992035,1444.73204,
06/30/2005,1469.140991,240.737,240.737,,363.074005,363.074005,,,81.505997,,,81.505997,,23.309999,,,,708.627014,313.221985,,,21.948999,425.342987,388.489014,388.489014,0.0,,36.853973,760.513971,,218.998001,218.998001,,,,1.838,,,,,,12.057004,,,12.057004,232.893005,459.069,,,,,112.704002,,,,,,,112.704002,571.773003,804.666008,,1091.858032,,,-17.409,-400.463989,-9.510006,664.475037,,664.475037,1469.141045,
09/30/2005,1543.972046,223.636002,223.636002,,456.075012,456.075012,,,74.740997,,,74.740997,,43.528,,,,797.97998,307.221008,,,16.141001,422.630005,388.423004,388.423004,0.0,,34.207001,745.992014,,244.815002,244.815002,,,,1.593,,,,,,14.291003,,,14.291003,260.699005,458.975006,,,,,142.608994,,,,,,,142.608994,601.584,862.283005,,1094.729004,,,-17.437,-387.584015,-8.018993,681.688995,,681.688995,1543.972,
12/31/2005,1554.785,304.267,304.267,0.0,431.584,431.584,,,25.717,0.0,0.0,0.0,0.0,69.442,,,,831.01,286.606,578.401,-291.795,15.229,421.94,388.357,388.357,0.0,,33.583,723.775,,241.811,241.811,,,,2.252,2.252,0.0,0.0,,,14.008,,,14.008,258.071,450.091,450.091,0.0,0.0,,142.885,,,,,,,142.885,592.976,851.047,0.0,1096.795,,,-17.487,-369.122,-6.448,703.738,0.0,703.738,1554.785,
03/31/2006,1560.491943,284.763,284.763,,447.096008,447.096008,,,28.139999,,,,,75.762001,,,,835.760986,286.565002,,,15.922,422.243988,388.291992,388.291992,0.0,,33.951996,724.73099,,236.335007,236.335007,,,,2.242,,,,,,17.286,,,17.286,255.863007,447.049011,,,,,144.132004,,,,,,,144.132004,591.181015,847.044022,,1097.113037,,,-22.400999,-361.264008,-2e-06,713.448029,,713.448029,1560.49205,
06/30/2006,1580.83,309.521,309.521,,450.533,450.533,,,72.781,,72.781,,,29.68,,,,862.515,286.594,,,9.707,422.014,388.226,388.226,0.0,,33.788,718.315,,229.27,229.27,,,,0.922,,,,,,18.384,,,18.384,248.576,447.023,,,,,149.912,,,,,,,149.912,596.935,845.511,,1101.427,,,-22.504,-343.604,0.0,735.319,,735.319,1580.83,
09/30/2006,1626.426,351.715,67.275,284.44,456.938,456.938,,,76.17,,48.960999,,27.209,31.255,,,,916.078,279.023,,,10.019,421.306,388.16,388.16,0.0,,33.146,710.348,,247.94,247.94,,,,35.25,,,,,,15.788,,,15.788,298.978,413.75,,,,,155.147,,,,,,,155.147,568.897,867.875,,1102.283,,,-22.551,-321.181,0.0,758.551,,758.551,1626.426,
12/31/2006,1639.157,383.687,383.687,0.0,507.761,507.761,,,28.768,0.0,0.0,28.768,0.0,70.413,,,,990.629,276.789,573.692,-296.903,7.815,363.924,331.282,331.282,0.0,,32.642,648.528,,270.897,270.897,,,,34.845,,,,,,28.714,,,28.714,334.456,413.75,,,,,161.868,,,,,,,161.868,575.618,910.074,0.0,1103.332,,,-22.61,-351.639,0.0,729.083,0.0,729.083,1639.157,
03/31/2007,1662.765991,406.432007,406.432007,0.0,467.209015,467.209015,,,66.125999,0.0,40.693001,0.0,0.0,31.222,,,,970.989014,292.631989,,,7.322,391.822998,358.591003,352.309998,6.281006,,33.231995,691.776987,,239.962006,239.962006,,,,33.467999,33.467999,0.0,0.0,,,23.460011,,,23.460011,296.890015,413.75,413.75,0.0,0.0,,176.690002,,,,,,,176.690002,590.440002,887.330017,0.0,1121.166016,,,-26.766001,-318.963989,-2.1e-05,775.436005,0.0,775.436005,1662.766022,
06/30/2007,1682.430054,405.791992,405.791992,0.0,474.17099,474.17099,,,73.181999,0.0,49.787998,0.0,0.0,33.860001,,,,987.005005,293.713013,,,6.376,395.335999,361.515015,353.707001,7.808014,,33.820984,695.425011,,220.339005,220.339005,,,,33.380001,33.380001,0.0,0.0,,,24.485004,,,24.485004,278.20401,413.75,413.75,0.0,0.0,,181.664993,,,,,,,181.664993,595.414993,873.619003,0.0,1132.845947,,,-26.937,-297.097992,-1.1e-05,808.810944,0.0,808.810944,1682.429947,
09/30/2007,3274.674072,371.470001,371.470001,0.0,721.223999,721.223999,,,90.027,0.0,63.264,0.0,0.0,55.741001,,,,1238.462036,503.473999,808.987976,-305.514008,6.97,1525.767944,1490.584961,1322.744995,167.839966,,35.182983,2036.211943,,392.347992,392.347992,,,,0.151,0.151,0.0,0.0,,,45.342011,,,45.342011,437.841003,413.742004,413.742004,0.0,0.0,,288.380005,,,,,,,288.380005,702.122009,1139.963013,0.0,2407.768066,,,-26.976,-247.778,1.696993,2134.71106,0.0,2134.71106,3274.674072,
12/31/2007,3387.832,407.081,407.081,,719.672,719.672,,,98.344,,72.424,,,79.665,,,,1304.762,532.285,832.463,-300.178,7.914,1542.871,1507.793,1355.098,152.695,,35.078,2083.07,,420.815,420.815,,,,271.011,271.011,0.0,0.0,,,65.603,,,65.603,757.429,143.75,143.75,0.0,0.0,,301.51,,,,,,,301.51,445.26,1202.689,,2423.351,,,-27.68,-214.191,3.663,2185.143,,2185.143,3387.832,
03/31/2008,3398.059,372.194,372.194,0.0,755.516,755.516,,,24.98,,,,,154.447,,,,1307.137,561.168,878.61,-317.442,,1529.754,1497.405,1355.3,142.105,,32.349,2090.922,,411.062,411.062,,,,270.715,,,,,,0.0,,,0.0,740.25,143.75,,,,,304.08,,,,,,,304.08,447.83,1188.08,,2429.237,,,-31.78,-189.939,2.461,2209.979,,2209.979,3398.059,
06/30/2008,3490.494,304.791,304.791,,821.11,821.11,,,113.149,0.0,82.116,0.0,0.0,78.571,,,,1317.621,605.536,932.215,-326.679,,1567.337,1532.933,1380.249,152.684,,34.404,2172.873,,435.724,435.724,,,,270.098,,,,,,48.688,,,48.688,754.51,143.75,,,,,314.391,,,,,,,314.391,458.141,1212.651,,2456.603,,,-31.985,-149.421,2.646,2277.843,,2277.843,3490.494,
09/30/2008,3562.569092,266.428986,266.428986,0.0,958.93103,958.93103,,,97.827003,0.0,71.491997,0.0,0.0,59.595001,,,,1382.781982,640.078979,973.64502,-333.56601,0.0,1539.708008,1503.936035,1359.67395,144.262085,,35.771973,2179.786987,,459.989014,459.989014,,,,268.846985,268.846985,0.0,0.0,,,51.513977,,,51.513977,780.349976,143.75,143.75,0.0,0.0,,298.997009,,,,,,,298.997009,442.747009,1223.096985,0.0,2464.778076,,,-32.160999,-94.563004,1.418003,2339.472076,0.0,2339.472076,3562.569061,
12/31/2008,3558.159,437.901,437.901,,795.251,795.251,,,80.192,,54.379,,,72.063,,,,1385.407,635.456,965.526,-330.07,,1537.296,1503.817,1363.1,140.717,,33.479,2172.752,,400.253,400.253,,,,1.155,,,,,,50.39,,,50.39,451.798,122.275,,,,,301.712,,,,,,,301.712,423.987,875.785,,2803.838,,,-32.182,-86.326,-2.956,2682.374,0.0,2682.374,3558.159,
03/31/2009,3531.48,508.809,508.809,0.0,683.893,683.893,0.0,60.165,25.787,,,,,62.732,,,62.732,1341.386,654.438,998.468,-344.03,0.0,1535.656,1499.012,1363.201,135.811,,36.644,2190.094,,343.283,,,,343.283,1.956,0.0,,,,1.956,59.563,,,0.0,404.802,123.327,123.327,,,,311.349,,,,,,91.817,219.532,434.676,839.478,0.0,2806.937,0.002,2806.935,-35.317,-76.131,-3.623,2691.866,0.136,2692.002,3531.48,
06/30/2009,3599.502,524.356,524.356,0.0,723.711,723.711,0.0,49.007,27.967,,,,,60.851,,,60.851,1385.892,677.346,1007.416,-330.07,0.0,1536.264,1494.105,1363.2,130.905,,42.159,2213.61,,364.514,,,,364.514,0.002,0.0,,,,0.002,66.206,,,0.0,430.722,124.4,124.4,,,,310.902,,,,,,92.001,218.901,435.302,866.024,0.0,2811.848,0.002,2811.846,-35.569,-42.704,-0.45,2733.125,0.353,2733.478,3599.502,
09/30/2009,3634.105,584.038,584.038,0.0,663.277,663.277,0.0,62.353,31.92,,,,,61.372,,,61.372,1402.96,692.543,1022.613,-330.07,0.0,1538.602,1506.955,1375.902,131.053,,31.647,2231.145,,338.586,,,,338.586,0.037,0.0,,,,0.037,51.465,,,0.0,390.088,125.493,125.493,,,,294.782,,,,,,100.836,193.946,420.275,810.363,0.0,2836.053,0.002,2836.051,-35.708,20.731,1.793,2822.869,0.873,2823.742,3634.105,
12/31/2009,4116.954,699.629,699.629,0.0,688.26,688.26,0.0,61.239,33.451,,,,,100.213,0.0,,100.213,1582.792,854.437,1238.151,-383.714,0.0,1679.725,1634.38,1449.558,184.822,,45.345,2534.162,,422.034,173.301,0.0,,248.733,3.426,0.0,0.0,0.0,,3.426,70.228,0.0,0.0,0.0,495.688,126.608,126.608,0.0,0.0,,384.097,0.0,0.0,0.0,0.0,,167.575,216.522,510.705,1006.393,0.0,3065.583,0.002,3065.581,-35.738,75.836,3.502,3109.183,1.378,3110.561,4116.954,
03/31/2010,4049.152,659.824,659.824,0.0,672.586,672.586,0.0,56.674,33.176,,,,,83.224,,,83.224,1505.484,870.26,1273.725,-403.465,0.0,1673.408,1628.652,1449.658,178.994,,44.756,2543.668,,335.725,,,,335.725,0.364,0.0,,,,0.364,66.368,,,0.0,402.457,127.745,127.745,,,,380.916,,,,,,163.172,217.744,508.661,911.118,0.0,3069.791,0.002,3069.789,-39.695,99.58,6.624,3136.3,1.734,3138.034,4049.152,
06/30/2010,3960.302,519.818,519.818,0.0,671.792,671.792,0.0,127.984,40.69,,,,,65.089,,,65.089,1425.373,875.981,1290.15,-414.169,0.0,1658.948,1619.416,1449.531,169.885,,39.532,2534.929,,377.118,,,,377.118,0.301,0.0,0.0,0.0,,0.301,42.936,,,0.0,420.355,0.0,0.0,0.0,0.0,,373.229,,,,,,156.256,216.973,373.229,793.584,0.0,3068.17,0.002,3068.168,-39.901,132.566,3.812,3164.647,2.071,3166.718,3960.302,
09/30/2010,4130.962,441.247,441.247,0.0,787.58,787.58,0.0,266.032,46.445,,,,,79.958,,,79.958,1621.262,864.279,1272.066,-407.787,0.0,1645.421,1606.104,1449.603,156.501,,39.317,2509.7,,440.877,,,,440.877,0.262,0.0,0.0,0.0,,0.262,63.258,,,0.0,504.397,0.0,0.0,0.0,0.0,,388.49,,,,,,176.879,211.611,388.49,892.887,0.0,3073.957,0.002,3073.955,-39.994,195.346,5.775,3235.084,2.991,3238.075,4130.962,
12/31/2010,4341.212,539.221,539.221,0.0,766.387,766.387,0.0,,51.754,,,,,239.002,0.0,,239.002,1596.364,900.768,1328.793,-428.025,0.0,1844.08,1755.222,1561.155,194.067,63.201,25.657,2744.848,,415.947,222.881,0.0,,193.066,1.327,0.0,0.0,0.0,,1.327,83.121,0.0,0.0,0.0,500.395,0.0,0.0,0.0,0.0,,473.898,0.0,0.0,0.0,0.0,,212.2,261.698,473.898,974.293,0.0,3162.781,0.002,3162.779,-40.36,229.012,14.122,3365.555,1.364,3366.919,4341.212,
03/31/2011,4324.562,503.019,503.019,0.0,767.126,767.126,0.0,,53.091,,,,,239.088,,,239.088,1562.324,910.53,1362.419,-451.889,,1851.708,1753.479,1564.393,189.086,,98.229,2762.238,,394.849,,,,394.849,1.156,1.156,,,,,86.706,,,0.0,482.711,0.0,0.0,,,,482.073,,,,,,214.187,267.886,482.073,964.784,,3166.815,0.002,3166.813,-46.408,211.418,25.3,3357.125,2.653,3359.778,4324.562,
06/30/2011,4292.855,380.382,380.382,0.0,813.057,813.057,,,62.216,,,,,220.925,,,220.925,1476.58,938.567,1420.257,-481.69,,1877.708,1750.348,1563.871,186.477,,127.36,2816.275,,410.262,,,,410.262,1.215,0.0,,,,1.215,92.483,,,0.0,503.96,0.0,,,,,485.614,,,,,,211.07,274.544,485.614,989.574,,3173.252,0.002,3173.25,-141.001,243.219,23.117,3298.587,4.694,3303.281,4292.855,
