Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2017,14233.489,494.681,494.681,,824.527,824.527,,380.307,,,,,633.209,,32.872,21.474,611.735,2332.724,1565.407,,,,10335.358,8795.022,6391.819,2403.203,,1507.464,11900.765,,1358.98,1180.035,178.945,,567.313,0.0,,,,567.313,829.681,,,829.681,2755.974,6926.234,6926.234,,,,1115.299,,,,,654.635,460.664,8041.533,10797.507,,,,,0.0,,3435.982,3435.982,,3435.982,14233.489,
09/30/2017,13446.939,300.079,300.079,0.0,948.993,948.993,0.0,370.911,,,,,664.641,,32.303,26.919,637.722,2284.624,1602.968,,,0.0,9559.347,8041.845,5715.885,2325.96,,1485.199,11162.315,,1315.82,1150.748,165.072,,588.342,0.0,,,,588.342,814.161,,,814.161,2718.323,7046.678,7046.678,,,,1036.189,,,,,602.015,434.174,8082.867,10801.19,0.0,,,,0.0,,2645.749,2645.749,,2645.749,13446.939,
12/31/2017,15159.208,1057.418,1057.418,0.0,922.528,922.528,0.0,319.545,156.336,33.588,129.621,0.0,765.026,0.0,41.546,94.168,670.858,3064.517,1627.917,3804.378,-2176.461,0.0,10466.774,7997.275,5723.815,2273.46,,2427.953,12094.691,,1296.688,1240.753,55.935,0.0,599.114,0.0,,,,599.114,1780.875,0.0,0.0,1780.875,3676.677,7777.445,7749.746,27.699,27.699,,993.238,0.0,0.0,0.0,0.0,491.46,501.778,8770.683,12447.36,0.0,2697.198,20.344,2676.854,0.0,-1032.372,340.169,2004.995,706.853,2711.848,15159.208,
03/31/2018,14704.907,569.62,569.62,0.0,953.342,953.342,0.0,320.512,,,,,801.231,,42.579,83.483,717.748,2644.705,1614.766,,,0.0,10445.436,7960.235,5739.554,2220.681,,2442.622,12060.202,,1288.421,1192.75,95.671,,44.448,44.448,,,,0.0,1637.742,,,1637.742,2970.611,8049.791,8049.791,,,,987.97,,,,,462.386,525.584,9037.761,12008.372,0.0,2669.534,20.356,2649.178,0.0,-1090.507,372.785,1951.812,744.723,2696.535,14704.907,
06/30/2018,14277.674,568.197,568.197,0.0,869.851,869.851,0.0,324.684,,,,,773.807,,37.81,49.544,724.263,2536.539,1580.211,,,0.0,10160.924,7853.028,5700.992,2152.036,,2270.086,11741.135,,1270.487,1131.717,138.77,,28.4,28.4,,,,0.0,1217.519,,,1217.519,2516.406,8069.984,8069.984,,,,975.011,,,,,471.073,503.938,9044.995,11561.401,0.0,,,,0.0,,2716.273,2716.273,,2716.273,14277.674,
09/30/2018,13982.979,447.55,447.55,0.0,821.764,821.764,0.0,332.921,,,,,775.509,,37.706,50.298,725.211,2377.744,1575.132,,,0.0,10030.103,7785.603,5697.03,2088.573,,2206.794,11605.235,,1122.828,1040.701,82.127,,29.957,29.957,,,,0.0,1161.113,,,1161.113,2313.898,7987.583,7987.583,,,,970.21,,,,,493.605,476.605,8957.793,11271.691,0.0,,,,0.0,,2711.288,2711.288,,2711.288,13982.979,
12/31/2018,13648.502,250.669,250.669,0.0,918.159,918.159,0.0,282.698,140.143,32.835,109.72,0.0,835.17,0.0,38.117,39.075,796.095,2286.696,1589.775,3794.816,-2205.041,0.0,9772.031,7624.95,5580.227,2044.723,,2108.964,11361.806,,1150.58,1142.371,8.209,0.0,34.822,34.822,,,,0.0,816.722,0.0,0.0,816.722,2002.124,7977.267,7947.163,30.104,30.104,,917.182,0.0,0.0,0.0,0.0,446.083,471.099,8894.449,10896.573,0.0,2554.555,20.421,2534.134,0.0,-1008.193,261.537,1807.899,944.03,2751.929,13648.502,
03/31/2019,13847.756,290.359,290.359,0.0,934.219,934.219,0.0,294.791,,,,,809.727,,34.405,35.911,773.816,2329.096,1872.185,,,0.0,9646.475,7559.248,5563.63,1995.618,,2052.822,11518.66,,1120.682,1083.965,36.717,,1348.897,67.969,,,,1280.928,916.564,,,916.564,3386.143,6991.678,6655.02,336.658,,336.658,844.973,,,,,439.828,405.145,7836.651,11222.794,0.0,,,,,,2624.962,2624.962,,2624.962,13847.756,
06/30/2019,13836.857,400.928,400.928,0.0,948.52,948.52,0.0,264.911,,,,,791.121,,37.738,45.576,745.545,2405.48,1850.629,,,0.0,9580.748,7512.873,5572.217,1940.656,,2030.137,11431.377,,1137.887,1063.886,74.001,,884.95,55.349,,,,829.601,867.639,,,867.639,2890.476,7478.0,7152.523,325.477,,325.477,862.241,,,,,450.003,412.238,8340.241,11230.717,0.0,,,,,,2606.14,2606.14,,2606.14,13836.857,
09/30/2019,13600.255,542.425,542.425,0.0,899.665,899.665,0.0,253.949,,,,,741.686,,33.819,49.214,692.472,2437.725,1781.248,,,0.0,9381.282,7408.126,5535.003,1873.123,,1939.337,11162.53,,1122.689,1069.275,53.414,,448.418,0.74,,,,447.678,790.326,,,790.326,2361.433,7780.621,7468.948,311.673,,311.673,841.158,,,,,440.903,400.255,8621.779,10983.212,0.0,,,,,,2617.043,2617.043,,2617.043,13600.255,
12/31/2019,13644.59,662.934,662.934,0.0,1006.127,1006.127,0.0,161.79,86.877,11.663,96.895,-33.645,803.186,0.0,27.108,,803.186,2634.037,1795.533,3965.085,-2169.552,0.0,9215.02,7287.496,5451.494,1836.002,,1900.416,11010.553,,1120.922,1120.922,,0.0,524.521,3.193,59.173,8.731,50.442,462.155,822.908,0.0,0.0,822.908,2468.351,7947.225,7600.169,347.056,36.335,310.721,744.036,0.0,0.0,0.0,0.0,366.822,377.214,8691.261,11159.612,0.0,2415.975,20.443,2395.532,0.0,-1020.238,262.525,1658.262,826.716,2484.978,13644.59,
03/31/2020,13520.385,1457.524,1457.524,0.0,630.695,630.695,0.0,181.959,,,,,775.367,,,,775.367,3045.545,1743.189,,,0.0,8731.651,6904.312,5131.178,1773.134,,1827.339,10474.84,,897.328,897.328,,,491.005,113.088,,,,377.917,842.833,,,842.833,2231.166,8453.834,8136.08,317.754,,317.754,727.013,,,,,339.314,387.699,9180.847,11412.013,0.0,,,,,,2108.372,2108.372,,2108.372,13520.385,
06/30/2020,13493.284,1346.741,1346.741,0.0,860.351,860.351,0.0,173.022,,,,,757.57,,,,757.57,3137.684,1691.098,,,0.0,8664.502,6873.256,5150.931,1722.325,,1791.246,10355.6,,1103.975,1103.975,,,437.627,79.291,,,,358.336,939.44,,,939.44,2481.042,8507.68,8198.124,309.556,,309.556,710.434,,,,,331.919,378.515,9218.114,11699.156,0.0,,,,,,1794.128,1794.128,,1794.128,13493.284,
