Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2009,2821.526,15.695,15.695,0.0,67.021,67.021,0.0,0.0,0.0,0.0,0.0,0.0,96.207,30.727,,,81.002,178.923,2528.172,2996.419,-468.247,0.0,114.431,36.909,,36.909,,46.795,2642.603,,132.736,12.01,,,120.726,2.81,2.81,,,,0.0,106.687,,16.559,591.029,42.997,242.233,645.747,645.747,,,,620.846,,,,,13.258,1266.593,1508.826,0,1023.629,0.086,1023.543,-0.417,289.488,,1312.7,0,1312.7,2821.526,
12/31/2009,3171.085,3.234,3.234,0.0,69.199,69.199,0.0,0.0,0.0,0.0,0.0,0.0,144.825,23.614,,,114.232,217.258,2856.289,3373.71,-517.421,0.0,97.538,36.522,0.0,36.522,,37.402,2953.827,,179.725,15.443,0.0,0.0,164.282,3.415,3.415,0.0,0.0,,0.0,153.874,0.0,29.337,603.286,60.386,337.014,845.836,845.836,0.0,0.0,,652.807,0.0,0.0,0.0,0.0,20.184,1498.643,1835.657,0,1029.478,0.086,1029.392,-0.417,306.367,0.0,1335.428,0,1335.428,3171.085,
03/31/2010,3280.533,6.988,6.988,0.0,94.886,94.886,0.0,0.0,0.0,0.0,0.0,0.0,123.942,26.979,,,96.548,225.816,2951.736,3524.298,-572.562,0.0,102.981,36.135,,36.135,,39.867,3054.717,,198.242,5.702,,,192.54,0.0,0.0,,,,0.0,168.324,,21.148,616.649,73.826,366.566,625.928,625.928,,,,657.002,,,,,19.205,1282.93,1649.496,0,1257.766,0.092,1257.674,-0.636,373.907,,1631.037,0,1631.037,3280.533,
06/30/2010,3444.253,0.383,0.383,0.0,88.029,88.029,0.0,0.0,0.0,0.0,0.0,0.0,132.24,62.164,,,99.831,220.652,3083.702,3713.957,-630.255,0.0,139.899,35.748,,35.748,,41.987,3223.601,,196.701,5.982,,,190.719,37.992,37.992,,,,0.0,112.955,,5.678,664.222,61.16,347.648,644.023,644.023,,,,690.235,,,,,20.335,1334.258,1681.906,0,1265.271,0.092,1265.179,-1.002,498.078,,1762.347,0,1762.347,3444.253,
09/30/2010,3541.675,0.357,0.357,0.0,99.402,99.402,0.0,0.0,0.0,0.0,0.0,0.0,138.917,20.105,,,113.027,238.676,3195.898,3888.82,-692.922,0.0,107.101,35.36,,35.36,,51.636,3302.999,,181.133,7.133,,,174.0,38.551,38.551,,,,0.0,130.461,,15.713,677.573,62.572,350.145,688.62,688.62,,,,714.288,,,,,21.002,1402.908,1753.053,0,1270.979,0.092,1270.887,-1.21,518.853,,1788.622,0,1788.622,3541.675,
12/31/2010,5368.494,0.384,0.384,0.0,136.471,136.471,0.0,0.0,0.0,0.0,0.0,0.0,193.778,2.233,,,144.207,330.633,4913.787,5644.296,-730.509,0.0,124.074,34.973,0.0,34.973,,86.868,5037.861,,255.022,39.943,0.0,0.0,215.079,12.314,12.314,0.0,0.0,,0.0,239.653,0.0,51.647,720.889,84.472,506.989,1668.521,1668.521,0.0,0.0,,809.11,0.0,0.0,0.0,0.0,36.574,2477.631,2984.62,0,1874.752,0.103,1874.649,-1.615,510.737,0.0,2383.874,0,2383.874,5368.494,
03/31/2011,5742.471,0.908,0.908,0.0,182.55,182.55,0.0,0.0,0.0,0.0,0.0,0.0,235.807,0.0,,,158.85,419.265,5193.536,5977.914,-784.378,0.0,129.67,34.586,,34.586,,95.084,5323.206,,252.64,5.639,,,247.001,44.069,44.069,,,,0.0,392.301,,150.956,758.229,116.075,689.01,1655.407,1655.407,,,,946.243,,,,,37.058,2601.65,3290.66,0,1901.452,0.103,1901.349,-2.953,553.312,,2451.811,0,2451.811,5742.471,
06/30/2011,6036.143,0.397,0.397,0.0,216.128,216.128,0.0,0.0,0.0,0.0,0.0,0.0,222.027,0.512,,,188.107,438.552,5449.287,6330.894,-881.607,0.0,148.304,34.199,,34.199,,113.593,5597.591,,307.799,11.118,,,296.681,30.357,26.783,,,,3.574,298.953,,83.618,845.702,100.984,637.109,1735.926,1735.926,,,,968.747,,,,,39.427,2704.673,3341.782,0,1912.202,0.104,1912.098,-3.335,785.494,,2694.361,0,2694.361,6036.143,
09/30/2011,6522.786,0.174,0.174,0.0,216.832,216.832,0.0,0.0,0.0,0.0,0.0,0.0,330.09,90.752,,,184.419,547.096,5745.617,6740.878,-995.261,0.0,230.073,33.811,,33.811,,105.51,5975.69,,297.932,6.781,,,291.151,56.892,53.424,,,,3.468,306.862,,0.0,972.346,108.776,661.686,1789.532,1789.532,,,,1013.929,,,,,41.583,2803.461,3465.147,0,1919.501,0.104,1919.397,-3.561,1141.699,,3057.639,0,3057.639,6522.786,
12/31/2011,6849.576,0.342,0.342,0.0,213.921,213.921,0.0,0.0,0.0,0.0,0.0,0.0,196.76,7.944,,,166.269,411.023,6290.118,7406.663,-1116.545,0.0,148.435,33.425,0.0,33.425,,107.066,6438.553,,369.85,23.198,0.0,52.733,293.919,39.241,39.241,0.0,0.0,,,292.386,0.0,32.254,1002.295,90.107,701.477,2080.141,2080.141,0.0,0.0,,1087.219,0.0,0.0,0.0,0.0,52.67,3167.36,3868.837,0,1925.861,0.104,1925.757,-3.996,1058.874,0.0,2980.739,0,2980.739,6849.576,
03/31/2012,7346.609,0.606,0.606,0.0,222.253,222.253,0.0,0.0,0.0,0.0,0.0,0.0,251.632,0.014,,,204.053,474.491,6746.769,7996.728,-1249.959,0.0,125.349,33.038,,33.038,,92.297,6872.118,,371.704,11.48,,,360.224,70.158,70.158,,,,0.0,425.949,,88.066,1026.869,131.207,867.811,2281.752,2281.752,,,,1171.323,,,,,56.388,3453.075,4320.886,0,1941.766,0.104,1941.662,-6.034,1089.991,,3025.723,0,3025.723,7346.609,
06/30/2012,7758.309,0.71,0.71,0.0,167.138,167.138,0.0,0.0,0.0,0.0,0.0,0.0,347.22,63.029,,,220.497,515.068,6991.379,8379.559,-1388.18,0.0,251.862,32.651,,32.651,,156.182,7243.241,,348.962,29.361,,,319.601,33.528,33.528,,,,0.0,316.595,,0.0,1120.593,137.711,699.085,2523.366,2523.366,,,,1180.293,,,,,59.7,3703.659,4402.744,0,1952.839,0.104,1952.735,-6.562,1409.288,,3355.565,0,3355.565,7758.309,
09/30/2012,8933.017,0.291,0.291,0.0,212.037,212.037,0.0,0.0,0.0,0.0,0.0,0.0,284.54,6.56,,,248.747,496.868,8280.312,9822.368,-1542.056,0.0,155.837,32.263,,32.263,,117.014,8436.149,,358.451,18.206,,,340.245,40.524,40.524,,,,0.0,301.193,,2.141,1148.383,145.388,700.168,3600.983,3600.983,,,,1249.428,,,,,98.904,4850.411,5550.579,0,1973.879,0.105,1973.774,-6.717,1415.276,,3382.438,0,3382.438,8933.017,
12/31/2012,8589.437,2.88,2.88,0.0,198.053,198.053,,0.0,0.0,0.0,0.0,0.0,257.949,2.769,,,222.007,458.882,7993.424,9558.74,-1565.316,0.0,137.131,30.076,0.0,30.076,,104.286,8130.555,,447.367,31.144,,64.304,351.919,24.275,24.275,0.0,0.0,,,268.444,0.0,12.049,1186.621,96.221,740.086,3101.103,3101.103,0.0,0.0,,1282.052,0.0,0.0,0.0,0.0,83.382,4383.155,5123.241,0,1982.819,0.105,1982.714,-7.186,1490.563,0.0,3466.196,0,3466.196,8589.437,
03/31/2013,8863.398,0.974,0.974,0.0,195.524,195.524,0.0,0.0,0.0,0.0,0.0,0.0,249.904,2.908,,,226.283,446.402,8282.035,10011.434,-1729.399,0.0,134.961,29.711,,29.711,,102.342,8416.996,,379.309,7.333,,,371.976,39.0,39.0,,,,0.0,351.479,,16.035,1220.44,184.061,769.788,3264.626,3264.626,,,,1323.501,,,,,87.026,4588.127,5357.915,0,1994.922,0.105,1994.817,-10.095,1520.656,,3505.483,0,3505.483,8863.398,
06/30/2013,9243.404,0.047,0.047,0.0,224.228,224.228,0.0,0.0,0.0,0.0,0.0,0.0,315.155,17.955,,,297.796,539.43,8548.822,10528.388,-1979.566,0.0,155.152,29.345,,29.345,,107.852,8703.974,,461.886,19.982,,,441.904,59.019,59.019,,,,0.0,322.204,,0.334,1248.508,153.821,843.109,3457.77,3457.77,,,,1343.259,,,,,94.417,4801.029,5644.138,0,2004.405,0.105,2004.3,-10.495,1605.356,,3599.266,0,3599.266,9243.404,
09/30/2013,9530.701,0.022,0.022,0.0,277.045,277.045,0.0,0.0,0.0,0.0,0.0,0.0,330.645,0.0,,,296.623,607.712,8787.91,10963.951,-2176.041,0.0,135.079,28.98,,28.98,,106.099,8922.989,,360.741,36.813,,,323.928,69.444,69.444,,,,0.0,444.099,,24.049,1302.249,178.727,874.284,3588.65,3588.65,,,,1423.054,,,,,96.756,5011.704,5885.988,0,2019.645,0.105,2019.54,-10.709,1635.777,,3644.713,0,3644.713,9530.701,
12/31/2013,9591.164,0.021,0.021,0.0,223.79,223.79,0.0,0.0,0.0,0.0,0.0,0.0,297.064,0.966,,,266.405,520.875,8946.048,11330.156,-2384.108,0.0,124.241,28.615,0.0,28.615,,94.66,9070.289,,402.232,13.936,0.0,70.0,318.296,36.718,36.718,0.0,0.0,,0.0,317.918,0.0,14.088,1334.653,86.6,756.868,3630.421,3630.421,0.0,0.0,,1445.926,0.0,0.0,0.0,0.0,97.185,5076.347,5833.215,0,2027.267,0.105,2027.162,-10.884,1741.566,0.0,3757.949,0,3757.949,9591.164,
03/31/2014,9978.168,0.021,0.021,0.0,266.489,266.489,0.0,0.0,0.0,0.0,0.0,0.0,308.921,0.269,,,267.524,575.431,9283.661,11884.574,-2600.913,0.0,119.076,28.25,,28.25,,90.557,9402.737,,406.967,34.071,,,372.896,90.285,90.285,,,,0.0,441.352,,17.814,1386.577,171.236,938.604,3674.434,3674.434,,,,1503.943,,,,,99.552,5178.377,6116.981,0,2042.946,0.105,2042.841,-14.632,1832.873,,3861.187,0,3861.187,9978.168,
06/30/2014,10755.663,365.488,365.488,0.0,273.789,273.789,0.0,0.0,0.0,0.0,0.0,0.0,414.637,0.0,,,338.548,1053.914,9564.012,12397.169,-2833.157,0.0,137.737,27.884,,27.884,,109.853,9701.749,,461.411,50.685,,,410.726,0.0,0.0,,,,0.0,521.886,,63.185,1415.624,164.119,983.297,3379.138,3379.138,,,,1577.894,,,,,99.085,4957.032,5940.329,0,2986.218,0.113,2986.105,-15.526,1844.642,,4815.334,0,4815.334,10755.663,
09/30/2014,11038.095,98.864,98.864,0.0,256.214,256.214,0.0,0.0,0.0,0.0,0.0,0.0,415.963,45.016,,,374.104,771.041,10065.668,13165.714,-3100.046,0.0,201.386,27.519,,27.519,,128.851,10267.054,,526.779,33.499,,,493.28,0.0,0.0,,,,0.0,364.563,,0.0,1521.582,170.239,891.342,3378.483,3378.483,,,,1624.492,,,,,102.91,5002.975,5894.317,0,3010.637,0.113,3010.524,-16.704,2149.845,,5143.778,0,5143.778,11038.095,
12/31/2014,11751.78,0.021,0.021,0.0,250.6,250.6,0.0,0.0,0.0,0.0,0.0,0.0,937.775,262.349,,,447.424,1188.396,10206.014,13996.967,-3790.953,0.0,357.37,27.154,0.0,27.154,29.5,38.367,10563.384,,807.944,20.38,0.0,69.264,718.3,92.541,92.541,0.0,0.0,,0.0,364.142,0.0,0.0,1600.751,126.044,1264.627,3469.137,3469.137,0.0,0.0,,1737.228,0.0,0.0,0.0,0.0,136.477,5206.365,6470.992,0,3027.525,0.113,3027.412,-26.478,2279.741,0.0,5280.788,0,5280.788,11751.78,
03/31/2015,12207.146,0.021,0.021,0.0,219.486,219.486,0.0,0.0,0.0,0.0,0.0,0.0,934.769,205.25,,,438.966,1154.276,10688.585,14741.784,-4053.199,0.0,364.285,26.789,,26.789,,132.246,11052.87,,689.495,23.573,,,665.922,19.002,19.002,,,,0.0,516.28,,0.168,1423.273,188.84,1224.777,3377.147,3377.147,,,,1562.873,,,,,139.432,4940.02,6164.797,0,3784.725,0.12,3784.605,-29.629,2287.253,0.0,6042.349,0,6042.349,12207.146,
06/30/2015,12153.976,0.28,0.28,0.0,251.497,251.497,0.0,0.0,0.0,0.0,0.0,0.0,649.915,93.843,,,298.555,901.692,10976.436,15329.451,-4353.015,0.0,275.848,26.424,,26.424,,155.581,11252.284,,517.319,44.895,,,472.424,82.17,82.17,,,,0.0,499.64,,3.97,1389.702,181.317,1099.129,3582.465,3582.465,,,,1534.235,,,,,140.563,5116.7,6215.829,0,3802.258,0.121,3802.137,-30.881,2166.77,0.0,5938.147,0,5938.147,12153.976,
09/30/2015,12527.562,0.02,0.02,0.0,229.756,229.756,0.0,0.0,0.0,0.0,0.0,0.0,840.905,108.894,,,259.469,1070.681,11162.275,15843.381,-4681.106,0.0,294.606,26.059,,26.059,,159.653,11456.881,,330.132,26.801,,,303.331,109.741,109.741,,,,0.0,588.781,,0.0,1409.684,205.417,1028.654,3822.274,3822.274,,,,1542.852,,,,,133.168,5365.126,6393.78,0,3818.794,0.121,3818.673,-31.441,2346.429,,6133.782,0,6133.782,12527.562,
12/31/2015,12641.876,228.55,228.55,0.0,203.972,203.972,0.0,0.0,0.0,0.0,0.0,0.0,882.028,167.038,,,229.53,1314.55,10976.947,16024.757,-5047.81,0.0,350.379,25.693,0.0,25.693,98.9,58.748,11327.326,,310.648,13.2,0.0,68.925,228.523,0.0,0.0,0.0,0.0,,0.0,285.772,0.0,0.0,1630.373,115.985,596.42,3332.188,3332.188,0.0,0.0,,1770.717,0.0,0.0,0.0,0.0,140.344,5102.905,5699.325,0,4628.519,0.129,4628.39,-31.609,2345.641,0.0,6942.551,0,6942.551,12641.876,
03/31/2016,11286.521,466.821,466.821,0.0,191.698,191.698,0.0,0.0,0.0,0.0,0.0,0.0,730.048,114.072,,,202.279,1388.567,9569.89,16399.96,-6830.07,0.0,328.064,25.328,,25.328,,188.664,9897.954,,287.986,20.751,,,267.235,0.0,0.0,,,,0.0,316.962,,0.393,1046.796,193.624,604.948,3332.854,3332.854,,,,1189.947,,,,,142.758,4522.801,5127.749,0,4874.678,0.132,4874.546,-41.067,1325.161,0.0,6158.772,0,6158.772,11286.521,
06/30/2016,10901.617,481.23,481.23,0.0,200.234,200.234,0.0,0.0,0.0,0.0,0.0,0.0,430.526,0.0,,,199.747,1111.99,9566.444,16674.296,-7107.852,0.0,223.183,24.963,,24.963,,198.22,9789.627,,299.534,20.172,,,279.362,0.0,0.0,,,,0.0,276.056,,54.362,890.324,166.44,575.59,3333.532,3333.532,,,,1088.789,,,,,144.103,4422.321,4997.911,0,4887.552,0.132,4887.42,-43.322,1059.476,0.0,5903.706,0,5903.706,10901.617,
09/30/2016,11570.634,1158.939,1158.939,0.0,202.865,202.865,0.0,0.0,0.0,0.0,0.0,0.0,357.006,0.0,,,237.831,1718.81,9547.031,16950.536,-7403.505,0.0,304.793,24.597,,24.597,,280.196,9851.824,,348.582,22.398,,,326.184,0.0,0.0,,,,0.0,224.066,,53.84,862.766,109.114,572.648,2740.847,2740.847,,,,1062.556,,,,,145.95,3803.403,4376.051,0,6229.729,0.143,6229.586,-43.476,1008.33,,7194.583,0,7194.583,11570.634,
12/31/2016,12119.0,53.0,53.0,0.0,220.0,220.0,0.0,16.0,,,,,273.0,0.0,,,269.0,562.0,11086.0,18476.0,-7390.0,0.0,471.0,24.0,0.0,24.0,,447.0,11557.0,,419.0,28.0,0.0,32.0,359.0,0.0,0.0,0.0,0.0,,0.0,334.0,0.0,96.0,766.0,120.0,753.0,2741.0,2741.0,0.0,0.0,,1002.0,0.0,0.0,0.0,0.0,140.0,3743.0,4496.0,0,6783.0,0.146489,6782.853511,-44.0,884.0,0.0,7623.0,0,7623.0,12119.0,
03/31/2017,13319.0,771.0,771.0,0.0,239.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,42.0,,,288.0,1353.0,11829.0,19496.0,-7667.0,0.0,137.0,24.0,,24.0,,71.0,11966.0,,480.0,35.0,,,445.0,0.0,0.0,,,,0.0,300.0,,3.0,1122.0,151.0,780.0,2741.0,2741.0,,,,1266.0,,,,,141.0,4007.0,4787.0,0,7061.0,0.0,7061.0,-63.0,1534.0,0.0,8532.0,0,8532.0,13319.0,
06/30/2017,13591.0,662.0,662.0,0.0,227.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,90.0,,,280.0,1304.0,12040.0,19944.0,-7904.0,0.0,247.0,24.0,,24.0,,133.0,12287.0,,472.0,26.0,,,446.0,0.0,0.0,,,,0.0,294.0,,0.0,1212.0,165.0,766.0,2741.0,2741.0,,,,1355.0,,,,,143.0,4096.0,4862.0,0,7108.0,0.149315,7107.850685,-65.0,1686.0,0.0,8729.0,0,8729.0,13591.0,
09/30/2017,13482.0,0.0,0.0,0.0,271.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,28.0,,,260.0,535.0,12819.0,20986.0,-8167.0,0.0,128.0,24.0,,24.0,,76.0,12947.0,,417.0,36.0,,,381.0,68.0,68.0,,,,0.0,325.0,,6.0,1150.0,153.0,810.0,2738.0,2738.0,,,,1303.0,,,,,147.0,4041.0,4851.0,0,7125.0,0.149298,7124.850702,-67.0,1573.0,,8631.0,0,8631.0,13482.0,
12/31/2017,13732.0,0.0,0.0,0.0,331.0,331.0,0.0,14.0,,,,,247.0,0.0,,,247.0,592.0,13041.0,21501.0,-8460.0,0.0,99.0,26.0,0.0,26.0,,73.0,13140.0,,409.0,43.0,0.0,36.0,330.0,116.0,116.0,0.0,0.0,,0.0,640.0,0.0,102.0,687.0,180.0,1165.0,2691.0,2691.0,0.0,0.0,,961.0,0.0,0.0,0.0,0.0,172.0,3652.0,4817.0,0,7142.0,0.149325,7141.850675,-67.0,1840.0,0.0,8915.0,0,8915.0,13732.0,
03/31/2018,14381.0,0.0,0.0,0.0,392.0,392.0,0.0,11.0,,,,,316.0,2.0,,,293.0,719.0,13611.0,22269.0,-8658.0,0.0,51.0,22.0,,22.0,,27.0,13662.0,,340.0,33.0,,,307.0,72.0,72.0,,,,0.0,697.0,,79.0,941.0,264.0,1109.0,2370.0,2370.0,,,,1164.0,,,,,144.0,3534.0,4643.0,0,7159.0,0.0,7159.0,-96.0,2675.0,,9738.0,0,9738.0,14381.0,
06/30/2018,14793.0,55.0,55.0,0.0,410.0,410.0,0.0,17.0,,,,,468.0,0.0,,,295.0,950.0,13791.0,22753.0,-8962.0,0.0,52.0,21.0,,21.0,,31.0,13843.0,,405.0,51.0,,,354.0,0.0,0.0,,,,0.0,841.0,,168.0,981.0,257.0,1246.0,2371.0,2371.0,,,,1285.0,,,,,136.0,3656.0,4902.0,0,7177.0,0.150195,7176.849805,-98.0,2812.0,,9891.0,0,9891.0,14793.0,
09/30/2018,25210.0,24.0,24.0,0.0,520.0,520.0,0.0,36.0,,,,,448.0,0.0,,,448.0,1028.0,21895.0,31257.0,-9362.0,0.0,2287.0,2266.0,2246.0,20.0,,21.0,24182.0,,592.0,44.0,,,548.0,87.0,87.0,,,,0.0,1197.0,,363.0,1431.0,367.0,1876.0,4143.0,4143.0,,,,1959.0,,,,,165.0,6102.0,7978.0,0,14749.0,0.201268,14748.798732,-130.0,2613.0,,17232.0,0,17232.0,25210.0,
12/31/2018,26294.0,0.0,0.0,0.0,466.0,466.0,0.0,35.0,,,,,908.0,211.0,,,424.0,1409.0,22313.0,32014.0,-9701.0,0.0,2572.0,2243.0,2224.0,19.0,,118.0,24885.0,,694.0,50.0,0.0,70.0,574.0,159.0,159.0,0.0,0.0,,0.0,503.0,0.0,0.0,1808.0,250.0,1356.0,4194.0,4194.0,0.0,0.0,,1976.0,0.0,0.0,0.0,0.0,168.0,6170.0,7526.0,0,14773.0,0.201289,14772.798711,-131.0,4126.0,0.0,18768.0,0,18768.0,26294.0,
03/31/2019,26168.0,0.0,0.0,0.0,530.0,530.0,0.0,34.0,,,,,463.0,2.0,,,462.0,1027.0,22789.0,32927.0,-10138.0,0.0,2352.0,2247.0,2229.0,18.0,,103.0,25141.0,,666.0,61.0,,,605.0,118.0,105.0,13.0,6.0,7.0,0.0,876.0,,75.0,1612.0,326.0,1660.0,4590.0,4567.0,23.0,10.0,13.0,1859.0,,,,,172.0,6449.0,8109.0,0,14797.0,0.0,14797.0,-144.0,3406.0,0.0,18059.0,0,18059.0,26168.0,
06/30/2019,25478.0,0.0,0.0,0.0,460.0,460.0,0.0,33.0,,,,,367.0,29.0,,,355.0,860.0,22233.0,33712.0,-11479.0,0.0,2385.0,2240.0,2222.0,18.0,,116.0,24618.0,,561.0,55.0,,,506.0,156.0,143.0,13.0,6.0,7.0,0.0,686.0,,12.0,1561.0,305.0,1403.0,4372.0,4350.0,22.0,10.0,12.0,1744.0,,,,,171.0,6116.0,7519.0,0,14820.0,0.201765,14819.798235,-145.0,3284.0,0.0,17959.0,0,17959.0,25478.0,
