Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2015,525.0,-9.0,419.0,156.0,,,156.0,-41.0,,-41.0,,0.0,0.0,-498.0,-492.0,7.0,7.0,0.0,-499.0,-499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-142.0,-58.0,-85.0,,,0.0,0.0,0.0,1.0,-1.0,-116.0,29.0,274.0,
09/30/2015,1255.0,-264.0,432.0,1039.0,,,1039.0,48.0,,48.0,,0.0,0.0,458.0,-381.0,8.0,8.0,0.0,-389.0,-389.0,0.0,0.0,0.0,0.0,842.0,842.0,0.0,0.0,-3.0,-531.0,-23.0,-492.0,,,0.0,0.0,0.0,-16.0,-5.0,1177.0,84.0,86.0,
12/31/2015,698.0,-2622.0,499.0,2780.0,,,2780.0,41.0,,41.0,,0.0,0.0,758.0,-295.0,16.0,16.0,0.0,-311.0,-311.0,0.0,0.0,0.0,0.0,1060.0,1060.0,0.0,0.0,-7.0,-2319.0,-21.0,-2374.0,,,0.0,0.0,0.0,76.0,-1.0,-864.0,8.0,242.0,
03/31/2016,451.0,-83.0,385.0,180.0,,,180.0,-31.0,,-31.0,,0.0,0.0,341.0,-266.0,4.0,4.0,0.0,-270.0,-270.0,0.0,0.0,0.0,0.0,610.0,610.0,0.0,0.0,-3.0,-927.0,-22.0,-850.0,,,0.0,0.0,0.0,-55.0,3.0,-132.0,118.0,67.0,
06/30/2016,527.0,138.0,382.0,174.0,,,174.0,-167.0,,,,-167.0,0.0,-272.0,-247.0,6.0,6.0,0.0,-253.0,-253.0,0.0,0.0,0.0,,-22.0,-22.0,0.0,0.0,-3.0,-137.0,-21.0,-127.0,,,0.0,0.0,0.0,11.0,0.0,118.0,128.0,201.0,
09/30/2016,951.0,175.0,389.0,459.0,,,459.0,-72.0,,,,-72.0,0.0,-193.0,-191.0,86.0,86.0,0.0,-277.0,-277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-552.0,-21.0,-465.0,,,0.0,0.0,0.0,-66.0,1.0,207.0,56.0,45.0,
12/31/2016,711.0,425.0,418.0,-87.0,,,-87.0,-45.0,,,,-45.0,0.0,-288.0,-287.0,39.0,39.0,0.0,-326.0,-326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-681.0,-22.0,-615.0,,,0.0,0.0,0.0,-44.0,-1.0,-259.0,185.0,200.0,
03/31/2017,495.0,679.0,414.0,-402.0,,,-402.0,-196.0,,,,-196.0,0.0,-331.0,-327.0,7.0,7.0,0.0,-334.0,-334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-278.0,-31.0,-180.0,,,0.0,0.0,0.0,-67.0,2.0,-112.0,119.0,35.0,
06/30/2017,448.0,1084.0,409.0,-863.0,,,-863.0,-182.0,,,,-182.0,0.0,556.0,-400.0,5.0,5.0,0.0,-405.0,-405.0,0.0,0.0,0.0,0.0,960.0,960.0,0.0,0.0,-4.0,-355.0,-32.0,-305.0,,,0.0,0.0,0.0,-18.0,0.0,649.0,-274.0,188.0,
09/30/2017,532.0,-11.0,390.0,249.0,,,249.0,-96.0,,,,-96.0,0.0,-306.0,-306.0,1.0,1.0,0.0,-307.0,-307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1127.0,-31.0,-1023.0,,,0.0,0.0,0.0,-73.0,0.0,-901.0,-314.0,47.0,
12/31/2017,590.0,-314.0,434.0,724.0,,,724.0,-254.0,,,,-254.0,0.0,-256.0,-335.0,15.0,15.0,0.0,-350.0,-350.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,49.0,-126.0,-31.0,-25.0,,,0.0,0.0,0.0,-70.0,1.0,209.0,-180.0,155.0,
03/31/2018,507.0,158.0,325.0,200.0,,,200.0,-176.0,,,,-176.0,0.0,-284.0,-324.0,2.0,2.0,0.0,-326.0,-326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-72.0,-31.0,-23.0,,,0.0,0.0,0.0,-18.0,-1.0,150.0,-201.0,28.0,
06/30/2018,141.0,-94.0,328.0,101.0,,,101.0,-194.0,,,,-194.0,0.0,-347.0,-308.0,5.0,5.0,0.0,-313.0,-313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-92.0,-32.0,-8.0,,,0.0,0.0,0.0,-52.0,-1.0,-299.0,-116.0,155.0,
09/30/2018,706.0,-412.0,363.0,613.0,-1.0,,614.0,142.0,5.0,13.0,154.0,-30.0,0.0,-386.0,-386.0,1.0,1.0,0.0,-387.0,-387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-704.0,-31.0,-649.0,,,0.0,0.0,0.0,-24.0,-4.0,-388.0,-105.0,29.0,
12/31/2018,411.0,-1197.0,441.0,1137.0,,,1137.0,30.0,,,,30.0,0.0,-477.0,-312.0,62.0,62.0,0.0,-374.0,-374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-165.0,-57.0,-31.0,-7.0,,,0.0,0.0,0.0,-19.0,-3.0,-126.0,24.0,138.0,
03/31/2019,520.0,111.0,435.0,240.0,12.0,,228.0,-266.0,11.0,-6.0,-123.0,-148.0,0.0,422.0,-371.0,3.0,3.0,0.0,-374.0,-374.0,0.0,0.0,0.0,0.0,751.0,0.0,751.0,0.0,42.0,-360.0,-333.0,-28.0,,-28.0,0.0,0.0,0.0,1.0,0.0,582.0,-167.0,28.0,
06/30/2019,434.0,194.0,466.0,-140.0,,,-140.0,-86.0,,,,-86.0,0.0,-351.0,-364.0,15.0,15.0,0.0,-379.0,-379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-82.0,-61.0,-6.0,,-6.0,0.0,0.0,0.0,-15.0,-1.0,0.0,-41.0,137.0,
09/30/2019,1004.0,2277.0,559.0,-1899.0,,,-1899.0,67.0,-6.0,9.0,115.0,-51.0,0.0,-383.0,-489.0,13.0,13.0,0.0,-502.0,-502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,-369.0,-67.0,-269.0,,-269.0,0.0,0.0,0.0,-33.0,0.0,252.0,-791.0,31.0,
12/31/2019,875.0,1387.0,572.0,-1012.0,,,-1012.0,-72.0,-123.0,6.0,-100.0,59.0,0.0,362.0,-436.0,10.0,10.0,0.0,-446.0,-446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,-328.0,-87.0,-6.0,,-6.0,0.0,0.0,0.0,-235.0,0.0,909.0,-784.0,137.0,
03/31/2020,889.0,400.0,524.0,297.0,,,297.0,-332.0,-8.0,-84.0,-79.0,-161.0,0.0,-163.0,-444.0,7.0,7.0,0.0,-451.0,-451.0,0.0,0.0,0.0,0.0,256.0,256.0,0.0,0.0,25.0,-709.0,-122.0,-356.0,,-356.0,0.0,0.0,0.0,-231.0,-4.0,13.0,-386.0,24.0,
06/30/2020,1031.0,357.0,566.0,117.0,,,117.0,-9.0,-40.0,59.0,6.0,-34.0,0.0,-264.0,-500.0,9.0,9.0,0.0,-509.0,-509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,-348.0,-124.0,-7.0,,-7.0,0.0,0.0,0.0,-217.0,-3.0,416.0,-258.0,130.0,
