Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/03/1993,50.243999,,-19.844,,,30.399999,,-18.030001,,,,12.37,0.536,,0.127,,0.0,-0.663,12.906,-4.905,8.001,0.0,,,8.001,0.0,8.001,0.0,,8.001,8.001,,283.128,0.028333,0.028333,,283.128,0.028333,0.028333,0.028333,
06/30/1993,54.43,,-21.025,,,33.405001,,-19.632,,,,13.773,0.53,,0.195,,0.0,-0.725,14.303,-5.435,8.868,0.0,,,8.868,0.0,8.868,0.0,,8.868,8.868,,284.748001,0.030833,0.030833,,284.748001,0.030833,0.030833,0.030833,
10/02/1993,60.070999,,-22.875,,,37.195999,,-21.993999,,,,15.202,0.539,,0.132,,0.0,-0.671,15.741,-6.139,9.602,0.0,,,9.602,0.0,9.602,0.0,,9.602,9.602,,287.988007,0.033333,0.033333,,287.988007,0.033333,0.033333,0.033333,
01/01/1994,66.503998,,-25.679001,,,40.824997,,-23.948,,,,16.877001,0.617,,0.096,,0.0,-0.713,17.494001,-6.823,10.671,0.0,,,10.671001,0.0,10.671,0.0,,10.671,10.671,,289.164001,0.036667,0.036667,,289.164001,0.036667,0.036667,0.036667,
04/02/1994,75.443001,,-29.256001,,,46.187,,-26.871,,,,19.316,0.582,,0.112,,0.0,-0.694,19.898,-7.76,12.138,0.0,,,12.138,0.0,12.138,0.0,,12.138,12.138,,293.916,0.041667,0.041667,,293.916,0.041667,0.041667,0.041667,
07/02/1994,75.150002,,-29.159,,,45.991001,,-27.16,,,,18.830999,0.39,,0.095,,0.0,-0.485,19.220999,-7.208,12.013,0.0,,,12.012999,0.0,12.013,0.0,,12.013,12.013,,292.091995,0.040833,0.040833,,292.091995,0.040833,0.040833,0.040833,
10/01/1994,79.507004,,-30.691,,,48.816004,,-30.787001,,,,18.028999,0.881,,0.07,,0.0,-0.951,18.909999,-7.091,11.819,0.0,,,11.818999,0.0,11.819,0.0,,11.819,11.819,,291.372002,0.040833,0.040833,,291.372002,0.040833,0.040833,0.040833,
12/31/1994,91.282997,,-35.681,,,55.601997,,-31.225,,,,24.377001,0.54,,5.162,,0.0,-5.702,24.917001,-9.344,15.573,0.0,,,15.573001,0.0,15.573,0.0,,15.573,15.573,,299.112007,0.051667,0.051667,,299.112007,0.051667,0.051667,0.051667,
04/01/1995,109.190002,,-42.960999,,,66.229003,,-32.917999,,,,33.311001,-1.514,,4.959,,0.0,-3.445,31.797001,-11.924,19.872999,0.0,,,19.873001,0.0,19.872999,0.0,,19.872999,19.872999,,303.192012,0.065833,0.065833,0.065833,303.192012,0.065833,0.065833,0.065833,
07/01/1995,125.760002,,-48.506001,,,77.254002,,-59.185001,,,,18.069,1.8,,0.058,,0.0,-1.858,19.869,-14.321,5.548,0.0,,,5.548,0.0,5.548,0.0,,5.548,5.548,,309.959999,0.0175,0.0175,,309.959999,0.0175,0.0175,0.0175,
09/30/1995,141.212006,,-51.613998,,,89.598007,,-43.923,,,,45.674999,1.295,,0.105,,0.0,-1.4,46.969999,-17.143999,29.826,0.0,,,29.826,0.0,29.826,0.0,,29.826,29.826,,318.403992,0.0925,0.0925,0.0925,318.403992,0.0925,0.0925,0.0925,
12/30/1995,144.123001,,-51.672001,,,92.451,,-43.132999,,,,49.318001,1.375,,1.913,,0.0,-3.288,50.693001,-18.503,32.189999,0.0,,,32.190001,0.0,32.189999,0.0,,32.189999,32.189999,,316.424011,0.1025,0.1025,0.1025,316.424011,0.1025,0.1025,0.1025,
03/30/1996,149.707001,,-51.400002,,,98.306999,,-26.247,,,,72.059998,-18.69,,3.569,,0.0,15.121,53.369998,-19.48,33.889999,0.0,,,33.889998,0.0,33.889999,0.0,,33.889999,33.889999,,318.488008,0.1075,0.1075,0.1075,318.488008,0.1075,0.1075,0.1075,
06/29/1996,150.199997,,-53.325001,,,96.874996,,-47.384998,,,,49.490002,0.885,,3.475,,0.0,-4.36,50.375002,-17.882999,32.492001,0.0,,,32.492002,0.0,32.492001,0.0,,32.492001,32.492001,,288.70401,0.1125,0.1125,0.1125,315.776001,0.1025,0.1025,0.1025,
09/28/1996,130.578995,,-50.658001,,,79.920994,,-45.457001,,,,34.464001,-3.03,,3.437,,0.0,-0.407,31.434001,-10.216,21.218,0.0,,,21.218001,0.0,21.218,0.0,,21.218,21.218,,291.411987,0.0725,0.0725,0.085,317.511993,0.0675,0.0675,0.0775,
12/28/1996,135.587006,,-52.155998,,,83.431008,,-46.528,,,,36.903,1.946,,3.407,,0.0,-5.353,38.849,-12.626,26.223,0.0,,,26.223,0.0,26.223,0.0,,26.223,26.223,,291.724,0.09,0.09,0.09,319.164,0.0825,0.0825,0.0825,
03/29/1997,151.776993,,-58.198002,,,93.578991,,-50.375,,,,43.203999,1.896,4.242,4.242,,0.0,-6.138,45.099999,-14.657,30.443001,0.0,,,30.442999,0.0,30.443001,0.0,0.0,30.443001,30.443001,,293.22,0.105,0.105,0.105,322.343996,0.095,0.095,0.095,
06/28/1997,160.761,,-60.906,,,99.855,,-52.604,,,,47.251,2.295,3.491,3.491,,0.0,-5.786,49.546,-16.102,33.444,0.0,,,33.444,0.0,33.444,0.0,0.0,33.444,33.444,0.0,325.304,0.1025,0.1025,0.1025,325.304,0.1025,0.1025,0.1025,
09/27/1997,150.272003,,-56.048,,,94.224003,,-51.175999,,,,43.048,1.807,3.496,3.496,,0.0,-5.303,44.855,-13.905,30.950001,0.0,,,30.95,0.0,30.950001,0.0,,30.950001,30.950001,0.0,295.683992,0.105,0.105,0.105,325.664,0.095,0.095,0.095,
12/27/1997,148.735001,,-55.667999,,,93.067002,,-51.995998,,,,41.070999,0.938,3.487,3.487,,0.0,-4.425,42.008999,-13.023,28.986,0.0,,,28.985999,2.614,31.6,0.0,,31.6,31.6,,296.783996,0.1075,0.1075,0.1075,316.992004,0.1,0.1,0.1,
03/28/1998,153.825,,-58.068,,,95.757,,-53.259,,,,42.498,4.407,3.45,3.45,,0.0,-7.857,46.905,-13.698,33.207,0.0,,,33.207,-2.614,30.593,0.0,,30.593,30.593,,293.4,0.105,0.105,0.105,312.212,0.0975,0.0975,0.0975,
06/27/1998,149.525,,-56.22,,,93.305,,-52.237,,,,41.068,-2.197,-0.416,,,0.0,2.613,38.871,-12.86,26.011,26.646,,,-0.635,0.0,-0.635,0.0,0.0,-0.635,-0.635,0.0,291.372,0.0,0.09,0.09,307.352,0.0,0.085,0.085,
10/03/1998,156.515,,-58.836,,,97.679,,-55.007,,,,42.672,-1.217,-1.164,,,0.0,2.381,41.455,-13.589,27.866,0.0,,,27.866,0.0,27.866,0.0,0.0,27.866,27.866,0.0,287.644,0.0975,0.0975,0.0975,299.524,0.0925,0.0925,0.0925,
01/02/1999,171.633,,-67.116,,,104.517,,-56.894,,,,47.623,1.126,-1.853,,,,0.727,48.749,-12.642,36.107,,,,36.107,,36.107,0.0,,36.107,36.107,,1150.556,0.0325,0.0325,0.0325,1209.3,0.03,0.03,0.03,
04/03/1999,184.309998,,-69.094002,,,115.215996,,-61.005001,,,,54.210999,0.877,,,,0.0,-0.877,55.087999,-15.834,39.254002,0.0,,,39.253999,0.0,39.254002,0.0,,39.254002,39.254002,,304.71399,0.13,0.13,0.14,325.282012,0.12,0.12,0.13,
07/03/1999,211.403,,-79.758,,,131.645,,-65.548,,,,66.097,6.333,-5.679,0.0,,0.0,-0.654,72.43,-20.815,51.615,0.0,,,51.615,0.0,51.615,0.0,0.0,51.615,51.615,0.0,313.866,0.165,0.165,0.165,336.826,0.155,0.155,0.155,
10/02/1999,238.762,,-90.205,,,148.557,,-73.247,,,,75.31,3.014,-6.32,0.0,,0.0,3.306,78.324,-22.35,55.974,0.0,,,55.974,0.0,55.974,0.0,0.0,55.974,55.974,3.24,317.534,0.175,0.175,0.185,343.006,0.165,0.165,0.175,
01/01/2000,264.259,,-99.576,,,164.683,,-79.54,,,,85.143,10.156,-7.254,,,,-2.902,95.299,-26.795,68.504,,,,68.504,,68.504,0.0,,68.504,68.504,,319.891,0.21,0.21,0.21,346.162,0.2,0.2,0.2,
04/01/2000,306.569,,-114.499001,,,192.069999,,-91.867996,,,,100.202003,684.210022,,,,0.0,-684.210022,784.412025,-308.04599,476.365997,0.0,,,476.366035,0.0,476.357,0.0,0.0,476.357,476.357,,323.397003,1.47,1.47,0.24,351.460999,1.36,1.36,0.23,
07/01/2000,364.875,,-136.929,,,227.946,,-106.592,,,,121.354,8.96,-8.96,0.0,,0.0,0.0,130.314,-36.488,93.826,0.0,,,93.826,0.0,93.826,0.0,0.0,93.826,93.826,0.0,326.03,0.29,0.29,0.29,353.448,0.27,0.27,0.27,
09/30/2000,437.359985,,-168.324997,,,269.034988,,-121.946999,,,,147.087997,11.323,-11.323,0.0,,0.0,0.0,158.410997,-44.355,114.056,0.0,,,114.055997,0.0,114.056,0.0,0.0,114.056,114.056,0.0,329.649994,0.35,0.35,0.35,356.04599,0.32,0.32,0.32,
12/30/2000,450.102997,,-179.199005,,,270.903992,,-137.063995,,,,133.839996,-82.264,,,,0.0,82.264,51.575996,-62.083,-10.507,0.0,,,-10.507004,0.0,-10.507,0.0,0.0,-10.507,-10.507,,329.643005,-0.03,-0.03,0.33,329.643005,-0.03,-0.03,0.31,
03/31/2001,407.019989,,-194.949005,,,212.070984,,-139.600006,,,,72.471001,-351.669006,,,,0.0,351.669006,-279.198005,117.081001,-162.117004,0.0,,,-162.117004,0.0,-162.117004,0.0,0.0,-162.117004,-162.117004,,330.682007,-0.49,-0.49,0.2,330.682007,-0.49,-0.49,0.19,
06/30/2001,289.326,,-140.948,,,148.378,,-131.083,,,,17.295,8.374,-8.374,0.0,,0.0,0.0,25.669,-7.187,18.482,0.0,,,18.482,0.0,18.482,0.0,0.0,18.482,18.482,9.324,332.637,0.06,0.06,0.09,352.704,0.05,0.05,0.08,
09/29/2001,224.645004,,-199.751007,,,24.893997,,-114.532997,,,,-89.639,-192.485992,-5.302,0.0,,0.0,197.787992,-282.124992,106.100998,-176.024002,0.0,,,-176.023994,0.0,-176.024002,0.0,0.0,-176.024002,-176.024002,132.335998,333.649994,-0.53,-0.53,-0.13,333.649994,-0.53,-0.53,-0.13,
12/29/2001,228.110001,,-101.867996,,,126.242005,,-112.255997,,,,13.986,4.478,,,,0.0,-4.478,18.464,-8.807,9.657,0.0,,,9.657,0.0,9.657,0.0,0.0,9.657,9.657,,334.363007,0.03,0.03,0.07,350.69101,0.03,0.03,0.07,
03/30/2002,273.497986,,-115.317001,,,158.180985,,-118.637001,,,,39.543999,5.494,,,,0.0,-5.494,45.037999,-10.76,34.278,0.0,,,34.277999,0.0,34.278,0.0,0.0,34.278,34.278,,335.915009,0.1,0.1,0.13,353.535004,0.1,0.1,0.12,
06/29/2002,289.853,,-120.336,,,169.517,,-119.395,,,,50.122,5.291,-5.291,0.0,,0.0,0.0,55.413,-14.407,41.006,0.0,,,41.006,0.0,41.006,0.0,0.0,41.006,41.006,0.0,336.518,0.12,0.12,0.12,351.858,0.12,0.12,0.12,
09/28/2002,277.871002,,-113.740997,,,164.130005,,-117.575996,,,,46.554001,5.77,-5.77,0.0,,0.0,0.0,52.324001,-13.604,38.720001,0.0,,,38.720001,0.0,38.720001,0.0,0.0,38.720001,38.720001,0.0,337.480988,0.11,0.11,0.11,346.902008,0.11,0.11,0.11,
12/28/2002,282.739014,,-117.123001,,,165.616013,,-112.905998,,,,52.709999,-57.345001,-5.6,0.0,,0.0,62.945001,-4.635002,1.205,-3.43,0.0,,,-3.430002,0.0,-3.43,0.0,0.0,-3.43,-3.43,46.629999,337.242004,-0.01,-0.01,0.13,347.0,-0.01,-0.01,0.12,
03/29/2003,305.514008,,-122.350998,,,183.16301,,-122.189003,,,,60.973999,5.796,,0.0,-7.967,0.0,2.171,66.769999,-17.361,49.409,0.0,,,49.408999,0.0,49.409,0.0,0.0,49.409,49.409,,337.920013,0.15,0.15,0.15,348.410004,0.14,0.14,0.14,
06/28/2003,313.287,,-125.099,,,188.188,,-125.09,,,,63.098,-1.443,-4.957,0.0,,0.0,6.4,61.655,-15.414,46.241,0.0,,,46.241,0.0,46.241,0.0,0.0,46.241,46.241,4.8,339.761,0.14,0.14,0.16,351.78,0.13,0.13,0.15,
09/27/2003,315.546997,,-122.897003,,,192.649994,,-123.653999,,,,68.996002,6.217,-6.217,0.0,,0.0,0.0,75.213002,-18.802999,56.41,0.0,,,56.410003,0.0,56.41,0.0,0.0,56.41,56.41,0.0,341.295013,0.17,0.17,0.17,353.365997,0.16,0.16,0.16,
01/03/2004,365.631989,,-139.673996,,,225.957993,,-136.889008,,,,89.069,3.53,-6.9,0.0,,0.0,3.37,92.599,-23.15,69.448997,0.0,,,69.449,0.0,69.448997,0.0,0.0,69.448997,69.448997,,342.860992,0.2,0.2,0.21,356.226013,0.19,0.19,0.2,
04/03/2004,403.380005,,-142.298004,,,261.082001,,-138.365005,,,,122.717003,-1.64,,0.0,-5.329,0.0,6.969,121.077003,9.812,130.889008,0.0,,,130.889003,0.0,130.889008,0.0,0.0,130.889008,130.889008,,346.47699,0.38,0.38,0.31,361.035004,0.36,0.36,0.29,
07/03/2004,423.583,,-144.163,,,279.42,,-153.915,,,,125.505,-1.357,-5.841,0.0,,0.0,7.198,124.148,-28.896,95.252,0.0,,,95.252,0.0,95.252,0.0,0.0,95.252,95.252,6.62,347.173,0.27,0.27,0.29,359.419,0.26,0.26,0.28,
10/02/2004,403.277008,,-145.024002,,,258.253006,,-156.977997,,,,101.275002,7.323,-7.323,0.0,,0.0,0.0,108.598002,-22.389,86.209,0.0,,,86.209002,0.0,86.209,0.0,0.0,86.209,86.209,-0.13,347.859009,0.25,0.25,0.25,357.832001,0.24,0.24,0.24,
01/01/2005,355.396,,-135.096,,,220.3,0.0,-150.971,71.856,,79.115,69.329,5.712,-8.811,,,0.0,3.099,75.041,-10.984,64.057,,,,64.057,0.0,64.057,0.0,0.0,64.057,64.057,,348.441,0.18,0.18,0.18,358.211,0.18,0.18,0.18,
04/02/2005,390.977,,-152.001,,,238.976,,-155.847,,,,83.129,9.628,,,,0.0,-9.628,92.757,-25.552,67.205,0.0,,,67.205,0.0,67.205,0.0,0.0,67.205,67.205,,349.795,0.2,0.2,0.21,358.46,0.19,0.19,0.2,
07/02/2005,405.379,,-158.482,,,246.897,,-156.447,,,,90.45,9.343,-9.343,0.0,,0.0,0.0,99.793,-22.952,76.841,0.0,,,76.841,0.0,76.841,0.0,,76.841,76.841,1.35212,350.705,0.22,0.22,0.22,358.038,0.21,0.21,0.21,
10/01/2005,398.929,,-153.968,,,244.961,,-159.452,,,,85.509,12.745,-15.91,0.0,,0.0,3.165,98.254,-12.656,85.598,0.0,,,85.598,0.0,85.598,,,85.598,85.598,4.92,349.254,0.25,0.25,0.264087,356.36,0.24,0.24,0.253806,
12/31/2005,449.605,,-166.476,,,283.129,,-163.292,,,,119.837,10.943,-10.943,0.0,,0.0,0.0,130.78,-49.811,80.969,0.0,,,80.969,0.0,80.969,0.0,0.0,80.969,80.969,1.536,348.203,0.23,0.23,0.23,353.237,0.23,0.23,0.23,
04/01/2006,472.337,,-178.193,,,294.144,,-170.213,,,,123.931,3.844,,0.0,,0.0,-3.844,127.775,-17.034,110.741,0.0,,,110.741,0.0,110.741,0.0,0.0,110.741,110.741,,344.683,0.32,0.32,0.32,350.241,0.32,0.32,0.32,
07/01/2006,481.362,,-192.059,,,289.303,0.0,-196.24,94.418,,101.822,93.063,14.404,-14.841,0.0,,0.0,0.437,107.467,-24.976,82.491,0.0,,,82.491,0.0,82.491,0.0,0.0,82.491,82.491,,341.853,0.24,0.24,0.24,348.988,0.24,0.24,0.24,
09/30/2006,467.18,,-180.58,,,286.6,0.0,-193.444,95.462,,97.982,93.156,26.132,-26.132,0.0,,0.0,0.0,119.288,-26.242,93.046,0.0,,,93.046,0.0,93.046,0.0,0.0,93.046,93.046,,339.431,0.27,0.27,0.2746,343.192,0.27,0.27,0.2746,
12/30/2006,450.725,,-177.963,,,272.762,,-190.572,,,,82.19,20.927,-22.44,0.0,,0.0,1.513,103.117,-15.608,87.509,0.0,,,87.509,0.0,87.509,0.0,0.0,87.509,87.509,-2.88,334.062,0.26,0.26,0.25,339.669,0.26,0.26,0.25,
03/31/2007,443.472,,-168.041,,,275.431,,-196.073,,,,79.358,21.916,-21.916,,,0.0,0.0,101.274,-13.648,87.626,0.0,,,87.626,0.0,87.626,0.0,0.0,87.626,87.626,1.8084,325.115,0.27,0.27,0.275,330.243,0.27,0.27,0.275,
06/30/2007,445.912,,-168.478,,,277.434,0.0,-179.966,90.199,,89.767,97.468,13.533,-16.928,8.0,-24.928,0.0,3.395,111.001,-26.723,84.278,0.0,,,84.278,0.0,84.278,0.0,0.0,84.278,84.278,,297.72,0.28,0.28,0.28,303.198,0.28,0.28,0.28,
09/29/2007,444.894,,-170.122,,,274.772,0.0,-180.395,90.204,,90.191,94.377,19.504,-17.495,8.0,-25.495,0.0,-2.009,113.881,-24.183,89.698,0.0,,,89.698,0.0,89.698,0.0,0.0,89.698,89.698,,298.008,0.3,0.3,0.3,302.226,0.3,0.3,0.3,
12/29/2007,474.806,,-174.414,,,300.392,,-185.046,,,,115.346,14.385,-16.293,8.0,-24.293,0.0,1.908,129.731,-26.139,103.592,0.0,,,103.592,0.0,103.592,0.0,0.0,103.592,103.592,1.0283,289.703,0.36,0.36,0.36,293.036,0.35,0.35,0.35,
03/29/2008,475.76,,-173.974,,,301.786,,-184.783,,,,117.003,2.478,-11.205,8.101,-19.306,0.0,8.727,119.481,-23.002,96.479,0.0,,,96.479,0.0,96.479,0.0,0.0,96.479,96.479,11.342,284.523,0.34,0.34,0.38,286.321,0.34,0.34,0.38,
06/28/2008,488.246,488.246,-176.506,176.506,,311.74,0.0,-204.699,93.004,90.734,20.961,107.041,-0.143,-5.068,9.227,-14.295,,5.211,106.898,-23.72,83.178,0.0,0.0,0.0,83.178,0.0,83.178,0.0,0.0,83.178,98.6168,15.4388,278.165,0.3,0.3,0.354526,280.881,0.3,0.3,0.354526,
09/27/2008,483.537,483.537,-177.407,177.407,,306.13,0.0,-181.494,88.08,89.501,3.913,124.636,-21.761,-4.53,9.251,-13.781,,26.291,102.875,-21.815,81.06,0.0,0.0,0.0,81.06,0.0,81.06,0.0,0.0,81.06,101.5272,20.4672,276.169,0.29,0.29,0.367627,277.714,0.29,0.29,0.363699,
12/27/2008,458.387,458.387,-165.331,165.331,,293.056,0.0,-173.474,85.032,86.967,1.475,119.582,37.007,-3.886,8.492,-12.378,,-33.121,156.589,-37.145,119.444,0.0,0.0,0.0,119.444,0.0,119.444,0.0,0.0,119.444,93.769,-25.675,273.997,0.44,0.44,0.342226,274.223,0.44,0.44,0.342226,
03/28/2009,395.014,395.014,-149.907,149.907,,245.107,0.0,-166.848,77.652,88.19,1.006,78.259,13.405,-5.125,1.977,-7.102,,-8.28,91.664,-13.627,78.037,0.0,0.0,0.0,78.037,0.0,78.037,0.0,0.0,78.037,67.7813,-10.2557,274.689,0.28,0.28,0.246757,274.881,0.28,0.28,0.24269,
06/27/2009,376.235,376.235,-143.822,143.822,,232.413,0.0,-175.053,73.556,83.233,18.264,57.36,-10.91,1.418,6.729,-5.311,,9.492,46.45,-8.444,38.006,0.0,0.0,0.0,38.006,0.0,38.006,0.0,0.0,38.006,48.25715,10.25115,275.523,0.14,0.14,0.175147,276.258,0.14,0.14,0.175147,
09/26/2009,414.95,414.95,-158.177,158.177,,256.773,0.0,-174.681,78.621,90.145,5.915,82.092,-1.782,2.084,6.363,-4.279,,-0.302,80.31,-16.272,64.038,0.0,0.0,0.0,64.038,0.0,64.038,0.0,0.0,64.038,67.88275,3.84475,276.353,0.23,0.23,0.245638,276.988,0.23,0.23,0.243881,
01/02/2010,513.349,513.349,-184.32,184.32,,329.029,0.0,-192.435,85.037,101.867,5.531,136.594,-3.583,1.987,6.44,-4.453,,1.596,133.011,-26.103,106.908,0.0,0.0,0.0,106.908,0.0,106.908,0.0,0.0,106.908,112.4798,5.5718,276.832,0.39,0.39,0.406311,278.566,0.38,0.38,0.400002,
04/03/2010,529.02,529.02,-185.484,185.484,,343.536,0.0,-187.433,90.346,94.24,2.847,156.103,5.891,-27.056,6.457,-33.513,,21.165,161.994,-13.462,148.532,0.0,0.0,0.0,148.532,0.0,148.532,0.0,0.0,148.532,127.67915,-20.85285,274.686,0.54,0.54,0.464819,277.29,0.54,0.54,0.464798,
07/03/2010,594.737,594.737,-208.176,208.176,,386.561,0.0,-178.542,84.058,94.484,0.0,208.019,-5.13,3.254,7.773,-4.519,,1.876,202.889,-44.302,158.587,0.0,0.0,0.0,158.587,,158.587,0.0,0.0,158.587,158.2308,-0.3562,272.097,0.58,0.58,0.581524,275.541,0.58,0.58,0.578707,
10/02/2010,619.666,619.666,-213.26,213.26,,406.406,0.0,-183.752,87.174,96.578,0.0,222.654,-3.484,5.464,10.006,-4.542,,-1.98,219.17,-48.275,170.895,0.0,0.0,0.0,170.895,,170.895,0.0,0.0,170.895,168.5225,-2.3725,260.151,0.66,0.66,0.647787,263.286,0.65,0.65,0.640989,
01/01/2011,567.19,567.19,-194.419,194.419,,372.771,0.0,-189.26,86.531,98.453,4.276,183.511,-3.302,8.791,13.341,-4.55,,-5.489,180.209,-27.868,152.341,0.0,0.0,0.0,152.341,0.0,152.341,0.0,0.0,152.341,155.53315,3.19215,259.418,0.59,0.59,0.599546,263.612,0.58,0.58,0.592109,
04/02/2011,587.852,587.852,-203.703,203.703,,384.149,0.0,-202.934,92.863,102.967,7.104,181.215,-12.403,8.779,13.595,-4.816,,3.624,168.812,-8.76,160.052,0.0,0.0,0.0,160.052,0.0,160.052,0.0,0.0,160.052,167.8351,7.7831,263.603,0.61,0.61,0.636696,272.161,0.59,0.59,0.618597,
07/02/2011,615.463,615.463,-223.132,223.132,,392.331,0.0,-204.036,96.396,106.017,1.623,188.295,-7.811,8.272,13.614,-5.342,,-0.461,180.484,-26.11,154.374,0.0,0.0,0.0,154.374,0.0,154.374,0.0,0.0,154.374,154.1569,-0.2171,265.313,0.58,0.58,0.581038,276.077,0.56,0.56,0.559214,
10/01/2011,555.209,555.209,-200.564,200.564,,354.645,0.0,-199.806,88.681,105.774,5.351,154.839,-8.598,7.434,13.634,-6.2,,1.164,146.241,-19.955,126.286,0.0,0.0,0.0,126.286,0.0,126.286,0.0,0.0,126.286,127.9968,1.7108,264.006,0.48,0.48,0.484825,267.927,0.47,0.47,0.476385,
12/31/2011,511.091,511.091,-174.805,174.805,,336.286,0.0,-199.161,88.934,108.245,1.982,137.125,-7.187,7.768,13.654,-5.886,,-0.581,129.938,-2.924,127.014,0.0,0.0,0.0,127.014,0.0,127.014,0.0,0.0,127.014,126.5005,-0.5135,261.257,0.49,0.49,0.484199,267.884,0.47,0.47,0.468083,
