Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
04/01/2011,,-148,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2011,,-168,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2011,,-88,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2011,,-6,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/30/2012,63.0,-9,67,,,,,,,,,,-39.0,,,,,,,,,,,,,,,,,,,,,,,,-12.0,,,
06/29/2012,189.0,-34,62,,,,,,,,,,-57.0,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,
09/28/2012,16.0,-24,64,,,,,,,,,,-47.0,,,,,,,,,,,,,,,,,,,,,,,,-118.0,,,
12/31/2012,,-35,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/29/2013,70.0,-48,64,,,,,,,,,,-33.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,
06/28/2013,69.0,-65,65,,,,,,,,,,-58.0,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,
09/27/2013,64.0,23,65,,,,,,,,,,-61.0,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,
12/31/2013,118.0,-118,81,,,,,,,,,,-58.0,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,
04/04/2014,26.0,-23,62,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,-38.0,,,
07/04/2014,118.0,86,63,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,
10/03/2014,196.0,125,66,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,,
12/31/2014,164.0,63,66,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,-41.0,,,
