Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/1995,7428.0,,,-4654.0,,,2774.0,,-1899.0,,,,875.0,-21.0,,47.0,,0.0,-26.0,854.0,-277.0,577.0,0.0,,,577.0,0.0,577.0,0.0,,577.0,577.0,,2104.0,0.275,0.275,0.275,2104.0,0.275,0.275,0.275,
07/31/1995,7739.0,,,-4907.0,,,2832.0,,-2008.0,,,,824.0,43.0,,53.0,,0.0,-96.0,867.0,-291.0,576.0,0.0,,,576.0,0.0,576.0,0.0,,576.0,576.0,,2108.0,0.2725,0.2725,0.2725,2108.0,0.2725,0.2725,0.2725,
10/31/1995,9048.0,,,-5906.0,,,3142.0,,-2205.0,,,,937.0,55.0,,60.0,,0.0,-115.0,992.0,-314.0,678.0,0.0,,,678.0,0.0,678.0,0.0,,678.0,678.0,,2108.0,0.3225,0.3225,0.3225,2108.0,0.3225,0.3225,0.3225,
01/31/1996,9288.0,,,-5988.0,,,3300.0,,-2105.0,,,,1195.0,-33.0,,70.0,,0.0,-37.0,1162.0,-372.0,790.0,0.0,,,790.0,0.0,790.0,0.0,,790.0,790.0,,2104.0,0.375,0.375,0.375,2104.0,0.375,0.375,0.375,
04/30/1996,9880.0,,,-6498.0,,,3382.0,,-2341.0,,,,1041.0,-11.0,,73.0,,0.0,-62.0,1030.0,-307.0,723.0,0.0,,,723.0,0.0,723.0,0.0,,723.0,723.0,,2112.0,0.3425,0.3425,0.3425,2112.0,0.3425,0.3425,0.3425,
07/31/1996,9105.0,,,-6194.0,,,2911.0,,-2300.0,,,,611.0,5.0,,84.0,,0.0,-89.0,616.0,-191.0,425.0,0.0,,,425.0,0.0,425.0,0.0,,425.0,425.0,,2106.0,0.2,0.2,0.265,2106.0,0.2,0.2,0.265,
10/31/1996,10147.0,,,-6819.0,,,3328.0,,-2449.0,,,,879.0,7.0,,100.0,,0.0,-107.0,886.0,-238.0,648.0,0.0,,,648.0,0.0,648.0,0.0,,648.0,648.0,,2094.0,0.31,0.31,0.31,2094.0,0.31,0.31,0.31,
01/31/1997,10295.0,,,-6694.0,,,3601.0,,-2320.0,,,,1281.0,22.0,,54.0,,0.0,-76.0,1303.0,-391.0,912.0,0.0,,,912.0,0.0,912.0,0.0,,912.0,912.0,,2034.0,0.45,0.45,0.45,2094.0,0.435,0.435,0.435,
04/30/1997,10340.0,,,-6743.0,,,3597.0,,-2495.0,,,,1102.0,18.0,,51.0,,0.0,-69.0,1120.0,-336.0,784.0,0.0,,,784.0,0.0,784.0,0.0,,784.0,784.0,,2034.0,0.385,0.385,0.385,2092.0,0.375,0.375,0.375,
07/31/1997,10471.0,,,-7053.0,,,3418.0,,-2593.0,,,,825.0,56.0,,53.0,,0.0,-109.0,881.0,-264.0,617.0,0.0,,,617.0,0.0,617.0,0.0,,617.0,617.0,,2120.0,0.29,0.289993,0.29,2120.0,0.29,0.29,0.29,
10/31/1997,11789.0,,,-7829.0,,,3960.0,,-2829.0,,,,1131.0,20.0,,57.0,,0.0,-77.0,1151.0,-345.0,806.0,0.0,,,806.0,0.0,806.0,0.0,,806.0,806.0,,2148.0,0.375,0.375,0.375,2148.0,0.375,0.375,0.375,
01/31/1998,11816.0,,,-7837.0,,,3979.0,,-2675.0,,,,1304.0,23.0,,67.0,,0.0,-90.0,1327.0,-398.0,929.0,0.0,,,929.0,0.0,929.0,0.0,,929.0,929.0,,2076.0,0.445,0.445,0.445,2152.0,0.43,0.43,0.43,
04/30/1998,12040.0,,,-8224.0,,,3816.0,,-2944.0,,,,872.0,75.0,,59.0,,0.0,-134.0,947.0,-262.0,685.0,0.0,,,685.0,0.0,685.0,0.0,,685.0,685.0,,2078.0,0.33,0.33,0.33,2156.0,0.325,0.325,0.325,
07/31/1998,9182.0,,,-6507.0,,,2675.0,,-2002.0,,,,673.0,101.0,,54.0,,0.0,-155.0,774.0,-220.0,554.0,-67.0,,,621.0,0.0,621.0,0.0,,621.0,621.0,,2070.0,0.3,0.264999,0.265,2152.0,0.29,0.26,0.26,
10/31/1998,10296.0,,,-7284.0,,,3012.0,0.0,-2085.0,1481.0,,604.0,927.0,83.0,-138.0,55.0,-193.0,0.0,55.0,1010.0,-251.0,759.0,49.0,,,710.0,0.0,710.0,0.0,0.0,710.0,710.0,,2046.0,0.345,0.37,0.37,2124.0,0.34,0.36,0.36,
01/31/1999,10235.0,,,-7068.0,,,3167.0,,-2070.0,,,,1097.0,102.0,,47.0,,0.0,-149.0,1199.0,-317.0,882.0,-78.0,,,960.0,0.0,960.0,0.0,,960.0,960.0,,2022.0,0.475,0.435,0.435,2098.0,0.46,0.425,0.425,
04/30/1999,10455.0,,,-7299.0,,,3156.0,,-2261.0,,,,895.0,149.0,,45.0,,0.0,-194.0,1044.0,-278.0,766.0,-152.0,,,918.0,0.0,918.0,0.0,,918.0,918.0,,2020.0,0.455,0.38,0.38,2102.0,0.44,0.365,0.365,
07/31/1999,10318.0,,,-7251.0,,,3067.0,,-2280.0,,,,787.0,159.0,,45.0,,,-204.0,946.0,-250.0,696.0,-157.0,,,853.0,,853.0,,,853.0,853.0,,2020.0,0.42,0.42,0.345,2112.0,0.405,0.405,0.33,
10/31/1999,11362.0,,,-8102.0,,,3260.0,0.0,-2351.0,1739.0,,612.0,909.0,96.0,-161.0,65.0,-226.0,,65.0,1005.0,-245.0,760.0,,,,760.0,,760.0,,0.0,760.0,760.0,,2010.0,0.38,0.38,0.38,2108.0,0.365,0.365,0.365,
01/31/2000,11673.0,,,-8349.0,,,3324.0,,-2372.0,,,,952.0,107.0,,56.0,,0.0,-163.0,1059.0,-265.0,794.0,0.0,,,794.0,0.0,794.0,0.0,,794.0,794.0,,1997.0,0.4,0.4,0.41,2086.0,0.38,0.38,0.4,
04/30/2000,12028.0,,,-8595.0,,,3433.0,,-2543.0,,,,890.0,170.0,,40.0,,0.0,-210.0,1060.0,-244.0,816.0,-119.0,,,935.0,0.0,935.0,0.0,0.0,935.0,935.0,,1988.0,0.47,0.41,0.45,2084.0,0.45,0.39,0.435,
07/31/2000,11818.0,,,-8308.0,,,3510.0,,-2418.0,,,,1092.0,216.0,,60.0,276.0,0.0,-552.0,1308.0,-279.0,1029.0,-17.0,,,1046.0,0.0,1046.0,0.0,0.0,1046.0,1046.0,,1976.0,0.53,0.52,0.53,2090.0,0.505,0.495,0.5,
10/31/2000,13263.0,,,-9612.0,,,3651.0,0.0,-2696.0,1925.0,,771.0,955.0,243.0,-149.0,101.0,-149.0,0.0,-195.0,0.0,-276.0,922.0,0.0,,,-276.0,0.0,922.0,0.0,0.0,922.0,922.0,,1955.0,0.47,0.47,0.43,2051.0,0.45,0.45,0.41,
01/31/2001,12398.0,,,-9059.0,,,3339.0,,-2467.0,,,,872.0,-370.0,-97.0,0.0,,0.0,467.0,502.0,-112.0,390.0,249.0,,,141.0,0.0,141.0,0.0,0.0,141.0,141.0,,1930.0,0.07,0.2,0.25,1996.0,0.07,0.2,0.25,
04/30/2001,11668.0,,,-8738.0,,,2930.0,0.0,-2587.0,1881.0,,706.0,343.0,-361.0,-39.0,,,,400.0,-18.0,53.0,35.0,-12.0,,,47.0,,47.0,0.0,0.0,47.0,47.0,,1935.0,0.02,0.018088,0.02,1987.0,0.02,0.013961,0.02,
07/31/2001,10284.0,,,-7620.0,,,2664.0,,-2460.0,,,,204.0,-84.0,-31.0,,,,115.0,120.0,3.0,123.0,,,,123.0,,123.0,0.0,0.0,123.0,123.0,74.75,1936.0,0.06,0.06,0.08861,1967.0,0.06,0.06,0.088,
10/31/2001,10876.0,,,-8077.0,,,2799.0,0.0,-2379.0,1676.0,,703.0,420.0,-317.0,7.0,,,,310.0,103.0,-19.0,84.0,-13.0,,,97.0,,97.0,0.0,0.0,97.0,97.0,,1936.0,0.05,0.04,0.04,1960.0,0.05,0.04,0.04,
01/31/2002,11383.0,,,-8356.0,,,3027.0,,-2314.0,,,,713.0,-69.0,-10.0,0.0,,0.0,79.0,644.0,-160.0,484.0,0.0,,,484.0,0.0,484.0,0.0,0.0,484.0,484.0,38.0,1941.0,0.25,0.25,0.27,1963.0,0.25,0.25,0.27,
04/30/2002,10621.0,,,-7583.0,,,3038.0,0.0,-2466.0,1724.0,,742.0,572.0,-205.0,45.0,45.0,,0.0,160.0,367.0,-115.0,252.0,0.0,,,252.0,0.0,252.0,0.0,0.0,252.0,252.0,,1955.0,0.13,0.13,0.26,1973.0,0.13,0.13,0.26,
07/31/2002,16536.0,,,-12419.0,,,4117.0,0.0,-3868.0,2738.0,,1130.0,249.0,-2744.0,-20.0,0.0,-20.0,,2764.0,-2495.0,466.0,-2029.0,,,,-2029.0,,-2029.0,0.0,0.0,-2029.0,-2029.0,1762.15,3033.0,-0.67,-0.67,-0.0891,3033.0,-0.67,-0.67,-0.0891,
10/31/2002,18048.0,,,-13260.0,,,4788.0,0.0,-4068.0,2950.0,,1118.0,720.0,-265.0,-68.0,,,,333.0,455.0,-65.0,390.0,,,,390.0,,390.0,0.0,0.0,390.0,390.0,,3047.0,0.13,0.13,0.1929,3048.0,0.13,0.13,0.1929,
01/31/2003,17877.0,,,-13141.0,,,4736.0,,-3633.0,,,,1103.0,-178.0,-51.0,0.0,,0.0,229.0,925.0,-204.0,721.0,0.0,,,721.0,0.0,721.0,0.0,0.0,721.0,721.0,-74.0,3048.0,0.24,0.24,0.27,3065.0,0.24,0.24,0.27,
04/30/2003,17983.0,,,-13103.0,,,4880.0,0.0,-3877.0,2795.0,,1082.0,1003.0,-392.0,20.0,,,,372.0,611.0,48.0,659.0,,,,659.0,,659.0,0.0,0.0,659.0,659.0,,3047.0,0.22,0.22,0.296,3059.0,0.22,0.22,0.296,
07/31/2003,17348.0,,,-12810.0,,,4538.0,,-3765.0,,,,717.0,-430.0,,80.0,10.0,0.0,340.0,287.0,10.0,297.0,0.0,,,297.0,0.0,297.0,0.0,0.0,297.0,297.0,,3048.0,0.1,0.1,0.23,3071.0,0.1,0.1,0.23,
10/31/2003,19853.0,,,-14804.0,,,5049.0,0.0,-3614.0,2707.0,,907.0,1435.0,-370.0,20.0,20.0,,0.0,350.0,1065.0,-203.0,862.0,0.0,,,862.0,0.0,862.0,0.0,0.0,862.0,862.0,,3079.0,0.28,0.28,0.35,3079.0,0.28,0.28,0.35,
01/31/2004,19514.0,,,-14691.0,,,4823.0,,-3611.0,,,,1212.0,-49.0,-11.0,,,0.0,60.0,1163.0,-227.0,936.0,0.0,,,936.0,0.0,936.0,0.0,0.0,936.0,936.0,89.0,3050.0,0.31,0.31,0.36,3088.0,0.3,0.3,0.35,
04/30/2004,20113.0,,,-15182.0,,,4931.0,,-3737.0,,,,1194.0,-129.0,-2.0,,,0.0,131.0,1065.0,-181.0,884.0,0.0,,,884.0,0.0,884.0,0.0,0.0,884.0,884.0,136.0,3043.0,0.29,0.29,0.36,3081.0,0.29,0.29,0.36,
07/31/2004,18889.0,,,-14443.0,,,4446.0,0.0,-3600.0,2738.0,,862.0,846.0,-168.0,-20.0,,,0.0,188.0,678.0,-92.0,586.0,0.0,,,586.0,0.0,586.0,0.0,0.0,586.0,586.0,,3037.0,0.19,0.19,0.23,3057.0,0.19,0.19,0.23,
10/31/2004,21389.0,,,-16393.0,,,4996.0,,-3670.0,,,,1326.0,-560.0,,0.0,,0.0,560.0,766.0,-199.0,1091.0,0.0,,,567.0,0.0,1091.0,0.0,0.0,1091.0,1091.0,,2968.0,0.37,0.37,0.41,2991.0,0.37,0.37,0.41,
01/31/2005,21454.0,,,-16537.0,,,4917.0,,-3749.0,,,,1168.0,-118.0,76.0,76.0,,0.0,42.0,1050.0,-107.0,943.0,0.0,,,943.0,0.0,943.0,0.0,0.0,943.0,943.0,135.0,2908.0,0.32,0.32,0.37,2936.0,0.32,0.32,0.37,
04/30/2005,21570.0,,,-16429.0,,,5141.0,,-3974.0,,,,1167.0,-88.0,137.0,137.0,,0.0,-49.0,1079.0,-113.0,966.0,0.0,,,966.0,0.0,966.0,0.0,0.0,966.0,966.0,107.0,2886.0,0.33,0.33,0.37,2917.0,0.33,0.33,0.37,
07/31/2005,20759.0,,,-15942.0,,,4817.0,,-3792.0,,,,1025.0,8.0,104.0,104.0,,0.0,-112.0,1033.0,-960.0,73.0,0.0,,,73.0,0.0,73.0,0.0,0.0,73.0,73.0,,2873.0,0.03,0.03,0.37,2907.0,0.03,0.03,0.36,
10/31/2005,22913.0,,,-17532.0,,,5381.0,,-3781.0,,,,1600.0,-1100.0,,17.0,,0.0,1083.0,500.0,35.0,416.0,0.0,,,535.0,0.0,416.0,0.0,0.0,416.0,416.0,,2850.0,0.15,0.15,0.52,2915.0,0.14,0.14,0.51,
01/31/2006,22659.0,,,-17392.0,,,5267.0,,-3710.0,,,,1557.0,-29.0,79.0,79.0,,0.0,-50.0,1528.0,-301.0,1227.0,0.0,,,1227.0,0.0,1227.0,0.0,0.0,1227.0,1227.0,166.0,2822.0,0.43,0.43,0.49,2893.0,0.42,0.42,0.48,
04/30/2006,22554.0,,,-16970.0,,,5584.0,,-3939.0,,,,1645.0,175.0,81.0,81.0,,0.0,-256.0,1820.0,79.0,1899.0,0.0,,,1899.0,0.0,1899.0,0.0,0.0,1899.0,1899.0,97.0,2809.0,0.68,0.68,0.71,2887.0,0.66,0.66,0.69,
07/31/2006,21890.0,,,-16472.0,,,5418.0,,-3903.0,,,,1515.0,223.0,85.0,85.0,,0.0,-308.0,1738.0,-363.0,1375.0,0.0,,,1375.0,0.0,1375.0,0.0,0.0,1375.0,1375.0,102.7,2768.0,0.5,0.5,0.54,2839.0,0.48,0.48,0.52,
10/31/2006,24555.0,,,-18593.0,,,5962.0,0.0,-3909.0,2886.0,,1023.0,2053.0,52.0,-190.0,,,,138.0,2105.0,-408.0,1697.0,,,,1697.0,,1697.0,0.0,0.0,1697.0,1697.0,,2730.0,0.62,0.62,0.67,2816.0,0.6,0.6,0.65,
01/31/2007,25082.0,,,-19136.0,,,5946.0,,-3977.0,,,,1969.0,-5.0,120.0,120.0,,0.0,-115.0,1964.0,-417.0,1547.0,0.0,,,1547.0,0.0,1547.0,0.0,0.0,1547.0,1547.0,317.61,2705.0,0.57,0.57,0.67,2801.0,0.55,0.55,0.65,
04/30/2007,25534.0,,,-19283.0,,,6251.0,,-3651.0,,,,2600.0,-372.0,124.0,124.0,,0.0,248.0,2228.0,-453.0,1775.0,0.0,,,1775.0,0.0,1775.0,0.0,0.0,1775.0,1775.0,-363.0,2638.0,0.67,0.67,0.72,2731.0,0.65,0.65,0.7,
07/31/2007,25377.0,,,-19164.0,,,6213.0,,-4102.0,,,,2111.0,175.0,149.0,149.0,,0.0,-324.0,2286.0,-508.0,1778.0,0.0,,,1778.0,0.0,1778.0,0.0,0.0,1778.0,1778.0,138.484,2600.0,0.68,0.68,0.73,2697.0,0.66,0.66,0.71,
10/31/2007,28293.0,,,-21304.0,,,6989.0,0.0,-4373.0,3272.0,,1101.0,2616.0,83.0,-81.0,138.0,,0.0,-2.0,2699.0,-535.0,2164.0,0.0,,,2164.0,0.0,2164.0,0.0,0.0,2164.0,2164.0,,2576.0,0.84,0.84,0.89,2678.0,0.81,0.81,0.86,
01/31/2008,28467.0,,,-21444.0,,,7023.0,0.0,-4410.0,3296.0,,1114.0,2613.0,72.0,40.0,224.0,-184.0,,-112.0,2685.0,-552.0,2133.0,,,,2133.0,,2133.0,0.0,,2133.0,2133.0,140.4,2560.0,0.83,0.83,0.88484,2655.0,0.8,0.8,0.85288,
04/30/2008,28262.0,,,-21205.0,,,7057.0,0.0,-4467.0,3331.0,,1136.0,2590.0,3.0,102.0,322.0,-220.0,,-105.0,2593.0,-536.0,2057.0,0.0,,,2057.0,,2057.0,0.0,0.0,2057.0,2057.0,,2473.0,0.83,0.83,0.9,2557.0,0.8,0.8,0.87,
07/31/2008,28032.0,,,-21197.0,,,6835.0,0.0,-4306.0,3193.0,,1113.0,2529.0,23.0,56.0,375.0,-319.0,,-79.0,2552.0,-525.0,2027.0,,,,2027.0,,2027.0,0.0,0.0,2027.0,2027.0,161.0,2459.0,0.82,0.82,0.89,2533.0,0.8,0.8,0.86,
10/31/2008,33603.0,,,-25853.0,,,7750.0,0.0,-5009.0,3506.0,,1503.0,2741.0,-98.0,98.0,171.0,,,0.0,2643.0,-531.0,2112.0,,,,2112.0,,2112.0,0.0,0.0,2112.0,2112.0,514.0,2440.0,0.87,0.87,1.07,2516.0,0.84,0.84,1.03,
01/31/2009,28807.0,28718.0,89.0,-22073.0,21987.0,86.0,6734.0,0.0,-4237.0,2893.0,732.0,612.0,2497.0,-232.0,,,,,232.0,2265.0,-409.0,1856.0,0.0,0.0,0.0,1856.0,0.0,1856.0,0.0,0.0,1856.0,1815.849673,-40.150327,2410.0,0.77,0.77,0.753465,2464.0,0.75,0.75,0.733705,
04/30/2009,27383.0,27293.0,90.0,-20945.0,20861.0,84.0,6438.0,0.0,-4145.0,2880.0,716.0,549.0,2293.0,-180.0,,,,,180.0,2113.0,-392.0,1721.0,0.0,0.0,0.0,1721.0,0.0,1721.0,0.0,0.0,1721.0,1671.591985,-49.408015,2394.0,0.72,0.72,0.698242,2438.0,0.71,0.71,0.689734,
07/31/2009,27585.0,27489.0,96.0,-21031.0,20950.0,81.0,6554.0,0.0,-4341.0,2874.0,667.0,800.0,2213.0,-177.0,,,,,177.0,2036.0,-365.0,1671.0,0.0,0.0,0.0,1671.0,0.0,1671.0,0.0,0.0,1671.0,1737.91,66.91,2382.0,0.7,0.7,0.729601,2436.0,0.69,0.69,0.717467,
10/31/2009,30777.0,30777.0,,-23475.0,23475.0,,7302.0,0.0,-4169.0,2966.0,704.0,499.0,3133.0,-132.0,,,,,132.0,3001.0,-589.0,2412.0,0.0,0.0,0.0,2412.0,,2412.0,0.0,0.0,2412.0,2334.835671,-77.164329,2366.0,1.02,1.02,0.986828,2433.0,0.99,0.99,0.958284,
01/31/2010,31177.0,31070.0,107.0,-24027.0,23948.0,79.0,7150.0,0.0,-4147.0,2967.0,681.0,499.0,3003.0,-199.0,,,,,199.0,2804.0,-554.0,2250.0,0.0,0.0,0.0,2250.0,,2250.0,0.0,0.0,2250.0,2211.50501,-38.49499,2358.0,0.95,0.95,0.937873,2427.0,0.93,0.93,0.914139,
04/30/2010,30849.0,30742.0,107.0,-23569.0,23496.0,73.0,7280.0,0.0,-4422.0,3096.0,722.0,604.0,2858.0,-91.0,,,,,91.0,2767.0,-567.0,2200.0,0.0,0.0,0.0,2200.0,,2200.0,0.0,0.0,2200.0,2213.240066,13.240066,2345.0,0.94,0.94,0.943812,2406.0,0.91,0.91,0.915503,
07/31/2010,30729.0,30625.0,104.0,-23365.0,23290.0,75.0,7364.0,0.0,-5041.0,3191.0,742.0,1108.0,2323.0,-134.0,,,,,134.0,2189.0,-416.0,1773.0,0.0,0.0,0.0,1773.0,,1773.0,0.0,0.0,1773.0,1991.774368,218.774368,2322.0,0.76,0.76,0.857784,2376.0,0.75,0.75,0.842077,
