Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
02/28/1994,497.153015,-354.510986,142.642029,-107.822998,34.819,-5.306,0.0,2.481,31.994,-10.238,21.756001,0.0,0.0,21.756001,0.0,21.756001,21.756,,0.37,0.37,58.999001,0.37,0.37,0.37,58.999001,
05/31/1994,610.033997,-426.273987,183.76001,-123.024002,60.736,-6.512,0.0,3.141,57.365,-18.357,39.007999,0.0,0.0,39.007999,0.0,39.007999,39.008,,0.66,0.66,59.048,0.66,0.66,0.66,59.048,
08/31/1994,623.02301,-436.307007,186.716003,-129.182007,57.534,-7.151,-0.416,3.301,53.268,-17.046,36.222,0.0,0.0,36.222,0.0,36.222,36.222001,,0.62,0.62,59.068001,0.62,0.62,0.62,59.068001,
11/30/1994,600.61499,-424.556,176.05899,-126.297997,49.761002,-6.545,0.0,3.543,46.759001,-14.963,31.796,0.0,0.0,31.796,0.0,31.796,31.796001,,0.54,0.54,59.320999,0.54,0.54,0.54,59.320999,
02/28/1995,648.132019,-462.031006,186.101013,-135.412003,50.688999,-10.134,0.0,3.409,43.963999,-14.975,28.989,0.0,0.0,28.989,0.0,28.989,28.988999,,0.48,0.48,59.451,0.48,0.48,0.48,59.451,
05/31/1995,745.064026,-532.356995,212.707031,-134.470001,78.237,-11.586,0.0,4.645,71.295999,-23.528,47.768002,0.0,0.0,47.768002,0.0,47.768002,47.767999,0.81,0.81,0.81,59.539001,0.81,0.81,0.81,59.539001,
08/31/1995,724.054993,-513.517029,210.537964,-135.106003,75.431999,-11.048,0.0,4.077,68.460999,-22.591999,45.868999,0.0,0.0,45.868999,0.0,45.868999,45.869,,0.77,0.77,59.594002,0.77,0.77,0.77,59.594002,
11/30/1995,713.767029,-520.664978,193.102051,-133.865997,59.236,-10.718,0.0,2.829,51.347,-17.674,33.673,0.0,0.0,33.673,0.0,33.673,33.673,0.54,0.54,0.54,61.853001,0.54,0.54,0.54,61.853001,
02/29/1996,735.901978,-549.052979,186.848999,-141.863007,44.986,-11.633,0.0,2.329,35.682,-12.128,23.554001,0.0,0.0,23.554001,0.0,23.554001,23.553999,0.38,0.38,0.38,61.917999,0.38,0.38,0.38,61.917999,
05/31/1996,843.018005,-621.288025,221.72998,-147.884003,73.846001,-10.994,0.0,2.617,65.469,-22.108999,43.360001,0.0,0.0,43.360001,0.0,43.360001,43.360001,0.7,0.7,0.7,61.945999,0.7,0.7,0.7,61.945999,
08/31/1996,836.041016,-618.031006,218.01001,-150.979004,67.030998,-10.588,,3.215,59.657998,-18.035,41.623001,0.0,0.0,41.623001,0.0,41.623001,41.622998,0.68,0.68,0.68,61.966,0.68,0.68,0.68,61.966,
11/30/1996,850.90802,-635.018982,215.889038,-149.203995,66.684998,-11.209,0.0,3.197,58.672998,-20.556,38.117001,0.0,0.0,38.117001,0.0,38.117001,38.116998,0.61,0.61,0.61,62.347,0.61,0.61,0.61,62.347,
02/28/1997,842.218994,-645.375,196.843994,-151.858002,44.986,-11.806,0.0,3.097,36.277,-12.676,23.601,0.0,0.0,23.601,0.0,23.601,23.601001,0.38,0.38,0.38,62.409,0.37,0.37,0.37,63.209,
05/31/1997,931.177002,-707.536011,223.640991,-160.850998,62.790001,-14.437,0.0,3.157,51.510001,-18.028999,33.480999,0.0,0.0,33.480999,0.0,33.480999,33.481001,0.53,0.53,0.53,62.59,0.53,0.53,0.53,62.59,
08/31/1997,949.130981,-723.362,225.768982,-178.503998,47.264999,-15.512,0.0,-222.664993,-190.911994,48.979,-141.932999,0.0,0.0,-141.932999,0.0,-141.932999,-141.932994,0.43,-2.27,-2.27,63.064999,0.43,-2.27,-2.27,63.064999,
11/30/1997,889.473022,-671.065002,218.40802,-159.244995,59.162998,-12.852,0.0,3.046,49.356998,-16.790001,32.567001,0.0,0.0,32.567001,0.0,32.567001,32.566997,0.52,0.52,0.52,63.132,0.52,0.52,0.52,63.132,
02/28/1998,835.711975,-632.192017,203.519958,-153.25,50.27,-13.128,0.0,3.667,40.809,-13.866,26.943001,0.0,0.0,26.943001,0.0,26.943001,26.943,0.43,0.42,0.42,63.243999,0.43,0.42,0.42,63.803001,
05/31/1998,927.002991,,,,,,,,,,,,,41.620998,,41.620998,,0.78,0.66,0.66,63.580002,0.77,0.65,0.65,64.419998,
