Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
02/27/2004,242.485,,-172.169,,70.316,,-72.997,,,,,,,-2.681,-5.008,,,,,5.008,-7.689,-1.633,-9.322,,,,-9.322,,-9.322,,,-9.322,-9.322,2.9393,92.146,-0.1,-0.1,-0.07,92.146,-0.1,-0.1,-0.07,
05/31/2004,267.346008,,-185.658997,,81.687012,,-65.343002,,,,,,,16.344,-1.331,,,,0.0,1.331,15.013,-1.676,13.337,0.0,,,13.337,0.0,13.337,0.0,0.0,13.337,13.337,,93.255997,0.145,0.145,0.17,98.716003,0.135,0.135,0.16,
08/31/2004,273.144989,,-181.802994,,91.341995,,-68.261002,,,,,,,23.080999,-0.034,,,,0.0,0.034,23.046999,-3.453,19.594,0.0,,,19.593999,0.0,19.594,0.0,0.0,19.594,19.594,,95.258003,0.205,0.205,0.23,102.010002,0.19,0.19,0.215,
11/26/2004,376.179993,,-266.477997,,109.701996,,-79.293999,,,,,,,30.408001,0.611,,,,0.0,-0.611,31.019001,-6.328,24.691,0.0,,,24.691001,0.0,24.691,0.0,0.0,24.691,24.691,,96.762002,0.255,0.255,0.28,102.884002,0.24,0.24,0.265,
02/25/2005,285.265,,-196.773,,88.492,,-79.403,,,,,,,9.089,-2.795,-1.205,,,0.0,4.0,6.294,-1.921,4.373,0.0,,,4.373,0.0,4.373,0.0,0.0,4.373,4.373,3.535,97.502,0.045,0.045,0.09,102.882,0.045,0.045,0.09,
06/03/2005,335.82,,-234.381,,101.439,,-83.783,,,,,,,17.656,2.515,,0.0,,0.0,-2.515,20.171,-2.442,17.729,0.0,,,17.729,0.0,17.729,0.0,0.0,17.729,17.729,,98.364,0.18,0.18,0.195,102.542,0.175,0.175,0.185,
09/02/2005,342.2,,-237.844,,104.356,,-86.046,,,,,,,18.31,1.703,,,,0.0,-1.703,20.013,-1.836,18.177,0.0,,,18.177,0.0,18.177,0.0,0.0,18.177,18.177,,99.254,0.185,0.185,0.185,103.614,0.175,0.175,0.175,
12/02/2005,444.633,,-308.688,,135.945,,-99.191,,,,,,,36.754,-0.083,,,,0.0,0.083,36.671,224.218,260.889,0.0,,,260.889,0.0,260.889,0.0,0.0,260.889,260.889,-238.543,100.152,2.605,2.605,0.225,104.096,2.51,2.51,0.22,
03/03/2006,388.54,,-257.862,,130.678,,-101.918,,,,,,,28.76,3.406,,,,0.0,-3.406,32.166,-2.227,29.939,0.0,,,29.939,0.0,29.939,0.0,,29.939,29.939,-10.165,101.109,0.15,0.15,0.05,105.972,0.14,0.14,0.045,
05/31/2006,403.136,,-253.301,,149.835,,-103.781,,,,,,,46.054,-18.257,,,,0.0,18.257,27.797,-0.632,27.165,0.0,,,27.165,0.0,27.165,0.0,0.0,27.165,27.165,,102.757,0.26,0.26,0.3,108.217,0.25,0.25,0.29,
08/31/2006,355.773,,-224.487,,131.286,,-107.877,,,,,,,23.409,5.438,,,,0.0,-5.438,28.847,-12.344,16.503,0.0,,,16.503,0.0,16.503,0.0,0.0,16.503,16.503,,103.347,0.16,0.16,0.16,104.59,0.16,0.16,0.16,
12/01/2006,392.911,,-253.83,,139.081,,-122.123,,,,,,,16.958,5.524,,,,0.0,-5.524,22.482,-9.711,12.771,0.0,,,12.771,0.0,12.771,0.0,0.0,12.771,12.771,,102.332,0.12,0.12,0.12,104.056,0.12,0.12,0.12,
03/02/2007,410.529,,-259.183,,151.346,,-135.063,,,,,,,16.283,1.481,,,,0.0,-1.481,17.764,-6.007,11.757,0.0,,,11.757,0.0,11.757,0.0,0.0,11.757,11.757,,102.142,0.12,0.12,0.14,103.711,0.11,0.11,0.13,
05/31/2007,401.294,,-247.869,,153.425,,-136.317,,,,,,,17.108,6.226,,,,,-6.226,23.334,-7.982,15.352,0.0,,,15.352,0.0,15.352,0.0,0.0,15.352,15.352,0.587,103.209,0.15,0.15,0.16,105.157,0.15,0.15,0.16,
08/31/2007,360.759,,-230.335,,130.424,,-127.768,,,,,,,2.656,0.306,,0.153,-7.918,0.0,7.459,2.962,-3.803,-0.841,0.0,,,-0.841,0.0,-0.841,0.0,0.0,-0.841,-0.841,,103.998,-0.01,-0.01,0.04,103.998,-0.01,-0.01,0.04,
11/30/2007,349.633,,-245.868,,103.765,,-136.235,,,,,,,-32.47,-6.561,,4.037,-7.765,0.0,10.289,-39.031,30.183,-8.848,0.0,,,-8.848,0.0,-8.848,-0.78,0.0,-9.628,-9.628,,105.296,-0.09,-0.09,-0.02,105.296,-0.09,-0.09,-0.02,
02/28/2008,312.144,,-218.994,,93.15,,-117.845,,,,,,,-24.695,-43.193,,8.832,-3.877,0.0,38.238,-67.888,13.224,-54.664,0.0,,,-54.664,0.0,-54.664,-2.357,0.0,-57.021,-57.021,,106.707,-0.53,-0.53,-0.43,106.707,-0.53,-0.53,-0.43,
05/31/2008,296.155,,-221.613,,74.542,,-115.171,,,,,,,-40.629,-13.642,5.075,7.375,-2.3,0.0,8.567,-54.271,13.205,-41.066,0.0,,,-41.066,0.0,-41.066,-2.379,0.0,-43.445,-43.445,6.745,107.564,-0.4,-0.4,-0.34,107.564,-0.4,-0.4,-0.34,
08/31/2008,366.857,366.857,-269.516,269.516,97.341,0.0,-119.154,71.472,57.407,14.065,48.809,0.883,-2.01,-21.813,-20.298,4.878,6.894,-2.016,,15.42,-42.111,2.634,-39.477,0.0,0.0,0.0,-39.477,0.0,-39.477,-2.401,0.0,-41.878,-33.45725,8.42075,108.291,-0.39,-0.39,-0.308957,108.291,-0.39,-0.39,-0.31224,
11/30/2008,191.618,191.618,-153.477,153.477,38.141,0.0,-115.657,58.756,45.282,13.474,47.722,0.883,8.296,-77.516,-20.241,5.63,7.686,-2.056,,14.611,-97.757,-408.413,-506.17,0.0,0.0,0.0,-506.17,0.0,-506.17,-2.424,0.0,-508.594,-493.93715,14.65685,109.698,-4.64,-4.64,-4.5027,109.698,-4.64,-4.64,-4.506389,
02/27/2009,90.624,90.624,-86.414,86.414,4.21,0.0,-106.403,52.059,38.059,14.0,42.786,0.884,10.674,-102.193,7.816,4.902,5.941,-1.039,,-12.718,-94.377,-0.646,-95.023,0.0,0.0,0.0,-95.023,0.0,-95.023,-3.004,0.0,-98.027,-105.12565,-7.09865,110.529,-0.89,-0.89,-0.951114,110.529,-0.89,-0.89,-0.954224,
05/31/2009,86.773,86.773,-66.706,66.706,20.067,5.25,-88.604,47.688,33.304,14.384,37.893,0.404,2.619,-63.287,-30.391,4.049,4.778,-0.729,,26.342,-93.678,2.16,-91.518,0.0,0.0,0.0,-91.518,0.0,-91.518,-13.456,0.0,-104.974,-86.5049,18.4691,134.383,-0.78,-0.78,-0.643719,134.383,-0.78,-0.78,-0.643719,
08/28/2009,68.004,68.004,-70.788,70.788,-2.784,0.0,-124.668,72.284,55.989,16.295,43.726,0.404,8.254,-127.452,-33.578,4.075,4.589,-0.514,,29.503,-161.03,-0.065,-161.095,0.0,0.0,0.0,-161.095,0.0,-161.095,-3.372,0.0,-164.467,-140.00815,24.45885,141.003,-1.17,-1.17,-0.992944,141.003,-1.17,-1.17,-0.996537,
11/27/2009,78.113,78.113,-72.629,72.629,5.484,0.0,-139.948,87.933,74.096,13.837,50.582,0.405,1.028,-134.464,52.335,4.118,4.546,-0.428,,-56.453,-82.129,0.2,-81.929,0.0,0.0,0.0,-81.929,0.0,-81.929,-3.444,0.0,-85.373,-121.32645,-35.95345,159.398,-0.54,-0.54,-0.761154,159.398,-0.54,-0.54,-0.765558,
02/28/2010,349.928,349.928,-302.971,302.971,46.957,3.432,-168.249,115.982,98.014,17.968,51.327,0.405,0.535,-117.86,99.314,4.135,4.518,-0.383,,-103.449,-18.546,0.017,-18.529,0.0,0.0,0.0,-18.529,0.0,-18.529,-3.518,0.0,-22.047,-89.08215,-67.03515,167.892,-0.13,-0.13,-0.530592,167.892,-0.13,-0.13,-0.530592,
05/31/2010,126.586,,,,18.101798,,,,,,,,,-118.875,,,,,,,-120.1,,-141.333,,,,,,-141.333,,,-141.333,-120.455,,,-0.787,-0.787,-0.708,,-0.787,-0.787,-0.708,
08/31/2010,196.692,,,,39.928476,,,,,,,,,-82.512,,,,,,,-84.63,,-82.033,,,,,,-82.033,,,-82.033,-89.573,,,-0.51,-0.51,-0.527,,-0.51,-0.51,-0.527,
