Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2000,1162.0,,-1018.900024,,143.099976,,-64.900002,,,,,78.199997,-33.500002,33.900002,33.900002,,0.0,-0.4,44.699995,-18.200001,,,26.5,0.0,,,26.499995,0.0,26.5,-0.3,,26.2,26.2,,111.199997,0.24,0.24,0.24,111.300003,0.24,0.24,0.24,
06/30/2000,1249.699951,,-1066.199951,,183.5,,-67.900002,,,,,115.599998,-33.199999,,34.299999,,0.0,-1.1,82.399999,-33.299999,,,49.099998,0.0,,,49.1,0.0,49.099998,-0.2,,48.899998,48.899998,,110.699997,0.44,0.44,0.44,111.5,0.44,0.44,0.44,
09/30/2000,1140.0,,-976.299988,,163.700012,,-65.599998,,,,,98.099998,-32.0,,34.0,,0.0,-2.0,66.099998,-24.799999,,,41.299999,0.0,,,41.299999,0.0,41.299999,-0.2,,41.099999,41.099999,,108.699997,0.38,0.38,0.38,109.400002,0.38,0.38,0.38,
12/31/2000,1059.8,,-944.3,,115.5,,-69.2,,,,,46.3,-29.4,33.9,33.9,,0.0,-4.5,16.9,-1.4,,,15.5,0.0,,,15.5,0.0,15.5,-0.3,0.0,15.2,15.2,,107.6,0.14,0.14,0.14,107.6,0.14,0.14,0.14,
03/31/2001,998.799988,,-863.700012,,135.099976,,-122.900002,,,,,12.2,-32.500002,34.400002,34.400002,,0.0,-1.9,-20.300002,7.5,,,-12.8,0.0,,,-12.800002,0.0,-12.8,-0.2,0.0,-13.0,-13.0,,107.800003,-0.12,-0.12,-0.12,107.800003,-0.12,-0.12,-0.12,
06/30/2001,984.200012,,-885.099976,,99.100037,,-62.700001,,,,,36.400002,-31.199998,,33.099998,,0.0,-1.9,5.200003,-1.9,,,3.3,0.6,,,2.700003,0.0,2.7,-0.3,0.0,2.4,2.4,,107.800003,0.02,0.03,0.03,108.0,0.02,0.03,0.03,
09/30/2001,960.700012,,-875.400024,,85.299988,,-61.900002,,,,,23.4,-31.5,33.0,33.0,,0.0,-1.5,-8.1,3.0,,,-5.1,0.8,,,-5.9,0.0,-5.9,-0.2,0.0,-6.1,-6.1,,107.699997,-0.06,-0.05,-0.05,107.699997,-0.06,-0.05,-0.05,
12/31/2001,932.700012,,-808.5,,124.200012,,-71.5,,,,,52.700001,-173.999992,,32.599998,,0.0,141.399994,-121.299992,44.900002,,,-76.400002,0.0,,,-76.39999,0.0,-76.400002,0.0,0.0,-76.400002,-76.400002,,107.699997,-0.71,-0.71,0.13,107.699997,-0.71,-0.71,0.13,
03/31/2002,967.700012,,-936.5,,31.200012,,-65.5,,,,,-34.299999,-7.199999,31.799999,31.799999,,0.0,-24.6,-41.499998,15.4,,,-26.1,-0.5,,,-25.599998,0.0,-25.6,-0.2,0.0,-25.8,-25.8,,107.900002,-0.24,-0.24,-0.38,107.900002,-0.24,-0.24,-0.38,
06/30/2002,1141.5,,-1031.199951,,110.300049,,-64.300003,,,,,46.0,-8.700001,,34.700001,,0.0,-26.0,37.299999,-13.8,,,23.5,7.3,,,16.199999,0.0,16.200001,-0.3,0.0,15.900001,15.900001,,107.900002,0.15,0.22,0.08,108.199997,0.15,0.22,0.08,
09/30/2002,1117.599976,,-990.900024,,126.699951,,-69.900002,,,,,56.799999,-30.200001,31.700001,31.700001,,0.0,-1.5,26.599998,-9.9,,,16.700001,20.0,,,-3.300001,0.0,-3.3,-0.7,0.0,-4.0,-4.0,,107.900002,-0.03,0.15,0.15,107.900002,-0.03,0.15,0.15,
12/31/2002,932.0,,-891.3,,40.7,,-43.1,,,,,-2.4,-893.6,30.1,30.1,,0.0,863.5,-896.0,361.5,,,-534.5,-44.8,,,-489.7,0.0,-489.7,0.0,0.0,-489.7,-489.7,,107.9,-4.55,-4.97,-0.085403,107.9,-4.55,-4.97,-0.085403,
03/31/2003,985.299988,,-968.900024,,16.399963,,-59.5,,,,,-43.099998,-27.4,28.6,28.6,,0.0,-1.2,-70.499999,28.1,,,-42.400002,-1.6,,,-40.799998,0.0,-40.799999,0.0,0.0,-40.799999,-40.799999,,108.400002,-0.38,-0.39,-0.39,108.400002,-0.38,-0.39,-0.39,
06/30/2003,981.3,,-1031.1,,-49.8,,-65.4,,,,,-115.2,-27.4,28.5,28.5,,,-1.1,-142.6,56.0,,,-86.6,-8.4,,,-78.2,0.0,-78.2,0.0,0.0,-78.2,-78.2,,108.5,-0.72,-0.8,-0.8,108.5,-0.72,-0.8,-0.8,
09/30/2003,1021.1,,-1083.6,,-62.5,,-61.3,,,,,-123.8,-130.7,30.3,30.3,,0.0,100.4,-254.5,-31.5,,,-286.0,-8.5,,,-277.5,0.0,-277.5,0.0,0.0,-277.5,-277.5,,108.5,-2.56,-2.64,-0.82,108.5,-2.56,-2.64,-0.82,
12/31/2003,1054.0,,-1025.0,,29.0,,-57.4,,,,,-28.4,-277.0,30.4,30.4,,0.0,246.6,-305.4,126.0,,,-179.4,-15.5,,,-163.9,0.0,-163.9,0.0,0.0,-163.9,-163.9,,108.5,-1.51,-1.65,-0.31,108.5,-1.51,-1.65,-0.31,
03/31/2004,1134.400024,,-1080.400024,,54.0,,-52.5,,,,,1.5,-28.100001,29.700001,29.700001,,0.0,-1.6,-26.600001,10.2,,,-16.4,-181.800003,,,165.400002,0.0,165.399994,0.0,0.0,165.399994,165.399994,,108.699997,1.52,-0.15,-0.15,108.699997,1.52,-0.15,-0.15,
06/30/2004,1311.8,,-1201.0,,110.8,,-54.4,,,,,56.4,-29.0,27.6,27.6,,0.0,1.4,27.4,-7.2,,,20.2,-72.5,,,92.7,0.0,92.7,0.0,0.0,92.7,92.7,,108.7,0.85,0.18,0.18,109.0,0.85,0.18,0.18,
09/30/2004,1337.3,,-1193.5,,143.8,,-49.3,,,,,94.5,-26.1,26.6,26.6,,0.0,-0.5,68.4,50.2,,,118.6,35.5,,,83.1,0.0,83.1,0.0,0.0,83.1,83.1,,108.8,0.76,1.09,0.63,109.2,0.76,1.09,0.63,
12/31/2004,1433.8,,-1284.9,,148.9,,-50.2,,,,,98.7,-361.2,,26.2,,0.0,335.0,-262.5,170.6,,,-91.9,10.9,,,-102.8,0.0,-102.8,0.0,0.0,-102.8,-102.8,,108.8,-0.95,-0.84,0.677,108.8,-0.95,-0.84,0.677,
03/31/2005,1422.5,,-1206.3,,216.2,,-102.6,,,,,113.6,-17.0,22.4,22.4,,,-5.4,96.6,-37.4,,,59.2,,,,59.2,0.0,59.2,0.0,,59.2,59.2,3.1,109.5,0.54,0.54,0.56,110.6,0.54,0.54,0.56,
06/30/2005,1454.6,,-1278.7,,175.9,0.0,-101.7,52.1,,,49.6,74.2,-20.3,,21.7,,,-1.4,53.9,-44.9,,,9.0,,,,9.0,,9.0,0.0,0.0,9.0,9.0,,109.8,0.08,0.08,0.08,110.3,0.08,0.08,0.08,
09/30/2005,1393.3,,-1366.9,,26.4,,-51.9,,,,,-25.5,-19.4,20.9,20.9,,0.0,-1.5,-44.9,15.9,,,-29.0,0.0,,,-29.0,0.0,-29.0,0.0,0.0,-29.0,-29.0,,109.8,-0.26,-0.26,-0.26,109.8,-0.26,-0.26,-0.26,
12/31/2005,1377.0,,-1241.4,,135.6,,-52.1,,,,,83.5,-151.1,21.8,21.8,,0.0,129.3,-67.6,27.6,,,-40.0,1.5,,,-41.5,0.0,-41.5,0.0,0.0,-41.5,-41.5,,109.8,-0.38,-0.37,0.42,109.8,-0.38,-0.37,0.42,
03/31/2006,1435.9,,-1354.4,,81.5,,-52.1,,,,,29.4,-18.0,22.0,22.0,,0.0,-4.0,11.4,-5.2,,,6.2,0.0,,,6.2,0.0,6.2,0.0,0.0,6.2,6.2,,109.8,0.06,0.06,0.06,110.3,0.06,0.06,0.06,
06/30/2006,1497.3,,-1381.8,,115.5,,-52.5,,,,,63.0,-16.5,22.1,22.1,,0.0,-5.6,46.5,-17.4,,,29.1,0.0,,,29.1,0.0,29.1,0.0,0.0,29.1,29.1,,109.8,0.27,0.27,0.27,110.5,0.26,0.26,0.26,
09/30/2006,1553.6,,-1437.0,,116.6,,-50.7,,,,,65.9,-28.2,22.4,22.4,,0.0,5.8,37.7,-11.7,,,26.0,0.0,,,26.0,0.0,26.0,0.0,0.0,26.0,26.0,,109.9,0.24,0.24,0.37,110.5,0.23,0.23,0.36,
12/31/2006,1582.2,,-1478.5,,103.7,0.0,-232.0,52.4,,,179.6,-128.3,-16.8,,22.6,,0.0,-5.8,-145.1,49.4,,,-95.7,0.0,,,-95.7,0.0,-95.7,0.0,0.0,-95.7,-95.7,,110.0,-0.45,-0.45,0.16,110.0,-0.45,-0.45,0.16,
03/31/2007,1719.9,,-1530.7,,189.2,,-69.2,,,,,120.0,-20.5,24.6,24.6,,,-4.1,99.5,-36.8,,,62.7,0.0,,,62.7,0.0,62.7,0.0,0.0,62.7,62.7,,110.4,0.57,0.57,0.66,111.3,0.56,0.56,0.65,
06/30/2007,1869.5,,-1602.0,,267.5,,-55.4,,,,,212.1,-37.5,16.9,16.9,,0.0,20.6,174.6,-64.7,,,109.9,0.0,,,109.9,0.0,109.9,0.0,0.0,109.9,109.9,,110.8,0.99,0.99,1.13,111.9,0.98,0.98,1.12,
09/30/2007,1721.7,,-1502.8,,218.9,,-55.4,,,,,163.5,-10.4,14.9,14.9,,0.0,-4.5,153.1,-44.7,,,108.4,0.0,,,108.4,0.0,108.4,0.0,0.0,108.4,108.4,,111.0,0.98,0.98,0.88,112.1,0.97,0.97,0.87,
12/31/2007,1691.9,,-1479.8,,212.1,0.0,-105.9,58.6,,,47.3,106.2,10.6,,11.9,,0.0,-22.5,116.8,-57.4,,,59.4,0.0,,,59.4,0.0,59.4,0.0,0.0,59.4,59.4,,111.0,0.96,0.96,0.97,112.2,0.95,0.95,0.96,
03/31/2008,1791.4,1791.4,-1513.2,1513.2,278.2,0.0,-108.5,56.5,,52.0,0.0,169.7,-6.3,6.2,11.7,-5.5,,0.1,163.4,-62.4,,,101.0,0.0,0.0,0.0,101.0,0.1,101.1,0.0,0.0,101.1,101.1,0.0,111.4,0.91,0.91,0.91,112.4,0.9,0.9,0.9,
06/30/2008,2236.6,,-1943.7,,292.9,,-55.0,,,,,237.9,-8.1,11.6,11.6,,0.0,-3.5,229.8,-84.6,,,145.2,0.0,,,145.2,0.0,145.2,0.0,0.0,145.2,145.2,,111.6,1.3,1.3,1.3,112.6,1.29,1.29,1.29,
09/30/2008,2157.6,,-1791.4,,366.2,,-56.6,,,,,309.6,-10.9,11.6,11.6,,0.0,-0.7,298.7,-110.4,,,188.3,0.0,,,188.3,0.0,188.3,0.0,0.0,188.3,188.3,,111.7,1.69,1.69,1.69,112.5,1.67,1.67,1.67,
12/31/2008,1458.7,,-1344.7,,114.0,0.0,-803.2,55.5,,,48.2,-689.2,-9.7,,11.6,,,-1.9,-698.9,268.3,,,-430.6,,,,-430.6,,-430.6,0.0,0.0,-430.6,-430.6,,110.9,-3.88,-3.88,2.42,110.9,-3.88,-3.88,2.42,
03/31/2009,922.2,922.2,-923.0,923.0,-0.8,0.0,-99.1,47.8,,51.3,0.0,-99.9,-7.9,,10.2,,,-2.3,-107.8,34.2,,,-73.6,0.0,0.0,0.0,-73.6,0.2,-73.4,0.0,0.0,-73.4,-73.4,0.0,109.8,-0.67,-0.67,-0.67,109.8,-0.67,-0.67,-0.67,
06/30/2009,793.6,793.6,-766.6,766.6,27.0,0.0,-99.5,47.9,,51.6,0.0,-72.5,-5.8,,9.2,,,-3.4,-78.3,30.3,,,-48.0,0.0,0.0,0.0,-48.0,0.8,-47.2,0.0,0.0,-47.2,-47.2,0.0,108.7,-0.43,-0.43,-0.43,108.7,-0.43,-0.43,-0.43,
09/30/2009,1041.1,1041.1,-929.2,929.2,111.9,0.0,-96.6,45.6,,51.0,0.0,15.3,-6.1,,9.0,,,-2.9,9.2,-3.5,,,5.7,0.0,0.0,0.0,5.7,0.5,6.2,0.0,0.0,6.2,6.2,0.0,108.7,0.06,0.06,0.06,109.2,0.06,0.06,0.06,
12/31/2009,1319.9,1319.9,-1130.8,1130.8,189.1,0.0,-102.1,51.4,,50.7,0.0,87.0,-8.1,,8.6,,,-0.5,78.9,-41.0,,,37.9,0.0,0.0,0.0,37.9,1.9,39.8,0.0,0.0,39.8,44.9,5.1,108.7,0.36,0.36,0.413063,109.3,0.36,0.36,0.406661,
03/31/2010,1405.7,1405.7,-1243.6,1243.6,162.1,0.0,-104.5,54.2,,50.3,0.0,57.6,-13.5,,8.9,,,4.6,44.1,-42.7,,,1.4,0.0,0.0,0.0,1.4,0.5,1.9,0.0,0.0,1.9,27.2,25.3,109.5,0.02,0.02,0.248402,110.0,0.02,0.02,0.248402,
06/30/2010,1596.1,1596.1,-1428.0,1428.0,168.1,0.0,-102.5,52.6,,49.9,0.0,65.6,-20.3,,11.1,,,9.2,45.3,-18.9,,,26.4,0.0,0.0,0.0,26.4,0.3,26.7,0.0,0.0,26.7,16.0,-10.7,109.5,0.24,0.24,0.146119,109.9,0.24,0.24,0.142639,
09/30/2010,1575.9,1575.9,-1576.1,1576.1,-0.2,0.0,-102.3,52.0,,50.3,0.0,-102.5,2.1,,5.9,,,-8.0,-100.4,40.4,,,-60.0,0.0,0.0,0.0,-60.0,0.8,-59.2,0.0,0.0,-59.2,-59.2,0.0,109.5,-0.54,-0.54,-0.54,109.5,-0.54,-0.54,-0.54,
12/31/2010,1390.6,1390.6,-1379.5,1379.5,11.1,4.1,-169.8,50.4,,46.6,72.8,-154.6,-8.9,,7.1,,,1.8,-163.5,65.0,,,-98.5,0.0,0.0,0.0,-98.5,0.2,-98.3,0.0,0.0,-98.3,-54.5,43.8,109.6,-0.89,-0.89,-0.497263,109.6,-0.89,-0.89,-0.497263,
03/31/2011,1581.1,1581.1,-1469.1,1469.1,112.0,8.4,-100.9,54.2,,46.7,0.0,19.5,-5.2,,8.6,,,-3.4,14.3,-5.8,,,8.5,0.0,0.0,0.0,8.5,0.2,8.7,0.0,0.0,8.7,8.7,0.0,109.7,0.08,0.08,0.08,110.1,0.08,0.08,0.08,
06/30/2011,1791.9,1791.9,-1633.5,1633.5,158.4,9.4,-99.3,52.8,,46.5,0.0,68.5,-11.6,,11.6,,,0.0,56.9,-24.5,,,32.4,0.0,0.0,0.0,32.4,0.7,33.1,0.0,0.0,33.1,35.1,2.0,109.8,0.3,0.3,0.319672,110.2,0.3,0.3,0.318149,
09/30/2011,1585.8,1585.8,-1482.6,1482.6,103.2,8.9,-100.7,54.6,,46.1,0.0,11.4,-18.2,,13.5,,,4.7,-6.8,0.7,,,-6.1,0.0,0.0,0.0,-6.1,2.6,-3.5,0.0,0.0,-3.5,2.7,6.2,109.8,-0.03,-0.03,0.02459,109.8,-0.03,-0.03,0.02459,
12/31/2011,1509.2,1509.2,-1451.6,1451.6,57.6,9.3,-367.6,53.8,,45.7,268.1,-300.7,-17.8,,13.8,,,4.0,-318.5,123.6,,,-194.9,0.0,0.0,0.0,-194.9,1.0,-193.9,0.0,0.0,-193.9,-28.0,165.9,109.8,-1.76,-1.76,-0.255009,109.8,-1.76,-1.76,-0.255009,
03/31/2012,1508.7,1508.7,-1409.0,1409.0,99.7,8.5,-104.1,55.8,,48.3,0.0,4.1,-15.3,16.1,16.2,-0.1,,-0.8,-11.2,4.3,,,-6.9,0.0,0.0,0.0,-6.9,-4.9,-11.8,0.0,0.0,-11.8,-11.8,0.0,110.0,-0.11,-0.11,-0.11,110.0,-0.11,-0.11,-0.11,
06/30/2012,1538.4,1538.4,-1392.4,1392.4,146.0,9.9,-99.2,50.8,,48.4,0.0,56.7,-26.5,21.7,21.8,-0.1,,4.8,30.2,-747.8,,,-717.6,0.0,0.0,0.0,-717.6,-6.6,-724.2,0.0,0.0,-724.2,11.4,735.6,110.2,-6.571688,-6.571688,0.103448,110.2,-6.571688,-6.571688,0.103448,
09/30/2012,1463.5,1463.5,-1385.0,1385.0,78.5,9.6,-100.1,51.9,,48.2,0.0,-12.0,-16.7,22.3,22.4,-0.1,,-5.6,-28.7,-23.8,,,-52.5,0.0,0.0,0.0,-52.5,-8.4,-60.9,0.0,0.0,-60.9,-27.8,33.1,110.2,-0.55,-0.55,-0.252269,110.2,-0.55,-0.55,-0.252269,
12/31/2012,1423.1,1423.1,-1352.7,1352.7,70.4,7.3,-254.6,50.2,,47.1,157.3,-176.9,-22.0,26.2,26.3,-0.1,,-4.2,-198.9,-22.7,,,-221.6,0.0,0.0,0.0,-221.6,-8.8,-230.4,0.0,0.0,-230.4,-36.6,193.8,121.3,-1.89,-1.89,-0.301731,121.3,-1.89,-1.89,-0.301731,
03/31/2013,1369.8,1369.8,-1252.3,1252.3,117.5,15.9,-100.2,51.6,,48.6,0.0,33.2,-29.2,30.3,31.0,-0.7,,-1.1,4.0,2.8,,,6.8,0.0,0.0,0.0,6.8,-16.7,-9.9,0.0,0.0,-9.9,-9.9,0.0,135.7,-0.07,-0.07,-0.07,135.7,-0.07,-0.07,-0.07,
06/30/2013,1404.5,1404.5,-1309.2,1309.2,95.3,16.5,-98.1,50.2,,47.9,0.0,13.7,-29.5,31.8,32.0,-0.2,,-2.3,-15.8,-9.7,,,-25.5,0.0,0.0,0.0,-25.5,-14.9,-40.4,0.0,0.0,-40.4,-40.4,0.0,135.8,-0.3,-0.3,-0.3,135.8,-0.3,-0.3,-0.3,
09/30/2013,1331.3,1331.3,-1222.4,1222.4,108.9,16.9,-99.9,51.5,,48.4,0.0,25.9,-34.9,32.0,32.1,-0.1,,2.9,-9.0,-6.7,,,-15.7,0.0,0.0,0.0,-15.7,-16.0,-31.7,0.0,0.0,-31.7,-16.4,15.3,135.9,-0.23,-0.23,-0.120677,135.9,-0.23,-0.23,-0.120677,
12/31/2013,1464.8,1464.8,-1323.9,1323.9,140.9,19.3,-97.2,52.0,,45.2,0.0,63.0,-35.2,32.2,32.3,-0.1,,3.0,27.8,24.0,,,51.8,0.0,0.0,0.0,51.8,-16.6,35.2,0.0,0.0,35.2,35.2,0.0,135.9,0.26,0.26,0.26,136.3,0.26,0.26,0.26,
03/31/2014,1383.5,1383.5,-1335.6,1335.6,47.9,0.0,-83.2,60.2,,48.7,-25.7,-35.3,-34.1,32.2,32.2,0.0,,1.9,-69.4,-1.8,,,-71.2,0.0,0.0,0.0,-71.2,-14.9,-86.1,0.0,0.0,-86.1,-74.4,11.7,136.1,-0.63,-0.63,-0.546657,136.1,-0.63,-0.63,-0.546657,
06/30/2014,1530.8,1530.8,-1416.9,1416.9,113.9,0.0,-77.4,53.9,,48.5,-25.0,36.5,-36.2,33.2,33.2,0.0,,3.0,0.3,-1.8,,,-1.5,0.0,0.0,0.0,-1.5,-15.6,-17.1,0.0,0.0,-17.1,-17.1,0.0,136.2,-0.13,-0.13,-0.13,136.2,-0.13,-0.13,-0.13,
