Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1994,458.973999,32.414001,30.440001,1.974,73.542999,,,52.870998,,,,,12.61,,,,,,171.438004,259.178986,452.927002,-193.748001,0.0,28.357,,,,,28.357,287.535986,,51.012001,51.012001,,,,10.671,,,,,27.425001,,,,27.425001,89.108002,188.227997,,,,36.264999,,,,,36.264999,224.492996,313.600998,0.0,179.701996,,,0.0,,-34.328999,145.372997,0.0,145.372997,458.973995,
12/31/1994,484.359985,14.018,14.018,0.0,91.139999,,,68.302002,0.0,0.0,0.0,68.302002,8.648,,,,,,182.108002,273.334015,479.115997,-205.781998,0.0,28.917999,,,,,28.917999,302.252014,,53.573002,53.573002,,,,7.404,,,,,35.265994,,,,35.265994,96.242996,192.210007,,,,35.174999,,,,,35.174999,227.385006,323.628002,0.0,179.578995,,,0.0,,-18.847,160.731995,0.0,160.731995,484.359997,
03/31/1995,489.03299,5.55,5.55,0.0,86.375999,,,75.725998,,,,,8.256,,,,,,175.908005,280.71701,498.415985,-217.699005,0.0,32.408001,,,,,32.408001,313.125011,,58.508999,58.508999,,,,27.476999,,,,,8.107004,,,,8.107004,94.093002,189.994995,,,,41.299999,,,,,41.299999,231.294994,325.387997,0.0,180.731995,,,0.0,,-17.087,163.644995,0.0,163.644995,489.032991,
06/30/1995,502.60199,7.356,7.356,0.0,99.870003,,,62.356998,,,,,13.661,,,,,,183.244003,285.625,514.330994,-228.705994,0.0,33.733002,,,,,33.733002,319.358002,,58.306999,58.306999,,,,8.694,,,,,33.292,,,,33.292,100.292999,189.095993,,,,42.096001,,,,,42.096001,231.191994,331.484993,0.0,180.748001,,,0.0,,-9.631,171.117002,0.0,171.117002,502.601995,
09/30/1995,533.698975,59.369999,59.369999,0.0,69.125999,,,61.875999,,,,,11.066,,,,,,201.438004,256.345001,463.994995,-207.649994,0.0,75.916,,,,,75.916,332.261002,,48.599998,48.599998,,,,9.084,,,,,38.676003,,,,38.676003,96.360001,187.869003,,,,41.610001,,,,,41.610001,229.479004,325.839005,0.0,180.709,,,0.0,,27.150999,207.859999,0.0,207.859999,533.699003,
12/31/1995,519.153015,13.941,13.941,0.0,77.533997,,,80.453003,,,,,10.536,,,,,,182.464005,261.688995,478.880005,-217.190994,0.0,75.0,,,,,75.0,336.688995,,61.389,61.389,,,,9.473,,,,,34.072998,,,,34.072998,104.934998,155.007004,,,,42.696999,,,,,42.696999,197.704003,302.639001,0.0,180.729004,,,0.0,,35.785,216.514004,0.0,216.514004,519.153005,
03/31/1996,542.411011,6.976,6.976,0.0,151.600998,,,65.115997,,,,,12.407,,,,,,236.100006,280.041992,507.247986,-227.205994,0.0,26.268999,,,,,26.268999,306.310991,,62.582001,62.582001,,,,9.726,,,,,37.536001,,,,37.536001,109.844002,154.653,,,,45.736,,,,,45.736,200.389,310.233002,0.0,190.423004,,,0.0,,41.755001,232.178005,0.0,232.178005,542.411007,
06/30/1996,572.809998,5.494,5.494,0.0,94.525002,,,82.795998,,,,,76.473999,,,,,,259.289001,284.868988,522.265015,-237.395996,0.0,28.652,,,,,28.652,313.520988,,60.867001,60.867001,,,,9.681,,,,,37.101002,,,,37.101002,107.649002,168.598999,,,,50.110001,,,,,50.110001,218.709,326.358002,0.0,192.686996,,,0.0,,53.764999,246.451996,0.0,246.451996,572.809998,
09/30/1996,587.106018,103.571999,103.571999,0.0,91.699997,,,64.796997,,,,,8.597,,,,,,268.665985,290.371002,538.609009,-248.238007,0.0,28.069,,,,,28.069,318.440002,,69.945999,69.945999,,,,83.513,,,,,37.550003,,,,37.550003,191.009003,80.019997,,,,54.855999,,,,,54.855999,134.875996,325.884998,0.0,193.582993,,,0.0,,67.638,261.220993,0.0,261.220993,587.105991,
12/31/1996,582.586975,22.796,22.796,0.0,128.013,,,74.487999,,,,,12.046,,,,,,237.343002,316.510986,573.353027,-256.84201,0.0,28.733,,,,,28.733,345.243986,,80.747002,80.747002,,,,10.043,,,,,47.077994,,,,47.077994,137.867996,79.260002,,,,61.394001,,,,,61.394001,140.654003,278.521999,0.0,193.770004,,,0.0,,110.294998,304.065002,0.0,304.065002,582.587001,
03/31/1997,551.971008,31.363001,31.363001,0.0,84.480003,,,77.577003,,,,,8.329,,,,,,201.748993,320.710999,589.182007,-268.471008,0.0,29.511,,,,,29.511,350.221998,,54.639,54.639,,,,10.241,,,,,32.152997,,,,32.152997,97.032997,79.063004,,,,65.460999,,,,,65.460999,144.524002,241.556999,0.0,193.988007,,,0.0,,116.426003,310.414009,0.0,310.414009,551.971008,
06/30/1997,557.218018,34.855999,34.855999,0.0,70.160004,,,73.677002,,,,,9.418,,,,,,188.110992,338.109009,617.940979,-279.832001,0.0,30.997999,,,,,30.997999,369.107008,,49.105,49.105,,,,10.055,,,,,32.380001,,,,32.380001,91.540001,77.987,,,,68.042,,,,,68.042,146.028999,237.569,0.0,194.115005,,,-0.53,,126.063997,319.649002,0.0,319.649002,557.218002,
09/30/1997,587.814026,7.379,7.379,0.0,83.899002,,,74.902,,,,,9.452,,,,,,175.632004,376.804993,667.91803,-291.113007,0.0,35.376999,,,,,35.376999,412.181992,,57.473,57.473,,,,9.778,,,,,32.517998,,,,32.517998,99.768997,90.103996,,,,70.337997,,,,,70.337997,160.441994,260.210991,0.0,194.509003,,,-0.949,,134.042994,327.602997,0.0,327.602997,587.813988,
12/31/1997,627.807983,8.352,8.352,0.0,76.281998,,,87.359001,,,,,9.842,,,,,,181.835007,413.822998,718.346008,-304.52301,0.0,32.150002,,,,,32.150002,445.973,,58.766998,58.766998,,,,17.002001,,,,,31.726004,,,,31.726004,107.495003,115.314003,,,,72.035004,,,,,72.035004,187.349007,294.844009,0.0,195.343002,,,-3.359,,140.980002,332.964005,0.0,332.964005,627.808014,
03/31/1998,635.429016,2.274,2.274,0.0,64.517998,,,97.792999,,,,,7.984,,,,,,172.569,424.412994,742.057983,-317.644989,0.0,38.446999,,,,,38.446999,462.859993,,44.275002,44.275002,,,,11.428,,,,,30.252999,,,,30.252999,85.956001,136.289993,,,,73.823997,,,,,73.823997,210.113991,296.069992,0.0,195.419006,,,-3.099,,147.039002,339.359009,0.0,339.359009,635.429001,
06/30/1998,1041.887939,26.408001,26.408001,0.0,112.053001,,,175.445999,,,,,8.953,,,,,,322.859985,666.187988,997.91803,-331.730011,0.0,52.84,,,,,52.84,719.027988,,100.321999,100.321999,,,,2.711,,,,,57.637,,,,57.637,160.669998,451.670013,,,,79.111,,,,,79.111,530.781013,691.451012,0.0,202.798996,,,-5.637,,153.275001,350.436996,0.0,350.436996,1041.888008,
09/30/1998,1481.70105,3.454,3.454,0.0,167.582001,,,225.095993,,,,,9.193,,,,,,405.325012,945.143005,1297.488037,-352.345001,0.0,131.233002,,,,,131.233002,1076.376007,,156.526993,156.526993,,,,6.386,,,,,91.742006,,,,91.742006,254.654999,483.244995,,,,142.169006,,,,,142.169006,625.414001,880.069,164.953003,284.036011,,,-5.409,,158.052005,601.632019,0.0,601.632019,1481.701019,
12/31/1998,1406.4,12.0,12.0,0.0,138.8,138.8,,207.7,14.8,0.0,192.9,0.0,11.7,,,,,,370.2,691.4,913.2,-221.8,0.0,344.8,55.6,55.6,0.0,,289.2,1036.2,,112.1,112.1,,,,12.5,,,,,63.2,,,,63.2,187.8,531.4,521.6,9.8,9.8,128.0,,,,,128.0,659.4,847.2,165.0,284.0,,,-5.4,115.6,0.0,559.2,,559.2,1406.4,
03/31/1999,1445.5,6.8,6.8,0.0,164.2,164.2,,214.7,15.3,183.4,16.0,,11.8,,,,,,397.5,915.0,1376.6,-461.6,0.0,133.0,,,,,133.0,1048.0,,175.9,175.9,,,,19.7,,,,,64.8,,,,64.8,260.4,495.4,,,,133.2,,,,,133.2,628.6,889.0,165.0,284.0,,,-5.4,112.9,0.0,556.5,0.0,556.5,1445.5,
06/30/1999,1522.5,11.3,11.3,0.0,213.4,213.4,,228.5,18.2,195.9,14.4,,10.3,,,,,,463.5,919.1,1398.6,-479.5,0.0,139.9,,,,,139.9,1059.0,,157.2,157.2,,,,20.2,,,,,97.2,,,,97.2,274.6,524.0,,,,137.9,,,,,137.9,661.9,936.5,165.0,284.0,,,-5.4,142.4,0.0,586.0,0.0,586.0,1522.5,
09/30/1999,1557.3,15.6,15.6,0.0,244.6,244.6,,197.7,19.0,166.0,12.7,,10.6,,,,,,468.5,938.3,1434.9,-496.6,0.0,150.5,,,,,150.5,1088.8,,183.7,183.7,,,,97.9,,,,,24.5,,,,24.5,306.1,491.0,,,,151.0,,,,,151.0,642.0,948.1,165.0,284.5,,,-5.0,164.7,0.0,609.2,0.0,609.2,1557.3,
12/31/1999,1486.5,141.8,141.8,0.0,280.7,,,182.2,18.5,0.0,163.7,0.0,6.9,,,,,,611.6,731.6,976.1,-244.5,0.0,143.3,0.0,,,,143.3,874.9,,214.2,214.2,,,,27.4,,,,,80.0,,,,80.0,321.6,390.2,,,,151.6,,,,,151.6,541.8,863.4,165.0,284.4,,,-4.9,,178.6,623.1,0.0,623.1,1486.5,
03/31/2000,1471.6,21.0,21.0,0.0,309.3,309.3,,268.3,16.6,0.0,251.7,0.0,11.0,,,,,,609.6,730.5,984.8,-254.3,0.0,131.5,,,,,131.5,862.0,,268.7,268.7,,,,3.8,,,,,67.9,,,,67.9,340.4,352.5,,,,155.8,,,,,155.8,508.3,848.7,165.0,284.7,,,-11.7,184.9,0.0,622.9,0.0,622.9,1471.6,
06/30/2000,1483.9,8.6,8.6,0.0,320.3,320.3,,282.3,16.0,0.0,266.3,0.0,8.0,,,,,,619.2,733.6,996.3,-262.7,0.0,131.1,,,,,131.1,864.7,,268.7,268.7,,,,3.7,,,,,78.9,,,,78.9,351.3,345.3,,,,161.6,,,,,161.6,506.9,858.2,165.0,284.6,,,-20.4,196.5,0.0,625.7,0.0,625.7,1483.9,
09/30/2000,1530.8,24.5,24.5,0.0,349.1,349.1,,275.3,16.2,0.0,259.1,0.0,8.3,,,,,,657.2,741.8,1014.8,-273.0,0.0,131.8,,,,,131.8,873.6,,310.9,310.9,,,,3.7,,,,,90.2,,,,90.2,404.8,307.1,,,,171.1,,,,,171.1,478.2,883.0,165.0,284.7,,,-20.4,218.5,0.0,647.8,0.0,647.8,1530.8,
12/31/2000,1543.6,14.1,14.1,0.0,334.5,,,274.3,16.2,0.0,258.1,0.0,7.3,,,,,,630.2,781.4,1066.5,-285.1,0.0,132.0,63.2,63.2,0.0,,68.8,913.4,,281.6,281.6,,,,3.8,,,,,97.0,,,,97.0,382.4,306.8,,,,184.5,,,,,184.5,491.3,873.7,165.0,285.4,,,-20.4,,239.9,669.9,0.0,669.9,1543.6,
03/31/2001,1531.2,1.5,1.5,0.0,317.1,317.1,,274.0,16.3,0.0,257.7,0.0,9.8,,,,,,602.4,803.1,1099.1,-296.0,0.0,125.7,,,,,125.7,928.8,,217.6,217.6,,,,3.7,3.7,0.0,0.0,,83.1,,,,83.1,304.4,346.0,346.0,0.0,0.0,190.9,,,,,190.9,536.9,841.3,165.0,285.7,,,-19.4,258.6,0.0,689.9,0.0,689.9,1531.2,
06/30/2001,1628.9,1.9,1.9,0.0,340.5,340.5,,307.8,16.4,0.0,291.4,0.0,8.2,,,,,,658.4,840.7,1146.3,-305.6,0.0,129.8,,,,,129.8,970.5,,265.2,265.2,,,,3.7,3.7,0.0,0.0,,86.1,,,,86.1,355.0,352.6,352.6,0.0,0.0,199.2,,,,,199.2,551.8,906.8,165.0,290.6,,,-18.6,285.1,0.0,722.1,0.0,722.1,1628.9,
09/30/2001,2539.3,1.2,1.2,0.0,479.2,479.2,,396.6,22.9,0.0,373.7,0.0,7.1,,,,,,884.1,1372.3,1689.4,-317.1,0.0,282.9,112.4,112.4,0.0,,170.5,1655.2,,339.1,339.1,,,,16.6,16.6,0.0,0.0,,131.1,,,,131.1,486.8,1068.5,1068.5,0.0,0.0,232.0,,,,,232.0,1300.5,1787.3,0.0,455.7,,,-21.6,317.9,0.0,752.0,0.0,752.0,2539.3,
12/31/2001,2662.3,51.9,51.9,0.0,384.9,,,431.8,23.4,0.0,408.4,0.0,9.4,,,,,,878.0,1522.3,1852.7,-330.4,0.0,262.0,168.5,95.2,73.3,,93.5,1784.3,,331.2,331.2,,,,34.4,34.4,0.0,0.0,,172.9,,,,172.9,538.5,1112.5,1112.5,0.0,0.0,254.3,,,,,254.3,1366.8,1905.3,0.0,455.6,,,-20.5,,321.9,757.0,0.0,757.0,2662.3,
03/31/2002,2998.6,0.2,0.2,0.0,434.7,434.7,,418.6,23.5,0.0,395.1,0.0,14.9,,,,,,868.4,1556.2,1903.0,-346.8,0.0,574.0,166.9,95.2,71.7,,407.1,2130.2,,381.5,381.5,,,,34.0,,,,,150.5,,,,150.5,566.0,1217.4,,,,267.2,,,,,267.2,1484.6,2050.6,0.0,700.5,,,-18.8,266.3,0.0,948.0,0.0,948.0,2998.6,
06/30/2002,3961.8,43.0,43.0,0.0,503.6,503.6,,545.3,32.9,0.0,512.4,0.0,20.5,,,,,,1112.4,2389.4,2757.5,-368.1,0.0,460.0,294.6,95.5,199.1,,165.4,2849.4,,418.5,418.5,,,,54.9,54.9,0.0,0.0,,172.3,,,,172.3,645.7,2005.5,2005.5,0.0,0.0,379.5,,,,,379.5,2385.0,3030.7,0.0,700.8,,,-18.1,248.4,0.0,931.1,0.0,931.1,3961.8,
09/30/2002,3943.4,31.4,31.4,0.0,424.5,424.5,,485.9,469.2,0.0,4.4,12.3,130.9,,,,,,1072.7,2445.0,2840.7,-395.7,0.0,425.7,262.3,92.3,170.0,,163.4,2870.7,,383.8,383.8,,,,58.1,,,,,218.1,,,,218.1,660.0,1993.1,,,,375.0,,,,,375.0,2368.1,3028.1,0.0,700.8,,,-18.1,232.6,0.0,915.3,0.0,915.3,3943.4,
12/31/2002,3758.8,109.8,109.8,0.0,412.2,,,461.5,38.4,0.0,423.1,0.0,70.7,,,,,,1054.2,2303.4,2713.1,-409.7,0.0,401.2,241.7,91.1,150.6,,159.5,2704.6,,338.6,338.6,,,,70.0,65.5,4.5,4.5,,199.7,,,,199.7,608.3,1906.7,1882.4,24.3,24.3,356.2,,,,,356.2,2262.9,2871.2,0.0,700.8,,,-18.1,,204.9,887.6,0.0,887.6,3758.8,
03/31/2003,3664.0,13.6,13.6,0.0,423.4,423.4,,472.7,38.5,0.0,434.2,0.0,54.0,,,,,,963.7,2303.5,2737.7,-434.2,0.0,396.8,239.2,91.1,148.1,,157.6,2700.3,,267.4,267.4,,,,52.5,,,,,193.3,,,,193.3,513.2,1853.5,,,,389.3,,,,,389.3,2242.8,2756.0,0.0,700.8,,,-18.1,225.3,0.0,908.0,0.0,908.0,3664.0,
06/30/2003,3609.9,68.0,68.0,,406.5,406.5,,427.8,40.2,0.0,387.6,0.0,26.5,,,,,,928.8,2291.1,2751.2,-460.1,0.0,390.0,234.9,91.1,143.8,,155.1,2681.1,,361.6,361.6,,,,4.6,,,,,227.1,,,,227.1,593.3,1730.2,,,,385.4,,,,,385.4,2115.6,2708.9,0.0,700.8,,,-18.1,218.3,0.0,901.0,0.0,901.0,3609.9,
09/30/2003,3675.0,9.6,9.6,0.0,409.4,409.4,,528.2,39.8,0.0,488.4,0.0,87.0,,,,,,1034.2,2253.5,2717.1,-463.6,0.0,387.3,229.7,88.7,141.0,,157.6,2640.8,,409.1,409.1,,,,3.6,,,,,265.0,,,,265.0,677.7,1607.5,,,,418.2,,,,,418.2,2025.7,2703.4,0.0,700.8,,,-18.1,689.8,-400.9,971.6,0.0,971.6,3675.0,
12/31/2003,3661.3,77.2,77.2,0.0,411.0,,,487.3,40.1,0.0,447.2,0.0,48.5,,,,,,1024.0,2251.5,2741.3,-489.8,0.0,385.8,147.3,88.7,58.6,,238.5,2637.3,,431.8,431.8,,,,3.5,-0.7,4.2,4.2,,251.7,,,,251.7,687.0,1605.3,1582.6,22.7,22.7,403.6,,,,,403.6,2008.9,2695.9,0.0,701.6,,,-17.2,281.0,0.0,965.4,0.0,965.4,3661.3,
03/31/2004,3841.8,116.7,116.7,0.0,497.1,497.1,,550.4999,40.3,0.0,510.2,0.0,64.0,,,,,,1228.3,2239.0,2755.0,-516.0,0.0,374.5,224.9,88.7,136.2,,149.6,2613.5,,511.6,511.6,,,,3.5,,,,,258.4001,,,,258.4001,773.5001,1606.7,,,,440.5,,,,,440.5,2047.2,2820.7001,0.0,710.2,,,-15.6,331.4,-4.9,1021.1,0.0,1021.1,3841.8001,
06/30/2004,4298.3,423.3,423.3,0.0,561.7,561.7,,666.1,40.7,0.0,625.4,0.0,47.9,,,,,,1699.0,2240.0,2779.7,-539.7,0.0,359.3,222.5,88.7,133.8,,136.8,2599.3,,633.4,633.4,,,,299.4,,,,,300.6,,,,300.6,1233.4,1312.1,,,,510.8,,,,,510.8,1822.9,3056.3,0.0,718.3,,,-14.4,544.4999,-6.3999,1242.0,0.0,1242.0,4298.3,
09/30/2004,4131.3,208.7,208.7,0.0,590.9,590.9,,663.3,48.9,0.0,614.4,0.0,51.0,,,,,,1513.9,2252.1,2816.1,-564.0,0.0,365.3,219.7,88.7,131.0,,145.6,2617.4,,770.4999,770.4999,,,,3.6,,,,,322.6001,,,,322.6001,1096.7,1213.5,,,,506.5,,,,,506.5,1720.0,2816.7,0.0,729.6,,,-12.6,609.1,-11.5,1314.6,0.0,1314.6,4131.3,
12/31/2004,4075.1,184.8,184.8,0.0,528.4,528.4,,615.7,41.2,0.0,574.5,0.0,64.5,,,,,,1393.4,2303.6,2893.8,-590.2,0.0,378.1,215.9,88.7,127.2,,162.2,2681.7,,686.6,686.6,,,,3.4,,,,,302.7,,,,302.7,992.7,1214.9,,,,540.4,,,,,540.4,1755.3,2748.0,0.0,740.1,,,-11.2,608.9,-10.7,1327.1,0.0,1327.1,4075.1,
03/31/2005,4391.7,89.1,89.1,,643.8,643.8,,839.8,43.7,,796.1,,76.7,,,,,,1649.4,2345.5,2961.0,-615.5,,396.8,213.8,88.7,125.1,,183.0,2742.3,,972.1,972.1,,,,99.0,,,,,245.1,,,,245.1,1316.2,1128.4,,,,557.7,,,,,557.7,1686.1,3002.3,0.0,762.9,,,-10.1,636.6,0.0,1389.4,0.0,1389.4,4391.7,
06/30/2005,4487.0,96.2,96.2,,694.5,694.5,,854.4,45.8,,808.6,,85.7,,,,,,1730.8,2365.0,3007.9,-642.9,,391.2,212.0,88.7,123.3,,179.2,2756.2,,877.5,877.5,,,,2.5,,,,,282.5,,,,282.5,1162.5,1130.3,,,,598.4,,,,,598.4,1728.7,2891.2,0.0,787.5,,,-8.8,817.1,0.0,1595.8,0.0,1595.8,4487.0,
09/30/2005,5242.0,657.0,657.0,,831.0,831.0,,876.0,47.0,,829.0,,117.0,,,,,,2481.0,2384.0,3054.0,-670.0,,377.0,210.0,89.0,121.0,,167.0,2761.0,,1245.0,1245.0,,,,3.0,,,,,419.0,,,,419.0,1667.0,1132.0,,,,612.0,,,,,612.0,1744.0,3411.0,0.0,798.0,,,-7.0,1040.0,0.0,1831.0,0.0,1831.0,5242.0,
12/31/2005,5097.0,440.0,440.0,,718.0,718.0,,953.0,48.0,,905.0,0.0,104.0,,,,,,2215.0,2467.0,3180.0,-713.0,,415.0,208.0,89.0,119.0,,207.0,2882.0,,1171.0,1171.0,,,,3.0,,,,,328.0,,,,328.0,1502.0,1044.0,,,,664.0,,,,,664.0,1708.0,3210.0,,806.0,,,-19.0,1102.0,-2.0,1887.0,,1887.0,5097.0,
03/31/2006,5080.0,306.0,306.0,0.0,713.0,713.0,,1037.0,1014.0,0.0,23.0,0.0,123.0,,,,,,2179.0,2470.0,3221.0,-751.0,0.0,431.0,207.0,89.0,118.0,,224.0,2901.0,,1239.0,1239.0,,,,12.0,,,,,248.0,,,,248.0,1499.0,1037.0,,,,675.0,,,,,675.0,1712.0,3211.0,0.0,821.0,,,-88.0,1138.0,-2.0,1869.0,0.0,1869.0,5080.0,
06/30/2006,5600.0,620.0,620.0,0.0,931.0,931.0,,988.0,963.0,0.0,25.0,0.0,112.0,,,,,,2651.0,2514.0,3304.0,-790.0,0.0,435.0,205.0,89.0,116.0,,230.0,2949.0,,1293.0,1293.0,,,,3.0,,,,,346.0,,,,346.0,1642.0,1039.0,,,,722.0,,,,,722.0,1761.0,3403.0,0.0,841.0,,,-99.0,1457.0,-2.0,2197.0,0.0,2197.0,5600.0,
09/30/2006,5946.0,886.0,886.0,0.0,927.0,927.0,,1000.0,49.0,0.0,951.0,0.0,137.0,,,,,,2950.0,2570.0,3403.0,-833.0,0.0,426.0,202.0,89.0,113.0,,224.0,2996.0,,1428.0,1428.0,,,,2.0,,,,,284.0,,,,284.0,1714.0,1042.0,,,,765.0,,,,,765.0,1807.0,3521.0,0.0,851.0,,,-148.0,1724.0,-2.0,2425.0,0.0,2425.0,5946.0,
