Date,Cash From Operating Activities,Net Income,D&A and Provision for Loan Losses,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Change in Loans,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Deposits,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1997,,70.900002,37.636002,10.456,6.446,125.438004,,,-25.143,,,,,,,,,,,,,,,,
06/30/1997,,75.366997,29.403,52.203999,-108.113998,48.860001,,,-30.538,,,,,,,,,,,,,,,,
09/30/1997,,78.487999,29.9,8.765,-43.653,73.5,,,-18.249001,,,,,,,,,,,,,,,,
12/31/1997,,81.953003,60.553001,-513.216003,-86.427002,-457.136993,-34.022999,,-34.022999,,,,,,,,,,,,,,-491.159992,,
03/31/1998,,86.452003,29.076,105.445999,-199.901001,21.073,,,-27.337999,,,,,,,,,,,,,,,,
06/30/1998,,89.491997,38.053001,-80.073997,-47.023998,0.447,,,-25.985001,,,,,,,,,,,,,,,,
09/30/1998,,94.661003,60.109001,-190.563004,-120.032997,-155.826004,,,-6.152,,,,,,,,,,,,,,,,
12/31/1998,,98.004997,62.758999,23.327999,83.589996,267.682007,,,-24.349001,,,,,,,,,,,,,,,,
03/31/1999,,104.524002,43.974998,-9.281,-33.819,105.399002,,,-12.45,,,,,,,,,,,,,,,,
06/30/1999,,109.685997,71.649002,-100.331001,99.100998,180.104996,,,-17.114,,,,,,,,,,,,,,,,
09/30/1999,,113.056999,69.219002,168.542007,104.305,455.122986,,,-18.451,,,,,,,,,,,,,,,,
12/31/1999,,115.905998,66.455002,-129.029007,-2.225,51.106998,,,-27.68,,,,,,,,,,,,,,,,
03/31/2000,,118.087997,55.077999,-29.743,-18.818001,124.605003,,,-7.573,,,,,,,,,,,,,,,,
06/30/2000,,119.872002,59.528999,52.331001,-56.111,175.621002,,,-23.257999,,,,,,,,,,,,,,,,
09/30/2000,,121.620003,61.361,25.632999,2.355,210.968994,,,-14.612,,,,,,,,,,,,,,,,
12/31/2000,,122.75,41.061001,95.551003,-12.188,247.173996,,,-11.459,,,,,,,,,,,,,,,,
03/31/2001,,129.856003,46.549,141.651001,-172.916,145.139999,,,-19.077,,,,,,,,,,,,,,,,
06/30/2001,,137.617996,50.172001,-119.007004,74.978996,143.761993,,,-34.527,,,,,,,,,,,,,,,,
09/30/2001,,142.082001,55.127998,149.311005,1.62,348.140991,,,-35.563,,,,,,,,,,,,,,,,
12/31/2001,,144.912003,65.041,-82.412003,-365.571014,-238.029999,,,-36.285999,,,,,,,,,,,,,,,,
03/31/2002,,157.770004,52.034,-74.637001,407.587006,542.754028,,,-42.509998,,,,,,,,,,,,,,,,
06/30/2002,,160.938995,50.988998,141.882004,-127.385002,226.425003,,,-45.429001,,,,,,,,,,,,,,,,
09/30/2002,,164.246002,46.304001,-7.354,-255.216003,-52.02,,,-28.013,,,,,,,,,,,,,,,,
12/31/2002,,166.916,53.875,-5.306,-287.36499,-71.879997,,,-22.299,,,,,,,,,,,,,,,,
03/31/2003,,171.345001,48.969002,-18.875999,234.313004,435.751007,,,-12.653,,,,,,,,,,,,,,,,
06/30/2003,,174.779999,50.707001,39.717999,-431.825012,-166.619995,,,-21.266001,,,,,,,,,,,,,,,,
09/30/2003,,178.574997,50.030998,-311.908997,507.376007,424.072998,,,-21.354,,,,,,,,,,,,,,,,
12/31/2003,,180.485992,54.362,-60.308998,341.382996,515.921997,,,-23.99,,,,,,,,,,,,,,,,
03/31/2004,,182.957001,46.981998,85.296997,-111.335999,203.899994,-270.696014,0.0,-32.445,-1504.766968,1838.987061,-572.471008,0.0,398.871002,-79.253998,-802.455017,800.031006,-256.553009,12.613,-47.183998,771.672974,0.0,332.075012,,
06/30/2004,,194.740005,47.023998,-107.155998,-73.884003,60.723999,-108.153,0.0,-45.879002,-885.932983,821.734009,27.476999,-25.552,-362.743988,-79.169998,-1083.665039,2243.62793,-2162.978027,4.549,-40.775002,755.666992,0.0,-410.173004,,
