Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
06/30/2009,8.69611,,,,3.291767,5.095638,3.291767,3.449958,23.345485,,
09/30/2009,12.170907,44.438542,44.438542,44.438542,4.68843,6.530384,4.68843,4.540055,25.893355,47.263213,
12/31/2009,8.652801,45.910168,53.487522,8.726575,5.693556,6.83711,5.693556,5.160976,7.171266,9.281267,
03/31/2010,9.769017,8.482521,9.366305,7.594745,6.241437,7.357099,6.241437,5.51645,7.702319,9.630623,
06/30/2010,8.9489,9.315676,10.013441,8.738826,6.065389,6.793782,6.065389,5.203753,7.8001,9.931812,
09/30/2010,10.844026,10.503637,16.899943,8.936956,6.925217,7.830603,6.925217,5.700428,8.84375,17.974164,
12/31/2010,12.085507,18.33584,42.480464,17.054838,7.319024,8.3055,7.319024,6.090768,9.555655,45.180673,
03/31/2011,12.037509,44.251738,46.985126,40.712757,7.742728,8.82431,7.742728,6.61804,10.315942,48.844603,
06/30/2011,12.675027,48.238662,50.596819,41.832019,8.18841,9.361822,8.18841,7.175996,10.779483,44.491011,
09/30/2011,11.02004,42.071747,55.925755,35.897148,7.58072,8.61945,7.58072,7.021818,9.914324,59.480595,
12/31/2011,18.741279,62.890714,117.928705,54.156146,8.788286,12.404942,8.788286,8.21915,18.868359,125.424673,
03/31/2012,20.54725,124.605745,132.370261,115.89829,9.727449,13.644372,9.727449,7.319012,20.154829,,
06/30/2012,21.236016,,,,10.143392,14.212782,10.143392,7.995536,20.023901,,
09/30/2012,19.948752,,,,9.651935,13.456953,9.651935,8.094395,19.482184,,
12/31/2012,19.785982,,,,9.827136,13.616489,9.827136,8.345211,19.082694,,
03/31/2013,19.289538,31.66945,31.66945,31.66945,9.774031,13.562631,9.774031,8.474767,19.520524,33.682472,
06/30/2013,18.70168,34.066782,36.019605,30.874518,9.993758,13.598797,9.993758,8.457083,19.125081,34.710028,
09/30/2013,17.099061,31.895182,34.315731,29.457177,9.589567,12.822557,9.589567,7.946264,17.573453,32.358826,
12/31/2013,17.195363,31.644446,44.681994,30.453646,10.048393,13.198543,10.048393,8.135247,17.479159,47.52214,
03/31/2014,17.867071,46.448266,48.264541,44.229771,10.971473,14.185711,10.971473,8.732277,18.104073,47.911447,
06/30/2014,18.025448,47.58099,49.617562,42.301522,10.900353,14.150309,10.900353,9.949905,18.850027,42.301522,
09/30/2014,18.453423,42.752016,44.056878,36.987651,10.585952,13.906788,10.585952,10.257765,18.886111,36.987651,
12/31/2014,20.438833,39.746956,42.170692,30.617776,11.617666,15.414176,11.617666,11.200057,20.724857,30.617776,
03/31/2015,22.206583,32.83793,48.900625,30.153743,12.335538,16.519218,12.335538,12.436517,22.164681,48.900625,
06/30/2015,18.644397,46.326829,67.909269,42.741805,10.549282,14.17,10.549282,12.158736,18.273159,67.909269,
09/30/2015,18.520161,72.604697,113.044506,68.529409,11.004721,14.824538,11.004721,13.060621,18.904312,113.044506,
12/31/2015,19.740102,118.909683,126.870491,101.257474,11.449144,15.427766,11.449144,13.576042,19.933363,101.257474,
03/31/2016,20.361765,99.036184,107.767032,48.581145,11.940598,16.044013,11.940598,14.121409,20.949403,48.581145,
06/30/2016,21.264706,47.519908,50.274666,36.740025,12.577002,16.92387,12.577002,14.877383,20.82329,36.740025,
09/30/2016,19.98166,36.680487,38.552465,32.026778,11.967139,16.042364,11.967139,14.174782,19.331337,32.026778,
12/31/2016,16.937083,28.717159,31.226921,26.78503,10.221448,13.721289,10.221448,13.024873,16.478864,26.78503,
03/31/2017,16.229245,26.907916,28.165966,24.310739,9.907206,13.289913,9.907206,13.204466,15.689051,24.310739,
06/30/2017,15.50111,22.968792,24.692295,20.459981,9.22402,12.350634,9.22402,13.638124,14.514309,20.459981,
09/30/2017,15.15102,20.165104,21.04307,18.189004,9.079531,12.197426,9.079531,13.730502,14.120641,18.189004,
12/31/2017,15.31068,18.364859,20.600977,17.508935,9.659046,12.861107,9.659046,14.655819,14.885324,20.600977,
03/31/2018,13.602706,19.075782,20.682546,18.048346,8.590769,11.471991,8.590769,13.791423,13.145575,18.246072,
06/30/2018,14.34795,18.801653,20.433,17.346476,9.416091,12.503017,9.416091,15.797947,14.588105,19.586717,
09/30/2018,14.704659,20.366538,21.317631,19.401427,9.766069,12.872426,9.766069,16.349659,15.112389,20.923084,
12/31/2018,13.849134,21.130432,22.561418,17.825202,9.213726,12.172402,9.213726,15.939386,13.866275,17.825202,
03/31/2019,14.813821,18.865065,19.720303,17.494142,9.878165,13.017495,9.878165,17.7434,15.047139,19.649109,
06/30/2019,12.978067,18.569593,20.006052,17.025914,8.638297,11.426606,8.638297,17.087719,12.988236,17.025914,
09/30/2019,12.644192,16.566948,17.587548,15.503003,8.384056,11.120084,8.384056,18.142774,12.481668,16.196288,
12/31/2019,12.372093,15.604648,16.447062,14.985078,7.970466,10.588309,7.970466,18.383378,12.046426,15.715479,
03/31/2020,4.657046,12.618154,15.731305,4.73912,2.981132,3.973471,2.981132,7.831775,4.543637,5.967544,
06/30/2020,6.267644,6.879699,10.979649,4.787306,3.941536,5.27138,3.941536,10.513792,7.673899,10.979649,
09/13/2020,5.87992681263785,,,,3.69771205945,4.94529164002279,3.69771205945,9.86340682262218,7.19919007981796,10.300446161324,
09/30/2020,,,,,4.25804014321363,,4.25804014321363,,,,
12/31/2020,,,,,4.2634363945947,,4.2634363945947,,,,
