Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1994,5120.0,,,,,,,-4898.0,,,,,222.0,-8.0,,40.0,,0.0,,-32.0,214.0,-57.0,157.0,0.0,,,157.0,0.0,157.0,0.0,,157.0,157.0,,681.599976,0.23,0.23,0.23,681.599976,0.23,0.23,0.23,
03/31/1995,5037.0,,,,,,,-4811.0,,,,,226.0,-9.0,,40.0,,0.0,,-31.0,217.0,-36.0,181.0,0.0,,,181.0,0.0,181.0,0.0,,181.0,181.0,,682.0,0.265,0.265,0.265,682.0,0.265,0.265,0.265,
06/30/1995,5558.0,,,,,,,-5245.0,,,,,313.0,-583.0,,39.0,,0.0,,544.0,-270.0,39.0,-231.0,0.0,,,-231.0,0.0,-231.0,0.0,,-231.0,-231.0,,683.200012,-0.34,-0.34,-0.34,683.200012,-0.34,-0.34,-0.34,
09/30/1995,4381.0,,,,,,,-4158.0,,,,,223.0,21.0,,39.0,,0.0,,-60.0,244.0,-19.0,225.0,0.0,,,225.0,0.0,225.0,0.0,,225.0,225.0,,685.0,0.33,0.33,0.33,685.0,0.33,0.33,0.33,
12/31/1995,4539.0,,,,,,,-4399.0,,,,,140.0,29.0,,33.0,,0.0,,-62.0,169.0,49.0,218.0,0.0,,,218.0,0.0,218.0,0.0,,218.0,218.0,,686.799988,0.315,0.315,0.315,686.799988,0.315,0.315,0.315,
03/31/1996,7047.0,,,,,,,-6628.0,,,,,419.0,-157.0,,,,0.0,,157.0,262.0,,262.0,0.0,,,,0.0,262.0,0.0,,262.0,262.0,,970.369996,0.27,0.27,0.27,994.0,0.26,0.26,0.26,
06/30/1996,9420.0,,,,,,,-8611.0,,,,,809.0,-163.0,,,,0.0,,163.0,646.0,,646.0,0.0,,,,0.0,646.0,0.0,,646.0,646.0,,978.788024,0.66,0.66,0.66,993.846008,0.65,0.65,0.65,
09/30/1996,9009.0,,,,,,,-8351.0,,,,,658.0,6.0,,96.0,,0.0,,-102.0,664.0,-198.0,466.0,0.0,,,466.0,0.0,466.0,0.0,,466.0,466.0,,970.833984,0.48,0.48,0.47,970.833984,0.48,0.48,0.47,
12/31/1996,9977.0,,,,,,,-9245.0,,,,,732.0,375.0,,98.0,,0.0,,-473.0,1107.0,-178.0,444.0,0.0,,,929.0,0.0,444.0,0.0,,444.0,444.0,,969.200012,0.46,0.46,0.545,969.200012,0.46,0.46,0.545,
03/31/1997,10359.0,,-8688.0,,,1671.0,,-931.0,,,,,740.0,70.0,,131.0,,0.0,,-201.0,810.0,-270.0,540.0,0.0,,,540.0,0.0,540.0,0.0,,540.0,540.0,,964.28601,0.56,0.56,0.48,981.817994,0.55,0.55,0.47,
06/30/1997,12343.0,,-10499.0,,,1844.0,,-1037.0,,,,,807.0,-132.0,,112.0,,0.0,,20.0,675.0,-199.0,476.0,0.0,,,476.0,0.0,476.0,0.0,,476.0,476.0,,967.900024,0.49,0.49,0.55,981.799988,0.48,0.48,0.54,
09/30/1997,11371.0,,-11244.0,,,127.0,,-1106.0,,,,,-979.0,-42.0,,122.0,,0.0,,-80.0,-1021.0,325.0,-696.0,0.0,,,-696.0,0.0,-696.0,0.0,,-696.0,-696.0,,969.299988,-0.72,-0.72,-0.67,966.666992,-0.72,-0.72,-0.67,
12/31/1997,11727.0,,-10213.0,,,1514.0,0.0,-1037.0,,,,,477.0,-1282.0,148.0,148.0,,0.0,-282.0,1416.0,-805.0,307.0,-498.0,0.0,,,-498.0,0.0,-498.0,0.0,,-498.0,-498.0,,985.5,-0.51,-0.51,0.29,985.5,-0.51,-0.51,0.29,
03/31/1998,12945.0,,-11777.0,,,1168.0,,-1002.0,,,,,166.0,-93.0,113.0,113.0,,0.0,,-20.0,73.0,-23.0,50.0,0.0,,,50.0,0.0,50.0,0.0,,50.0,50.0,,973.6,0.05,0.05,0.27,985.1,0.05,0.05,0.27,
06/30/1998,13389.0,,-11980.0,,,1409.0,,-997.0,,,,,412.0,-46.0,114.0,114.0,,0.0,,-68.0,366.0,-108.0,258.0,0.0,,,258.0,0.0,258.0,0.0,,258.0,258.0,,972.9,0.26,0.26,0.26,984.8,0.26,0.26,0.26,
09/30/1998,12721.0,,-11252.0,,,1469.0,,-1026.0,,,,,443.0,-39.0,,114.0,,0.0,,-75.0,404.0,-57.0,347.0,0.0,,,347.0,0.0,347.0,0.0,,347.0,347.0,,969.299988,0.36,0.36,0.3,977.299988,0.36,0.36,0.3,
12/31/1998,17099.0,,-15483.0,,,1616.0,,-1016.0,,,,,600.0,-46.0,112.0,112.0,,0.0,,-66.0,554.0,-89.0,465.0,0.0,,,465.0,0.0,465.0,0.0,,465.0,465.0,,951.8,0.49,0.49,0.46,960.8,0.48,0.48,0.45,
03/31/1999,14392.0,,-12758.0,,,1634.0,,-898.0,,,,,736.0,-66.0,69.0,109.0,-40.0,,,-3.0,670.0,-201.0,469.0,,,,469.0,,469.0,,,469.0,469.0,,937.4,0.5,0.5,0.5,945.2,0.5,0.5,0.5,
06/30/1999,15122.0,,-13420.0,,,1702.0,,-925.0,,,,,777.0,241.0,-225.0,110.0,-335.0,0.0,,-16.0,1018.0,-317.0,701.0,0.0,,,701.0,0.0,701.0,0.0,0.0,701.0,701.0,,931.3,0.75,0.75,0.75,940.5,0.75,0.75,0.75,
09/30/1999,13279.0,,-11802.0,,,1477.0,,-863.0,,,,,614.0,69.0,,111.0,,0.0,,-180.0,683.0,-206.0,477.0,0.0,,,477.0,0.0,477.0,0.0,,477.0,477.0,,914.5,0.52,0.52,0.56,924.3,0.52,0.52,0.56,
12/31/1999,15200.0,,-13347.0,,,1853.0,,-908.0,,,,,945.0,8.0,101.0,101.0,,0.0,,-109.0,953.0,-291.0,662.0,0.0,,,662.0,0.0,662.0,0.0,,662.0,662.0,,896.0,0.75,0.75,0.75,896.0,0.74,0.74,0.74,
03/31/2000,9910.0,,-8547.0,,,1363.0,,-838.0,,,,,525.0,77.0,-46.0,103.0,-149.0,0.0,,-31.0,602.0,-184.0,418.0,0.0,,,418.0,0.0,418.0,0.0,0.0,418.0,418.0,,869.3,0.48,0.48,0.41,878.0,0.48,0.48,0.41,
06/30/2000,14841.0,,-12944.0,,,1897.0,,-984.0,,,,,913.0,-22.0,34.0,107.0,-73.0,0.0,,-12.0,891.0,-271.0,620.0,0.0,,,620.0,0.0,620.0,0.0,0.0,620.0,620.0,,866.6,0.71,0.71,0.75,867.1,0.71,0.71,0.75,
09/30/2000,11877.0,,-9993.0,,,1884.0,,-1034.0,,,,,850.0,26.0,-11.0,110.0,-121.0,0.0,,-15.0,876.0,-267.0,609.0,0.0,,,609.0,0.0,609.0,0.0,0.0,609.0,609.0,,858.2,0.71,0.71,0.73,873.3,0.7,0.7,0.72,
12/31/2000,14693.0,,-12228.0,,,2465.0,,-1236.0,,,,,1229.0,-599.0,125.0,125.0,,0.0,,474.0,630.0,-149.0,481.0,0.0,,,481.0,0.0,481.0,0.0,0.0,481.0,481.0,,843.9,0.57,0.57,1.03,867.2,0.55,0.55,1.01,
03/31/2001,13293.0,,-11070.0,,,2223.0,,-1027.0,,,,,1196.0,109.0,-87.0,148.0,-235.0,0.0,,-22.0,1305.0,-69.0,1236.0,-1.0,,,1237.0,0.0,1237.0,0.0,0.0,1237.0,1237.0,-475.0,835.1,1.48,1.48,0.91,852.2,1.45,1.45,0.89,
06/30/2001,15516.0,,-12967.0,,,2549.0,,-1204.0,,,,,1345.0,-133.0,155.0,172.0,-17.0,0.0,,-22.0,1212.0,-372.0,840.0,0.0,,,840.0,0.0,840.0,0.0,0.0,840.0,840.0,-36.0,826.9,1.02,1.02,0.98,845.1,0.99,0.99,0.95,
09/30/2001,13686.0,,-11410.0,,,2276.0,,-1159.0,,,,,1117.0,-180.0,129.0,157.0,-28.0,0.0,,51.0,937.0,-287.0,650.0,0.0,,,650.0,0.0,650.0,0.0,0.0,650.0,650.0,63.0,804.4,0.81,0.81,0.89,814.7,0.8,0.8,0.88,
12/31/2001,15702.0,,-13331.0,,,2371.0,,-1313.0,,,,,1058.0,-948.0,173.0,173.0,,0.0,,775.0,110.0,-10.0,100.0,0.0,,,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,805.8,0.13,0.13,0.91,805.8,0.12,0.12,0.9,
03/31/2002,13821.0,,-11571.0,,,2250.0,,-1235.0,,,,,1015.0,-183.0,160.0,172.0,-12.0,0.0,,23.0,832.0,-254.0,578.0,1827.0,,,-1249.0,0.0,-1249.0,0.0,0.0,-1249.0,-1249.0,24.0,798.5,-1.56,0.72,0.75,807.8,-1.54,0.72,0.75,
06/30/2002,13856.0,,-11531.0,,,2325.0,,-1122.0,,,,,1203.0,-79.0,179.0,179.0,,0.0,,-100.0,1124.0,-345.0,779.0,0.0,,,779.0,0.0,779.0,0.0,0.0,779.0,779.0,-28.0,799.0,0.97,0.97,0.93,808.1,0.96,0.96,0.92,
09/30/2002,12690.0,,-11025.0,,,1665.0,,-1099.0,,,,,566.0,-191.0,185.0,185.0,,0.0,,6.0,375.0,-3.0,372.0,0.0,,,372.0,0.0,372.0,0.0,0.0,372.0,372.0,3.0,799.2,0.47,0.47,0.47,808.3,0.46,0.46,0.46,
12/31/2002,13695.0,,-11450.0,,,2245.0,,-1164.0,,,,,1081.0,-232.0,194.0,194.0,,0.0,,38.0,849.0,-259.0,590.0,0.0,,,590.0,0.0,590.0,0.0,0.0,590.0,590.0,,797.297,0.74,0.74,0.72,807.8,0.73,0.73,0.71,
03/31/2003,12258.0,,-10644.0,,,1614.0,,-1081.0,,,,,533.0,-980.0,93.0,93.0,,0.0,,887.0,-447.0,-31.0,-478.0,0.0,,,-478.0,0.0,-478.0,0.0,0.0,-478.0,-478.0,990.0,800.0,-0.6,-0.6,0.42,800.0,-0.6,-0.6,0.42,
06/30/2003,12717.0,,-11711.0,,,1006.0,,-1335.0,,,,,-329.0,-58.0,92.0,92.0,,0.0,,-34.0,-387.0,187.0,-200.0,-8.0,,,-192.0,0.0,-192.0,0.0,0.0,-192.0,-192.0,,800.1,-0.24,-0.25,0.62,800.1,-0.24,-0.25,0.62,
09/30/2003,12184.0,,-10517.0,,,1667.0,,-1242.0,,,,,425.0,-87.0,83.0,83.0,,0.0,,4.0,338.0,-90.0,248.0,-8.0,,,256.0,0.0,256.0,0.0,0.0,256.0,256.0,,805.6,0.32,0.31,0.45,808.8,0.32,0.31,0.45,
12/31/2003,13214.0,,-11396.0,,,1818.0,,-1174.0,,,,,644.0,377.0,,90.0,,0.0,,-467.0,1021.0,111.0,1132.0,0.0,,,1132.0,0.0,1132.0,0.0,0.0,1132.0,1132.0,,800.0,1.41,1.41,0.54,809.200012,1.4,1.4,0.53,
03/31/2004,12903.0,,-10795.0,,,2108.0,,-1284.0,,,,,824.0,75.0,84.0,84.0,,0.0,,-159.0,899.0,-285.0,614.0,-9.0,,,623.0,0.0,623.0,0.0,0.0,623.0,623.0,-202.82,806.9,0.77,0.76,-0.13,810.9,0.77,0.76,-0.13,
06/30/2004,13088.0,,-10964.0,,,2124.0,,-1346.0,,,,,778.0,-153.0,85.0,85.0,,0.0,,68.0,625.0,-39.0,586.0,-21.0,,,607.0,0.0,607.0,0.0,0.0,607.0,607.0,,807.8,0.75,0.72,0.494,812.3,0.75,0.72,0.49,
09/30/2004,13152.0,,-11253.0,,,1899.0,,-1416.0,,,,,483.0,-38.0,83.0,83.0,,0.0,,-45.0,445.0,-7.0,438.0,-18.0,,,456.0,0.0,456.0,0.0,0.0,456.0,456.0,,808.2,0.56,0.54,0.44,814.8,0.56,0.54,0.44,
12/31/2004,13314.0,,-12013.0,,,1301.0,,-1289.0,,,,,12.0,-21.0,,83.0,,0.0,,-62.0,-9.0,191.0,182.0,-4.0,,,186.0,0.0,186.0,0.0,0.0,186.0,186.0,,798.71,0.24,0.24,0.56,812.7,0.23,0.23,0.55,
03/31/2005,12681.0,,-10472.0,,,2209.0,,-1547.0,,,,,662.0,-78.0,87.0,87.0,,0.0,,-9.0,584.0,-70.0,514.0,-21.0,,,535.0,0.0,535.0,0.0,0.0,535.0,535.0,,791.2,0.67,0.65,0.65,806.8,0.66,0.64,0.64,
06/30/2005,14684.0,,-12140.0,,,2544.0,,-1609.0,,,,,935.0,-120.0,84.0,84.0,,0.0,,36.0,815.0,-244.0,571.0,5.0,,,566.0,0.0,566.0,0.0,0.0,566.0,566.0,161.3,784.7,0.72,0.72,0.81,807.4,0.7,0.7,0.79,
09/30/2005,12355.0,,-10506.0,,,1849.0,,-1669.0,,,,,180.0,632.0,70.0,70.0,,0.0,,-702.0,812.0,201.0,1013.0,2.0,,,1011.0,0.0,1011.0,0.0,0.0,1011.0,1011.0,-1465.4,787.3,1.28,1.28,0.33,802.8,1.26,1.26,0.33,
12/31/2005,13901.0,,-11866.0,,,2035.0,,-1520.0,,,,,515.0,93.0,,53.0,,0.0,,-146.0,608.0,-144.0,464.0,4.0,,,460.0,0.0,460.0,0.0,0.0,460.0,460.0,,766.7,0.6,0.61,0.76,791.6,0.58,0.59,0.74,
03/31/2006,14264.0,,-11494.0,,,2770.0,,-1809.0,,,,,961.0,15.0,69.0,69.0,,0.0,,-84.0,976.0,-284.0,692.0,0.0,,,692.0,0.0,692.0,0.0,0.0,692.0,692.0,-23.754,760.3,0.9,0.9,0.87,791.8,0.88,0.88,0.85,
06/30/2006,14986.0,,-12601.0,,,2385.0,,-1868.0,,,,,517.0,-526.0,67.0,67.0,,0.0,,459.0,-9.0,-151.0,-160.0,0.0,,,-160.0,0.0,-160.0,0.0,0.0,-160.0,-160.0,1258.0,761.3,-0.21,-0.21,0.94,761.3,-0.21,-0.21,0.94,
09/30/2006,14739.0,,-11891.0,,,2848.0,,-1625.0,,,,,1223.0,-235.0,67.0,67.0,,0.0,,168.0,988.0,-294.0,694.0,0.0,,,694.0,0.0,694.0,0.0,0.0,694.0,694.0,387.5,773.0,0.9,0.9,1.12,784.0,0.89,0.89,1.11,
12/31/2006,17541.0,,-14451.0,,,3090.0,,-1980.0,,,,,1110.0,129.0,37.0,37.0,,0.0,,-166.0,1239.0,-259.0,980.0,-9.0,,,989.0,0.0,989.0,0.0,0.0,989.0,989.0,,760.8,1.3,1.29,1.17,782.5,1.29,1.28,1.16,
03/31/2007,15365.0,,-12266.0,,,3099.0,,-1788.0,,,,,1311.0,43.0,,46.0,,0.0,,-89.0,1354.0,-481.0,873.0,-4.0,,,877.0,0.0,877.0,0.0,0.0,877.0,877.0,,765.4,1.15,1.14,1.14,777.4,1.13,1.12,1.12,
06/30/2007,17028.0,,-13609.0,,,3419.0,,-1915.0,,,,,1504.0,81.0,46.0,46.0,,0.0,,-127.0,1585.0,-536.0,1049.0,-1.0,,,1050.0,0.0,1050.0,0.0,0.0,1050.0,1050.0,-2.7,763.5,1.38,1.38,1.38,777.0,1.35,1.35,1.35,
09/30/2007,16517.0,,-13207.0,,,3310.0,,-1789.0,,,,,1521.0,70.0,47.0,47.0,,0.0,,-117.0,1591.0,-482.0,1109.0,-5.0,,,1114.0,0.0,1114.0,0.0,0.0,1114.0,1114.0,29.7,759.3,1.47,1.46,1.48,773.4,1.44,1.43,1.45,
12/31/2007,17477.0,,-14320.0,,,3157.0,,-1789.0,,,,,1368.0,220.0,57.0,57.0,,0.0,,-277.0,1588.0,-561.0,1027.0,-6.0,,,1033.0,0.0,1033.0,0.0,0.0,1033.0,1033.0,,743.165,1.39,1.38,1.33,761.0,1.36,1.35,1.3,
03/31/2008,15990.0,,-12605.0,,,3385.0,,-1586.0,,,,,1799.0,54.0,,46.0,,0.0,,-100.0,1853.0,-647.0,1206.0,-5.0,,,1211.0,0.0,1211.0,0.0,0.0,1211.0,1211.0,,738.0,1.64,1.63,1.63,747.4,1.62,1.61,1.61,
06/30/2008,16962.0,,-13942.0,,,3020.0,,-1775.0,,,,,1245.0,54.0,50.0,50.0,,0.0,,-104.0,1299.0,-448.0,851.0,-1.0,,,852.0,0.0,852.0,0.0,0.0,852.0,852.0,334.8,725.5,1.18,1.18,1.4,732.8,1.16,1.16,1.38,
09/30/2008,15293.0,,-12541.0,,,2752.0,,-1605.0,,,,,1147.0,6.0,49.0,49.0,,0.0,,-55.0,1153.0,-470.0,683.0,-12.0,,,695.0,0.0,695.0,0.0,0.0,695.0,695.0,433.14,717.5,0.97,0.95,1.55,721.9,0.96,0.94,1.54,
12/31/2008,12664.0,,-11264.0,,,1400.0,,-1645.0,,,,,-245.0,-65.0,57.0,57.0,,0.0,,8.0,-310.0,224.0,-86.0,0.0,,,-86.0,0.0,-86.0,0.0,0.0,-86.0,-86.0,1265.74,706.0,-0.12,-0.12,1.67,706.0,-0.12,-0.12,1.67,
03/31/2009,16502.0,16502.0,-13745.0,13698.0,47.0,2757.0,0.0,-1732.0,791.0,791.0,970.0,-29.0,1025.0,-93.0,,57.0,,,,36.0,932.0,-317.0,615.0,5.0,5.0,0.0,610.0,,610.0,0.0,0.0,610.0,616.95,1.95,705.3,0.87,0.88,0.874734,707.4,0.86,0.87,0.872757,
06/30/2009,17154.0,17154.0,-13807.0,13764.0,43.0,3347.0,0.0,-1818.0,925.0,925.0,960.0,-67.0,1529.0,-33.0,,80.0,,,,-47.0,1496.0,-499.0,997.0,-1.0,-1.0,0.0,998.0,,998.0,0.0,0.0,998.0,998.95,1.95,705.1,1.42,1.42,1.416749,707.4,1.41,1.41,1.412757,
09/30/2009,16688.0,16688.0,-14480.0,14438.0,42.0,2208.0,0.0,-4359.0,868.0,868.0,3574.0,-83.0,-2151.0,-96.0,,92.0,,,,4.0,-2247.0,687.0,-1560.0,4.0,4.0,0.0,-1564.0,,-1564.0,0.0,0.0,-1564.0,860.135,2420.135,701.3,-2.23,-2.22,1.226487,701.3,-2.23,-2.22,1.226487,
12/31/2009,17937.0,17937.0,-14508.0,14465.0,43.0,3429.0,0.0,-1736.0,780.0,780.0,1002.0,-46.0,1693.0,-143.0,,110.0,,,,33.0,1550.0,-267.0,1283.0,15.0,15.0,0.0,1268.0,,1268.0,0.0,0.0,1268.0,3791.505,2508.505,716.384181,1.77,1.79,5.292558,723.9,1.75,1.77,5.235265,
03/31/2010,15216.0,15216.0,-12144.0,12103.0,41.0,3072.0,0.0,-1898.0,953.0,953.0,1000.0,-55.0,1174.0,-124.0,,122.0,,,,2.0,1050.0,-531.0,519.0,0.0,0.0,0.0,519.0,,519.0,0.0,0.0,519.0,521.6,2.6,734.8,0.71,0.71,0.709853,740.1,0.7,0.7,0.703513,
06/30/2010,15573.0,15573.0,-12540.0,12499.0,41.0,3033.0,0.0,-1726.0,778.0,778.0,1001.0,-53.0,1307.0,-97.0,,132.0,,,,-35.0,1210.0,-421.0,789.0,2.0,2.0,0.0,787.0,,787.0,0.0,0.0,787.0,789.65,0.65,737.2,1.07,1.07,1.071148,742.9,1.06,1.06,1.060875,
09/30/2010,16967.0,16967.0,-13746.0,13704.0,42.0,3221.0,0.0,-1834.0,936.0,936.0,986.0,-88.0,1387.0,-143.0,,130.0,,,,13.0,1244.0,-407.0,837.0,0.0,0.0,0.0,837.0,,837.0,0.0,0.0,837.0,880.55,43.55,736.3,1.13,1.13,1.195912,744.6,1.12,1.12,1.178488,
12/31/2010,16550.0,16550.0,-13413.0,13377.0,36.0,3137.0,0.0,-2034.0,977.0,977.0,1134.0,-77.0,1103.0,-100.0,,132.0,,,,-32.0,1003.0,163.0,1166.0,2.0,2.0,0.0,1164.0,,1164.0,0.0,0.0,1164.0,796.95,-369.05,747.0,1.57,1.57,1.066867,747.0,1.56,1.56,1.065957,
