Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
12/31/2002,40.876,19.610002,5.208999,-0.326,,3.422,-3.748,16.383,-15.156,-11.673,-5.292,48.504,,-86.806998,-3.2,0.0,,,-3.2,,,0.0,0.0,0.0,,,,,-83.606998,1.278999,0.0,-0.009001,,,,1.288,1.288,0.0,0.0,,-44.651999,,
03/31/2003,34.002998,24.924999,4.85,1.433,,,1.433,2.795,,,,2.795,,-32.999001,-7.949,0.0,,,-7.949,,,0.0,0.0,0.0,,,,,-25.050001,2.172,0.0,0.0,,,,2.172,2.172,0.0,0.0,,3.176,,
06/30/2003,62.381001,41.326,5.071,-7.904,,,-7.904,23.888,,,,23.888,,-12.607,-17.017,0.129,,,-17.146,,,0.0,0.0,0.0,,,,,4.41,4.245,0.0,0.0,,,,4.245,4.245,0.0,0.0,,54.019001,,
09/28/2003,65.555,14.77,6.233,24.082,,16.923,7.159,20.47,-37.921,-20.279,23.543,55.127,,-115.397,-12.441,0.0,,,-12.441,,,0.0,0.0,0.0,,,,,-102.956,29.349,0.0,0.0,,,,29.349,29.349,0.0,0.0,,-20.493,,
12/28/2003,108.501002,87.837994,6.798,1.168999,,0.0,1.168999,12.695999,-44.802,-22.137,0.705,78.929999,,-172.64501,-14.479999,0.528,,,-15.007999,,,0.0,0.0,0.0,,,,,-158.165011,541.135978,0.0,0.0,,,,541.135978,541.135978,0.0,0.0,,476.99197,,
03/28/2004,53.75,63.568001,7.999,1.746,,0.0,1.746,-19.563,47.119999,-42.813999,,-23.869,,-57.882999,-9.41,0.032,,,-9.442,,,0.0,0.0,0.0,,,,,-48.472999,6.015,0.0,0.0,,,,6.015,6.015,0.0,0.0,,1.882,,
06/27/2004,3.0,70.611,8.603,1.085,,0.0,1.085,-77.299004,-63.971001,-3.777,,-9.551003,,-128.255005,-15.713,0.0,,,-15.713,,,0.0,0.0,0.0,,,,,-112.542005,2.858,0.0,0.0,,,,2.858,2.858,0.0,0.0,,-122.397003,,
09/26/2004,155.875,54.102001,9.808,1.187,,7.582,-6.395,90.778,62.089001,-17.841999,,46.530998,,-176.983002,-80.926003,0.0,,,-80.926003,,,0.0,0.0,0.0,,,,,-96.056999,9.327,0.0,0.0,,,,9.327,9.327,0.0,0.0,,-11.781,,
01/02/2005,15.041,78.335,12.452,25.35,,1.744,23.606,-101.096,-60.118,-15.093,,-25.885,,-159.877,-19.793,0.0,,,-19.793,,,0.0,0.0,0.0,,,,,-140.084,6.448,0.0,0.0,,,,6.448,6.448,0.0,0.0,,-138.388,,
04/03/2005,134.276,74.516,14.462,4.756,,1.088,3.668,40.542,-14.275,-27.361,11.508,70.67,,-38.121,-30.151,0.0,,,-30.151,,,0.0,0.0,0.0,,,,,-7.97,11.855,0.0,0.0,,,,11.272,11.272,0.0,0.583,,108.01,,
07/03/2005,59.201,70.496,14.951,5.869,,-0.012,5.881,-32.115,-33.525,-5.81,,7.22,,-54.293,-26.067,0.0,,,-26.067,,,0.0,0.0,0.0,,,,,-28.226,4.376,0.0,0.0,,,,4.581,4.581,0.0,-0.205,,9.284,,
10/02/2005,208.507,107.458,17.493,7.045,,-1.27,8.315,76.511,31.227,-57.285,,102.569,,-57.859,-24.282,0.0,,,-24.282,,,0.0,0.0,0.0,,,,,-33.577,32.875,0.0,0.0,,,,32.39,32.39,0.0,0.485,,183.523,,
01/01/2006,78.871,133.914,18.868,-6.133,,-1.344,-4.789,-67.778,-117.634,-44.706,,94.562,,-149.224,-53.977,0.0,,,-53.977,,,0.0,0.0,0.0,,,,,-95.247,67.799,0.0,0.0,,,,67.155,67.155,0.0,0.644,,-2.554,,
04/02/2006,52.449,35.115,26.397,27.802,,-13.456,41.258,-36.865,90.546,-75.484,-51.927,0.0,,-51.851,-52.597,0.0,,,-52.597,,,0.0,0.0,0.0,,,,,0.746,87.909,0.0,0.0,,,,87.97,87.97,0.0,-0.061,,88.507,,
07/02/2006,111.788,130.756,57.666,50.987,,-17.395,68.382,-127.621,23.048,-39.976,-110.693,0.0,,-733.508,-89.722,0.0,,,-89.722,,,0.0,0.0,0.0,,,,,-643.786,438.731,0.0,0.0,,,,438.545,438.545,0.0,0.186,,-182.989,,
10/01/2006,403.163,234.037,89.709,168.889,,-24.021,192.91,-89.472,28.276,-57.765,-59.983,0.0,,-889.564,-123.443,0.0,,,-123.443,,,0.0,0.0,0.0,,,,,-766.121,459.088,0.0,0.0,,,,458.86,458.86,0.0,0.228,,-27.313,,
12/31/2006,598.063,198.896,135.585,441.914,,-25.636,467.55,-178.332,-115.061,-23.66,-39.611,0.0,,-978.061,-176.474,0.0,,,-176.474,,,0.0,0.0,0.0,,,,,-801.587,1198.64,0.0,739.41,,,,462.369,462.369,0.0,-3.139,,818.642,-6.965,
04/01/2007,255.249,-0.575,65.096,-127.506,,11.431,-138.937,318.234,467.03,-98.109,-50.687,0.0,,-20.278,-43.799,0.0,,,-43.799,,,0.0,0.0,0.0,,,,,23.521,-4.562,0.0,0.0,,,,2.535,44.631,-42.096,-7.097,,230.409,,
07/01/2007,-90.451,28.484,64.137,1.617,,24.329,-22.712,-184.689,-168.103,-6.454,,-10.132,,-563.731,-54.002,0.0,,,-54.002,,,0.0,0.0,0.0,,,,,-509.729,-32.714,0.0,0.0,,,,-34.342,20.979,-55.321,1.628,,-686.896,,
09/30/2007,338.917,84.638,67.211,212.73,,53.715,159.015,-25.662,-127.75,57.352,,44.736,,-544.591,-82.102,0.0,,,-82.102,,,0.0,0.0,0.0,,,,,-462.489,52.381,0.0,0.0,,,,47.414,47.414,0.0,4.967,,-153.293,,
12/30/2007,149.212,105.81,59.299,-40.823,,-124.663,83.84,24.926,-25.52,-10.375,,60.821,,-89.758,-79.051,0.0,,,-79.051,,,0.0,0.0,0.0,,,,,-10.707,-196.625,-9.88,9.803,,,,-196.528,5.662,-202.19,-0.02,,-137.171,,
03/30/2008,218.633,10.96,74.88,45.511,22.432,-9.446,32.525,87.282,276.937,-140.362,-49.293,0.0,,176.391,-56.774,0.0,,,-56.774,,,,,,,,,,233.165,-3.488,0.0,0.0,,,,7.231,7.231,0.0,-10.719,,391.536,,
06/29/2008,-332.646,-73.754,79.709,-188.818,,-4.185,-184.633,-149.783,-24.935,-99.997,,-24.851,,-205.603,-50.138,0.0,,,-50.138,,,0.0,0.0,0.0,,,,,-155.465,2.542,0.0,0.0,,,,3.796,3.796,0.0,-1.254,,-535.707,,
09/28/2008,136.137,-165.899,82.032,49.172,,-30.318,79.49,170.832,86.208,83.023,,1.601,,-113.406,-5.768,0.0,,,-5.768,,,0.0,0.0,0.0,,,,,-107.638,8.798,0.0,0.0,,,,10.368,10.368,0.0,-1.57,,31.529,,
12/28/2008,65.6,-1757.931,70.108,1405.774,,190.09,1215.684,347.649,-6.097,114.367,,239.379,,171.945,-31.673,39.68,,,-71.353,,,0.0,0.0,0.0,,,,,203.618,3.409,0.0,0.0,,,,0.244,0.244,0.0,3.165,,240.954,,
03/29/2009,-114.261,-207.995,57.469,167.738,16.33,8.922,142.486,-131.473,10.833,40.309,-182.615,0.0,0.0,237.95,-15.073,1.424,0.0,1.424,-16.497,-16.497,0.0,,,,12.713,12.713,0.0,0.0,240.31,4.57,0.0,0.0,0.0,0.0,0.0,4.57,4.57,0.0,0.0,-0.241,128.018,,
06/28/2009,-24.287,52.507,56.293,-50.199,22.354,-6.619,-65.934,-82.888,-38.793,21.239,-65.334,0.0,0.0,-184.67,-20.747,0.0,0.0,0.0,-20.747,-16.17,-4.577,,,,0.0,0.0,0.0,0.0,-163.923,1.705,0.0,0.0,0.0,0.0,0.0,1.705,1.705,0.0,0.0,1.7,-205.552,,
09/27/2009,238.372,231.293,57.519,126.504,19.374,0.218,106.912,-176.944,-131.3,-98.699,53.055,0.0,0.0,-379.39,-18.187,0.0,0.0,0.0,-18.187,-10.687,-7.5,,,,0.0,0.0,0.0,0.0,-361.203,7.723,0.0,0.0,0.0,0.0,0.0,7.723,7.723,0.0,0.0,1.251,-132.044,,
01/03/2010,388.03,339.505,59.415,17.436,37.502,-15.405,-4.661,-28.326,47.663,23.666,-99.655,0.0,0.0,-48.715,-14.379,2.0,0.0,2.0,-16.379,-16.379,0.0,,,,0.0,0.0,0.0,0.0,-34.336,6.88,0.0,0.0,0.0,0.0,0.0,6.88,6.88,0.0,0.0,1.686,347.881,,
04/04/2010,328.279,234.691,55.216,89.941,14.703,-60.622,135.86,-51.569,-0.106,26.488,-77.951,0.0,0.0,-349.437,0.857,17.767,17.767,0.0,-16.91,-14.928,-1.982,,,,0.122,0.122,0.0,0.0,-350.416,-54.878,0.0,-75.0,0.0,0.0,-75.0,20.122,20.122,0.0,0.0,-1.817,-77.853,,
07/04/2010,385.066,257.894,54.477,34.95,3.416,-18.287,49.821,37.745,-109.829,73.742,73.832,0.0,0.0,-254.303,-22.486,0.0,0.0,0.0,-22.486,-22.486,0.0,,,,0.0,0.0,0.0,0.0,-231.817,77.962,0.0,0.0,0.0,0.0,0.0,77.962,77.962,0.0,0.0,5.775,214.5,,
10/03/2010,379.15,322.092,57.731,23.626,14.712,-16.94,25.854,-24.299,5.663,-33.256,3.294,0.0,0.0,-1658.016,-22.314,0.0,0.0,0.0,-22.314,-22.314,0.0,,,,0.0,0.0,0.0,0.0,-1635.702,907.547,0.0,689.6,,,,217.947,217.947,0.0,0.0,-0.304,-371.623,,
01/02/2011,359.397,485.465,59.355,-273.991,15.133,-76.478,-212.646,88.568,-28.207,17.34,99.435,0.0,0.0,-452.837,-45.959,2.455,0.0,2.455,-48.414,-48.414,0.0,,,,0.0,0.0,0.0,0.0,-406.878,54.538,0.0,0.0,0.0,0.0,0.0,54.538,54.538,0.0,0.0,2.663,-36.239,,
04/03/2011,398.639,224.124,62.614,30.863,8.179,6.174,16.51,81.038,131.464,16.379,-66.805,0.0,0.0,-300.319,-133.745,0.0,0.0,0.0,-133.745,-33.745,-100.0,,,,-15.0,0.0,-15.0,0.0,-151.574,48.56,0.0,0.0,0.0,0.0,0.0,48.56,48.56,0.0,0.0,-1.579,145.301,,
07/03/2011,269.246,248.39,68.373,37.699,8.959,-13.398,42.138,-85.216,-132.051,-50.38,97.215,0.0,0.0,-292.66,-27.608,0.0,0.0,0.0,-27.608,-27.608,0.0,,,,-302.649,0.0,-302.649,0.0,37.597,21.857,0.0,0.0,0.0,0.0,0.0,21.857,21.857,0.0,0.0,1.961,0.404,,
10/02/2011,176.335,233.253,72.007,65.407,11.72,-70.618,124.305,-194.332,-88.57,-130.797,25.035,0.0,0.0,108.345,-52.914,0.0,0.0,0.0,-52.914,-52.914,0.0,,,,0.0,0.0,0.0,0.0,161.259,-183.911,0.0,-211.105,0.0,1.494,-212.599,27.194,27.194,0.0,0.0,-0.773,99.996,,
01/01/2012,209.552,281.223,148.966,-222.129,9.357,3.013,-234.499,1.492,-57.569,6.264,52.797,0.0,0.0,-182.393,-78.609,0.0,,,-78.609,-78.609,0.0,,,,0.0,0.0,0.0,0.0,-103.784,66.385,0.0,1.158,,,,65.227,69.266,-4.039,0.0,-0.898,92.646,,
04/01/2012,67.174,114.385,100.334,-152.274,10.483,5.503,-168.26,4.729,199.437,-85.212,-109.496,0.0,0.0,-136.386,-144.246,0.0,0.0,0.0,-144.246,-144.218,-0.028,,,,-54.538,0.0,-54.538,0.0,62.398,-5.854,0.0,0.0,0.0,0.0,0.0,-6.996,53.915,-60.911,1.142,0.833,-74.233,,
07/01/2012,19.115,12.969,123.659,-117.699,17.829,0.46,-135.988,0.186,34.035,-98.503,64.654,0.0,0.0,64.241,-96.27,0.0,0.0,0.0,-96.27,-96.076,-0.194,,,,-14.666,0.0,-14.666,0.0,175.177,-105.386,0.0,0.0,0.0,0.0,0.0,-85.386,7.778,-93.164,-20.0,-0.779,-22.809,,
09/30/2012,127.939,76.507,100.567,24.905,16.855,3.591,4.459,-74.04,-138.428,9.921,54.467,0.0,0.0,-103.214,-142.361,0.0,0.0,0.0,-142.361,-142.338,-0.023,,,,-0.213,0.0,-0.213,0.0,39.36,14.297,0.0,0.0,0.0,0.0,0.0,-7.236,30.193,-37.429,21.533,1.009,40.031,,
12/30/2012,315.626,213.543,113.751,85.167,17.261,24.814,43.092,-96.835,-124.151,102.534,-75.218,0.0,0.0,-399.007,-109.096,0.0,0.0,0.0,-109.096,-105.341,-3.755,,,,-0.212,0.0,-0.212,0.0,-289.699,-28.146,0.0,0.0,0.0,0.0,0.0,-28.146,10.431,-38.577,0.0,-3.488,-115.015,,
03/31/2013,473.651,166.229,118.168,20.755,13.284,53.151,-45.68,168.499,186.726,16.776,-35.003,0.0,0.0,-338.933,-48.589,0.0,0.0,0.0,-48.589,-48.352,-0.237,,,,-0.142,0.0,-0.142,0.0,-290.202,11.817,0.0,0.0,0.0,0.0,0.0,11.904,101.525,-89.621,-0.087,6.105,152.64,,
06/30/2013,390.793,261.789,111.29,201.333,17.45,12.343,171.54,-183.619,-197.936,10.731,3.586,0.0,0.0,645.899,-75.168,0.0,0.0,0.0,-75.168,-71.497,-3.671,,,,0.0,0.0,0.0,0.0,721.067,-1131.282,0.0,-928.061,,,,-203.221,77.152,-280.373,0.0,0.611,-93.979,,
09/29/2013,382.413,276.859,108.36,-1.492,21.692,-12.24,-10.944,-1.314,-40.539,-23.411,62.636,0.0,0.0,537.597,-56.219,0.0,0.0,0.0,-56.219,-50.866,-5.353,,,,-304.178,0.0,-304.178,0.0,897.994,-1072.909,-50.638,-928.061,0.0,0.0,-928.061,-1022.271,47.274,-1069.545,928.061,1.533,-151.366,,
12/29/2013,616.815,337.78,126.247,215.634,20.132,-52.727,248.229,-62.846,0.624,19.214,-82.684,0.0,0.0,-1767.443,-41.816,0.0,0.0,0.0,-41.816,,,,,,0.0,0.0,0.0,0.0,-1725.627,1236.013,-50.553,1151.475,,,,135.091,285.091,-150.0,0.0,-1.904,83.481,,
03/30/2014,382.079,268.948,132.687,-41.154,12.57,6.951,-60.675,21.598,86.689,-42.117,-22.974,0.0,0.0,-154.692,-35.386,0.0,0.0,0.0,-35.386,-34.517,-0.869,,,,2.368,0.0,2.368,0.0,-121.674,-96.67,-51.56,0.0,0.0,0.0,0.0,-45.11,69.342,-114.452,0.0,-0.025,130.692,,
06/29/2014,240.86,273.946,134.36,-92.824,23.897,0.641,-117.362,-74.622,-163.687,48.562,40.503,0.0,0.0,-228.483,-44.833,0.0,0.0,0.0,-44.833,-44.149,-0.684,,,,-2.368,0.0,-2.368,0.0,-181.282,-245.6,-50.838,0.0,0.0,0.0,0.0,-194.762,62.234,-256.996,0.0,1.4,-231.823,,
09/28/2014,587.696,262.661,151.591,163.89,39.431,-0.808,125.267,9.554,-68.999,46.111,32.442,0.0,0.0,-71.028,-90.011,0.0,0.0,0.0,-90.011,-86.975,-3.036,,,,-1066.166,0.0,-1066.166,0.0,1085.149,-467.423,-67.045,0.0,0.0,0.0,0.0,-400.378,66.244,-466.622,0.0,-3.525,45.72,,
12/28/2014,487.813,201.891,159.864,38.285,34.496,-14.699,18.488,87.773,27.391,83.886,-23.504,0.0,0.0,-60.486,-87.393,0.0,0.0,0.0,-87.393,-67.145,-20.248,,,,0.0,0.0,0.0,0.0,26.907,-543.155,-65.122,-3.212,,,,-474.821,,,0.0,-6.004,-121.832,,
03/29/2015,308.865,39.025,152.455,-107.298,32.545,-0.965,-138.878,224.683,252.899,-13.945,-14.271,0.0,0.0,341.729,-99.787,0.0,0.0,0.0,-99.787,-98.287,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.516,-808.761,-64.503,-0.068,0.0,0.0,-0.068,-744.19,5.95,-750.14,0.0,-0.896,-159.063,,
06/28/2015,28.864,80.973,156.432,-85.278,42.946,-2.232,-125.992,-123.263,-51.19,-67.707,-4.366,0.0,0.0,317.126,-100.936,0.0,0.0,0.0,-100.936,-95.562,-5.374,,,,0.0,0.0,0.0,0.0,418.062,-309.841,-62.596,0.0,0.0,,0.0,-247.245,6.331,-253.576,0.0,-0.299,35.85,,
09/27/2015,274.972,133.011,156.837,84.972,40.528,-27.903,72.347,-99.848,-99.744,-5.109,5.005,0.0,0.0,26.759,-87.447,1.147,0.0,1.147,-88.594,-88.594,0.0,,,,0.0,0.0,0.0,0.0,114.206,-290.28,-61.6,-0.005,,,,-228.675,26.288,-254.963,0.0,0.832,12.283,,
01/03/2016,433.979,135.469,155.371,36.277,44.145,26.209,-34.077,106.862,122.95,-23.489,7.401,0.0,0.0,342.054,-134.617,0.0,0.0,0.0,-134.617,-131.385,-3.232,,,,0.0,0.0,0.0,0.0,476.671,5.686,-0.212,0.0,,,,5.898,5.898,0.0,0.0,-0.844,780.875,,
04/03/2016,355.143,78.353,139.347,86.93,37.956,14.553,34.421,50.513,121.451,-71.799,0.861,0.0,0.0,1416.432,-42.83,16.628,0.0,16.628,-59.458,-59.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.262,11.988,-2.574,0.0,0.0,0.0,0.0,14.562,14.562,0.0,0.0,9.416,1792.979,,
