Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Available for Sales/FVTOCI,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Total Consumer Loans,Credit Card Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Discontinued Operations,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2012,151784,27082,6679.0,6679.0,,0.0,43910,,60580.0,60580.0,0.0,0.0,60580,-1698,58882,3451,3451.0,4300.0,,,,1070.0,,6410.0,,,37537.0,26888.0,10649.0,682.0,38219,3758,,,3758.0,56844,,,56844.0,,,,,290.0,,32766.0,131877.0,0.0,12669,233.0,12436.0,0.0,8015.0,-777.0,19907.0,0,19907.0,151784.0,
06/30/2012,148128,22072,6326.0,6326.0,,0.0,43919,,61475.0,61475.0,0.0,0.0,61475,-1565,59910,3442,3442.0,4200.0,,,,1362.0,,6897.0,,,35805.0,25861.0,9944.0,156.0,35961,3553,,,3553.0,55953,,,55953.0,,,,,98.0,,33296.0,128861.0,0.0,12501,228.0,12273.0,0.0,7717.0,-951.0,19267.0,0,19267.0,148128.0,
09/30/2012,152873,25143,6060.0,6060.0,,0.0,45182,,62268.0,62268.0,0.0,0.0,62268,-1477,60791,3553,3553.0,4200.0,,,,1089.0,,6855.0,,,37038.0,27249.0,9789.0,157.0,37195,4027,,,4027.0,56271,,,56271.0,,,,,403.0,,35499.0,133395.0,0.0,12390,224.0,12166.0,0.0,7923.0,-835.0,19478.0,0,19478.0,152873.0,
12/31/2012,153140,22250,5614.0,5614.0,,0.0,45914,,65800.0,65800.0,0.0,0.0,65800,-1491,64309,3635,3635.0,4174.0,3181.0,993.0,5145.0,593.0,,1506.0,,,39649.0,30073.0,9576.0,154.0,39803,3314,0.0,0.0,3314.0,58973,0.0,0.0,58973.0,310.0,310.0,0.0,2525.0,915.0,,28414.0,134254.0,0.0,12288,221.0,12067.0,0.0,7525.0,-927.0,18886.0,0,18886.0,153140.0,
03/31/2013,156855,27964,5793.0,5793.0,,0.0,46104,,62845.0,62845.0,0.0,0.0,62845,-1385,61460,3713,3713.0,4000.0,,,,403.0,,7418.0,,,40786.0,31784.0,9002.0,515.0,41301,3359,,,3359.0,56366,,,56366.0,,,,,199.0,,36340.0,137565.0,0.0,12440,220.0,12220.0,0.0,7830.0,-980.0,19290.0,0,19290.0,156855.0,
06/30/2013,151933,23129,5262.0,5262.0,,0.0,46915,,63622.0,63622.0,0.0,0.0,63622,-1358,62264,3716,3716.0,4000.0,,,,1028.0,,5619.0,,,39988.0,31314.0,8674.0,527.0,40515,2961,,,2961.0,52675,,,52675.0,,,,,150.0,,36598.0,132899.0,0.0,12459,217.0,12242.0,0.0,7883.0,-1308.0,19034.0,0,19034.0,151933.0,
09/30/2013,150103,22286,5137.0,5137.0,,0.0,46497,,62215.0,62215.0,0.0,0.0,63512,-1297,62215,3746,3746.0,4000.0,,,,662.0,,5560.0,,,41947.0,32409.0,9538.0,540.0,42487,3247,,,3247.0,52529,,,52529.0,,,,,275.0,,32349.0,130887.0,0.0,12408,215.0,12193.0,0.0,8147.0,-1339.0,19216.0,0,19216.0,150103.0,
12/31/2013,153375,19486,5016.0,5016.0,,0.0,47185,,67859.0,67859.0,0.0,0.0,67859,-1274,66585,3875,3875.0,4015.0,3198.0,817.0,4959.0,329.0,,1925.0,,,40831.0,33413.0,7418.0,932.0,41763,5021,0.0,0.0,5021.0,55330,0.0,0.0,55330.0,0.0,0.0,0.0,2516.0,177.0,,29072.0,133879.0,0.0,12415,213.0,12202.0,0.0,8507.0,-1426.0,19496.0,0,19496.0,153375.0,
03/31/2014,151497,20740,4761.0,4761.0,,0.0,47374,,64676.0,64676.0,0.0,0.0,64676,-1200,63476,3893,3893.0,4000.0,,,,251.0,0.0,7002.0,,,41853.0,35126.0,6727.0,818.0,42671,2821,,,2821.0,54095,,,54095.0,,,,,181.0,,31752.0,131520.0,0.0,12549,212.0,12337.0,0.0,8822.0,-1394.0,19977.0,0,19977.0,151497.0,
06/30/2014,152384,18430,4855.0,4855.0,,0.0,48646,,67051.0,67051.0,0.0,0.0,67051,-1180,65871,3870,3870.0,3800.0,,,,502.0,,6410.0,,,41300.0,35000.0,6300.0,836.0,42136,3436,,,3436.0,54836,,,54836.0,,,,,221.0,,31542.0,132171.0,0.0,12457,210.0,12247.0,0.0,9127.0,-1371.0,20213.0,0,20213.0,152384.0,
09/30/2014,153862,21264,4750.0,4750.0,,0.0,47316,,66923.0,66923.0,0.0,0.0,66923,-1157,65766,3921,3921.0,3800.0,,,,822.0,,6223.0,,,41883.0,35157.0,6726.0,820.0,42703,3382,,,3382.0,55712,,,55712.0,,,,,246.0,,31603.0,133646.0,0.0,12423,207.0,12216.0,0.0,9335.0,-1542.0,20216.0,0,20216.0,153862.0,
12/31/2014,159103,22288,4431.0,4431.0,,0.0,47000,,71305.0,71305.0,0.0,0.0,71305,-1201,70104,3938,3938.0,3878.0,3024.0,854.0,4906.0,711.0,0.0,1847.0,,,43279.0,35108.0,8171.0,892.0,44171,3480,,,3480.0,57955,31.0,31.0,57924.0,0.0,0.0,0.0,2892.0,38.0,,29894.0,138430.0,0.0,13079,205.0,12874.0,0.0,9513.0,-1919.0,20673.0,0,20673.0,159103.0,
03/31/2015,154684,23572,4417.0,4417.0,,0.0,45628,,67786.0,67786.0,0.0,0.0,67786,-1130,66656,3940,3940.0,3800.0,,,,526.0,0.0,6145.0,,,44142.0,36441.0,7701.0,786.0,44928,2361,,,2361.0,54712,,,54712.0,,,,,90.0,,30763.0,132854.0,0.0,13874,204.0,13670.0,0.0,10107.0,-2151.0,21830.0,0,21830.0,154684.0,
06/30/2015,157152,21071,4584.0,4584.0,,0.0,47264,,69967.0,69967.0,0.0,0.0,69967,-1132,68835,4016,4016.0,3800.0,,,,251.0,,7331.0,,,46334.0,36625.0,9709.0,832.0,47166,4486,,,4486.0,52740,,,52740.0,,,,,155.0,,30720.0,135267.0,0.0,13840,201.0,13639.0,0.0,10199.0,-2154.0,21885.0,0,21885.0,157152.0,
09/30/2015,154216,19938,3947.0,3947.0,,0.0,46407,,69949.0,69949.0,0.0,0.0,69949,-1164,68785,4032,4032.0,3800.0,,,,485.0,0.0,6822.0,,,48513.0,37169.0,11344.0,788.0,49301,3160,,,3160.0,48653,,,48653.0,,,,,88.0,,31679.0,132881.0,0.0,13684,197.0,13487.0,0.0,10025.0,-2374.0,21335.0,0,21335.0,154216.0,
12/31/2015,161184,22762,3759.0,3759.0,,0.0,61687,,59827.0,59827.0,0.0,0.0,59827,-1028,58799,4108,4108.0,3545.0,2749.0,796.0,4881.0,282.0,0.0,1361.0,,183.0,54102.0,29023.0,25079.0,712.0,54997,4812,,,4812.0,48061,29.0,29.0,48032.0,0.0,0.0,0.0,2730.0,94.0,,29817.0,140511.0,0.0,13542,194.0,13348.0,0.0,9665.0,-2534.0,20673.0,0,20673.0,161184.0,
03/31/2016,158816,25045,3839.0,3839.0,,0.0,58349,,58592.0,58592.0,0.0,0.0,58592,-1012,57580,4137,4137.0,3700.0,,,,180.0,0.0,5986.0,,,54934.0,40976.0,13958.0,830.0,55764,2596,,,2596.0,47311,,,47311.0,,,,,336.0,,32082.0,138089.0,0.0,13280,191.0,13089.0,0.0,9949.0,-2502.0,20727.0,0,20727.0,158816.0,
06/30/2016,159642,33767,3892.0,3892.0,,0.0,47497,,61019.0,61019.0,0.0,0.0,61019,-1091,59928,4210,4210.0,3600.0,,,,613.0,0.0,6135.0,,,53666.0,39919.0,13747.0,738.0,54404,2343,,,2343.0,50649,,,50649.0,,,,,220.0,,31314.0,138930.0,0.0,13053,185.0,12868.0,0.0,10280.0,-2621.0,20712.0,0,20712.0,159642.0,
09/30/2016,153377,26520,3728.0,3728.0,,0.0,47331,,61775.0,61775.0,0.0,0.0,61775,-1114,60661,4301,4301.0,,,,,365.0,0.0,10471.0,,,52767.0,39598.0,13169.0,733.0,53500,2861,,,2861.0,44894,,,44894.0,,,,,142.0,,30963.0,132360.0,,12974,184.0,12790.0,0.0,10661.0,-2618.0,21017.0,0,21017.0,153377.0,
12/31/2016,158893,25208,3157.0,3157.0,,0.0,50073,,66684.0,66684.0,0.0,0.0,66684,-1223,65461,4433,4433.0,3795.0,2927.0,868.0,5022.0,555.0,0.0,1189.0,,110.0,52316.0,30980.0,21336.0,616.0,53042,5581,,,5581.0,46990,24.0,24.0,46966.0,0.0,0.0,0.0,2767.0,55.0,,29957.0,138392.0,,12914,181.0,12733.0,0.0,10371.0,-2784.0,20501.0,0,20501.0,158893.0,
03/31/2017,161385,29366,3561.0,3561.0,,0.0,49966,,65203.0,65203.0,0.0,0.0,65203,-1248,63955,4433,4433.0,,,,,106.0,0.0,9998.0,,,53123.0,41222.0,11901.0,667.0,53790,3600,,,3600.0,51647,,,51647.0,,,,,318.0,,31095.0,140450.0,0.0,12772,179.0,12593.0,0.0,10633.0,-2470.0,20935.0,0,20935.0,161385.0,
06/30/2017,166997,30442,3360.0,3360.0,,0.0,51762,,67826.0,67826.0,0.0,0.0,67826,-1320,66506,4445,4445.0,,,,,118.0,0.0,10364.0,,,57012.0,41730.0,15282.0,714.0,57726,3426,,,3426.0,51945,,,51945.0,,,,,361.0,,32364.0,145822.0,0.0,12633,177.0,12456.0,0.0,10970.0,-2428.0,21175.0,0,21175.0,166997.0,
09/30/2017,168577,26168,3250.0,3250.0,,0.0,53703,,70146.0,70146.0,0.0,0.0,70146,-1502,68644,4367,4367.0,,,,,126.0,0.0,12319.0,,83.0,60573.0,30780.0,29793.0,634.0,61290,2352,,,2352.0,48762,,,48762.0,,,,,227.0,,34861.0,147492.0,0.0,12493,175.0,12318.0,0.0,10908.0,-2316.0,21085.0,0,21085.0,168577.0,
12/31/2017,181159,32927,3159.0,3159.0,,0.0,56689,,76006.0,76006.0,0.0,0.0,76006,-1706,74300,4329,4329.0,3908.0,3009.0,899.0,3490.0,124.0,0.0,2233.0,,84.0,63666.0,31915.0,31751.0,702.0,64452,3278,0.0,0.0,3278.0,55804,0.0,0.0,55804.0,0.0,0.0,0.0,1942.0,93.0,,37363.0,162932.0,0.0,12382,172.0,12210.0,0.0,8273.0,-2428.0,18227.0,0,18227.0,181159.0,
03/31/2018,179956,31092,3388.0,3388.0,,0.0,56870,,75692.0,75692.0,0.0,0.0,75692,-1786,73906,4271,4271.0,,,,,66.0,0.0,10363.0,,89.0,65913.0,34544.0,31369.0,663.0,66665,1852,,,1852.0,52461,,,52461.0,,,,,200.0,,39165.0,160343.0,0.0,12397,172.0,12225.0,0.0,9597.0,-2381.0,19613.0,0,19613.0,179956.0,
06/30/2018,184861,29743,4753.0,4753.0,,0.0,57665,0.0,78527.0,78527.0,0.0,0.0,78527,-1840,76687,4251,4251.0,,,,,380.0,0.0,11382.0,,82.0,66636.0,49954.0,16682.0,673.0,67391,1972,,,1972.0,55883,,,55883.0,,,,,43.0,,38680.0,163969.0,0.0,12479,173.0,12306.0,0.0,10896.0,-2483.0,20892.0,0,20892.0,184861.0,
09/30/2018,189092,30231,6071.0,6071.0,,0.0,58132,,81034.0,81034.0,0.0,0.0,81034,-1937,79097,4295,4295.0,,,,,183.0,0.0,11083.0,,72.0,68572.0,37128.0,31444.0,657.0,69301,2292,,,2292.0,55300,,,55300.0,,,,,100.0,,40639.0,167632.0,0.0,12443,171.0,12272.0,0.0,11521.0,-2504.0,21460.0,0,21460.0,189092.0,
12/31/2018,188602,27445,4647.0,4647.0,,0.0,55320,,85530.0,85530.0,0.0,0.0,85530,-2134,83396,4416,4416.0,3347.0,3072.0,275.0,3342.0,396.0,0.0,6293.0,,73.0,69144.0,39491.0,29653.0,743.0,69960,3100,0.0,0.0,3100.0,58423,0.0,0.0,58423.0,0.0,0.0,0.0,2036.0,46.0,,32747.0,166312.0,0.0,12388,170.0,12218.0,0.0,12499.0,-2597.0,22290.0,0,22290.0,188602.0,
03/31/2019,197193,33177,6457.0,6457.0,,0.0,59355,,84960.0,84960.0,0.0,0.0,84960,-2121,82839,4479,4479.0,,,,,104.0,0.0,10782.0,,70.0,72110.0,43345.0,28765.0,677.0,72857,2028,,,2028.0,58418,,,58418.0,,,,,222.0,,41450.0,174975.0,0.0,12131,168.0,11963.0,0.0,12686.0,-2599.0,22218.0,0,22218.0,197193.0,
06/30/2019,197603,26869,8542.0,8542.0,,0.0,61265,,87289.0,87289.0,0.0,0.0,87289,-2168,85121,4658,4658.0,,,,,136.0,0.0,11012.0,,69.0,71808.0,43657.0,28151.0,713.0,72590,2827,,,2827.0,57736,,,57736.0,,,,,68.0,,41290.0,174511.0,0.0,12147,167.0,11980.0,0.0,13551.0,-2606.0,23092.0,0,23092.0,197603.0,
09/30/2019,194184,24266,8445.0,8445.0,,0.0,58856,,87995.0,87995.0,0.0,0.0,87995,-2232,85763,4715,4715.0,,,,,210.0,0.0,11929.0,,58.0,72535.0,44989.0,27546.0,705.0,73298,2818,,,2818.0,58474,,,58474.0,,,,,60.0,,36509.0,171159.0,0.0,12034,165.0,11869.0,0.0,13652.0,-2661.0,23025.0,0,23025.0,194184.0,
12/31/2019,198321,23932,8406.0,8406.0,,0.0,56794,,92007.0,92007.0,0.0,0.0,92007,-2383,89624,4834,4834.0,3582.0,3315.0,267.0,3468.0,68.0,0.0,7613.0,,52.0,72445.0,46394.0,26051.0,790.0,73287,6442,,,6442.0,57835,,,57835.0,0.0,0.0,0.0,2007.0,341.0,,35338.0,175250.0,0.0,11937,163.0,11774.0,0.0,13871.0,-2737.0,23071.0,0,23071.0,198321.0,
03/31/2020,186060,36095,5032.0,5032.0,,0.0,44269,,82654.0,82654.0,0.0,0.0,82654,-5236,77418,4798,4798.0,,,,,1311.0,0.0,17137.0,,51.0,76459.0,48981.0,27478.0,1452.0,77962,3497,,,3497.0,52588,,,52588.0,,,,,153.0,,30854.0,165054.0,0.0,11841,161.0,11680.0,0.0,12161.0,-2996.0,21006.0,0,21006.0,186060.0,
06/30/2020,188608,41497,19942.0,19942.0,,0.0,37034,,74188.0,74188.0,0.0,0.0,74188,-5628,68560,4829,4829.0,,,,,205.0,0.0,16541.0,,48.0,82865.0,57062.0,25803.0,1892.0,84805,1567,,,1567.0,48797,,,48797.0,,,,,183.0,,32194.0,167546.0,0.0,11921,161.0,11760.0,0.0,12052.0,-2911.0,21062.0,0,21062.0,188608.0,
