Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1997,1002.799988,1002.799988,,,,0.0,,,,,,,,1002.799988,-780.400024,,109.300003,27.4,643.700012,222.399994,-63.599998,,,0.0,,103.199997,106.0,-2.8,0.0,-39.599998,158.799995,-56.099998,,,,102.699997,-18.300001,,,120.999998,0.0,121.0,-6.1,,114.9,114.9,,295.393005,0.39,0.33,0.33,295.393005,0.39,0.33,0.33,
06/30/1997,998.099976,998.099976,,,,0.0,,,,,,,,998.099976,-998.200012,,114.699997,26.4,857.099976,-0.1,116.399994,,,0.0,,109.300003,112.699997,-3.4,0.0,-225.699997,116.299994,-40.599998,,,,75.699997,-19.099999,,,94.799995,0.0,94.800003,-6.1,,88.700003,88.700003,,295.901001,0.302,0.237,0.237,295.901001,0.302,0.237,0.237,
09/30/1997,1207.699951,1207.699951,,,,0.0,,,,,,,,1207.699951,-928.599976,,111.199997,25.700001,791.700012,279.100006,-218.300003,,,0.0,,218.300003,112.800003,-3.3,108.800003,0.0,60.800003,-14.5,,,,46.299999,-27.700001,,,74.000004,0.0,74.0,-5.8,,68.2,68.2,,296.346985,0.231,0.138,0.138,296.350006,0.23,0.139,0.14,
12/31/1997,1340.300049,1340.300049,,,,0.0,,,,,,,,1340.300049,-1294.699951,0.0,117.0,19.4,1158.300049,45.599998,-41.100006,,,0.0,,107.800003,110.5,-2.7,0.0,-66.699997,4.499992,0.8,,,,5.3,-368.600006,,,373.899998,0.0,373.899994,-4.8,,369.099994,369.099994,,296.718994,1.24,-0.01,0.04,296.718994,1.24,-0.01,0.04,
03/31/1998,1260.199951,1260.199951,0.0,0.0,0.0,-516.5,516.5,,516.5,0.0,,,,743.699951,-603.5,,115.199997,27.6,460.700012,140.199997,-170.300003,,,,,91.0,94.300003,-3.3,,79.300003,-30.100006,15.5,,,,-14.6,0.5,,,-15.100006,0.0,-15.1,-4.3,,-19.400001,-19.400001,,297.05899,-0.07,-0.07,0.354,297.05899,-0.07,-0.07,0.354,
06/30/1998,1202.199951,1202.199951,0.0,0.0,0.0,-535.200012,535.200012,,535.200012,0.0,,,,666.999939,-472.700012,,115.400002,25.4,331.899994,194.300003,-77.100003,,,,,90.300003,94.0,-3.7,,-13.2,117.2,-38.299999,,,,78.900002,38.099998,,,40.800002,0.0,40.799999,-4.3,,36.499999,36.499999,,297.259003,0.121,0.249,0.249,297.259003,0.121,0.249,0.249,
09/30/1998,1918.199951,1908.400024,0.0,0.0,9.8,-1309.599976,1309.600052,134.800003,1174.800049,,,,,608.599976,-418.200012,,94.900002,,323.299988,190.399994,-136.299999,,,0.0,,88.099998,92.5,-4.4,0.0,48.200001,54.099995,-19.5,,,,34.599998,122.199993,,,-87.599998,0.0,-87.599998,-4.8,,-92.399999,-92.399999,,297.272003,-0.311,0.1,0.608,297.321991,-0.311,0.1,0.608,
12/31/1998,1199.800049,1088.800049,0.0,0.0,111.0,-517.799988,517.799988,121.5,396.299988,,,,,682.000061,-515.799988,,94.900002,,420.899994,166.199997,-137.700005,,,0.0,,90.800003,90.800003,,0.0,46.900002,28.499992,-16.799999,,,,11.7,-14.1,,,25.799994,,25.799999,-4.9,,20.899999,20.899999,,297.325989,0.07,0.023,0.221,297.276001,0.07,0.023,0.221,
03/31/1999,959.799988,959.799988,0.0,0.0,0.0,-268.700012,268.700012,,268.700012,0.0,,,,691.099976,-463.600006,,113.199997,26.299999,324.100006,227.5,-78.299998,,,0.0,,84.599998,88.0,-3.4,0.0,-6.3,149.200002,-57.900002,,,,91.300003,0.0,,,91.3,0.0,91.300003,-4.2,,87.100003,87.100003,,297.334015,0.292937,0.292937,0.292937,297.334015,0.292937,0.292937,0.292937,
06/30/1999,943.700012,943.700012,0.0,0.0,0.0,-299.299988,299.299988,0.0,299.299988,0.0,,,,644.400024,-472.899994,,115.800003,24.799999,332.299988,171.5,-81.599998,,,0.0,,79.099998,86.900002,-7.8,0.0,2.5,89.900002,-34.900002,,,,55.0,-1.1,,,56.1,0.0,56.099998,-4.2,,51.899999,51.899999,,297.325012,0.17,0.17,0.17,297.325012,0.17,0.17,0.17,
09/30/1999,1032.199951,1032.199951,0.0,0.0,0.0,-353.5,353.5,0.0,353.5,0.0,,,,678.699951,-486.100006,,112.199997,25.200001,348.700012,192.600006,-72.300003,,,0.0,,82.300003,85.699997,-3.4,0.0,-10.0,120.300003,-42.099998,,,,78.199997,0.0,,,78.200005,0.0,78.199997,-4.4,,73.799997,73.799997,,297.325012,0.25,0.25,0.25,297.325012,0.25,0.25,0.25,
12/31/1999,1034.300049,1034.300049,0.0,0.0,0.0,-306.200012,306.200012,0.0,306.200012,0.0,,,,728.100037,-569.200012,,115.199997,25.299999,428.700012,158.899994,-289.699997,,,0.0,,78.699997,84.599998,-5.9,0.0,211.0,-130.800003,-14.8,,,,-145.600006,0.0,,,-145.600003,0.0,-145.600006,-5.3,,-150.900006,-150.900006,,297.325012,-0.51,-0.51,-0.51,297.325012,-0.51,-0.51,-0.51,
03/31/2000,976.700012,976.700012,0.0,0.0,0.0,-258.799988,258.799988,0.0,258.799988,0.0,,,,717.900024,-535.799988,,124.300003,26.1,385.399994,182.100006,-75.699998,,,0.0,,81.099998,84.199997,-3.1,0.0,-5.4,106.400008,-42.200001,,,,64.199997,0.0,,,64.200007,30.799999,95.0,-5.0,,90.0,90.0,,297.325012,0.3,0.2,0.2,297.325012,0.3,0.2,0.2,
06/30/2000,1029.5,1029.5,0.0,0.0,0.0,-391.899994,391.899994,0.0,391.899994,0.0,,,,637.600006,-661.299988,,116.199997,24.9,520.200012,-23.700001,-73.100001,,,0.0,,79.400002,82.400002,-3.0,0.0,-6.3,-96.800002,-37.900002,,,,-134.699997,0.0,,,-134.700004,0.0,-134.699997,-4.6,,-139.299997,-139.299997,,297.325012,-0.47,-0.47,-0.47,297.325012,-0.47,-0.47,-0.47,
09/30/2000,1431.900024,1431.900024,0.0,0.0,0.0,-885.700012,885.699989,122.400002,763.299988,0.0,,,,546.200012,-406.700012,,124.300003,23.0,259.399994,139.5,-81.000002,,,0.0,,82.400002,87.199997,-4.8,0.0,-1.4,58.499998,-5.8,,,,52.700001,0.0,,,52.699998,0.0,52.700001,-4.6,,48.100001,48.100001,,297.325012,0.16,0.16,0.16,297.325012,0.16,0.16,0.16,
12/31/2000,1360.300049,1360.300049,0.0,0.0,0.0,-975.200012,975.199997,125.699997,849.5,0.0,,,,385.100037,-309.899994,,98.699997,21.6,189.600006,75.199997,-43.2,,,0.0,,57.5,60.099998,-2.6,0.0,-14.3,31.999997,-39.599998,,,,-7.6,0.0,,,-7.600001,0.0,-7.6,-4.0,,-11.6,-11.6,,297.325012,-0.04,-0.04,-0.04,297.325012,-0.04,-0.04,-0.04,
03/31/2001,1235.0,1235.0,0.0,0.0,0.0,-631.299988,631.299988,0.0,631.299988,0.0,,,,603.700012,-453.899994,,89.800003,30.799999,333.299988,149.800003,-90.900002,,,0.0,,58.200001,60.700001,-2.5,0.0,32.700001,58.900002,-97.099998,,,,-38.200001,0.0,,,-38.199997,39.599998,1.4,-6.0,,-4.6,-4.6,,297.325012,-0.02,-0.02,-0.02,297.325012,-0.02,-0.02,-0.02,
06/30/2001,1281.599976,1281.599976,0.0,0.0,0.0,-735.0,735.0,0.0,735.0,0.0,,,,546.599976,-244.899994,,99.599998,24.200001,121.099998,301.700012,-44.400001,,,0.0,,52.700001,55.0,-2.3,0.0,-8.3,257.300012,-101.099998,,,,156.199997,-33.899998,,,190.100012,8.1,198.199997,-4.4,,193.799997,193.799997,,297.325012,0.65,0.53,0.53,297.325012,0.65,0.53,0.53,
09/30/2001,1244.199951,1244.199951,0.0,0.0,0.0,-897.0,897.000031,128.600006,768.400024,0.0,,,,347.199951,-313.600006,,100.300003,19.1,194.199997,33.599998,-71.9,,,0.0,,50.299999,52.400002,-2.1,0.0,21.6,-38.300001,3.0,,,,-35.299999,0.0,,,-35.300001,5.1,-30.200001,-4.4,0.0,-34.600001,-34.600001,,297.325012,-0.12,-0.12,-0.12,297.325012,-0.12,-0.12,-0.12,
12/31/2001,884.799988,884.799988,0.0,0.0,0.0,-473.799988,473.800003,122.800003,351.0,0.0,,,,411.0,-336.399994,,101.5,23.5,211.399994,74.599998,-0.799999,,,0.0,,56.0,56.700001,-0.7,0.0,-55.200001,73.799999,-27.5,,,,46.299999,0.0,,,46.299999,0.0,46.299999,-1.9,,44.399999,44.399999,,297.325012,0.15,0.15,0.15,297.325012,0.15,0.15,0.15,
03/31/2002,848.599976,848.599976,0.0,0.0,0.0,-423.899994,423.899994,239.5,184.399994,0.0,,,,424.699982,-412.299988,,101.599998,24.0,286.700012,12.4,149.300007,,,0.0,,61.799999,63.599998,-1.8,0.0,-211.100006,161.700006,-50.5,,,,111.199997,0.0,,,111.200006,1.8,113.0,-2.0,,111.0,111.0,,297.325012,0.38,0.38,0.38,297.325012,0.38,0.38,0.38,
06/30/2002,712.0,712.0,0.0,0.0,0.0,-240.199997,240.199997,97.300003,142.899994,0.0,,,,471.800003,-350.899994,,106.400002,22.799999,221.699997,120.900002,-54.4,,,0.0,,58.5,64.0,-5.5,0.0,-4.1,66.500001,-19.6,,,,46.900002,1.9,,,45.000001,-9.4,35.599998,-1.9,,33.699998,33.699998,,297.325012,0.11,0.12,0.12,297.325012,0.11,0.12,0.12,
09/30/2002,762.400024,762.400024,0.0,0.0,0.0,-310.200012,310.199997,133.199997,177.0,0.0,,,,452.200012,-325.299988,,108.5,25.299999,191.5,126.900002,-67.999997,,,0.0,,76.199997,80.599998,-4.4,0.0,-8.2,58.900004,-21.700001,,,,37.200001,0.0,,,37.200004,-5.7,31.5,-1.8,0.0,29.7,29.7,,297.325012,0.1,0.1,0.1,297.325012,0.1,0.1,0.1,
12/31/2002,782.0,782.0,0.0,0.0,0.0,-309.299988,309.300003,120.800003,188.5,0.0,,,,472.700012,-351.299988,,109.400002,21.200001,220.699997,121.400002,-55.599999,,,0.0,,59.799999,63.599998,-3.8,0.0,-4.2,65.800002,-24.6,,,,41.200001,0.0,,,41.200002,-1.5,39.700001,-1.8,,37.900001,37.900001,,297.325012,0.13,0.13,0.13,297.325012,0.13,0.13,0.13,
03/31/2003,826.0,826.0,0.0,0.0,0.0,-321.0,321.0,130.899994,190.100006,0.0,,,,505.0,-385.299988,0.0,110.0,24.1,251.199997,119.699997,-52.699999,,,0.0,,57.799999,62.099998,-4.3,0.0,-5.1,66.999998,-31.299999,,,,35.700001,0.0,,,35.699998,-2.4,33.299999,-1.8,0.0,31.499999,31.499999,,297.325012,0.1,0.09,0.09,297.325012,0.1,0.09,0.09,
06/30/2003,783.900024,783.900024,0.0,0.0,0.0,-271.799988,271.800003,116.699997,155.100006,0.0,,,,512.100037,-344.700012,,104.099998,23.700001,216.899994,167.399994,-49.6,,,0.0,,55.5,61.099998,-5.6,0.0,-5.9,117.799994,-48.400002,,,,69.400002,0.9,,,68.499992,-5.9,62.599998,-1.8,,60.799999,60.799999,,297.325012,0.2,0.21,0.21,297.325012,0.2,0.21,0.21,
09/30/2003,845.400024,845.400024,0.0,0.0,0.0,-349.899994,349.899994,132.199997,217.699997,0.0,,,,495.500031,-333.799988,,106.099998,24.200001,203.5,161.699997,-65.2,,,0.0,,56.0,62.5,-6.5,0.0,9.2,96.499997,-36.400002,,,,60.099998,0.0,,,60.099996,-1.0,59.099998,-0.5,,58.599998,58.599998,,297.325012,0.2,0.2,0.2,297.325012,0.2,0.2,0.2,
12/31/2003,788.400024,788.400024,0.0,0.0,0.0,-280.899994,280.900002,115.400002,165.5,0.0,,,,507.500031,-348.399994,,107.900002,25.1,215.399994,159.100006,-55.800002,,,0.0,,61.400002,66.400002,-5.0,0.0,-5.6,103.300004,-47.5,,,,55.799999,0.0,,,55.800004,4.7,60.5,-0.5,,60.0,60.0,,297.325012,0.2,0.2,0.2,297.325012,0.2,0.2,0.2,
03/31/2004,776.799988,776.799988,0.0,0.0,0.0,-258.799988,258.799995,119.599998,139.199997,0.0,,,,518.0,-366.600006,,110.699997,22.299999,233.600006,151.399994,-73.500001,,,0.0,,63.700001,66.5,-2.8,0.0,9.8,77.899993,-12.2,,,,65.699997,0.0,,,65.699993,0.2,65.900002,-0.5,0.0,65.400002,65.400002,,297.325012,0.22,0.22,0.22,297.325012,0.22,0.22,0.22,
06/30/2004,747.799988,747.799988,0.0,0.0,0.0,-254.300003,254.299995,114.400002,139.899994,0.0,,,,493.499985,-363.600006,,107.599998,23.9,232.100006,129.899994,-58.999999,,,0.0,,61.799999,65.5,-3.7,0.0,-2.8,70.899995,-22.0,,,,48.900002,0.0,,,48.899995,2.0,50.900002,-0.5,,50.400002,50.400002,,297.325012,0.17,0.17,0.17,297.325012,0.17,0.17,0.17,
09/30/2004,828.700012,828.700012,0.0,0.0,0.0,-307.200012,307.200012,128.100006,179.100006,0.0,,,,521.5,-356.200012,,109.0,24.299999,222.899994,165.300003,-60.900002,,,0.0,,63.400002,65.599998,-2.2,0.0,-2.5,104.400002,-44.0,,,,60.400002,0.0,,,60.400002,1.5,61.900002,-0.5,,61.400002,61.400002,,297.325012,0.21,0.21,0.21,297.325012,0.21,0.21,0.21,
12/31/2004,849.5,849.5,,,,-327.7,327.7,132.5,195.2,,,,,521.8,-366.6,,110.1,22.3,234.2,155.2,-62.6,,,,2.3,64.9,68.2,-3.3,,0.0,92.6,-45.9,,,,46.7,,,,46.7,4.6,51.3,-0.6,,50.7,50.7,,312.176,0.16,0.16,0.16,312.176,0.16,0.16,0.16,
