Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2014,72241.5,1440.8,1366.1,74.7,341.2,341.2,0.0,0.0,0.0,0.0,0.0,0.0,40763.3,0.0,159.1,40738.9,42545.3,508.9,1249.9,-741.0,432.0,432.0,28755.3,27381.7,7569.0,19812.7,1.4,997.4,215.7,29696.2,,36.9,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,41494.3,0.0,0.0,41492.0,41531.2,2107.9,2107.9,0.0,0.0,,7678.9,0.0,223.7,223.7,0.0,7302.7,152.5,9786.8,51318.0,0.0,17600.0,3.4,17596.6,0.0,3317.3,6.2,20923.5,0.0,20923.5,72241.5,
03/31/2015,77128.4,1773.6,1694.8,78.8,383.4,383.4,0.0,0.0,0.0,0.0,0.0,0.0,45329.0,,,45329.0,47486.0,503.3,1267.6,-764.3,0.0,,29139.1,27356.8,7569.0,19787.8,,,1782.3,29642.4,,34.0,34.0,,,,0.0,0.0,,,,,45461.1,,,45461.1,45495.1,2851.9,2851.9,,,,7685.9,,,,,7299.7,386.2,10537.8,56032.9,0.0,17642.0,3.4,17638.6,0.0,3479.3,-25.8,21095.5,0.0,21095.5,77128.4,
06/30/2015,73663.1,1227.3,1151.0,76.3,399.9,399.9,0.0,0.0,0.0,0.0,0.0,0.0,42427.9,,,42427.9,44055.1,499.2,1280.7,-781.5,0.0,,29108.8,27331.9,7569.0,19762.9,,,1776.9,29608.0,,22.1,22.1,,,,0.0,0.0,,,,,42410.5,,,42410.5,42432.6,2241.0,2241.0,,,,7730.7,,,,,7339.8,390.9,9971.7,52404.3,0.0,17678.2,3.4,17674.8,0.0,3575.5,5.1,21258.8,0.0,21258.8,73663.1,
09/30/2015,80949.6,1506.7,1434.3,72.4,363.8,363.8,0.0,0.0,0.0,0.0,0.0,0.0,49588.3,,,49588.3,51458.8,496.1,1273.3,-777.2,0.0,,28994.7,27307.0,7569.0,19738.0,,,1687.7,29490.8,,38.1,38.1,,,,0.0,0.0,,,,,49560.7,,,49560.7,49598.8,2241.2,2241.2,,,,7732.8,,,,,7341.5,391.3,9974.0,59572.8,0.0,17699.6,3.4,17696.2,0.0,3771.8,-94.6,21376.8,0.0,21376.8,80949.6,
12/31/2015,67359.4,1765.1,1692.6,72.5,357.8,357.8,0.0,0.0,0.0,0.0,0.0,0.0,35781.6,,,35753.7,37904.5,491.7,1280.3,-788.6,214.6,214.6,28748.6,27282.2,7569.0,19713.2,0.0,984.2,482.2,29454.9,,28.7,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,36795.8,0.0,0.0,36795.8,36824.5,2229.3,2229.3,0.0,0.0,,7753.8,0.0,217.3,217.3,0.0,7358.3,178.2,9983.1,46807.6,0.0,17725.0,3.4,17721.6,0.0,2907.6,-80.8,20551.8,0.0,20551.8,67359.4,
03/31/2016,68768.2,1225.2,1146.0,79.2,389.3,389.3,0.0,0.0,0.0,0.0,0.0,0.0,37638.8,,,37610.9,39253.3,449.8,1130.4,-680.6,0.0,,29065.1,27258.2,7569.0,19689.2,,,1806.9,29514.9,,32.2,32.2,,,,0.0,0.0,,,,,37815.9,,,37815.9,37848.1,2229.8,2229.8,,,,7848.9,,,,,7330.8,518.1,10078.7,47926.8,0.0,17741.0,3.4,17737.6,0.0,3072.3,28.1,20841.4,0.0,20841.4,68768.2,
06/30/2016,67625.6,1240.9,1161.1,79.8,427.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,36359.3,,,36359.3,38027.2,437.9,1093.2,-655.3,0.0,,29160.5,27234.2,7569.0,19665.2,,,1926.3,29598.4,,35.6,35.6,,,,0.0,0.0,,,,,36384.2,,,36384.2,36419.8,2230.2,2230.2,,,,7901.7,,,,,7352.7,549.0,10131.9,46551.7,0.0,17771.3,3.4,17767.9,0.0,3189.3,113.3,21073.9,0.0,21073.9,67625.6,
09/30/2016,63251.3,1503.8,1420.5,83.3,395.7,395.7,0.0,0.0,0.0,0.0,0.0,0.0,31876.5,,15.3,31876.5,33776.0,426.7,1004.1,-577.4,0.0,,29048.6,27210.2,7569.0,19641.2,,,1823.1,29475.3,,34.5,34.5,,,,0.0,0.0,,,,,31851.9,,,31851.9,31886.4,2230.7,2230.7,,,,7869.3,,,,,7317.7,551.6,10100.0,41986.4,0.0,17783.4,3.4,17780.0,0.0,3458.6,22.9,21264.9,0.0,21264.9,63251.3,
12/31/2016,69369.4,1951.9,1868.6,83.3,364.4,364.4,0.0,0.0,0.0,0.0,0.0,0.0,37715.2,,,37715.2,40031.5,425.2,1022.4,-597.2,0.0,,28912.7,27186.1,7569.0,19617.1,1.1,,1725.5,29337.9,,26.2,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,38919.4,0.0,,38919.4,38945.6,2231.2,2231.2,0.0,0.0,,7851.9,0.0,239.9,239.9,0.0,7291.0,321.0,10083.1,49028.7,0.0,17830.3,3.4,17826.9,0.0,2524.5,-14.1,20340.7,0.0,20340.7,69369.4,
03/31/2017,75476.0,1374.9,1287.8,87.1,426.6,426.6,0.0,0.0,0.0,0.0,0.0,0.0,44567.0,,,44567.0,46368.5,411.6,1023.4,-611.8,0.0,,28695.9,27162.1,7569.0,19593.1,,,1533.8,29107.5,,38.4,38.4,,,,0.0,0.0,,,,,44766.4,,,44766.4,44804.8,2231.6,2231.6,,,,7885.4,,,,,7308.4,577.0,10117.0,54921.8,0.0,17845.5,3.4,17842.1,0.0,2697.9,10.8,20554.2,0.0,20554.2,75476.0,
06/30/2017,78543.8,1446.6,1362.3,84.3,416.4,416.4,0.0,0.0,0.0,0.0,0.0,0.0,47633.9,,,47633.9,49496.9,399.5,1031.3,-631.8,0.0,,28647.4,27138.1,7569.0,19569.1,,,1509.3,29046.9,,25.5,25.5,,,,0.0,0.0,,,,,47644.1,,,47644.1,47669.6,2232.1,2232.1,,,,7865.3,,,,,7318.8,546.5,10097.4,57767.0,0.0,17873.8,3.4,17870.4,0.0,2889.7,13.3,20776.8,0.0,20776.8,78543.8,
09/30/2017,78323.0,1719.1,1631.1,88.0,390.3,390.3,0.0,0.0,0.0,0.0,0.0,0.0,47283.1,,,47283.1,49392.5,388.9,1038.8,-649.9,0.0,,28541.6,27114.3,7569.0,19545.3,,,1427.3,28930.5,,36.1,36.1,,,,0.0,0.0,,,,,47186.9,,,47186.9,47223.0,2232.6,2232.6,,,,8003.5,,,,,7437.0,566.5,10236.1,57459.1,0.0,17878.0,3.4,17874.6,0.0,2973.8,12.1,20863.9,0.0,20863.9,78323.0,
12/31/2017,75791.2,1993.7,1903.6,90.1,359.7,359.7,0.0,0.0,0.0,0.0,0.0,0.0,44553.1,,,44553.1,46906.5,399.7,1076.3,-676.6,0.0,,28485.0,27090.6,7569.0,19521.6,74.1,,1320.3,28884.7,,31.3,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45641.6,0.0,,45641.6,45672.9,2233.1,2233.1,0.0,0.0,,5473.4,0.0,273.9,273.9,0.0,4857.7,341.8,7706.5,53379.4,0.0,17900.3,3.4,17896.9,0.0,4497.2,14.3,22411.8,0.0,22411.8,75791.2,
03/31/2018,69919.3,875.0,784.6,90.4,444.1,444.1,0.0,0.0,0.0,0.0,0.0,0.0,39735.7,,,39735.7,41054.8,387.2,1092.0,-704.8,0.0,,28477.3,27066.9,7569.0,19497.9,,,1410.4,28864.5,,25.0,25.0,,,,0.0,0.0,,,,,39420.3,,,39420.3,39445.3,2233.5,2233.5,,,,5467.7,,,,,4846.6,621.1,7701.2,47146.5,0.0,17907.5,3.4,17904.1,0.0,4845.4,19.9,22772.8,0.0,22772.8,69919.3,
06/30/2018,69199.3,1179.8,1098.9,80.9,433.9,433.9,0.0,0.0,0.0,0.0,0.0,0.0,38686.8,,,38686.8,40300.5,380.0,1106.9,-726.9,0.0,,28518.8,27043.3,7569.0,19474.3,,,1475.5,28898.8,,27.8,27.8,,,,0.0,0.0,,,,,37151.8,,,37151.8,37179.6,3419.0,3419.0,,,,5477.1,,,,,4863.1,614.0,8896.1,46075.7,0.0,17931.7,3.4,17928.3,0.0,5173.3,18.6,23123.6,0.0,23123.6,69199.3,
09/30/2018,70364.1,1489.1,1406.3,82.8,386.3,386.3,0.0,0.0,0.0,0.0,0.0,0.0,39639.4,,,39639.4,41514.8,362.7,1099.5,-736.8,0.0,,28486.6,27012.7,7569.0,19443.7,,,1473.9,28849.3,,53.9,53.9,,,,0.0,0.0,,,,,38100.2,,,38100.2,38154.1,3419.6,3419.6,,,,5494.7,,,,,4882.7,612.0,8914.3,47068.4,0.0,17930.6,3.4,17927.2,0.0,5346.4,18.7,23295.7,0.0,23295.7,70364.1,
12/31/2018,77475.7,1447.4,1374.5,72.9,553.3,553.3,0.0,0.0,0.0,0.0,0.0,0.0,39886.0,,64.3,39886.0,41886.7,448.7,1209.8,-761.1,0.0,,35140.3,33480.7,10805.3,22675.4,50.7,,1544.6,35589.0,,116.0,116.0,0.0,0.0,0.0,574.2,574.2,0.0,0.0,,,40582.4,0.0,,40582.4,41272.6,3826.8,3826.8,0.0,0.0,,6411.0,0.0,265.1,265.1,0.0,5665.9,480.0,10237.8,51510.4,0.0,21057.9,3.6,21054.3,0.0,4855.3,5.3,25918.5,46.8,25965.3,77475.7,
03/31/2019,71614.5,1079.8,997.4,82.4,559.5,559.5,0.0,0.0,0.0,0.0,0.0,0.0,33965.9,,,33965.9,35605.2,467.7,1257.5,-789.8,0.0,,35541.6,33406.2,10850.3,22555.9,,,2135.4,36009.3,,65.3,65.3,,,,39.5,0.0,39.5,,39.5,,34167.6,,,34167.6,34272.4,4813.5,4292.0,521.5,,521.5,6342.1,,,,,5662.7,679.4,11155.6,45428.0,0.0,21065.7,3.6,21062.1,0.0,5091.1,0.8,26157.6,28.9,26186.5,71614.5,
06/30/2019,70349.5,1019.5,937.7,81.8,593.7,593.7,0.0,0.0,0.0,0.0,0.0,0.0,32849.2,,,32849.2,34462.4,500.4,1344.0,-843.6,0.0,,35386.7,33279.3,10795.3,22484.0,,,2107.4,35887.1,,51.6,51.6,,,,50.2,0.0,50.2,8.9,41.3,,32832.9,,,32832.9,32934.7,4692.4,4072.9,619.5,95.2,524.3,6237.5,,,,,5645.1,592.4,10929.9,43864.6,0.0,21112.8,3.6,21109.2,0.0,5336.8,5.6,26455.2,29.7,26484.9,70349.5,
09/30/2019,79417.6,1290.2,1210.1,80.1,545.7,545.7,0.0,0.0,0.0,0.0,0.0,0.0,41856.4,,,41856.4,43692.3,517.3,1354.6,-837.3,0.0,,35208.0,33110.9,10774.4,22336.5,,,2097.1,35725.3,,61.5,61.5,,,,48.9,0.0,48.9,8.0,40.9,,41803.1,,,41803.1,41913.5,4476.1,3873.3,602.8,93.4,509.4,6214.7,,,,,5614.4,600.3,10690.8,52604.3,0.0,21111.2,3.7,21107.5,0.0,5704.2,-32.2,26783.2,30.1,26813.3,79417.6,
12/31/2019,75215.3,1634.6,1551.4,83.2,491.8,491.8,0.0,0.0,0.0,0.0,0.0,0.0,37441.4,0.0,29.6,37441.4,39567.8,544.0,1411.5,-867.5,0.0,,35103.5,33035.5,10742.5,22293.0,32.7,,2005.7,35647.5,,61.9,61.9,0.0,0.0,0.0,49.7,0.0,49.7,7.4,42.3,0.0,38410.9,0.0,,38410.9,38522.5,4349.5,3743.2,606.3,91.5,514.8,6184.0,0.0,324.2,324.2,0.0,5635.2,224.6,10533.5,49056.0,0.0,21116.8,3.6,21113.2,0.0,5008.7,3.4,26128.9,30.4,26159.3,75215.3,
03/31/2020,137932.3,929.2,851.7,77.5,799.7,799.7,0.0,0.0,0.0,0.0,0.0,0.0,100687.7,,,100687.7,102416.6,538.4,1424.0,-885.6,0.0,,34977.3,32915.7,10742.5,22173.2,,,2061.6,35515.7,,74.3,74.3,,,,49.1,0.0,49.1,7.5,41.6,,100930.3,,,100930.3,101053.7,4125.7,3539.8,585.9,89.6,496.3,6154.2,,,,,5622.1,532.1,10279.9,111333.6,0.0,21124.0,3.6,21120.4,0.0,5469.9,-26.2,26567.7,31.0,26598.7,137932.3,
06/30/2020,117214.8,1493.5,1405.4,88.1,532.1,532.1,0.0,0.0,0.0,0.0,0.0,0.0,79760.6,,,79760.6,81786.2,538.6,1433.0,-894.4,0.0,,34890.0,32849.5,10742.5,22107.0,,,2040.5,35428.6,,88.0,88.0,,,,48.0,0.0,48.0,7.5,40.5,,80065.4,,,80065.4,80201.4,4015.4,3440.9,574.5,87.7,486.8,6159.1,,,,,5607.3,551.8,10174.5,90375.9,0.0,21152.5,3.6,21148.9,0.0,5668.5,-13.1,26807.9,31.0,26838.9,117214.8,
