Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,62.085,36.156,25.929,-50.098,50.098,11.987,0.0,-12.53,9.291,3.089,0.15,0.0,-0.543,-0.387,,0.021,,,0.366,-0.93,0.419,-0.511,0.01,0.01,0.0,-0.521,0.0,-0.521,0.0,0.0,-0.521,-0.511,0.0,15.098,-0.03,-0.03,-0.03,15.098,-0.03,-0.03,-0.03,
09/30/2012,61.052,39.06,21.992,-47.04,47.04,14.012,0.0,-12.857,9.41,3.309,0.138,0.0,1.155,0.211,,0.022,,,-0.233,1.366,-0.062,1.304,-0.05,-0.05,0.0,1.354,0.0,1.354,0.0,0.0,1.354,1.304,0.0,15.131,0.09,0.09,0.09,15.207,0.09,0.09,0.09,
12/31/2012,66.429,45.903,20.526,-56.551,56.551,9.878,0.0,-15.696,11.632,3.75,0.014,0.3,-5.818,0.431,0.005,0.005,0.0,,-0.436,-5.387,1.797,-3.59,0.023,0.023,0.0,-3.613,0.0,-3.613,0.0,0.0,-3.613,1.3669,4.9569,15.145,-0.24,-0.24,0.090254,15.145,-0.24,-0.24,0.087296,
03/31/2013,66.674,39.936,26.738,-53.504,53.504,13.17,0.0,-14.345,10.205,4.14,,0.0,-1.175,-0.047,,0.013,,,0.034,-1.222,0.853,-0.369,0.015,0.015,0.0,-0.384,0.0,-0.384,0.0,0.0,-0.384,0.178,0.547,15.154,-0.03,-0.02,0.011746,15.154,-0.03,-0.02,0.011746,
06/30/2013,59.516,37.571,21.945,-46.057,46.057,13.459,0.0,-13.2,9.494,3.706,,0.0,0.259,0.242,,0.013,,,-0.255,0.501,-0.253,0.248,0.191,0.191,0.0,0.057,0.0,0.057,0.0,0.0,0.057,0.248,0.0,15.171,0.0,0.02,0.02,15.34,0.0,0.02,0.02,
09/30/2013,55.538,37.37,18.168,-43.183,43.183,12.355,0.0,-12.346,8.616,3.73,,0.0,0.009,0.136,,0.016,,,-0.152,0.145,0.3,0.445,0.005,0.005,0.0,0.44,0.0,0.44,0.0,0.0,0.44,0.445,0.0,15.405,0.03,0.03,0.03,15.446,0.03,0.03,0.03,
12/31/2013,59.666,37.499,22.167,-45.815,45.815,13.851,0.0,-13.601,9.61,3.991,,0.0,0.25,0.115,0.018,0.018,0.0,,-0.133,0.365,-0.12,0.245,0.0,0.0,0.0,0.245,0.0,0.245,0.0,0.0,0.245,0.245,0.0,15.456,0.02,0.02,0.02,15.53,0.02,0.02,0.02,
03/31/2014,56.541,32.842,23.699,-44.528,44.528,12.013,0.0,-13.127,9.263,3.864,,0.0,-1.114,-0.095,,0.017,,,0.078,-1.209,0.22,-0.989,0.0,0.0,0.0,-0.989,0.0,-0.989,0.0,0.0,-0.989,-0.989,0.0,15.499,-0.06,-0.06,-0.06,15.499,-0.06,-0.06,-0.06,
06/30/2014,57.402,37.873,19.529,-45.141,45.141,12.261,0.0,-13.274,9.513,3.761,,0.0,-1.013,0.381,,0.025,,,-0.406,-0.632,0.113,-0.519,0.0,0.0,0.0,-0.519,0.0,-0.519,0.0,0.0,-0.519,-0.519,0.0,15.612,-0.03,-0.03,-0.03,15.612,-0.03,-0.03,-0.03,
09/30/2014,52.622,32.49,20.132,-41.469,41.469,11.153,0.0,-9.786,7.599,2.156,,0.031,1.367,-0.086,,0.021,,,0.065,1.281,-0.613,0.668,0.777,0.777,0.0,-0.109,0.0,-0.109,0.0,0.0,-0.109,0.914641,0.246641,15.577,-0.01,0.04,0.058717,15.635,-0.01,0.04,0.055775,
12/31/2014,59.283,34.954,24.329,-48.467,48.467,10.816,0.0,-9.324,6.478,2.598,0.248,0.0,1.492,0.187,,0.073,,,-0.26,1.679,-2.72,-1.041,0.993,0.993,0.0,-2.034,0.0,-2.034,0.0,0.0,-2.034,-0.78425,0.25675,15.57,-0.13,-0.07,-0.050369,15.57,-0.13,-0.07,-0.05351,
03/31/2015,55.218,31.382,23.836,-45.22,45.22,9.998,0.0,-9.343,6.66,2.434,0.249,0.0,0.655,-0.292,0.086,0.086,0.0,,0.206,0.363,-0.171,0.192,0.577,0.577,0.0,-0.385,0.0,-0.385,0.0,0.0,-0.385,0.30965,0.11765,15.596,-0.02,0.01,0.019854,15.71,-0.02,0.01,0.017489,
06/30/2015,58.928,37.367,21.561,-47.235,47.235,11.693,0.0,-9.755,6.845,2.661,,0.249,1.938,-0.065,0.085,,,,-0.02,1.873,-0.629,1.244,1.143,1.143,0.0,0.101,0.0,0.101,0.0,0.0,0.101,1.5144,0.2704,15.584,0.01,0.08,0.097177,15.671,0.01,0.08,0.097177,
09/30/2015,58.06,36.019,22.041,-46.115,46.115,11.945,0.0,-10.025,7.033,2.744,0.248,0.0,1.92,0.047,,0.081,,,-0.128,1.967,-0.67,1.297,2.786,2.786,0.0,-1.489,0.0,-1.489,0.0,0.0,-1.489,1.422872,0.125872,15.589,-0.1,0.08,0.091274,15.659,-0.1,0.08,0.088038,
12/31/2015,56.797,36.383,20.414,-44.745,44.745,12.052,0.0,-9.935,7.287,2.407,,0.241,2.117,-0.798,,0.056,,,0.742,1.319,-0.03,1.289,0.407,0.407,0.0,0.882,0.0,0.882,0.0,0.0,0.882,1.7934,0.5044,15.616,0.06,0.08,0.114844,15.732,0.06,0.08,0.112062,
03/31/2016,55.305,33.788,21.517,-44.696,44.696,10.609,0.0,-10.545,7.542,2.762,,0.241,0.064,-0.041,-0.029,,,,0.07,0.023,-0.008,0.015,0.0,0.0,0.0,0.015,0.0,0.015,0.0,0.0,0.015,0.73715,0.72215,15.646,0.0,0.0,0.047114,15.723,0.0,0.0,0.04593,
06/30/2016,52.658,33.248,19.41,-42.213,42.213,10.445,0.0,-10.093,7.058,2.793,,0.242,0.352,-0.207,-0.003,,,,0.21,0.145,-0.045,0.1,0.026,0.026,0.0,0.074,0.0,0.074,0.0,0.0,0.074,0.38015,0.28015,15.615,0.0,0.01,0.024345,15.67,0.0,0.01,0.024345,
09/30/2016,61.492,38.377,23.115,-48.892,48.892,12.6,0.0,-11.779,8.672,2.866,0.241,0.0,0.821,-0.05,,0.012,,,0.038,0.771,-0.253,0.518,0.0,0.0,0.0,0.518,0.0,0.518,0.0,0.0,0.518,0.8053,0.2873,15.77,0.03,0.03,0.051065,15.822,0.03,0.03,0.048158,
12/31/2016,60.198,43.928,16.27,-47.652,47.652,12.546,0.0,-11.57,8.168,3.16,,0.242,0.976,1.735,-0.089,,,,-1.646,2.711,-0.841,1.87,0.694,0.694,0.0,1.176,0.0,1.176,0.0,0.0,1.176,2.8151,0.9451,15.669,0.075053,0.119344,0.17966,15.737,0.074728,0.118828,0.178884,
03/31/2017,65.865,51.549,14.316,-50.793,50.793,15.072,0.0,-12.831,9.61,2.98,,0.241,2.241,-0.28,0.032,,,,0.248,1.961,-0.697,1.264,-0.183,-0.183,0.0,1.447,0.0,1.447,0.0,0.0,1.447,1.29325,0.02925,15.781,0.09,0.08,0.08195,15.978,0.09,0.08,0.081831,
06/30/2017,62.261,47.716,14.545,-47.695,47.695,14.566,0.0,-11.812,8.917,2.653,,0.242,2.754,0.041,0.013,0.013,0.0,,-0.054,2.795,-0.818,1.977,0.0,0.0,0.0,1.977,0.0,1.977,0.0,0.0,1.977,1.977,0.0,15.919,0.12,0.12,0.12,16.179,0.12,0.12,0.12,
09/30/2017,48.938,34.023,14.915,-39.71,39.71,9.228,0.0,-11.824,9.054,2.529,,0.241,-2.596,-0.109,0.039,0.039,0.0,,0.07,-2.705,1.188,-1.517,0.0,0.0,0.0,-1.517,0.0,-1.517,0.0,0.0,-1.517,-1.05875,0.45825,15.976,-0.1,-0.1,-0.066271,15.976,-0.1,-0.1,-0.071316,
12/31/2017,55.541,38.305,17.236,-43.396,43.396,12.145,0.0,-14.665,10.59,3.833,,0.242,-2.52,0.856,0.037,0.037,0.0,,-0.893,-1.664,-3.67,-5.334,-0.041,-0.041,0.0,-5.293,0.0,-5.293,0.0,0.0,-5.293,-5.334,0.0,16.056,-0.33,-0.33,-0.33,16.056,-0.33,-0.33,-0.33,
03/31/2018,55.661,39.52,16.141,-43.814,43.814,11.847,0.0,-11.709,8.6,2.868,,0.241,0.138,0.008,0.041,0.041,0.0,,-0.049,0.146,-0.078,0.068,0.0,0.0,0.0,0.068,0.0,0.068,0.0,0.0,0.068,0.068,0.0,15.948,0.0,0.0,0.0,16.286,0.0,0.0,0.0,
06/30/2018,52.571,34.827,17.744,-41.211,41.211,11.36,0.0,-12.484,9.02,3.222,,0.242,-1.124,-0.462,0.078,0.078,0.0,,0.384,-1.586,0.263,-1.323,0.0,0.0,0.0,-1.323,0.0,-1.323,0.0,0.0,-1.323,-1.26217,0.06083,16.33,-0.08,-0.08,-0.077291,16.33,-0.08,-0.08,-0.077291,
09/30/2018,46.362,28.926,17.436,-37.824,37.824,8.538,0.0,-11.2,7.967,2.992,,0.241,-2.662,0.313,0.142,0.142,0.0,,-0.455,-2.349,-14.355,-16.704,0.0,0.0,0.0,-16.704,0.0,-16.704,0.0,0.0,-16.704,-16.57997,0.12403,16.071,-1.04,-1.04,-1.03167,16.071,-1.04,-1.04,-1.032282,
12/31/2018,46.652,30.796,15.856,-39.934,39.934,6.718,0.0,-12.968,9.396,3.33,,0.242,-6.25,0.06,0.126,0.126,0.0,,-0.186,-6.19,0.027,-6.163,0.0,0.0,0.0,-6.163,0.0,-6.163,0.0,0.0,-6.163,-6.163,0.0,16.079,-0.38,-0.38,-0.38,16.079,-0.38,-0.38,-0.38,
03/31/2019,44.682,29.56,15.122,-35.159,35.159,9.523,0.0,-11.624,8.564,3.06,,0.0,-2.101,-0.576,0.146,0.146,0.0,,0.43,-2.677,-0.052,-2.729,0.0,0.0,0.0,-2.729,0.0,-2.729,0.0,0.0,-2.729,-2.729,0.0,16.044,-0.17,-0.17,-0.17,16.044,-0.17,-0.17,-0.17,
06/30/2019,44.247,28.262,15.985,-35.674,35.674,8.573,0.0,-12.026,9.059,2.725,,0.242,-3.453,-1.618,1.244,1.244,0.0,,0.374,-5.071,3.962,-1.109,0.0,0.0,0.0,-1.109,0.0,-1.109,0.0,0.0,-1.109,-1.109,0.0,16.29,-0.07,-0.07,-0.07,16.29,-0.07,-0.07,-0.07,
09/30/2019,45.38,29.841,15.539,-36.143,36.143,9.237,0.0,-13.228,9.539,3.448,,0.241,-3.991,-1.989,1.588,1.588,0.0,,0.401,-5.98,0.078,-5.902,0.0,0.0,0.0,-5.902,0.0,-5.902,0.0,0.0,-5.902,-5.902,0.0,16.3,-0.36,-0.36,-0.36,16.3,-0.36,-0.36,-0.36,
12/31/2019,52.923,35.644,17.279,-42.023,42.023,10.9,0.0,-14.486,9.852,4.139,,0.495,-3.586,-1.891,1.593,1.593,0.0,,0.298,-5.477,-0.354,-5.831,0.0,0.0,0.0,-5.831,0.0,-5.831,0.0,0.0,-5.831,-5.831,0.0,16.57,-0.35,-0.35,-0.35,16.57,-0.35,-0.35,-0.35,
03/31/2020,54.732,37.409,17.323,-43.685,43.685,11.047,0.0,-16.502,11.427,4.865,,0.21,-5.455,-10.72,1.972,1.972,0.0,,8.748,-16.175,5.265,-10.91,0.0,0.0,0.0,-10.91,0.0,-10.91,0.0,0.0,-10.91,-4.49283,6.41717,17.941,-0.61,-0.61,-0.250422,17.941,-0.61,-0.61,-0.252318,
06/30/2020,45.691,27.633,18.058,-36.612,36.612,9.079,0.0,-14.797,10.049,4.538,,0.21,-5.718,-2.25,2.111,2.111,0.0,,0.139,-7.968,-1.008,-8.976,0.0,0.0,0.0,-8.976,0.0,-8.976,0.0,0.0,-8.976,-8.976,0.0,18.244,-0.491997,-0.49,-0.49,18.244,-0.491997,-0.49,-0.49,
09/30/2020,50.4,,,,,10.768968,,,,,,,-3.893,,,,,,,-5.71,,-6.2,,,,,,-6.2,,,-6.2,-5.35,,,-0.295,-0.295,-0.237,,-0.295,-0.295,-0.237,
12/31/2020,57.833,,,,,11.89451311,,,,,,,-3.51,,,,,,,-5.327,,-5.7,,,,,,-5.7,,,-5.7,-5.063,,,-0.26,-0.26,-0.217,,-0.26,-0.26,-0.217,
