Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2002,428.317993,11.622,9.31,2.312,6.721,6.721,,0.0,0.0,0.0,0.0,0.0,10.928,,,,,,,29.271,386.699005,481.946991,-95.248001,0.0,,12.348,0.0,0.0,0.0,,,12.348,399.047005,,9.862,9.862,,,,105.561996,99.999997,5.562,5.562,,,9.778007,,,,9.778007,125.202003,142.494995,139.302995,3.192,3.192,,12.755,,,,,12.755,155.249995,280.451999,0.0,563.91803,,,0.0,,-416.052002,147.866028,0.0,147.866028,428.318027,
12/31/2002,492.002991,41.216,41.216,0.0,9.152,9.152,,0.0,0.0,0.0,0.0,0.0,13.127,,,,,,,63.494999,390.048004,499.716003,-109.825996,0.0,,38.459999,24.981001,21.080999,3.900002,,,13.478998,428.508003,,20.347,20.347,,,,7.572,4.638,2.934,2.934,,,18.252001,,,,18.252001,46.171001,147.423996,147.001996,0.422,0.422,,14.214,,,,,14.214,161.637996,207.808997,0.002,638.072998,,,0.0,-351.632996,-2.248016,284.193986,0.0,284.193986,492.002983,
03/31/2003,451.485992,20.978001,20.978001,0.0,10.675,10.675,,0.0,0.0,0.0,0.0,0.0,8.608,,,,,,,40.261002,373.936005,495.438995,-121.502998,0.0,,37.289001,24.627001,,,,,12.662001,411.225006,,13.937,13.937,,,,6.114,1.981,4.133,4.133,,,10.677001,,,,10.677001,30.728001,146.789001,144.117002,2.672,2.672,,14.884,,,,,14.884,161.673001,192.401002,0.002,638.143005,,,0.0,-377.186005,-1.873993,259.085008,0.0,259.085008,451.48601,
06/30/2003,437.39801,24.257,24.257,0.0,9.965,9.965,,0.0,0.0,0.0,0.0,0.0,6.232,,,,,,,40.453999,360.921997,,,0.0,,36.021999,24.013,,,,,12.008999,396.943996,,12.901,12.901,,,,9.964,6.981,2.983,2.983,,,6.380001,,,,6.380001,29.245001,142.074997,140.067997,2.007,2.007,,17.035,,,,,17.035,159.109997,188.354998,0.002,648.322998,,,0.0,-398.389008,-0.893005,249.042985,0.0,249.042985,437.397983,
09/30/2003,424.385986,25.223,21.723,3.5,9.393,9.393,,0.0,0.0,0.0,0.0,0.0,6.552,,,,,,,41.167999,347.846008,498.86499,-151.018997,0.0,,35.372002,23.846001,21.507999,2.338001,,,11.526001,383.21801,,4.371,4.371,,,,12.414,9.480999,2.933,2.933,,,18.110001,,,,18.110001,34.895,140.059006,138.655006,1.404,1.404,,17.872999,,,,,17.872999,157.932005,192.827005,0.002,650.617004,,,0.0,-418.106995,-0.953003,231.559007,0.0,231.559007,424.386012,
12/31/2003,464.532013,72.971001,60.428001,12.543,10.178,10.178,,0.0,0.0,0.0,0.0,0.0,3.139,,,,,,,86.288002,343.553986,509.007996,-165.453995,0.0,,34.689999,23.5,21.228001,2.271999,,,11.189999,378.243985,,18.052,18.052,,,,14.689,14.488,0.201,0.201,,,5.785001,,,,5.785001,38.526001,83.906998,83.183998,0.723,0.723,,22.021999,,,,,22.021999,105.928997,144.454998,0.002,755.713013,,,0.0,-435.803986,0.165986,320.077013,0.0,320.077013,464.532011,
03/31/2004,467.173004,88.638002,68.843002,19.795,10.079,10.079,,0.0,0.0,0.0,0.0,0.0,2.168,,,,,,,100.885002,334.295013,514.116028,-179.820999,0.0,,31.993,23.190001,21.412001,1.778,,,8.802999,366.288013,,18.416,18.416,,,,0.0,0.0,0.0,0.0,,,5.955,,,,5.955,24.371,116.468002,116.468002,0.0,0.0,,23.410999,,,,,23.410999,139.879002,164.250002,0.002,768.075989,,,0.0,-465.946014,0.791016,302.92299,0.0,302.92299,467.172992,
06/30/2004,464.68399,92.398998,51.563,40.835999,12.595,12.595,,0.0,0.0,0.0,0.0,0.0,1.618,,,,,,,106.612,324.548004,518.106995,-193.559006,0.0,,33.523998,21.018999,21.059,-0.040001,,,12.504999,358.072002,,4.017,4.017,,,,0.0,0.0,0.0,0.0,,,20.347,,,,20.347,24.364,119.068001,119.068001,0.0,0.0,,24.969,,,,,24.969,144.037001,168.401001,0.002,771.064026,,,0.0,-475.151001,0.368011,296.283036,0.0,296.283036,464.684037,
09/30/2004,467.541992,97.571999,42.584,54.987999,12.875,12.875,,0.0,0.0,0.0,0.0,0.0,3.22,,,,,,,113.667,318.234009,525.632019,-207.397995,1.241,,34.400002,21.311001,21.311001,0.0,,,13.089001,353.875011,,21.573,21.573,,,,0.0,0.0,0.0,0.0,,,9.363001,,,,9.363001,30.936001,119.314003,119.314003,0.0,0.0,,26.094999,,,,,26.094999,145.409002,176.345003,0.002,772.132996,,,0.0,-481.765991,0.828003,291.197008,0.0,291.197008,467.542011,
12/31/2004,501.798,90.437,25.938,64.499,11.919,11.919,,0.0,0.0,0.0,0.0,0.0,4.726,,,,,,,107.082,343.361,563.769,-220.408,17.655,,33.7,22.253,22.018,0.235,,,11.447,394.716,,21.028,21.028,,,,0.675,0.0,0.675,0.675,,,10.535,,,,10.535,32.238,156.603,122.074,34.529,34.529,,39.251,,,,,39.251,195.854,228.092,0.002,776.142,,,0.0,-504.435,1.997,273.706,0.0,273.706,501.798,
03/31/2005,518.046,90.577,44.21,46.367,14.241,14.241,,0.0,,,,,2.428,,,,,,,107.246,350.986,586.268,-235.282,27.559,,32.255,22.062,21.842,0.22,,,10.193,410.8,,20.474,20.474,,,,1.446,0.0,1.446,1.446,,,8.218,,,,8.218,30.138,137.302,88.053,49.249,49.249,,41.256,,,,,41.256,178.558,208.696,0.002,829.326,,,,-510.229,-9.749,309.35,0.0,309.35,518.046,
06/30/2005,526.985,108.12,67.146,40.974,15.72,15.72,,0.0,,,,,2.458,,,,,,,126.298,345.117,593.91,-248.793,23.909,,31.661,21.794,21.384,0.41,,,9.867,400.687,,4.348,4.348,,,,0.898,0.0,0.898,0.898,,,31.723,,,,31.723,36.969,137.206,88.2,49.006,49.006,,41.71,,,,,41.71,178.916,215.885,0.002,832.946,,,,-513.66,-8.188,311.1,0.0,311.1,526.985,
09/30/2005,533.38,83.821,42.573,41.248,16.199,16.199,,0.0,0.0,0.0,0.0,0.0,3.289,,,,,,,103.309,371.005,635.666,-264.661,24.469,,34.597,21.534,21.344,0.19,,,13.063,430.071,,22.567,22.567,,,,0.955,0.0,0.955,0.955,,,15.7,,,,15.7,39.222,136.96,88.212,48.748,48.748,,42.122,,,,,42.122,179.082,218.304,0.002,836.132,,,0.0,-514.443,-6.615,315.076,0.0,315.076,533.38,
12/31/2005,680.997,171.372,119.267,52.105,17.237,17.237,,0.0,0.0,0.0,0.0,0.0,3.103,,,,,,,191.712,438.79,718.817,-280.027,17.483,,33.012,21.829,21.654,0.175,,,11.183,489.285,,22.557,22.557,,,,32.711,31.159,1.552,1.552,,,36.155,,,,36.155,91.423,239.744,145.091,94.653,94.653,,61.157,,,,,61.157,300.901,392.324,0.0,839.524,,,0.0,-547.047,-3.804,288.673,0.0,288.673,680.997,
03/31/2006,669.416,143.776,81.125,62.651,18.47,18.47,,0.0,0.0,0.0,0.0,0.0,4.675,,,,,,,166.921,449.236,746.469,-297.233,18.447,,34.812,22.277,22.277,0.0,,,12.535,502.495,,21.185,21.185,,,,1.65,0.0,1.65,1.65,,,39.754,,,,39.754,62.589,238.951,144.76,94.191,94.191,,60.976,,,,,60.976,299.927,362.516,0.0,857.069,,,0.0,-552.117,1.948,306.9,0.0,306.9,669.416,
06/30/2006,683.173,130.824,77.3,53.524,23.347,23.347,,0.0,0.0,0.0,0.0,0.0,5.566,,,,,,,159.737,471.765,796.417,-324.652,17.115,,34.556,23.485,22.66,0.825,,,11.071,523.436,,23.582,23.582,,,,3.062,1.311,1.751,1.751,,,42.736,,,,42.736,69.38,238.138,144.423,93.715,93.715,,58.528,,,,,58.528,296.666,366.046,0.0,872.028,,,0.0,-557.387,2.486,317.127,0.0,317.127,683.173,
09/30/2006,730.62,145.961,84.639,61.322,24.129,24.129,,0.0,0.0,0.0,0.0,0.0,5.99,,,,,,,176.08,499.917,842.799,-342.882,20.385,,34.238,23.375,22.71,0.665,,,10.863,554.54,,23.007,23.007,,,,43.192,41.337,1.855,1.855,,,40.962,,,,40.962,107.161,237.298,144.078,93.22,93.22,,58.577,,,,,58.577,295.875,403.036,0.0,887.348,,,0.0,-562.555,2.791,327.584,0.0,327.584,730.62,
12/31/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2007,1073.682,381.418,327.66,53.758,27.773,27.773,,0.0,0.0,0.0,0.0,0.0,9.567,,,,,,,418.758,593.555,963.273,-369.718,10.981,,50.388,17.109,17.109,0.0,,,33.279,654.924,,24.612,24.612,,,,18.031,15.945,2.086,2.086,,,50.632,,,,50.632,93.275,495.162,403.014,92.148,92.148,,60.122,,,,,60.122,555.284,648.559,0.0,978.638,,,0.0,-557.9,4.385,425.123,0.0,425.123,1073.682,
06/30/2007,1175.451,302.326,234.598,67.728,28.14,28.14,,0.0,0.0,0.0,0.0,0.0,9.599,,,,,,,340.065,760.175,1154.774,-394.599,21.64,,53.571,16.914,16.914,0.0,,,36.657,835.386,,35.425,35.425,,,,18.172,15.975,2.197,2.197,,,83.119,,,,83.119,136.716,538.648,447.091,91.557,91.557,,57.413,,,,,57.413,596.061,732.777,0.0,995.587,,,0.0,-556.683,3.77,442.674,0.0,442.674,1175.451,
09/30/2007,2130.566,407.457,343.452,64.005,49.176,49.176,,0.0,0.0,0.0,0.0,0.0,26.489,,,,,,,483.122,1069.08,1487.063,-417.983,28.905,,549.459,500.468,430.277,70.191,,,48.991,1647.444,,94.339,94.339,,,,6.927,3.162,3.765,3.765,,,96.753,,,,96.753,198.019,1051.683,957.182,94.501,94.501,,66.187,,,,,66.187,1117.87,1315.889,0.0,1356.463,,,0.0,-552.559,10.773,814.677,0.0,814.677,2130.566,
12/31/2007,2181.868,353.934,290.633,63.301,60.089,60.089,,0.0,0.0,0.0,0.0,0.0,12.738,,,,,,,426.761,1162.72,1614.379,-451.659,29.966,,562.421,510.133,442.926,67.207,,,52.288,1755.107,,65.096,65.096,,,,20.389,16.581,3.808,3.808,,,105.977,,,,105.977,191.462,1085.755,992.151,93.604,93.604,,90.219,,,,,90.219,1175.974,1367.436,0.0,1376.952,,,0.0,-558.632,-3.888,814.432,0.0,814.432,2181.868,
03/31/2008,2286.787,298.528,260.834,37.694,59.156,59.156,,0.0,0.0,0.0,0.0,0.0,16.523,,,,,,,374.207,1284.395,1772.214,-487.819,26.998,,601.187,534.399,461.347,73.052,,,66.788,1912.58,,70.23,70.23,,,,64.198,60.569,3.629,3.629,,,110.471,,,,110.471,244.899,1097.976,999.571,98.405,98.405,,100.782,,,,,100.782,1198.758,1443.657,0.0,1396.562,,,0.0,-553.211,-0.221,843.13,0.0,843.13,2286.787,
06/30/2008,2330.983,216.107,151.127,64.98,63.105,63.105,,,0.0,0.0,0.0,0.0,14.514,,,,,,,293.726,1331.018,1857.201,-526.183,108.642,,597.597,530.381,458.849,71.532,,,67.216,2037.257,,74.722,74.722,,,,73.377,69.339,4.038,4.038,,,87.474,,,,87.474,235.573,1118.655,1021.294,97.361,97.361,,98.081,,,,,98.081,1216.736,1452.309,0.0,1425.815,,,0.0,-550.982,3.84,878.673,0.0,878.673,2330.982,
09/30/2008,2291.935,262.577,160.685,101.892,62.376,62.376,,,0.0,0.0,0.0,0.0,17.701,,,,,,,342.654,1346.982,1910.651,-563.669,67.622,,534.677,473.459,411.108,62.351,,,61.218,1949.281,,71.234,71.234,,,,77.722,73.736,3.986,3.986,,,90.12,,,,90.12,239.076,1115.953,1020.858,95.095,95.095,,99.656,,,,,99.656,1215.609,1454.685,0.0,1445.4,,,0.0,-543.593,-64.557,837.25,0.0,837.25,2291.935,
12/31/2008,2434.736,262.319,220.207,42.112,66.029,66.029,,,0.0,0.0,0.0,0.0,51.163,,,,,,,379.511,1492.83,2095.936,-603.106,45.626,,516.769,393.747,342.829,50.918,,,123.022,2055.225,,74.317,74.317,,,,75.703,71.204,4.499,4.499,,,139.973,,,,139.973,289.993,1127.987,994.956,133.031,133.031,,100.095,,,,,100.095,1228.082,1518.075,0.0,1524.872,,,0.0,-455.411,-152.8,916.661,0.0,916.661,2434.736,
03/31/2009,2416.989,251.769,222.049,29.72,60.022,60.022,,0.0,0.0,0.0,0.0,0.0,45.294,14.488,,,81.521,2.013,1.22,357.085,1512.908,2151.714,-638.806,32.206,32.206,514.79,384.637,335.259,49.378,3.734,,44.898,2059.904,,78.987,15.89,14.686,,48.411,76.754,0.0,5.675,5.675,,71.079,100.583,,10.968,28.145,90.628,256.324,1114.295,982.431,131.864,131.864,,113.174,,,,,74.061,1227.469,1483.793,,1540.621,0.038,1540.583,0.0,-439.954,-167.471,933.196,,933.196,2416.989,
06/30/2009,2843.365,581.071,405.217,175.854,67.312,67.312,,0.0,0.0,0.0,0.0,0.0,41.077,11.584,,,43.332,7.248,1.505,689.46,1590.756,2281.019,-690.263,22.299,22.299,540.85,436.731,382.112,54.619,,,60.787,2153.905,,164.792,16.565,17.594,,130.633,58.149,0.0,6.036,6.036,,52.113,29.694,,10.146,13.005,20.667,252.635,1394.154,1255.622,138.532,138.532,,103.954,,,,,80.803,1498.108,1750.743,,1608.657,0.039,1608.618,0.0,-422.514,-93.521,1092.622,,1092.622,2843.365,
09/30/2009,2962.578,609.381,283.147,326.234,67.589,67.589,,0.0,0.0,0.0,0.0,0.0,37.124,,,,43.938,,21.961,714.094,1703.009,2442.272,-739.263,18.061,18.061,527.414,429.618,377.556,52.062,,,53.858,2248.484,,168.886,,,,168.886,59.448,0.0,6.347,6.347,,53.101,51.827,,,,51.827,280.161,1436.806,1282.627,154.179,154.179,,111.177,,,,,111.177,1547.983,1828.144,,1637.023,0.039,1636.984,0.0,-403.702,-98.887,1134.434,,1134.434,2962.578,
12/31/2009,3038.15,594.564,346.056,248.508,64.767,64.767,,0.0,0.0,0.0,0.0,0.0,68.556,,,,5.171,,21.734,727.887,1808.115,2586.332,-778.217,9.803,9.803,492.345,432.065,381.05,51.015,,,55.109,2310.263,,208.929,,,,208.929,65.364,0.0,6.452,6.452,,58.912,41.166,,,,32.76,315.459,1419.605,1265.028,154.577,154.577,,120.603,,,,,120.603,1540.208,1855.667,0.0,1665.701,0.039,1665.662,0.0,-385.98,-97.238,1182.483,,1182.483,3038.15,
03/31/2010,3667.768,1179.913,1039.302,140.611,69.722,69.722,0.0,0.0,0.0,0.0,0.0,0.0,64.014,,,,,,64.014,1313.649,1874.325,2694.77,-820.445,5.225,5.225,474.569,405.98,359.319,46.661,,,68.589,2354.119,,113.018,23.073,16.836,,73.109,62.715,0.0,6.49,6.49,,56.225,140.374,,,,140.374,316.107,2049.073,1896.9,152.173,152.173,,115.101,,,,,115.101,2164.174,2480.281,0.0,1691.766,0.04,1691.726,0.0,-371.781,-132.498,1187.487,0.0,1187.487,3667.768,
06/30/2010,4282.208,717.453,511.342,206.111,106.255,106.255,0.0,0.0,0.0,0.0,0.0,0.0,64.527,11.232,,,,2.194,13.067,888.235,2400.809,3274.999,-874.19,4.497,4.497,988.667,917.427,760.087,157.34,,,71.24,3393.973,,242.441,18.366,19.03,,205.045,29.963,0.0,7.995,7.995,,21.968,27.165,,,19.352,25.777,299.569,2029.425,1822.12,207.305,207.305,,203.017,,,,,183.665,2232.442,2532.011,0.0,2288.862,0.046,2288.816,0.0,-374.055,-164.61,1750.197,0.0,1750.197,4282.208,
09/30/2010,4480.891,712.128,389.149,322.979,115.616,115.616,0.0,0.0,0.0,0.0,0.0,0.0,64.067,,,,,,27.359,891.811,2582.89,3535.918,-953.028,3.223,3.223,1002.967,933.859,778.258,155.601,,,69.108,3589.08,,242.749,11.646,20.729,,210.374,30.104,0.0,,,,30.104,38.172,,,29.883,36.374,311.025,2101.451,1839.522,261.929,261.929,,214.442,,,,,184.559,2315.893,2626.918,0.0,2320.153,0.046,2320.107,0.0,-362.859,-103.321,1853.973,0.0,1853.973,4480.891,
12/31/2010,4448.009,590.033,442.841,147.192,116.358,116.358,0.0,0.0,0.0,0.0,0.0,0.0,71.657,,0.0,,16.955,,32.961,778.048,2650.953,3666.491,-1015.538,2.806,2.806,1016.202,925.31,774.365,150.945,,,73.937,3669.961,,237.521,12.585,,0.0,224.936,27.966,0.0,7.988,7.988,,19.978,52.628,0.0,0.0,103.717,52.628,318.115,2020.619,1766.674,253.945,253.945,,228.76,0.0,0.0,0.0,0.0,125.043,2249.379,2567.494,0.0,2341.632,0.046,2341.586,0.0,-349.099,-112.018,1880.515,0.0,1880.515,4448.009,
03/31/2011,4652.513,454.506,304.466,150.04,114.207,114.207,,0.0,0.0,0.0,0.0,0.0,126.277,,,,,,126.277,694.99,2881.126,3978.253,-1097.127,2.145,2.145,1074.252,938.75,789.876,148.874,,,135.502,3957.523,,259.115,17.216,,,241.899,28.585,0.0,8.381,8.381,,20.204,55.574,,,,55.574,343.274,2095.855,1798.942,296.913,296.913,,225.987,,,,,225.987,2321.842,2665.116,,2372.707,0.047,2372.66,0.0,-323.954,-61.356,1987.397,,1987.397,4652.513,
06/30/2011,4969.191,392.118,297.872,94.246,140.316,140.316,,0.0,0.0,0.0,0.0,0.0,116.654,,,,,,116.654,649.088,3085.202,4250.786,-1165.584,30.96,30.96,1203.941,1061.232,897.461,163.771,,,142.709,4320.103,,280.391,21.202,,,259.189,281.054,240.134,9.461,9.461,,31.459,59.006,,,,59.006,620.451,1976.807,1639.533,337.274,337.274,,238.684,,,,,238.684,2215.491,2835.942,,2399.102,0.047,2399.055,0.0,-293.224,-41.679,2064.199,69.05,2133.249,4969.191,
09/30/2011,5730.687,1070.769,370.523,700.246,144.185,144.185,0.0,0.0,0.0,0.0,0.0,0.0,115.344,,,,,,115.344,1330.298,3122.094,4358.273,-1236.179,99.419,99.419,1178.876,1020.785,867.28,153.505,,,158.091,4400.389,,271.274,21.521,,,249.753,329.195,243.176,11.367,11.367,,74.652,55.687,,,,55.687,656.156,2730.352,2353.504,376.848,376.848,,253.3,,,,,253.3,2983.652,3639.808,0.0,2417.828,0.047,2417.781,0.0,-272.905,-120.416,2024.507,66.372,2090.879,5730.687,
12/31/2011,5785.324,914.544,278.823,635.721,139.057,139.057,0.0,0.0,0.0,0.0,0.0,0.0,182.156,,0.0,,,,182.156,1235.757,3225.912,4553.668,-1327.756,161.801,161.801,1161.854,1015.13,866.495,148.635,,,146.724,4549.567,,322.267,23.268,43.539,0.0,255.46,345.297,246.315,11.542,11.542,,87.44,57.69,29.753,0.0,,57.69,725.254,2753.833,2363.564,390.269,390.269,,286.424,70.598,0.0,0.0,0.0,186.073,3040.257,3765.511,0.0,2437.671,0.048,2437.623,-86.666,-255.095,-143.698,1952.212,67.601,2019.813,5785.324,
03/31/2012,5884.345,916.854,632.944,283.91,158.561,158.561,0.0,0.0,0.0,0.0,0.0,0.0,98.608,20.914,,,,11.598,66.096,1174.023,3387.369,4802.247,-1414.878,166.437,166.437,1156.516,1025.264,879.914,145.35,43.553,,87.699,4710.322,,319.766,26.423,,,293.343,336.796,249.474,11.961,11.961,,75.361,61.521,28.826,,,18.584,718.083,2745.652,2342.741,402.911,402.911,,291.06,27.625,,,,234.609,3036.712,3754.795,0.0,2490.449,0.048,2490.401,-99.031,-220.572,-110.367,2060.479,69.071,2129.55,5884.345,
06/30/2012,5724.688,769.561,654.096,115.465,169.812,169.812,0.0,0.0,0.0,0.0,0.0,0.0,70.219,17.008,,,,9.055,44.156,1009.592,3525.839,5011.418,-1485.579,53.46,53.46,1135.797,1001.386,863.187,138.199,41.196,,93.215,4715.096,,344.692,27.517,,,317.175,85.769,0.0,12.978,12.978,,72.791,60.698,29.968,,,17.692,491.159,2807.704,2343.082,464.622,464.622,,282.35,23.147,,,,229.235,3090.054,3581.213,0.0,2444.689,0.049,2444.64,-37.166,-184.125,-155.777,2067.621,75.854,2143.475,5724.688,
