Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1993,344.447998,,,-238.843994,,,105.604004,,-69.221001,,,,,36.382999,-8.777,,10.22,,0.0,,-1.443,27.605999,-2.389,25.216999,0.0,,,25.216999,0.0,25.216999,0.0,,25.216999,25.216999,,137.839996,0.1825,0.1825,,137.839996,0.1825,0.1825,0.1825,
03/31/1994,439.537994,,,-304.540009,,,134.997986,,-74.018997,,,,,60.979,-9.666,,9.998,,0.0,,-0.332,51.313,-14.954,36.359001,0.0,,,36.358999,0.0,36.359001,0.0,,36.359001,36.359001,,137.916,0.2625,0.2625,,137.916,0.2625,0.2625,0.2625,
06/30/1994,316.122009,,,-243.764999,,,72.35701,,-62.303001,,,,,10.054,-10.755,,10.931,,0.0,,-0.176,-0.701,6.758,6.057,0.0,,,6.057,0.0,6.057,0.0,,6.057,6.057,,138.024002,0.045,0.045,,138.024002,0.045,0.045,0.045,
09/30/1994,297.712006,,,-223.354004,,,74.358002,,-61.511002,,,,,12.847,-10.577,,11.387,,0.0,,-0.81,2.27,0.111,2.381,0.0,,,2.381,0.0,2.381,0.0,,2.381,2.381,,138.104004,0.0175,0.0175,,138.104004,0.0175,0.0175,0.0175,
12/31/1994,343.90799,,,-248.593002,,,95.314987,,-68.946999,,,,,26.368,-9.744,,11.589,,0.0,,-1.845,16.624,-0.692,15.932,0.0,,,15.932,0.0,15.932,0.0,,15.932,15.932,,138.100006,0.115,0.115,,138.100006,0.115,0.115,0.115,
03/31/1995,404.69101,,,-287.182007,,,117.509003,,-69.196999,,,,,48.312,-13.477,,12.866,,0.0,,0.611,34.835,-7.081,27.754,0.0,,,27.754,0.0,27.754,0.0,,27.754,27.754,,138.539993,0.2,0.2,,138.539993,0.2,0.2,0.2,
06/30/1995,316.533997,,,-247.520996,,,69.013,,-63.980999,,,,,5.032,-12.231,,12.678,,0.0,,-0.447,-7.199,6.037,-1.162,0.0,,,-1.162,0.0,-1.162,0.0,,-1.162,-1.162,,138.811996,-0.0075,-0.0075,,138.811996,-0.0075,-0.0075,-0.0075,
09/30/1995,270.992004,,,-198.330002,,,72.662003,,-58.203999,,,,,14.458,-14.101,,12.674,,0.0,,1.427,0.357,1.327,1.684,0.0,,,1.684,0.0,1.684,0.0,,1.684,1.684,,139.384003,0.0125,0.0125,,139.384003,0.0125,0.0125,0.0125,
12/31/1995,433.769989,,,-282.949005,,,150.820984,,-75.593002,,,,,75.231003,-130.982997,,11.88,,0.0,,119.102997,-55.751994,29.024,-26.728001,0.0,,,-26.727994,0.0,-26.728001,0.0,,-26.728001,-26.728001,,139.960008,-0.19,-0.19,-0.19,139.960008,-0.19,-0.19,-0.19,
03/31/1996,640.278015,,,-497.053009,,,143.225006,,-73.821999,,,,,69.403,-8.305,,10.474,,0.0,,-2.169,61.098,-22.372,38.726002,0.0,,,38.726,0.0,38.726002,0.0,,38.726002,38.726002,,140.139999,0.2775,0.2775,,140.139999,0.2775,0.2775,0.2775,
06/30/1996,391.766998,,,-316.447998,,,75.319,,-66.335999,,,,,8.983,-7.252,,9.938,,0.0,,-2.686,1.731,-0.803,0.928,0.0,,,0.928,0.0,0.928,0.0,,0.928,0.928,,140.451996,0.0075,0.0075,0.0175,140.451996,0.0075,0.0075,0.0175,
09/30/1996,357.010986,,,-283.747986,,,73.263,,-69.403,,,,,3.86,-11.062,,10.311,,0.0,,0.751,-7.202,3.515,-3.687,0.0,,,-3.687,0.0,-3.687,0.0,,-3.687,-3.687,,141.067993,-0.025,-0.025,,141.067993,-0.025,-0.025,-0.025,
12/31/1996,472.743011,,,-353.287994,,,119.455017,,-72.913002,,,,,46.542,-12.208,,11.102,,0.0,,1.106,34.334,-10.922,23.412001,0.0,,,23.412,0.0,23.412001,0.0,,23.412001,23.412001,,141.339996,0.165,0.165,0.165,141.339996,0.165,0.165,0.165,
03/31/1997,312.480988,,,-175.908997,,,136.571991,,-87.235001,,,,,49.337002,-9.566,,9.723,,0.0,,-0.157,39.771002,-14.533,25.238001,-2.552,,,27.790002,0.0,27.790001,0.0,,27.790001,27.790001,,141.848007,0.195,0.1775,0.1775,141.848007,0.195,0.1775,0.1775,
06/30/1997,177.895996,,,-99.589996,,,78.306,,-69.800003,,,,,8.506,-21.689,,9.219,,0.0,,12.47,-13.183001,5.452,-7.731,1.532,,,-9.263,0.0,-9.263,0.0,,-9.263,-9.263,,141.156006,-0.065,-0.055,-0.005,141.156006,-0.065,-0.055,-0.005,
09/30/1997,165.337006,,,-82.723999,,,82.613007,,-63.540001,,,,,19.073,5.7,,9.714,,0.0,,-15.414,24.773,-8.423,16.35,-0.637,,,16.986999,0.0,16.987,0.0,,16.987,16.987,,144.740005,0.1175,0.1125,0.05,144.740005,0.1175,0.1125,0.05,
12/31/1997,278.320007,,,-207.526993,,,70.793014,,-21.474001,,,,,49.319,16.717001,,6.247,,0.0,,-22.964001,66.036001,-25.705999,40.330002,-2.213,,,42.543002,0.0,42.542999,0.0,,42.542999,42.542999,,147.199996,0.29,0.275,0.275,147.975996,0.2875,0.2725,0.2725,
03/31/1998,283.449,,,-185.584,,,97.865,,-49.544,,,,,48.321,-10.145,9.166,9.166,,0.0,,0.979,38.176,-13.524,24.652,4.604,,,20.048,0.0,20.048,0.0,,20.048,20.048,,147.736,0.135,0.165,0.165,147.736,0.135,0.165,0.165,
06/30/1998,180.764,,,-124.128,,,56.636,,-44.463,,,,,12.173,-8.695015,9.236,9.236,,0.0,,-0.540985,3.477985,-1.203,2.275,0.0,,,2.274985,0.0,2.275,0.0,,2.275,2.275,,148.2,0.015,0.015,0.015,148.2,0.015,0.015,0.015,
09/30/1998,156.73,,,-101.227,,,55.503,,-42.706,,,,,12.797,-8.498,9.415,9.415,,0.0,,-0.917,4.299,-2.262,2.037,0.0,,,2.037,0.0,2.037,0.0,,2.037,2.037,,148.028,0.015,0.015,0.015,148.512,0.015,0.015,0.015,
12/31/1998,248.444,,,-198.975,,,49.469,,-51.321,,,,,-1.852,-93.533,12.483,12.483,,0.0,,81.05,-95.385,39.371,-56.014,12.463,,,-68.477,0.0,-68.477,0.0,,-68.477,-68.477,81.84,146.444,-0.4675,-0.3825,0.11,146.444,-0.4675,-0.3775,0.11,
03/31/1999,417.534,,,-318.355,,,99.179,,-42.955,,,,,56.224,-8.59,9.263,9.263,,0.0,,-0.673,47.634,-17.895,29.739,0.0,,,29.739,0.0,29.739,0.0,,29.739,29.739,,141.032,0.21,0.21,0.21,141.268,0.21,0.21,0.21,
06/30/1999,190.574,,,-121.609,,,68.965,,-48.596,,,,,20.369,-8.388,8.965,8.965,,0.0,,-0.577,11.981,-4.743,7.238,0.0,,,7.238,0.0,7.238,0.0,,7.238,7.238,,135.84,0.0525,0.0525,0.0475,136.608,0.0525,0.0525,0.0475,
09/30/1999,193.181,,,-127.733,,,65.448,,-48.141,,,,,17.307,-7.503,8.559,8.559,,0.0,,-1.056,9.804,-4.074,5.73,0.0,,,5.73,0.0,5.73,0.0,,5.73,5.73,,134.976,0.0425,0.0425,0.0425,137.092,0.0425,0.0425,0.0425,
12/31/1999,261.449,,,-189.148,,,72.301,,-23.448,,,,,48.853,-9.788,10.345,10.345,,0.0,,-0.557,39.065,-12.644,26.421,0.0,,,26.421,0.0,26.421,0.0,,26.421,26.421,,132.08,0.2,0.2,0.2,133.844,0.1975,0.1975,0.1975,
03/31/2000,374.877,,,-249.786,,,125.091,,-49.343,,,,,75.748,-14.361,15.795,15.795,,0.0,,-1.434,61.387,-22.284,39.103,0.0,,,39.103,0.0,39.103,0.0,,39.103,39.103,,130.64,0.3,0.3,0.3,132.44,0.295,0.295,0.295,
06/30/2000,338.436,,,-203.36,,,135.076,0.0,-84.405,23.515,,,60.89,50.671,-25.2,,19.239,,,-0.99,6.951,25.471,-9.246,16.225,,,,16.225,,16.225,0.0,0.0,16.225,16.225,,130.548,0.125,0.125,0.125,132.608,0.1225,0.1225,0.1225,
09/30/2000,335.284,,,-249.406,,,85.878,,-43.252,,,,,42.626,-15.465,21.176,21.176,,0.0,,-5.711,27.161,-8.02,19.141,0.0,,,19.141,0.0,19.141,0.0,0.0,19.141,19.141,,129.876,0.145,0.145,0.145,132.6,0.145,0.145,0.145,
12/31/2000,603.621,,,-431.674,,,171.947,,-126.758,,,,,45.189,4.136,19.451,19.451,,0.0,,-23.587,49.325,-17.621,31.704,0.0,,,31.704,0.0,31.704,0.0,0.0,31.704,31.704,,130.2,0.245,0.245,0.245,130.2,0.2375,0.2375,0.2375,
03/31/2001,851.157,,,-682.699,,,168.458,,-60.185,,,,,108.273,1.464,11.467,11.467,,0.0,,-12.931,109.737,-38.471,71.266,0.0,,,71.266,0.0,71.266,0.0,0.0,71.266,71.266,,129.66,0.55,0.55,0.55,132.876,0.54,0.54,0.54,
06/30/2001,345.544,,,-216.838,,,128.706,0.0,-77.933,30.405,,,47.528,50.773,-2.506,,9.345,,,-6.839,0.0,48.267,-16.83,31.437,,,,31.437,,31.437,0.0,0.0,31.437,31.437,,129.272,0.245,0.245,0.245,133.354,0.235,0.235,0.235,
09/30/2001,165.842,,,-71.247,,,94.595,,-52.698,,,,,41.897,-3.589,10.188,10.188,,0.0,,-6.599,38.308,-13.508,24.8,0.0,,,24.8,0.0,24.8,0.0,0.0,24.8,24.8,,127.824,0.195,0.195,0.195,131.124,0.19,0.19,0.19,
12/31/2001,324.022,,,-203.999,,,120.023,,-66.438,,,,,53.585,-10.366,10.098,10.098,,0.0,,0.268,43.219,-18.914,24.305,0.0,,,24.305,0.0,24.305,0.0,0.0,24.305,24.305,,128.259,0.195,0.195,0.195,128.259,0.195,0.195,0.195,
03/31/2002,294.043,,,-149.934,,,144.109,,-49.891,,,,,94.218,-13.646,9.579,9.579,,0.0,,4.067,80.572,-28.2,52.372,5.519,,,46.853,0.0,46.853,0.0,0.0,46.853,46.853,,127.132,0.37,0.41,0.41,130.126,0.36,0.4,0.4,
06/30/2002,226.671,,,-124.744,,,101.927,,-47.894,,,,,54.033,-11.401,9.259,9.259,,0.0,,2.142,42.632,-13.443,29.189,-9.0,,,38.189,0.0,38.189,0.0,0.0,38.189,38.189,3.642,126.56,0.3,0.23,0.26,129.998,0.295,0.225,0.255,
09/30/2002,214.418,,,-113.664,,,100.754,,-49.879,,,,,50.875,-10.071,9.344,9.344,,0.0,,0.727,40.804,-14.118,26.686,0.0,,,26.686,0.0,26.686,0.0,0.0,26.686,26.686,,124.652,0.215,0.215,0.215,127.336,0.21,0.21,0.21,
12/31/2002,293.802,,,-147.335,,,146.467,,-62.702,,,,,83.765,-19.555,10.605,10.605,,0.0,,8.95,64.21,-21.831,42.379,5.519,,,36.86,0.0,36.86,0.0,0.0,36.86,36.86,0.0,124.816,0.295,0.34,0.34,124.816,0.295,0.34,0.34,
03/31/2003,342.322,,,-181.885,,,160.437,,-51.117,,,,,109.32,-17.625,12.321,12.321,,0.0,,5.304,91.695,-27.216,64.479,3.556,,,60.923,0.0,60.923,0.0,0.0,60.923,60.923,5.5,124.126,0.49,0.52,0.52,126.666,0.48,0.51,0.51,
06/30/2003,218.496,,,-105.651,,,112.845,,-56.028,,,,,56.817,-9.263,10.782,10.782,,0.0,,-1.519,47.554,-16.159,31.395,0.0,,,31.395,0.0,31.395,0.0,0.0,31.395,31.395,5.5,124.116,0.255,0.255,0.255,126.84,0.25,0.25,0.25,
09/30/2003,185.515,,,-76.745,,,108.77,,-54.593,,,,,54.177,-11.152,11.355,11.355,,0.0,,-0.203,43.025,-14.536,28.489,0.0,,,28.489,-0.277,28.212,0.0,0.0,28.212,28.212,5.5,124.106,0.225,0.225,0.225,126.672,0.225,0.225,0.225,
12/31/2003,300.944,,,-151.725,,,149.219,,-67.316,,,,,81.903,-8.286,,11.308,,0.0,,-3.022,73.617,-23.881,49.736,0.0,,,49.736,-0.265,49.471,0.0,0.0,49.471,49.471,,124.09,0.4,0.4,0.39,126.62,0.39,0.39,0.38,
03/31/2004,400.427,,,-219.363,,,181.064,,-61.537,,,,,119.527,-11.358,12.259,12.259,,0.0,,-0.901,108.169,-37.729,70.44,0.0,,,70.44,-0.37,70.07,0.0,0.0,70.07,70.07,,124.512,0.565,0.565,0.565,127.062,0.55,0.55,0.55,
06/30/2004,240.64,,,-115.192,,,125.448,,-78.291,,,,,47.157,151.426,11.503,11.503,,0.0,,-162.929,198.583,-67.397,131.186,0.0,,,131.186,-0.359,130.827,0.0,0.0,130.827,130.827,-100.3,124.038,1.055,1.055,0.25,126.76,1.03,1.03,0.24,
09/30/2004,205.847,,,-85.047,,,120.8,,-56.273,,,,,64.527,-10.357,12.191,12.191,,0.0,,-1.834,54.17,-18.382,35.788,0.0,,,35.788,-0.105,35.683,0.0,0.0,35.683,35.683,,122.838,0.29,0.29,0.29,125.66,0.285,0.285,0.285,
12/31/2004,198.269,,,-74.524,,,123.745,,-65.251,,,,,58.494,34.327,6.567,6.567,,0.0,,-40.894,92.821,-31.445,61.376,18.936,,,42.44,0.834,43.274,0.0,0.0,43.274,43.274,-30.64,122.068,0.355,0.51,0.26,122.068,0.355,0.51,0.26,
03/31/2005,401.276,,,-249.934,,,151.342,,-24.146,23.627,,,0.519,127.196,-10.96,12.187,12.187,,0.0,,-1.227,116.236,-41.445,74.791,-1.615,,,76.406,0.0,76.406,0.0,0.0,76.406,76.406,,242.848,0.315,0.31,0.31,248.7,0.305,0.3,0.3,
06/30/2005,230.194,,,-138.927,,,91.267,,-37.808,30.492,,,7.316,53.459,50.996,9.988,9.988,,0.0,,-60.984,104.455,-46.502,57.953,-6.366,,,64.319,0.0,64.319,0.0,0.0,64.319,64.319,,121.472,0.795,0.72,0.445,123.99,0.78,0.705,0.435,
09/30/2005,229.372,,,-127.438,,,101.934,,-47.245,47.245,,,0.0,54.689,8.722,10.932,10.932,,0.0,,-19.654,63.411,-17.6,45.811,-0.68,,,46.491,0.0,46.491,0.0,0.0,46.491,46.491,,121.181,0.38,0.37,0.33,123.576,0.38,0.37,0.33,
12/31/2005,280.398,,,-119.906,,,160.492,,-69.221,,,,,91.271,21.47,6.835,6.835,,0.0,,-28.305,112.741,-42.035,70.706,-1.481,,,72.187,0.652,72.839,0.0,0.0,72.839,72.839,-18.854444,121.14,0.6,0.59,0.44,121.14,0.6,0.59,0.44,
03/31/2006,430.119,,,-272.757,,,157.362,,-29.705,29.705,,,0.0,127.657,-12.783,12.957,12.957,,0.0,,-0.174,114.874,-42.515,72.359,0.0,,,72.359,0.0,72.359,0.0,0.0,72.359,72.359,,119.579,0.61,0.61,0.61,121.789,0.59,0.59,0.59,
06/30/2006,251.207,,,-151.946,,,99.261,,-25.142,28.05,,,-2.908,74.119,-10.119,9.995,9.995,,0.0,,0.124,64.0,-20.091,43.909,0.0,,,43.909,0.0,43.909,0.0,0.0,43.909,43.909,,120.128,0.37,0.37,0.37,122.044,0.36,0.36,0.36,
09/30/2006,232.801,,,-113.613,,,119.188,0.0,-58.053,32.904,,,25.149,61.135,-12.22,,12.29,,,-0.07,0.0,48.915,-17.12,31.795,,,,31.795,0.0,31.795,0.0,0.0,31.795,31.795,,120.172,0.26,0.26,0.3,122.103,0.26,0.26,0.3,
12/31/2006,353.783,,,-208.879,,,144.904,,-35.292,,,,,109.612,-11.67,11.81,11.81,,0.0,,-0.14,97.942,-29.98,67.962,-4.261,,,72.223,0.0,72.223,0.0,0.0,72.223,72.223,,120.63,0.6,0.56,0.59,122.43,0.59,0.56,0.59,
03/31/2007,456.546,,,-291.395,,,165.151,0.0,-66.297,66.297,,,0.0,98.854,-11.129,,12.28,,,-0.109,-1.042,87.725,-31.107,56.618,,,,56.618,,56.618,0.0,0.0,56.618,56.618,,121.217,0.47,0.47,0.47,122.757,0.46,0.46,0.45,
06/30/2007,293.24,,,-186.238,,,107.002,0.0,-45.483,45.483,,,0.0,61.519,110.584,,9.483,,,-0.666,-119.401,172.103,-64.76,107.343,,,,107.343,,107.343,,0.0,107.343,107.343,,121.356,0.88,0.88,0.27,122.837,0.87,0.87,0.26,
09/30/2007,226.806,,,-137.078,,,89.728,,-32.36,32.198,,,0.162,57.368,-7.93,11.557,11.557,,0.0,,-3.627,49.438,-16.513,32.925,0.0,,,32.925,0.0,32.925,0.0,0.0,32.925,32.925,,121.38,0.27,0.27,0.27,122.838,0.27,0.27,0.27,
12/31/2007,384.814,,,-239.195,,,145.619,,-51.687,51.387,,,0.3,93.932,-1.32,12.065,12.065,,,,-10.745,92.612,-32.015,60.597,,,,60.597,0.0,60.597,0.0,,60.597,60.597,,121.535,0.5,0.5,0.46,122.884,0.49,0.49,0.45,
03/31/2008,535.774,,,-344.055,,,191.719,0.0,-72.296,71.741,,,0.555,119.423,-8.835,,13.653,,0.0,-1.294,-3.524,110.588,-40.068,70.52,0.0,,,70.52,0.0,70.52,0.0,0.0,70.52,70.52,,121.891,0.58,0.58,0.63,122.927,0.57,0.57,0.62,
06/30/2008,334.009,,,-199.384,,,134.625,0.0,-33.492,32.654,,0.0,0.838,101.133,-11.056,,14.327,,0.0,-1.697,-1.574,90.077,-34.686,55.391,0.0,,,55.391,0.0,55.391,0.0,0.0,55.391,55.391,,126.243,0.44,0.44,0.44,127.321,0.44,0.44,0.44,
09/30/2008,297.827,,,-169.792,,,128.035,,-3.508,-38.199,,,41.707,124.527,27.355,13.012,13.012,,0.0,,-40.367,151.882,-55.684,96.198,0.0,,,96.198,0.0,96.198,0.0,0.0,96.198,96.198,,130.54,0.74,0.74,0.74,131.558,0.73,0.73,0.73,
12/31/2008,408.878,,,-278.291,,,130.587,,-56.898,44.9,,,11.998,73.689,-15.712,17.402,17.402,,0.0,,-1.69,57.977,-24.482,33.495,0.0,,,33.495,0.0,33.495,0.0,0.0,33.495,33.495,,130.595,0.26,0.26,0.26,131.298,0.26,0.26,0.26,
03/31/2009,469.403,469.403,,-300.206,255.617,44.589,169.197,0.0,-33.061,29.75,,,3.311,136.136,-17.531,,19.243,,,-1.122,-0.59,118.605,-46.612,71.993,0.0,0.0,0.0,71.993,0.0,71.993,0.0,0.0,71.993,66.43745,-5.55555,130.743,0.55,0.55,0.508153,131.4,0.55,0.55,0.50772,
06/30/2009,238.04,238.04,,-130.531,84.343,46.188,107.509,0.0,-39.995,35.581,,,4.414,67.514,-24.152,,26.46,,,-1.61,-0.698,43.362,-16.717,26.645,0.0,0.0,0.0,26.645,0.0,26.645,0.0,0.0,26.645,26.4981,-0.1469,130.83,0.2,0.2,0.202538,131.443,0.2,0.2,0.198882,
09/30/2009,218.357,218.357,,-113.993,64.287,49.706,104.364,0.0,-64.432,59.906,,,4.526,39.932,-29.932,,32.393,,,-1.95,-0.511,10.0,-7.091,2.909,0.0,0.0,0.0,2.909,0.0,2.909,0.0,0.0,2.909,5.38485,2.47585,130.85,0.02,0.02,0.041153,131.505,0.02,0.02,0.038827,
12/31/2009,344.027,344.027,,-173.699,118.104,55.595,170.328,0.0,-57.119,51.466,,,5.653,113.209,-31.579,,33.683,,,-1.827,-0.277,81.63,-26.248,55.382,0.0,0.0,0.0,55.382,0.0,55.382,0.0,0.0,55.382,53.2192,-2.1628,130.864,0.42,0.42,0.406676,131.567,0.42,0.42,0.403561,
03/31/2010,436.64,436.64,,-226.98,165.101,61.879,209.66,0.0,-40.547,39.212,,,1.335,169.113,-31.08,,34.134,,,-2.527,-0.527,138.033,-49.968,88.065,0.0,0.0,0.0,88.065,0.0,88.065,0.0,0.0,88.065,86.45495,-1.61005,134.084,0.66,0.66,0.644782,135.009,0.65,0.65,0.638074,
06/30/2010,257.515,257.515,,-133.492,68.275,65.217,124.023,0.0,-45.494,44.416,,,1.078,78.529,-31.507,,34.08,,,-2.42,-0.153,47.022,-17.022,30.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,30.0,32.7872,2.7872,147.575,0.2,0.2,0.222173,148.289,0.2,0.2,0.218796,
09/30/2010,257.335,257.335,,-133.879,65.331,68.548,123.456,0.0,-35.274,34.333,,,0.941,88.182,-30.937,,33.861,,,-2.646,-0.278,57.245,-20.723,36.522,0.0,0.0,0.0,36.522,0.0,36.522,0.0,0.0,36.522,32.24695,-4.27505,149.133,0.24,0.24,0.216229,149.775,0.24,0.24,0.211457,
12/31/2010,422.905,422.905,,-248.646,174.005,74.641,174.259,0.0,-39.604,37.59,,,2.014,134.655,-21.735,,26.082,,,,-4.347,112.92,-39.807,73.113,0.0,0.0,0.0,73.113,0.0,73.113,0.0,0.0,73.113,73.6447,0.5317,149.152,0.49,0.49,0.493756,149.935,0.49,0.49,0.493546,
03/31/2011,472.695,472.695,,-234.802,156.404,78.398,237.893,0.0,-17.481,38.891,,,-21.41,220.412,-26.048,,32.852,,,-2.358,-4.446,194.364,-72.109,122.255,0.0,0.0,0.0,122.255,0.0,122.255,0.0,0.0,122.255,108.5361,-13.7189,149.271,0.82,0.82,0.727108,150.002,0.82,0.82,0.727108,
06/30/2011,367.791,367.791,,-172.487,90.601,81.886,195.304,0.0,-42.134,40.936,,,1.198,153.17,-15.241,,33.287,,,,-18.046,137.929,-50.175,87.754,0.0,0.0,0.0,87.754,0.0,87.754,0.0,0.0,87.754,78.30105,-9.45295,149.444,0.59,0.59,0.523949,150.111,0.58,0.58,0.517027,
