Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2016,302.732,298.873,3.859,-227.043,124.957,102.086,75.689,0.0,-399.324,21.424,21.424,,377.9,-323.635,-13.18,,15.191,,,-2.011,-336.815,122.361,0.0,-122.361,-214.454,0.0,0.0,0.0,-214.454,0.0,-214.454,0.0,0.0,-214.454,20.949,235.403,93.075,-2.31,-2.31,0.225077,93.075,-2.31,-2.31,0.219175,
09/30/2016,336.508,335.717,0.791,-217.871,127.594,90.277,118.637,0.0,-122.687,20.118,20.118,,102.569,-4.05,-11.682,,15.51,,,-3.828,-15.732,5.059,-1.115,-3.944,-10.673,0.0,0.0,0.0,-10.673,0.0,-10.673,0.0,0.0,-10.673,50.341,61.014,93.221,-0.12,-0.12,0.540018,93.221,-0.12,-0.12,0.534509,
12/31/2016,384.436,382.155,2.281,-219.722,128.626,91.096,164.714,0.0,-59.645,18.462,18.462,,41.183,105.069,-12.204,,15.422,,,-3.218,92.865,-45.082,0.0,45.082,47.783,0.0,0.0,0.0,47.783,0.0,47.783,0.0,0.0,47.783,66.368,18.585,93.379,0.5,0.5,0.710738,93.422,0.5,0.5,0.698936,
03/31/2017,441.116,447.176,-6.06,-244.62,148.804,95.816,196.496,0.0,24.983,18.034,18.034,,-43.017,221.479,-12.201,,14.411,,,-2.21,209.278,-78.306,-0.006,78.312,130.972,0.0,0.0,0.0,130.972,0.0,130.972,0.0,-2.255,128.717,97.467,-31.25,93.389,1.38,1.38,1.043667,93.428,1.38,1.38,1.043667,
06/30/2017,456.795,456.452,0.343,-256.17,148.286,107.884,200.625,0.0,-4.155,19.762,19.762,,-15.607,196.47,-40.591,,14.653,,,25.938,155.879,-58.617,,58.617,97.262,0.0,0.0,0.0,97.262,0.0,97.262,0.0,-1.643,95.619,99.365,3.746,93.402,1.02,1.02,1.063842,93.435,1.02,1.02,1.060092,
09/30/2017,466.657,463.681,2.976,-269.86,158.464,111.396,196.797,0.0,-47.257,21.039,21.039,,26.218,149.54,-6.902,,11.465,,,-4.563,142.638,-51.239,,51.239,91.399,0.0,0.0,0.0,91.399,,91.399,0.0,-1.572,89.827,102.061,12.234,93.501,0.96,0.96,1.09155,93.531,0.96,0.96,1.090802,
12/31/2017,552.049,550.94,1.109,-310.529,168.047,142.482,241.52,0.0,-58.295,21.161,21.161,,37.134,183.225,-9.024,,11.344,,,-2.32,174.201,0.495,-2.806,2.311,174.696,0.0,0.0,0.0,174.696,0.0,174.696,0.0,0.0,174.696,133.226086,-41.469914,93.569,1.867,1.867,1.423827,93.612,1.866,1.866,1.423002,
03/31/2018,554.745,567.134,-12.389,-290.366,157.507,132.859,264.379,0.0,-13.706,23.321,23.321,,-9.615,250.673,-7.406,,11.973,,,-4.567,243.267,-56.949,0.0,56.949,186.318,0.0,0.0,0.0,186.318,0.0,186.318,0.0,-2.666,183.652,170.976,-12.676,93.699,1.96,1.96,1.824737,93.737,1.96,1.96,1.824737,
06/30/2018,548.744,556.274,-7.53,-313.986,170.598,143.388,234.758,0.0,-42.255,19.739,19.739,,22.516,192.503,-9.44,,12.045,,,-2.605,183.063,-42.066,-0.717,42.783,140.997,0.0,0.0,0.0,140.997,0.0,140.997,0.0,-1.892,139.105,150.015,10.91,93.728,1.48,1.48,1.600536,93.759,1.48,1.48,1.596362,
09/30/2018,590.989,591.488,-0.499,-303.187,166.885,136.302,287.802,0.0,-91.107,21.148,21.148,,69.959,196.695,-4.158,,11.702,,,-7.544,192.537,-44.183,1.1,43.083,148.354,0.0,0.0,0.0,148.354,,148.354,0.0,-2.069,146.285,187.539,41.254,93.845,1.56,1.56,1.998391,93.867,1.56,1.56,1.998391,
12/31/2018,620.11,624.121,-4.011,-351.224,171.164,180.06,268.886,0.0,138.211,13.635,13.635,,-151.846,407.097,-3.457,,11.649,,,-8.192,403.64,-87.458,-3.007,90.465,316.182,0.0,0.0,0.0,316.182,0.0,316.182,0.0,0.0,316.182,189.063,-127.119,93.897,3.366923,3.366923,2.013515,93.915,3.366278,3.366278,2.012724,
03/31/2019,567.906,576.957,-9.051,-369.321,178.904,190.417,198.585,0.0,-150.524,29.084,29.084,,121.44,48.061,-13.672,,11.663,,,2.009,34.389,-8.073,0.0,8.073,26.316,0.0,0.0,0.0,26.316,0.0,26.316,0.0,-0.445,25.871,116.882,91.011,95.922,0.26,0.26,1.218511,95.932,0.26,0.26,1.208703,
06/30/2019,552.7,546.463,6.237,-406.179,192.852,213.327,146.521,0.0,2.536,24.911,24.911,,-27.447,149.057,-5.702,,7.869,,,-2.167,143.355,-34.046,0.0,34.046,109.309,0.0,0.0,0.0,109.309,0.0,109.309,0.0,-1.596,107.713,81.422,-26.291,99.658,1.07,1.07,0.817014,99.665,1.07,1.07,0.806206,
09/30/2019,584.001,582.305,1.696,-415.935,187.957,227.978,168.066,0.0,-104.277,15.499,15.499,,88.778,63.789,-8.183,,8.322,,,-0.139,55.606,-15.079,0.0,15.079,40.527,0.0,0.0,0.0,40.527,0.0,40.527,-1.27,-0.688,38.569,90.95,52.381,99.735,0.39,0.39,0.911917,99.735,0.39,0.39,0.911917,
12/31/2019,645.231,657.244,-12.013,-449.771,197.134,252.637,195.46,0.0,-680.572,26.349,26.349,,654.223,-485.112,-8.107,,9.3,,,-1.193,-493.219,109.128,-25.028,-84.1,-384.091,0.0,0.0,0.0,-384.091,0.0,-384.091,,0.0,-384.091,120.375,504.466,99.789,-3.84,-3.84,1.206295,99.789,-3.84,-3.84,1.206295,
03/31/2020,515.944,472.83,43.114,-401.227,186.141,215.086,114.717,0.0,-896.426,25.509,25.509,,870.917,-781.709,-9.128,,9.999,,,-0.871,-790.837,16.555,-0.198,-16.357,-774.282,0.0,0.0,0.0,-774.282,0.0,-774.282,,0.0,-774.282,57.477607,831.759607,99.842,-7.77,-7.77,0.575686,99.842,-7.77,-7.77,0.560759,
06/30/2020,313.324,249.383,63.941,-334.246,139.292,194.954,-20.922,0.0,-1162.127,26.226,26.226,,1135.901,-1183.049,-13.604,,10.108,,,3.496,-1196.653,271.506,0.037,-271.543,-925.147,0.0,0.0,0.0,-925.147,0.0,-925.147,-1.269,-0.569,-926.985,-54.25,872.735,99.88,-9.28,-9.28,-0.543152,99.88,-9.28,-9.28,-0.543152,
09/30/2020,391.0,,,,,,,,,,,,,-46.2,,,,,,,-2.33,,,,29.479,,,,,,29.479,,,29.479,24.123,,,0.263,0.263,0.255,,0.263,0.263,0.255,
12/31/2020,397.308,,,,,,,,,,,,,-16.429,,,,,,,21.37,,,,54.121,,,,,,54.121,,,54.121,45.019,,,0.285,0.285,0.472,,0.285,0.285,0.472,
