Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/26/2004,1661.718994,1273.872986,458.669006,815.203979,64.401001,64.401001,,22.344,1.076,0.632,20.636,0.0,41.317001,,,1401.935059,71.108002,354.783997,-283.675995,0.0,188.675995,2.719,0.899,1.82,185.956995,259.783997,,75.078003,75.078003,,,,0.0,,,,,222.75,,,222.75,297.828003,0.0,,,,12.466,,,,,,12.466,12.466,310.294003,0.0,2266.397949,,,0.0,-841.221985,-73.751038,1351.424927,0.0,1351.424927,1661.718929,
02/25/2005,1648.878,882.781,226.979,655.802,74.018,74.018,,24.263,0.936,0.617,22.71,,33.335,,,1014.397,71.346,359.64,-288.294,0.0,563.135,380.333,310.367,69.966,182.802,634.481,,77.725,77.725,,,,0.0,,,,,232.992,,,232.992,310.717,0.0,,,,9.149,,,,,,9.149,9.149,319.866,0.0,2302.372,,,-49.577,-905.702,-18.081,1329.012,0.0,1329.012,1648.878,
06/03/2005,1592.967041,844.103973,268.535004,575.56897,61.664001,61.664001,,29.311001,0.997,0.611,27.702999,0.0,42.43,,,977.508972,69.535004,308.480011,-238.945007,0.0,545.922974,376.248993,310.367004,65.881989,169.673981,615.457977,,99.632004,99.632004,,,,0.0,,,,,209.927994,,,209.927994,309.559998,0.0,,,,8.484,,,,,,8.484,8.484,318.043998,0.0,2302.189941,,,-39.820999,-967.952026,-19.493942,1274.922974,0.0,1274.922974,1592.966971,
09/02/2005,1545.342041,781.740997,168.498993,613.242004,74.359001,74.359001,,34.673,0.652,0.62,33.401001,0.0,44.518002,,,935.291016,69.710999,307.742004,-238.031006,0.0,540.340027,371.140991,309.121002,62.019989,169.199036,610.051025,,92.085999,92.085999,,,,0.0,,,,,210.865997,,,210.865997,302.951996,0.0,,,,7.552,,,,,,7.552,7.552,310.503996,0.0,2299.488037,,,-31.962,-1013.242004,-19.44602,1234.838013,0.0,1234.838013,1545.342009,
12/02/2005,1526.409058,753.934006,252.334,501.600006,93.029999,93.029999,,31.884001,0.744,0.528,30.612,0.0,35.558998,,,914.406982,71.323997,313.605988,-242.281998,0.0,540.677979,367.278015,309.121002,58.157013,173.399963,612.001976,,97.528999,97.528999,,,,0.0,,,,,189.49099,,,189.49099,287.019989,0.0,,,,6.648,,,,,,6.648,6.648,293.667989,0.0,2301.275879,,,-13.431,-1035.334961,-19.769073,1232.740845,0.0,1232.740845,1526.408834,
03/03/2006,1499.003052,706.0,231.845001,474.154999,89.899002,89.899002,,31.070999,1.547,0.349,29.174999,0.0,33.721001,,,860.690979,71.647003,315.865997,-244.218994,0.0,566.664978,363.415985,309.121002,54.294983,203.248993,638.311981,,92.300003,92.300003,,,,0.0,,,,,196.496994,,,196.496994,288.796997,0.0,,,,5.382,,,,,,5.382,5.382,294.178997,0.0,2298.704102,,,-8.803,-1069.682007,-15.394998,1204.824097,0.0,1204.824097,1499.003094,
06/02/2006,1861.360962,864.346985,501.096985,363.25,178.343994,115.120003,,148.819,66.655998,12.777,69.386002,0.0,57.834999,,,1249.344971,89.109001,322.053009,-232.944,0.0,522.906982,466.104004,354.259003,111.845001,56.802979,612.015984,,153.244995,153.244995,,,,0.0,,,,,318.036011,,,318.036011,471.281006,0.0,,,,13.788,,,,,,13.788,13.788,485.069006,0.0,2300.395996,,,0.0,-1087.511963,-10.522095,1202.361938,173.929993,1376.291931,1861.360937,
09/01/2006,1878.889,915.659,525.177,390.482,171.783,120.848,,171.366,57.043,15.851,98.472,,56.97,,,1315.778,80.309,320.94,-240.631,0.0,482.802,453.873,354.259,99.614,28.929,563.111,,148.326,148.326,,,,0.0,,,,,338.342,,,338.342,486.668,0.0,,,,13.299,,,,,,13.299,13.299,499.967,0.0,2301.384,,,-2.705,-1101.391,-1.238,1196.05,182.872,1378.922,1878.889,
11/30/2006,1831.812,868.538,529.18,339.358,217.54,155.181,,142.671,62.509,10.571,69.591,0.0,57.715,,,1286.464,78.868,299.919,-221.051,0.0,466.48,441.603,354.259,87.344,24.877,545.348,,122.166,122.166,,,,0.0,,,,,341.287,,,341.287,463.453,0.0,,,,2.685,,,,,,2.685,2.685,466.138,0.0,2311.303,,,0.0,-1105.402,2.712,1208.613,157.061,1365.674,1831.812,
03/02/2007,1857.658,956.147,842.761,113.386,180.016,144.345,,124.459,43.172,7.619,73.668,0.0,51.214,,,1311.836,80.564,312.978,-232.414,0.0,465.258,437.596,357.43,80.166,27.662,545.822,,128.916,128.916,,,,0.0,,,,,342.239,,,342.239,471.155,0.0,,,,2.354,,,,,,2.354,2.354,473.509,0.0,2316.571,,,0.0,-1110.183,5.908,1212.296,171.853,1384.149,1857.658,
05/31/2007,2151.092,559.217,559.217,,180.32,102.952,,107.988,38.988,7.143,61.857,0.0,50.157,,,897.682,76.46,311.014,-234.554,,1176.95,1137.733,766.444,371.289,39.217,1253.41,,110.43,110.43,,,,94.0,,,,,435.638,,,435.638,640.068,336.0,,,,23.725,,,,,,23.725,359.725,999.793,0.0,2323.356,,,0.0,-1176.406,4.349,1151.299,,1151.299,2151.092,
08/31/2007,2065.225,501.046,501.046,0.0,197.472,132.589,,104.735,29.997,5.212,69.526,0.0,48.271,,,851.524,69.25,,,0.0,1144.451,1114.642,767.274,347.368,29.809,1213.701,,106.262,106.262,,,,94.0,,,,,370.633,,,370.633,570.895,336.0,,,,14.542,,,,,,14.542,350.542,921.437,0.0,2327.872,,,0.0,-1195.06,10.976,1143.788,0.0,1143.788,2065.225,
11/30/2007,1946.322,419.143,419.143,0.0,198.546,127.55,,93.788,28.705,6.588,58.495,0.0,54.227,,,765.704,63.919,261.855,-197.936,0.0,1116.699,1089.952,767.274,322.678,26.747,1180.618,,103.115,103.115,,,,48.0,,,,,366.873,,,366.873,517.988,288.0,,,,14.865,,,,,,14.865,302.865,820.853,0.0,2337.557,,,0.0,-1230.686,18.598,1125.469,0.0,1125.469,1946.322,
02/29/2008,2006.489,466.03,466.03,0.0,248.904,142.309,,93.85,21.469,4.587,67.794,0.0,46.601,,,855.385,56.766,254.713,-197.947,0.0,1094.338,1067.581,767.274,300.307,26.757,1151.104,,104.489,104.489,,,,48.0,,,,,414.693,,,414.693,567.182,288.0,,,,16.839,,,,,,16.839,304.839,872.021,0.0,2342.574,,,0.0,-1238.526,30.42,1134.468,0.0,1134.468,2006.489,
05/30/2008,1775.13,503.644,503.644,0.0,181.397,116.281,,90.831,22.657,6.119,62.055,0.0,34.033,,,809.905,54.314,260.149,-205.835,0.0,910.911,887.682,609.297,278.385,23.229,965.225,,90.28,90.28,,,,48.0,,,,,366.181,,,366.181,504.461,253.0,,,,22.367,,,,,,22.367,275.367,779.828,0.0,2353.688,,,0.0,-1405.247,46.861,995.302,0.0,995.302,1775.13,
08/29/2008,1857.201,541.428,541.428,0.0,231.235,143.135,88.1,108.376,21.568,5.488,81.32,0.0,35.584,,35.584,916.623,54.258,260.869,-206.611,0.0,886.32,863.593,609.297,254.296,22.727,940.578,,436.499,95.391,,,341.108,88.0,0.0,,,88.0,0.0,,,0.0,524.499,213.0,213.0,,,30.696,,,,,30.696,0.0,243.696,768.195,0.0,2359.869,4.05891,2355.81009,0.0,-1325.409,54.546,1089.006,0.0,1089.006,1857.201,
11/28/2008,1758.267,460.787,460.787,0.0,244.489,131.151,113.338,111.478,20.864,4.101,86.513,0.0,35.092,,35.092,851.846,49.187,243.203,-194.016,0.0,857.234,837.268,609.297,227.971,19.966,906.421,,465.286,86.386,,,378.9,48.0,0.0,,,48.0,0.0,,,0.0,513.286,165.0,165.0,,,23.122,,,,,23.122,0.0,188.122,701.408,0.0,2318.036,3.8675,2314.1685,0.0,-1312.539,51.362,1056.859,0.0,1056.859,1758.267,
02/27/2009,1801.727,559.961,559.961,0.0,199.878,114.083,85.795,107.103,16.583,4.004,86.516,0.0,55.881,,55.881,922.823,43.828,237.322,-193.494,0.0,835.076,813.135,609.297,203.838,21.941,878.904,,486.704,71.636,,,415.068,61.0,0.0,,,61.0,0.0,,,0.0,547.704,152.0,152.0,,,40.129,,,,,40.129,0.0,192.129,739.833,0.0,2323.511,3.87269,2319.63831,0.0,-1310.672,49.055,1061.894,0.0,1061.894,1801.727,
05/29/2009,1815.357,644.175,545.818,98.357,153.361,112.771,40.59,90.395,17.115,3.42,69.86,0.0,56.982,0.0,56.982,944.913,40.012,212.729,-172.717,0.0,830.432,807.921,609.297,198.624,22.511,870.444,,462.453,68.35,0.0,0.0,394.103,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,510.453,152.0,152.0,0.0,0.0,40.729,0.0,0.0,0.0,0.0,40.729,0.0,192.729,703.182,0.0,2336.961,3.89284,2333.06816,0.0,-1290.522,65.736,1112.175,0.0,1112.175,1815.357,
08/28/2009,1801.709,665.823,625.908,39.915,148.462,101.536,46.926,86.232,20.013,3.686,62.533,0.0,47.229,,47.229,947.746,38.228,217.844,-179.616,0.0,815.735,790.875,609.297,181.578,24.86,853.963,,428.297,67.928,,,360.369,88.0,0.0,,,88.0,0.0,,,0.0,516.297,112.0,112.0,,,41.328,,,,,41.328,0.0,153.328,669.625,0.0,2348.18,3.91828,2344.26172,0.0,-1283.061,66.965,1132.084,0.0,1132.084,1801.709,
11/27/2009,1835.018,704.079,704.079,0.0,145.994,110.297,35.697,94.844,16.577,4.315,73.952,0.0,55.307,,55.307,1000.224,36.805,212.976,-176.171,0.0,797.989,774.228,609.297,164.931,23.761,834.794,,509.575,81.632,,,427.943,48.0,0.0,,,48.0,0.0,,,0.0,557.575,64.0,64.0,,,40.695,,,,,40.695,0.0,104.695,662.27,0.0,2367.273,3.95902,2363.31398,0.0,-1263.069,68.544,1172.748,0.0,1172.748,1835.018,
02/26/2010,1932.948,795.014,795.014,0.0,156.686,129.998,26.688,114.972,17.027,4.287,93.658,0.0,48.977,,48.977,1115.649,36.747,213.399,-176.652,0.0,780.552,757.729,609.297,148.432,22.823,817.299,,559.295,74.907,,,484.388,48.0,0.0,,,48.0,0.0,,,0.0,607.295,64.0,64.0,,,37.218,,,,,37.218,0.0,101.218,708.513,0.0,2378.781,3.98088,2374.80012,0.0,-1221.678,67.332,1224.435,0.0,1224.435,1932.948,
