Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2017,23126.0,425.0,425.0,0,3302.0,3302.0,0.0,930.0,,,,,477.0,,,,477.0,5134.0,955.0,,,0.0,,17037.0,11973.0,11648.0,325.0,5064.0,17992.0,,1203.0,325.0,,,878.0,70.0,0.0,,,70.0,2523.0,,,337.0,2113.0,3796.0,11103.0,11103.0,,,2556.0,,,2219.0,13659.0,17455.0,0,10108.0,0.7962,10107.2038,-20591.0,16589.0,-697.0,5409.0,262.0,5671.0,23126.0,
09/30/2017,23698.0,1389.0,1389.0,0,2970.0,2970.0,0.0,919.0,,,,,523.0,0.0,,40.0,516.0,5801.0,978.0,2973.0,-1995.0,486.0,486.0,16433.0,11978.0,11665.0,313.0,4415.0,17897.0,,1300.0,431.0,,,869.0,19.0,0.0,,,19.0,2434.0,0.0,0.0,294.0,1971.0,3753.0,11100.0,11046.0,54.0,54.0,2478.0,0.0,455.0,1729.0,13578.0,17331.0,0,10119.0,0.7962,10118.2038,-20590.0,17124.0,-618.0,6035.0,332.0,6367.0,23698.0,
12/31/2017,22831.0,394.0,394.0,0,3125.0,3125.0,0.0,959.0,,,,,527.0,,,,518.0,5005.0,936.0,,,0.0,,16890.0,11965.0,11660.0,305.0,4925.0,17826.0,,1005.0,351.0,,,654.0,120.0,0.0,,,120.0,2413.0,,,235.0,1992.0,3538.0,10069.0,10069.0,,,2344.0,,,2109.0,12413.0,15951.0,0,10129.0,0.7962,10128.2038,-20585.0,17582.0,-576.0,6550.0,330.0,6880.0,22831.0,
03/31/2018,22994.0,417.0,417.0,0,3034.0,3034.0,0.0,965.0,,,,,661.0,,,,657.0,5077.0,908.0,,,0.0,,17009.0,12049.0,11724.0,325.0,4960.0,17917.0,,1007.0,300.0,,,707.0,15.0,0.0,,,15.0,2306.0,,,315.0,1960.0,3328.0,10069.0,10069.0,,,2479.0,,,2164.0,12548.0,15876.0,0,10147.0,0.7962,10146.2038,-20580.0,17762.0,-549.0,6780.0,338.0,7118.0,22994.0,
06/30/2018,23161.0,929.0,929.0,0,3149.0,3149.0,0.0,916.0,,,,,579.0,,,,579.0,5573.0,875.0,,,,,16713.0,11921.0,11610.0,311.0,4792.0,17588.0,,1069.0,305.0,,,764.0,23.0,0.0,,,23.0,2205.0,,,350.0,1884.0,3297.0,10065.0,10065.0,,,2483.0,,,2133.0,12548.0,15845.0,0,10132.0,0.7962,10131.2038,-20562.0,18247.0,-811.0,7006.0,310.0,7316.0,23161.0,
09/30/2018,23783.0,1557.0,1557.0,0,3141.0,3141.0,0.0,896.0,,,,,482.0,0.0,,36.0,474.0,6076.0,919.0,3013.0,-2094.0,520.0,520.0,16268.0,11922.0,11609.0,313.0,4310.0,17707.0,,1281.0,433.0,,,848.0,567.0,0.0,,,567.0,2206.0,0.0,0.0,296.0,1808.0,4054.0,9515.0,9515.0,,,2503.0,0.0,402.0,1805.0,12018.0,16072.0,0,10145.0,0.7962,10144.2038,-20562.0,18561.0,-737.0,7407.0,304.0,7711.0,23783.0,
12/31/2018,22744.0,534.0,534.0,0,3205.0,3205.0,0.0,829.0,,,,,468.0,,,,468.0,5036.0,893.0,,,0.0,,16815.0,11911.0,11606.0,305.0,4904.0,17708.0,,1037.0,305.0,,,732.0,326.0,0.0,,,326.0,2470.0,,,274.0,2035.0,3833.0,8635.0,8635.0,,,2313.0,,,2039.0,10948.0,14781.0,0,10154.0,0.7962,10153.2038,-20561.0,18916.0,-839.0,7670.0,293.0,7963.0,22744.0,
03/31/2019,23093.0,486.0,486.0,0,3088.0,3088.0,0.0,855.0,,,,,571.0,,,,563.0,5000.0,895.0,,,0.0,,17198.0,12229.0,11888.0,341.0,4969.0,18093.0,,1166.0,394.0,,,772.0,322.0,0.0,,,322.0,2384.0,,,319.0,1920.0,3872.0,8637.0,8637.0,,,2306.0,,,1987.0,10943.0,14815.0,0,10161.0,0.7961,10160.2039,-20554.0,19197.0,-828.0,7976.0,302.0,8278.0,23093.0,
06/30/2019,23648.0,722.0,722.0,0,3386.0,3386.0,0.0,819.0,,,,,515.0,,,,515.0,5442.0,891.0,,,,,17315.0,12214.0,11886.0,328.0,5101.0,18206.0,,1278.0,441.0,,,837.0,320.0,0.0,,,320.0,2405.0,,,318.0,1930.0,4003.0,8638.0,8638.0,,,2274.0,,,1956.0,10912.0,14915.0,0,10157.0,0.7962,10156.2038,-20541.0,19656.0,-832.0,8440.0,293.0,8733.0,23648.0,
09/30/2019,23671.0,760.0,760.0,0,3299.0,3299.0,0.0,775.0,,,,,460.0,0.0,,194.0,460.0,5294.0,922.0,3071.0,-2149.0,0.0,,17455.0,12211.0,11857.0,354.0,5050.0,18377.0,,1409.0,482.0,,,927.0,98.0,0.0,,,98.0,2317.0,0.0,0.0,265.0,1870.0,3824.0,8640.0,8640.0,,,2446.0,0.0,599.0,1582.0,11086.0,14910.0,0,10181.0,0.7962,10180.2038,-20541.0,19887.0,-1073.0,8454.0,307.0,8761.0,23671.0,
