Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1992,1809.300049,,-1173.099976,,636.200073,,-458.100006,,,,178.100006,-252.299999,,24.799999,,0.0,,227.5,-74.199993,22.1,-52.099998,0.0,,,-52.099993,-3.7,-55.799999,0.0,,-55.799999,-55.799999,,321.26001,-0.175,-0.175,-0.175,321.26001,-0.175,-0.175,-0.175,
03/31/1993,1702.0,,-1099.300049,,602.699951,,-406.700012,,,,196.0,-1.4,,26.1,,0.0,,-24.700001,194.6,-66.400002,128.199997,0.0,,,128.199999,-3.4,124.800003,0.0,,124.800003,124.800003,,321.600006,0.39,0.39,,321.600006,0.39,0.39,0.39,
06/30/1993,1725.900024,,-1121.800049,,604.099976,,-412.5,,,,191.600006,10.9,,28.1,,0.0,,-39.0,202.500006,-65.5,137.0,0.0,,,137.000006,-3.7,133.300003,0.0,,133.300003,133.300003,,321.600006,0.415,0.415,,321.600006,0.415,0.415,0.415,
09/30/1993,1781.0,,-1193.099976,,587.900024,,-398.299988,,,,189.600006,1.700001,,27.4,,0.0,,-29.1,191.300007,-76.0,115.300003,0.0,,,115.300007,-4.1,111.199997,0.0,,111.199997,111.199997,,321.600006,0.345,0.345,,321.600006,0.345,0.345,0.345,
12/31/1993,1764.0,,-1167.199951,,596.800049,,-380.5,,,,216.300003,6.3,,31.0,,15.7,,-53.0,222.600003,-76.5,146.100006,0.0,,,146.100003,-4.5,141.600006,0.0,,141.600006,141.600006,,321.799988,0.44,0.44,0.44,321.799988,0.44,0.44,0.44,
03/31/1994,1784.800049,,-1171.099976,,613.700073,,-393.200012,,,,220.5,-12.0,,31.1,,,,-19.1,208.5,-68.800003,139.699997,0.0,,,139.699997,-3.5,136.199997,0.0,,136.199997,136.199997,,322.0,0.425,0.425,,322.0,0.425,0.425,0.425,
06/30/1994,1838.5,,-1209.900024,,628.599976,,-404.100006,,,,224.5,4.5,,32.299999,,,,-36.799999,229.0,-75.199997,153.800003,0.0,,,153.800003,-2.3,151.5,0.0,,151.5,151.5,,322.0,0.47,0.47,,322.0,0.47,0.47,0.47,
09/30/1994,1846.300049,,-1247.5,,598.800049,,-406.899994,,,,191.899994,12.900002,,33.0,,,,-45.900002,204.799995,-60.099998,144.699997,0.0,,,144.699997,-2.9,141.800003,0.0,,141.800003,141.800003,,322.200012,0.44,0.44,,322.200012,0.44,0.44,0.44,
12/31/1994,1920.800049,,-1296.599976,,624.200073,,-415.799988,,,,208.399994,-23.0,,33.0,,,,-10.0,185.399994,-72.300003,113.099998,0.0,,,113.099991,-7.5,105.599998,0.0,,105.599998,105.599998,,321.799988,0.33,0.33,0.33,321.799988,0.33,0.33,0.33,
03/31/1995,3171.899902,,-2120.199951,,1051.699951,,-682.799988,,,,368.899994,-43.6,,61.200001,,,,-17.6,325.299994,-116.699997,208.600006,0.0,,,208.599997,-9.0,199.600006,0.0,,199.600006,199.600006,,559.0,0.355,0.355,,559.0,0.355,0.355,0.355,
06/30/1995,3393.699951,,-2220.5,,1173.199951,,-737.5,,,,435.700012,26.599998,,64.599998,,,,-91.199997,462.300011,-144.699997,317.600006,0.0,,,317.600014,-10.2,307.399994,0.0,,307.399994,307.399994,,558.400024,0.55,0.55,,558.400024,0.55,0.55,0.55,
09/30/1995,3509.5,,-2279.600098,,1229.899902,,-733.599976,,,,496.299988,56.900002,,61.0,,,,-117.900002,553.199989,-177.199997,376.0,0.0,,,375.999992,-8.1,367.899994,0.0,,367.899994,367.899994,,558.799988,0.66,0.66,,558.799988,0.66,0.66,0.66,
12/31/1995,3297.899902,,-2207.800049,,1090.099853,,-738.0,,,,352.100006,-1475.200001,,58.700001,,,,1416.5,-1123.099995,285.100006,-838.0,0.0,,,-837.999989,-3.7,-841.700012,0.0,,-841.700012,-841.700012,,559.0,-1.505,-1.505,-1.505,559.0,-1.505,-1.505,-1.505,
03/31/1996,3202.100098,,-2034.0,,1168.100098,,-674.799988,,,,493.299988,-9.899998,,51.599998,,,,-41.700001,483.39999,-156.899994,326.5,0.0,,,326.499996,-11.7,314.799988,0.0,,314.799988,314.799988,,562.142029,0.56,0.56,0.56,565.200012,0.55,0.55,0.55,
06/30/1996,3347.699951,,-2093.399902,,1254.300049,,-766.099976,,,,488.200012,67.699997,,50.5,,,,-118.199997,555.900009,-181.399994,374.5,0.0,,,374.500015,-9.8,364.700012,0.0,,364.700012,364.700012,,564.0,0.64,0.64,0.56,569.799988,0.64,0.64,0.56,
09/30/1996,3275.699951,,-2019.699951,,1256.0,,-710.200012,,,,545.799988,34.900002,,43.0,,,,-77.900002,580.699989,-189.899994,390.799988,0.0,,,390.799995,-13.6,377.200012,0.0,,377.200012,377.200012,,564.0,0.67,0.67,0.62,571.599976,0.66,0.66,0.61,
12/31/1996,3323.600098,,-2094.300049,,1229.300049,,-702.900024,,,,526.400024,8.300004,,41.599998,,,,-49.900002,534.700028,-172.600006,362.100006,0.0,,,362.100022,-15.0,347.100006,0.0,,347.100006,347.100006,,563.400024,0.62,0.62,0.63,569.0,0.61,0.61,0.62,
03/31/1997,3237.600098,,-1996.599976,,1241.000122,,-696.700012,,,,544.299988,6.5,,43.299999,,0.0,,-49.799999,550.799988,-171.0,379.799988,-4.8,,,384.599988,-15.6,369.0,0.0,,369.0,369.0,,560.799988,0.66,0.65,0.65,564.5,0.65,0.64,0.64,
06/30/1997,3124.300049,,-1932.099976,,1192.200073,,-697.799988,,,,494.399994,22.099998,,40.0,,0.0,,-62.099998,516.499992,-153.600006,362.899994,-12.7,,,375.599986,-12.1,363.5,0.0,,363.5,363.5,,559.400024,0.65,0.63,0.6,562.900024,0.65,0.63,0.6,
09/30/1997,3095.300049,,-1937.0,,1158.300049,,-691.799988,,,,466.5,-4.5,,35.0,,0.0,,-30.5,462.0,-139.5,322.5,0.0,,,322.5,-6.5,316.0,0.0,,316.0,316.0,,553.099976,0.57,0.57,0.57,556.5,0.57,0.57,0.57,
12/31/1997,3089.399902,,-2106.899902,,982.5,,-703.400024,,,,279.100006,-463.600006,,46.5,,,,417.100006,-184.5,31.0,-153.5,0.0,,,-153.5,6.5,-147.0,0.0,,-147.0,-147.0,,556.299988,-0.26,-0.26,0.66,556.299988,-0.26,-0.26,0.66,
03/31/1998,3048.600098,,-1884.099976,,1164.500122,,-706.0,,,,458.5,-24.800001,,48.200001,,0.0,,-23.4,433.699999,-129.600006,304.100006,11.2,,,292.899993,-6.5,286.399994,0.0,,286.399994,286.399994,,556.700012,0.51,0.53,0.56,560.0,0.51,0.53,0.56,
06/30/1998,3041.300049,,-1915.199951,,1126.100098,,-725.099976,,,,401.0,-10.700001,,48.900002,,0.0,,-38.200001,390.299999,-121.300003,269.0,0.0,,,268.999996,-6.1,262.899994,0.0,,262.899994,262.899994,,556.200012,0.47,0.47,0.58,559.099976,0.47,0.47,0.58,
09/30/1998,3099.699951,,-1933.099976,,1166.599976,,-771.5,,,,395.100006,118.900005,,50.700001,,0.0,,-169.600006,514.000011,-180.699997,333.299988,0.0,,,333.300014,-6.5,326.799988,0.0,,326.799988,326.799988,,547.200012,0.6,0.6,0.63,549.700012,0.59,0.59,0.62,
12/31/1998,6207.899658,,-3798.499878,,2409.39978,,-1491.299926,,,,918.099976,21.100008,,101.599994,,0.0,,-122.700002,939.199984,-311.000015,628.200043,0.0,,,628.199969,-11.699999,289.700049,0.0,,289.700049,289.700049,,541.099952,0.55,0.55,0.7,543.599904,0.53,0.53,0.67,
03/31/1999,3125.2,,-1851.9,,1273.3,,-725.8,,,,547.5,-6.8,47.5,53.5,-6.0,,,-40.7,540.7,-161.2,379.5,,,,379.5,-4.9,374.6,,,374.6,374.6,,535.9,0.7,0.7,0.7,539.1,0.69,0.69,0.69,
06/30/1999,3148.600098,,-1851.599976,,1297.000122,,-756.799988,,,,540.200012,26.599998,54.599998,54.599998,,0.0,,-81.199997,566.800011,-165.800003,401.0,0.0,,,401.000008,-9.9,391.100006,0.0,,391.100006,391.100006,,532.299988,0.73,0.73,0.72,536.299988,0.73,0.73,0.72,
09/30/1999,3307.5,,-1961.599976,,1345.900024,,-807.599976,,,,538.299988,176.400002,,53.599998,,0.0,,-230.0,714.699989,-222.600006,492.100006,0.0,,,492.099983,-13.7,478.399994,0.0,,478.399994,478.399994,,533.299988,0.9,0.9,0.76,537.400024,0.89,0.89,0.75,
12/31/1999,3425.5,,-2016.5,,1409.0,,-813.5,,,,595.5,23.6,39.7,51.4,-11.7,0.0,,-63.3,619.1,-180.6,438.5,0.0,,,438.5,-14.5,424.0,0.0,,424.0,424.0,,543.6,0.78,0.78,0.8,548.3,0.77,0.77,0.79,
03/31/2000,3387.2,,-1980.9,,1406.3,,-814.8,,,,591.5,93.2,41.6,49.4,-7.8,0.0,,-134.8,684.7,-202.2,482.5,0.0,,,482.5,-12.3,470.2,0.0,0.0,470.2,470.2,,545.3,0.86,0.86,0.8,549.9,0.86,0.86,0.8,
06/30/2000,3464.5,,-2032.1,,1432.4,,-806.5,,,,625.9,6.7,54.0,54.0,,0.0,,-60.7,632.6,-182.9,449.7,0.0,,,449.7,-15.4,434.3,0.0,0.0,434.3,434.3,,542.1,0.8,0.8,0.82,546.8,0.79,0.79,0.81,
09/30/2000,3529.5,,-2098.1,,1431.4,,-778.2,,,,653.2,-13.1,58.8,58.8,,0.0,,-45.7,640.1,-181.0,459.1,0.0,,,459.1,-18.7,440.4,0.0,,440.4,440.4,,537.0,0.82,0.82,0.85,540.5,0.81,0.81,0.84,
12/31/2000,3600.8,,-2117.4,,1483.4,,-824.4,,,,659.0,6.0,55.0,59.6,-4.6,0.0,,-61.0,665.0,-192.4,472.6,0.0,,,472.6,-16.9,455.7,0.0,0.0,455.7,455.7,,533.7,0.85,0.85,0.87,538.5,0.85,0.85,0.87,
03/31/2001,3608.4,,-2151.0,,1457.4,,-824.1,,,,633.3,-8.5,45.8,50.5,-4.7,0.0,,-37.3,624.8,-174.9,449.9,0.0,,,449.9,-16.5,433.4,0.0,0.0,433.4,433.4,,533.2,0.81,0.81,0.84,538.2,0.81,0.81,0.84,
06/30/2001,3534.2,,-2103.7,,1430.5,,-831.9,,,,598.6,0.2,48.4,48.4,,0.0,,-48.6,598.8,-164.3,434.5,0.0,,,434.5,-19.1,415.4,0.0,0.0,415.4,415.4,,531.9,0.78,0.78,0.81,535.3,0.78,0.78,0.81,
09/30/2001,3373.699951,,-2162.699951,,1211.0,,-564.5,,,,646.5,-29.6,,46.5,-4.1,0.0,,-12.8,616.9,-173.699997,443.200012,0.0,,,443.200003,-23.799999,419.399994,0.0,0.0,419.399994,419.399994,,532.200012,0.79,0.79,0.8,532.200012,0.79,0.79,0.8,
12/31/2001,3345.4,,-2198.3,,1147.1,,-536.7,,,,610.4,-132.1,41.200001,46.2,-4.999999,0.0,,90.899999,478.3,-132.8,345.5,0.0,,,345.5,-3.8,341.7,0.0,0.0,341.7,341.7,,527.0,0.65,0.65,0.79,527.0,0.65,0.65,0.79,
03/31/2002,3330.9,,-2118.5,,1212.4,,-566.2,,,,646.2,8.1,43.0,46.7,-3.7,0.0,,-51.1,654.3,-185.1,469.2,11.4,,,457.8,-18.6,439.2,0.0,0.0,439.2,439.2,,520.3,0.84,0.87,0.88,523.7,0.84,0.86,0.87,
06/30/2002,3408.9,,-2166.1,,1242.8,,-587.3,,,,655.5,-51.3,41.6,45.1,-3.5,0.0,,9.7,604.2,-163.2,441.0,0.0,,,441.0,-16.4,424.6,0.0,0.0,424.6,424.6,,518.5,0.82,0.82,0.86,522.6,0.81,0.81,0.86,
09/30/2002,3486.7,,-2246.5,,1240.2,,-579.1,,,,661.1,-29.7,41.5,45.1,-3.6,0.0,,-11.8,631.4,-176.4,455.0,0.0,,,455.0,-13.8,441.2,0.0,0.0,441.2,441.2,,516.3,0.85,0.85,0.87,519.1,0.85,0.85,0.87,
12/31/2002,3339.8,,-2219.6,,1120.2,,-545.9,,,,574.3,-53.5,40.3,45.2,-4.9,0.0,,13.2,520.8,-141.9,378.9,0.0,,,378.9,-9.3,369.6,0.0,0.0,369.6,369.6,,515.0,0.72,0.72,0.76,515.0,0.72,0.72,0.76,
03/31/2003,3459.7,,-2256.1,,1203.6,,-588.9,,,,614.7,-47.6,38.2,43.0,-4.8,0.0,,9.4,567.1,-157.5,409.6,0.0,,,409.6,-11.9,397.7,0.0,0.0,397.7,397.7,,510.3,0.78,0.78,0.8,511.3,0.78,0.78,0.8,
06/30/2003,3544.6,,-2337.4,,1207.2,,-579.5,,,,627.7,-30.8,40.3,44.6,-4.3,0.0,,-9.5,596.9,-164.9,432.0,0.0,,,432.0,-14.7,417.3,0.0,0.0,417.3,417.3,,508.1,0.82,0.82,0.82,509.7,0.82,0.82,0.82,
09/30/2003,3641.6,,-2426.7,,1214.9,,-589.6,,,,625.3,-35.2,35.8,40.6,-4.8,0.0,,-0.6,590.1,-157.8,432.3,0.0,,,432.3,-12.6,419.7,0.0,0.0,419.7,419.7,,506.1,0.83,0.83,0.85,507.8,0.83,0.83,0.85,
12/31/2003,3702.1,,-2427.9,,1274.2,,-617.6,,,,656.6,-146.7,35.6,39.7,-4.1,0.0,,111.1,509.9,-34.0,475.9,0.0,,,475.9,-16.4,459.5,0.0,0.0,459.5,459.5,,505.6,0.91,0.91,0.91,505.6,0.91,0.91,0.91,
03/31/2004,3799.1,,-2511.5,,1287.6,,-624.8,,,,662.8,-69.8,34.7,38.7,-4.0,0.0,,35.1,593.0,-116.7,476.3,0.0,,,476.3,-17.0,459.3,0.0,0.0,459.3,459.3,,501.8,0.92,0.92,0.92,505.3,0.91,0.91,0.91,
06/30/2004,3775.7,,-2491.0,,1284.7,,-625.5,,,,659.2,-60.0,36.7,40.7,-4.0,0.0,,23.3,599.2,-126.8,472.4,0.0,,,472.4,-18.1,454.3,0.0,0.0,454.3,454.3,,499.9,0.91,0.91,0.91,504.3,0.9,0.9,0.9,
09/30/2004,3866.3,,-2601.8,,1264.5,,-633.9,,,,630.6,-31.5,36.4,41.1,-4.7,0.0,,-4.9,599.1,-139.0,460.1,0.0,,,460.1,-18.8,441.3,0.0,0.0,441.3,441.3,,492.7,0.9,0.9,0.9,497.1,0.89,0.89,0.89,
12/31/2004,3901.399902,,-2582.5,,1318.899902,,-677.5,,663.9,13.6,641.400024,-45.9,36.8,42.0,-5.2,,,41.8,595.500024,-125.699997,469.799988,4.5,,,465.300027,-20.0,445.299988,0.0,0.0,445.299988,445.299988,0.0,490.299988,0.92,0.92,0.92,490.299988,0.91,0.92,0.92,
03/31/2005,3905.8,,-2599.2,,1306.6,,-653.9,,,,652.7,-65.2,37.9,43.9,-6.0,0.0,,27.3,587.5,-117.2,470.3,0.0,,,470.3,-20.2,450.1,0.0,0.0,450.1,450.1,,480.5,0.94,0.94,0.92,484.6,0.93,0.93,0.91,
06/30/2005,3987.1,,-2664.5,,1322.6,,-686.4,,,,636.2,-53.6,38.0,46.3,-8.3,0.0,,15.6,582.6,-140.8,441.8,0.0,,,441.8,-20.0,421.8,0.0,0.0,421.8,421.8,,477.5,0.88,0.88,0.95,481.2,0.88,0.88,0.95,
09/30/2005,4000.8,,-2683.9,,1316.9,,-672.0,,,,644.9,-231.1,40.6,48.0,-7.4,0.0,,190.5,413.8,-66.3,347.5,0.0,,,347.5,-22.2,325.3,0.0,0.0,325.3,325.3,,473.6,0.69,0.69,0.96,476.8,0.68,0.68,0.95,
12/31/2005,4008.9,,-2678.2,,1330.7,,-697.9,,,,632.8,-111.2,46.2,52.0,-5.8,0.0,,65.0,521.6,-114.1,407.5,12.3,,,395.2,-24.1,371.1,0.0,0.0,371.1,371.1,,469.747,0.79,0.82,0.97,478.14,0.79,0.82,0.97,
03/31/2006,4067.9,,-2914.8,,1153.1,,-732.7,,712.5,20.2,420.4,-24.7,47.9,54.3,-6.4,0.0,,-62.2,395.7,-99.3,296.4,0.0,,,296.4,-21.3,275.1,0.0,0.0,275.1,275.1,,460.4,0.6,0.6,0.93,461.8,0.6,0.6,0.93,
06/30/2006,4161.4,,-2873.8,,1287.6,,-743.5,,741.9,1.6,544.1,-13.2,48.5,55.1,-6.6,0.0,,-78.2,530.9,-131.0,399.9,0.0,,,399.9,-22.3,377.6,0.0,0.0,377.6,377.6,,459.0,0.82,0.82,0.95,460.8,0.82,0.82,0.95,
09/30/2006,4210.4,,-2934.9,,1275.5,,-749.1,,749.2,-0.1,526.4,-24.1,49.7,56.5,-6.8,0.0,,-68.4,502.3,-114.6,387.7,0.0,,,387.7,-23.5,364.2,0.0,0.0,364.2,364.2,91.0,457.6,0.8,0.8,1.0,459.8,0.79,0.79,0.99,
12/31/2006,4307.2,,-3243.6,,1063.6,,-877.9,,,,185.7,448.9,45.0,54.4,-9.4,0.0,,-493.9,634.6,-124.3,510.3,0.0,,,510.3,-27.7,482.6,0.0,0.0,482.6,482.6,,457.0,1.06,1.06,1.05,464.0,1.04,1.04,1.03,
03/31/2007,4385.3,,-3033.0,,1352.3,,-736.2,,732.6,3.6,616.1,-26.9,44.3,50.9,-6.6,0.0,,-62.4,589.2,-112.1,477.1,0.0,,,477.1,-25.1,452.0,0.0,0.0,452.0,452.0,,455.8,0.99,0.99,1.04,459.9,0.98,0.98,1.03,
06/30/2007,4502.0,,-3056.0,,1446.0,,-797.3,,797.6,-0.3,648.7,-49.2,44.5,51.9,-7.4,0.0,,-38.1,599.5,-111.5,488.0,0.0,,,488.0,-26.2,461.8,0.0,0.0,461.8,461.8,,455.6,1.01,1.01,1.05,459.6,1.0,1.0,1.04,
09/30/2007,4620.6,,-3177.1,,1443.5,,-760.8,,783.7,-22.9,682.7,-36.7,69.3,78.6,-9.3,0.0,,-71.7,646.0,-167.5,478.5,0.0,,,478.5,-25.4,453.1,0.0,0.0,453.1,453.1,,432.2,1.05,1.05,1.077,436.0,1.04,1.04,1.067,
12/31/2007,4758.1,,-3296.0,,1462.1,,-793.2,,792.0,1.2,668.9,-16.1,73.9,83.4,-9.5,0.0,,-14.7,652.8,-145.4,507.4,0.0,,,507.4,-51.4,456.0,0.0,0.0,456.0,456.0,18.07,422.2,1.07,1.07,1.1128,426.5,1.07,1.07,1.112368,
03/31/2008,4812.7,,-3357.0,,1455.7,,-791.6,,798.4,-6.8,664.1,-23.0,66.4,74.7,-8.3,0.0,,-86.8,641.1,-164.6,476.5,0.0,,,476.5,-35.6,440.9,0.0,0.0,440.9,440.9,16.1,420.2,1.05,1.05,1.09,423.0,1.04,1.04,1.08,
06/30/2008,5006.2,,-3521.7,,1484.5,,-834.4,,827.3,7.1,650.1,-17.0,65.4,72.8,-7.4,0.0,,-96.8,633.1,-174.6,458.5,7.7,,,450.8,-34.1,416.7,0.0,0.0,416.7,416.7,9.0,417.7,1.0,1.02,1.04,419.9,0.99,1.01,1.03,
09/30/2008,4998.2,,-3535.0,,1463.2,,-853.7,,849.0,4.7,609.5,-7.9,60.6,75.5,-14.9,0.0,,-105.4,601.6,-154.5,447.1,0.0,,,447.1,-34.0,413.1,0.0,0.0,413.1,413.1,,415.1,1.0,1.0,1.03,416.8,0.99,0.99,1.02,
12/31/2008,4597.9,,-3155.1,,1442.8,,-843.3,,,,599.5,-20.3,65.6,81.0,-15.4,0.0,,-45.3,579.2,-124.3,454.9,0.3,,,454.6,-35.3,419.3,0.0,0.0,419.3,419.3,,415.2,1.01,1.01,1.03,415.2,1.01,1.01,1.03,
03/31/2009,4493.0,4493.0,-3039.0,3039.0,1454.0,0.0,-826.0,749.0,,77.0,628.0,-65.0,65.0,73.0,-8.0,,32.0,0.0,563.0,-164.0,431.0,0.0,0.0,0.0,431.0,-24.0,407.0,,0.0,407.0,407.0,0.0,415.6,0.98,0.98,0.98,415.9,0.98,0.98,0.98,
06/30/2009,4727.0,4727.0,-3154.0,3154.0,1573.0,0.0,-964.0,923.0,,41.0,609.0,-65.0,65.0,71.0,-6.0,,44.0,0.0,544.0,-158.0,430.0,0.0,0.0,0.0,430.0,-27.0,403.0,,0.0,403.0,474.5,71.5,415.6,0.97,0.97,1.141723,415.9,0.97,0.97,1.141723,
09/30/2009,4913.0,4913.0,-3186.0,3186.0,1727.0,0.0,-856.0,852.0,,4.0,871.0,-60.0,60.0,67.0,-7.0,,40.0,0.0,811.0,-240.0,611.0,0.0,0.0,0.0,611.0,-29.0,582.0,,0.0,582.0,589.8,7.8,415.9,1.4,1.4,1.418129,416.8,1.4,1.4,1.418129,
12/31/2009,4982.0,4982.0,-3316.0,3316.0,1666.0,0.0,-949.0,974.0,,-25.0,717.0,-59.0,59.0,64.0,-5.0,,48.0,0.0,658.0,-184.0,522.0,0.0,0.0,0.0,522.0,-30.0,492.0,,0.0,492.0,485.5,-6.5,419.2,1.17,1.17,1.158158,419.2,1.17,1.17,1.154494,
03/31/2010,4835.0,4835.0,-3188.0,3188.0,1647.0,0.0,-982.0,881.0,,101.0,665.0,-56.0,56.0,61.0,-5.0,,43.0,0.0,609.0,-241.0,411.0,0.0,0.0,0.0,411.0,-27.0,384.0,,0.0,384.0,480.0,96.0,417.6,0.92,0.92,1.149425,419.3,0.92,0.92,1.148953,
06/30/2010,4857.0,4857.0,-3213.0,3213.0,1644.0,0.0,-933.0,929.0,,4.0,711.0,-54.0,54.0,60.0,-6.0,,47.0,0.0,657.0,-181.0,523.0,0.0,0.0,0.0,523.0,-25.0,498.0,,0.0,498.0,498.0,0.0,413.7,1.2,1.2,1.2,415.6,1.2,1.2,1.2,
09/30/2010,4979.0,4979.0,-3365.0,3365.0,1614.0,0.0,-916.0,909.0,,7.0,698.0,-54.0,54.0,59.0,-5.0,,40.0,0.0,644.0,-195.0,489.0,0.0,0.0,0.0,489.0,-20.0,469.0,,0.0,469.0,469.0,0.0,409.9,1.14,1.14,1.14,412.6,1.14,1.14,1.14,
12/31/2010,5075.0,5075.0,-3430.0,3430.0,1645.0,0.0,-946.0,954.0,,-8.0,699.0,-59.0,59.0,63.0,-4.0,,51.0,0.0,640.0,-171.0,520.0,0.0,0.0,0.0,520.0,-28.0,492.0,,0.0,492.0,504.35,12.35,410.8,1.2,1.2,1.227726,410.8,1.2,1.2,1.227726,
03/31/2011,5029.0,5029.0,-3566.0,3566.0,1463.0,0.0,-919.0,921.0,,-2.0,544.0,-60.0,60.0,64.0,-4.0,,40.0,0.0,484.0,-152.0,372.0,0.0,0.0,0.0,372.0,-22.0,350.0,,0.0,350.0,442.0,92.0,403.4,0.87,0.87,1.095687,405.9,0.86,0.86,1.086657,
