Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1995,147.341995,4.695,4.695,0.0,96.274002,,,14.749,,,,,12.513,,,,,,128.231003,16.184999,,,0.0,2.926,,,,2.926,19.111,,6.243,6.243,,,,0.0,,,,,69.461002,,,69.461002,75.704002,0.0,,,,0.0,,,,,,0.0,0.0,75.704002,0.0,32.271,,,0.0,,39.367001,71.638,0.0,71.638,147.342003,
12/31/1995,164.087997,11.506,11.506,0.0,108.525002,,,13.853,,,,,10.531,,,,,,144.414993,16.912001,26.368,-9.456,0.0,2.761,,,,2.761,19.673001,,12.963,12.963,,,,0.0,,,,,72.799001,,,72.799001,85.762001,0.0,,,,0.947,,,,,,0.947,0.947,86.709001,0.0,33.307999,,,0.0,,44.070999,77.378998,0.0,77.378998,164.087999,
03/31/1996,186.860992,6.903,6.903,0.0,125.773003,,,18.120001,,,,,13.986,,,,,,164.781998,18.552999,,,0.0,3.526,,,,3.526,22.079,,12.105,12.105,,,,0.0,,,,,90.498997,,,90.498997,102.603996,0.0,,,,1.084,,,,,,1.084,1.084,103.687996,0.0,33.554001,,,0.0,,49.618999,83.173,0.0,83.173,186.860997,
06/30/1996,259.705994,62.931002,9.49,53.441002,130.145004,,,19.481001,,,,,13.396,,,,,,225.953003,19.629999,,,0.0,14.123,,,,14.123,33.752999,,11.984,11.984,,,,0.0,,,,,91.808,,,91.808,103.792,0.0,,,,1.114,,,,,,1.114,1.114,104.906,0.0,98.778,,,0.0,,56.021999,154.799999,0.0,154.799999,259.705999,
09/30/1996,278.562012,61.432001,7.601,53.831001,138.962997,,,21.951,,,,,21.504999,,,,,,243.850998,20.816999,,,0.0,13.894,,,,13.894,34.710999,,12.714,12.714,,,,0.0,,,,,102.520001,,,102.520001,115.234001,0.0,,,,1.459,,,,,,1.459,1.459,116.693001,0.0,98.796997,,,0.0,,63.071999,161.868996,0.0,161.868996,278.561997,
12/31/1996,300.424988,79.599,25.211,54.388,144.962997,,,17.490999,,,,,21.096001,,,,,,263.148987,21.447001,36.395,-14.948,0.0,15.829,,,,15.829,37.276001,,16.347,16.347,,,,0.0,,,,,118.542999,,,118.542999,134.889999,0.0,,,,1.445,,,,,,1.445,1.445,136.334999,0.0,99.123001,,,-5.25,,70.217003,164.090004,0.0,164.090004,300.425003,
03/31/1997,323.108002,65.871002,11.034,54.837002,169.432999,,,27.658001,,,,,21.452999,,,,,,284.415009,25.777,,,0.0,12.916,,,,12.916,38.693001,,16.841,16.841,,,,0.0,,,,,134.610996,,,134.610996,151.451996,0.0,,,,1.575,,,,,,1.575,1.575,153.026996,0.0,99.219002,,,-6.989,,77.850999,170.081001,0.0,170.081001,323.107997,
06/30/1997,337.381989,83.709002,27.128,56.581001,168.802994,,,26.332001,,,,,19.261,,,,,,298.105011,26.716999,,,0.0,12.56,,,,12.56,39.276999,,18.136999,18.136999,,,,0.0,,,,,138.829996,,,138.829996,156.966995,0.0,,,,1.572,,,,,,1.572,1.572,158.538995,0.0,99.846001,,,-6.989,,85.986001,178.843002,0.0,178.843002,337.381998,
09/30/1997,368.43399,102.914001,45.742001,57.172001,188.882004,,,20.757999,,,,,16.808001,,,,,,329.362,26.797001,47.216,-20.419001,0.0,12.275,,,,12.275,39.072001,,20.267,20.267,,,,0.0,,,,,154.046003,,,154.046003,174.313004,0.0,,,,1.18,,,,,,1.18,1.18,175.493003,0.0,105.325996,,,-6.989,,94.603998,192.940994,0.0,192.940994,368.433998,
12/31/1997,402.507996,122.092999,64.154999,57.938,194.061005,,,28.934999,,,,,18.879,,,,,,363.967987,26.820999,49.230999,-22.41,0.0,11.719,,,,11.719,38.539999,,17.979,17.979,,,,0.0,,,,,179.927006,,,179.927006,197.906006,0.0,,,,0.901,,,,,,0.901,0.901,198.807006,0.0,107.069,,,-6.989,,103.621004,203.701004,0.0,203.701004,402.50801,
03/31/1998,414.743988,143.827999,84.556,59.271999,180.100006,,,26.721001,,,,,23.707001,,,,,,374.355988,27.85,52.405998,-24.556,0.0,12.538,,,,12.538,40.388,,23.849001,23.849001,,,,0.0,,,,,175.274992,,,175.274992,199.123993,0.0,,,,0.69,,,,,,0.69,0.69,199.813993,0.0,108.414001,,,-6.989,,113.504999,214.93,0.0,214.93,414.743993,
06/30/1998,1011.085022,81.944,81.944,0.0,346.654999,,,41.567001,,,,,68.348999,,,,,,538.515015,69.793999,,,0.0,402.776001,,,,402.776001,472.57,,55.912998,55.912998,,,,27.0,,,,,369.019009,,,369.019009,451.932007,333.0,,,,0.827,,,,,,0.827,333.827,785.759007,0.0,109.265999,,,-6.989,,123.048997,225.325996,0.0,225.325996,1011.085003,
09/30/1998,1055.677979,101.099998,101.099998,0.0,391.299011,,,42.344002,,,,,50.303001,,,,,,585.046021,75.391998,106.466003,-31.073999,0.0,395.23999,307.781006,,,87.458984,470.631989,,52.252998,52.252998,,,,27.0,,,,,405.303001,,,405.303001,484.556,333.0,,,,1.199,,,,,,1.199,334.199,818.755,0.0,109.595001,,,-6.989,,134.317003,236.923004,0.0,236.923004,1055.678004,
12/31/1998,1095.46106,122.588997,122.588997,0.0,433.006012,,,55.633999,,,,,45.678001,,,,,,656.906982,77.499001,111.907997,-34.409,0.0,361.054993,,,,361.054993,438.553993,,60.247002,60.247002,,,,54.0,,,,,425.049019,,,425.049019,539.296021,306.0,,,,0.471,,,,,,0.471,306.471,845.76702,0.0,110.434998,,,-6.989,,146.248003,249.694,0.0,249.694,1095.461021,
03/31/1999,1096.949951,115.837997,115.837997,0.0,446.453003,,,55.234001,,,,,45.602001,,,,,,663.127014,73.345703,110.244003,-36.897999,0.0,360.47699,268.080994,268.080994,0.0,92.395996,433.822693,,65.714996,65.714996,,,,54.0,,,,,403.19101,,,403.19101,522.906006,306.0,,,,0.502,,,,,,0.502,306.502,829.408006,0.0,114.727997,,,-6.989,,159.802995,267.541992,0.0,267.541992,1096.949998,
06/30/1999,2040.16394,82.282997,82.282997,0.0,561.247009,,,45.028,,,,,47.735001,,,,,,736.29303,88.072998,129.214996,-41.141998,0.0,1215.797974,1175.264038,993.624023,181.640015,40.533936,1303.870972,,71.692001,71.692001,,,,0.0,,,,,675.963028,,,675.963028,747.655029,724.047974,,,,0.484,,,,,,0.484,724.531974,1472.187003,0.0,414.717987,,,-6.989,,160.248003,567.97699,0.0,567.97699,2040.163993,
09/30/1999,2105.035889,60.453999,60.453999,0.0,656.145996,,,55.367001,,,,,44.912998,,,,,,816.880005,95.912003,140.845001,-44.932999,0.0,1192.244019,1155.064941,981.19397,173.870972,37.179077,1288.156021,,72.334999,72.334999,,,,0.0,,,,,769.852989,,,769.852989,842.187988,673.835999,,,,0.46,,,,,,0.46,674.295999,1516.483987,0.0,418.144989,,,-6.848,,177.254998,588.551987,0.0,588.551987,2105.035974,
12/31/1999,2487.311035,132.630005,132.630005,0.0,783.085999,,,113.248001,,,,,37.390999,,,,,,1066.35498,97.572998,147.179993,-49.606998,150.365005,1173.017944,1165.916016,982.495972,183.420044,7.101929,1420.955948,,112.731003,112.731003,,,,0.0,0.0,0.0,0.0,,987.627029,,,987.627029,1100.358032,635.872986,635.872986,0.0,0.0,51.598,,,,,,51.598,687.470985,1787.829018,0.0,419.311005,,,-6.848,,287.01899,699.481995,0.0,699.481995,2487.311012,
03/31/2000,2301.062988,131.546997,131.546997,0.0,720.586975,,,77.426003,,,,,29.903999,,,,,,959.463989,104.216003,158.901993,-54.686001,82.960999,1154.421997,1146.428955,970.080994,176.347961,7.993042,1341.598999,,98.046997,98.046997,,,,0.0,,,,,906.322998,,,906.322998,1004.369995,605.838989,,,,31.917999,,,,,,31.917999,637.756988,1642.126983,0.0,420.31601,,,-27.757999,,266.377994,658.936005,0.0,658.936005,2301.062988,
06/30/2000,2336.879883,99.834999,99.834999,0.0,845.698975,,,75.984001,,,,,34.223999,,,,,,1055.741943,112.319,173.257004,-60.938,10.27,1158.54895,1148.322998,984.784973,163.538025,10.225952,1281.137951,,,,,,,42.75,,,,,1114.13501,,,1114.13501,1156.88501,517.90802,,,,32.823002,,,,,,32.823002,550.731022,1707.616032,0.0,421.897003,,,-36.370998,,243.738003,629.264008,0.0,629.264008,2336.880039,
09/30/2000,2156.728027,22.181999,22.181999,0.0,768.109985,,,71.140999,,,,,26.226999,,,,,,887.659973,122.494003,188.957993,-66.463997,4.493,1142.081055,1135.168945,975.85498,159.313965,6.912109,1269.068058,,,,,,,0.0,,,,,1022.484009,,,1022.484009,1022.484009,426.52301,,,,39.543999,,,,,,39.543999,466.067009,1488.551018,0.0,447.018005,,,-28.222,,249.380997,668.177002,0.0,668.177002,2156.72802,
12/31/2000,,,,,,,,,,,,,,,,,,,,,,,,,,967.017029,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
03/31/2001,2279.707,85.1,85.1,0.0,791.848,791.848,,85.478,0.0,0.0,85.477997,0.0,31.625,,,,,,994.051,147.787,,,0.0,1137.869,1128.115,967.981,160.134,9.754,1285.656,,846.637,846.637,,,,0.0,0.0,0.0,0.0,,220.896,,,220.896,1067.533,396.36,396.36,0.0,0.0,62.573,,,,,,62.573,458.933,1526.466,0.0,453.475,,,0.0,315.493,-15.727,753.241,0.0,753.241,2279.707,
06/30/2001,2357.523926,120.943001,120.943001,0.0,832.052002,,,97.950996,,,,,26.823,,,,,,1077.769043,145.914001,,,0.0,1133.840942,1117.11499,960.625,156.48999,16.725952,1279.754944,,,,,,,,0.0,0.0,0.0,,1099.015991,,,1099.015991,1099.015991,396.278992,396.278992,0.0,0.0,67.759003,,,,,,67.759003,464.037994,1563.053986,0.0,473.18399,,,0.0,,321.286011,794.470001,0.0,794.470001,2357.523987,
09/30/2001,2360.298,104.82,104.82,,831.921,831.921,,109.243,,,,,26.121,,,,,,1072.105,154.869,,,,1133.324,1115.547,951.273,164.274,17.777,1288.193,,,,,,,,,,,,1121.993,,,1121.993,1121.993,346.199,,,,76.329,,,,,,76.329,422.528,1544.521,0.0,488.934,,,-27.055,377.928,-24.03,815.777,0.0,815.777,2360.298,
12/31/2001,2500.245,177.715,177.715,0.0,883.827,883.827,,122.375,,,,,29.286,,,,,,1213.203,165.263,259.637,-94.374,0.0,1121.779,1107.629,942.28,165.349,14.15,1287.042,,181.784,181.784,,,,0.0,0.0,0.0,0.0,,1063.833,,,1063.833,1245.617,346.119,346.119,0.0,0.0,76.512,,,,,,76.512,422.631,1668.248,0.0,493.021,,,-53.093,412.114,-20.045,831.997,0.0,831.997,2500.245,
03/31/2002,2507.511963,158.684006,158.684006,0.0,858.776978,,,154.072006,0.0,0.0,154.072006,0.0,30.907,,,,,,1202.439941,150.807999,,,0.0,1154.264038,1136.937012,967.263,169.674011,17.327026,1305.072037,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,1218.194946,,,1218.194946,1218.194946,346.040009,346.040009,0.0,0.0,64.612,,,,,,64.612,410.652008,1628.846954,0.0,481.994995,,,-42.362,,439.032013,878.665009,0.0,878.665009,2507.511963,
06/30/2002,3195.716,167.548,167.548,,1032.39,1032.39,,131.053,,,,,81.488,,,,,,1412.479,155.778,,,0.0,1627.459,1609.416,1358.385,251.031,18.043,1783.237,,0.0,,,,0.0,,0.0,0.0,0.0,,1468.221,,,1468.221,1468.221,705.962,,,,78.106,,,,,,78.106,784.068,2252.289,0.0,507.714,,,-54.887,504.783,-14.183,943.427,0.0,943.427,3195.716,
09/30/2002,3124.065918,161.598007,161.598007,0.0,994.786987,,,123.670998,0.0,0.0,123.670998,0.0,37.459999,,,,,,1317.515991,156.647003,,,0.0,1649.902954,1633.759033,1381.833008,251.926025,16.143921,1806.549957,,245.289993,245.289993,,,,0.0,0.0,0.0,0.0,,1197.372971,,,1197.372971,1442.662964,620.883972,620.883972,0.0,0.0,89.740997,,,,,,89.740997,710.624969,2153.287933,0.0,508.200012,,,-79.839996,,542.417999,970.778015,0.0,970.778015,3124.065948,
12/31/2002,3206.992,190.654,190.654,0.0,988.544,988.544,,160.483,,,,,54.14,,,,,,1393.821,168.973,224.412,-55.439,0.0,1644.198,1629.547,1378.436,251.111,14.651,1813.171,,255.245,255.245,,,,3.25,3.25,0.0,0.0,,1285.262,,,1285.262,1543.757,562.556,562.556,0.0,0.0,97.824,,,,,,97.824,660.38,2204.137,0.0,504.544,,,-104.038,614.95,-12.601,1002.855,0.0,1002.855,3206.992,
03/31/2003,3354.287109,256.540985,256.540985,0.0,1020.218994,,,197.251007,0.0,0.0,197.251007,0.0,67.061996,,,,,,1541.072998,170.011002,,,0.0,1643.203003,1626.994995,1379.489014,247.505981,16.208008,1813.214005,,206.335999,206.335999,,,,0.0,0.0,0.0,0.0,,1434.684021,,,1434.684021,1641.02002,540.729004,540.729004,0.0,0.0,104.259003,,,,,,104.259003,644.988007,2286.008026,0.0,499.112,,,-95.115997,,664.28299,1068.278992,0.0,1068.278992,3354.287018,
06/30/2003,3242.143,194.561996,194.561996,0.0,990.090027,,,155.078003,0.0,0.0,155.078003,0.0,49.106998,,,,,,1388.837036,172.550995,,,0.0,1680.755005,1661.94104,1420.751953,241.189087,18.813965,1853.306,,151.755005,151.755005,,,,0.0,0.0,0.0,0.0,,1362.850952,,,1362.850952,1514.605957,480.161011,480.161011,0.0,0.0,110.970001,,,,,,110.970001,591.131012,2105.736969,0.0,488.17099,,,-56.764,732.577026,-27.578041,1136.405975,0.0,1136.405975,3242.142944,
09/30/2003,3294.791016,292.309998,292.309998,0.0,983.192993,,,130.113007,0.0,0.0,130.113007,0.0,39.625,,,,,,1445.240967,173.115997,,,0.0,1676.43396,1656.343994,1420.582031,235.761963,20.089966,1849.549957,,196.210999,196.210999,,,,0.0,0.0,0.0,0.0,,1340.778015,,,1340.778015,1536.989014,455.088989,455.088989,0.0,0.0,124.459999,,,,,,124.459999,579.548988,2116.538002,0.0,483.550995,,,-78.748001,797.119019,-23.668991,1178.253021,0.0,1178.253021,3294.791023,
12/31/2003,3409.174,396.04,396.04,0.0,1011.154,1011.154,,116.375,,,,,36.566,,,,,,1560.135,177.312,272.263,-94.951,0.0,1671.727,1653.552,1421.493,232.059,18.175,1849.039,,232.29,232.29,,,,0.0,0.0,0.0,0.0,,1394.118,,,1394.118,1626.408,455.018,455.018,0.0,0.0,133.755,,,,,,133.755,588.773,2215.181,0.0,485.461,,,-136.354,864.55,-19.664,1193.993,0.0,1193.993,3409.174,
03/31/2004,3719.64209,300.856995,300.856995,0.0,1092.042969,,,128.602997,0.0,0.0,128.602997,0.0,40.443001,,,,,,1561.946045,177.783005,,,0.0,1979.912964,1958.06604,1699.01001,259.05603,21.846924,2157.695969,,253.998993,253.998993,,,,22.084,22.084,0.0,0.0,,1440.932999,,,1440.932999,1717.015991,582.947021,582.947021,0.0,0.0,141.421997,,,,,,141.421997,724.369019,2441.38501,0.0,477.503998,,,-114.686996,934.513,-19.073013,1278.256989,0.0,1278.256989,3719.641998,
06/30/2004,3544.655029,117.712997,117.712997,0.0,1082.531982,,,137.207993,0.0,0.0,137.207993,0.0,43.972,,,,,,1381.425049,174.666,,,0.0,1988.563965,1956.722046,1705.649048,251.072998,31.841919,2163.229965,,285.696991,285.696991,,,,22.0,22.0,0.0,0.0,,1364.271027,,,1364.271027,1671.968018,397.649994,397.649994,0.0,0.0,156.677002,,,,,,156.677002,554.326996,2226.295013,0.0,480.67099,,,-143.401993,999.932983,-18.841965,1318.360016,0.0,1318.360016,3544.655029,
09/30/2004,3592.580078,161.160995,161.160995,0.0,1073.72998,,,151.580994,0.0,0.0,151.580994,0.0,42.034,,,,,,1428.5,177.764008,,,0.0,1986.310059,1951.469971,1706.839966,244.630005,34.840088,2164.074066,,306.546997,306.546997,,,,22.056,22.056,0.0,0.0,,1396.657013,,,1396.657013,1725.26001,417.606995,417.606995,0.0,0.0,176.824005,,,,,,176.824005,594.431,2319.69101,0.0,469.432007,,,-242.324997,1061.849976,-16.076004,1272.880981,0.0,1272.880981,3592.571991,
12/31/2004,3600.086,166.054,166.054,0.0,1057.222,1057.222,,158.775,0.0,0.0,158.775,0.0,60.966,,,,,,1443.017,181.166,322.461,-141.295,0.0,1975.903,1954.205,1708.935,245.27,21.698,2157.069,,322.885,322.885,,,,22.056,,,,,1468.47,,,1468.47,1813.411,412.057,,,,178.304,,,,,,178.304,590.361,2403.772,0.0,468.151,,,-404.683,1142.757,-9.911,1196.314,0.0,1196.314,3600.086,
03/31/2005,3708.838,255.121,255.121,0.0,1094.594,1094.594,,158.199,0.0,0.0,158.199,0.0,62.101,,,,,,1570.015,171.793,,,0.0,1967.03,2080.27,1707.674,372.596,-113.24,2138.823,,348.359,348.359,,,,22.056,,,,,1488.156,,,1488.156,1858.571,356.508,,,,186.505,,,,,,186.505,543.013,2401.584,0.0,466.007,,,-382.992,1228.033,-3.794,1307.254,0.0,1307.254,3708.838,
06/30/2005,3838.764,417.253,417.253,0.0,1079.744,1079.744,,147.68,0.0,0.0,147.68,0.0,64.272,,,,,,1708.949,168.69,,,0.0,1961.125,1937.545,1707.382,230.163,23.58,2129.815,,353.28,353.28,,,,22.056,,,,,1511.141,,,1511.141,1886.477,350.951,,,,184.533,,,,,,184.533,535.484,2421.961,0.0,464.446,,,-375.404,1330.033,-2.272,1416.803,0.0,1416.803,3838.764,
09/30/2005,3743.191,405.027,405.027,0.0,1002.422,1002.422,,144.027,0.0,0.0,144.027,0.0,65.055,,,,,,1616.531,169.421,,,0.0,1957.239,1931.285,1708.332,222.953,25.954,2126.66,,350.343,350.343,,,,22.056,,,,,1502.308,,,1502.308,1874.707,345.451,,,,189.889,,,,,,189.889,535.34,2410.047,0.0,467.317,,,-567.879,1431.727,1.979,1333.144,0.0,1333.144,3743.191,
12/31/2005,5493.0,478.0,478.0,0.0,1393.0,1393.0,,273.0,0.0,0.0,273.0,0.0,113.0,,,,,,2257.0,201.0,402.0,-201.0,0.0,3035.0,3003.0,2700.0,303.0,32.0,3236.0,,596.0,596.0,,,,110.0,,,,,1688.0,,,1688.0,2394.0,1401.0,,,,233.0,,,,,,233.0,1634.0,4028.0,0.0,476.0,,,-557.0,1543.0,3.0,1465.0,0.0,1465.0,5493.0,
03/31/2006,5430.8,509.4,509.4,0.0,1332.1,1332.1,,260.9,,,,,109.9,,,,,,2212.3,192.8,,,0.0,3025.7,2997.1,2703.9,293.2,28.6,3218.5,,590.0,590.0,,,,110.0,,,,,1516.9,,,1516.9,2216.9,1360.5,,,,236.8,,,,,,236.8,1597.3,3814.2,0.0,518.2,,,-516.1,1647.5,-33.0,1616.6,0.0,1616.6,5430.8,
06/30/2006,5053.4,195.9,195.9,0.0,1265.1,1265.1,,260.8,,,,,117.6,,,,,,1839.4,187.5,,,0.0,3026.5,2995.3,2712.4,282.9,31.2,3214.0,,571.2,571.2,,,,110.0,,,,,1496.6,,,1496.6,2177.8,1605.4,,,,236.8,,,,,,236.8,1842.2,4020.0,0.0,518.4,,,-1215.3,1755.3,-25.0,1033.4,0.0,1033.4,5053.4,
09/30/2006,5023.4,68.1,68.1,0.0,1298.3,1298.3,,271.4,,,,,88.1,,,,,,1725.9,189.8,,,0.0,3107.7,3076.3,2686.8,389.5,31.4,3297.5,,595.6,595.6,,,,150.0,,,,,1577.1,,,1577.1,2322.7,1480.4,,,,249.6,,,,,,249.6,1730.0,4052.7,0.0,525.8,,,-1407.9,1870.0,-17.2,970.7,0.0,970.7,5023.4,
12/31/2006,5108.1,131.0,131.0,0.0,1334.4,1334.4,,194.6,0.0,0.0,194.6,0.0,112.1,,,,,,1772.1,201.4,464.9,-263.5,0.0,3134.6,3064.4,2686.0,378.4,70.2,3336.0,,583.4,583.4,,,,180.1,,,,,1665.9,,,1665.9,2429.4,1270.4,,,,283.4,,,,,,283.4,1553.8,3983.2,0.0,496.9,,,-1401.2,2017.3,11.9,1124.9,0.0,1124.9,5108.1,
03/31/2007,5200.2,207.2,207.2,0.0,1344.5,1344.5,,203.1,,,,,125.1,,,,,,1879.9,193.1,,,0.0,3127.2,3054.5,2686.0,368.5,72.7,3320.3,,581.1,581.1,,,,200.1,,,,,1661.1,,,1661.1,2442.3,1160.4,,,,309.5,,,,,,309.5,1469.9,3912.2,0.0,508.0,,,-1383.1,2150.8,12.3,1288.0,0.0,1288.0,5200.2,
