Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,D&A from Disc Ops,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Deficit/Distributions to Partners,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Stock-Based Compensation,Recurring Capital Expenditure,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/1996,87.428001,76.440002,,3.609,0.0,7.379,-42.529,24.174,1.536,16.819,0.0,,0.0,44.899,-2.08,2.08,,0.0,42.819,0.0,,,,0.0,,,42.819,,40.366001,,,23.310001,23.310001,,78.337997,0.3,0.3,0.3,78.337997,0.3,0.3,0.3,,,,,,,,,,,42.521999,,42.521999,,,42.521999,0.542802,0.542802,0.22,40.530454,40.530454,47.293168,
12/31/1996,96.015999,82.035004,,3.51,0.0,10.471,-49.229,27.468,0.929,17.414,0.0,,3.418,46.787002,-1.589,1.589,,0.0,45.198002,0.0,,,,0.0,,,45.198002,,43.103001,,,24.622,24.622,,85.235001,0.29,0.29,0.29,85.235001,0.29,0.29,0.29,,,,,,,,,,,43.441002,,43.441002,,,43.441002,0.509662,0.509662,0.22,43.165901,43.165901,48.295386,
03/31/1997,101.259003,89.973999,,3.052,0.0,8.233,-54.897,30.150999,1.619,19.787001,0.0,,3.34,46.361999,-1.597,1.597,0.0,0.0,44.764999,0.0,,,,0.0,,,44.764999,,42.318001,,,23.168001,23.168001,,89.085999,0.26,0.26,0.26,89.475998,0.26,0.26,0.26,,,,,,,,,,,44.238998,,44.238998,,,44.238998,0.494423,0.494423,0.22,44.496304,44.496304,43.981558,
06/30/1997,110.685997,97.741997,,2.891,0.0,10.053,-61.918999,30.441999,1.667,20.757999,0.0,,9.052,48.767,-1.962,1.962,0.0,0.0,46.805,0.0,,,,0.0,,,46.805,,44.250999,,,13.583,13.583,,97.524002,0.14,0.14,0.14,101.764,0.14,0.14,0.14,,,,,,,,,,,49.754002,,49.754002,,,49.754002,0.488916,0.488916,0.22,44.997546,44.997546,42.135306,
09/30/1997,126.399002,116.705002,,2.355,0.0,7.339,-74.881999,34.480999,1.919,23.847,0.0,,14.635,51.517001,-2.262,2.262,0.0,0.0,49.255001,0.0,,,,0.0,,,49.255001,,46.548,,,28.232,28.232,,102.963997,0.27,0.27,0.27,103.536003,0.27,0.27,0.27,,,,,,,,,,,53.655998,,53.655998,,,53.655998,0.518235,0.518235,0.22,42.451769,42.451769,42.22268,
12/31/1997,132.5,129.587006,,1.843,0.0,1.07,-82.021001,41.347,1.179,26.964001,0.0,,12.531,50.478999,-0.971,0.971,0.0,0.0,49.507999,0.0,,,,0.0,,,49.507999,,45.532001,,,25.273001,25.273001,,103.956001,0.24,0.24,0.24,103.956001,0.24,0.24,0.24,,,,,,,,,,,52.993,,52.993,,,52.993,0.509764,0.509764,0.22,43.157247,43.157247,43.600097,
03/31/1998,142.565994,134.529999,,1.765,0.0,6.271,-86.687999,56.132999,2.336,28.219,0.0,,0.0,55.878,-1.162,1.162,0.0,0.0,54.716,0.0,,,,0.0,,,54.716,,48.363998,,,28.223999,28.223999,,109.466003,0.26,0.26,0.26,113.598,0.26,0.26,0.26,,,,,,,,,,,55.189999,,55.189999,,,55.189999,0.485836,0.485836,0.22,45.282769,45.282769,44.537055,
06/30/1998,133.723999,127.720001,,1.652,0.0,4.352,-78.691998,51.273998,2.226,25.191999,0.0,,0.0,55.031999,6.384,0.933,-7.317,0.0,61.415999,0.0,,,,0.0,,,61.415999,,57.199001,,,37.070002,37.070002,,113.970001,0.33,0.33,0.33,117.959999,0.32,0.32,0.32,,,,,,,,,,,65.290001,,65.290001,,,65.290001,0.553493,0.553493,0.22,39.747587,39.747587,38.63685,
09/30/1998,143.307007,137.998001,,1.388,0.0,3.921,-81.280001,52.379002,2.684,26.216999,0.0,,0.0,62.026999,5.831,0.831,-6.662,0.0,67.857999,0.0,,,,0.0,,,67.857999,,62.285999,,,43.233,43.233,,116.420998,0.37,0.37,0.37,116.725998,0.37,0.37,0.37,,,,,,,,,,,70.316002,,70.316002,,,70.316002,0.602402,0.602402,0.22,36.520449,36.520449,36.213664,
12/31/1998,135.951996,135.621002,0.0,1.416,0.0,-1.085,-55.821001,54.095001,1.726,27.854,0.0,,0.0,52.276999,11.042,1.581,-12.623,0.0,63.318999,0.0,,,,0.0,,,63.318999,,59.169998,,0.0,40.116999,40.116999,,115.761002,0.35,0.35,0.35,116.099998,0.35,0.35,0.35,,,,,,,,,,,69.355003,,69.355003,,,69.355003,0.597373,0.597373,0.22,36.827912,36.827912,36.703912,
03/31/1999,139.893005,136.371002,,0.0,0.0,3.522,-81.871003,50.886002,2.011,28.974001,0.0,,0.0,58.277002,6.918,1.204,-8.122,0.0,65.195002,0.0,,,,0.0,,,65.195002,,61.841999,,,40.311998,40.311998,,118.624001,0.34,0.34,0.34,119.014,0.34,0.34,0.34,,,,,,,,,,,71.103996,,71.103996,,,71.103996,0.597442,0.597442,0.22,36.823641,36.823641,39.845863,
06/30/1999,163.106995,158.141006,0.0,0.0,0.0,4.966,-91.969001,55.833,2.617,33.519001,0.0,,0.0,71.138002,6.817,2.53,-9.347,0.0,77.955002,0.0,,,,0.0,,,77.955002,,73.650002,,,49.826003,49.826003,,128.904007,0.39,0.39,0.39,129.25,0.39,0.39,0.39,,,,,,,,,,,86.287003,,86.287003,,,86.287003,0.667598,0.667598,0.22,32.953978,32.953978,32.953977,
09/30/1999,172.462997,168.093994,0.0,0.0,0.0,4.369,-95.583001,54.990002,3.953,36.639999,0.0,,0.0,76.880003,4.364,2.136,-6.5,0.0,81.244003,0.0,,,,0.0,,,81.244003,,76.751999,,,52.339998,52.339998,,129.041,0.41,0.41,0.41,129.248993,0.4,0.4,0.4,,,,,,,,,,,90.074997,,90.074997,,,90.074997,0.696911,0.696911,0.22,31.567893,31.567893,31.51707,
12/31/1999,168.832993,165.244995,0.0,0.0,0.0,3.588,-58.226998,55.106998,3.12,38.585999,0.0,,0.0,71.229998,8.267,2.101,-8.214,-2.154,79.496998,0.0,,,,0.0,,,79.496998,,75.639999,,0.0,50.612999,50.612999,,128.522995,0.39,0.39,0.39,128.675995,0.39,0.39,0.39,,,,,,,,,,,86.703003,,86.703003,,,86.703003,0.673809,0.673809,0.84,124.664466,124.664466,120.302638,
03/31/2000,168.319,164.942001,0.0,0.0,0.0,3.377,-98.239,59.16,3.045,36.034,0.0,,0.0,70.080004,6.87,1.406,-8.276,0.0,76.950004,0.0,,,,0.0,,,76.950004,,72.560997,,,47.522997,47.522997,,132.781006,0.34,0.34,0.34,132.901993,0.34,0.34,0.34,,,,,,,,,,,83.389,,83.389,,,83.389,0.627447,0.627447,0.22,35.062704,35.062704,35.030999,
06/30/2000,178.994995,173.362,0.0,0.0,0.0,5.633,-102.120998,60.800999,5.576,35.743999,0.0,,0.0,76.873999,7.894,1.261,-9.155,0.0,84.767999,0.0,,,,0.0,,,84.767999,,74.303001,,,49.258001,49.258001,,131.587997,0.35,0.35,0.35,131.733994,0.35,0.35,0.35,,,,,,,,,,,84.494003,,84.494003,,,84.494003,0.641399,0.641399,0.22,34.300042,34.300042,34.261602,
09/30/2000,186.487,181.792007,0.0,0.0,0.0,4.695,-107.976997,64.809998,5.436,37.730999,0.0,,0.0,78.510003,8.853,0.626,-9.479,0.0,87.363003,0.0,,,,0.0,,,87.363003,,75.652,,-2.666,47.959,47.959,,131.084,0.37,0.37,0.37,131.261002,0.37,0.37,0.37,,,,,,,,,,,88.338997,,88.338997,,,88.338997,0.673003,0.673003,0.82,121.842024,121.842024,122.345743,
12/31/2000,187.399994,182.559998,0.0,0.0,0.0,4.84,-114.022003,67.315002,7.249,39.458,0.0,,0.0,73.377998,12.985,0.0,-9.199,-3.786,86.362999,0.0,,,,0.0,,,86.362999,,74.571999,,,49.543999,49.543999,,130.828003,0.35,0.35,0.35,130.910995,0.35,0.35,0.35,,,,,,,,,,,84.752998,,84.752998,,,84.752998,0.647409,0.647409,0.22,33.981593,33.981593,33.601172,
03/31/2001,188.567001,184.959,0.0,0.0,0.0,3.608,-112.103005,66.897003,5.584,39.622002,0.0,,0.0,76.463996,9.869,0.971,-9.272,-1.568,86.332996,0.0,,,,0.0,,,86.332996,,74.635002,,0.0,46.599003,46.599003,,128.113998,0.34,0.34,0.34,128.699005,0.34,0.34,0.34,,,,,,,,,,,83.378998,,83.378998,,,83.378998,0.64786,0.64786,0.22,33.957929,33.957929,33.803475,
06/30/2001,197.613998,194.483994,0.0,0.0,0.0,3.13,-112.859005,66.536003,5.0,41.323002,0.0,,0.0,84.754997,8.69,1.124,-9.814,0.0,93.444997,0.0,,,,0.0,,,93.444997,,81.773003,,0.0,53.037003,53.037003,,120.734001,0.4,0.4,0.4,121.639,0.39,0.39,0.39,,,,,,,,,,,91.625,,91.625,,,91.625,0.753253,0.753253,0.22,29.206636,29.206636,28.988814,
09/30/2001,204.270996,201.093002,0.0,0.0,0.0,3.178,-119.187004,70.521004,5.965,42.701,0.0,,0.0,86.706,8.898,0.928,-9.826,0.0,95.604,0.0,,,,0.0,,,95.604,,83.603996,,-5.314,49.553996,49.553996,,120.092003,0.41,0.41,0.41,121.753998,0.41,0.41,0.41,,,,,,,,,,,95.223,,95.223,,,95.223,0.782093,0.782093,0.8,102.289571,102.289571,100.815979,
12/31/2001,200.218002,195.908997,0.0,0.0,0.0,4.309,-121.137002,72.233002,4.489,44.415001,0.0,,0.0,82.892004,11.949,0.204,-9.63,-2.523,94.841004,0.0,,,,0.0,,,94.841004,,84.195999,,0.0,51.724998,51.724998,,120.406998,0.38,0.38,0.38,122.274002,0.38,0.38,0.38,,,,,,,,,,,91.915001,,91.915001,,,91.915001,0.751713,0.751713,0.45,59.863242,59.863242,59.531086,
03/31/2002,205.962006,204.253998,0.0,0.0,0.0,1.708,-115.179996,67.780998,4.0,43.398998,0.0,,0.0,90.782,8.154,1.102,-7.015,-2.241,98.936,0.0,,,,0.139,,,98.797,,87.455002,,0.0,51.615002,51.615002,,121.945999,0.38,0.38,0.38,124.065002,0.37,0.37,0.37,,,,,,,,,,,90.499001,,90.499001,,,90.499001,0.729448,0.729448,0.45,61.690461,61.690461,60.637132,
06/30/2002,207.949997,205.190994,0.0,0.0,0.0,2.759,-119.326999,69.558998,4.305,45.463001,0.0,,0.0,88.623004,3.948,1.213,-7.0,1.839,92.571004,0.0,,,,1.24,,,91.331004,,80.718002,,0.0,42.782001,42.782001,,122.820999,0.3,0.31,0.31,124.823997,0.3,0.31,0.31,,,,,,,,,,,87.925003,,87.925003,,,87.925003,0.704392,0.704392,0.45,63.884898,63.884898,62.859254,
09/30/2002,215.386002,212.848007,0.0,0.0,0.0,2.538,-121.937997,73.237999,3.968,44.731998,0.0,,0.0,93.447996,6.514,0.969,-7.483,0.0,99.961996,0.0,,,,5.103,,,94.858996,,83.350998,,-12.263,33.159997,33.159997,,123.341003,0.32,0.37,0.37,124.783997,0.32,0.37,0.37,,,,,,,,,,,81.397003,,81.397003,,,81.397003,0.652303,0.652303,0.45,68.986322,68.986322,68.188012,
12/31/2002,206.690994,205.035004,0.0,0.0,0.0,1.656,-128.655002,79.998001,3.346,45.311001,0.0,,0.0,78.036002,4.922,0.525,-6.149,0.702,82.958002,0.0,,,,5.12,,,77.838002,,67.213997,,-5.375,24.616997,24.616997,,123.948997,0.2,0.24,0.24,124.984001,0.2,0.24,0.24,,,,,,,,,,,74.596001,,74.596001,,,74.596001,0.596844,0.596844,0.45,75.396534,75.396534,74.772106,
03/31/2003,206.697998,204.998993,0.0,0.0,0.0,1.699,-123.446003,73.829002,4.25,45.367001,0.0,,0.0,83.252004,4.234,0.453,-4.687,0.0,87.486004,0.0,,,,0.179,,,87.307004,,76.639,,-5.375,34.242001,34.242001,,124.078003,0.26,0.26,0.26,125.232002,0.26,0.26,0.26,,,,,,,,,,,80.518997,,80.518997,,,80.518997,0.642959,0.642959,0.45,69.98895,69.98895,69.343883,
06/30/2003,216.949005,214.070007,0.0,0.0,0.0,2.879,-129.822997,79.712997,4.429,45.681,0.0,,0.0,87.125998,9.373,0.372,-8.999,-0.746,96.498998,0.0,,,,1.432,,,95.066998,,84.296997,,-6.476,42.121996,42.121996,,124.598999,0.34,0.35,0.35,125.853996,0.33,0.34,0.34,,,,,,,,,,,,,,,,,,,0.45,,,,
09/30/2003,224.841995,221.994995,0.0,0.0,0.0,2.847,-129.027997,78.950996,4.642,45.435001,0.0,,0.0,95.813998,5.521,0.296,-5.77,-0.047,101.334998,0.0,,,,0.444,,,100.890998,,89.747002,,-5.375,49.179001,49.179001,,125.528,0.39,0.39,0.39,126.802002,0.39,0.39,0.39,,,,,,,,,,,99.782997,,99.782997,,,99.782997,0.78692,0.78692,0.45,57.184994,57.184994,56.610846,
12/31/2003,220.552994,219.350006,0.0,0.0,0.0,1.203,-134.181,82.0,3.806,48.375,0.0,,0.0,86.372002,5.71,0.0,-5.51,-0.2,92.082002,0.0,,,,-5.009,,,97.091002,,85.970001,,-9.098,38.59,38.59,,126.489998,0.31,0.27,0.27,127.824997,0.3,0.26,0.26,,,,,,,,,,,87.046997,,87.046997,,,87.046997,0.680986,0.680986,0.45,66.080679,66.080679,65.391114,
03/31/2004,220.796997,219.440002,0.0,0.0,0.0,1.357,-134.915998,82.598999,5.884,46.432999,0.0,,0.0,85.880998,3.957,0.1,-4.057,0.0,89.837998,0.0,,,,0.151,,,89.686998,,69.067001,,-5.375,25.650001,25.650001,,127.181999,0.17,0.17,0.17,128.386993,0.17,0.17,0.17,,,,,,,,,,,74.327003,,74.327003,,,74.327003,0.578929,0.578929,0.45,77.729687,77.729687,77.000277,
06/30/2004,231.624985,229.042007,0.0,0.0,0.0,2.583,-133.085,83.468002,4.572,45.044998,0.0,,0.0,98.540001,4.405,0.0,-4.405,0.0,102.945001,0.0,,,,0.828,,,102.117001,,92.360001,,-5.376,48.204002,48.204002,,127.632004,0.38,0.39,0.39,128.548004,0.37,0.38,0.38,,,,,,,,,,,98.806,,98.806,,,98.806,0.768631,0.768631,0.45,58.545637,58.545637,58.128047,
09/30/2004,237.008,233.708,0.0,0.0,0.0,3.3,-132.191,82.31,5.527,44.354,0.0,,0.0,104.817,3.22,0.0,-3.184,-0.036,108.037,0.0,,,,1.001,,,107.036,,97.515,,-8.447,48.597,48.597,,128.085,0.38,0.39,0.4,128.826,0.38,0.39,0.4,,,,,,,,,,,97.815,,97.815,,,97.815,0.75928,0.75928,0.45,59.266677,59.266677,58.925778,
12/31/2004,247.418,231.231,0.0,0.0,0.0,16.187,-141.038,90.592,2.83,47.616,0.0,,0.0,106.38,10.568,0.66,-10.918,-0.31,116.948,0.0,,,,-0.617,,,117.565,,107.271,,-7.304,59.335,59.335,,128.438,0.46,0.45,0.45,129.088,0.46,0.45,0.45,,,,,,,,,,,105.879,,105.879,,,105.879,0.820208,0.820208,0.45,54.864137,54.864137,54.587784,
03/31/2005,250.942,234.031,0.0,0.0,0.0,16.911,-149.009,95.93,5.141,47.938,0.0,,0.0,101.933,4.015,1.663,-5.678,0.0,105.948,0.0,,,,-1.107,,,107.055,,96.411,,-7.279,48.719,48.719,,128.586,0.38,0.37,0.37,129.175,0.38,0.37,0.37,,,,,,,,,,,101.914,,101.914,,,101.914,0.788961,0.788961,0.45,57.037061,57.037061,56.776988,
06/30/2005,262.762,242.17,,,,20.592,-149.227,94.859,6.128,48.24,,,,113.535,3.057,1.794,-4.851,0.0,116.592,,,,,-0.142,,,,,108.266,,-5.356,60.763,60.763,,127.986,0.47,0.47,0.47,128.618,0.47,0.47,0.47,,,,,,,,,,,115.314,,115.314,,,115.314,0.896562,0.896562,,,,0.0,
09/30/2005,273.404,251.1,,,,22.304,-150.201,85.071,5.621,47.896,,,11.613,123.203,7.044,2.471,-9.853,0.338,130.247,,,,,-5.34,,,,,128.344,,-5.356,79.262,79.262,,128.006,0.62,0.58,0.58,128.742,0.62,0.58,0.58,,,,,,,,,,,124.871,,124.871,,,124.871,0.969932,0.969932,0.5,51.55,51.55,51.255295,
12/31/2005,272.939,224.069,0.0,0.0,0.0,48.87,-147.211,90.828,4.225,52.158,0.0,,0.0,125.728,3.733,2.288,-4.501,-1.52,129.461,0.0,,,,-0.207,,,129.668,,123.372,,0.0,69.103,69.103,,128.063,0.51,0.52,0.54,128.743,0.51,0.52,0.54,,,,,,,,,,,123.372,,123.372,,,123.372,0.958281,0.958281,0.5,52.17675,52.17675,51.901566,
03/31/2006,278.518,251.347,0.0,0.0,0.0,27.171,-159.784,102.977,6.779,50.028,0.0,,0.0,118.734,1.909,1.557,-3.466,0.0,120.643,0.0,,,114.216,-0.732,,,121.375,3.313,114.216,-46.615,-5.356,62.245,62.245,,128.122,0.49,0.49,0.49,129.009,0.48,0.48,0.48,,49.798,9.492,-0.06,,,-0.312,,-8.947,,120.885,,120.885,,,120.885,0.937028,0.937028,0.5,53.360218,53.360218,53.189395,
06/30/2006,297.861,262.232,0.0,0.0,0.0,35.629,-162.1,106.545,6.975,48.58,0.0,,0.0,135.761,1.718,1.872,-3.124,-0.466,137.479,0.0,,,128.862,-0.111,,,137.59,4.342,128.862,-52.376,-5.356,71.13,71.13,,128.18,0.55,0.55,0.55,129.062,0.55,0.55,0.55,,48.646,9.466,-0.045,,-0.466,-0.711,,-10.014,,127.704,,127.704,,,127.704,0.989478,0.989478,0.5,50.531698,50.531698,50.186368,
09/30/2006,371.26,328.782,0.0,0.0,0.0,42.478,-277.325,127.62,36.242,113.463,0.0,,0.0,93.935,-6.089,9.323,-2.618,-0.616,87.846,0.0,,,81.181,-1.925,,,89.771,4.554,81.181,-60.265,-26.999,-6.083,-6.083,,145.387,-0.04,-0.05,-0.05,145.387,-0.04,-0.05,-0.05,,113.54,10.031,-0.053,,-3.126,-0.024,,-10.759,,113.436,,113.436,,,113.436,0.774418,0.774418,0.5,64.5646,64.5646,64.083272,
12/31/2006,433.372,397.336,0.0,0.0,0.0,36.036,-421.458,161.296,34.665,225.497,0.0,,0.0,11.914,-12.266,20.31,-2.687,-5.357,-1.915,0.0,,,-10.233,2.475,,,-4.39,17.819,-10.233,-64.814,16.287,-80.401,-80.401,,169.351,-0.48,-0.48,-0.48,171.402,-0.48,-0.48,-0.48,,226.961,10.139,-0.067,,-0.955,-1.047,-2.37,-10.757,-9.85,151.671,,151.671,,,151.671,0.892067,0.892067,0.5,56.049607,56.049607,64.044873,
03/31/2007,433.558,398.608,0.0,0.0,0.0,34.95,-360.883,168.001,16.516,176.366,0.0,,0.0,72.675,-5.888,16.808,-3.977,-6.943,66.787,0.0,,,59.778,1.226,,,65.561,1.98,59.778,-58.776,-5.356,-4.354,-4.354,,169.229,-0.03,-0.02,-0.065,169.229,-0.03,-0.02,-0.065,,176.481,9.755,-0.098,,,,,-10.759,,178.361,,178.361,,,178.361,1.047113,1.047113,0.5,47.750349,47.750349,47.440023,
06/30/2007,448.189,410.972,0.0,0.0,0.0,37.217,-358.464,169.489,21.465,167.51,0.0,,0.0,89.725,-4.363,16.707,-2.782,-9.562,85.362,0.0,,,77.104,0.734,,,84.628,2.051,77.104,-57.315,-5.356,14.433,14.433,,169.346,0.09,0.09,0.13,170.213,0.08,0.09,0.13,,167.601,11.279,-0.108,,3.352,,,-10.759,,187.615,,187.615,,,187.615,1.102237,1.102237,0.5,45.362311,45.362311,45.131253,
09/30/2007,468.22,427.798,0.0,0.0,0.0,40.422,-324.677,165.52,11.416,147.741,0.0,,0.0,143.543,18.76,15.257,-3.424,-30.593,162.303,0.0,,,152.766,1.233,,,161.07,2.012,152.766,-60.333,-5.356,87.077,87.077,,169.374,0.51,0.52,0.52,170.085,0.51,0.52,0.52,,147.948,11.519,-0.111,,-0.092,,,-10.759,,242.95,,242.95,,,242.95,1.428403,1.428403,0.5,35.004116,35.004116,34.85779,
12/31/2007,464.532,425.076,0.0,0.0,0.0,39.456,-295.868,154.733,10.352,130.783,0.0,,0.0,168.664,4.214,14.899,-2.555,-16.558,172.878,0.0,,,167.887,-2.941,,,175.819,-3.892,167.887,-60.333,-5.356,102.198,102.198,,169.415,0.6,0.62,0.52,170.089,0.6,0.62,0.52,,130.864,12.754,-0.089,,-0.217,-4.336,,-5.356,,237.282,,237.282,,,237.282,1.395046,1.395046,0.5,35.841109,35.841109,36.255384,
03/31/2008,457.487,424.606,,0.0,0.0,32.881,-183.035,168.119,14.916,122.441,,,0.0,152.011,369.078,16.487,-2.729,-382.836,521.089,0.0,,,512.342,1.148,,,519.941,-3.968,512.342,-60.333,-7.181,444.828,444.828,0.0,168.586,2.64,2.65,2.65,168.982,2.63,2.64,2.64,,122.486,12.172,-0.061,0.005,-341.865,,,-5.356,,235.422,,235.422,,,235.422,1.391136,1.391136,0.55,39.536025,39.536025,39.411355,
