Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,Trading Account Liabilities,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,Payables Broker Dealers,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2015,865458.0,63129.0,279898.0,113225.0,166673.0,301267.0,258944.0,,,42323.0,,19080.0,2432.0,16648.0,11540.0,,,11540.0,100529.0,131149.0,-228.0,130921.0,10200.0,10200.0,4186.0,3645.0,541.0,,66994.0,0.0,8863.0,,12841.0,,12841.0,287911.0,300752.0,230261.0,85833.0,70385.0,,,,,65437.0,8606.0,173441.0,,,,173441.0,,,,,62424.0,13034.0,779912.0,9200.0,54941.0,3933.0,51008.0,-59698.0,81455.0,-771.0,85127.0,419.0,85546.0,865458.0,
06/30/2015,859879.0,60845.0,301597.0,123619.0,177978.0,284302.0,248962.0,,,35340.0,,21733.0,2890.0,18843.0,13084.0,,,13084.0,98539.0,133356.0,-274.0,133082.0,11600.0,11600.0,4166.0,3645.0,521.0,,54501.0,0.0,9786.0,,15141.0,,15141.0,272028.0,287169.0,234114.0,87642.0,72578.0,,,,,65887.0,8007.0,181964.0,,,,181964.0,,,,,51726.0,16600.0,771573.0,11200.0,55230.0,4020.0,51210.0,-59940.0,82072.0,-908.0,87654.0,652.0,88306.0,859879.0,
09/30/2015,880559.0,65575.0,300218.0,126903.0,173315.0,290164.0,231996.0,,,58168.0,,23737.0,3931.0,19806.0,13707.0,,,13707.0,104080.0,141524.0,-333.0,141191.0,11671.0,11671.0,4168.0,3652.0,516.0,,58491.0,0.0,9081.0,,14978.0,,14978.0,292302.0,307280.0,229833.0,89481.0,74366.0,,,,,59030.0,6956.0,186859.0,,,,186859.0,,,,,51062.0,17404.0,792438.0,11200.0,55301.0,4020.0,51281.0,-60992.0,83105.0,-911.0,87703.0,418.0,88121.0,880559.0,
12/31/2015,861395.0,93439.0,311946.0,134308.0,177638.0,259612.0,259612.0,,,,,26011.0,5271.0,20740.0,16277.0,,2316.0,13961.0,75416.0,117704.0,-414.0,117290.0,9956.0,9956.0,4148.0,3657.0,491.0,5931.0,53890.0,0.0,5183.0,,15599.0,,15599.0,286876.0,302475.0,220586.0,86069.0,68477.0,0.0,0.0,,,60634.0,5406.0,185942.0,0.0,0.0,,185942.0,890.0,890.0,0.0,2107.0,46771.0,15437.0,774208.0,11200.0,55500.0,4160.0,51340.0,-62640.0,83386.0,-718.0,86728.0,459.0,87187.0,861395.0,
03/31/2016,878036.0,79169.0,309116.0,128513.0,180603.0,284518.0,226231.0,,,58287.0,,28109.0,5013.0,23096.0,16421.0,,2238.0,14183.0,76253.0,120783.0,-489.0,120294.0,10612.0,10612.0,4136.0,3659.0,477.0,,60671.0,0.0,9520.0,,17444.0,,17444.0,292333.0,309777.0,222741.0,77617.0,72830.0,,,,,66267.0,6027.0,191185.0,,,,191185.0,,,,,54183.0,12926.0,790812.0,11203.0,56300.0,3829.0,52471.0,-64178.0,83990.0,-478.0,86837.0,387.0,87224.0,878036.0,
06/30/2016,896843.0,103293.0,297790.0,107175.0,190615.0,281666.0,217046.0,,,64620.0,,27938.0,4928.0,23010.0,17691.0,,3054.0,14637.0,81536.0,127165.0,-512.0,126653.0,10751.0,10751.0,4145.0,3669.0,476.0,,62946.0,0.0,9599.0,,18121.0,,18121.0,315267.0,333388.0,221002.0,77530.0,71725.0,,,,,63491.0,8256.0,192596.0,,,,192596.0,,,,,51224.0,11719.0,809929.0,11203.0,56444.0,3964.0,52480.0,-65921.0,85339.0,-551.0,86514.0,400.0,86914.0,896843.0,
09/30/2016,879987.0,99535.0,279688.0,94220.0,185468.0,292202.0,237676.0,,,54526.0,,29486.0,4550.0,24936.0,17622.0,,3248.0,14374.0,81983.0,129091.0,-491.0,128600.0,11347.0,11347.0,4104.0,3669.0,435.0,,54744.0,0.0,9767.0,,18623.0,,18623.0,301552.0,320175.0,216751.0,73905.0,70715.0,,,,,63269.0,8862.0,197876.0,,,,197876.0,,,,,44439.0,13198.0,792439.0,11203.0,56524.0,3983.0,52541.0,-67195.0,87160.0,-582.0,87110.0,438.0,87548.0,879987.0,
12/31/2016,860165.0,121711.0,301525.0,116925.0,184600.0,242280.0,242280.0,,,,,29598.0,4761.0,24837.0,17901.0,,3865.0,14036.0,68506.0,116005.0,-509.0,115496.0,12070.0,12070.0,4095.0,3666.0,429.0,5337.0,53672.0,0.0,3979.0,,18061.0,,18061.0,290106.0,308167.0,205753.0,71816.0,69644.0,0.0,0.0,,,59907.0,4386.0,197491.0,0.0,0.0,,197491.0,664.0,664.0,0.0,1542.0,47499.0,11650.0,772766.0,11203.0,56561.0,3923.0,52638.0,-68694.0,89039.0,-1216.0,86893.0,506.0,87399.0,860165.0,
03/31/2017,894069.0,123035.0,304724.0,117278.0,187446.0,263677.0,263677.0,,,,,30162.0,5011.0,25151.0,17023.0,,3867.0,13156.0,83952.0,131137.0,-542.0,130595.0,13372.0,13372.0,4067.0,3664.0,403.0,,45194.0,0.0,9405.0,,22722.0,,22722.0,292876.0,315598.0,230861.0,88533.0,76920.0,,,,,56819.0,8589.0,210497.0,,,,210497.0,,,,,39007.0,10646.0,806609.0,11203.0,56349.0,3164.0,53185.0,-70169.0,90904.0,-1370.0,86917.0,543.0,87460.0,894069.0,
06/30/2017,906518.0,110888.0,293854.0,115553.0,178301.0,279325.0,279325.0,,,,,32120.0,6230.0,25890.0,18367.0,,4828.0,13539.0,95816.0,146303.0,-717.0,145586.0,13978.0,13978.0,4080.0,3668.0,412.0,,48415.0,0.0,10392.0,,25048.0,,25048.0,289454.0,314502.0,237523.0,83635.0,78226.0,,,,,65058.0,10604.0,215993.0,,,,215993.0,,,,,39753.0,11550.0,819321.0,11203.0,56504.0,3317.0,53187.0,-71642.0,92225.0,-1615.0,86675.0,522.0,87197.0,906518.0,
09/30/2017,930132.0,116610.0,300926.0,112532.0,188394.0,284242.0,284242.0,,,,,37516.0,7094.0,30422.0,19768.0,,5327.0,14441.0,93082.0,150366.0,-737.0,149629.0,14805.0,14805.0,4058.0,3665.0,393.0,,49232.0,0.0,10630.0,,28949.0,,28949.0,297296.0,326245.0,242074.0,86424.0,76747.0,,,,,69401.0,9502.0,223707.0,,,,223707.0,,,,,37966.0,13280.0,843272.0,11203.0,56658.0,3364.0,53294.0,-73811.0,93958.0,-1716.0,86292.0,568.0,86860.0,930132.0,
12/31/2017,916776.0,110051.0,311670.0,120822.0,190848.0,268651.0,268651.0,,,,,38736.0,7987.0,30749.0,24737.0,,6234.0,18503.0,88051.0,151524.0,-803.0,150721.0,15094.0,15094.0,4038.0,3665.0,373.0,3330.0,47337.0,0.0,5884.0,,138604.0,80386.0,58218.0,178169.0,316773.0,235757.0,84718.0,72299.0,0.0,0.0,,,78740.0,,227579.0,0.0,0.0,,227579.0,952.0,952.0,0.0,4862.0,39631.0,8979.0,834533.0,11853.0,56143.0,2786.0,53357.0,-75392.0,91519.0,-1880.0,82243.0,0.0,82243.0,916776.0,
03/31/2018,973535.0,120503.0,309028.0,131461.0,177567.0,288833.0,288833.0,,,,,43132.0,9252.0,33880.0,26043.0,,6713.0,19330.0,111305.0,180480.0,-764.0,179716.0,15777.0,15777.0,4049.0,3707.0,342.0,,48046.0,0.0,7583.0,,150940.0,84552.0,66388.0,179262.0,330202.0,273949.0,94690.0,87304.0,,,,,80226.0,11729.0,236673.0,,,,236673.0,,,,,36867.0,11637.0,889328.0,11203.0,56416.0,2424.0,53992.0,-76177.0,93907.0,-1770.0,83579.0,628.0,84207.0,973535.0,
06/30/2018,968610.0,131417.0,298005.0,135180.0,162825.0,300471.0,300471.0,,,,,44671.0,10115.0,34556.0,26986.0,,6203.0,20783.0,91944.0,163601.0,-882.0,162719.0,17108.0,17108.0,4106.0,3757.0,349.0,,47488.0,0.0,7296.0,,153441.0,85889.0,67552.0,183038.0,336479.0,253039.0,93219.0,75205.0,,,,,75036.0,9579.0,239387.0,,,,239387.0,,,,,37542.0,14200.0,880647.0,11203.0,56590.0,2590.0,54000.0,-76177.0,95941.0,-958.0,86599.0,1364.0,87963.0,968610.0,
09/30/2018,957190.0,118871.0,298338.0,143447.0,154891.0,305350.0,305350.0,,,,,46323.0,10343.0,35980.0,27298.0,,6576.0,20722.0,86679.0,160300.0,-974.0,159326.0,18302.0,18302.0,4101.0,3754.0,347.0,,45678.0,0.0,7224.0,,151518.0,86647.0,64871.0,180275.0,331793.0,241034.0,85920.0,73746.0,,,,,71675.0,9693.0,242132.0,,,,242132.0,,,,,39321.0,14664.0,868944.0,11203.0,56737.0,2725.0,54012.0,-77422.0,98083.0,-1839.0,86762.0,1484.0,88246.0,957190.0,
12/31/2018,931796.0,130547.0,274543.0,139258.0,135285.0,282573.0,235349.0,,,47224.0,,56553.0,14178.0,42375.0,35486.0,,8301.0,27185.0,6864.0,98903.0,-1066.0,97837.0,18317.0,18317.0,4082.0,3758.0,324.0,2656.0,44846.0,0.0,76395.0,,158257.0,95919.0,62338.0,180235.0,338492.0,195083.0,78723.0,66303.0,0.0,0.0,,,50057.0,,236027.0,0.0,0.0,,236027.0,806.0,806.0,0.0,2304.0,42594.0,26305.0,841611.0,11203.0,56859.0,2854.0,54005.0,-78670.0,100100.0,693.0,90185.0,0.0,90185.0,931796.0,
03/31/2019,925349.0,87884.0,280395.0,132445.0,147950.0,321408.0,321408.0,,,,,52572.0,11867.0,40705.0,27934.0,,6158.0,21776.0,76739.0,157245.0,-1133.0,156112.0,21663.0,21663.0,4092.0,3760.0,332.0,,41867.0,0.0,11928.0,,164136.0,106165.0,57971.0,180997.0,345133.0,219667.0,70569.0,60615.0,318.0,,318.0,23187.0,64978.0,,216183.0,2095.0,,2095.0,214088.0,,,,,40332.0,12196.0,833511.0,11203.0,57610.0,2748.0,54862.0,-79915.0,101988.0,-613.0,90273.0,1565.0,91838.0,925349.0,
06/30/2019,944903.0,91092.0,276097.0,137639.0,138458.0,326823.0,326823.0,,,,,54626.0,11676.0,42950.0,27342.0,,5308.0,22034.0,86928.0,168896.0,-1212.0,167684.0,22657.0,22657.0,4114.0,3772.0,342.0,,44119.0,0.0,12317.0,,166367.0,104021.0,62346.0,185279.0,351646.0,208110.0,70879.0,66564.0,,,,,70667.0,,231723.0,,,,231723.0,,,,,44553.0,16385.0,852417.0,11203.0,57804.0,2939.0,54865.0,-81167.0,103867.0,-815.0,90892.0,1594.0,92486.0,944903.0,
09/30/2019,1007320.0,94094.0,278668.0,138299.0,140369.0,375117.0,375117.0,,,,,54125.0,12662.0,41463.0,29513.0,,5657.0,23856.0,86612.0,170250.0,-1321.0,168929.0,23590.0,23590.0,4886.0,4196.0,690.0,,49872.0,0.0,12164.0,,182702.0,109911.0,72791.0,188161.0,370863.0,250607.0,109438.0,70702.0,,,,,70467.0,,230995.0,2272.0,,2272.0,228723.0,,,,,45721.0,15459.0,913645.0,11203.0,57940.0,3061.0,54879.0,-81841.0,105194.0,-484.0,92012.0,1663.0,93675.0,1007320.0,
12/31/2019,992968.0,133546.0,221762.0,85691.0,136071.0,374017.0,310080.0,,,63937.0,,64050.0,17743.0,46307.0,38346.0,1858.0,6958.0,29530.0,7949.0,110345.0,-1441.0,108904.0,24246.0,24246.0,4837.0,4196.0,641.0,3842.0,45252.0,0.0,76562.0,,190019.0,118750.0,71269.0,174817.0,364836.0,250737.0,117756.0,65033.0,384.0,0.0,384.0,,67564.0,,209077.0,2001.0,0.0,2001.0,207076.0,672.0,672.0,0.0,2778.0,43802.0,30801.0,902703.0,11203.0,58087.0,3204.0,54883.0,-84006.0,106465.0,-1484.0,90265.0,0.0,90265.0,992968.0,
03/31/2020,1089756.0,105489.0,254003.0,132333.0,121670.0,369594.0,300900.0,,,68694.0,,85360.0,16830.0,68530.0,40337.0,2081.0,4413.0,33843.0,5624.0,131321.0,-2868.0,128453.0,25904.0,25904.0,4810.0,4196.0,614.0,,74571.0,0.0,126932.0,,219994.0,132282.0,87712.0,213178.0,433172.0,270196.0,95864.0,74319.0,247.0,,247.0,24653.0,75113.0,,215965.0,2042.0,,2042.0,213923.0,,,,,62039.0,16005.0,997377.0,11203.0,58667.0,3046.0,55621.0,-85929.0,106501.0,1937.0,92379.0,0.0,92379.0,1089756.0,
06/30/2020,1141523.0,132599.0,273626.0,130820.0,142806.0,410986.0,334365.0,,,76621.0,,76333.0,16940.0,59393.0,39870.0,,4894.0,34976.0,4792.0,120995.0,-3901.0,117094.0,26045.0,26045.0,4792.0,4196.0,596.0,,62970.0,0.0,113411.0,,268537.0,169644.0,98893.0,199211.0,467748.0,254217.0,88282.0,109371.0,,,,,56564.0,,236224.0,,,,236224.0,,,,,52936.0,40369.0,1051494.0,11203.0,58849.0,3212.0,55637.0,-85930.0,106248.0,-341.0,90029.0,,90029.0,1141523.0,
